global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2
48438.260712774754	n/a	2346265100.8787384	n/a	78298.13654489229	n/a	n/a	6130598186.402597	47368.636213424026	n/a	n/a	2243787696.719706	54672.02019796016	49224.66360299629	n/a	n/a	n/a	n/a	-0.0867532161	-0.0475314363	0.0055446387	0.1420136281	-0.1317034836	-0.1091802619	-0.1189422759	0.0447640198	-0.0167356931	-0.0543666575	0.0094825922	-0.033984278	-0.0114938571	0.0094358764	-0.0450167599	0.1605354166	-0.0811633955	-0.0195205641	0.0300677102	-0.1026494475	0.0945316663	-0.106630759	0.0491074842	-0.0396983372	0.0213604714	-0.0826307975	0.1040670822	-0.0294207202	0.0081944324	-0.0377971853	0.0149644206	-0.0111400273	0.0674618121	-0.0285998527	0.0150131782	-0.0644785954	0.1252090136	-0.0938680071	0.0528059472	-0.0489458822	0.0250370602	-0.0271720785	0.0241748361	-0.0116719267	0.1781525778	0.0337592065	0.0204508861	-0.058180559	0.0001387843	-0.0358251323	0.1185817346	0.0792794354	-0.0440154228	0.0573015372	-0.0100727535	0.031255701	-0.0513562266	0.0629917012	-0.1235012843	0.0037034173	-0.0064089397	0.0334021661	-0.0363265309	-0.013831343	0.1180899665	0.1557841368	-5.82842e-05	0.116663431	-0.0515078868	0.0569134529	-0.0409388835	0.102594329	0.1025838106	0.1025662807	0.1025417406	0.0102928	n/a	n/a	0.0001059417318399	-0.0191776	n/a	0.0003677803417599	n/a	-0.0197003	n/a	0.00038810182009	n/a	0.0	n/a	n/a	0.0	-0.0	n/a	0.0	n/a	0.0	n/a	n/a	0.0
48412.30883912699	-25.951873647762117	2343751647.1350136	673.4997458294096	78310.44449129971	12.307946407425334	151.48554476805418	6132525716.424933	47382.18368198152	13.54746855749545	183.53390431632783	2245071330.473036	54764.82183298288	49086.37958245529	1.057075	16.537132	0.04946993422	0.0210994	-0.0262099223	0.0205810601	-0.0029700606	0.1412770918	-0.0964211955	-0.0547201137	-0.1290834477	0.0009362281	0.0603287789	-0.0424066324	-0.0067137531	0.0026444349	-0.0194533042	0.0296101351	0.0046500006	0.1762298645	-0.0972380878	0.058957387	-0.0643884594	-0.0463279549	0.0105432081	0.0212206612	-0.0267517154	0.0075354141	-0.106483738	0.0933151966	0.0320224608	0.1402571148	-0.0564491013	0.0048606087	0.0400786348	-0.1072313745	0.078844661	-0.1245663317	0.1330498995	-0.0864497599	0.0566405722	0.142399576	-0.022181461	0.0472415138	0.0842053302	0.0953039952	-0.0157477585	0.0614171805	0.1305760171	0.0843703321	-0.007832051	-0.0106460251	0.0280307181	0.08253235	0.024483335	0.0098748271	0.1183957616	-0.1039769722	0.025645203	-0.103053549	-0.0363951771	0.1111090747	0.0525122096	0.0495896119	-0.0299069404	-0.1195638183	-0.0631100283	-0.052728532	-0.0207804545	0.2044476639	-0.1098150463	0.045148253	0.0078162651	0.041039455	-0.0156085931	0.1025662807	0.1024716367	0.1023139614	0.1020933517	-4.33422e-06	-0.01029713422	0.0001060309731446	1.87854630084e-11	-0.0108119	0.0083657	0.0001168971816099	6.998493649000001e-05	-0.0308299	-0.0111296	0.00095048273401	0.00012386799616	0.000150923	0.000150923	2.2777751929e-08	2.2777751929e-08	-0.000100983	-0.000100983	1.0197566289e-08	1.0197566289e-08	0.000141644	0.000141644	2.0063022736e-08	2.0063022736e-08
48309.426277014754	-102.8825621122378	2333800667.2143235	10584.821586778467	79213.00336248224	902.5588711825258	814612.5159502751	6274699901.704622	47394.3027183329	12.11903635138151	146.87104208610646	2246219930.1569777	54794.82424081379	49264.66761645936	1.161418	18.169491	0.05742475422	0.028467	0.008442492	0.0893238051	0.0430220771	0.1261645135	-0.002779049	0.0843161902	0.0089630208	-0.1247899971	0.0182790035	0.1220638798	0.1591470481	0.0047503258	0.0152068624	-0.0223922577	0.0376352907	-0.0187561975	-0.0771214859	-0.1233369905	-0.1122840533	0.0094290515	0.0712056237	-0.0234609922	-0.0334957475	-0.1274960832	-0.0782489758	0.0671623864	-0.1006445633	-0.0532157951	0.083661354	0.0830777179	0.0637149822	0.0370350099	-0.0510434954	0.055899677	0.1500727896	-0.1737484394	0.0459634452	0.1610562408	0.0294982949	0.0292712749	-0.0473423839	-0.0683341729	0.0249134436	0.0421007089	-0.0715622345	-0.0056773489	-0.0464082666	0.0354857467	0.0337802998	0.104678653	-0.0884518909	0.0516600362	-0.037801993	0.085077827	0.0234734866	-0.0035949268	-0.0001313892	0.0526548926	0.0645352073	0.0120324399	-0.2233264874	0.0291625199	-0.0480409045	0.1195333947	-0.0054103474	0.1481689278	-0.00138954	0.0127335138	0.0050101208	0.1293509817	0.0448855956	0.1025101919	0.1022474116	0.1018099433	0.1011985345	0.00585122	0.00585555422	3.4287515223359804e-05	3.42367754884e-05	0.0066433	0.0174552	4.413343489000001e-05	0.00030468400704	-0.0177047	0.0131252	0.00031345640209	0.00017227087504	-0.000146487	-0.00029741	8.845270810000001e-08	2.1458441169e-08	-0.0	0.000100983	0.0	1.0197566289e-08	0.000163027	2.138300000000001e-05	4.5723268900000034e-10	2.6577802729e-08
48224.65829898387	-84.76797803088266	2325617668.053754	7185.610099444205	79265.2754017223	52.27203924006608	2732.366086315008	6282983884.510883	47341.83573296329	-52.46698536961048	2752.7845537749204	2241249410.56688	54849.48254562408	48720.45727485523	1.05952	16.575388	0.06873000326	0.0345905	-0.0227479402	0.1037711495	0.1598819985	0.0396990114	-0.0721438097	0.0734465576	0.0820680142	0.0497658607	-0.0955095034	-0.0750286591	0.1434910575	-0.0521663966	-0.0081269232	0.0073229548	0.0920782432	-0.0518271569	-0.0385972142	0.0067569936	-0.0724373799	0.0993176376	0.1104859941	0.0704273832	0.0431294171	0.0429735834	0.0516112957	-0.0653814823	0.0472533109	-0.0991924829	0.03879783	0.1104656217	-0.0795126338	0.1181189993	0.0180767584	-0.0023979833	0.039273791	0.0661260143	-0.0012653673	0.0990547356	0.0469456436	0.0543929435	0.0500075704	-0.0711303405	0.0021918031	-0.0055985566	-0.0362724176	-0.0691759936	-0.0478661795	-0.1416438175	0.0252705012	-0.0487984297	-0.0039901499	0.0727730932	0.0094996292	0.0130110078	0.0195386367	0.0423760595	-0.0706771944	0.0031941143	0.0269034872	-0.0357097439	-0.1395502905	0.1036058688	-0.0932823401	-0.0164230024	-0.1368351215	-0.0055481986	0.0437488529	0.0042976392	-0.0885162363	0.0108297259	-0.0808003032	0.1024260777	0.1019113804	0.1010554665	0.0998612018	2.68314e-06	-0.00584853686	3.420538340277866e-05	7.1992402596e-12	-0.0152752	-0.0219185	0.0002333317350399	0.00048042064225	6.89164e-05	0.0177736164	4.74947018896e-09	0.0003159014399343	0.0003173	0.000463787	2.1509838136900002e-07	1.0067929e-07	-0.0	0.0	0.0	0.0	0.000163027	0.0	0.0	2.6577802729e-08
48280.144895115336	55.48659613146447	2330972391.093332	3078.7623502562474	78650.78150153882	-614.4939001834864	377602.75336271257	6185945430.802801	47317.996875802106	-23.838857161186752	568.2911107514649	2238992828.338418	54640.91927339145	48584.71232149894	1.181019	18.476147	0.0191734131	0.0112581	-0.1125648578	-0.059361548	0.1559735979	0.0576646497	-0.1263767456	-0.0601033449	-0.0302574909	0.0741982373	-0.0888483653	-0.0090821087	0.0382754286	-0.0336491303	-0.0890557916	0.0039709605	0.036593936	0.0833286969	-0.0705732512	-0.0890340324	-0.0287087851	0.0172816972	0.0246081752	0.0376009036	0.0256029821	-0.0074386654	0.144548485	-0.0668737548	-0.0019056613	-0.0632258259	-0.0494252889	0.1130618247	0.0547847557	-0.0534943957	-0.0314706744	0.1476404393	0.0050432161	0.0790271777	-0.1883922304	0.0175266237	0.1101442925	0.0506992579	-0.0022909551	0.0792732153	-0.0509185987	-0.033598807	0.1088164008	-0.0738670722	-0.0059815518	-0.0639594179	0.0116117011	-0.0466789541	-0.0065684961	0.193636965	-0.0885724856	-0.0365214544	0.0118143399	-0.1335620342	0.0037929096	-0.0711258799	-0.0964354205	0.0032864968	-0.0466711233	0.1646501584	0.0805299944	-0.0651347559	-0.0649205151	0.0288787114	-0.0096163606	-0.0123970717	0.0664259702	0.0278553421	0.009819922	0.1023139614	0.1014639107	0.1000523871	0.0980872016	2.73484e-06	5.169999999999987e-08	2.6728899999999857e-15	7.4793498256e-12	-0.0245958	-0.0093206	0.00060495337764	8.687358436000004e-05	-0.00457174	-0.0046406564	2.0900806627600004e-05	2.153569182286096e-05	0.000230041	-8.725900000000001e-05	7.614133081000003e-09	5.2918861681e-08	1.69831e-05	1.69831e-05	2.8842568561e-10	2.8842568561e-10	0.000163027	0.0	0.0	2.6577802729e-08
48416.07250535398	135.92761023864296	2344116076.8436937	18476.315225188435	78465.9580559008	-184.823445638016	34159.70605750865	6156906573.630384	47397.556712814425	79.5598370123189	6329.767665426747	2246528382.3444595	54592.9750084418	48956.447322477376	1.145927	17.927155	0.03213386791	0.0172354	-0.1150554231	-0.03824193	-0.0235774453	0.0607649059	-0.0942290558	-0.1205770563	-0.0679313001	-0.0088345868	-0.0150517881	0.027959493	0.0520903504	-0.0375572423	0.0416930298	-0.0282213463	-0.0930986292	0.1318358909	0.0278909163	0.1181106616	0.0041328479	-0.0624819673	-0.0652124641	0.0541596824	-0.0513275223	0.0111133094	0.0185186835	0.1657071797	0.0443626979	0.1005015895	-0.0887758535	0.0586018158	0.0273278626	-0.0447033467	-0.0474658791	0.0970185752	-0.0170365643	-0.0187760519	-0.1519552028	0.045630747	0.0641489012	0.0072619726	-0.2598796499	-0.0084877883	-0.1303558152	-0.052039052	0.1190534418	0.0416303257	0.0060521495	0.0551104125	0.0175603868	0.0183354454	0.0909966622	-0.080921921	0.0274270111	0.0303271165	-0.0620570405	-0.2110272254	-0.0916783009	-0.0500490905	0.1864367695	0.1143224345	0.0284733321	0.0490396406	-0.0549382625	-0.0591507504	-0.0341277877	0.0543077572	0.03820105	-0.0594833254	0.0990154618	-0.0315279303	0.0368330898	0.1021738733	0.1009054916	0.0988031726	0.0958842909	8.30775e-06	5.57291e-06	3.1057325868100004e-11	6.90187100625e-11	-0.0259171	-0.0013212999999999	0.0006716960724099	1.7458336899999931e-06	-0.0160594	-0.01148766	0.00025790432836	0.0001319663322756	-1.88806e-05	-0.0002489216	6.196196294656001e-08	3.5647705636e-10	-0.000120482	-0.0001374651	1.4515912324e-08	1.889665371801e-08	0.000163027	0.0	0.0	2.6577802729e-08
48524.78306751132	108.7105621573428	2354654571.749033	11817.98632456549	79099.74479536577	633.7867394649656	401685.6311216322	6256769626.691994	47455.849436922486	58.29272410806152	3398.0416839385766	2252057645.779856	54683.27681709694	49290.104959856	1.113772	17.424116	0.06379695495	0.0369279	-0.0467399554	0.0264960968	-0.0557320187	-0.0631373318	-0.0430791768	-0.0908332786	0.0582919549	-0.0924973905	0.1243414731	-0.0028844447	0.0483098086	0.0059350227	0.0814994994	0.0077062758	-0.0851158003	-0.0248347936	-0.0078734048	-0.0201528619	-0.091980769	-0.0615384252	0.0481379575	0.0760578595	-0.1382490886	0.0514509985	0.0735208911	-0.0044856251	0.0437136069	-0.0301782738	0.1075101324	-0.0238412872	-0.0100633229	-0.1364064991	0.1287533997	-0.1019627202	0.0627805674	-0.0523338324	0.0461807383	0.10729534	0.0613142602	0.0008098246	-0.014643199	-0.0953420314	0.0053926669	-0.0597045692	-0.0324348482	0.1046580393	-0.0096795528	0.0388018145	0.0497352976	0.0034274999	-0.078469044	0.0861724514	-0.096529104	-0.0442889931	-0.0431400519	-0.0001934071	-0.0434920898	-0.0310464118	0.0108374415	-0.0576178603	0.0742180181	0.0943297884	-0.0709030611	-0.0676500802	-0.0516917338	0.0722161364	0.0622481932	-0.0120909504	-0.0324218702	-0.0341504886	0.0921533683	0.102005852	0.1002367339	0.0973108962	0.0932621027	1.05712e-05	2.2634499999999995e-06	5.1232059024999975e-12	1.1175026944e-10	9.60115e-05	0.0260131114999999	9.21820813225e-09	0.0006766819699114	-0.0340858	-0.0180263999999999	0.00116184176164	0.0003249510969599	0.000254011	0.0002728916	7.446982535056002e-08	6.452158812100002e-08	-0.000242694	-0.000122212	5.890037763600001e-08	1.4935772944000004e-08	0.000163027	0.0	0.0	2.6577802729e-08
48589.23043681144	64.44736930012004	2360913314.441564	4153.463409706055	79322.67256303267	222.9277676669008	49696.78959694769	6292086382.542096	47441.80236941735	-14.047067505132873	197.32010549375985	2250724612.058854	54761.01600967737	49409.62965898347	1.075928	16.832066	0.0488649718	0.0322033	-0.0033892661	-0.0032572656	-0.0117321853	-0.1492737024	-0.0362461277	-0.0136761254	0.0908488526	0.0889092292	0.0343642764	0.0065798148	-0.0286327715	-0.0019608557	0.0219756943	-0.0119372043	-0.0153756968	-0.0131604338	0.1705190124	0.0982069251	0.0499435146	0.0858406595	0.0149135076	-0.0329662919	-0.0165448707	0.0160039894	0.0871841207	0.0199328258	-0.0179272491	0.1044074774	-0.0328342576	-0.1367332263	-0.0839325877	-0.0913934628	-0.0118429681	0.0054275267	0.0088079977	-0.0297376377	-0.019742387	-0.0329880873	0.0055903231	0.0118423593	-0.025574049	-0.0221036813	-0.0805255369	-0.0499205425	-0.0350252946	0.0230849525	0.0200893991	-0.0360125038	-0.0717760084	-0.2063780593	0.0564095985	-0.0267487331	0.0409596834	0.0473883335	-0.0167443995	-0.0236915963	0.0729089006	-0.0743128915	0.0841019014	-0.0895714389	0.0983274424	-0.0695923492	0.0604279089	0.0815512013	-0.0165861764	0.0157474847	-0.1381668701	0.0952290692	0.1376793442	-0.0417184503	0.0406893827	0.1018099433	0.0994583687	0.0955792289	0.090232103	1.3609e-06	-9.2103e-06	8.482962608999996e-11	1.85204881e-12	-0.0295825	-0.0296785115	0.00087512430625	0.0008808140448556	-0.0417307	-0.0076449	0.00174145132249	5.8444496010000046e-05	0.000291433	3.742200000000001e-05	1.4004060840000004e-09	8.4933193489e-08	-0.000435919	-0.000193225	1.90025374561e-07	3.7335900625e-08	0.000163027	0.0	0.0	2.6577802729e-08
48667.13566772248	77.90523091104114	2368490094.100506	6069.22500330264	78930.23001006155	-392.4425529711152	154011.15738248656	6229981209.441221	47436.69180329184	-5.110566125513287	26.11788612324389	2250239729.240495	54583.392985825456	50148.62493685672	1.222813	19.129978	0.04428625072	0.0248268	-0.0207282235	-0.1873059238	-0.0160115413	-0.0637789499	0.0355848337	-0.0520106538	-0.0022884975	0.0775707318	-0.021082846	0.2138335174	-0.0494225449	0.0535342676	-0.0862160355	-0.0626130064	0.0001239218	0.1147607927	0.0448982732	-0.067685507	-0.0663810171	0.0132810624	0.0362702768	-0.1008727141	-0.0540372686	0.0232441484	0.0601184107	-0.1137897798	0.077292726	-0.0931602504	0.0525553444	0.0315313359	-0.132628954	-0.0049204029	-0.0038488988	-0.0584994453	-0.10612452	-0.0445664685	0.0114942605	0.0016117202	-0.0668589305	0.0172020502	-0.1502706311	0.0578508231	-0.0214799102	-0.0641982664	0.0107561375	-0.0670686497	0.1538152345	0.1746205831	-0.1173047971	0.0073321809	-0.0019227393	0.0760964134	-0.0039554242	0.0044890828	-0.0164900587	-0.0372221251	-0.0186714554	-0.0584247063	-0.0282083572	-0.0290268513	-0.0041771653	0.0786895849	-0.0254744033	0.051588001	0.0239774626	-0.1038358708	0.0211405199	0.0047797036	0.0132983634	0.0713702911	-0.0884257097	0.1015862008	0.0985712473	0.0936124309	0.0868075413	1.36018e-06	-7.199999999999693e-10	5.183999999999561e-19	1.8500896324e-12	-0.0175192	0.0120633	0.0003069223686399	0.00014552320689	-0.0533621	-0.0116314	0.00284751371641	0.00013528946596	-0.000120398	-0.000411831	1.69604772561e-07	1.4495678404e-08	-0.000435919	0.0	1.90025374561e-07	0.0	0.000163027	0.0	0.0	2.6577802729e-08
48732.306885242375	65.1712175198918	2374837734.3574414	4247.287593025051	78806.3329116359	-123.89709842565937	15350.49099829752	6210438106.979587	47538.34685414528	101.65505085344194	10333.749364015866	2259894421.625025	54890.440731865485	50118.01372849314	1.294674	20.254187	0.05557091192	0.0333655	0.0540242405	-0.0479189128	-0.1506024753	-0.0083194485	0.0455356875	0.0188061853	-0.1140816432	-0.0116957881	0.130024852	-0.0194477499	-0.0358177474	0.1173410026	-0.0060870069	0.0172990594	-0.0006483668	0.1167120133	0.0095902151	0.0355575582	0.0191944326	0.0038921325	0.0158764398	0.004685063	-0.0534242476	-0.0310808093	-0.1057698074	-0.127599031	-0.1469177392	0.0027215249	-0.0602513191	-0.0015910713	-0.1069314317	0.0571872537	0.0207789355	0.0100100409	0.0153920969	0.0097933348	0.1081195936	0.0491668324	0.0426792483	0.0628061494	-0.0229689582	0.0865247914	0.0135077401	0.1036942429	0.0339278426	0.0915686321	0.0667573156	0.0820986261	-0.0324244258	-0.0033350616	0.0242454497	-0.0532378596	0.0486140131	-0.0885139189	0.0631431619	0.0975951363	-0.0484557917	-0.0713813486	0.0131133357	-0.0607780639	-0.0898824774	0.0773908778	-0.0294627659	0.0568007062	0.0637899125	-0.0672181591	-0.1526340784	0.1378589108	0.0246902362	-0.0155427541	0.0272262535	0.1013346856	0.0975763397	0.0914153405	0.0830033923	1.06921e-05	9.33192e-06	8.708473088640001e-11	1.1432100241000002e-10	0.0081523299999999	0.0256715299999999	6.646048442889837e-05	0.0006590274525408	-0.0462362	0.0071259	0.0021377861904399	5.077845081000006e-05	-5.56978e-05	6.470019999999999e-05	4.1861158800399994e-09	3.1022449248400003e-09	-4.53362e-05	0.0003905828	2.05537103044e-09	1.5255492365584e-07	0.000163027	0.0	0.0	2.6577802729e-08
