global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	cosine00	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2
47664.04884521153	n/a	2271861552.318711	n/a	78544.45047278597	n/a	n/a	6169230700.071929	47200.392801227455	n/a	n/a	2227877080.5901647	54299.20444523738	47735.57179491651	n/a	n/a	n/a	n/a	-0.1731460798	0.0604071526	0.1139160113	-0.0041937491	0.1341744931	0.062430856	0.24871768	-0.1154713134	0.0866933549	0.1607176143	-0.0098091945	0.0382037239	-0.1338941044	0.0313447246	-0.1093924706	0.0727404033	-0.0961669592	0.0702459526	-0.1044507861	0.1523016625	-0.1274404799	0.0053193769	-0.0203367971	0.0239513371	-0.0028508608	-0.132874004	0.1444706551	-0.0190234709	0.0012754757	0.0871221975	-0.0107163126	-0.0795259236	-0.0298125466	0.0751542605	-0.0156020079	0.1634602685	-0.1872942643	0.176700268	-0.2409474363	0.0052961007	-0.080649271	-0.0717287188	0.0555705016	-0.0478562986	0.0997298844	-0.0134568979	0.0932766133	-0.0441415673	0.0732224206	-0.1075259344	0.10193037	-0.1002211848	0.1490484942	3.47984e-06	n/a	n/a	1.21092864256e-11	-0.0353701	n/a	0.00125104397401	n/a	-0.0156768	n/a	0.00024576205824	n/a	-0.000396457	n/a	n/a	1.5717815284900002e-07	0.000131182	n/a	1.7208717124e-08	n/a	0.0	n/a	n/a	0.0
47701.58224408124	37.53339886970935	2275440948.5888467	1408.7560307126987	78041.90783916628	-502.5426336196979	252549.0986054219	6090539379.176923	47306.73954158316	106.34674035570788	11309.629184284348	2237927606.055188	54462.87094257061	47292.52645377693	1.167074	16.918392	0.06629970252	0.0423005	-0.1934101566	0.0248236936	0.1241309286	0.1797195013	0.1630628951	-0.0095650767	0.0251685199	-0.322029282	-0.1322525618	0.0725707229	0.0252290428	0.223836225	0.0130294104	0.1972415182	0.0869669007	-0.1553890639	-0.127415517	0.2295765109	0.1442823881	-0.0540910865	0.1461882867	0.0482297376	-0.0226544911	0.0382014481	0.0935604554	0.2309378541	-0.0446959735	-0.0461218338	-0.05087592	-0.0269639724	0.0580518202	0.00306347	-0.2397847296	0.0452054824	0.1477256167	-0.1100757937	-0.1516647005	0.1101917567	0.0583540814	0.0984858479	-0.0198083142	-0.0367344678	0.111460643	0.0310225925	0.2714856188	-0.0764149935	-0.1444650961	0.1507104724	0.0512251305	-0.1701547292	0.0257990943	0.2403139802	0.1488669016	-7.00768e-06	-1.048752e-05	1.099880757504e-10	4.91075789824e-11	-0.0457323	-0.0103621999999999	0.0020914432632899	0.0001073751888399	-0.0515386	-0.0358618	0.0026562272899599	0.00128606869924	-0.000108361	0.000288096	8.2999305216e-08	1.1742106321e-08	8.868559999999998e-05	-4.249640000000002e-05	7.865135647359998e-09	1.8059440129600015e-09	7.07119e-05	7.07119e-05	5.00017280161e-09	5.00017280161e-09
47771.961922539886	70.37967845864478	2282160345.928601	4953.299139942227	78521.00235672279	479.0945175565139	229531.5567527088	6165547811.104466	47316.29270259269	9.553161009527685	91.26288527396	2238831555.1174264	54378.45012113131	47658.6942303668	1.136781	16.479254	0.0358043652	0.0211461	-0.1644500068	-0.0229528497	0.1109046069	-0.0731531039	0.1065372763	-0.098240475	0.1546630665	-0.1625850752	-0.0346413155	-0.0345015275	0.1155136116	-0.1117833211	-0.1423353054	0.0827601944	0.1731283525	0.1149661085	0.0599040654	0.1583530756	0.014974324	0.0426084143	-0.0170299813	0.0460317679	-0.0200128136	0.1870179972	0.0185427465	-0.1991456284	0.0194392427	0.1094229107	0.1506231287	0.0715479435	0.1344363846	0.01368479	-0.0600477091	-0.0957622095	-0.1017486575	0.0626058504	-0.1605416362	-0.0254868442	0.2151605763	-0.0207097526	-0.2318866627	-0.1556774466	0.1183718573	0.1398003545	0.2414926103	0.0981044483	0.0268682674	-0.1090217811	-0.0891664375	0.0601206729	0.0805268027	0.046682293	0.1485039376	8.602019999999998e-06	1.5609699999999997e-05	2.436627340899999e-10	7.399474808039996e-11	-0.0590536	-0.0133213	0.00348732767296	0.00017745703369	-0.0515856	-4.700000000000537e-05	0.00266107412736	2.2090000000005047e-09	-0.000387962	-0.000279601	7.817671920099999e-08	1.50514513444e-07	-9.41061e-06	-9.809620999999998e-05	8.85595805721e-11	9.622866416364096e-09	0.0	-7.07119e-05	5.00017280161e-09	0.0
47788.20454093891	16.24261839902465	2283712493.2466145	263.8226524563341	78731.09926343404	210.09690671124557	44140.71020963381	6198585991.228704	47423.14073459419	106.84803200150054	11416.501942593684	2248954277.1331267	54577.95077749399	47389.52677323897	1.087354	15.76274	0.0557779520199999	0.0344903	-0.1922257359	-0.0667808969	0.0509359178	-0.0399068193	0.0466430669	0.0316630045	-0.1837439775	-0.1675515082	0.1359096971	-0.1685369012	0.2005088615	0.0185189762	-0.0982127361	0.0729789238	-0.0311565282	-0.0545170263	0.1341436514	0.0129974434	0.1111140986	0.0629400376	-0.1318540573	-0.3019890674	0.2361211194	-0.0271016834	-0.0670607631	0.0050907044	-0.1423851128	0.0331739419	0.1431906544	0.0553039653	-0.1257558212	0.2000975266	-0.1553273061	-0.1551268945	0.0649487904	-0.1227276208	-0.021983383	0.0452263189	0.0629412259	-0.0202725532	-0.2608957471	0.1166069689	0.0021518581	0.2629703863	-0.0850997895	-0.0828315263	0.1133337457	-0.1729643846	-0.0437284288	0.145157097	-0.1123897224	-0.1079366464	0.1479600444	-0.00596877	-0.00597737202	3.572897626547888e-05	3.56262153129e-05	-0.0332626	0.0257909999999999	0.00110640055876	0.0006651756809999	-0.051512	7.360000000000005e-05	0.002653486144	5.416960000000008e-09	-2.40971e-06	0.00038555229	1.486505683242441e-07	5.806702284099999e-12	8.375669999999998e-05	9.316730999999998e-05	7.015184794889997e-09	8.680147652636096e-09	0.0	0.0	0.0	0.0
47756.860499637056	-31.344041301854304	2280717724.781794	982.4489251323484	78810.51612949723	79.41686606319854	6307.038615300016	6211097452.597744	47330.293195766535	-92.84753882765654	8620.665466353188	2240156653.997224	54531.395650540864	47455.52950573596	1.057038	15.323265	0.05953318726	0.0344811	-0.1726600835	-0.0679445804	0.0712253963	-0.0757539793	0.1392716947	0.0303133076	-0.1084529188	-0.0113536826	0.1160221742	0.0053362673	0.0922535948	-0.1134764803	-0.1797250705	-0.0029072389	0.0976826061	-0.166801599	-0.0596629553	-0.0576401628	-0.1704885731	0.06827976	-0.0280115397	0.0701881682	0.0932631108	0.2244394238	-0.0071785193	0.1633630516	-0.0110607668	-0.0104766659	0.0970774022	-0.1330797642	-0.1698936654	0.0375421546	-0.1619954397	-0.127175966	0.0145568502	0.1312739464	0.0021931577	-0.0712412182	0.0329317972	0.019226876	-0.2084214609	0.1490057867	-0.1189945561	-0.1322375905	-0.1215702471	-0.0342286733	0.0565225873	0.0456405746	0.0315337176	0.0113000893	0.1488873288	0.2041361674	0.1472358847	3.68276e-06	0.00597245276	3.567019197043162e-05	1.35627212176e-11	-0.0590633	-0.0258006999999999	0.0034884734068899	0.0006656761204899	-0.0392186	0.0122934	0.00153809858596	0.00015112768356	-0.000291547	-0.00028913729	8.36003724685441e-08	8.499965320900001e-08	6.35613e-05	-2.019539999999998e-05	4.0400388576900005e-09	4.0785418115999916e-10	0.0	0.0	0.0	0.0
47696.08117668676	-60.779322950293135	2274916159.6130934	3694.12609829603	79119.09138246656	308.57525296932727	95218.68674508431	6259830621.187095	47368.82797626503	38.53478049849218	1484.9293080669734	2243805863.8449883	54654.79360914964	47390.037487658825	0.977398	14.168766	0.07878027076	0.05293	-0.1882990114	-0.0954702534	0.0318443545	-0.093326162	0.159175896	0.1363784441	-0.1271819283	-0.0487692783	0.0970461134	-0.0437540538	0.1388997084	0.0295874641	-0.0880141142	0.2027379562	0.1281597454	-0.0541775018	-0.0508413827	-0.0893936367	-0.0234611639	0.0153479156	0.1827883328	-0.2152868285	-0.2394667131	0.0014993777	0.0981153941	-0.0711468721	-0.0077880422	-0.1003933785	0.2177067015	0.3110193266	-0.0983366651	-0.0528495048	-0.2165183834	-0.1668820833	0.051867856	0.1145310692	0.0199429003	0.0747659282	-0.0371483954	0.0278414991	-0.2116683947	0.0331215003	0.0112580047	-0.0428281823	-0.1066062707	0.1007302725	-0.2652218082	-0.0247085679	0.1909306795	0.2091379264	-0.1734152414	0.0117384199	0.1463323407	-1.1292e-05	-1.497476e-05	2.242434370576e-10	1.27509264e-10	-0.0122339	0.0468294	0.00014966830921	0.00219299270436	-0.0315612	0.0076574	0.0009961093454399	5.863577476000003e-05	0.000123801	0.000415348	1.72513961104e-07	1.5326687600999997e-08	-6.66062e-06	-7.022192e-05	4.43638587844e-11	4.9311180484864e-09	0.0	0.0	0.0	0.0
47610.11375785151	-85.96741883525101	2266722932.0355616	7390.39710119547	78586.07672682195	-533.0146556446125	284104.62313194486	6175771455.313947	47272.51038404935	-96.31759221568063	9277.078570226142	2234690238.010053	54468.17271446815	46943.62884239783	0.991515	14.373418	0.06870457059	0.0499235	-0.2026801514	-0.07301993	0.0388371348	-0.1116742572	0.0987774873	0.0066380008	0.035654947	-0.0805634772	0.1433400269	-0.0341885391	-0.0946966999	-0.0502053033	-0.124656982	0.0688753619	0.1234889014	0.0757021966	-0.1640619465	-0.1541933025	-0.0109755132	0.0540009262	-0.0762297558	-0.119009874	-0.1941324567	0.1350795089	0.0065777082	0.0112760922	0.0600787273	-0.0696361418	0.0990991094	-0.1362897197	0.0940263656	0.109505521	-0.1054114174	-0.1103514837	0.104935932	0.1504504779	-0.0393418139	-0.1543213938	-0.0648800978	0.0304919391	-0.1324318952	0.0127057047	-0.0445016695	-0.0752167453	-0.1023401802	-0.1322973239	-0.1184311703	0.0495012682	0.1414629625	0.0647662823	0.0425898415	-0.1150853842	0.1452505133	1.03459e-06	1.232659e-05	1.5194482102809998e-10	1.0703764681e-12	-0.0548834	-0.0426495	0.0030121875955599	0.00181897985025	-0.0311913	0.0003698999999999	0.00097289719569	1.36826009999997e-07	-0.00032217	-0.000445971	1.98890132841e-07	1.037935089e-07	-7.41465e-05	-6.748588e-05	5.49770346225e-09	4.5543439993744e-09	0.0	0.0	0.0	0.0
47630.30278129486	20.18902344334492	2268645743.0378246	407.59666759593085	79089.6172847959	503.5405579739454	253553.09352471225	6255167562.255486	47271.68630620616	-0.8240778431863873	0.6791042916307279	2234612326.232359	54420.685119628906	47168.83378731864	1.071474	15.532531	0.1064150785899999	0.052831	-0.2370365748	-0.0825826067	-0.0654267206	-0.158995153	-0.0187883429	0.0858374736	0.0627281418	-0.2463825042	0.060743486	-0.1530592107	-0.1089592955	0.1630887591	-0.2228479112	0.139427762	-0.0538648467	-0.154129921	0.1396146887	-0.0540767737	0.0340468113	-0.1633547954	0.097667994	0.0115261773	-0.1181756592	0.0078505197	-0.0624185106	0.0644510603	0.0922121816	-0.0366886845	0.0742381002	-0.0298343313	-0.0082391783	0.0249267115	-0.0212390685	-0.1449292227	0.2380420648	-0.0132916344	-0.1629298815	0.0719079303	-0.1573753322	0.0411082594	0.0226112535	0.0393949607	0.1137756723	-0.0230553216	-0.0794458198	0.2625454692	-0.0422333218	-0.0023479166	-0.011428658	-0.0078537636	-0.1097555078	0.0560396097	0.1439917206	-2.7519e-05	-2.855359e-05	8.153075018881e-10	7.572953609999998e-10	-0.0196899	0.0351935	0.00038769216201	0.00123858244225	-0.0108514	0.0203399	0.00011775288196	0.00041371153201	0.000277604	0.000599774	3.59728851076e-07	7.706398081599999e-08	0.000208302	0.0002824485	4.3389723204e-08	7.977715515225e-08	0.00013484	0.00013484	1.81818256e-08	1.81818256e-08
47726.93831613238	96.63553483752185	2277860641.031905	9338.426593333896	78476.19442242273	-613.4228623731615	376287.6080820826	6158513091.025893	47217.32373731839	-54.3625688877728	2955.2888960778428	2229475660.9147305	54245.91747765174	47283.61281054151	1.121304	16.25489	0.079071536	0.0410089	-0.2007348928	-0.0003751723	-0.1000033248	0.004842259	-0.1058174448	-0.0012925198	0.0213878394	-0.2490336918	0.059212655	-0.0095037592	-0.2486021805	0.149332308	-0.1903245339	-0.0170285837	-0.1111164531	-0.1909359826	0.2147074082	-0.0142381447	-0.1546295008	0.0209610789	-0.0817207963	0.0160482559	-0.0709693812	-0.0604127186	0.005900847	-0.0451612801	-0.0368912785	-0.0579640786	-0.0524311268	-0.0880326988	0.0994193246	0.0768827703	0.032308232	-0.0187597859	0.3006533466	-0.0470699346	-0.1611348267	-0.0838202747	-0.0783406147	0.1362411719	-0.0588832616	0.0556968244	-0.0645305455	-0.0979134189	-0.0345319913	-0.0545706319	0.1696136324	-0.0798412585	-0.3052076154	-0.1549200377	-0.0259003943	-0.0261070635	0.1425574961	-0.00679511	-0.006767591	4.5800287943281e-05	4.61735199121e-05	-0.0478934	-0.0282035	0.00229377776356	0.00079543741225	-0.0363742	-0.0255228	0.00132308242564	0.00065141331984	-3.56179e-05	-0.0003132219	9.810795863961001e-08	1.26863480041e-09	0.000174035	-3.426699999999999e-05	3.0288181225e-08	1.1742272889999991e-09	0.000110776	-2.4064000000000005e-05	5.790760960000003e-10	1.2271322176e-08
47792.73776997424	65.7994538418643	2284145783.5495224	4329.568125887631	78869.76501960332	393.57059718058736	154897.81496508417	6220439834.247443	47230.424023828906	13.100286510518345	171.6175066576689	2230712953.4706745	54173.508224722056	47683.84506232293	1.179109	17.092861	0.0590444392	0.0294886	-0.1609275938	0.0981727406	-0.1691572801	-0.0712557369	-0.1622588057	0.027142827	-0.0377848414	-0.1126453215	0.0989120615	0.0210273057	-0.1809490305	0.1052495636	-0.0352069448	0.0968206442	-0.1001892175	-0.0596978112	0.0280152175	0.1144446303	-0.1014823987	-0.1751459347	-0.086190495	-0.0881283631	0.13762732	-0.011315876	0.1229107111	-0.1436427457	0.0127493538	0.1186357021	-0.0325196998	0.089198885	0.0112342852	-0.0498058355	0.1469738053	0.0047341709	0.1228360613	-0.0764933427	-0.0902558828	0.1966452018	-0.0126182968	0.1132696503	-0.1119949596	-0.0983881686	-0.1554545414	-0.1527245137	0.0980958406	0.0759139014	0.1356277294	0.0883903191	-0.1378271142	0.1146132555	-0.1558671599	-0.0290177068	0.1409495873	-1.06008e-05	0.0067845092	4.602956508488464e-05	1.1237696064e-10	-0.0264435	0.0214499	0.00069925869225	0.00046009821001	-0.0193614	0.0170128	0.00037486380996	0.00028943536384	1.15297e-05	4.71476e-05	2.22289618576e-09	1.3293398209000003e-10	0.000317994	0.0001439589999999	1.01120184036e-07	2.0724193680999997e-08	0.000195614	8.483799999999999e-05	7.1974862439999985e-09	3.8264836996e-08
