global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2
48205.38539484879	n/a	2323759181.065901	n/a	78718.29855303698	n/a	n/a	6196570527.085063	47526.37763333758	n/a	n/a	2258756570.9466105	54570.78887909911	49416.88650307902	n/a	n/a	n/a	n/a	-0.0137854763	-0.0332094683	0.1018718183	0.1167396313	0.0419616893	0.0984513585	-0.0137800151	0.1153133803	0.0217854684	-0.0007777493	0.0627593489	-0.0719136195	-0.0177879699	0.0388915332	-0.0428094612	0.0766835284	-0.1879489234	0.0217917426	-0.0220828458	0.0373551393	-0.0910165298	0.0533765035	-0.0935357363	0.0667465515	-0.0579257722	0.0843193819	-0.0959385151	0.1021957321	-0.0014850039	-0.0173712591	0.0193463148	0.0148941082	-0.02664683	0.0255834686	-0.012782809	0.1076836952	-0.0158965029	0.0288897824	-0.0217689526	0.091390088	-0.0425719608	0.0156787734	-0.0250589355	0.0347730492	-0.0117297201	0.073236757	-0.0235276806	-0.0790563512	-0.0513061264	0.0897695221	0.0142567186	-0.0518000597	0.102232992	-0.0066714663	0.0487125234	-0.0069789265	0.0622794105	-0.1506248466	0.0212552311	-0.0785412943	0.0255602398	-0.1049572071	0.0977972783	-0.0271038976	0.0740577392	-0.0614756798	-0.0093571237	0.0788953328	-0.0309053095	0.1188638614	-0.0742070841	0.0668214736	-0.071961186	0.018027861	-0.0188819163	0.0077901335	-0.0113531307	0.0094156328	0.102594329	0.1025838106	0.1025662807	0.1025417406	0.0110146	n/a	n/a	0.0001213214131599	-0.055159	n/a	0.003042515281	n/a	0.042374	n/a	0.001795555876	n/a	0.000528086	n/a	n/a	2.78874823396e-07	-0.000111452	n/a	1.2421548304000001e-08	n/a	0.000207245	n/a	n/a	4.2950490025e-08
48136.375443852325	-69.00995099646389	2317110640.871509	4762.373336534347	79249.58781497579	531.2892619388149	282268.27985149063	6280497168.843559	47511.94042769857	-14.437205639005697	208.43290666293788	2257384483.2051783	54430.166329486325	49134.66949241311	1.094365	16.965158	0.0766001499999999	0.0428704	0.0581777686	-0.006480325	0.0694863431	0.1507611104	0.0141699731	-0.1051459574	-0.0792063855	0.1197284723	0.0275648678	-0.0204303673	0.0247682584	-0.0318548395	-0.0564757257	-0.0166606687	-0.1540118705	-0.0637145172	-0.1717451477	-0.0468597949	0.0885110175	0.0646470158	-0.0008699692	-0.0403294605	-0.0587476626	0.1695641418	0.0456382699	0.0278051136	-0.0678977027	-0.0390549626	-0.0935906771	-0.1272323626	-0.0166813417	0.0448093627	0.0098534057	0.0287730987	-0.0529791925	0.0120541368	0.0351140042	0.0254172747	-0.0144340064	-0.0745301188	-0.0085146642	-0.0238852219	-0.0283345924	0.0224779045	0.0651042254	-0.1189537798	-0.1230726924	0.0400124872	0.0702809921	0.0833140417	0.0270081654	-0.0854087378	-0.0081527703	-0.0912902106	-0.16587174	0.1055914491	-0.0539103417	-0.1836434243	0.0988474227	-0.0193122434	-0.0120219117	-0.0395465561	0.1020204984	-0.0595651107	-0.06752921	-0.0822549233	-0.0060984019	0.0279250415	-0.1056668957	0.1043864432	0.027409511	0.1345283002	-0.0553754386	-0.1155310763	-0.1098896458	0.0494980946	0.0549835104	-0.0583571319	0.1025662807	0.1024716367	0.1023139614	0.1020933517	0.0263948	0.0153802	0.00023655055204	0.0006966854670399	-0.0192049	0.0359541	0.00036882818401	0.00129269730681	0.0424035	2.9499999999994808e-05	0.0017980568122499	8.702499999996936e-10	0.000522806	-5.2799999999999766e-06	2.7878399999999756e-11	2.73326113636e-07	-0.000403654	-0.000292202	1.62936551716e-07	8.5382008804e-08	0.0	-0.000207245	4.2950490025e-08	0.0
48223.05620503017	86.68076117784221	2325463149.7534986	7513.554358370118	79143.9813902949	-105.60642468089644	11152.716933881857	6263769790.307344	47619.45623567973	107.515807981159	11559.648965841456	2267612612.181817	54601.70434830288	49024.405850619245	1.132233	17.552202	0.0900108	0.050958	0.0958852159	-0.0139287637	-0.0505525241	0.1364712054	0.0757371962	-0.009174256	0.0261551081	-0.0765775699	0.0370604316	-0.1281424074	0.0554142371	-0.0236777772	-0.0307921449	-0.1330363119	0.0338003679	0.0333628517	-0.0334024553	-0.0167345177	-0.0305359567	0.0556615889	0.0154306643	0.0603827812	0.0428081888	-0.0450624661	0.1211196446	0.1383439275	0.0088278621	0.0376867744	0.0651318509	-0.0161114793	-0.0196489868	0.088636876	-0.0637240413	-0.0051444077	-0.1007490709	-0.0897969902	-0.0595998357	0.1374721038	-0.034332935	-0.0636796783	-0.0899560844	0.0598263783	0.0599918257	-0.0594809109	0.0794913746	0.0660420691	-0.1339867251	0.0060709662	0.0337904616	0.062038644	-0.0764480349	0.1297407623	-0.0073538294	0.0075313481	0.0719613887	0.1005518825	0.0080690997	-0.1279128252	-0.0086978367	-0.0310588138	-0.0599036295	-0.0560825949	-0.0193128221	-0.0607761053	-0.0734103481	0.0525817399	0.1609878693	0.0989314067	0.0041462855	0.0185375603	-0.036501292	-0.0118468325	0.0091053315	-0.0420818028	-0.034865956	-0.089569304	0.0433250906	-0.1039724189	0.1025101919	0.1022474116	0.1018099433	0.1011985345	0.0180124	-0.0083823999999999	7.026462975999997e-05	0.00032444655376	-0.0485685	-0.0293636	0.00235889919225	0.00086222100496	0.00527465	-0.03712885	2.78219326225e-05	0.0013785515023224	0.000782572	0.000259766	6.747837475600001e-08	6.12418935184e-07	-0.000446607	-4.2953000000000034e-05	1.99457812449e-07	1.8449602090000027e-09	0.0	0.0	0.0	0.0
48211.15347863079	-11.90272639937757	2324315319.7400937	141.67489573843974	79066.6708915603	-77.31049873460142	5976.913214592809	6251538445.874308	47657.03539492108	37.57915924134432	1412.1932092863135	2271193022.6327605	54397.101766698936	49023.808453281854	1.188589	18.42585	0.051661805	0.0255138	-0.0340008797	0.0332995361	-0.0724538861	0.1459890407	-0.0087399409	-0.0610913438	-0.0023114177	-0.0533516737	-0.0902797247	0.1034896475	-0.0530035493	-0.0783490598	0.0760923138	-0.0149285832	0.093548232	0.1151849989	-0.0777525041	-0.0086204007	-0.0795682911	-0.071952746	-0.0500532174	-0.0589825384	-0.0007270371	-0.0804485059	-0.0260501226	0.0480988146	-0.0732168796	0.0219711961	0.0530612119	0.0781138356	0.0922404394	-0.0791618235	-0.0726262875	-0.0412519533	0.0181705878	-0.0118832141	-0.0354807557	0.1269009285	0.1802552927	-0.1109305281	0.0339828904	-0.0805013378	0.0476875665	0.0320227407	0.0118976627	0.020990531	0.1090193612	0.0799571667	0.0521954043	-0.1406928545	0.0110080885	-0.0547877967	0.0298985023	-0.0055260674	0.0633140642	0.0793515597	0.0964423794	-0.0064470504	0.0453694257	-0.2420602028	0.0573679824	-0.0368214409	0.1052937274	0.1384977213	-0.0553760759	0.1532998756	0.0650933813	0.0115049519	0.1285805913	-0.1786759079	0.0081376443	0.0086425801	-0.0686691401	0.098953965	0.0800799411	0.043065764	-0.0353621813	0.0003219826	0.1024260777	0.1019113804	0.1010554665	0.0998612018	0.0087668899999999	-0.0092455100000001	8.547945516010187e-05	7.685836027209826e-05	-0.0574521	-0.0088835999999999	0.00330074379441	7.891834895999997e-05	0.0052266	-4.805e-05	2.731734756e-05	2.3088025e-09	0.000495356	-0.000287216	8.249303065600004e-08	2.45377566736e-07	-0.000147988	0.000298619	2.1900448144e-08	8.917330716100001e-08	8.38579e-05	8.38579e-05	7.03214739241e-09	7.03214739241e-09
48321.2936158723	110.140137241513	2334947416.7113414	12130.84983157932	78655.68712175396	-410.9837698063348	168907.65904422634	6186717116.595252	47684.796023739815	27.76062881873804	770.6525124117491	2273839771.8256726	54563.06924612779	49367.13413875568	1.233154	19.116697	0.06879663	0.0369491	-0.0878069787	0.0317878327	0.0808710015	0.0759862204	0.0207324971	0.0958710266	0.0454552934	0.0228162705	-0.051790414	-0.0089347347	-0.1241748632	0.106083468	0.1035286578	0.013762013	0.0478426343	0.0767331357	-0.1665957536	0.1134329	-0.0698455772	-0.0162841907	-0.1545784146	0.0824556687	-0.0176760842	-0.0615293362	-0.0112474362	0.1309702843	-0.0527551581	-0.0584617823	-0.0243936867	-0.0081040326	0.1223030889	-0.0277301784	0.0252725081	0.1014370736	0.0145006077	-0.0268167526	0.0084666536	-0.0078764293	0.0557313005	-0.054863862	-0.0271605805	-0.1389420496	-0.0671770733	0.0316276063	-0.0677545308	0.0290875687	-0.0699267085	-0.0710066243	-0.0815170458	-0.0262831633	-0.013591305	-0.0182331725	0.0388522319	0.1578769031	-0.1014858	0.0492645848	0.2238409973	0.0502055968	-0.017366673	-0.2227544637	0.0845468482	-0.1046458614	0.0953365492	0.1041181289	-0.0304225771	0.0304495635	0.0098650985	0.1130568785	0.1890808546	-0.0164135412	0.0394204505	-0.0294778649	-0.0869440588	-0.0033847519	-0.1836261155	0.1091642608	-0.0257772639	0.0078921676	0.1023139614	0.1014639107	0.1000523871	0.0980872016	0.0118369	0.00307001	9.424961400100606e-06	0.0001401122016099	-0.0301621	0.02729	0.00090975227641	0.0007447440999999	0.0114194	0.0061928	0.00013040269636	3.835077184e-05	0.000860182	0.000364826	1.3309801027600005e-07	7.39913073124e-07	-0.000417645	-0.000269657	1.74427346025e-07	7.271489764900003e-08	9.42513e-05	1.0393399999999994e-05	1.0802276355999987e-10	8.88330755169e-09
48427.43461405087	106.14099817856912	2345216423.2981725	11265.911494343016	79077.89930058869	422.21217883472855	178263.1239563688	6253314157.7940445	47658.18210603361	-26.61391770620685	708.3006156727504	2271302321.651862	54631.973626194944	49721.72749904385	1.21182	18.785975	0.056148405	0.0261036	0.0227086758	-0.0678582357	0.0714757234	-0.0197839942	0.0427037491	0.0265800077	-0.0131278702	0.0745495791	0.0491933478	0.0230333958	-0.0984048621	0.0275496792	0.0743080873	-0.0451891349	-0.0523935752	0.1057354479	0.046621123	0.0177098793	0.0329013798	0.0075741065	0.033707375	-0.1106621938	0.0465111528	0.0203266242	0.0283577479	0.0398944956	-0.0506237241	0.0942825572	-0.0232787454	-0.0811366605	-0.0618935574	-0.0948573702	0.0250588243	-0.0021655805	0.004400729	-0.0126288688	0.0055225961	-0.0081222882	-0.0472030274	0.0140024784	0.0708225867	0.0402634067	-0.0693117255	0.1162011387	0.0222335094	0.0847891445	0.0816882339	-0.04811063	0.0708108465	0.0087813228	-0.0391073258	-0.0713218982	0.0554488876	0.0106549307	0.017707534	-0.0814056309	0.1645433595	0.0773867849	-0.0714954665	-0.0088729665	0.0533633011	0.0273997055	-0.0174288036	-0.0588421286	-0.0585571623	-0.0306725059	-0.0149206705	0.0108025163	-0.1862735645	0.038425237	-0.1030189934	0.0760909032	-0.0286416226	0.0860200469	0.0482852434	-0.1307146537	0.015496329	0.0030128017	0.1021738733	0.1009054916	0.0988031726	0.0958842909	0.00251941	-0.00931749	8.681561990009999e-05	6.3474267481e-06	-0.0417967	-0.0116345999999999	0.00174696413089	0.0001353639171599	0.0272215	0.0158021	0.0007410100622499	0.00024970636441	0.0007707169999999	-8.946500000010002e-05	8.003986225017896e-09	5.940046940888458e-07	-0.000213477	0.000204168	4.5572429529e-08	4.1684572224000015e-08	0.0	-9.42513e-05	8.88330755169e-09	0.0
48327.83087341287	-99.60374063799829	2335579236.9291983	9920.90514908163	79497.64179756273	419.74249697403866	176183.76376600086	6319875051.373592	47570.09115644094	-88.09094959266804	7760.015400137981	2262913572.6321006	54672.58522847592	49838.423164728585	1.153901	17.888102	0.08764742	0.0528291	0.0942819178	-0.0832432526	-0.0410716287	-0.0616888723	-0.0456591826	-0.0901508506	-0.1009216128	-0.0797614083	0.0331673435	-0.0241481722	-0.005201771	0.1571718062	-0.0576533419	-0.0651130832	0.0184084815	0.1186902941	0.014434666	0.0430847278	0.0290417768	0.1458670466	-0.0843335733	-0.0294588102	0.0260404457	0.026480416	-0.075018656	0.0090158393	0.0590694186	-0.0491152956	0.0043232901	-0.0801039184	0.049728219	-0.0138624499	0.0653250695	-0.0708405249	0.0236466168	-0.1827388602	-0.0033592784	-0.1001283411	-0.0293947763	-0.0442657524	0.0527934301	0.0067354405	0.087664359	0.1035630851	0.1926583347	0.1398538126	0.062833871	0.0059608397	0.0854775216	0.0130631522	0.0213879152	0.1484093471	0.0574820537	0.0047135843	-0.1100708847	-0.0773942963	-0.0274740694	-0.0274851971	0.0207861937	-0.0666509726	0.1094215624	-0.0071550044	-0.0526648441	0.1235397642	-0.0742805809	-0.0192360794	-0.1093146087	0.0758666311	-0.0438024445	0.0515741713	0.0038964261	-0.090434245	0.0716515552	-0.1163046284	0.0632391338	-0.0380523411	0.1540291078	0.1482717496	0.102005852	0.1002367339	0.0973108962	0.0932621027	0.0253428	0.02282339	0.0005209071310921	0.0006422575118399	0.00429853	0.04609523	1.84773601609e-05	0.0021247702287529	0.0227194	-0.0045020999999999	0.00051617113636	2.0268904409999985e-05	0.000690351	-8.036599999990005e-05	6.458693955983934e-09	4.7658450320100004e-07	-0.000417645	-0.000204168	1.74427346025e-07	4.1684572224000015e-08	0.0	0.0	0.0	0.0
48225.30537909898	-102.52549431389345	2325680078.907353	10511.476984308194	78944.14829307879	-553.4935044839367	306355.0595059097	6232178549.719615	47495.02307949338	-75.06807694755844	5635.216176604555	2255777217.321609	54442.966743934536	49176.11538907797	1.121988	17.393377	0.03346128	0.0226874	0.0348733854	0.0082900866	-0.0765801836	-0.0971067186	-0.0330251387	-0.0256989721	-0.0091978839	-0.0660817191	-0.0633191685	-0.0530080875	-0.006516168	-0.0370906915	-0.0381831169	0.0620268619	0.0023306886	-0.0180684979	0.0950767601	0.0292343381	0.1007573233	-0.0128499178	-0.0454801259	0.0641224123	0.0907670799	0.0321888689	0.0104012493	0.1172667412	-0.0378275655	-0.0403567486	-0.0643702126	0.0517513995	0.0536731373	-0.0065834992	-0.0357840476	-0.0034255818	-0.0613550246	-0.0303703456	-0.0541165855	-0.0258424742	-0.0507319487	0.0283357798	0.0967203444	-0.0422349035	-0.0436672221	0.0173122514	0.051888553	-0.0393824873	-0.1232315367	0.0316702588	-0.0013523971	-0.0260851926	0.0489853201	0.0619814873	-0.0352888389	-0.0653658749	0.0162667815	-0.0464029945	0.0107764792	0.0786172126	-0.0512645877	-0.0017219555	-0.0875830183	-0.0089919606	0.1170081903	0.0306984446	0.0522162751	-0.0278010046	0.0353166017	-0.0121327392	-0.0584792684	0.0319700837	-0.0634738654	-0.0225796002	0.0068614728	-0.15485822	-0.0018935776	0.0859793776	0.006630857	-0.0381012629	0.1018099433	0.0994583687	0.0955792289	0.090232103	0.0253428	0.0	0.0	0.0006422575118399	-0.0139082	-0.01820673	0.00019343802724	0.0003314850172929	0.0272159	0.0044965	0.00074070521281	2.0218512250000005e-05	0.00047519	-0.0002151609999999	4.629425592099998e-08	2.258055361e-07	-0.000417645	0.0	1.74427346025e-07	0.0	0.0	0.0	0.0	0.0
48181.90945347276	-43.39592562621692	2321496398.582648	1883.2063609561503	78955.43706673635	11.288773657564889	127.43641069173096	6233961042.399365	47469.74439122964	-25.278688263744694	639.012080335584	2253376632.5686774	54326.06976607878	49377.22033301963	1.210272	18.761984	0.047982835	0.0252239	-0.1174518392	0.053888676	-0.0136701707	-0.047146731	-0.0912406584	-0.0178946054	0.0280408536	0.0237397032	-0.0818772328	0.1264912029	-0.0025026237	0.0036606917	-0.0573537	0.1059352096	-0.0219334348	-0.0466745328	-0.0601764107	-0.0643668795	-0.1133412529	-0.0076120625	-0.0250338019	0.0399097548	-0.1256313347	0.062323858	0.0041110194	-0.0161500136	0.0597293301	-0.0221690946	0.0577502887	-0.1152652546	-0.0781534609	-0.104935411	-0.0151968871	0.0018792142	0.0884633112	-0.0501147996	-0.0154518308	-0.048174334	-0.0043262443	0.0909369819	0.0254978575	0.066352669	0.0370761929	-0.1317325771	0.0072355626	-0.0201046776	0.0256796587	0.0929517658	-0.0621328011	-0.0656096963	0.0728062803	-0.1131668663	0.0519250371	-0.0024126893	-0.0199990633	-0.0205521861	-0.066947656	-0.0378802451	0.1052601019	0.1183338692	0.0272613649	0.0329873533	-0.0519595322	-0.0605228803	-0.0191302808	-0.0197391745	-0.0068237356	0.077742741	-0.023479641	-0.0703552412	-0.0480905951	-0.035656294	-0.0578161597	-0.0606947285	0.0818132367	-0.0586591322	-0.052829173	0.0353527325	0.1015862008	0.0985712473	0.0936124309	0.0868075413	0.0165558	-0.008787	7.721136899999999e-05	0.0002740945136399	-0.013919	-1.0800000000000046e-05	0.000193738561	1.1664000000000098e-10	0.0310556	0.0038396999999999	0.00096445029136	1.4743296089999984e-05	0.000181738	-0.000293452	8.611407630400003e-08	3.3028700644e-08	-9.13215e-05	0.0003263235	8.339616362249999e-09	1.0648702665225e-07	8.71312e-05	8.71312e-05	7.59184601344e-09	7.59184601344e-09
48299.44336061156	117.53390713880071	2332836228.9449244	13814.21932731223	78472.90985365317	-482.5272130831872	232832.5113658276	6157997580.899576	47668.33997104124	198.5955798116047	39440.20432070745	2272270635.594768	54533.00516925823	49307.0411320551	1.277335	19.801613	0.03214623	0.0196777	0.0418345979	-0.0106405074	0.120093255	-0.0276788976	0.0549013881	0.0929850535	0.0370987989	0.0913940898	0.0648163636	-0.1108861026	-0.0043559697	-0.02217294	0.0250281887	-0.0820622308	-0.1013235508	-0.0262045345	-0.0476060914	0.0553842704	0.2182971758	-0.1546120798	0.1466186511	-0.03264368	0.2213317291	-0.1197127349	-0.1206427968	-0.0249349702	-0.0005491312	0.0091418631	-0.0449727459	-0.0262618905	-0.1985840904	0.1143016321	0.0623665653	-0.0249146226	0.0576234493	0.0246875829	0.0066119452	-0.0494223847	-0.0365429966	-0.042510892	0.0773764152	0.0375999434	0.1161429215	-0.0116294515	-0.1106852696	-0.0177108819	0.0033721187	-0.0573409841	0.0155729451	0.1056273944	-0.0900864819	-0.0596233682	-0.1024996326	-0.0787438653	-0.0491754551	-0.0776914425	0.0823056413	0.070933385	-0.1907912106	-0.006674664	-0.0248241877	0.0198304661	0.0723824147	-0.016069448	0.0419063542	0.0618111507	0.1548974321	-0.3021985123	-0.0260083672	-0.0598794537	-0.1250886158	0.0668276896	0.1531567254	-0.005141597	0.0621628886	-0.0746045467	-0.0204777772	-0.012512852	0.1013346856	0.0975763397	0.0914153405	0.0830033923	0.0176134	0.0010576	1.1185177600000049e-06	0.00031023185956	-0.0139025	1.650000000000089e-05	0.00019327950625	2.7225000000002933e-10	0.0198547	-0.0112009	0.0003942091120899	0.0001254601608099	0.000450154	0.0002684159999999	7.204714905599999e-08	2.0263862371600002e-07	-4.94441e-05	4.187739999999999e-05	2.44471902481e-09	1.7537166307599992e-09	0.0	-8.71312e-05	7.59184601344e-09	0.0
