global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2
47965.61480200217	n/a	2300700203.3340497	n/a	77128.16445206736	n/a	n/a	5948753751.745147	47428.79766031901	n/a	n/a	2249490847.503482	55016.212004591966	46930.45909403817	n/a	n/a	n/a	n/a	-0.1497604084	-0.1196100656	0.0657243799	-0.1194431797	0.1595626737	-0.0711925509	0.0586141274	-0.1333482727	-0.0738592657	0.0553216148	-0.0789773338	0.099516937	-0.0705458636	0.0314312292	-0.093814358	0.1672451702	-0.0332239829	0.1154356975	-0.0864682342	0.0642571356	-0.0311972358	0.0799264676	-0.057559757	0.1545141811	-0.0129911192	0.1217593445	-0.0058212922	0.1480090468	-0.0075584338	0.0076538804	-0.07281593	0.0452052173	-0.0125808004	0.0090926333	-0.1300962904	0.0387071999	0.1114529828	-0.0745380479	0.1848593716	-0.0357236146	0.0707744088	-0.0885852378	0.0305270521	-0.028245189	0.0036061344	-0.1003539247	0.1532674581	-0.0338346862	0.1497505447	-0.1478200452	0.1108816987	-0.0658666055	0.0090599943	-0.0401524512	0.0524591421	-0.0507533328	0.1469649602	-0.0205402953	0.0796930863	-0.1134771213	0.0094180516	0.1203780544	0.1203546593	0.1203156708	-5.59678e-05	n/a	n/a	3.13239463684e-09	0.0196651	n/a	0.00038671615801	n/a	0.0132472	n/a	0.00017548830784	n/a	-0.000429781	n/a	n/a	1.84711707961e-07	-0.000255285	n/a	6.5170431225e-08	n/a	0.000379647	n/a	n/a	1.44131844609e-07
48051.320324730645	85.70552272847272	2308929384.9498725	7345.436626160753	76851.58200657152	-276.5824454958347	76497.84915645637	5906165656.912788	47430.34061686198	1.5429565429658396	2.3807148934810947	2249637211.031547	55072.734837278105	47243.09309148736	1.146199	17.280386	0.1126201471	0.0534594	-0.0919650122	-0.0980482435	0.0744328265	-0.0165820676	0.0864212726	0.0297251389	0.0877553528	-0.1475892727	-0.0425974268	-0.0067958028	0.2191375163	-0.0742906885	0.1046711653	0.1731044306	-0.0365381837	0.0109664567	-0.0009435439	0.019718418	0.0040496135	-0.0211789114	-0.1674433457	-0.0007023345	-0.0124077831	0.0782958138	-0.0781951391	-0.0048657959	-0.0202564849	-0.0195085764	-0.0696136628	0.0780836945	-0.1523483496	0.0761719466	-0.0582979665	-0.2422878215	0.0039225149	0.1095442056	-0.0036988683	-0.025259307	0.0932934892	0.0990359876	-0.1950060423	0.1248283796	-0.0596934081	-0.1730487657	0.0235852763	-0.0161247731	0.1625344698	-0.0281736571	0.1643096028	0.0261804745	0.0149900447	-0.0738271092	0.055526801	-0.0315243804	-0.0553832241	0.0568269291	-0.06779863	0.1128197315	0.0559052693	-0.0939953981	-0.0436615567	0.1203156708	0.1201052059	0.1197547036	3.51784e-05	9.11462e-05	8.30762977444e-09	1.23751982656e-09	1.17707e-05	-0.0196533293	1.3854937849000002e-10	0.0003862533525742	2.27134e-05	-0.0132244866	5.158985395599998e-10	0.0001748870458335	9.8965e-05	0.000528746	2.79572332516e-07	9.794071225e-09	-0.000876906	-0.0006216209999999	7.68964132836e-07	3.8641266764099993e-07	-6.30097e-05	-0.0004426567	1.9594495405489e-07	3.97022229409e-09
47984.63016631899	-66.69015841165674	2302524732.19841	4447.57722897187	77425.01910113943	573.4370945679111	328830.10142648744	5994633582.811807	47414.97987874349	-15.360738118484733	235.95227554466987	2248180316.9016504	55239.84285241001	47446.41572559127	1.052091	15.861592	0.09610001197	0.0525217	-0.0924793006	-0.073435379	0.0091935187	0.0690075933	-0.0449610701	-0.0510685859	0.0856666597	0.0532394343	0.044900073	0.0429316	0.0120445736	0.0354038567	-0.0004080141	-0.034164175	0.021999911	0.0313379735	0.0306017241	-0.1468693287	-0.135953119	-0.0253854189	0.1153120744	0.0265572875	-0.0964142938	-0.0580053333	-0.1200329872	0.0969622743	-0.0907573047	-0.0418797445	-0.006956132	0.0288265887	0.0127742776	-0.0253421368	-0.0872740355	-0.0236058151	0.0712574692	-0.0205447614	-0.1281947733	-0.0009010439	0.0646488029	0.0300484734	-0.0016024203	-0.043123429	-0.0752464386	-0.1855678396	-0.045395783	-0.0892884159	0.0216554882	-0.1095342657	0.044285918	0.026990534	-0.003711127	0.0663426448	0.0664306803	0.1675985724	-0.0385489852	-0.0001410187	0.2553745787	0.009433785	-0.1159198216	0.0087579679	0.1096495845	0.120190936	0.1196068161	0.1186353847	-8.89267e-06	-4.407107e-05	1.9422592109449003e-09	7.90795797289e-11	0.0381731	0.0381613293	0.00145718556361	0.001456287053943	0.010897	0.0108742866	0.000118744609	0.0001182501090589	3.15852e-05	-6.737980000000001e-05	4.540037448040001e-09	9.976248590399999e-10	-0.000244227	0.0006326789999999	5.964682752900001e-08	4.002827170409999e-07	0.000177338	0.0002403477	5.776701689529e-08	3.1448766244e-08
47957.532425596415	-27.09774072257278	2299924916.3521314	734.2875522677792	77279.0714247941	-145.94767634532764	21300.724230600503	5972054880.278429	47505.68778483073	90.70790608723472	8227.924226730596	2256790371.909816	55277.81490577231	47013.318428748295	0.976003	14.71446	0.06009202643	0.0389096	-0.1253404234	-0.0829266855	0.0462168294	0.039948707	-0.0014661856	-0.0910965759	0.0575245702	-0.0424324451	0.0865240156	-0.0176000407	0.0489941424	0.1903976871	0.0289886232	-0.0454207071	0.0527549335	-0.0333415635	0.0238467499	0.0941845305	0.0351907064	-0.0205919349	-0.1071723584	0.1109287321	0.0645561048	-0.0150566238	0.007566651	0.0390725823	0.0674985434	0.0015269217	0.0456662248	-0.0282491811	-0.1408153136	-0.0778851008	0.084812075	0.0078274565	-0.0193006078	-0.1420714658	-0.1278516961	-0.0079872492	0.1575458174	0.0097456926	0.0553136254	-0.0577256044	0.0872499588	-0.1842638428	0.0175432527	0.0018753216	0.0397494146	-0.0510551808	-0.0016934987	0.0594397915	0.0049891737	0.0805807554	0.0394684784	0.0420212729	0.1095958088	-0.0237043163	-0.0690689905	-0.0284719037	0.086263062	0.0697903726	0.064157249	0.1200039147	0.1188605229	0.1169629329	-5.57841e-05	-4.689143e-05	2.1988062074449e-09	3.11186581281e-09	0.00286262	-0.03531048	8.194593264400002e-06	0.0012468299978304	0.00906405	-0.0018329499999999	8.215700240250001e-05	3.3597057025e-06	-8.153789999999998e-05	-0.0001131230999999	1.2796835753609992e-08	6.648429136409997e-09	-0.000178187	6.604000000000001e-05	3.1750606969000005e-08	4.361281600000001e-09	0.000456209	0.000278871	7.7769034641e-08	2.08126651681e-07
48159.38675259907	201.85432700265665	2319326532.386415	40745.16932969544	77867.43641150299	588.3649867088825	346173.3575849435	6063337653.299461	47494.71594645183	-10.971838378893151	120.38123741255274	2255748042.834146	55203.73121995192	47801.65552424864	1.099037	16.569359	0.050069606	0.0380718	-0.0860655154	-0.076000821	0.0961195661	-0.1783948173	0.0324966532	-0.1640743749	0.0560640865	0.0597738833	0.0019695819	-0.008131118	-0.0248498522	0.1375331238	-0.0789358861	-0.0379285555	-0.1540612007	0.0336070078	-0.0681982024	0.0325366294	-0.134949214	-0.0198877364	0.0215970976	0.0720652607	-0.112015926	-0.0493311371	0.0007945975	-0.008174946	0.0766494063	-0.0163126438	-0.0133739541	0.0919474785	0.0665064999	0.0407398396	0.0084229431	-0.0801037272	0.1337363649	-0.0792800089	0.0653581362	0.0278053189	0.1305161055	-0.0423967879	0.1189256581	0.050291625	0.0933424872	-0.0429051019	-0.0437219076	-0.1107202605	0.1473633463	0.0247806838	-0.0726562749	0.0487313422	0.1144872857	-0.0906446497	-0.0332454887	0.0243868727	-0.0511602571	-0.0095195108	0.1237232174	0.0219570789	-0.0351636548	-0.0673318681	-0.0359768332	0.1197547036	0.1178678731	0.1147451459	-2.48068e-05	3.09773e-05	9.5959311529e-10	6.153773262400001e-10	2.75963e-05	-0.0028350237	7.6155577369e-10	8.037359379561691e-06	0.0152101	0.00614605	0.00023134714201	3.77739306025e-05	-0.000777227	-0.0006956891	4.8398332385881e-07	6.040818095290001e-07	-0.000178187	0.0	3.1750606969000005e-08	0.0	0.000330747	-0.000125462	1.5740713444000003e-08	1.09393578009e-07
48366.878614251305	207.49186165223364	2339354946.8857203	43052.87265190967	77451.9836910537	-415.4527204492915	172600.96292871717	5998809777.679248	47562.555204264325	67.83925781249127	4602.164900549657	2262196657.5586915	55233.868626340605	48738.532097688265	1.143062	17.233089	0.0747651832999999	0.0423071	0.0198449038	-0.0574715582	0.09847136	-0.0881144974	-0.0014703228	0.0564399077	0.0841057933	-0.0518617974	-0.044363235	-0.1287099109	0.0472061741	0.1339394816	-0.083453303	0.0792317592	-0.0088030887	-0.0374472216	-0.0699298301	0.0440299741	-0.0068855021	0.0117326906	-0.0005364215	-0.0612745173	0.0263204146	-0.0303295668	-0.254798971	-0.0894987637	0.1620488978	0.0766557572	0.1136436318	0.1140996808	0.0966481443	0.1111428712	-0.1159854799	0.1463079028	-0.2631066917	-0.063440609	0.0321150254	0.0712569329	0.0968868938	0.1090364536	0.0237078543	-0.0005403851	-0.0190709087	-0.0618822314	0.0020513412	-0.0587574015	0.1060781683	0.0789784197	0.0685926721	0.0643231759	0.0604670321	0.1520612923	-0.1530991161	-0.0790102391	-0.15998755	-0.0380910945	-0.0763112279	0.0330707564	0.0356729036	-0.0313943869	-0.1616155497	0.1194434321	0.1166309242	0.111992364	-5.0209e-05	-2.54022e-05	6.452717648399999e-10	2.520943681e-09	0.0238734	0.0238458037	0.00056993922756	0.0005686223540989	3.88726e-05	-0.0151712274	1.5110790307599996e-09	0.0002301661408225	-0.000250734	0.000526493	2.771948790490001e-07	6.286753875600001e-08	-0.000232767	-5.457999999999998e-05	5.4180476289e-08	2.978976399999998e-09	0.000464129	0.0001333819999999	1.7790757923999998e-08	2.15415728641e-07
48404.89598177799	38.01736752668512	2343033955.0067472	1445.3202336590523	77603.1904737562	151.2067827025021	22863.49113524169	6022255171.706085	47526.57728271485	-35.9779215494782	1294.4108390204076	2258775548.209867	55279.96098372781	49615.88038043246	1.033988	15.588663	0.0516780086	0.0273932	0.0768242928	-0.0004650493	0.071530802	-0.0145910248	-0.0510975699	0.0264097224	0.106884281	0.0279301013	0.0410339052	-0.0514697039	0.0512713692	0.1740909905	-0.0977516003	0.0521523046	0.087050012	-0.0913521636	-0.0089754358	0.0573975451	-0.0337769455	-0.0746061526	0.0253283141	0.1165583504	0.057248512	0.0405182578	0.0983412282	0.0202773267	0.0466874393	0.1219200881	-0.0962812281	0.0665701016	-0.1484666475	-0.0893942369	-0.1480979379	0.1461982155	-0.1350820695	0.0480871714	-0.06039397	0.061012818	0.007761937	0.0972725915	0.0689344125	0.0445928221	-0.0229015745	-0.1390211872	-0.0295083587	0.0919967412	-0.0578382164	-0.0368816119	-0.0949329477	0.0257735782	0.0783324207	0.0588805227	-0.0478945287	0.0997668919	0.0181959698	0.0772910955	-0.1583589009	-0.0202217756	-0.0194102121	0.0290640673	-0.1220555259	0.1190702613	0.1151522399	0.1087174221	-0.0100402	-0.009989991	9.9799920180081e-05	0.00010080561604	0.0184018	-0.0054716	0.00033862624324	2.993840656e-05	-0.00877543	-0.0088143026	7.700817168490001e-05	7.769193032436678e-05	-0.000161117	8.9617e-05	8.031206689e-09	2.5958687689e-08	-0.000178187	5.457999999999998e-05	3.1750606969000005e-08	2.978976399999998e-09	6.02837e-05	-0.0004038453	1.6309102633209e-07	3.63412448569e-09
48288.25497374795	-116.64100803004112	2331755568.4096937	13605.124754264118	77432.32581403712	-170.86465971908183	29194.731940917623	5995765080.971199	47467.5752319336	-59.00205078124418	3481.2419963925167	2253170698.3992763	55276.837129792286	49540.541004685365	0.975374	14.704981	0.0929638329	0.0456207	0.0726128593	0.0397699584	0.0413623686	0.0731050394	-0.0682366225	-0.0154508099	0.119535768	0.1148085446	0.0757513771	0.0282967613	0.1070782469	0.0528746023	0.0389143535	0.0270323474	0.0292703729	-0.0962430286	-0.0817350991	0.0952379475	0.0818524548	0.0826544044	0.2128020942	-0.131065185	0.0068881017	0.1246326547	0.0534826351	0.0742400356	-0.1059112494	-0.0804709186	0.0783924209	0.0209137646	0.0994957425	-0.0938216791	-0.0858724606	-0.0155568808	0.0229536641	-0.0005302874	-0.131727	0.0163634699	0.0005921553	0.0543126473	0.016308368	0.0421376807	-0.1511827325	-0.0562313836	0.0275038316	0.0236637234	-0.1256137883	-0.04598357	-0.0799350602	0.1078227702	0.0422114844	0.2313974269	-0.0309226024	-0.0426872963	0.0936957572	-0.0420853084	0.0196707698	-0.0907411828	-0.1545888759	0.0608579652	-0.0948514837	0.1186353847	0.1134348849	0.1049355893	-5.10021e-05	0.0099891979	9.978407468536444e-05	2.6012142044099998e-09	0.0433562	0.0249543999999999	0.0018797600784399	0.0006227220793599	-0.0152438	-0.0064683699999999	0.00023237343844	4.183981045689999e-05	0.000330863	0.0004919799999999	2.420443204e-07	1.09470324769e-07	-0.000313399	-0.000135212	9.821893320100001e-08	1.8282284944e-08	0.000464129	0.0004038453	1.6309102633209e-07	2.15415728641e-07
48249.56865184652	-38.68632190142671	2328020875.0892506	1496.6315022608078	77473.27159542813	40.94578139101213	1676.5570137205557	6002107811.698971	47541.94591878255	74.3706868489462	5530.99906238402	2260236621.744445	55307.019746979786	49137.66463723104	0.971049	14.639779	0.0616912455	0.0305437	0.0421436284	-0.0074509681	0.0713606086	0.0050023126	-0.0180087568	-0.096726739	0.0678529379	-0.0264769063	0.080112921	-0.0135697294	0.0327665456	0.1413317009	-0.0340529598	0.0565420898	0.0892506594	-0.0246084545	-0.035516962	0.0489578999	-0.0130245715	-0.0303579435	0.0617865829	0.035533264	-0.0796551299	0.0645738577	0.037949374	0.037130386	0.0146774289	-0.1216931898	0.138884228	-0.0652227134	-0.0373804682	0.0649295391	0.0530952183	0.0812665445	0.166175544	0.0838342235	-0.0878682055	0.0280833557	0.0930217643	-0.0045997391	0.104588007	0.00345815	-0.015019018	-0.0948694845	0.0034272119	0.0693100232	-0.0242781581	0.0835467659	0.0159712357	0.0169161027	-0.0566167508	-0.0351061977	-0.0255985054	0.058784419	0.0787790938	0.0348590676	-0.0061581014	-0.0451917115	0.0042793746	0.0035221329	-0.0199437166	0.1181390277	0.1114824189	0.1006644984	-3.68566e-05	1.4145499999999995e-05	2.0009517024999983e-10	1.3584089635600003e-09	0.0270627	-0.0162935	0.00073238973129	0.0002654781422499	0.00224525	0.01748905	5.0411475625e-06	0.0003058668699025	0.000132712	-0.0001981509999999	3.926381880099999e-08	1.7612474944e-08	-0.000178187	0.000135212	3.1750606969000005e-08	1.8282284944e-08	0.000239601	-0.0002245279999999	5.0412822783999984e-08	5.7408639201000014e-08
48446.20539039954	196.6367385530175	2347034816.7287774	38666.00694876776	77998.45580790275	525.1842124746181	275818.4570325848	6083759108.417358	47506.01772054037	-35.92819824218168	1290.8354289295066	2256821719.664295	55169.83937376726	49439.20039822938	1.104381	16.649923	0.0318998417	0.0203097	0.0683128074	-0.0468000933	0.0510141561	-0.1795836015	-0.0047982756	-0.0993017858	-0.0574029312	0.1185187268	-0.0486773188	-0.0751221226	-0.0894780508	-0.0514458363	0.0219250893	0.0661089891	-0.0002518384	0.0436096319	-0.0472993805	-0.1940580224	-0.0263828255	-0.064699101	-0.0587921504	0.0240998818	0.0969206449	-0.0383131246	0.0435413328	0.1457503957	0.0136525749	0.0336384564	0.0056995645	0.0410689515	0.0437689371	0.1007353855	0.077178752	0.0551423518	0.0610437324	0.1222316495	0.1539460274	0.1005056203	-0.0282570469	-0.0667808194	0.0865410681	0.1102005608	0.0816668465	0.0989504472	-0.0872011904	0.0439174616	0.0231979982	0.0603721035	0.0182378994	-0.1088273624	-0.1123111356	-0.1187950681	0.0052757497	0.0156467607	-0.1008577086	0.0737859982	-0.0164683175	0.0585923084	0.0160267066	-0.0763202784	-0.0479329507	0.1175814474	0.1092988885	0.0959240631	-1.29649e-05	2.38917e-05	5.7081332889e-10	1.6808863201000002e-10	0.0286836	0.0016209	0.00082274890896	2.6273168100000047e-06	-0.0122959	-0.01454115	0.00015118915681	0.0002114450433224	0.000341889	0.000209177	4.3755017329000004e-08	1.16888088321e-07	-0.000178187	0.0	3.1750606969000005e-08	0.0	0.0001345	-0.000105101	1.1046220201000004e-08	1.809025e-08
