global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	cosine00	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00
48164.34595108024	n/a	2319804220.8953395	n/a	78473.44030167369	n/a	n/a	6158080832.780345	47315.19216893724	n/a	n/a	2238727409.98346	54743.92472267151	50097.61367704567	n/a	n/a	n/a	n/a	-0.0799763285	-0.1102996937	-0.0871953888	0.1559061867	-0.2412809674	-0.0220924529	0.0670708748	-0.005520406	0.1441577496	-0.0085089085	0.0524207348	-0.2362375955	0.1042356695	-0.1751052286	0.0151258493	0.0431136442	-0.011946907	0.0103038514	-0.2510636867	0.0621702263	-0.1597666604	0.0520443309	-0.0590036212	0.0100760985	-0.0077301654	0.0684760993	-0.2167067127	0.177069532	-0.0569386364	-0.0285451581	0.0216620888	-0.0871949595	-0.1390281793	0.20929661	-0.1462375126	0.0535845772	-0.0065647923	0.0929856059	-0.1873909538	0.0130434322	-0.0965497838	0.062283586	-0.2598941693	0.0113797448	-0.1318296099	0.0565274918	-0.103781013	0.0354824662	-0.0864488818	0.0904121743	-0.1143845503	0.0329536366	0.1490484942	-0.0080371899999999	n/a	n/a	6.45964230960984e-05	0.0029425	n/a	8.658306249999998e-06	n/a	-8.141619999999998e-05	n/a	6.628597622439997e-09	n/a	-0.000565635	n/a	n/a	3.19942953225e-07	-5.60171e-23	n/a	3.1379154924100013e-45	n/a	0.000516666	n/a	n/a	2.6694375555600005e-07	0.0
48168.81988183136	4.473930751119042	2320235208.8083124	20.016056365808595	78068.4595512933	-404.9807503803895	164009.40817866335	6094684376.711918	47274.83374628745	-40.35842264979146	1628.8022787792006	2234909905.7391186	54776.26142311096	50023.94411225298	1.218068	17.451832	0.0197426448	0.0093209	-0.0150080279	-0.1889471328	0.1458054393	0.2212102462	0.081660787	-0.1945372924	0.0451604706	-0.0016646354	0.0911934238	0.1453965197	0.0680992202	-0.1350067622	-0.0049745469	-0.1638865987	0.1273556604	-0.0115749138	0.0392890743	0.0403353204	-0.0588410798	0.08399659	-0.0976811363	0.0231814664	-0.1127510551	-0.0683238986	0.0093804717	0.0752827039	0.128759089	-0.1502385561	0.1681357174	-0.1091380785	0.0226048421	0.1430806623	-0.1354548776	0.0458069251	-0.0384891682	-0.0558795314	0.0620094335	-0.0302378938	-0.0481944646	0.2288680132	0.0607432145	0.0652615428	-0.0312790957	-0.1158802865	0.0765832143	0.0519439153	-0.0108899723	0.1493256078	0.0132901034	-0.0063158923	-0.0594542758	-0.1401367663	0.1488669016	-5.81034e-05	0.0079790865999999	6.366582297029797e-05	3.3760050915599994e-09	0.000529078	-0.0024134219999999	2.79923530084e-07	5.824605750083999e-06	0.00311667	0.0031980862	9.7136318889e-06	1.0227755342630442e-05	-0.000519145	4.648999999999994e-05	2.1613200999999952e-09	2.6951153102500005e-07	-0.0	5.60171e-23	0.0	3.1379154924100013e-45	0.000440115	-7.655100000000006e-05	5.8600556010000105e-09	1.93701213225e-07	0.0
48134.57110530183	-34.248776529530005	2316936935.491358	1172.9786937696854	77853.41671421465	-215.042837078654	46243.42177883651	6061154494.077157	47235.63131537319	-39.202430914258	1536.8305895871715	2231204865.761864	54720.52565383911	50047.99741200276	1.178408	16.883595	0.0589393146	0.0316727	-0.0844937665	-0.0151377992	0.2078347511	0.2542765665	0.1327662416	-0.0278360142	0.0555853976	-0.0209460917	0.030294331	0.0018128904	0.0313097644	0.0715076585	-0.0371950028	-0.034702292	0.0048346927	-0.0015081367	-0.0835029342	-0.1249421135	-0.0263801521	0.0241021627	-0.0207985714	-0.0878635588	-0.143783112	-0.0938078985	0.0396660893	-0.0899204662	-0.0357974828	0.0774106488	-0.087962842	-0.0356833876	0.1389636685	0.0770057424	-0.038992958	-0.1034882086	0.0542442317	-0.0498307888	0.094689665	-0.0158574603	0.0196163781	-0.1232261879	0.0140436664	0.0495882146	-0.0678865664	-0.0301456606	-0.0003748123	0.0595707625	-0.0176867594	-0.0580004184	-0.0394021047	0.0394527245	0.017718322	0.0886291846	0.1485039376	-0.013779	-0.0137208965999999	0.0001882630035078	0.0001898608409999	-0.0263743	-0.026903378	0.00069560370049	0.0007237917478108	-0.00324952	-0.00636619	1.05593802304e-05	4.052837511610001e-05	-0.000373218	0.000145927	2.129468932900002e-08	1.3929167552399998e-07	-0.0	0.0	0.0	0.0	0.000533165	9.305000000000008e-05	8.658302500000013e-09	2.842649172250001e-07	0.0
48136.1331993994	1.5620940975713893	2317087319.3903213	2.440137969667373	77734.35508470857	-119.0616295060754	14175.671620641966	6042629960.435557	47249.5474883781	13.91617300490907	193.65987110255992	2232519737.8564973	54651.92470550537	50171.71491038227	1.196004	17.135708	0.03695534	0.0210844	-0.153833749	0.0394161556	0.0339730135	0.2459772092	0.0893008046	0.0610396662	0.0006207724	-0.0858075782	0.0551221789	0.0230575073	-0.0338763154	0.057468492	0.0092876323	-0.1759095311	-0.0238946304	0.0032166135	-0.0811305409	0.095876138	-0.0983466479	-0.0794876042	0.0602335972	-0.0447935227	0.1901937685	0.0472799551	0.0524231004	-0.2446191566	0.0322581309	0.1627491972	0.192082464	-0.0410481274	-0.0913159985	-0.0080782768	0.006763526	-0.0807229705	-0.0244057542	0.1141552208	0.0543504196	0.1552054417	-0.1492639457	0.0901961929	-0.0727394372	0.0658258724	0.0226528763	-0.093177423	0.0036046908	0.060272676	0.111948258	0.0362246033	-0.0024316901	0.0673687708	0.0548646708	0.0017001337	0.1479600444	-0.00811711	0.0056618899999999	3.205699837209999e-05	6.58874747521e-05	-0.00858738	0.0177869199999999	7.374309526440001e-05	0.0003163745230863	0.00292186	0.00617138	8.5372658596e-06	3.808593110440001e-05	-0.000519145	-0.000145927	2.129468932900002e-08	2.6951153102500005e-07	-0.0	0.0	0.0	0.0	0.000533941	7.759999999999668e-07	6.021759999999485e-13	2.85092991481e-07	0.0
48223.556090601785	87.42289120238274	2325511362.0234165	7642.76190618365	77995.62998156602	261.2748968574451	68264.57172786859	6083318296.22136	47379.72284187759	130.1753534994932	16945.62265871802	2244838136.5731373	54798.46036148071	50039.493737966215	1.272823	18.236322	0.0232137135	0.0148948	-0.0835485341	-0.1068101776	-0.075683399	0.1662648378	-0.0359791868	0.0673320276	0.0101475362	0.219563869	0.2477741666	-0.0426377355	-0.0534203847	-0.1332110419	0.0648971705	0.0588804944	0.0157549973	-0.1726703222	0.0098137755	-0.1264010404	0.1713590273	-0.1723310519	-0.0682065994	0.0300509605	0.1859789093	-0.0765212532	-0.0910841614	0.0450976609	-0.0787454815	0.1259140541	0.1418129442	-0.0768231283	0.1453679659	0.0419074396	0.0324527278	0.1500469804	-0.0558702079	-0.0849448691	0.135645886	-0.0095793361	-0.0760921473	-0.1871291562	-0.1388865587	-0.177467424	-0.1147140506	-0.2194556021	-0.1359896405	-0.107189704	0.1854980315	0.1195427708	-0.0895832297	-0.0346063385	0.2574519842	0.0237259322	0.1472358847	-5.74028e-05	0.0080597072	6.495888014973185e-05	3.29508144784e-09	-0.020751	-0.0121636199999999	0.0004306040009999	0.0001479536515043	-6.85263e-05	-0.0029903863	4.69585379169e-09	8.94241022322769e-06	-0.000519145	0.0	0.0	2.6951153102500005e-07	-0.0	0.0	0.0	0.0	0.000533941	0.0	0.0	2.85092991481e-07	0.0
48246.01673090072	22.460640298937506	2327678130.3983526	504.4803626382555	78315.87628379565	320.2463022296288	102557.69409175076	6133376478.098785	47322.73347914514	-56.98936273244908	3247.787464650656	2239441103.938205	54881.89936256409	50163.20912463592	1.274884	18.26585	0.0532827859	0.0285995	-0.0040576028	-0.1894613899	0.0432434351	0.0154593902	0.019893366	-0.1323567985	-0.0858449879	-0.0487651949	-0.0507970005	-0.0480067216	0.0222642607	-0.0927860423	-0.0929211822	0.0788857743	-0.0983015159	0.0308618535	-0.0835095792	0.0362750262	-0.015060715	-0.0267094384	-0.0943984285	-0.152403035	0.0690720757	0.0189800013	0.0011319045	-0.1011057284	0.1858606231	0.0499694939	-0.0621538972	-0.2050434567	-0.1610478339	-0.033654116	-0.042842502	0.0533755417	0.1537203704	-0.0206627253	-0.0938655572	0.152272749	-0.0332804657	0.0182861929	0.1028547136	0.0399591553	-0.045478248	-0.1033153942	0.0570369599	-0.0871069978	-0.1356732615	0.0872801378	-0.0063916298	-0.1424970633	0.0752587894	-0.0393276214	0.1463323407	-0.00581275	-0.0057553472	3.312402139254784e-05	3.37880625625e-05	-0.0281074	-0.0073564	0.00079002593476	5.411662096000004e-05	-0.0205951	-0.0205265737	0.00042415814401	0.0004213402278615	-0.000519145	0.0	0.0	2.6951153102500005e-07	-7.56263e-05	-7.56263e-05	5.719337251690001e-09	5.719337251690001e-09	0.000216678	-0.000317263	1.0065581116900001e-07	4.694935568399999e-08	0.0
48122.53472729946	-123.48200360126066	2315778348.5801425	15247.805213381753	78295.27721939373	-20.59906440191844	424.3214542343835	6130150434.861714	47269.80673343879	-52.92674570635427	2801.24041106509	2234434628.616655	54806.587728500366	50310.12062012785	1.28939	18.47369	0.068164555	0.0332485	-0.0884625864	-0.0125101939	0.2086289512	-0.0393188773	0.1103684354	-0.052813318	-0.1111375338	-0.145644806	0.2023431673	0.070056017	-0.008061262	0.0404520685	0.0169744022	0.1151542729	-0.0909874761	0.0498935841	-0.0478027367	-0.0625526825	-0.0043556167	0.0597300761	-0.0879818931	0.0397080623	0.0043566654	0.1657768289	0.0948756804	-0.0480086526	-0.0632929398	-0.0048156017	0.0758515899	-0.115913891	0.0351791059	-0.0847392715	-0.0350491383	-0.0603746094	0.1442942825	0.0475222413	0.0438884087	0.0223144802	-0.1181555933	0.0899386259	0.0828652839	-0.1272497578	-0.0362689731	-0.0522448891	0.1157335081	-0.0649831431	-0.1267260816	0.0100681604	-0.0738559441	0.0237434541	0.0198996961	0.1425627129	0.1452505133	0.00695574	0.01276849	0.0001630343368801	4.8382318947600005e-05	-0.003832	0.0242754	1.4684224e-05	0.00058929504516	-0.0164905	0.0041046	0.00027193659025	1.684774116e-05	-0.00081508	-0.000295935	8.7577524225e-08	6.643554064e-07	-0.0	7.56263e-05	0.0	5.719337251690001e-09	0.000385438	0.00016876	2.84799376e-08	1.48562451844e-07	0.0
48044.31814845846	-78.21657884100568	2308256506.3502946	6117.833205591258	77777.0063677727	-518.2708516210259	268604.6756399835	6049262719.532556	47269.196971042096	-0.6097623966925312	0.3718101804202197	2234376982.287175	54768.183919906616	49905.75235904877	1.259632	18.047325	0.04515976	0.0219588	-0.1788064329	0.0206760304	0.0532482929	-0.0124985939	0.1120827984	0.0082542885	-0.0890276159	-0.0980628843	0.0952596648	-0.1527167352	-0.0145479652	0.1062481729	0.0047483854	0.0441819956	-0.1190176851	-0.0196224221	0.0167329674	-0.1096497239	-0.0103798454	0.0885698745	0.1074066542	0.0589067081	0.0400839802	0.0612561314	-0.025066313	0.1093512978	-0.0856175287	-0.0639105593	-0.0801123598	-0.1266473687	0.1771612338	-0.2063817901	0.0595487185	-0.1082125274	0.0415123516	0.1291082349	-0.0624990669	0.0892580569	-0.1456859778	-0.0817412311	0.1088126692	-0.1477947636	-0.0593726186	0.0621472523	-0.0815745844	-0.0656306184	-0.0293634677	-0.0868366612	-0.0142433269	-0.0329039565	-0.007901159	-0.1580281032	0.1439917206	0.00658554	-0.0003702	1.3704804000000017e-07	4.33693370916e-05	-0.0160786	-0.0122465999999999	0.0002585213779599	0.0001499792115599	-0.00671744	0.00977306	4.51240001536e-05	9.551270176360005e-05	-0.000500929	0.000314151	9.869085080100003e-08	2.50929863041e-07	-0.0	0.0	0.0	0.0	0.000526685	0.000141247	1.9950715009000016e-08	2.773970892250001e-07	0.0
47989.85430952816	-54.46383893029997	2303026116.6497383	2966.309751025659	77825.33242626404	48.32605849133688	2335.4079293081136	6056782367.258505	47237.6498902376	-31.547080804499277	995.2183072856066	2231395567.152664	54855.28392219544	49457.63257822095	1.140606	16.341995	0.0411043756	0.0199072	-0.1926117662	-0.0100441191	-0.0154171051	0.0119281267	0.0605300334	0.1282825534	-0.0534015258	-0.1114727201	0.0710768664	-0.0518680911	-0.024732806	0.1193506976	0.0440676052	-0.0138039929	-0.0659969742	0.131375683	-0.0345230891	0.0100062762	-0.1593321289	0.0352886161	-0.113267413	-0.132162913	0.0773353814	-0.1524231909	-0.0271593713	-0.0051783952	0.03185676	-0.0569183732	-0.162054522	-0.1372267795	-0.0057206993	-0.0547289353	0.1590883356	-0.0932869463	0.0038020698	0.0033473987	-0.1126288704	0.0524760565	-0.0516651167	0.0301566842	0.1896043998	0.1435979964	-0.1013722282	0.0640138689	-0.0555651682	-0.159493507	-0.0979418538	0.1141103914	-0.1664895002	-0.0335865727	-0.1023566324	-0.0247703651	0.1425574961	-2.84956e-05	-0.0066140356	4.374546691806736e-05	8.119992193599998e-10	-0.0244561	-0.0083775	0.00059810082721	7.018250625000005e-05	0.0100581	0.01677554	0.00010116537561	0.0002814187422915	-0.000376429	0.0001245	1.5500249999999997e-08	1.41698792041e-07	-0.0	0.0	0.0	0.0	0.000588931	6.224599999999996e-05	3.874564515999995e-09	3.46839722761e-07	0.0
48071.365788592	81.51147906383994	2310856208.780613	6644.121219174817	78796.01673323385	970.684306969808	942228.0237974564	6208812253.024068	47349.37578689954	111.72589666194108	12482.675984914737	2241963387.409028	54797.32629203797	49644.90713914097	1.129639	16.184866	0.0145717	0.0102382	-0.1671553298	-0.0776668897	-0.1006078884	0.0137111869	-0.3331529614	0.0002825666	0.0680992624	-0.0444484859	0.1457423996	0.0289792627	-0.0773560184	-0.1267923378	0.0629224025	-0.122410143	0.1835499174	-0.1027540914	0.2235649136	-0.0735805917	0.0554198404	-0.0136349399	-0.0359840521	-0.076596528	-0.1720723872	-0.0919960397	0.0091441174	0.0372837904	-0.0517660619	0.1139748744	-0.1468871219	-0.0905049133	0.0934413778	-0.0489401956	-0.06237022	0.1932816129	-0.1993465332	0.1514921986	0.0738052843	-0.0234487372	0.0684993846	-0.0172229619	0.0407140753	-0.0556137541	-0.1714567944	0.0457070676	-0.1904663578	-0.0460425724	-0.1099871806	0.0019534011	-0.0543598229	0.0043590251	-0.1239320517	0.003169249	0.1409495873	-2.84956e-05	0.0	0.0	8.119992193599998e-10	-0.0160841	0.008372	0.00025869827281	7.009038400000001e-05	0.0100425	-1.560000000000103e-05	0.0001008518062499	2.4336000000003213e-10	-0.000500111	-0.000123682	1.5297237124000003e-08	2.5011101232100005e-07	-0.0	0.0	0.0	0.0	0.000588931	0.0	0.0	3.46839722761e-07	0.0
