onset	duration	trial_type	identifier	response
4.000166	9.974037	experimental_trial	46.mov	n/a
16.00073	9.969377	experimental_trial	21.mov	n/a
28.00115	9.974534	experimental_trial	16.mov	n/a
40.00163	9.969947	experimental_trial	1.mov	n/a
52.00223	9.975852	experimental_trial	22.mov	n/a
64.00298	9.96883	experimental_trial	14.mov	n/a
76.00327	9.965821	attention_check	f3.mov	Adversarial
94.02915	9.969452	experimental_trial	31.mov	n/a
106.0295	9.96733	experimental_trial	15.mov	n/a
118.0298	9.97272	experimental_trial	41.mov	n/a
130.0301	9.972323	experimental_trial	49.mov	n/a
142.0304	9.966298	experimental_trial	2.mov	n/a
154.0307	9.9681	experimental_trial	7.mov	n/a
168.031	9.966112	experimental_trial	44.mov	n/a
180.0313	9.96821	experimental_trial	34.mov	n/a
192.0316	9.967935	attention_check	n2.mov	Adversarial
208.0602	9.977885	experimental_trial	29.mov	n/a
220.0605	9.967509	experimental_trial	18.mov	n/a
234.0608	9.971538	experimental_trial	23.mov	n/a
246.0611	9.969602	experimental_trial	3.mov	n/a
258.0614	9.965627	experimental_trial	39.mov	n/a
270.0617	9.96974	attention_check	n3.mov	Neutral
286.0808	9.969557	experimental_trial	40.mov	n/a
298.0811	9.968397	experimental_trial	24.mov	n/a
312.0815	9.969969	experimental_trial	32.mov	n/a
324.0818	9.972403	experimental_trial	42.mov	n/a
336.0821	9.969882	experimental_trial	5.mov	n/a
350.0823	9.965816	experimental_trial	36.mov	n/a
