global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	cosine00	cosine01	cosine02	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00
56711.147917461545	n/a	n/a	3216154298.116203	118413.46026461336	n/a	n/a	14021747571.839169	55550.76260230655	n/a	3085887225.69782	n/a	75587.17750876343	55599.7254681088	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0310181	n/a	0.00096212252761	n/a	0.004035	n/a	1.6281225000000004e-05	n/a	-0.0830867	n/a	n/a	0.00690339971689	-0.000465328	n/a	2.16530147584e-07	n/a	-0.00034314	n/a	n/a	1.1774505960000001e-07	0.000886321	n/a	7.85564915041e-07	n/a	0.0
56925.86111310837	214.713195646822	46101.75638487046	3240553663.4689035	118911.78226163752	498.32199702416256	248324.81271814948	14140011960.639091	55776.80778702446	226.0451847179065	3111052286.910672	51096.42553415248	75637.30689420496	56910.51400261063	1.399154	24.025068	0.05259795	0.029482	-0.2179124433	-0.1539439713	0.0516095341	-0.073992264	-0.058624125	-0.1425225466	-0.1368173398	0.1519624702	-0.233273895	0.0628367795	-0.0014545477	0.0933637056	-0.1224559028	0.2266244224	-0.0351797062	0.1720478291	-0.0141087858	0.1469498614	-0.0278011514	0.125131838	-0.136679557	0.0684225576	0.059617715	-0.0749160527	0.1271647132	-0.0299281587	0.2058872274	-0.1515644943	0.011098156	-0.0792809976	0.0668185989	-0.0150049397	0.0370676985	-0.0064626794	0.083708673	-0.1225831227	0.0413334901	-0.0558014537	0.156219972	-0.0290374665	0.0329250425	0.0007628664	0.0205037013	-0.0216771062	-0.0219330859	0.0303783474	0.2103901753	-0.1075725014	0.1188762312	-0.038230572	-0.0004239871	-0.0844089216	0.0786036424	-0.1377521539	-0.0105943658	0.1816695716	-0.1404723089	0.099735721	-0.215606036	0.1187272968	-0.069287982	0.2702944568	-0.173414897	0.113110426	-0.1383269224	0.0651785231	-0.0840946693	0.1172136132	-0.0642106252	0.0133275826	-0.0358804308	0.0042997808	-0.0337091719	0.1424705437	-0.1483716826	0.0058609373	-0.0147186323	0.0052742987	-0.0038690476	0.0678610506	0.2584663521	-0.0862744851	0.0554098758	-0.1849605734	0.0402643048	0.0686080053	0.1208164769	0.1207926525	0.1207529488	0.0	0.0355866	0.0045685	0.00126640609956	2.087119225000003e-05	0.0174213	0.0133863	0.00030350169369	0.00017919302769	-0.0774124	0.0056742999999999	3.2197680489999924e-05	0.00599267967376	5.29395e-23	0.000465328	2.8025906602499998e-45	2.16530147584e-07	-0.000312579	3.056100000000002e-05	9.339747210000014e-10	9.7705631241e-08	0.0008028329999999	-8.348800000010002e-05	6.445408258888394e-07	6.9702461440167e-09	0.0
57058.48213511344	132.6210220050707	17588.335477669447	3255670383.56306	119502.95385234522	591.1715907077014	349483.84965987405	14280955979.435753	55879.36908603455	102.56129901009264	3122503889.453274	10518.820054637628	75829.0324666244	57268.18020828192	1.270403	21.814264	0.0618971584	0.0338912	-0.0740102339	-0.2446415817	0.0017131195	-0.0318296045	0.0845381499	-0.0241853418	-0.0667215595	-0.0300080712	-0.1169951142	0.0702665993	-0.0509708734	-0.1616854015	-0.1380225366	0.3016989347	0.0630569696	0.0817059781	-0.0874459448	0.1770342326	0.0103870623	-0.0991877315	0.0095998522	0.0735511809	0.0063677682	-0.0473749396	-0.0046892398	0.0821352732	-0.0867506676	-0.3020432882	0.0375523033	-0.1007589238	-0.0405993365	-0.0629592907	-0.0188184051	0.0021752578	-0.1647862995	-0.0444955572	0.0897425072	-0.0234074586	0.0847505699	-0.0023674513	0.0369053432	-0.1558508206	-0.038482529	-0.0255304884	0.2316775398	-0.0225357792	0.0704770107	0.0973384266	0.1490877408	0.0853592102	0.0160758743	-0.0669750867	0.0647682998	-0.1016910975	-0.0774502493	-0.0983934891	-0.0335770212	0.1665636225	-0.2199161917	-0.1254126689	-0.2399921343	0.2227172439	-0.1768194324	0.1998500659	-0.1767286509	0.1251124224	-0.0906381365	0.0419788132	0.1054384117	0.0375390791	0.0293706151	-0.0365633237	0.0868410854	-0.1191161959	-0.0743698367	0.041884103	0.0040356472	-0.0156259045	0.0466635002	0.0645521794	-0.0600467758	-0.109412815	-0.1132555393	0.083331791	-0.0703523377	-0.0710965938	0.1207529488	0.1205386237	0.120181697	0.0	0.0275156	-0.008071	0.00075710824336	6.514104100000003e-05	1.47916e-05	-0.0174065084	2.1879143056e-10	0.0003029865346792	-0.0806608	-0.0032483999999999	1.055210255999999e-05	0.00650616465664	-0.00045565	-0.00045565	2.076169225e-07	2.076169225e-07	-0.000117104	0.000195475	3.8210475625000014e-08	1.3713346816e-08	0.0007905329999999	-1.2300000000000028e-05	6.249424240888419e-07	1.5129000000000067e-10	0.0
57249.16572972688	190.6835946134452	36360.2332547047	3277466976.749735	119572.04460435374	69.09075200851657	4773.532013102337	14297473850.86556	55885.28745309265	5.918367058096919	3123165353.7147946	35.027068634366785	75515.30921651253	57848.89434935642	1.385974	23.79875	0.1804491416	0.0856725	-0.013121832	-0.1329399186	0.1621400051	-0.0792052809	0.0057841674	0.1441344678	0.0841334981	0.0908313118	0.079163133	-0.0159293296	-0.0736835155	0.1835799366	0.0275242617	0.1244600665	0.0950087559	0.0042998	0.0481416929	0.0657342732	0.1088366886	-0.0437410101	-0.1403416392	0.0769983366	-0.0179457907	0.0216317702	0.0086239809	-0.004308525	-0.0064785529	0.0434479907	-0.1663824372	0.1621039316	-0.0356983193	-0.0085042879	-0.0810258388	-0.0866405101	0.0740625756	0.0616566373	-0.1278916803	0.1824471622	0.0245393296	-0.0297241047	-0.0781437524	0.0466414782	0.1902992006	0.0249930674	-0.0076874691	0.084029992	-0.0911475961	-0.003711114	-0.0103159492	0.0127318863	-0.1479603289	0.0554028354	-0.0036574008	0.1238115556	-0.0039061537	-0.0538471561	-0.0130117639	-0.1469288746	-0.0927641578	-0.0448287584	0.1157170207	0.1301273576	-0.1046232419	0.0889283874	-0.2472481481	0.1721994112	0.1591622891	0.0062415027	-0.1221146475	-0.1434896941	0.1252767442	-0.0106616774	0.0380504292	0.0096310251	0.1415457668	-0.0964833872	-0.0651793731	0.1567216112	-0.1025373911	-0.0777040851	-0.0669799037	0.0758586619	-0.03131368	-0.0762407037	0.0190117293	-0.0252969067	0.120625926	0.1200311003	0.1190418958	0.0	-0.0158508	-0.0433664	0.00025124786064	0.00188064464896	-0.0265039	-0.0265186916	0.00070245671521	0.0007032410041759	-0.0247759	0.0558849	0.00312312204801	0.00061384522081	-0.000312456	0.0001431939999999	9.762875193600001e-08	2.0504521635999992e-08	-0.000378354	-0.00026125	6.825156250000002e-08	1.4315174931600001e-07	0.000101394	-0.0006891389999999	1.0280743236e-08	4.749125613208622e-07	0.0
57503.93278863871	254.76705891182792	64906.2543065828	3306702286.1602783	119618.43061421905	46.38600986530946	2151.6619112245867	14308568942.608736	55932.0215227905	46.73406969784992	3128391031.6259	2184.073270523494	75914.01723131712	59272.455711392286	1.454466	24.974836	0.20599107	0.101214	-0.1071195104	0.0397539665	-0.0198694593	-0.0543227501	-0.0772968863	-0.1655423714	-0.1467239443	-0.1623445238	0.0011173039	0.0288084876	0.099129591	-0.0277031631	0.010116364	0.0234118427	0.0620798866	0.0055260768	0.0573979657	0.0592537339	-0.0620988643	-0.1778258849	0.0307242903	-0.0913229114	0.0255545807	-0.0341887762	0.0236183557	0.0123631448	-0.1759347052	0.0706527338	0.1408943118	-0.0275944303	-0.0683669862	-0.012138725	-0.1184219251	0.1517494551	-0.0371957827	-0.1897873441	0.0941546158	-0.0091000113	0.1503941586	0.0209825706	0.0296244669	0.1532648607	-0.1779483651	-0.0409442935	0.0535827473	0.0279190645	-0.0240023119	-0.072239965	0.1462192168	-0.0621980382	0.0478019366	-0.0025597567	-0.0791709437	-0.1318626808	0.0783244886	0.0759407084	0.0954172709	0.1367562365	-0.0482501017	0.0813272859	-0.0318351811	-0.1033021241	0.0182848783	-0.0340729538	-0.1561504309	0.0908661927	-0.0204322893	-0.0544099408	0.1241417881	0.0034544814	0.1587243854	0.0423626667	0.0249301964	-0.1011577712	-0.0127195298	-0.287197175	-0.020362754	-0.320233105	-0.0124989008	0.0250893787	-0.1196700682	0.0688073328	-0.0732083779	0.0163301764	0.0801830646	0.1587377348	0.1204354754	0.1192711496	0.1173389375	0.0	0.0115651	0.0274159	0.00013375153801	0.00075163157281	0.0101818	0.0366857	0.00010366905124	0.00134584058449	-0.0859257999999999	-0.0611498999999998	0.0037393102700099	0.0073832431056399	0.000618968	0.000931424	3.8312138502400004e-07	8.675506677760001e-07	6.02294e-05	0.0004385834	1.9235539875556e-07	3.62758062436e-09	0.000346178	0.000244784	1.19839207684e-07	5.991920665600002e-08	0.0
57521.37894889161	17.446160252897243	304.3685075697716	3308709036.1819906	120010.95105741966	392.520443200614	154072.2983304064	14402628373.706375	55795.912473311335	-136.10904947916424	3113183848.729419	18525.67335012158	75626.14293052655	60021.67445015477	1.247046	21.413195	0.12318862	0.0775391	0.0553833553	0.0170652264	-0.1503537412	-0.0554945588	0.1736007094	-0.0085660747	-0.0730361756	0.0372986727	-0.1008295233	-0.1166501173	-0.052322053	-0.0118312813	0.0438636294	0.0134146128	-0.091879636	-0.0001602979	-0.0974764317	0.0577025908	0.181211025	-0.0458991272	-0.068574161	-0.0105144699	-0.0486002008	-0.0863554928	-0.0588551403	0.0996757358	-0.2024723834	-0.0151925038	-0.1294454849	-0.0173959276	0.014993502	0.0292631148	0.0705036085	0.1336172782	-0.0602513334	-0.0056654452	-0.1000857436	-0.1103350546	0.1718351274	-0.1095526551	-0.1088206362	0.0452578224	0.0798179886	0.0336509054	0.0854594546	0.0666821907	-0.1328883498	-0.0444156798	-0.1765858081	0.0401838995	-0.2012885255	-0.0873986822	-0.0866749387	0.0637611728	-0.2012026967	0.0783259984	-0.0196987877	-0.0466695184	-0.0343822339	-0.0286450236	-0.0982810764	0.0741451877	-0.0131056149	-0.1288872287	0.0067731032	0.1081928392	0.0752074958	-0.0485740891	0.0625082781	-0.1318075359	0.0042429134	0.1453864124	0.0925064891	0.0448525713	0.0256032834	-0.041425803	0.149766281	-0.0526271143	0.0432504608	-0.1839397143	-0.0954684351	0.1042358154	-0.0372415538	0.1568680572	0.1006429346	-0.1230047075	0.120181697	0.1182603698	0.1150808781	0.0	-0.0024795	-0.0140446	6.14792025e-06	0.00019725078916	0.0145251	0.0043433	0.00021097853001	1.886425489000001e-05	-0.0238872	0.0620385999999999	0.0038487878899599	0.00057059832384	-2.80908e-05	-0.0006470588	7.8909304464e-10	4.1868509065744e-07	5.85358e-05	-1.6936000000000002e-06	2.868280960000001e-12	3.42643988164e-09	0.000139688	-0.0002064899999999	1.9512737344e-08	4.26381201e-08	0.0
57505.73455165564	-15.644397235970246	244.74716487683347	3306909506.325481	119466.63483946717	-544.3162179524952	296280.14512610825	14272276839.86659	55828.94339981237	33.03092650103645	3116870921.1394534	1091.042105516872	75567.44380127535	59849.10649687288	1.093226	18.771933	0.0558652	0.0259677	0.1425591099	0.0228757354	-0.0354576761	-0.0330847797	-0.0734697914	0.1077422816	-0.0020292044	-0.1160623365	-0.1140397525	-0.0003493658	0.1195516509	0.0236334655	-0.012856435	0.0282636588	-0.1135824577	-0.0522188925	-0.0690818738	-0.0297512288	-0.0845522625	-0.0769235658	0.1216478446	0.0295867395	0.0198230938	-0.14059877	-0.1148289796	-0.0608541263	0.0949806955	0.0611778925	-0.1213100248	-0.0217157542	-0.1315646123	0.0290517332	0.085496602	-0.0650222552	0.0105601002	0.0588443036	-0.0033584718	0.0195465139	0.0093878884	-0.0661407912	0.0106959761	-0.0284600235	0.0503768019	-0.1658931579	-0.0699839208	0.0184828001	-0.0987997669	-0.035307018	0.0301771909	-0.11866979	0.1550346921	0.1746139129	0.2442534469	0.08499751	0.0533023251	-0.0521409298	-0.0497727663	0.1253056247	0.0453023641	0.0994085668	0.0588439447	0.0163574845	-0.0009101237	-0.1536093195	0.0302383512	-0.001651424	0.0353492399	-0.0975205282	0.1297638042	0.1256571725	-0.0112396262	0.013050399	0.0231081494	0.1068110672	0.272847308	-0.0536192248	0.0728611278	0.021603321	0.0810250586	0.0802640929	-0.0184155834	-0.0887557884	0.0740074254	-0.0115520192	0.1080475723	0.0796007323	0.1198647243	0.1170008867	0.1122784001	0.0	-0.0185517	-0.0160722	0.00034416557289	0.00025831561284	0.0118761	-0.002649	0.00014104175121	7.0172010000000014e-06	-0.0349387	-0.0110515	0.00012213565225	0.00122071275769	0.000223255	0.0002513458	4.9842795025e-08	6.317471117763999e-08	0.00012255	6.40142e-05	4.09781780164e-09	1.50185025e-08	0.000346178	0.0002064899999999	1.19839207684e-07	4.26381201e-08	0.0
57514.16481021145	8.430258555810724	71.06925931781991	3307879153.816165	119276.39488569234	-190.23995377482788	36191.24001224865	14226858376.927614	55864.682338169645	35.73893835727358	3120862732.744604	1277.2717149050009	75481.5172732697	60117.28679527531	1.265156	21.724176	0.0566863949999999	0.0268004	0.0105765995	0.1879192227	0.1119263883	0.0194132775	-0.1176740439	-0.0401172107	-0.0614185617	0.0645053828	0.0545252201	0.0112172036	-0.0029986314	-0.1333624079	0.0711023828	0.1106897916	-0.0370132267	0.00900311	0.0285040319	-0.0771705494	0.08967261	-0.078010561	0.0441822677	0.0554735604	0.0104178055	-0.0371758548	0.0912862412	0.1301351894	0.085983521	-0.0955767006	-0.0124842459	0.0699494323	0.051771445	0.1484358486	0.0209564976	0.0491356054	-0.0460155427	0.0196610155	0.0168311462	0.1225775602	-0.1627476226	0.061670912	0.0211438716	-0.1362942249	0.0892289471	0.1029146863	-0.0377672946	-0.002419117	0.0131175632	-0.0610939473	0.064381356	0.003249262	0.0066877938	0.124796987	-0.1218924351	0.0355409545	0.1258611899	0.0969040188	-0.0519408289	-0.0261018888	-0.0386112817	-0.0439338157	-0.1169685499	-0.0266632745	-0.0003584331	-0.1743735409	-0.0325512511	0.0025904738	0.0138440661	-0.0259983077	-0.0807765251	0.0176322669	0.0834363944	0.0554721741	-0.0682162762	-0.0550034814	0.0634404355	-0.0300919539	-0.1322665763	0.0917125629	0.1777792451	-0.025291631	-0.123282653	0.1421313405	0.1405991945	0.0311842448	-0.0716634412	-0.0029867202	0.119484724	0.1154953489	0.1089447612	0.0	-0.0109945	0.0075572	0.00012087903025	5.711127184e-05	0.0144562	0.0025801	0.00020898171844	6.656916010000001e-06	-0.0408522	-0.0059134999999999	3.496948224999994e-05	0.00166890224484	0.000113867	-0.000109388	1.2965693689e-08	1.1965734544e-08	0.000407066	0.0002845159999999	8.094935425599999e-08	1.6570272835599998e-07	-7.262989999999998e-05	-0.0004188078999999	5.275102374009997e-09	1.7540005710241e-07	0.0
57480.56885718215	-33.59595302929665	1128.688059946707	3304015796.145259	119617.6841660267	341.2892803343566	116478.37287114304	14308390365.243313	55861.37587951281	-3.3064586568361847	3120493315.1522155	10.932668849366946	75736.5569454803	60549.23520569509	1.277545	21.936901	0.028584875	0.0183701	-0.0103612466	0.0837133631	-0.1133457753	-0.027378844	-0.0189901726	-0.0957386861	-0.0565847151	-0.0696325589	0.03879776	0.0856923681	-0.1111091717	0.075264806	-0.1350023082	-0.1346318778	-0.0110249391	0.0779271591	-0.0466854008	-0.0841853717	0.0192763479	-0.0448135773	0.0027735307	0.0454483895	0.0346116795	-0.1840729057	0.180907781	0.0237712097	0.1623795172	-0.056062524	0.1103055257	-0.0710348643	0.1163514668	-0.0552311121	0.1142879062	-0.0873388525	0.0007544842	-0.0312219081	-0.001679329	-0.1194724857	-0.120022357	0.2745877869	-0.1872221699	0.0516723693	-0.0488986418	0.061103983	-0.0082936072	0.1160986205	-0.0163646596	-0.0298693188	-0.0502848491	-0.0099015807	-0.0929624013	-0.0645937561	-0.0491549631	-0.073470325	0.0135469561	0.1076426583	0.0276199527	0.0466371424	0.1627953417	0.0263391582	-0.0227388392	0.0708288333	0.039855152	-0.0182138883	-0.0355023385	0.0088774539	-0.0312900353	-0.0256333879	-0.0673550297	-0.022521636	-0.0943051684	-0.1499982243	-0.1164905197	0.1936880024	-0.132492463	0.094159336	0.0414916216	0.0574275183	-0.0332203503	-0.0477787639	-0.1003932697	-0.0051130678	0.0846108922	-0.0662431515	-0.0430095085	-0.0144744239	0.1190418958	0.1137469225	0.1050957322	0.0	-0.00328133	0.00771317	1.07671265689e-05	5.9492991448900015e-05	0.00944328	-0.00501292	8.917553715840001e-05	2.512936692640001e-05	-0.0408628	-1.05999999999995e-05	1.1235999999998938e-10	0.0016697684238399	8.52493e-05	-2.8617699999999995e-05	7.267443150490001e-09	8.189727532899996e-10	0.00011872	-0.000288346	8.314341571599998e-08	1.40944384e-08	-7.262989999999998e-05	0.0	5.275102374009997e-09	0.0	0.0
57554.8097624995	74.24090531734691	5511.712022339269	3312556126.797508	119726.9005826146	109.2164165879076	11928.225652303376	14334530723.11928	55967.06844429348	105.69256478067108	3132312750.248231	11170.918249916354	75741.1863374478	60012.0684155626	1.131995	19.437635	0.111193	0.0573988	0.0355892636	0.0278122863	-0.0398009537	-0.0556660349	0.0537448628	0.0336520206	0.0670490027	-0.0523757315	-0.0272071567	0.0141881663	0.016990611	-0.0151474394	0.0442039141	-0.0775265545	0.1461949198	-0.0386538515	-0.0023059428	0.05297997	-0.0921575161	-0.0647644615	0.0473838279	-0.0048890805	0.0724837159	0.0118939203	-0.1370223614	-0.1025448043	0.0068630559	0.0686196741	-0.0800226815	-0.0319684457	-0.0693235159	-0.210156406	-0.0358761148	0.1070767081	-0.0388673239	-0.0025983629	-0.0579663012	0.0453521634	-0.0368834181	-0.2069423429	0.0581043168	-0.0451961011	-0.0128380014	0.0464881666	0.0220212062	0.0506163601	0.1270444837	0.0360697529	-0.0733185108	-0.1157258192	-0.0604980763	0.0185617002	-0.1668439219	0.0215924323	-0.020049085	-0.0899358471	0.0949475288	-0.0056059311	0.0043136455	-0.018239743	0.0450479676	0.031765704	-0.041310499	0.0972785625	0.0001116151	-0.0397895936	0.1002685949	-0.0674693631	-0.033680078	0.2104059938	-0.0189542901	-0.1046239804	-0.0375105182	0.0785202508	0.1722958641	0.0268642849	0.1250095556	-0.0985133133	0.0099411174	-0.0038691971	-0.058702599	-0.0954021938	-0.1750418712	-0.0555320364	-0.0188320399	0.0632782536	0.1185364727	0.1117592846	0.1007495216	0.0	-0.0185148	-0.01523347	0.00034279781904	0.0002320586082409	-0.0223275	-0.03177078	0.00049851725625	0.0010093824618084	-0.0150171	0.0258457	0.00066800020849	0.00022551329241	-0.000464897	-0.0005501462999999	2.16129220609e-07	3.026609514036899e-07	-9.79947e-05	-0.0002167147	4.696526119609e-08	9.60296122809e-09	-7.262989999999998e-05	0.0	5.275102374009997e-09	0.0	0.0
