global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	w_comp_cor_39	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	cosine00	cosine01	cosine02	cosine03	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05
56542.29364787426	n/a	n/a	3197030970.9624424	116158.72898038596	n/a	n/a	13492850318.338757	55007.8391801629	n/a	3025862371.270664	n/a	73749.06866405692	57729.47069063307	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-0.0176707	n/a	0.00031225363849	n/a	0.00463032	n/a	2.14398633024e-05	n/a	0.0433921	n/a	n/a	0.00188287434241	0.000273764	n/a	7.4946727696e-08	n/a	0.000250419	n/a	n/a	6.270967556099999e-08	0.000189802	n/a	3.6024799204e-08	n/a	0.0	0.0	0.0	0.0	0.0	0.0
56754.13971248532	211.84606461105432	44878.755091191	3221032374.504303	115062.44962706226	-1096.2793533236982	1201828.4205238258	13239367314.18024	55000.33169450431	-7.50748565858521	3025036486.5054955	56.36234091386261	73511.53640426062	58242.2248962512	1.167356	22.16326	0.074454305	0.045249	-0.0854518564	-0.0603191601	-0.0196251898	0.0984389399	-0.1139019437	-0.0070220166	0.0815343069	-0.0412919104	0.0266959116	-0.0526314559	0.0151375498	-0.0594132654	0.078013379	-0.0536969142	0.0165018858	-0.0904731633	0.021884436	-0.120395263	0.0583842341	-0.06672096	0.1262536402	-0.0688266927	0.0113553957	-0.0116730962	0.1055201614	-0.0510441904	0.0545823668	-0.0985322048	0.1433585224	0.0618180606	-0.1411578878	0.0528835091	-0.037419668	0.0386168721	-0.01278159	0.0314645185	-0.0271354584	0.1559498671	-0.0756406021	0.1015445857	-0.0776624074	0.1286469261	-0.0055970732	0.0258855678	-0.0390318304	0.019746763	-0.0193258186	0.0240360466	-0.0942735355	0.0513303353	-0.0462444026	-0.0280820665	-0.0768642508	0.0872670806	0.0321660711	-0.0115872686	0.0420605198	-0.0704301548	0.1223608831	-0.0381326144	0.1308699763	-0.1410202237	0.1000884575	-0.0583112264	-0.0605251435	0.0180115383	-0.0100357084	0.1568753224	-0.0345029049	0.0475672514	-0.0009243856	0.0282066906	-0.0141545199	0.0174073437	0.0127609813	-0.0480607384	0.1462228824	0.1028653472	0.1028546891	0.1028369265	0.1028120605	0.0	-0.0136059	0.0040648	0.00018512051481	1.6522599040000003e-05	0.0155999	0.01096958	0.00024335688001	0.0001203316853763	0.00764106	-0.03575104	0.0012781368610816	5.83857979236e-05	0.000635492	0.0003617279999999	4.03850082064e-07	1.3084714598399998e-07	0.000231792	-1.8626999999999983e-05	3.469651289999993e-10	5.3727531264e-08	9.67793e-05	-9.30227e-05	9.36623290849e-09	8.653222715290003e-09	0.0	0.0	0.0	0.0	0.0	0.0
56816.91861398001	62.77890149469022	3941.1904728800178	3228162240.787628	116200.4703644328	1138.0207373705343	1295091.1986853746	13502549312.915424	55088.27882146932	87.94712696500937	3034718463.511945	7734.697141399479	73614.94260824459	58549.66465246998	1.075311	20.415701	0.0613758333	0.0343333	-0.0255634053	-0.0580932024	-0.0532070412	0.1181540355	0.0923131382	0.0204047234	0.0932427065	0.0270910741	-0.0945506542	-0.0121590188	-0.0187672394	0.0059144699	-0.1012968088	0.0363358713	0.14057392	0.0895074606	-0.063357462	0.0884742969	0.0062520908	-0.1686923325	0.1017334825	0.0032214608	-0.0634293709	0.0784138598	0.0800041096	0.1183038396	0.1749307452	-0.0684466735	0.0035651917	0.1177979545	0.0373621414	0.0606000871	-0.1339769547	-0.2473591407	-0.0539828624	-0.1523101473	0.1315681191	0.00212037	0.0221847131	0.0339875527	-0.0888767778	-0.0080611186	-0.0416814423	-0.0165200372	-0.0005361281	-0.0218784085	0.0664235779	0.0513464545	0.0573625293	0.1252364535	0.0624861533	0.0556749432	0.1253429587	0.0163107015	-0.0477396015	0.0540843737	-0.0402305298	-0.0294683782	-0.0492025358	0.083909526	0.0984911796	-0.1356640145	0.0019304745	-0.0498194759	-0.0791808256	-0.075390845	-0.0142153892	-0.0029990564	-0.2514797117	-0.0240993018	0.0250353408	0.0119100092	-0.0691405895	-0.0695756934	-0.0225257663	-0.0949394405	0.0828378988	0.1028369265	0.1027410258	0.1025812577	0.1023577213	0.0	-0.017669	-0.0040631	0.000312193561	1.650878161e-05	3.75217e-05	-0.0155623783	1.4078779708899998e-09	0.0002421876183523	0.0306477	0.02300664	0.0005293054840896	0.00093928151529	0.000358746	-0.0002767459999999	1.28698692516e-07	7.658834851599998e-08	0.000230443	-1.349000000000017e-06	1.8198010000000458e-12	5.3103976249e-08	0.0	-9.67793e-05	0.0	9.36623290849e-09	0.0	0.0	0.0	0.0	0.0	0.0
56952.339604769615	135.42099078960746	18338.844746438943	3243568986.45701	115011.32877792328	-1189.141586509519	1414057.7127663752	13227605747.263563	55138.645430559074	50.36660908975318	3040270219.916913	2536.795311200008	73445.05609238346	58854.10156447241	1.064383	20.208233	0.0923197282999999	0.0563609	-0.0337768618	-0.0420129724	0.0481491282	0.0749320819	-0.1102717986	0.0136543971	0.0654673753	0.0542836096	0.0070313447	-0.0314255125	0.0023957146	-0.0267985698	-0.1279088601	-0.103293476	0.0183518999	-0.1747843697	0.0173823714	0.0253390736	-0.0092442674	0.0416289802	0.1387669205	0.0777763554	-0.0923386806	0.0510338548	0.0544970697	0.0625244912	0.041373518	-0.0631320599	0.1268389555	-0.0475180162	-0.0454437994	-0.0165566771	-0.0117144012	0.0981955682	0.072273416	-0.08775441	-0.0905112905	0.0003016662	-0.0727907928	-0.0470778013	0.0032334771	-0.1678318456	-0.0536992126	0.1296299149	-0.0264875665	-0.0850734374	0.1362334737	0.0108150656	0.0996858662	0.0411260878	0.0557921016	0.0186195086	-0.0974523319	0.0542719887	-0.0142261387	-0.0687642514	-0.1488596736	-0.1063631847	-0.018176551	0.013425321	0.0290259384	-0.1149839935	0.1500231439	0.0122390322	-0.0517731633	0.0414837626	0.1012682512	0.0625015866	-0.0186227431	-0.0062426162	-0.0856801298	0.0784471887	-0.1112983284	-0.0185548358	0.0679437964	-0.0322869051	-0.0356698477	0.1027800929	0.1025138249	0.1020705557	0.1014510507	0.0	-0.0134156	0.0042534	0.0001799783233599	1.8091411560000008e-05	0.0275343	0.0274967783	0.00075813767649	0.0007560728168793	-0.0163772	-0.0470249	0.00221134122001	0.00026821267984	0.000399196	4.044999999999998e-05	1.59357446416e-07	1.6362024999999983e-09	-0.0	-0.000230443	5.3103976249e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
57041.59728364761	89.25767887799157	7966.933238686662	3253743820.669834	115864.87523332128	853.5464553979982	728541.551522487	13424669312.833103	55183.76813870753	45.12270814845397	3045248265.9866323	2036.058790650554	73498.05965444283	59823.26185418887	1.104814	20.975857	0.068454535	0.0393235	0.0467369315	0.0243667696	-0.0091791422	0.048585783	0.0586404471	0.0475101897	0.0140959199	0.0660179457	0.1114944811	-0.0684991037	-0.1478696119	-0.085812523	-0.025195278	0.1306018538	-0.0173126211	0.0573170948	0.095302087	-0.130225052	0.003779253	-0.0731460443	0.0854859091	-0.0666862325	-0.0470080607	-0.0577552628	-0.1860420295	0.0392212046	-0.004865909	-0.0266421952	0.016257391	0.0028795517	0.0802163377	0.0523854186	-0.0158725882	0.0039029972	0.0405938979	0.0305749675	0.0288410127	-0.0710167291	-0.1234430268	0.0131415316	0.1286853789	0.0288317097	0.1028866349	-0.0591304548	-0.0029713209	-0.1072797244	0.0958275869	-0.0139023462	0.1313331067	0.0893933711	-0.0815196114	0.0600860976	0.0875340018	-0.0202847284	0.0568753953	-0.151831485	0.0453167456	-0.0273242516	0.1695265273	-0.0074978087	0.0456950851	0.033700353	-0.069244374	-0.0732419051	-0.1002684483	-0.1002361742	0.0196128729	-0.0601112395	-0.0325495388	0.0826353637	-0.0555680138	-0.0315919179	0.0535524101	-0.0801299281	-0.0434320319	-0.0562672356	-0.0525737678	0.1026948621	0.1021733373	0.1013060902	0.1000960555	0.0	-0.0170412	-0.0036255999999999	0.00029040249744	1.3144975359999996e-05	0.0149373	-0.012597	0.00022312293129	0.000158684409	0.011567	0.0279442	0.00078087831364	0.0001337954889999	4.86513e-05	-0.0003505446999999	2.36694899169e-09	1.2288158669808997e-07	0.00013521	0.00013521	1.82817441e-08	1.82817441e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
57027.95512797144	-13.642155676163384	186.1084114926768	3252187666.0779243	115505.5835007978	-359.2917325234739	129090.54905971952	13341539819.859774	55135.12066786575	-48.64747084178089	3039881531.060117	2366.5764193019218	73660.79372197205	59766.90327911103	1.126994	21.396954	0.1087309544109999	0.0578317	-0.0372360123	0.0318288292	0.0903578692	0.0137796386	-0.0520665032	-0.0553665586	0.0541607547	-0.0181528667	0.1051135945	0.033692652	-0.0398109603	-0.1122348351	0.0139914052	-0.0875517414	-0.014878977	-0.0619421955	-0.0025773181	-0.0402475227	-0.0812753021	0.1090304799	-0.121501512	-0.0972243886	-0.1300470695	-0.0578047365	-0.0326259648	0.0034799407	-0.0212527828	-0.0149548274	0.0581727588	0.0082302389	-0.0464074287	-0.0557172262	0.1234557978	-0.0855401884	-0.0176807141	0.0047580819	0.0814114491	0.0830306895	0.0845674283	-0.0003093201	0.1170171053	-0.1248082989	-0.0914336956	0.00992682	0.1590503695	0.0124504517	-0.0668561598	0.0385992289	-0.1266746728	0.0330729735	0.0934699008	-0.058632717	-0.0676487619	0.0617748193	0.0776160911	-0.0241184856	-0.0330118173	-0.0377926079	0.0363286324	0.080380793	-0.1339125546	-0.0094145802	-0.0170590316	-0.0178768751	-0.0641432282	0.0494336783	0.1348683751	0.0668658716	0.0909590061	-0.027643003	-0.0233694083	0.0201232366	-0.0524475988	0.0374776084	0.1025744173	0.0402825639	-0.0095221474	0.1025812577	0.1017199394	0.1002897619	0.0982987234	0.0	-9.30589e-07	0.0170402694109999	8.659958869210001e-13	0.0002903707815994	0.0510585	0.0361212	0.00260697042225	0.00130474108944	-0.019931	-0.031498	0.0009921240039999	0.000397244761	0.000434865	0.0003862136999999	1.89107568225e-07	1.4916102206768997e-07	0.000230426	9.5216e-05	9.066086655999998e-09	5.3096141476e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
57002.709705517205	-25.245422454238	637.331354892944	3249308913.7714653	116244.34041952674	738.7569187289337	545761.7849698683	13512746679.570818	55077.39902185281	-57.7216460129348	3033519883.012393	3331.788418442552	73597.58740025212	59792.70822203823	1.196271	22.712236	0.092859045011	0.0597749	0.0749112213	0.0238802568	-0.048893652	0.0582684174	0.1035224142	0.0450230517	0.011976785	-0.0050900971	-0.0543969189	0.0075507055	0.0172524208	0.0422440998	-0.0547311038	0.0062697806	0.0427920758	0.0762184886	-0.0136945758	0.0645019256	0.0173593115	0.049489623	0.0778970743	0.0053111487	0.0673571761	-0.0327830609	-0.0881452779	0.0477178308	-0.0348167223	0.115662041	-0.0081404736	0.0635686084	0.0624796286	-0.0368878563	0.0631638922	-0.0117686095	0.1306890706	0.0255057456	-0.0211676052	-0.0244419134	-0.1118504954	0.0795238618	-0.0336369588	-0.0318732078	-0.0110766956	-0.0068046266	-0.0689018906	-0.0450839682	-0.0499059986	-0.0558884189	-0.0629863111	0.0421357214	-0.0247891089	0.0625504636	0.1002658438	-0.013488557	0.0073749957	0.0348045414	-0.0377712867	0.0241255159	-0.081425803	-0.0174372226	-0.0563615958	-0.0201026144	0.0459769756	-0.0113909463	-0.0601096086	-0.1010176534	0.051181596	-0.0385415715	0.0740370973	0.1436465974	-0.0136344854	0.012031704	0.0422025658	-0.0224560797	-0.0406125252	-0.0449755795	0.0895918675	0.102439311	0.1011541321	0.0990240974	0.0960669971	0.0	-1.60756e-05	-1.5145010999999998e-05	2.5842491536e-10	2.293713581901209e-10	0.0204817	-0.0305768	0.0004195000348899	0.00093494069824	0.0297894	0.0497204	0.00247211817616	0.00088740835236	0.000383048	-5.181700000000001e-05	1.46725770304e-07	2.685001489000001e-09	0.000429543	0.000199117	3.9647579689000005e-08	1.8450718884900002e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
56929.96169345274	-72.74801206446864	5292.273259332074	3241020538.417996	115180.64443905046	-1063.6959804762737	1131449.1388813811	13266580853.394966	55019.40205652574	-57.99696532707458	3027134602.6576285	3363.6479871498905	73497.055393544	59383.917776549526	1.211078	22.993359	0.04178421203	0.0321509	-0.063677967	-0.0208800612	0.078100954	0.0072053477	-0.0804206084	-0.0194700488	-0.0015187769	-0.0741170135	0.0792842084	0.0176985408	-0.0483583351	0.018939852	0.0517559734	-0.0875543979	-0.0364486762	0.0169533214	0.0196535579	-0.0454077762	0.085626618	-0.0115269296	-0.1043993985	-0.1291752832	0.006583845	0.0697725167	-0.0530718356	-0.0445335557	0.0423926477	-0.0517615288	-0.0913300601	0.1362024578	-0.1515311069	-0.0860985399	-0.1436666146	0.0267640833	-0.0665720584	-0.0793919546	0.1209971482	0.0270663505	0.0397664163	0.0341928439	0.0018639709	0.1122687984	-0.0195547114	0.0308230602	-0.0619036143	-0.0649980128	-0.0719048279	0.0271297361	-0.0278529698	-0.00558021	0.0176682401	-0.0209214725	-0.0860589166	0.0318783334	0.0420865683	0.0390067916	0.0346228001	0.0282397218	0.0811503984	0.0177697693	-0.0459882046	-0.0005222914	-0.0976285285	0.0314461203	0.0136962238	0.0283445395	-0.0459032648	-0.0034455308	0.0140872637	0.0097631332	0.0734936088	-0.0014670029	-0.0300798638	-0.1024931514	0.043428335	0.0238315296	0.100647848	0.1022690613	0.1004765409	0.0975122434	0.0934107389	0.0	-4.67357e-06	1.140203e-05	2.18422565449e-11	1.3000628812089994e-10	0.0248666	0.0043849	0.0006183477955599	1.922734801000001e-05	-0.00127401	-0.03106341	0.000964935440828	1.6231014800999997e-06	0.000425971	4.2923e-05	1.81451292841e-07	1.8423839289999998e-09	0.00051311	8.3567e-05	6.9834434889999995e-09	2.632818721e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
56938.65081060138	8.689117148642254	75.50075682282889	3242009956.131597	115998.38676390896	817.7423248584964	668702.5098649787	13455625731.829409	55094.39769467863	74.99563815289002	3035392657.33941	5624.345741959214	73607.67776807361	59580.39040628156	1.17911	22.386423	0.06442597643	0.0332918	0.0159480311	0.0404215872	-0.0721329539	0.0513559229	0.0816670394	-0.0181588661	-0.0556099958	0.0209788771	-0.060833567	0.0069762456	-0.1022942715	0.0351217517	-0.0247877953	0.1414495279	0.0307653527	-0.0061178795	-0.0904696644	0.02303761	0.0460708663	0.0231357602	0.1034094952	-0.0336173288	0.0605952103	0.0521591999	-0.0184097042	-0.0449151749	0.0265100914	0.0766016749	-0.1022658902	0.0387217998	-0.0482523337	-0.0590583544	0.0325277669	0.0684868777	-0.0781299354	0.0597462455	0.0198895945	-0.0046458728	0.1281078162	-0.047574949	0.0095086513	-0.0944351935	0.0155899049	0.0546594939	-0.0790652669	0.0281666727	-0.0336676884	0.0390666944	0.0213765464	-0.005497818	-0.1143300456	-0.0017496947	0.0940091107	-0.0454664071	-0.0826062198	-0.0281961277	-0.0358320052	0.1105862986	0.021968536	-0.0262950941	-0.0147725989	-0.0809361206	0.0005560984	0.1140415296	0.0452948188	-0.071921342	-0.0468457236	-0.0218081509	-0.0347904866	-0.0022923921	0.0455059736	0.038040487	0.0337169757	0.0806228599	0.0239488015	0.016266148	0.066878067	0.1020705557	0.0996879144	0.0957579585	0.0903416872	0.0	-0.0077256399999999	-0.0077209664299999	5.968551340959845e-05	5.9613322613185407e-05	0.0113197	-0.0135468999999999	0.00012813560809	0.0001835184996099	0.01147	0.01274401	0.0001624097908801	0.0001315608999999	0.000330799	-9.517199999999998e-05	1.09427978401e-07	9.057709583999997e-09	-0.0	-0.00051311	2.632818721e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
56945.56507080328	6.914260201898287	47.80699413955454	3242797381.2330904	115261.53109947011	-736.8556644388445	542956.2702156111	13285220551.394115	55009.39574947705	-85.00194520157675	3026033620.722584	7225.330688051856	73474.4846840976	59134.36177454731	1.220646	23.175026	0.05604665502	0.0280758	-0.0491182525	-0.0538263588	0.0763681444	0.0242676555	-0.0919963375	0.0152865792	0.0334361048	-0.0242808919	0.0257026528	0.0046535413	-0.0435768103	0.0144536803	0.0512088122	-0.0780947579	-0.0152295389	-0.0465851134	0.0166731073	-0.1602744789	0.0361323119	0.0951890086	-0.1682255651	-0.0517153581	-0.010319272	-0.0730188652	0.0440947239	0.0199123688	0.052388121	0.0627885049	-0.0276969435	-0.0143033656	0.0595137325	0.0761199488	0.0598935482	0.0990564844	-0.0870934097	0.0860411921	-0.0041855693	-0.01777171	0.0656980814	0.0413493181	-0.1055104659	0.0457096097	0.0982228409	0.0011502574	-0.1470262091	-0.0048332365	0.0364410242	0.1182685094	-0.0096859672	-0.0760201642	0.1208238687	-0.012441533	-0.1003846227	0.0488696748	0.0218232613	0.034452174	0.0283817317	-0.0041094273	0.1013198757	0.0352053468	-0.070534192	0.0275757631	-0.0439453244	-0.000942387	-0.0006933114	-0.01798341	-0.0546744163	0.0054332634	0.1147545	0.0136874302	0.0424219336	0.0940228401	-0.0095646069	-0.0125107489	0.0259998946	-0.0218871713	-0.0445563238	0.1018438489	0.0987891242	0.0937656043	0.0868734044	0.0	5.68502e-06	0.0077313250199999	3.2319452400400005e-11	5.9773386564876455e-05	0.0204827	0.009163	0.0004195409992899	8.396056899999999e-05	-0.00296878	-0.0144387799999999	0.0002084783678883	8.8136546884e-06	0.000430427	9.9628e-05	1.85267402329e-07	9.925738383999998e-09	0.000394643	0.000394643	1.5574309744900004e-07	1.5574309744900004e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
