global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	w_comp_cor_39	w_comp_cor_40	w_comp_cor_41	w_comp_cor_42	w_comp_cor_43	w_comp_cor_44	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11
56704.72157459696	n/a	n/a	3215425448.852562	117721.70940578096	n/a	n/a	13858400865.419138	55276.891448217975	n/a	3055534728.1780734	n/a	75277.95981807176	56945.72907060503	n/a	n/a	n/a	n/a	-0.0782444608	0.0933553856	-0.1100392218	0.0919962699	-0.0204274203	0.121709958	0.2070996094	0.1587685998	0.027314306	-0.114078654	-0.1765819105	0.148860943	-0.0039282983	0.2250069705	-0.0532056977	0.0610126952	-0.0808358684	0.0393923048	-0.0199534337	0.0479535899	-0.0274856908	0.0464602834	-0.1146933908	0.0070387193	-0.0071230193	0.0549501003	0.1040555539	-0.0693493038	0.0227418485	-0.113689598	0.0637297056	-0.0513656925	0.0331620639	-0.0394254645	0.0815603738	-0.1230250394	0.0119815644	-0.094229022	0.0887004352	-0.1539269795	0.0898444363	-0.0552023559	0.0027659755	-0.0565853476	0.0086652327	0.1302257567	-0.102553218	0.0949954064	-0.0276996531	-0.0157408781	0.1210870476	-0.0044169583	-0.0190380988	-0.0416269575	0.1070697253	-0.2112927016	0.0776877689	0.0554222069	-0.0854867665	0.1245072758	-0.0353443818	0.1961414369	-0.2710176074	0.0282764847	-0.0606690408	0.0204125653	-0.171589538	0.0992049274	-0.0887319637	0.0295032417	-0.0244992049	0.0503465099	-0.0529236965	0.2315712849	-0.0804025694	0.0487874009	0.0288929148	-0.0625875288	0.0279714202	-0.0735484842	0.0644526012	-0.0763962657	0.0823277022	-0.0691012734	0.111872899	-0.0435919593	0.0350290201	0.102594329	0.1025838106	0.1025662807	0.1025417406	-5.30045e-05	n/a	2.8094770202499997e-09	n/a	0.0561891	n/a	0.00315721495881	n/a	-0.0888916	n/a	n/a	0.00790171655056	0.00234738	n/a	5.5101928644e-06	n/a	0.000514938	n/a	n/a	2.651611438440001e-07	-0.000567908	n/a	3.22519496464e-07	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
56397.61784407471	-307.1037305222489	94312.7013006821	3180691298.4862943	118239.33769457962	517.6282887986599	267939.0453646289	13980540978.452835	55197.12721946023	-79.76422875774733	3046722853.281277	6362.332189318247	75413.88840588156	54495.29792255024	1.528905	26.313276	0.0879143589	0.0669951	-0.226108294	0.0275762195	-0.1128296462	0.0208185163	-0.1104710033	0.0850256171	0.1802055568	0.1062898329	0.1232650863	0.0715835591	-0.2035225063	0.0715956944	-0.0505803939	0.1492185371	-0.2398735715	0.1227363322	-0.0257497612	0.056008236	0.0338620513	0.0637271128	0.0583097828	0.0835837733	-0.0464280625	-0.1120774031	0.0281293703	-0.0042137019	-0.1079649587	0.1860670987	0.010303813	0.058865134	0.0178175123	-0.0082898721	0.1104179512	-0.1506158557	0.0574560023	0.0966775231	0.0413038158	-0.2232849541	0.0350424821	-0.0320261403	0.0452308369	0.1336603606	-0.0307323484	0.0088078343	0.0259256817	0.0030030745	0.029109425	0.0044568291	-0.0127422194	-0.0139489057	0.0904936163	-0.0890546702	0.0968180796	0.0746819687	-0.0018061271	-0.1727313589	0.1557013135	0.10794953	-0.1495240325	0.0716618534	-0.0508691481	-0.057281527	-0.1762746257	0.049752048	-0.1897518842	-0.0017819218	-0.0842315354	-0.0417605892	0.0072529796	0.089413583	0.1108508354	0.0891831213	-0.1761020176	0.203157586	-0.0484273964	0.2095783948	-0.1208610131	-0.1427804745	-0.1221041979	0.0446070811	0.0767674211	0.0396541049	-0.0288535872	-0.0418711881	-0.0076524182	0.103729874	-0.085223835	0.1025662807	0.1024716367	0.1023139614	0.1020933517	-7.85134e-05	-2.55089e-05	6.16435397956e-09	6.5070397921e-10	0.0536625	-0.0025265999999999	0.00287966390625	6.383707559999985e-06	-0.030673	0.0582186	0.00338940538596	0.0009408329289999	0.00188089	-0.0004664899999999	3.5377471921000004e-06	2.1761292010000003e-07	0.000591321	7.638299999999996e-05	5.834362688999994e-09	3.49660525041e-07	-0.000567908	0.0	3.22519496464e-07	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
56365.12527520071	-32.49256887399679	1055.7670320314248	3177027347.28907	118441.30505393996	201.96735936033656	40790.81424698733	14028342742.880465	55345.12461058561	147.99739112538373	3063082818.161249	21903.22777991981	75394.48682956494	53232.21813640423	1.394467	23.999516	0.0831978695	0.0503737	-0.2760719551	-0.0780366283	-0.0808161951	-0.0842331551	-0.074954675	-0.067115922	0.1333427103	0.0603738253	-0.0443878826	0.1811455022	-0.1275662388	0.0285540232	0.0402726663	0.1098121002	-0.1950144798	-0.0461090236	0.0788610202	-0.0015824086	-0.0353418465	-0.1252582727	0.1282044027	0.2336307613	0.0230310271	0.0931994647	-0.0451569803	0.1066901879	-0.0862271053	-0.0052647365	0.0080563893	0.0634401105	0.0500120248	-0.0509220375	-0.1196003967	-0.0491315109	-0.1955332834	0.0286411854	0.0207314307	0.0811216835	-0.1293124941	0.1151498112	0.0473035946	0.0018900827	0.0082693941	0.0557996529	-0.0537593033	0.0038666433	0.1370984061	-0.1430109166	-0.0162466822	0.0526434474	-0.0239349209	0.0025208761	-0.0161093586	0.0389787188	0.0727886381	-0.1014781071	0.0681413649	0.1700196743	-0.1144097111	0.0452156491	0.0558923208	-0.0981026911	0.1096546332	-0.1183488223	0.0265784864	0.0302649091	-0.1710154763	-0.0091236608	0.0962573205	0.1559328692	-0.0417772836	0.0706912776	0.0816627081	-0.1168311564	-0.1018577622	0.0433868751	-0.0199389	0.0720395083	-0.1826163224	0.0241750351	-0.2220271122	0.1959546436	-0.0654253249	0.0947546014	-0.1116636471	0.0043370541	0.129611918	0.1025101919	0.1022474116	0.1018099433	0.1011985345	-6.58139e-05	1.2699500000000004e-05	4.3314694332099996e-09	1.6127730025000007e-10	0.0238307	-0.0298318	0.00056790226249	0.00088993629124	-0.00983953	0.02083347	0.0004340334722409	9.681635062090002e-05	0.00132823	-0.00055266	1.7641949328999998e-06	3.0543307560000017e-07	0.000493584	-9.773699999999998e-05	9.552521168999996e-09	2.4362516505600005e-07	-0.000567909	-1.000000000015745e-09	3.22520632281e-07	1.0000000000314906e-18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
56585.58197793781	220.456702737094	48601.15778171144	3201928087.78192	117696.3650859668	-744.9399679731578	554935.5558838493	13852434354.449184	55328.85411689695	-16.270493688658462	3061282097.888865	264.72896487267485	75058.67174811267	53385.80655825503	1.283941	22.097315	0.0573654894	0.0341793	-0.2534208506	-0.077123472	0.0496981892	-0.0564772178	0.070588145	-0.0372757181	0.0622672029	0.0738164265	-0.0100282353	0.1745804224	-0.10421022	0.001340249	0.1051312227	0.0871805057	-0.1212952247	0.0663727094	-0.0263195294	0.0436427511	0.0087863573	-0.0241005766	-0.1404192001	-0.0151603183	-0.1530143207	0.0961277592	0.0577358762	-0.023229227	-0.073112908	0.0739005621	-0.0831310393	-0.0324329513	0.1113840937	0.0619104293	-0.0215611476	-0.0232624783	-0.1300543106	0.0034520359	0.0460788121	-0.0883294374	-0.0192677444	0.0586063067	-0.1124352174	-0.1145808979	-0.000413802	0.0429667488	0.1738646902	-0.0450701479	0.0437668491	0.1001036101	-0.089947675	-0.0199139421	-0.0063364476	0.069133143	-0.0107683544	0.0342865796	-0.1304088457	-0.0814253075	-0.0750848487	0.0950838843	-0.0759779989	0.006282435	0.0519620068	-0.1306678082	-0.0405999982	-0.0899793372	-0.1743879817	-0.0389109374	-0.0835653967	-0.0289089296	-0.1254736696	0.1641107624	0.0650461723	0.0031360818	0.0075037693	-0.0446369609	0.0454734777	0.0342341104	0.1031718905	0.0547599667	0.0378646121	-0.2053037816	0.0226859588	0.0045330323	-0.0869571635	0.0130317282	0.0455489631	-0.1542849322	-0.1026131997	0.1024260777	0.1019113804	0.1010554665	0.0998612018	-5.70445e-05	8.769399999999998e-06	3.25407498025e-09	7.690237635999995e-11	0.0126074	-0.0112233	0.00015894653476	0.00012596246289	-0.0258454	-0.01600587	0.0002561878744568	0.00066798470116	0.000752518	-0.0005757119999999	5.66283340324e-07	3.314443069439999e-07	0.000520422	2.683799999999995e-05	7.202782439999971e-10	2.70839058084e-07	-0.000567908	1.000000000015745e-09	3.22519496464e-07	1.0000000000314906e-18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
56762.12136537116	176.5393874333531	31166.15531534356	3221938421.897125	117458.69992781132	-237.6651581554761	56484.72740106747	13796546188.731625	55388.48899147727	59.63487458031887	3067884712.758999	3556.318266210361	75084.37197303222	54188.70951835014	1.253123	21.56691	0.0725817665	0.0435553	-0.2065693071	0.0448803741	0.0502771604	-0.0288397668	0.096385587	0.0559295368	0.0437251296	0.0675799851	-0.0085129082	0.1353014437	-0.0979469985	0.0783593468	-0.0158762545	0.1230640462	0.0399478235	-0.0901216984	0.033243915	-0.0399658753	-0.0760545114	-0.0327005235	0.060519417	-0.0962181898	0.0466346009	-0.0445064356	-0.0412263641	0.0323574658	0.0767542554	-0.1337685442	-0.0920103859	-0.0531843695	0.039392573	-0.0293775329	-0.0503482863	-0.0426217106	-0.0142888086	-0.0643664985	0.0733689634	0.0932251612	-0.1104889078	-0.0167245575	-0.0713419717	-0.0751627396	0.0226580002	0.0868117813	-0.1352943583	-0.1402329765	-0.0278753616	-0.1064772811	0.0336285075	-0.0055717082	-0.0312792268	0.0813603279	-0.0123093525	-0.0728514706	-0.072917202	-0.1125286526	-0.0504365352	-0.0250016326	-0.0542073826	-0.0171328284	0.0734089133	0.0329877972	-0.0042879901	-0.1042757536	-0.032331361	-0.0253267264	-0.1310501036	-0.0107972531	0.084385058	-0.0580390701	0.0387488106	0.0184370645	-0.0821043595	-0.12169554	-0.0587985029	-0.1148123127	0.1089878235	-0.0269853411	0.1077663263	-0.0003495985	-0.2146858528	0.0120141295	0.0397625664	0.0670466869	0.0634978602	0.0902333936	0.0724327691	0.1023139614	0.1014639107	0.1000523871	0.0980872016	-6.2761e-05	-5.716500000000005e-06	3.938943121e-09	3.267837225000006e-11	0.0219234	0.009316	0.00048063546756	8.678785599999999e-05	-0.0339677	-0.0081223	6.597175729000005e-05	0.00115380464329	0.00133485	0.000582332	1.7818245225000002e-06	3.391105582240001e-07	-0.0	-0.000520422	2.70839058084e-07	0.0	-0.000567909	-1.000000000015745e-09	3.22520632281e-07	1.0000000000314906e-18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
56900.695102632526	138.57373726136575	19202.680658582027	3237689103.1627493	117844.707159504	386.00723169268167	149001.58291904762	13887375005.509254	55321.11918299651	-67.369808480762	3060426227.6593046	4538.691094734552	75225.83731634234	55192.60125237543	1.078454	18.56076	0.0460468321	0.025012	-0.150891916	0.0662759458	-0.0157906641	-0.0329645879	0.0324641691	0.0731280864	0.0410118395	0.0555125511	0.007530647	0.07142434	-0.121245555	0.0674547144	-0.0495002548	0.1554286419	-0.0940026866	0.2309137462	-0.0098303073	0.0124042099	-0.0157028126	0.073045264	-0.0499277911	0.0173852597	-0.0503280288	0.0507525326	-0.0413375344	-0.2243507425	-0.0175127859	-0.0279182544	-0.1280993741	-0.0812633446	-0.0406715251	-0.0987191359	-0.0999102937	0.1065129237	-0.0086744842	-0.0741793351	0.0306120743	-0.0162668391	0.044839802	0.0109089081	-0.0436924246	-0.0841618619	-0.0353261813	-0.1298897205	-0.0655812932	-0.0066983645	-0.0474603913	-0.0585046059	-0.0157407326	0.0590397759	-0.1177931158	-5.8834e-06	-0.0893908711	-0.0779787968	-0.04692116	-0.1193046396	0.014213615	-0.0318998461	-0.0880307138	-0.0102373327	-0.0256411943	-0.0691465619	-0.2241173991	-0.0276006452	-0.0219610347	0.0711474587	-0.1673837993	-0.0576568738	-0.0394309867	0.0520517092	0.0694208844	-0.0010485201	0.0129695892	-0.0597085819	0.0286181804	0.0253126126	0.1492270912	0.0585900905	0.0532258965	0.0588139982	0.2581889818	0.0179142364	0.0503722465	0.0906240132	0.0169653786	0.0691603034	0.014702788	0.1021738733	0.1009054916	0.0988031726	0.0958842909	-5.29289e-05	9.832100000000004e-06	2.80146845521e-09	9.667019041000008e-11	0.0284684	0.006545	0.00081044979856	4.283702500000003e-05	-0.0225934	0.0113743	0.00012937470049	0.00051046172356	0.00105394	-0.00028091	1.1107895235999998e-06	7.891042810000006e-08	0.000281444	0.000281444	7.9210725136e-08	7.9210725136e-08	-0.000567909	0.0	3.22520632281e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
57074.39157260431	173.69646997178643	30170.463680659705	3257486173.382966	118621.42419639716	776.7170368931547	603289.3554000823	14071042278.381598	55469.85635249871	148.73716950220114	3076904963.7668414	22122.745591526516	75230.84953089284	55858.997839905336	1.158537	19.939032	0.029316651	0.0188118	-0.0999478413	-0.0178872729	-0.0825174747	-0.0390069399	-0.0792809469	0.0448749729	0.024289646	-0.0765766869	-0.0270739097	0.1368661241	-0.0464435258	0.0391407656	-0.0263873053	0.0004797529	-0.0774930524	-0.0925494783	-0.0620559769	0.0434391959	-0.1824494414	-0.1093389093	0.074306292	-0.1082721652	0.0528297145	0.1356658301	0.029128261	-0.0324390381	0.2130896124	-0.0764588538	-0.0580905114	-0.0083772217	0.0458895866	-0.0378297646	0.0867749426	-0.0262012272	0.0058433077	0.0799203117	0.0028064068	0.0863735242	-0.0095807541	-0.0016862436	0.0873855119	0.1734370401	-0.0102728237	-0.0079114608	-0.0416185864	0.007102123	0.2412182942	0.0498901808	-0.0120858711	-0.0640514079	0.0223650712	-0.1611021442	0.0942290141	0.0851989201	-0.0199822658	-0.0274938731	0.0998180831	0.0356887471	-0.006151323	-0.1285889816	0.0537569825	0.0484227243	0.0593714131	-0.1745987017	-0.0095325696	-0.059270849	-0.1435092382	0.0096900469	0.1284464105	-0.0616093389	-0.0295103827	-0.0250734576	-0.0115720307	-0.0927211828	-0.1322472309	-0.0439008619	-0.0731830686	0.0230997649	0.0315316962	-0.0122120494	-0.078458348	-0.0633523758	-0.0504080604	-0.1050326395	0.1080302101	0.0590095589	-0.0623645364	0.102005852	0.1002367339	0.0973108962	0.0932621027	-4.72279e-05	5.7009999999999984e-06	2.23047453841e-09	3.250140099999998e-11	0.0231764	-0.005292	0.00053714551696	2.8005264000000016e-05	-0.0226134	-1.9999999999999185e-05	3.9999999999996734e-10	0.00051136585956	0.000777035	-0.0002769049999999	6.03783391225e-07	7.667637902499997e-08	0.000484518	0.000203074	4.123904947600001e-08	2.34757692324e-07	-0.000567909	0.0	3.22520632281e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
57201.9057013826	127.51412877828987	16259.853038086298	3272058015.869868	118243.7090466698	-377.71514972735895	142668.73433356118	13981574729.1135	55408.51328246061	-61.34307003809954	3070103344.172614	3762.972241699186	74921.42200940658	56037.63763548705	1.277208	21.981428	0.0827478078999999	0.0486587	-0.0526636873	-0.1081635277	0.0483335113	0.0067186851	0.0605373583	-0.1326881551	0.0222313394	-0.0383853823	-0.0321208871	0.0122225911	-0.0604296558	-0.016382112	0.1109319419	-0.0299021887	-0.1209670499	-0.0224092775	-0.0291081671	-0.117296984	0.0346943767	0.1081519093	0.0986251017	0.11808973	0.1002827181	0.0911896299	-0.0488964711	0.0296202281	0.0090112311	-0.0931599211	0.0620412928	0.1120843897	-0.0987983082	-0.0003540773	0.0024389507	0.079073149	0.0541415294	-0.0740892485	0.0267771483	-0.0319280539	-0.0579145931	0.0542937984	0.0160477755	-0.1286392981	0.0742431826	-0.0290817931	0.0421728271	-0.0351540184	-0.0067105831	0.0683264644	0.1549243236	-0.1350233377	0.065571697	-0.0080835528	-0.0318285115	0.002501857	0.0855867086	0.0314945314	-0.0881228049	0.1082892449	0.0325224283	-0.0605539784	0.0185372002	-0.0940185281	0.0157960626	0.0740153316	-0.049517722	0.05841475	-0.0842063661	-0.0947706295	0.0399910391	-0.1288577962	-0.0337631226	0.0312774124	0.0222528785	-0.0500983527	-0.0062030756	-0.0689102127	-0.0427832256	0.104219022	-0.0758701455	0.0736079093	-0.0491528333	0.0227359063	0.1466124956	0.1534652181	-0.0195812841	-0.0544416547	0.1851524792	0.1018099433	0.0994583687	0.0955792289	0.090232103	0.00280611	0.0028533379	7.8742533321e-06	8.14153717157641e-06	0.00054603	-0.02263037	2.981487609e-07	0.0005121336463369	-0.0227016	-8.820000000000008e-05	7.779240000000015e-09	0.0005153626425599	5.0864e-05	-0.000726171	2.587146496e-09	5.273243212410001e-07	0.000179019	-0.000305499	9.332963900100003e-08	3.2047802361e-08	-0.000679757	-0.000111848	4.62069579049e-07	1.2509975104e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
57427.09856188666	225.19286050405933	50711.82442200073	3297871649.236645	117946.16491080853	-297.5441358612734	88532.51278543191	13911297817.16764	55470.44815946216	61.93487700154947	3076970619.011579	3835.928989197061	75006.84105293927	56916.88489165435	1.301867	22.405832	0.061148973	0.0349267	-0.0094591385	0.0498593256	0.084101238	0.0163137058	0.0937290291	0.0452040323	-0.0504142788	-0.0120876782	-0.0729664425	0.0474538484	-0.0301244692	0.04748857	0.0173480473	0.0348595306	0.1543371426	0.029860181	0.0148658151	0.0880490508	-0.1061071488	0.0346479538	-0.0046663267	-0.0690440531	0.0698196394	0.0235099552	-0.0106792684	0.0517363327	0.0602111151	-0.0979161098	-0.0679492066	0.0101878695	-0.0585838211	0.0404591615	-0.1438222678	0.0329401143	0.0694757454	0.0634474835	-0.1191068163	-0.0503679903	0.0197613059	-0.0999462574	0.0377301485	0.10281193	-0.0241332931	0.1370424772	-0.0255149911	-0.0394263135	-0.0462758112	0.0438234171	0.1299961886	0.0708892288	-0.0532429058	-0.0614583822	0.0253403989	-0.1140559832	0.0732278309	-0.0362563887	-0.0830566213	-0.0809744647	0.0368232357	-0.0926846995	0.1023579647	0.0537153726	-0.004926989	-0.0890448037	0.1239969704	-0.0586550291	-0.0334055169	-0.0500491095	0.0973871768	-0.0833202686	-0.0621579142	-0.0239469039	0.0097219665	0.055318127	-0.1097432788	-0.0369527246	-0.0010636698	-0.0123276869	0.0785032125	0.0447076413	0.1028788692	0.0794440097	-0.0350803814	-0.0192648296	-0.0940134901	-0.0111126918	-0.0391770398	0.1015862008	0.0985712473	0.0936124309	0.0868075413	-6.2761e-05	-0.002868871	3.938943121e-09	8.230420814641001e-06	0.000583132	3.710200000000001e-05	3.40042929424e-07	1.376558404000001e-09	-0.0561129	-0.0334113	0.00111631496769	0.00314865754641	-0.000154903	-0.0002057669999999	2.3994939409e-08	4.234005828899999e-08	-0.0	-0.000179019	3.2047802361e-08	0.0	-0.000567909	0.000111848	3.22520632281e-07	1.2509975104e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
57640.78501901577	213.686457129108	45661.90196039012	3322460097.6083927	119106.94253854948	1160.7776277409575	1347404.701063925	14186463760.881329	55709.44319594202	238.9950364798569	3103542061.2018905	57118.62746200815	75223.8606119165	58251.00673454216	1.270172	21.860332	0.0670205246	0.0342514	0.0625161898	-0.0263476851	-0.0411569831	0.04316765	-0.0469010341	-0.0412711179	-0.0593736721	-0.1459885909	-0.0649547282	-0.0312452274	0.1258997557	-0.0075297146	0.0520649667	-0.1165990436	-0.0311719388	0.0963655405	0.0752561253	-0.036168141	-0.1094451216	-0.0730746827	0.0943033757	-0.1339482074	-0.0049079131	-0.073790221	0.02496611	-0.0034248339	-0.0877458645	-0.0146601686	0.0046209305	-0.0731669814	-0.0226545658	-0.0752113409	-0.0555039617	-0.0252031716	0.1086726246	-0.1100299983	-0.0732244966	0.1385128346	0.0911698539	0.0683758708	0.0292868785	0.0233798035	-0.013526099	0.1323262324	-0.1080274372	0.1634557218	0.016002248	-0.1006944822	-0.0250159146	0.1358393497	0.0404163254	0.0374413139	0.0662087319	8.26634e-05	-0.0639173835	0.0818089534	0.0337592995	0.0002649266	0.1476189958	-0.0855615461	0.0048513322	-0.1416392726	-0.0361294059	0.0174366735	0.0837392757	-0.0441989733	0.0312131508	0.0021132729	0.0956591281	-0.0264615277	0.0015091966	-0.1478059471	-0.0555023714	-0.0673162566	-0.0438646507	-0.0010288065	0.0666879197	-0.0452187582	-0.0821280949	0.0083565683	-0.0100077157	0.0540517047	-0.0007715473	-0.0276912579	0.0129401809	0.1735508158	0.0345752285	0.1013346856	0.0975763397	0.0914153405	0.0830033923	-7.85936e-05	-1.5832599999999995e-05	6.17695396096e-09	2.5067122275999976e-10	-0.0271566	-0.027739732	0.00073748092356	0.0007694927314318	-0.0492	0.0069129	4.778818641e-05	0.00242064	0.000242776	0.0003976789999999	5.8940186176e-08	1.5814858704099997e-07	-7.28602e-05	-7.28602e-05	5.308608744040001e-09	5.308608744040001e-09	-0.000391407	0.000176502	1.53199439649e-07	3.1152956004000014e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
