global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	w_comp_cor_39	w_comp_cor_40	w_comp_cor_41	w_comp_cor_42	w_comp_cor_43	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06
57303.68754729668	n/a	n/a	3283712606.518204	119365.48097007693	n/a	n/a	14248118047.217796	56066.91855913561	n/a	3143499356.716745	n/a	75704.67575970474	55120.63925159881	n/a	n/a	n/a	n/a	-0.0580733904	-0.0418099069	-0.0332343975	-0.053251135	-0.0231395888	-0.0341115139	0.0156725161	-0.0740700616	0.2090253595	-0.0034625295	0.1925604709	-0.1547768667	0.0317855677	-0.0837469185	0.1099917754	-0.0485800761	0.0840293549	-0.0274687911	-0.0157057694	0.0364300849	-0.0340332741	0.1489077271	-0.0179341643	0.0776511017	-0.0137572625	0.0043467427	-0.135333347	0.1104605056	-0.0059519156	0.10626225	-0.1013729987	0.0011817045	-0.138225671	0.0832794361	-0.0127874957	0.046196014	-0.0125507217	0.0829258162	-0.0542123711	0.0768757427	-0.0565457914	0.0381808911	-0.0772954544	0.0722615724	-0.0445450646	0.0637362633	-0.0696124981	0.0006233056	0.0124085474	-0.1353383007	0.0996479268	-0.039234597	0.0350866253	-0.0450289011	0.0439655579	0.0051615663	0.0243215216	-0.0116265754	-0.0679373386	-0.0661050954	0.0211416856	-0.077680879	0.0386106628	-0.1060477501	0.0754553748	-0.1782654048	0.1289675879	0.121566088	-0.243765543	0.1538266662	-0.0662842078	0.0514874898	-0.009968867	0.0675316187	-0.0954601981	0.1270657839	-0.1749792797	0.0854855891	-0.0853916901	0.0187408088	-0.030899139	0.0589653668	-0.0064068559	0.0634209049	-0.0052921174	0.0099169586	-0.125027631	0.0728365319	-0.0533108985	0.0548097617	-0.1137813543	0.102594329	0.1025838106	0.1025662807	0.1025417406	0.0204436	n/a	0.0004179407809599	n/a	-0.000195645	n/a	3.8276966025e-08	n/a	-0.0684598	n/a	n/a	0.00468674421604	0.00153256	n/a	2.3487401536000004e-06	n/a	-0.000363608	n/a	n/a	1.32210777664e-07	0.0	n/a	0.0	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0
57325.891885751815	22.204338455136167	493.0326462302388	3286257880.496906	119568.41093153626	202.92996145933284	41180.56925788632	14296604892.69272	56081.492151106366	14.57359197075857	3145133761.8946047	212.3895829301587	75841.50644671763	56195.64363511289	1.278218	23.686113	0.109922845	0.0757636	-0.0174345954	0.1038376309	-0.0571558739	0.080063943	0.0487051256	0.0245082072	0.0820550025	-0.0685556772	-0.078677827	-0.1100015583	0.0527575663	0.1246669751	0.0276777262	-0.1101670672	0.0474839864	-0.0304585962	0.1431490055	-0.0102129727	0.0182565132	0.0999960373	0.0680171551	-0.0764858786	-0.1501965563	-0.0678574132	0.027022266	0.0247320066	0.011601803	0.0982774276	0.0568909	-0.0664712571	-0.076241479	-0.0837898391	-0.0613321742	0.0555567929	-0.0803457935	-0.0187495687	0.0535501255	0.0639481284	-0.1175830604	-0.0618934032	0.1011715356	0.0793256512	-0.0383278259	-0.0108478192	-0.0045076438	0.1410194445	0.0445126744	-0.1219468022	0.0058810364	-0.0577328594	-0.1559258569	-0.036621694	0.0440877023	-0.0778855261	0.1228781102	0.0733605708	-0.1089845615	-0.0425702397	0.0503332133	0.0285188359	-0.1243639749	-0.0782661025	0.0160154541	-0.1594212959	0.1482427266	-0.0266195304	-0.1025878429	0.0952953848	-0.0098489629	0.0862590644	-0.0115366992	-0.0409046786	0.0315839106	0.0740798029	0.010564305	0.1470477809	-0.0220698701	0.0057191792	-0.0620312802	0.1031617468	-0.0750027275	-0.152899253	-0.022595734	0.1365942915	-0.0530755658	-0.0702779061	-0.0730912025	0.0276537182	0.0812764861	-0.1291806791	0.0367756059	0.1025662807	0.1024716367	0.1023139614	0.1020933517	0.0253826	0.004939	0.00064427638276	2.4393721000000024e-05	0.0200167	0.020212345	0.0004006682788899	0.000408538890399	-0.0684626	-2.799999999997249e-06	7.839999999984596e-12	0.00468712759876	9.113e-05	-0.00144143	8.3046769e-09	2.0777204449e-06	-0.000109664	0.000253944	6.448755513600002e-08	1.2026192896e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
57155.80786275802	-170.08402299379668	28928.57487775436	3266786372.4445114	119401.3142369394	-167.09669459685392	27921.305345194272	14256673841.508348	55928.297736316	-153.19441479036325	3127974487.6820097	23468.52872296186	75932.13073478718	55450.85873688515	1.374795	25.475737	0.05743915	0.0330533	-0.0620755062	-0.0404845663	0.0493656773	0.1592246401	0.0672491516	-0.0614180638	0.1358965929	-0.0151580852	-0.0135195307	-0.1011076316	0.0190237715	0.0590853182	-0.0908351786	-0.0144237872	0.1156192166	-0.0389450895	0.1002083374	-0.0861334591	0.0722312015	0.133253387	0.0224544516	-0.0546545886	-0.0164827489	0.0757463103	0.0576081755	-0.1188025246	-0.1127618902	0.021949478	-0.051256104	0.0594134766	0.0508436078	-0.0812357583	0.023841581	0.0129926584	0.0186053408	-0.0153595335	-0.0680271355	-0.112361185	-0.0844123207	-0.0233928969	0.088498386	0.0694030849	-0.0692837266	0.0972546801	0.0288840345	0.0892733151	-0.1350786225	-0.0420997381	0.0197673591	-0.0169079605	-0.0410399593	0.0279509703	-0.1221558509	0.0596558302	-0.1561756189	0.0403430694	0.0106113523	-0.1580516191	0.1084682852	0.0023316129	-0.0850143561	0.0148661668	-0.0004034627	-0.062071401	0.0646911143	-0.0082558762	0.020880661	0.1009282296	-0.000328689	-0.0242708403	-0.0322606222	0.0327690762	-0.0984582036	0.1020482869	0.1033423252	0.0305221032	-0.055051547	0.0652830614	-0.035472699	-0.1062987668	0.0004840305	-0.0281325788	-0.0658121609	-0.0781353998	-0.1085939923	0.0822296034	-0.0479586769	-0.0716902087	-0.0711444898	0.0756873097	0.0172067212	0.1025101919	0.1022474116	0.1018099433	0.1011985345	0.00430965	-0.02107295	1.85730831225e-05	0.0004440692217025	0.0204084	0.0003917	0.00041650279056	1.534288900000014e-07	-0.0684484	1.4199999999991997e-05	2.0163999999977272e-10	0.00468518346256	0.000547893	0.000456763	3.001867394490001e-07	2.08632438169e-07	-0.000110721	-1.0570000000000002e-06	1.1172490000000005e-12	1.2259139841e-08	0.000261386	0.000261386	6.832264099600001e-08	6.832264099600001e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0
57111.11282424497	-44.69503851304762	1997.64646768281	3261679208.0236382	119611.20955465767	209.89531771827023	44056.04440005361	14306841451.128231	55892.04300312176	-36.25473319424054	3123920471.0628123	1314.4056789855672	75933.63854072991	54857.6915814231	1.236668	22.916174	0.03965375	0.020241	-0.1057999445	-0.0848278035	-0.0772478603	0.0646174879	-0.0287373065	-0.0886467779	0.1144431216	-0.0210990221	0.0421134149	0.0364265254	0.0267211722	0.0207711929	0.0004508376	0.0233957751	0.1592223537	-0.0316265757	-0.0267894932	0.0797844401	0.056528161	-0.1498436563	-0.0005361855	0.1156547924	0.0019842587	0.0766014859	-0.0465212384	-0.121905792	0.0849707395	-0.0131550025	-0.0358021792	0.0478067918	-0.0668613398	-0.0870309806	-0.023102316	-0.0340970209	-0.1848322144	0.0330855025	-0.0468461372	-0.0783928551	-0.0446746411	0.0370766238	0.0232879886	-0.0495710668	-0.0410921257	-0.1896711649	-0.0303251915	-0.0046483511	-0.0150391731	-0.0040103296	-0.0335762788	-0.094962881	-0.0841815916	0.029454471	-0.0458275682	-0.0185952295	0.07116187	0.0812564799	-0.0818884655	-0.1757957518	0.0206515042	-0.0295594978	-0.0303858873	0.0062035295	-0.019423686	-0.0137275647	-0.1183732058	0.0485581649	0.1556109896	0.1247759521	-0.071776366	0.0094573174	0.1805948446	-0.1061703698	-0.0727355526	0.0008933706	-0.0690710815	0.0387694287	-0.0715636089	0.1411020883	0.0212196339	-0.0685454132	-0.02160559	-0.1404051029	-0.0358193724	0.0462254174	0.1162005264	0.0269373805	-0.042043931	-0.0047545863	0.0126408564	0.1547802483	0.0308890807	0.1024260777	0.1019113804	0.1010554665	0.0998612018	0.0120631	0.00775345	0.00014551838161	6.0115986902500005e-05	0.0368647	0.0164563	0.00135900610609	0.00027080980969	-0.0684394	9.000000000009e-06	8.100000000016202e-11	0.00468395147236	0.000627577	7.9684e-05	3.938528909290001e-07	6.349539856e-09	-0.0	0.000110721	1.2259139841e-08	0.0	0.000143091	-0.000118295	2.0475034281e-08	1.3993707025e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0
57078.32268621177	-32.790138033196854	1075.1931522361028	3257934920.6713176	120134.50596374046	523.2964090827882	273839.1317589408	14432299523.151993	55880.9819467359	-11.061056385864504	3122684143.3314238	122.34696837127392	75940.02980272032	54611.44990886592	1.077737	19.971077	0.06624225	0.0349943	-0.1220224304	0.0196674522	-0.0898738578	0.0279101347	-0.128134509	-0.0269062994	0.0329336349	-0.0613469255	0.0693416046	-0.0694463654	0.0498936048	-0.0058144784	-0.0684189852	0.0609090818	0.0916107077	-0.0695693057	-0.0227796189	0.0882091885	0.0033739244	0.2026547704	0.0362825585	-0.0082587443	0.0605019029	-0.0020897443	-0.1270409108	-0.014048738	0.0557332139	-0.1520953546	0.0363911579	-0.1040052586	-0.0331943464	0.1054794822	-0.1204980386	0.0739683762	-0.0237198448	-0.1041761489	-0.0551390546	-0.0308153956	-0.0739876193	-0.1071004389	-0.0488530858	-0.0803483204	-0.0600443411	0.0085702172	0.0120313425	-0.0513083731	-0.0024418241	0.0479205999	-0.029516665	-0.0945077679	0.018705963	-0.1705157931	0.0705704953	0.0281193588	-0.0313771352	-0.129028198	-0.0557936365	-0.1305700098	-0.0939970087	0.0127132562	0.0546968259	-0.0463996444	-0.0011337219	-0.044075655	0.0211031919	-0.0206039079	0.0551685045	-0.0009461573	0.004768372	0.0372475556	0.0772486973	0.0997796105	-0.0918564712	0.0995721168	0.0563575318	-0.0229676324	0.1161107266	-0.0311359097	-0.1272644327	-0.0448439141	0.0022962187	0.0490396513	0.0568968411	-0.017734339	-0.0579980942	0.1207042481	-0.1004686539	-0.1053773829	0.0594707957	-0.1416797177	0.047431009	0.1023139614	0.1014639107	0.1000523871	0.0980872016	0.0126842	0.0006210999999999	0.00016088892964	3.857652099999993e-07	0.0147656	-0.0220991	0.00021802294336	0.00048837022081	-0.045785	0.0226543999999999	0.0005132218393599	0.002096266225	0.000546516	-8.1061e-05	2.986797382560001e-07	6.570885721e-09	-0.000193201	-0.000193201	3.7326626401e-08	3.7326626401e-08	0.0	-0.000143091	0.0	2.0475034281e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0
57086.63880265633	8.316116444555519	69.15779271940671	3258884329.7849474	119723.18904125415	-411.3169224863086	169181.610723608	14333641994.207878	55767.98195684524	-112.9999898906608	3110067811.539016	12768.997715289444	75688.61513226919	54427.11414664919	1.106496	20.504004	0.0285578499999999	0.0182227	-0.1302525407	0.0646666273	0.0500281737	0.0368014373	0.0154054748	0.1183412261	0.1006216391	-0.029617764	0.0607898519	-0.0248946346	0.0081006185	-0.0137697023	0.0447960723	0.125065973	0.0325055244	0.0104893699	0.1008090189	0.0522579965	0.0317709871	-0.0218728596	0.0434763717	-0.0615169293	0.0973208474	0.0124464507	0.0944456191	-0.1751085008	-0.0148775848	0.0245531717	-0.0138642795	-0.0667594341	0.020422351	0.0918148667	0.0150173511	-7.58567e-05	-0.0513041965	-0.0277243776	0.1307726056	0.0379528014	-0.0265083952	-0.1519246798	-0.0111182949	0.0042764102	0.0113724922	0.0282530358	0.1112356946	0.029097441	0.03920681	-0.0362025653	-0.1243812469	0.0017678125	0.1151959565	0.0004061461	-0.0592312141	0.053860064	-0.0039513232	-0.0288345954	-0.0139114985	-0.0572249774	0.0470246397	0.1683709849	0.0425386514	-0.0045875511	0.0105819923	-0.0569948557	0.0312869181	-0.0762279189	0.0216880409	0.0574258199	-0.0112332996	-0.0810415114	0.0919443745	-0.098666834	-0.0037371772	-0.0399649262	-0.0568073091	0.0018298791	-0.0023332282	0.0348022204	-0.1270233729	-0.0563522028	0.0303202006	-0.0704901893	0.036014092	0.0025416219	-0.1442458045	-0.1052988606	0.1088262868	-0.1384686835	0.0610295368	-0.0002181401	-0.0082318061	0.1021738733	0.1009054916	0.0988031726	0.0958842909	0.0130672	0.0003829999999999	0.0001707517158399	1.4668899999999973e-07	0.0301121	0.0153464999999999	0.00090673856641	0.0002355150622499	-0.0439521	0.0018328999999999	3.359522409999994e-06	0.00193178709441	0.00067883	0.0001323139999999	4.608101688999999e-07	1.7506994595999977e-08	-0.000280796	-8.759499999999999e-05	7.672884024999998e-09	7.8846393616e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
57183.01073836129	96.37193570496312	9287.549991521542	3269896717.103543	119736.20898810234	13.019946848187828	169.51901592963617	14336759742.84252	55924.253079305774	156.2711224605373	3127522082.478241	24420.663715076244	75809.98251461331	54700.49653058104	1.210419	22.42976	0.0753522799999999	0.0429595	-0.1060011686	-0.1226944518	0.0437203163	0.0102510449	0.0208379919	-0.0391221779	0.0336226489	0.0850617117	0.0903348461	0.0015210113	-0.0458333072	0.0486029139	0.0285250237	0.0314833778	0.0598586085	0.0354805542	-0.0462036573	0.0229873789	0.0055341778	0.0531381996	-0.0121640561	-0.0374042026	0.1051684866	-0.0292661743	0.0385419037	-0.0374972259	-0.0590901887	0.0041973758	0.0300202891	0.1042992211	0.0211139493	-0.0531381533	-0.0396412912	0.0232626316	0.0743377439	0.0208561698	0.0954734121	0.1122082195	0.0470766657	-0.1441124685	-0.0219976935	0.0215891124	0.0700237276	-0.0405111573	-0.0474280159	-0.1574329032	0.0556194994	0.0574019905	0.0327923096	-0.1389451405	0.021122239	-0.0176117667	-0.1801168072	0.0111045477	0.0419592549	-0.0779866566	-0.045425828	-0.0564714177	0.0187891674	-0.0241139337	0.0300570032	0.0800206969	-0.0222213253	0.0008930311	0.0608026183	0.00266841	0.061521522	-0.0022812121	-0.005740849	-0.0601555877	-0.0115155689	-0.0711238632	-0.0339945469	0.0619682271	-0.0257617756	-0.0937917069	-0.0405630021	-0.0278836977	-0.0766858911	-0.0220279316	-0.0582715087	0.0016615981	0.0168246097	0.0697624102	0.0078696085	-0.0683990049	0.1172906907	-0.0559913136	0.0150555119	0.2216297383	-0.0681500384	0.102005852	0.1002367339	0.0973108962	0.0932621027	0.0159793	0.0029120999999999	0.0002553380284899	8.480326409999995e-06	-0.00682358	-0.03693568	4.65612440164e-05	0.0013642444570624	-0.0341007	0.0098514	9.705008196000008e-05	0.0011628577404899	0.000582467	-9.636299999999992e-05	3.392678060890001e-07	9.285827768999985e-09	-0.000415174	-0.000134378	1.8057446884e-08	1.72369450276e-07	0.000282321	0.000282321	7.9705147041e-08	7.9705147041e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0
57312.34709917974	129.33636081844452	16727.89422975887	3284705130.016856	120436.66411468272	700.4551265803748	490637.3843527288	14504990063.072905	55888.71706376165	-35.536015544123075	3123548695.033202	1262.8084007521568	75815.67464684503	55671.93666699131	1.238369	22.947697	0.07618748	0.0412783	-0.0736320931	0.0430693622	-0.0636836746	-0.0985087871	-0.0498346989	0.0432754404	-0.0802375429	-0.0698862758	0.0429302218	-0.0894718814	-0.0184153554	0.0656846003	-0.0364319788	0.0539514207	-0.0240159806	-0.0416749653	-0.0178332391	0.1153860938	-0.0181856284	0.0132473085	0.0433748894	0.0362302004	0.1457207692	-0.071020764	0.0157429261	-0.0742786638	-0.0146370506	-0.1029347851	-0.0605724844	0.0701554139	-0.0092850634	0.0624396861	0.0988132269	0.0290281888	0.0812977424	-0.0329710536	-0.1496642524	0.0320071877	0.1552244689	0.1056817114	0.1189547924	0.125321973	-0.0786733405	-0.0086364317	0.0458757833	-0.0034110505	-0.0219736685	0.056473468	0.0103810767	0.0496706974	-0.0261641184	0.012770795	-0.0133507569	-0.0646650567	-0.0855867739	0.0149938795	-0.1018346133	-0.0197560027	-0.0491369257	0.0442195184	0.0922259814	-0.0888152241	-0.0724703368	-0.0581623205	0.0230573316	0.0919045979	-0.0163780782	-0.0294720034	0.0429467006	-0.0254960439	-0.0130270602	-0.0006572201	0.0414420747	-0.0480833653	0.1412299793	-0.139747842	-0.0066055472	0.0285169288	-0.0764442426	-0.0556573235	0.0395898903	-0.0112434418	-0.0952773684	-0.1610410565	0.0372524556	-0.0354822454	-0.0213230773	-0.0310018315	-0.0795074758	0.0876039837	-0.1058234797	0.1018099433	0.0994583687	0.0955792289	0.090232103	0.0207595	0.0047802	0.00043095684025	2.2850312040000016e-05	0.0137836	0.02060718	0.00018998762896	0.0004246558675523	-0.0513121	-0.0172114	0.00029623228996	0.00263293160641	0.00106185	0.000479383	1.1275254225e-06	2.29808060689e-07	-0.000261663	0.000153511	2.3565627121e-08	6.846752556899999e-08	0.000321201	3.8880000000000034e-05	1.03170082401e-07	1.5116544000000027e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0
57441.42892285199	129.08182367225527	16662.1172025552	3299517756.6990576	119507.73843779818	-928.9256768845372	862902.9131753955	14282099546.517183	55978.48117033838	89.76410657673114	3133590354.137929	8057.594829518746	75667.97586649431	55873.03429074064	1.19177	22.084173	0.02603309	0.0147339	-0.0332205906	0.0122846908	0.128777029	-0.0333166207	0.1163046252	0.0452815744	-0.0072849648	0.0708794919	0.0573139536	-0.0022946581	0.1172455629	-0.0028970092	0.0689017197	-0.0164985363	-0.0578643357	-0.0340351769	4.17558e-05	-0.0784949485	0.0662505688	0.1604470682	0.0477684012	0.0737855257	-0.0342856702	0.0729188133	-0.0109134263	-0.0073700364	0.0415626484	0.0620013846	-0.0324233187	-0.0692549168	-0.0388566707	0.1172520727	-0.0917445737	0.0741604814	0.1159819352	-0.1098597048	-0.0314274197	-0.0053120506	-0.0242567092	-0.0920529992	-0.0791174172	-0.0215730684	-0.0112641509	-0.1373778314	-0.2639585911	-0.0643915193	-0.0597932297	0.008953974	-0.0131262465	0.0159050551	-0.0430145224	-0.0641702589	0.0507369212	-0.0580916649	0.0191279225	0.0284649247	0.078961603	0.0454511524	0.0889192703	0.0029398998	0.0017603556	0.0294738268	-0.011665964	-0.0122699976	0.1497418749	-0.0788766877	0.0503314996	0.0292452367	0.0295279536	0.0350682813	-0.0027091064	0.0713761801	-0.1697431199	-0.0202978227	-0.0698113746	0.0084924872	0.0063797256	-0.0369265227	-0.0125185669	-0.0447031982	-0.0377262451	0.0285067669	-0.0370720592	-0.0566390159	-0.0467900554	0.0263442094	0.0487918038	0.00556394	-0.0496834664	-0.0482931875	0.1473434391	0.1015862008	0.0985712473	0.0936124309	0.0868075413	0.0187063	-0.0020532	0.0003499256596899	4.215630240000006e-06	0.0076142099999999	-0.0061693900000001	5.797619392409848e-05	3.806137297210124e-05	-0.0488359	0.0024761999999999	6.131566439999989e-06	0.00238494512881	0.000845769	-0.000216081	7.15325201361e-07	4.6690998561000016e-08	-0.000204917	5.674599999999999e-05	3.220108515999998e-09	4.1990976889e-08	0.000287342	-3.3859000000000016e-05	8.2565424964e-08	1.146431881000001e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0
57558.59520351255	117.16628066056	13727.937323829115	3312991881.8018184	120263.14314840767	755.4047106094949	570636.2768110147	14463223599.934397	55979.28047562435	0.7993052859674208	3133679842.5686173	0.6388889401754603	75789.82765006744	56711.74505218616	1.274619	23.619425	0.06678009	0.0339858	0.0163218897	-0.0840867028	-0.0602423649	-0.0927611522	-0.0026527173	-0.0785107812	-0.1051401088	-0.0385235251	-0.0049501184	-0.052027933	0.0114712241	-0.0035941651	0.0476943275	-0.0384975335	0.0705270934	-0.0907905912	-0.0908160504	0.0175327075	0.0919814651	-0.1042841917	-0.0232888474	0.0328965826	-0.1132929151	0.026983963	0.0241277796	-0.0055074715	0.0167732886	0.1049782552	-0.0753167232	-0.0186456884	-0.0328043767	-0.0231758731	0.069782112	-0.1295039979	0.028908056	-0.0905383443	-0.0196026234	0.0560473376	0.0892884449	0.0345711313	-0.0086829644	-0.0081625354	-0.0010678707	0.0591218027	-0.0249958674	0.0006713123	0.0357963639	-0.060836419	0.0731960508	0.0672015379	-0.1147913787	-0.0598766682	0.0596112312	0.1254168891	-0.0708812391	-0.0372083119	-0.0446860048	-0.0039643173	-0.0142244398	-0.1312885245	0.0453164215	-0.0540170868	-0.0651019311	-0.0652394927	-0.0168956316	-0.0467245614	-0.0323375204	0.0202003306	-8.8259e-06	-0.0336919292	-0.0477035037	-0.0318746208	0.0125394436	-0.0851179829	-0.0301644185	0.0541335342	0.0449742947	0.0308448225	0.108745198	-0.107629041	0.1817052801	-0.1173110028	-0.0936180014	-0.04900794	-0.042557152	-0.0636180349	-0.0717413724	0.0695031324	-0.0331536108	-0.0138165588	-0.0530940483	0.1013346856	0.0975763397	0.0914153405	0.0830033923	0.0251545	0.0064482	0.00063274887025	4.157928324000001e-05	0.0180994	0.0104851900000001	0.00032758828036	0.0001099392093361	-0.0657234	-0.0168875	0.00028518765625	0.00431956530756	0.001216	0.000370231	1.4786560000000002e-06	1.3707099336100004e-07	-0.000206528	-1.6110000000000224e-06	2.595321000000072e-12	4.2653814784e-08	0.0	-0.000287342	0.0	8.2565424964e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0
