global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28
54485.581359666416	n/a	n/a	2968678576.100828	80938.19286252742	n/a	6550991063.851684	n/a	54337.72921070772	n/a	n/a	2952588815.7762	58655.77936187954	50806.45329744347	n/a	n/a	n/a	n/a	-0.0483352493	-0.0290620474	-0.1462841652	0.0432473102	0.1307508488	0.0133575282	0.1878217814	-0.1042133168	0.0439527839	-0.0999419492	-0.0184102787	0.0689916941	-0.0810905509	0.033200711	-0.0989593933	0.0685488711	-0.1373897662	0.1954891353	-0.1147946595	0.2218202337	-0.0713961495	0.0351641515	-0.1436108379	0.0703131435	-0.0058146368	0.0232024495	-0.1054774001	0.0752013441	-0.0129527513	-0.0029663514	0.0113898629	0.0276487343	-0.0884374423	0.1281080712	0.0324180457	-0.100478974	-0.084178078	0.0898708486	0.1491255661	-0.0584115357	0.0303752261	-0.0271112231	0.0046629404	-0.0405761799	0.2076262433	-0.1378124612	-0.2192660205	0.0963063173	-0.0822153965	0.053428063	-0.0115033678	0.1778235197	-0.153489972	0.0369705986	-0.0159152208	0.0003113088	0.102594329	0.1025838106	0.1025662807	0.1025417406	0.0578795	n/a	n/a	0.00335003652025	-0.0171539	n/a	n/a	0.00029425628521	-0.193818	n/a	n/a	0.0375654171239999	0.0014767	n/a	n/a	2.1806428900000003e-06	-0.00101037	n/a	n/a	1.0208475369e-06	-0.00154689	n/a	n/a	2.3928686721e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
54196.16832764324	-289.41303202317795	83759.90310484903	2937224661.39824	81292.19933225398	354.0064697265625	6608421672.274914	125320.5806082636	54285.49278492647	-52.236425781251455	2728.644178400192	2946914726.902304	58652.08890678797	50133.78049957403	1.015904	24.611546	0.11793113	0.0682252	-0.068318581	-0.0626265583	-0.1284155164	0.0779660595	0.105733118	0.0524795382	0.1599434329	0.0324287806	0.0522802522	-0.1107758355	-0.0189993799	0.1125551921	-0.0949221001	0.0124616393	0.0442518823	0.1665502738	-0.1448277761	0.0402186886	-0.0413359118	0.0367484377	-0.0380040871	0.1015994249	-0.1617242304	0.0294091543	-0.0626569434	-0.0172309719	-0.0880815343	0.0086951881	-0.0067712989	-0.1181498283	0.0198450852	0.0055095341	-0.1277114014	0.1027053434	0.1988912825	-0.0910564518	-0.0866679594	0.095407592	0.1370340881	-0.0269056802	0.0621388427	-0.0675025212	0.1629273378	-0.0846473903	0.0518831673	-0.0567371729	-0.1260178401	0.0611885404	0.0591537896	0.0304849478	0.0226653866	0.1732848899	-0.0847163023	0.2006777824	-0.078030775	-0.029412641	0.1025662807	0.1024716367	0.1023139614	0.1020933517	0.060133	0.0022534999999999	5.0782622499999934e-06	0.0036159776889999	-0.00889677	0.00825713	6.818019583689999e-05	7.91525164329e-05	-0.142928	0.0508899999999999	0.0025897920999999	0.020428413184	0.00105356	-0.00042314	1.7904745960000002e-07	1.1099886736e-06	-0.0017169	-0.0007065299999999	4.991846408999999e-07	2.94774561e-06	-0.00154783	-9.400000000000554e-07	8.836000000001041e-13	2.3957777089e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
54117.96134573416	-78.2069819090757	6116.332019326493	2928753740.218377	80014.08631441886	-1278.113017835116	6402254008.731272	1633572.8863595873	54400.52243795956	115.02965303308883	13231.821076912804	2959416841.5229416	58646.16866586768	47358.01365367937	1.346204	32.613476	0.11738193	0.0724916	-0.04382572	-0.1451580547	0.0168094607	0.0724182388	0.0939059108	-0.0442500005	0.128126553	0.0981795335	-0.0052574625	-0.0769711734	-0.0171923488	0.0988345255	-0.1093418537	0.0592576135	-0.1954981773	0.039306069	0.0580996075	0.1595518742	-0.0490780697	0.0181997665	0.0761058678	-0.0125489276	-0.0389579049	0.0475527397	0.0131383712	-0.1078455274	-0.0687802995	-0.1420853044	-0.0632857373	0.0157582152	-0.045013725	0.2404773297	0.1477444525	-0.0977971473	0.002672383	0.0119208682	-0.0806189031	0.0838329353	0.1080898038	0.0066158681	-0.0018655146	0.0173146709	-0.0138052606	-0.0996976793	0.1138450279	0.174177301	-0.2261736033	0.075818216	-0.023481653	0.1368442378	-0.0233329178	0.0427395538	0.0716694048	-0.0470836458	0.0860780768	0.0688659114	0.1025101919	0.1022474116	0.1018099433	0.1011985345	0.0642831	0.0041500999999999	1.7223330009999973e-05	0.00413231694561	-0.0176776	-0.00878083	7.710297548890003e-05	0.00031249754176	-0.0955289	0.0473991	0.00224667468081	0.00912577073521	0.000110512	-0.000943048	8.893395303040001e-07	1.2212902144e-08	-0.00182583	-0.00010893	1.1865744900000031e-08	3.3336551889000005e-06	-0.00163689	-8.905999999999996e-05	7.931683599999993e-09	2.6794088721e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
54321.27077777577	203.30943204160576	41334.72515708031	2950800458.9124355	80952.15872353001	938.072409111148	6553252001.999596	879979.8447355927	54399.92457490809	-0.5978630514728138	0.3574402283163844	2959351793.7556887	58715.000769594015	47679.211928204015	1.117878	27.081999	0.19280735	0.0969349	-0.0318831198	-0.1108051635	0.0576482911	-0.02602042	0.0032062595	-0.0424233626	0.0217986371	0.0470705889	-0.0524817162	-0.067242142	-0.0556971767	0.0292820365	-0.072723911	-0.0660035903	-0.0400528549	0.0344074838	0.0011562147	0.0377155018	-0.0356868503	0.04896828	0.1472479389	0.0213022902	-0.1121912935	0.0016738492	0.0693146864	0.053221251	0.0505325051	-0.0613833484	-0.0905587828	-0.037743918	-0.0377601427	0.0564607624	-0.0536589168	-0.0411210852	0.0196951137	-0.0091798586	-0.0370322772	-0.0032745504	0.0793438751	0.0139529094	0.0198092897	-0.0471647503	0.0026611799	0.0356939886	-0.0329746792	0.0107198775	-0.1133041866	0.0316589887	-0.0359930905	-0.0165742026	0.1447225448	0.0592908212	-0.006796992	0.0012763811	0.1221862453	-0.0116937517	0.1024260777	0.1019113804	0.1010554665	0.0998612018	0.126192	0.0619089	0.00383271189921	0.0159244208639999	-0.011247	0.0064306	4.135261636000002e-05	0.000126495009	-0.0798389999999999	0.0156899000000001	0.00024617296201	0.0063742659209999	0.000787102	0.00067659	4.577740281e-07	6.19529558404e-07	-0.00224818	-0.0004223499999999	1.7837952249999976e-07	5.0543133124e-06	-0.000560271	0.001076619	1.159108471161e-06	3.13903593441e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
54477.07385211303	155.80307433726557	24274.597972943506	2967751575.4885774	81488.25106436746	536.092340837451	6640335061.529385	287394.99790457776	54626.66021369485	226.7356387867621	51409.04989604108	2984072006.102472	58850.057647074646	47992.28767918543	1.122504	27.194052	0.25089899	0.148465	-0.0280044097	-0.0809488455	0.0348979976	0.0677267408	0.0309473715	-0.0148448168	0.0003594781	0.0933285996	0.0174727603	0.028465371	0.0644284193	0.0862078728	-0.0229266451	0.0773697642	-0.053980963	-0.0224143498	0.1342017948	0.0886042352	-0.0640942149	-0.0908851461	-0.0793734067	0.1332165967	0.0305560178	0.0819347667	-0.0166723517	0.008496023	-0.085795164	0.0900122668	-0.1257724401	-0.0263083392	-0.1594299316	-0.1011308303	0.0736014981	-0.0398179662	0.0966062215	-0.0757295505	-0.0151860444	0.0548725419	-0.0400245953	0.0546643829	0.0003857074	0.0263375789	-0.0721936525	-0.0976923123	-0.0399570598	0.1352433749	-0.1017582672	0.0037784388	0.1168335011	0.0836326051	0.0255825585	0.0719892634	-0.0246893595	0.0533180823	-0.0370745254	-0.074219619	0.1023139614	0.1014639107	0.1000523871	0.0980872016	0.142459	0.016267	0.000264615289	0.020294566681	0.0191411	0.0303881	0.00092343662161	0.00036638170921	0.00482614	0.0846651399999998	0.0071681859312195	2.3291627299599995e-05	-0.00127281	-0.002059912	4.243237447744e-06	1.6200452961000002e-06	-0.00240652	-0.00015834	2.5071555600000098e-08	5.7913385104e-06	-0.0007335939999999	-0.0001733229999999	3.0040862328965335e-08	5.381601568358533e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
54568.62332960571	91.5494774926774	8381.306829182246	2977734652.0883884	81960.87203176398	472.6209673965204	6717584544.207191	223370.57882282283	54542.9504308364	-83.70978285845194	7007.327746209175	2974933441.7006764	58758.26157603888	48219.68215316709	1.092526	26.467815	0.22779796	0.121187	0.0163394253	-0.0611859955	0.0811741018	-0.0781137368	-0.095420086	-0.0359393259	-0.1044534632	0.0823413739	-0.1419157698	-0.0132598864	-0.0365916016	-0.000555383	0.0202660472	-0.0231447642	0.1401776005	-0.0653325414	0.0025849217	-0.0377571002	-0.057010809	0.0695513078	-0.001780206	-0.0242967758	-0.0021189713	-0.0092911678	-0.0037316101	0.0320420126	0.0636205621	0.0024026961	-0.1094776133	0.0855377488	-0.1099561364	-0.1026521144	-0.026359515	0.0211087536	-0.0502294623	-0.0345005757	0.0299852467	-0.0644406703	-0.0089149701	0.1146287261	-0.0474316517	-0.0271364581	-0.0959185058	0.0700389417	-0.0303011977	0.0021104441	0.0197093001	-0.0001816921	0.0785772712	-0.0344683067	0.0261222079	-0.0172902985	-0.0606957889	-0.0209004083	0.0290602896	-0.0269931407	0.1021738733	0.1009054916	0.0988031726	0.0958842909	0.0980212	-0.0444378	0.00197471806884	0.00960815564944	0.0258335	0.0066923999999999	4.4788217759999965e-05	0.00066736972225	0.0966111	0.09178496	0.0084244788822015	0.00933370464321	-0.00142743	-0.0001546199999999	2.390734439999995e-08	2.0375564049e-06	-0.0012356	0.00117092	1.3710536464000004e-06	1.5267073599999995e-06	-0.00110571	-0.0003721160000001	1.3847031745607444e-07	1.2225946041e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
54523.320590520125	-45.30273908558593	2052.338168656675	2972792488.216636	81514.72305672629	-446.1489750376932	6644650075.014785	199048.90792718416	54536.85899011949	-6.0914407169111655	37.10565000764321	2974268988.508177	58710.91860011596	48257.86577156099	0.957881	23.205866	0.1189035	0.0560395	-0.010110375	-0.0599967607	0.045055535	0.0269191442	0.0050045227	-0.0135657578	-0.0048298571	0.0426478617	-0.0359821689	-0.0429921268	0.0421799531	-0.0033370016	-0.0145329752	-0.0141704805	0.0514622671	0.051448229	0.1156303042	-0.0511164321	-0.1346301879	-0.0844183182	-0.0581792603	-0.0226880001	0.1091499728	0.0245968383	-0.0586039706	-0.0429868834	0.0568418484	0.0336817324	-0.1652046885	0.1151401494	-0.0805436108	0.1092504759	0.1023018477	0.0361578024	0.0734451999	0.0906035889	-0.0191340018	-0.0369935539	-0.0226535193	0.0711175581	-0.0053119585	-0.0625221752	-0.0121568307	-0.076207568	-0.1210360862	0.0449556294	-0.0126748933	0.0199252391	0.0715359742	0.0288846234	0.005918711	-0.0080161486	0.0092977318	-0.1354455495	-0.0267105458	0.0024695434	0.102005852	0.1002367339	0.0973108962	0.0932621027	0.0816569	-0.0163643	0.0002677903144899	0.00666784931761	0.044122	0.0182885	0.00033446923225	0.001946750884	0.0912044	-0.0054067	2.9232404890000004e-05	0.00831824257936	-0.00215128	-0.00072385	5.239588225000004e-07	4.628005638400001e-06	-0.00179358	-0.00055798	3.113416804e-07	3.2169292164e-06	-0.00140076	-0.00029505	8.705450250000004e-08	1.9621285776e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
54778.24817088703	254.92758036690796	64988.0712317263	3000656472.6712885	81411.29865679824	-103.4243999280443	6627799548.9864	10696.60650047605	54734.77126034007	197.91227022058592	39169.26670386622	2995895184.9217496	59065.87547669998	48643.14394257358	1.545038	37.430481	0.70659275	0.347209	0.0395166533	-0.0334197068	0.0830701265	-0.1003814698	-0.0126774776	-0.0035958464	0.0002781876	0.0372441257	0.0530906679	0.0589427522	-0.0256042837	-0.0503212222	-0.005497331	-0.0818124631	-0.1809490915	-0.0567008069	0.0535181632	-0.0076466429	-0.0719691595	-0.0083131166	0.132266251	0.0071330955	0.0083195121	-0.034974858	-0.0092371474	0.0311744654	-0.1598524119	0.1635801896	0.1113093189	-0.107831851	0.0661646687	0.0131504478	-0.047741137	0.0475702415	-0.1924030603	-0.0184903548	0.0269444308	0.048139234	-0.0013380038	-0.0353573308	-0.0111612913	0.0430661319	0.0104138433	0.1218302455	0.0339283906	0.0590510747	-0.0208309531	-0.2145909503	-0.2310141384	0.1131181869	-0.0720552021	0.0560473563	0.0619559138	0.0483267894	0.1459199005	0.1304370953	0.1018099433	0.0994583687	0.0955792289	0.090232103	-0.0417994	-0.1234563	0.01524145800969	0.00174718984036	0.0441522	3.020000000000106e-05	9.12040000000064e-10	0.00194941676484	-0.0591272	-0.1503316	0.02259958995856	0.0034960257798399	0.00246201	0.00461329	2.1282444624100006e-05	6.061493240100001e-06	0.0007268879999999	0.0025204679999999	6.352758939023496e-06	5.283661645438546e-07	0.000120975	0.001521735	2.315677410225e-06	1.4634950625e-08	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
54834.406013831125	56.15784294409241	3153.7033241333493	3006812082.889679	81584.78501062226	173.486353824017	6656077145.229455	30097.51496315201	54541.79013671875	-192.98112362132088	37241.71407414753	2974806871.317871	58734.13114778596	49701.14380495718	1.699649	41.176125	0.3353241079999999	0.151149	-0.0346807414	0.0443868406	0.0267202205	0.0835107903	0.0169911362	-0.0514305899	0.003108467	0.0014279308	0.0686414848	-0.030873058	0.0135712986	-0.0706281586	-0.0377864307	-0.0578980171	-0.0491135272	0.1116239963	-0.031571233	0.092930741	-0.0754955555	0.0155987817	0.0929773363	0.0050033257	-0.0765665259	-0.0243413124	0.0315277512	-0.0132170908	0.0540858964	-0.0031963132	0.0584318543	-0.0043091684	0.01735035	-0.1887679769	0.1560196506	0.0960944929	-0.0562060839	0.0270083816	-0.0419670547	-0.0224844989	0.0278722751	-0.0904728723	0.0687534319	-0.0232470897	0.0214896342	-0.0413435027	-0.0511392843	-0.0452389483	-0.0690892304	-0.1654940271	-0.0600317112	-0.0972551876	0.0079842018	0.0349754185	-0.0750535352	0.0282585711	0.101549416	0.0415797069	0.1015862008	0.0985712473	0.0936124309	0.0868075413	-0.0080398699999999	0.0337595300000001	0.0011397058658209	6.463950961689839e-05	0.00258259	-0.04156961	0.0017280324755521	6.669771108100001e-06	-0.158496	-0.0993688	0.00987415841344	0.025120982016	0.00095051	-0.0015115	2.284632250000001e-06	9.034692601e-07	-0.0008496969999999	-0.0015765849999998	2.4856202622243693e-06	7.219849918088301e-07	-3.46336e-06	-0.00012443836	1.5484905439489598e-08	1.19948624896e-11	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
54975.19397023275	140.7879564016257	19821.248667746066	3022271952.0647154	82094.03061609101	509.24560546875	6739429862.795689	259331.08668923375	54699.89156135111	158.10142463236116	24996.060470782177	2992078136.8235707	58832.72134569864	49258.29732139938	1.160265	28.10887	0.157733648	0.109839	0.0153381444	0.0512151514	0.1061499213	-0.0358066196	-0.0922907851	-0.0654655053	-0.0948289723	-0.0056755165	-0.0079445585	0.0174158676	-0.0276905004	-0.0964379041	0.043850061	-0.0839791751	-0.0572657718	0.0174909388	0.0769020551	0.0166392133	0.099974311	0.1535760904	0.0477358341	-0.0648449523	0.0947341555	0.0545012285	0.0302237143	-0.0436268855	0.0730523515	0.0567956899	0.0163084569	-0.0544135936	0.0168009579	0.0322789297	0.0292882516	-0.0227100173	0.02752227	0.0153840939	0.0283024583	-0.0846964791	-0.0200903898	-0.0308901568	-0.0225783148	0.0328307855	-0.0576182412	0.096082101	0.0036921699	0.0461281848	0.0014607226	-0.0511506715	-0.0968512091	-0.1294114605	0.0309372039	0.0640332514	0.0020566849	0.0376737863	0.0439335276	0.1563047662	0.1013346856	0.0975763397	0.0914153405	0.0830033923	-0.00124823	0.0067916399999999	4.6126373889598656e-05	1.5580781329e-06	-0.0112076	-0.01379019	0.0001901693402361	0.00012561029776	-0.0577152	0.1007808	0.01015676964864	0.00333104431104	0.000371046	-0.000579464	3.35778527296e-07	1.37675134116e-07	-0.000826179	2.351799999989997e-05	5.53096323995295e-10	6.82571740041e-07	0.000120975	0.00012443836	1.5484905439489598e-08	1.4634950625e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
