global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28
54712.30407031351	n/a	n/a	2993436216.6824446	86512.77032238925	n/a	7484459428.854473	n/a	55497.07319292471	n/a	n/a	3079925132.9808426	60466.26113618525	47467.273384865926	n/a	n/a	n/a	n/a	-0.0432908273	0.1716295934	0.1579009376	-0.1106307296	-0.2416735588	0.0499524265	-0.2500552209	-0.0734418211	0.2841748338	-0.0498511251	-0.3367657251	0.0662246289	0.188526868	-0.0676003844	0.030851542	-0.2256790818	0.0621371986	-0.0286085676	-0.1287051405	0.1439811932	-0.0561742303	0.0423139992	-0.1404848386	0.0132205642	-0.0032394765	0.0609507343	-0.0498675423	0.20397688	0.253443204	0.1658972809	-0.2268143274	0.2217913255	-0.1247373787	0.035052296	-0.1769928909	0.3331330984	-0.0798369613	0.047577231	0.102594329	0.1025838106	0.1025662807	0.1025417406	-0.22239	n/a	n/a	0.0494573121	0.00400812	n/a	n/a	1.6065025934400003e-05	0.398087	n/a	n/a	0.158473259569	0.0151097	n/a	n/a	0.00022830303409	0.0035266	n/a	n/a	1.243690756e-05	-0.00236801	n/a	n/a	5.607471360099999e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
54635.92553157004	-76.37853874346911	5833.681180587611	2985084358.6912675	82745.1858888779	-3767.584433511351	6846765787.784958	14194692.463637045	55281.95471879636	-215.1184741283505	46275.9579113098	3056094517.531051	59623.896292741854	40986.67505799294	3.259561	77.68907199999998	1.62196538	0.845813	-0.0621842027	0.2669555611	0.7627824304	0.180240557	-0.0009642336	0.2483657243	-0.0867231899	-0.2211285041	0.0260658205	0.0031808635	-0.3589366094	0.2109986185	0.2357438643	-0.2147578511	0.0582890262	-0.0829879117	0.0499029425	0.1275081654	-0.2563762697	0.1951723661	-0.0177277188	-0.2028213157	0.0944847547	-0.065402929	0.1947516181	0.047022342	0.0217214314	0.2577062131	0.2542038499	0.0706201132	-0.3945189137	-0.026437415	-0.245354902	0.1249781624	0.2711029855	-0.0740846692	0.0485760456	-0.2490426192	0.1025662807	0.1024716367	0.1023139614	0.1020933517	0.0500634	0.2724534	0.07423085517156	0.00250634401956	0.0311731	0.02716498	0.0007379361384003	0.0009717621636099	0.967221	0.569134	0.323913509956	0.935516462841	0.0275954	0.0124856999999999	0.0001558927044899	0.00076150610116	0.00158158	-0.00194502	3.7831028004e-06	2.5013952964e-06	-0.00300155	-0.00063354	4.013729316000002e-07	9.0093024025e-06	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
54884.76509017905	248.8395586090046	61921.12592872424	3012337439.0041366	81542.22032815797	-1202.9655607199238	6649133696.045859	1447126.1402782006	55239.879309045806	-42.07540975055599	1770.3401056771822	3051444266.077947	59637.75738017563	47648.06525453761	3.016656	71.89962	1.3769827499999998	0.850257	-0.0286067122	0.1796002011	0.079471404	0.01150568	0.0590137216	0.1065108613	-0.0159722172	0.0612021967	-0.0540851667	0.0023206351	-0.2208040286	0.1171272374	0.0575473676	-0.0486010936	-0.0167266634	0.2073489451	0.2812732506	-0.0283876624	-0.0018668354	-0.0047437059	0.0376241387	0.0361619285	-0.1155956385	0.03958053	0.0199540737	-0.0454367685	0.0071441285	0.1633527639	0.0866894306	0.0405636931	-0.1412317883	0.0007196421	-0.1310310028	0.1082278401	-0.0631649295	-0.1998301657	0.1383976114	-0.0576056281	0.1025101919	0.1022474116	0.1018099433	0.1011985345	0.0361136	-0.0139497999999999	0.0001945969200399	0.00130419210496	0.0426488	0.0114757	0.00013169169049	0.00181892014144	0.388153	-0.5790679999999999	0.3353197486239999	0.150662751409	0.0139533	-0.0136420999999999	0.0001861068924099	0.00019469458089	0.000882845	-0.0006987349999999	4.882306002249999e-07	7.794152940250001e-07	-0.0018926	0.00110895	1.2297701025000002e-06	3.58193476e-06	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
55066.04479761658	181.27970743753397	32862.3323286379	3032269289.653116	82711.36092843486	1169.1406002768929	6841169226.6338215	1366889.7432158128	55308.90927241747	69.02996337166405	4765.1358430932805	3059075444.904507	60093.61872286475	50536.8467278028	1.748598	41.676468	0.7244023	0.44037	-0.0388746049	0.0740782486	-0.1069818743	-0.0412751913	0.032728919	-0.093566158	-0.1048813658	0.09148322	-0.1249850754	0.0064403914	-0.1060268509	-0.0262280817	0.0193978734	0.0314290153	-0.0207981542	0.0646062559	-0.0051682362	0.0315663847	0.0905619725	-0.1807415373	-0.1071189491	-0.0028349274	-0.0583293487	-0.0875097874	-0.0185948345	0.0368353044	0.0307487389	0.0077041967	0.0842222265	0.0728711098	0.1035519206	0.0393474911	0.1021874381	0.1193235014	-0.072556872	0.0408897279	0.2607537444	0.0629655012	0.1024260777	0.1019113804	0.1010554665	0.0998612018	0.0362233	0.0001096999999999	1.2034089999999409e-08	0.00131212746289	0.0102325	-0.0324163	0.00105081650569	0.00010470405625	0.0547389	-0.3334141	0.11116496207881	0.00299634717321	0.0074547299999999	-0.0064985700000001	4.22314120449013e-05	5.5572999372898505e-05	0.000364901	-0.000517944	2.68265987136e-07	1.33152739801e-07	-0.00173987	0.00015273	2.3326452900000004e-08	3.0271476169e-06	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
54527.23578326219	-538.8090143543886	290315.1539495478	2973219442.163469	82092.94876549314	-618.4121629417205	6739252237.013883	382433.603274257	55061.969767131865	-246.9395052856053	60979.11927069947	3031820514.6365438	59577.98708085999	49315.4620973589	1.230097	29.318386	0.1419199499999999	0.0637417	-0.047008968	0.0475126349	-0.0567422738	-0.068603975	0.0689519101	-0.0248743159	-0.0855586334	0.0443646177	0.0966366658	0.03603835	-0.0397840402	0.0732406653	0.1424411688	0.1237141387	0.0767216415	0.0103334635	-0.0395293113	-0.0925407215	0.0609395385	-0.0568987281	0.0267103538	-0.0241928311	0.0114991852	0.1065484436	0.0596297144	-0.0264292658	0.0494449943	0.0109580549	0.0395185837	0.0907263664	-0.0261708674	0.0458016727	0.1489469328	-0.1115228851	-0.1479398685	-0.0885729161	-0.0137659414	-0.0760314306	0.1023139614	0.1014639107	0.1000523871	0.0980872016	0.055417	0.0191937	0.00036839811969	0.003071043889	-0.016213	-0.0264455	0.00069936447025	0.000262861369	0.0843253	0.0295864	0.00087535506496	0.00711075622009	0.00690665	-0.0005480799999998	3.0039168639989e-07	4.770181422250001e-05	0.000179974	-0.0001849269999999	3.419799532899999e-08	3.2390640676e-08	-0.00113899	0.0006008799999999	3.610567743999998e-07	1.2972982201000002e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
54352.00230181516	-175.2334814470305	30706.77302004678	2954140154.216521	81038.59492434732	-1054.3538411458285	6567253867.31245	1111662.0223389629	55062.01017421643	0.0404070845688693	0.0016327324833557	3031824964.425514	59686.87207874436	48105.639222018784	1.21509	28.960726	0.31111373	0.168416	-0.0646127105	-0.0696455544	-0.0367854797	-0.1434748189	0.1354153212	-0.063198675	-0.0001039959	0.0064769116	0.047844836	0.0471060271	0.0461417382	0.0054702534	0.0858647463	0.1256414515	0.1099049163	-0.0203909248	-0.0942765871	0.0593221047	0.0690800459	-0.0057312263	-0.0448467675	0.0985124188	0.0986092398	-0.0066016395	-0.0221371615	0.0942222651	0.0653211622	-0.0993544453	0.0132672544	0.1152754973	0.0186688587	-0.0404213866	0.0433130001	0.0595272536	-0.0864395013	0.0064574071	0.0136253193	0.0829697664	0.1021738733	0.1009054916	0.0988031726	0.0958842909	0.0632444	0.0078274	6.126819076000008e-05	0.00399985413136	0.00373468	0.01994768	0.0003979099373824	1.3947834702400002e-05	-0.0120431	-0.0963684	0.00928686851856	0.0001450362576099	0.00407055	-0.0028361	8.043463210000002e-06	1.65693773025e-05	-0.000215161	-0.000395135	1.56131668225e-07	4.6294255921e-08	-0.00164716	-0.0005081699999999	2.5823674889999985e-07	2.7131360656e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
54302.00450444819	-49.99779736697383	2499.779741548975	2948707693.201112	81009.09767685259	-29.49724749472807	6562473906.417843	870.0876097652415	55065.59314435738	3.58297014094569	12.83767503090838	3032219548.3398986	59520.90805211808	47547.48902640079	1.075961	25.644684	0.16105393	0.0956277	-0.0620897936	-0.013936039	-0.0173666619	-0.1787362052	0.0922809351	0.0104564106	-0.0347492596	0.0630718572	0.118025733	0.0328342309	0.0269226754	0.1091396415	0.0634575298	0.0581033148	0.1510114558	-0.0164828792	-0.1200729928	-0.0919082354	0.0126375954	-0.0801650722	0.1510031596	0.0633822904	-0.139118728	0.1110655681	-0.0820414677	-0.0072165199	0.0427210786	-0.005937968	-0.0057739425	0.0657060574	-0.0348516026	-0.0523680257	0.1648425099	-0.1191166295	-0.1548685029	0.0334939684	0.0080897618	-0.0257424543	0.102005852	0.1002367339	0.0973108962	0.0932621027	0.0658763	0.0026318999999999	6.926897609999961e-06	0.00433968690169	-0.0233522	-0.02708688	0.0007336990681344	0.00054532524484	0.0756227	0.0876658	0.00768529248964	0.00571879275529	0.0043552	0.00028465	8.102562250000002e-08	1.896776704e-05	-0.000258198	-4.3037e-05	1.852183369e-09	6.6666207204e-08	-0.00110146	0.0005456999999999	2.977884899999999e-07	1.2132141316000002e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
54198.69897861172	-103.30552583646931	10672.03166834943	2937498970.974167	80896.75203141483	-112.34564543775925	6544284489.232219	12621.544048826712	54967.637304107935	-97.955840249444	9595.346638974595	3021441150.795958	59448.0428346068	46200.79719716888	1.307907	31.172924	0.15788355	0.0979657	-0.0633968472	-0.1040607993	0.0243400965	-0.1241502543	0.1387438047	-0.0423241157	0.0399482974	-0.0661218991	0.122884792	0.0530591083	0.0765714323	0.0384150672	0.0838512981	0.0047072475	0.0691039504	-0.0043464112	-0.0475621735	0.0206587875	0.0945588688	0.0396761914	0.0679788692	0.0396010511	-0.0813900499	0.0010915245	-0.1200089886	0.0167959727	0.0637651015	-0.0961225205	-0.0061363567	0.0685078249	-0.0842359291	0.0074779691	0.0483989964	-0.0825199657	0.0220835643	-0.0236884355	-0.0158443161	0.0036407428	0.1018099433	0.0994583687	0.0955792289	0.090232103	0.0657713	-0.0001049999999999	1.1024999999998736e-08	0.00432586390369	-0.0178705	0.0054816999999999	3.004903488999999e-05	0.00031935477025	-0.0146802	-0.0903029	0.00815461374841	0.0002155082720399	0.00339301	-0.0009621899999999	9.258095960999998e-07	1.1512516860100002e-05	-0.000325308	-6.711e-05	4.5037521e-09	1.05825294864e-07	-0.000890881	0.000210579	4.4343515241000015e-08	7.936689561610001e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
54294.2939879645	95.59500935277902	9138.405813157908	2947870359.651518	81547.26910683676	650.5170754219289	6649957098.782852	423172.4654154995	54855.89795646328	-111.7393476446523	12485.681812052462	3009169540.6099124	59382.04973033384	46652.11483086833	0.92836	22.126722	0.09705184	0.0625431	-0.0470413109	-0.1031747398	0.0113682398	-0.1323862063	0.0830007651	0.0248288266	0.0837133165	-0.0401127147	0.0327718592	0.0945675693	0.10451655	0.064695285	0.0115157483	-0.0273641146	0.0274054205	-0.0426614324	-0.0466620125	-0.0283055733	0.0662708419	0.0019824009	0.1169422267	0.0259463139	0.0625104544	-0.1291832952	0.0691206624	-0.0212535865	0.0839701687	-0.0905597001	-0.0603510043	-0.0176758164	-0.0658022984	-0.119804464	-0.0042532911	0.0542306045	-0.1041605856	0.0691541378	-0.0222837052	-0.0173435647	0.1015862008	0.0985712473	0.0936124309	0.0868075413	0.0548124	-0.0109589	0.00012009748921	0.00300439919376	-0.0080541599999999	0.0098163400000001	9.636053099560196e-05	6.48694933055984e-05	-0.0142968	0.0003833999999999	1.4699555999999925e-07	0.00020439849024	0.00229803	-0.00109498	1.1989812004000004e-06	5.2809418809e-06	-0.000327843	-2.5350000000000155e-06	6.426225000000079e-12	1.0748103264900001e-07	-0.00131123	-0.000420349	1.7669328180099998e-07	1.7193241129e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
54528.09115866751	233.7971707030083	54661.117028731605	2973312725.4079533	82443.57504285338	896.3059360166226	6796943065.846597	803364.3309386339	55078.48423300724	222.58627654395968	49544.6505057041	3033639425.4056277	59367.42139055141	47344.15986093913	0.969129	23.098419	0.05791064	0.037386	-0.036446798	-0.0890152393	0.0101540048	-0.1005466869	0.0285735402	0.0223162941	0.0613817349	-0.0763291039	0.0369304178	0.0326331674	0.0367105718	0.0277896419	-0.0262799	-0.0230322984	0.0558330601	-0.058695287	0.1118188332	0.0313148583	0.1000582352	0.0092256625	-0.032500486	-0.0084168009	-0.0692042191	-0.1391586543	-0.0267451646	-0.192255489	0.0250664392	-0.0301202042	-0.0545676176	-0.0293656647	-0.0419867071	-0.0058842592	-0.0797453379	-0.1271139879	0.0345617675	0.0245712733	0.0645468843	-0.0193280407	0.1013346856	0.0975763397	0.0914153405	0.0830033923	0.0517925	-0.0030198999999999	9.119796009999994e-06	0.00268246305625	-0.0108715	-0.00281734	7.937404675600555e-06	0.0001181895122499	0.0217876	0.0360844	0.00130208392336	0.00047469951376	0.0025824	0.0002843699999999	8.086629689999996e-08	6.66878976e-06	-0.000346033	-1.818999999999996e-05	3.308760999999985e-10	1.1973883708899998e-07	-0.00129401	1.7220000000000082e-05	2.9652840000000286e-10	1.6744618801e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
