global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19
54478.83115734404	n/a	n/a	2967943044.2704	81284.43576554008	n/a	6607159497.722212	n/a	54291.50742800464	n/a	n/a	2947567778.805083	58596.1706940321	47644.33339624126	n/a	n/a	n/a	n/a	-0.1444322056	0.0564304471	-0.0554943135	-0.0041622255	0.1400103779	-0.031514795	-0.1277217301	-0.0628870603	-0.0521044212	-0.098817401	-0.0701533527	0.0187552734	-0.0420217108	0.088915324	-0.09791752	0.0256692683	-0.0527376575	0.1231062026	-0.0537288019	0.1623164748	-0.007727406	0.007820762	-0.1437556537	0.2136598805	-0.0740435708	0.0226221836	-0.0053123324	-0.1041521571	-0.0046674877	0.0272081	-0.0033566716	0.015396927	-0.0054792156	0.0792227429	-0.1223058289	0.1756581955	-0.0803321604	0.0494308297	-0.0108272963	0.0427235354	-0.0344087699	0.0730028687	-0.0191978898	0.0824344403	-0.0100945106	-0.1386848311	-0.0969836523	-0.0003602843	0.0159335824	-0.066678337	0.0455004441	-0.1134130619	0.0920273498	-0.0337651194	-0.0245390286	0.0035698588	-0.2434606999	0.1060412471	-0.1038658558	0.1234408098	-0.024042431	0.0296386213	-0.0797752656	0.1091907785	-0.1168477384	0.0660790572	-0.1607247739	-0.1501903793	0.044147489	-0.0779737766	0.0489985307	-0.0015347304	0.0900146219	-0.0085939116	0.0293441439	0.102594329	0.1025838106	0.1025662807	0.1025417406	-0.0238797	n/a	n/a	0.00057024007209	0.000521158	n/a	n/a	2.71605660964e-07	0.192316	n/a	n/a	0.0369854438559999	0.00263664	n/a	n/a	6.9518704896e-06	-0.0	n/a	n/a	0.0	0.00102009	n/a	n/a	1.0405836081e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
54460.18977825959	-18.64137908444536	347.501014169997	2965912270.6840506	80142.87525050952	-1141.5605150305637	6422880453.418731	1303160.4094768458	54081.15953214158	-210.3478958630585	44246.23729401611	2924771816.340948	58568.93146024556	46815.975571317154	1.388044	25.375633	0.217705297	0.13504	-0.0492551442	-0.0691646591	-0.1033533735	0.0819377604	-0.0103629002	0.1363776003	-0.0536164289	0.011228015	0.1032388351	0.0603687756	0.0123271192	0.08285591	-0.1272723835	-0.0784765002	0.0510073151	0.0019373861	-0.0680996344	-0.0989044456	0.0252170046	0.0229610735	-0.1194550703	0.0233173676	0.013378582	0.1159825112	0.0424289362	-0.0376756988	-0.1017646529	-0.0358867575	-0.125442796	-0.021034084	0.0045360395	-0.0018495771	-0.084171982	0.1022802336	-0.0915047847	-0.1370264992	-0.0280879099	0.0455890538	-0.1473215241	0.0054938311	-0.0082433356	-0.0057780445	-0.1460670962	0.0840324966	0.0915601746	0.0692574871	0.0311578161	-0.1034183718	0.0295452526	0.0564945119	0.0224433005	0.0129152347	0.2118520211	-0.1569492403	0.0664900168	-0.0558004114	-0.0572075624	-0.0052688349	-0.0794558104	0.1943560213	0.0856997268	-0.1774532389	0.0018908648	-0.0516452542	-0.0620809543	-0.0591085745	-0.0264954577	0.2078945143	0.1161215925	0.0305905699	-0.0110364127	0.0580775463	-0.083448056	-0.1603242836	0.018055629	0.1025662807	0.1024716367	0.1023139614	0.1020933517	-0.020682	0.0031977	1.0225285290000008e-05	0.000427745124	0.000273011	-0.000248147	6.157693360899999e-08	7.4535006121e-08	0.0741444	-0.1181715999999999	0.0139645270465599	0.00549739205136	0.00236863	-0.0002680099999999	7.182936009999999e-08	5.6104080769e-06	-0.000402901	-0.000402901	1.62329215801e-07	1.62329215801e-07	-0.000230756	-0.001250846	1.5646157157159997e-06	5.324833153600001e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
54768.20729090364	308.0175126440517	94874.78809542858	2999556529.859391	81756.24109205163	1613.365841542109	6684082957.501671	2602949.3386548767	54408.32590161377	327.1663694721865	107037.83331361123	2960265927.4162154	58655.09271355744	49410.38618475623	1.507107	27.552311	0.079685847	0.0465239	-0.0340079751	-0.0097987902	0.1028461103	-0.0661970704	0.1096418367	0.0072235119	0.1317520607	0.005696807	-0.0292097978	-0.196343648	0.0624003479	0.0481610044	-0.0893063783	0.0601419116	0.0889398516	-0.0280219943	-0.0556168892	-0.0746169208	0.0918107317	-0.1345033373	-0.1036396882	-0.0101166734	0.0294935176	0.0199416036	0.0890336605	0.0445672741	0.0114071346	-0.0087120681	-0.0370504383	0.1222807743	-0.055719628	-0.0213961987	-0.120616001	0.1162719804	-0.0243257165	0.0700604492	0.0048911058	0.0432469822	-0.0735763954	-0.0254121026	-0.1154075967	-0.0033098938	-0.0109226887	-0.0353094952	-0.0284046089	-0.1478967739	0.0908816297	0.0223796093	0.0072301731	-0.0628486314	-0.0716866897	0.1617464499	0.0368231341	-0.0119972731	0.0644555869	0.0334971735	0.0667109823	0.0828443118	-0.1263007347	0.1685539966	0.013462772	-0.0226012413	0.0545377236	0.0836039482	0.052582619	-0.0111531918	0.0602358192	-0.0393991556	0.01584557	-0.0309631052	-0.0945289579	0.0804429424	-0.012347962	0.0026636918	0.1506931507	0.1025101919	0.1022474116	0.1018099433	0.1011985345	-0.0207064	-2.440000000000081e-05	5.953600000000395e-10	0.00042875500096	0.000272664	-3.469999999999884e-07	1.2040899999999194e-13	7.4345656896e-08	0.076236	0.0020915999999999	4.374790559999996e-06	0.0058119276959999	0.00177572	-0.00059291	3.5154226810000013e-07	3.1531815184e-06	7.04348e-23	0.000402901	1.62329215801e-07	4.96106105104e-45	0.000324823	0.000555579	3.0866802524100004e-07	1.05509981329e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
54514.60101681829	-253.6062740853522	64316.14225545478	2971841724.022886	79991.61189283288	-1764.629199218747	6398657973.213603	3113916.2107353965	54233.64172276213	-174.68417885163944	30514.56234107156	2941287894.512925	58486.04213412543	48151.425002094096	1.381019	25.24721	0.113035879	0.0515431	0.0386916716	0.0598700465	-0.0735123232	-0.0386264026	-0.0853691728	0.0446572839	-0.0239147571	-0.0034290355	-0.0450554333	0.0013914135	-0.0179437793	0.0247654786	0.1289541704	-0.0119171842	0.0259551563	0.0263096145	0.105337676	0.0969226272	-0.1611764968	-0.204918573	-0.0665085577	0.0453550485	0.0672432475	-0.0133563845	-0.1049256168	0.0572564028	-0.050973839	0.0470773917	-0.0748556088	-0.0267022835	-0.0803337833	0.0786099477	0.0693530979	-0.0183307433	0.0356706045	0.0599250693	0.0002008325	-0.0573506237	-0.0031757463	-0.0287269661	-0.0122035298	0.0237754569	0.1131970041	-0.0145880963	0.1177586148	0.0784581607	-0.0511297839	0.0097282931	-0.0022480997	-0.1001451624	0.0309257606	0.0846418763	-0.0508047082	0.0298530346	0.1269481421	0.0480325028	0.0046675668	0.1145467738	0.0926774588	-0.0250618756	0.0301369031	0.0407164481	-0.207687374	-0.0004202287	-0.0497697076	0.0003801135	0.0307550019	-0.0021060334	0.1002776692	0.0721965519	-0.1408832576	-0.1207373114	-0.030755955	0.1331256211	-0.0229513452	0.1024260777	0.1019113804	0.1010554665	0.0998612018	-0.0072660299999999	0.0134403700000001	0.0001806435457369	5.2795191960898544e-05	0.000232605	-4.005899999999998e-05	1.604723480999998e-09	5.4105086025000013e-08	0.0414431	-0.0347929	0.00121054589041	0.0017175305376099	0.00144643	-0.0003292899999999	1.0843190409999993e-07	2.0921597449e-06	-0.000410382	-0.000410382	1.68413385924e-07	1.68413385924e-07	-0.000230756	-0.000555579	3.0866802524100004e-07	5.324833153600001e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
54677.615629781954	163.01461296366324	26573.764039692924	2989641650.958176	82486.36328974184	2494.751396908963	6804000128.767271	6223784.532379223	54387.44564684379	153.80392408166517	23655.647062918622	2957994243.988388	58759.793615602524	49285.15553738582	1.560442	28.527353	0.212820145	0.134742	-0.0823697628	-0.1221219418	0.0826437868	-0.0218210024	0.1782621925	-0.1298119677	0.0621954202	0.0738806503	0.0126752906	-0.1565588683	0.0576779492	0.0622268128	-0.0112074151	-0.0461608733	-0.0438645489	0.0088492891	-0.0304905761	0.0068921043	-0.1812089334	0.1098649536	-0.0656492111	0.032270702	0.0141439476	-0.0266517048	0.1716197595	0.0379997666	0.0804210025	0.1173527185	-0.0630191122	-0.0309191751	-0.1626310074	-0.0311308584	-0.0433239307	-0.0001927368	-0.0212228764	0.0307199255	-0.043212649	-0.068090936	0.0891365484	0.1538344402	0.0528065599	-0.0307583869	0.0323247577	-0.0998857614	0.0124038392	-0.1462951215	0.0420904154	0.0145622817	-0.1348050878	0.0427101849	0.0136968113	0.041845859	0.0472330003	-0.0532629641	0.032734086	0.0184355501	-0.1203639033	0.0608459902	0.1125698203	0.0783347647	-0.0697092332	0.0270351726	-0.0585185996	0.0160108406	0.1075833944	0.0821202204	-0.0234245553	-0.0706214702	-0.1044017413	0.0869485683	-0.0948484238	0.1010163041	0.131572153	-0.0551811399	0.0363778911	0.1023139614	0.1014639107	0.1000523871	0.0980872016	0.0138887	0.0211547299999999	0.0004475226013728	0.00019289598769	-0.00279111	-0.0030237149999999	9.142852401224998e-06	7.7902950321e-06	0.156982	0.1155389	0.01334923741321	0.024643348324	0.00163344	0.0001870099999999	3.4972740099999944e-08	2.6681262336e-06	-0.000402682	7.69999999999997e-06	5.928999999999953e-11	1.62152793124e-07	0.00103659	0.001267346	1.606165883716e-06	1.0745188281e-06	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
54455.05447387655	-222.5611559054014	49533.46811794839	2965352957.752863	80164.95906080163	-2321.404228940213	6426420661.220001	5388917.594141506	54104.8118480296	-282.6337988141895	79881.86423213975	2927330665.1106844	58501.27926508682	48392.885163179504	1.543366	28.21517	0.148797634	0.0821699	0.0127329266	0.1067773287	0.0397641737	0.02947983	-0.0798776472	-0.0154808599	-0.022302167	-0.0901024488	0.043612641	0.0350095828	0.0002339929	-0.0529526758	-0.028775632	-0.0331792872	-0.032494453	0.0034597338	-0.0401693452	0.0020613905	-0.0087109958	-0.1017935846	0.0062702721	0.0919741999	0.0060314329	-0.1441714982	0.0606864123	0.0098869863	-0.0401258767	0.0608275783	0.0979276659	-0.1285460484	0.1201746668	0.0119973983	0.1518691591	-0.063347181	0.09358819	-0.0041284104	-0.0784879003	0.0250144222	-0.0862833041	0.1538293481	-0.0273199454	0.1086905827	0.0613047864	0.0228797724	0.1297556445	0.0295102151	0.0044641516	0.0599866638	0.0705058096	0.0728360993	-0.0218532282	0.0507920214	-0.0371144686	0.0885617244	-0.0527717543	0.0394451688	0.0564947233	-0.0510156221	0.1164292134	-0.0153408863	0.0612580455	-0.168797608	0.0126723035	-0.0040964077	0.0746989173	0.0049879482	-0.0804866499	-0.0149700297	0.0367733877	0.0462943179	0.059717909	0.0140274117	0.1266415376	-0.0249956077	0.0045292528	0.1021738733	0.1009054916	0.0988031726	0.0958842909	0.0277258	0.0138370999999999	0.0001914653364099	0.0007687199856399	0.000213374	0.003004484	9.026924106256e-06	4.5528463876000006e-08	0.0886359	-0.0683461	0.00467118938521	0.00785632276881	0.00155979	-7.364999999999997e-05	5.424322499999996e-09	2.4329448441e-06	-0.000804936	-0.000402254	1.61808280516e-07	6.47921964096e-07	0.000240295	-0.000796295	6.340857270250001e-07	5.7741687025e-08	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
54516.594980759	61.54050688244752	3787.23398734857	2972059128.2961173	80391.82124235734	226.8621815557126	6462844922.663137	51466.449420217104	54100.84340451141	-3.968443518191634	15.748543957077196	2926901257.079466	58405.14298915357	48480.85869467508	1.242018	22.706055	0.0862081289999999	0.0489982	0.002464092	-0.0487071203	-0.0902466063	-0.0145692438	-0.0650412616	0.0412764541	-0.0693544407	0.0827541119	-0.0312476634	0.0773139463	0.0171990747	-0.0434701294	-0.0535040362	-0.064999296	0.0143078637	-0.0553804448	0.1046264521	0.135059409	0.0937331121	0.1267756582	0.0028176415	-0.0056713922	0.0456436824	-0.0259244652	-0.0381399234	0.0254458842	0.0897271123	0.1188940064	0.1161241207	0.0427632915	-0.0611061333	0.1134482863	0.002895095	0.051508194	-0.0835492021	-0.0412424698	-0.0148273071	0.23059004	-0.0098259085	-0.063677439	0.1216413036	-0.0017933274	-0.021803151	-0.0634484653	0.0056856201	0.0582124878	0.0004412837	-0.0736153927	0.0299390811	-0.0025687182	0.0914142005	-0.0445592729	-0.104313339	-0.0558307512	-0.0237688624	0.1225787182	-0.1151486394	-0.0626235727	-0.0221880767	-0.0146966612	-0.0538307462	0.0730921243	0.1432614998	-0.0922339998	0.0348004875	0.0080029844	0.0990863916	-0.0679571108	0.1271016086	0.110330301	0.0728300934	-0.0397712627	-0.0100571622	0.0522457016	0.0146780077	0.102005852	0.1002367339	0.0973108962	0.0932621027	0.0276926	-3.319999999999712e-05	1.1022399999998086e-09	0.00076688009476	0.000146245	-6.7129e-05	4.506302641e-09	2.1387600025000003e-08	0.112834	0.0241981	0.00058554804361	0.012731511556	0.000979821	-0.0005799689999999	3.363640409609998e-07	9.60049192041e-07	-0.000285032	0.000519904	2.703001692160001e-07	8.1243241024e-08	0.000101974	-0.000138321	1.9132699041e-08	1.0398696676e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
54485.486834193616	-31.10814656538423	967.7167827334268	2968668275.559086	80606.8319251019	215.0106827445561	6497461353.001627	46229.59369428016	54054.917428227534	-45.92597628387739	2109.195297627268	2921934098.172497	58437.53842156156	48927.301733296285	1.073478	19.62488	0.11527704	0.056126	0.0416372476	-0.0667807953	0.0479271834	0.0181201127	-0.0414869261	-0.0030497706	0.0081297611	0.0804790367	0.0740681727	0.1065174403	0.150291793	0.0580756097	-0.0950398608	-0.0237310851	-0.0905343575	-0.0310474286	-0.0095360622	-0.0387261422	0.002375494	0.011381748	-0.0108652402	0.0413691427	0.1022636294	0.0027072814	0.0114141832	-0.0865642592	0.0607798307	0.0484219503	0.0150104914	0.1690535684	-0.0144788617	0.1214454861	0.0534084391	-0.0950324974	-0.0786559852	-0.0351974885	0.0472273695	-0.0544825764	0.0652313899	0.027284247	0.1022828812	-0.0520430058	0.0054994159	-0.0632316912	-0.075067987	0.0540302803	0.081141656	-0.0451181771	-0.0361160193	0.0903582561	-0.0355759855	-0.0942990191	-0.0773397952	0.0448515887	-0.0368453596	0.0817037184	-0.0047962764	0.0603003781	0.0681230439	0.0850612101	-0.0276697942	0.0504174388	0.0330163938	-0.0884692506	-0.0256034565	-0.1236172952	0.1085987958	0.0066220818	-0.1195070306	0.0344133963	-0.0045089914	0.027979297	0.1283552486	0.0421709465	0.1035520202	0.1018099433	0.0994583687	0.0955792289	0.090232103	0.0167586	-0.010934	0.000119552356	0.00028085067396	-0.0083681899999999	-0.0085144349999999	7.24956033692233e-05	7.002660387609833e-05	0.0893357	-0.0234983	0.00055217010289	0.00798086729449	6.65689e-05	-0.0009132521	8.340293981544101e-07	4.4314184472099995e-09	-0.000406311	-0.000121279	1.4708595841000004e-08	1.65088628721e-07	-0.000310101	-0.000412075	1.6980580562500005e-07	9.616263020100001e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
54662.70622683764	177.21939264402317	31406.71312911645	2988011452.0415545	81395.0071373981	788.1752122962062	6625147186.897088	621220.1652781697	54279.98439171719	225.06696348965488	50655.13805445365	2946316705.5650616	58644.444902210686	49176.96274895449	1.080925	19.761011	0.1110790354	0.0552492	0.0097325648	0.0318533778	0.1041541055	-0.0043236289	-0.0057169232	-0.0591087993	0.1131174386	-0.0337399854	-0.0075210868	-0.1451286801	0.0562557404	-0.1176858931	-0.0688378027	-0.0716036412	-0.0801283135	0.0137090029	0.0437628296	-0.1135718079	0.0297063553	-0.0499537498	-0.0728273066	-0.1710380799	0.0304693496	-0.1145845393	-0.0040845693	0.0369481242	-0.0155026289	0.1455547264	0.0203582379	0.0367002437	0.0582098473	0.0757007887	0.0055506614	-0.100656137	0.0670434672	-0.0017090487	-0.1273186324	0.0517121301	-0.0503380874	-0.0406348334	-0.0712989882	0.08317343	-0.0652189117	0.0657050318	-0.02708838	-0.0883270313	0.0589262642	0.0976376512	0.0475065743	0.0355966176	0.0241188426	0.1054877826	0.0788938019	0.0239799733	-0.0564425853	0.1283173479	0.0482691002	-0.1127019	0.0877582387	-0.0120698834	-0.0765695413	-0.0065164883	0.0939458862	-0.0325205482	0.0558126888	-0.1143855404	0.1024153601	-0.0175029794	0.0252086679	0.0630406481	-0.1334865531	-0.0510093906	0.0288983213	0.0204942727	0.0292918476	0.1015862008	0.0985712473	0.0936124309	0.0868075413	0.0155615	-0.0011970999999999	1.4330484099999949e-06	0.00024216028225	7.89904e-05	0.0084471803999999	7.135485671014247e-05	6.23948329216e-09	0.135354	0.0460183	0.00211768393489	0.018320705316	0.000519847	0.0004532781	2.0546103593961006e-07	2.702409034090001e-07	-0.000610786	-0.0002044749999999	4.1810025624999996e-08	3.73059537796e-07	0.000140475	0.000450576	2.0301873177600005e-07	1.9733225625000003e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
54579.48108414163	-83.22514269600651	6926.424376770647	2978919755.414174	80967.78580163044	-427.22133576766646	6555782337.618708	182518.0697351092	54170.71479359843	-109.26959811875712	11939.845073034692	2934466341.249384	58599.38434498604	48618.94196412154	1.043917	19.084448	0.1183277403999999	0.0769359	0.006387981	0.1078361112	0.0142973543	0.001172375	-0.0519434491	-0.0669548804	0.0124481888	-0.0344830653	-0.0724824467	0.0156962493	-0.0575784792	-0.0613050103	-0.0246587292	0.0732948553	-0.0166570175	0.0232930956	0.1740467235	-0.137996229	-0.0703484922	-0.0123329943	-0.0723653672	0.1938184145	0.0558941001	-0.0605560275	-0.081534294	0.0281480584	-0.0384320735	0.0029023966	0.0900701914	0.0861234654	0.0934246675	-0.0622421583	0.0654503284	-0.0379528461	0.1065458518	-0.0382443683	-0.1002897373	-0.0651383111	0.053425357	-0.0068859656	0.0139392849	0.1307140264	0.0364082042	0.0170050545	-0.0532838083	0.0269180108	-0.0586299285	0.0830132386	0.055248021	0.0094788637	-0.0765680587	-0.0121697373	-0.089675762	-0.0348828606	0.061773398	0.0650929599	0.0110228355	-0.009135944	0.2437938265	0.0807486807	0.0680240818	0.0163310992	-0.0431130144	-0.004450678	-0.0748135363	-0.0608993192	-0.0117902553	-0.0643388762	0.0179214719	-0.0480990173	0.1185933966	0.0976154974	-0.0014236196	0.0583835664	-0.0334163404	0.1013346856	0.0975763397	0.0914153405	0.0830033923	0.0162949	0.0007334	5.378755600000006e-07	0.00026552376601	-0.0133416	-0.0134205904	0.0001801122466845	0.00017799829056	0.0726575	-0.0626965	0.00393085111225	0.00527911230625	0.00118389	0.0006640429999999	4.409531058489999e-07	1.4015955320999998e-06	-0.00076773	-0.000156944	2.4631419136e-08	5.894093529e-07	0.000131917	-8.558000000000009e-06	7.323936400000015e-11	1.7402094889e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
