global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16
54643.91785014288	n/a	n/a	2985957758.013164	80652.65694696577	n/a	6504851072.604946	n/a	54348.550123355264	n/a	n/a	2953764900.5108595	58857.03709211064	50138.14867779791	n/a	n/a	n/a	n/a	-0.0196982762	0.0896619421	0.0325077044	0.0167160754	0.0227843419	-0.073814148	-0.0327966132	0.1005269136	-0.1038856095	-0.1367182224	0.1227945776	-0.0403188467	-0.1113659928	0.0134944627	-0.0446513106	0.1309629714	-0.0211397899	0.0214792924	-0.1330023592	0.1563734633	-0.1281940092	0.0704957849	-0.1442836614	0.0702220177	-0.0475818162	0.1068700735	-0.0686702574	0.0931354822	-0.0569923246	-0.0260425356	-0.0050909658	0.0256522927	-0.114409951	0.0754940276	-0.0273416716	0.0637595955	-0.0546788751	0.0768253654	-0.0319757764	0.0824746889	-0.0709208572	0.0994643455	-0.0999887183	0.0927335809	-0.0561713921	0.0714005846	-0.0338088775	-0.0534805859	-0.0396887745	0.1326621518	-0.1042453417	0.0440142291	-0.1177445281	0.0334972469	-0.0433224357	0.1052496365	-0.1701594664	0.0062310163	-0.1593004745	0.0470444673	-0.1156566485	0.0019124884	-0.1546980144	0.1048692134	-0.0279013083	0.0214843739	-0.0161367569	0.0504302416	-0.0787251585	0.0224608797	-0.0392825369	0.0157082202	-0.0352880409	0.0522356936	-0.0365282746	0.0283218305	-0.1276332876	0.102594329	0.1025838106	0.1025662807	0.1025417406	-0.163886	n/a	n/a	0.026858620996	0.0157508	n/a	n/a	0.00024808770064	-0.185854	n/a	n/a	0.0345417093159999	0.00287271	n/a	n/a	8.252462744100001e-06	0.000804673	n/a	n/a	6.47498636929e-07	-0.000694306	n/a	n/a	4.82060821636e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
54522.25217910954	-121.66567103334091	14802.53550799313	2972675982.682415	81645.43891419217	992.7819672264012	6665977695.491085	985616.0344499234	54360.75125704887	12.201133693604788	148.867663409218	2955091277.23074	58888.92087817064	50830.2353244073	1.362072	27.395241	0.21373	0.0988359	0.0223696017	0.1401605631	-0.0761230952	-0.0915099646	-0.0058864959	-0.0795988183	0.1003368057	0.1170327407	0.0311898165	-0.0147488847	0.0246575692	0.0088842315	-0.0247917556	-0.0411491531	-0.0663947036	0.0244433096	-0.0899890559	-0.1046981688	-0.0479993606	0.0579413813	-0.1138539867	-0.0026432562	-0.1387801509	-0.0128079839	-0.0222897017	-0.1203894532	-0.0378994657	0.076565671	-0.0211632052	-0.0134554836	-0.115287412	0.0024212809	0.0013437023	0.017202391	-0.0335827481	-0.0042674325	-0.0331322971	0.0225571986	0.1525118685	-0.0287065845	-0.1187193288	0.0426824716	0.0165028629	-0.017749769	0.1376865475	-0.0562890821	0.1992334627	-0.0174900184	0.0793460039	0.0568549319	-0.0723069002	0.1651237021	-0.0350886618	0.0143524509	-0.1054159296	0.1710570562	-0.0578972288	0.0926370937	-0.1330597119	-0.0268220627	-0.0310807073	-0.0824192608	0.0310303523	0.0525957178	0.0257424653	-0.0506878124	0.0505436066	-0.0267360201	0.070615226	0.0259258337	-0.0834345045	-0.0485689827	-0.0137824648	0.0471404684	-0.1381048707	0.0845547799	0.0818306106	0.1025662807	0.1024716367	0.1023139614	0.1020933517	-0.17082	-0.0069339999999999	4.808035599999994e-05	0.0291794724	-0.0220457	-0.0377965	0.0014285754122499	0.00048601288849	-0.115246	0.0706079999999999	0.0049854896639999	0.013281640516	0.00336255	0.00048984	2.399432256000001e-07	1.1306742502500002e-05	0.00169699	0.000892317	7.96229628489e-07	2.8797750601e-06	-0.000108633	0.000585673	3.43012862929e-07	1.1801128689e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
54422.12948442076	-100.12269468878368	10024.553991743389	2961768177.619059	80672.81385948847	-972.6250547037052	6508102896.007674	945999.4970373856	54339.23082706767	-21.52042998119577	463.12890657555	2952752006.8773417	58805.1629421929	49417.14076186477	1.332842	26.80736	0.20699945	0.0900088	0.0120306723	-0.0588975938	-0.0476834811	-0.0704364557	0.0299000985	-0.1093665197	-0.0055776512	0.0178463552	0.0331258557	-0.127791823	-0.0062746948	-0.0136982506	0.0312769591	-0.0820029211	0.1391796386	0.1251997069	-0.0487404081	0.0966494112	-0.0219391443	0.1642009804	0.0275067617	-0.0664162118	-0.0921598457	-0.0484048039	0.0054753201	-0.0312694444	-0.0711943696	-0.1858828166	0.151046667	-0.1261646101	-0.0189122474	0.0096278996	-0.0507560389	0.1106379594	0.0242187575	-0.0637670301	-0.1601059254	0.0959045104	-0.0305486853	0.1082368346	-0.0715992882	0.0269979464	-0.1465410492	0.0849926932	0.0502282212	-0.0095452647	0.0298429864	-0.0427729505	0.1149647019	0.0074952081	0.0635550383	-0.0081852758	-0.1574276673	-0.0143575836	-0.0007512103	0.1952135048	-0.1130649558	-0.0322075448	-0.1445177123	0.0151431283	-0.0276433297	-0.0908986601	-0.1150704225	0.0121481673	0.0516647968	-0.1572789268	0.0388396697	-0.1274955732	0.0071857026	-0.1043808109	0.0847530188	0.0569377781	0.159720567	0.0722542011	-0.0487653992	0.0669136606	-0.0990828717	0.1025101919	0.1022474116	0.1018099433	0.1011985345	-0.152432	0.0183879999999999	0.0003381185439999	0.023235514624	0.0148114	0.0368571	0.00135844582041	0.00021937756996	-0.145408	-0.030162	0.000909746244	0.021143486464	0.00288873	-0.00047382	2.2450539240000025e-07	8.3447610129e-06	0.000523621	-0.001173369	1.376794810161e-06	2.741789516410001e-07	-0.000893291	-0.000784658	6.15688176964e-07	7.97968810681e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
54498.61202501808	76.48254059732426	5849.579016221353	2970098712.6534457	81346.05131410464	673.2374546161736	6617180064.396945	453248.6702980645	54393.31910244361	54.088275375936064	2925.541533143092	2958633162.980257	58926.67313492326	49147.350537903534	1.266517	25.473356	0.11604625	0.0537876	-0.0222964593	-0.0327453275	0.0597447748	-0.0516708961	0.0265644189	-0.0163047276	0.0110280041	-0.0339853173	-0.0955092098	-0.1123711185	-0.096866265	0.0295124676	-0.0812460035	-0.0316998708	0.0036933428	-0.0190304012	-0.1929530227	-0.0037256956	-0.0371134921	0.0705471586	-0.030770533	-0.0249013321	-0.0811629265	0.0673152201	0.0563358477	-0.0734146855	0.0803177274	-0.0025696874	0.0570272158	-0.1347315809	0.0337917364	0.0617249462	-0.0896870394	0.0944118209	-0.1041111933	-0.1190947896	-0.0332585627	-0.0081766836	0.0623883442	0.0464253373	-0.0329537072	0.1153564651	0.1142304651	0.0614880523	0.1098583646	0.0280119502	0.0467447378	-0.002003518	0.0393785333	0.132658938	0.0206304841	-0.0033361544	-0.0277270412	-0.0172366317	-0.1274758988	0.1705234635	-0.0053074085	0.1011374946	-0.0577583384	-0.08041487	0.0366074138	-0.123913509	0.0191670867	0.0361591481	-0.0667892079	-0.0586621431	-0.0140973141	-0.118333867	-0.0115369562	0.0237204628	-0.0097603416	0.0867175601	-0.0903250454	0.0016594849	-0.0149877415	-0.0600448564	-0.0902381917	0.1024260777	0.1019113804	0.1010554665	0.0998612018	-0.142611	0.009821	9.645204100000048e-05	0.0203378973209999	-0.0104958	-0.0253072	0.00064045437184	0.00011016181764	-0.119163	0.026245	0.000688800025	0.014199820569	0.00364811	0.00075938	5.766579844000001e-07	1.33087065721e-05	0.000308195	-0.000215426	4.6408361476000025e-08	9.4984158025e-08	-0.000774636	0.000118655	1.4079009025000016e-08	6.00060932496e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
54495.66715050433	-2.9448745137560763	8.672285901770087	2969777738.1785564	80939.14806470435	-406.9032494002895	6551145689.440134	165570.2543725142	54435.74881343985	42.42971099624265	1800.2803752246743	2963250748.879918	58845.56903043332	49428.23440369229	1.293672	26.019531	0.1378535	0.0752482	0.0137048495	0.0336295063	0.0397208323	0.0567480679	0.038342724	-0.0370904938	-0.0321091316	0.0254068183	-0.0916032416	-0.0379791685	0.037792461	0.0869646717	0.1309177171	-0.0045016593	0.0194975007	0.0207027539	-0.0694399901	0.0144763291	0.0264748088	-0.0032344973	-0.0744849236	0.0007664915	0.0373664193	0.0968211719	0.096202349	0.0272572381	-0.0254176722	0.0325467565	0.1170695709	-0.0889574767	-0.0663013663	0.1354343108	-0.1027272534	0.0434343043	0.1023213109	-0.1454647637	-0.0290286569	-0.0282962223	-0.0539098287	-0.1046058276	0.1184209786	-0.0174110218	0.0392087042	0.1045438123	-0.0625208167	-0.027646662	0.0527375084	0.0060725904	0.0049665619	-0.0427636323	-0.0610287812	-0.1097259316	0.0551496562	0.0628093304	-0.0516554363	0.0112159346	-0.2002530872	-0.0629066135	-0.0156482631	0.0944341685	0.012039587	-0.155704319	-0.0308617873	0.001434437	-0.1032659791	-0.0093046855	-0.1649232796	0.0389291075	-0.1015369999	-0.0617007674	0.0328624903	-0.0224339512	0.0652574451	-0.2382384101	-0.0003127553	0.0398532499	-0.022620472	0.1023139614	0.1014639107	0.1000523871	0.0980872016	-0.116464	0.0261469999999999	0.0006836656089999	0.013563863296	0.0420612	0.052557	0.002762238249	0.00176914454544	-0.104276	0.014887	0.000221622769	0.0108734841759999	0.00284482	-0.0008032899999999	6.452748240999999e-07	8.093000832400001e-06	0.000358827	5.0632e-05	2.5635994239999998e-09	1.28756815929e-07	-0.000805964	-3.132800000000006e-05	9.81443584000004e-10	6.495779692960001e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
54452.46359152179	-43.20355898253911	1866.547508757736	2965070791.186006	81815.95645179591	876.808387091558	6693850730.122165	768792.9476740994	54340.94882518797	-94.79998825188522	8987.037772557576	2952938719.2216973	58858.71891738927	49563.91381419643	1.288242	25.910311	0.29256283	0.163755	-0.1663602425	0.0440867137	-0.0925303935	0.0468409854	-0.0299052922	0.1046762196	0.0806269859	0.0077450029	-0.0411842705	-0.0073645326	0.0982910788	-0.0045536917	-0.0634390525	-0.0003857975	-0.0124891209	-0.1012236828	0.0129092989	-0.054337701	-0.123965515	0.1643381102	-0.0235881525	-0.0189604748	0.0135969893	-0.0060806967	-0.1115296427	-0.0160137254	-0.0980666364	0.0444336023	0.0265571943	-0.0214316177	0.0573919599	-0.1331466498	0.0096476272	0.0651944697	-0.0060532481	-0.0218434312	-0.1584101218	-0.0708338538	-0.1365507941	-0.0113182976	0.0579787419	-0.0731554692	-0.0874437718	-0.0584243199	0.0404314354	0.0070112238	-0.0254536671	0.1054901781	-0.012268003	0.0724134484	0.0333501768	0.1536727608	0.0700335584	-0.0516902492	0.108420346	0.0772848542	-0.0333872557	0.0232596005	-0.0085353224	-0.0246300151	-0.1050502256	0.056964394	-0.1166938629	0.0844041451	0.1123982934	0.0698274174	-0.0901223677	-0.1903327024	-0.0062692279	-0.0652148382	-0.0780685802	-0.076858084	0.0444127599	-0.0480906641	0.0033455884	0.0918869378	-0.0800515208	0.1021738733	0.1009054916	0.0988031726	0.0958842909	-0.102366	0.014098	0.0001987536039999	0.010478797956	0.0269399	-0.0151213	0.00022865371369	0.00072575821201	0.00585858	0.11013458	0.0121296257117764	3.43229596164e-05	0.00540675	0.00256193	6.5634853249e-06	2.92329455625e-05	0.000389236	3.0409000000000013e-05	9.247072810000008e-10	1.51504663696e-07	-0.000334124	0.00047184	2.2263298560000005e-07	1.1163884737600002e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
54354.42826736223	-98.03532415955851	9610.924783069717	2954403872.2718263	80818.62891435425	-997.3275374416552	6531650779.596097	994662.2169394364	54341.33631931391	0.3874941259418847	0.1501516976394652	2952980832.968785	58837.90019921575	48749.98157508426	1.238106	24.901926	0.33024693	0.172489	0.0289227996	-0.0460919424	-0.0585162808	-0.0458045782	-0.0026826209	-0.0748681296	0.0020923545	-0.0088654121	0.114161488	-0.0657646251	0.0800334383	0.0067441881	-0.0087155428	-0.044023123	-0.02324388	0.0269222248	0.1267005138	0.0383765448	-0.0091370315	0.0867423125	-0.0067979896	-0.05667222	0.0191209666	-0.0221554771	0.0190294034	0.0030174755	0.0437846305	0.1506491647	-0.0665203304	-0.0631614701	0.0653084367	0.0580705884	-0.0203258399	-0.0334333261	0.0356179019	0.0302209171	0.0381606092	0.0426194893	-0.0486696554	0.0143260187	-0.1220973685	-0.0406914213	0.1128194397	0.071624912	-0.0803961083	0.1006182415	0.057384978	-0.0289833655	0.0680340602	-0.0280462281	-0.013450465	0.0172377041	-0.0966183976	0.0376095333	0.0891914759	-0.0119038495	-0.086117535	0.0936286159	-0.0128651511	0.0293265088	0.0354939104	0.0048932486	-0.0015989647	0.0161368888	0.0077025484	0.0429892757	-0.0508721396	0.1302144651	0.0604973314	-0.0078384908	-0.1102162079	0.0202395494	-0.0353923868	0.058287748	0.0282575919	-0.1213843829	-0.0394163728	0.102005852	0.1002367339	0.0973108962	0.0932621027	-0.084494	0.017872	0.0003194083839999	0.007139236036	0.0311408	0.0042009	1.7647560810000004e-05	0.00096974942464	-0.0970459	-0.10290448	0.0105893320040704	0.00941790670681	0.00261078	-0.00279597	7.817448240900001e-06	6.8161722084e-06	-0.000211979	-0.000601215	3.61459476225e-07	4.4935096441e-08	-0.00104233	-0.000708206	5.01555738436e-07	1.0864518289e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
54404.46860169015	50.04033432791766	2504.0350596497747	2959846203.832289	81118.5058816617	299.8769673074421	6580211996.473183	89926.1955215087	54301.89271029135	-39.44360902255721	1555.7982927243568	2948695551.919993	58831.13809727193	48797.84921165378	1.120706	22.540682	0.0619990699999999	0.0339269	-0.0093821411	-0.0608408983	0.0601078747	-0.0408730564	0.0513452822	-0.0230951481	-0.0165614836	-0.0604656345	-0.0134843259	0.0291286914	-0.1212177697	-0.0307821445	-0.0249254108	-0.0848224305	0.0435286444	-0.0100779372	-0.0595997201	-0.0209207202	0.03449466	-0.0815908055	-0.0502358626	-0.0412775327	-0.0342881576	0.0404485764	0.0360710689	0.0110410748	0.0703229423	0.0733590704	-0.1544497688	0.0648727959	0.04086748	-0.1630428239	0.0546632263	-0.0011958502	0.0862149871	-0.0459454566	0.0403087485	-0.0402524462	-0.0336948633	-0.0379485412	-0.1525816298	-0.1424555533	0.0046347593	-0.1431113341	0.0292706396	-0.0401137232	-0.0719153875	-0.0431279489	0.0344857393	0.078682187	0.0648727266	-0.0225878194	-0.0031315636	0.0033910025	-0.0745381007	0.0924402591	0.0301957697	0.0455808234	0.0661185175	-0.0943493222	0.0383370361	-0.0239978694	0.0371802456	0.0864287344	0.0384511393	0.0322098991	-0.0452243274	0.0374503451	-0.0542532595	0.0279932065	-0.0700767999	-0.0604439516	-0.0842229013	0.0914987251	0.050235097	-0.0974892825	0.1719059904	0.1018099433	0.0994583687	0.0955792289	0.090232103	-0.0844662999999999	2.7700000000102643e-05	7.672900000056863e-10	0.0071345558356899	0.0172406	-0.0139002	0.00019321556004	0.0002972382883599	-0.0972478	-0.0002018999999999	4.076360999999636e-08	0.0094571346048399	0.00307115	0.0004603699999999	2.119405368999999e-07	9.4319623225e-06	-6.06846e-05	0.0001512944	2.288999547136e-08	3.68262067716e-09	-0.000696609	0.0003457209999999	1.1952300984099994e-07	4.852640988810001e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
54276.31561277022	-128.15298891993007	16423.188569111717	2945918436.497044	80342.49452557703	-776.0113560846657	6454916426.592375	602193.624772362	54257.021029135336	-44.871681156015256	2013.4677697670948	2943824330.956034	58661.30697690479	48688.330381315376	1.2908	25.961758	0.13630277	0.0619348	0.0242227392	0.0143842842	0.0161289893	0.1065472085	0.0133497811	-0.031062871	-0.0549694902	-0.0422183476	-0.0551429402	0.0071280411	0.0892797729	-0.0140263783	0.065660599	-0.0186073375	-0.1019234732	-0.0735790277	-0.0388234465	0.0205596134	0.1060613235	-0.0402036981	-0.0474457036	0.0197934044	-0.0173979729	0.0499718817	-0.0206850297	-0.1610143983	0.001426995	-0.1067644784	0.1658874097	0.0226549212	-0.0377516881	-0.0066011111	0.0140426905	0.095517987	0.0404736696	0.003852528	0.0410153523	-0.11314651	-0.0667045556	0.0670640279	-0.1453201261	-0.0278199814	-0.0710286692	0.0823309114	-0.0185000948	-0.0143615563	0.0386235695	-0.0485476018	-0.0394706888	-0.0345912531	-0.049121689	-0.0226888413	0.1049408662	0.0964848996	-0.0189161772	0.1062616028	-0.0774637701	0.0213061208	-0.0146641186	0.0492075055	0.0387273614	-0.1281120549	0.1124959133	-0.034823797	-0.0038496398	-0.0561794284	0.0027867879	-0.0115161509	0.0330208424	-0.0433560839	0.0450246922	-0.0606817275	0.0237241805	-0.0303685891	-0.0331785334	-0.0343548024	0.0008726276	0.1015862008	0.0985712473	0.0936124309	0.0868075413	-0.061837	0.0226292999999998	0.0005120852184899	0.003823814569	0.0546924	0.0374518	0.00140263732324	0.00299125861776	-0.101674	-0.0044262	1.9591246440000045e-05	0.010337602276	0.00239058	-0.00068057	4.631755249000002e-07	5.714872736399999e-06	-0.000478833	-0.0004181484	1.7484808442256e-07	2.29281041889e-07	-0.0010338	-0.000337191	1.1369777048100002e-07	1.0687424400000002e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
54341.644534696046	65.32892192582949	4267.868039991125	2953014330.7352605	81471.48307021525	1128.988544638225	6637602553.660371	1274615.133924337	54277.24315084586	20.222121710525244	408.9342064752964	2946019124.056044	58896.54540677844	49560.78707760854	1.136444	22.857218	0.11751275	0.0599747	-0.0287242199	0.0548824795	-0.0736565021	0.0256432194	-0.009280985	-0.012394921	0.0539527877	0.0334037461	-0.0021474812	0.0387083745	0.0553038257	-0.041459059	-0.0546436955	-0.0058205177	-0.0263490054	-0.0651223175	0.0065183338	-0.0551102358	0.1447638507	0.1541674598	-0.0985733963	0.0206737588	-0.087266017	0.0606311564	0.0542230585	-0.0770949433	0.0376668883	-0.0433577953	-0.0159268999	0.0985540698	-0.0745305308	-0.0430882697	0.130577564	-0.0073820426	-0.0193655991	0.0386489588	0.0641134393	0.0637589497	0.0337866343	0.0637010082	0.0220804961	-0.0377642518	0.0280897382	0.0525010114	-0.0137313713	0.1555588028	-0.1310627055	-0.0343081131	0.022248735	0.0878495385	0.0077563901	0.1119889449	0.0135114253	0.0299738642	-0.0528226357	0.030490212	-0.1205550574	0.1832651795	0.1216297181	-0.0009273465	0.01512893	-0.0041454371	0.0809466622	-0.0446755748	0.0699691853	0.0366364903	0.061269811	-0.0616311207	-0.0555810703	-0.0132799858	0.0213104464	0.0010800572	0.0031020025	0.0200303549	0.0625374805	-0.0289048929	0.0259273019	0.1013346856	0.0975763397	0.0914153405	0.0830033923	-0.0576515	0.0041855	1.7518410250000015e-05	0.00332369545225	0.0311115	-0.0235809	0.00055605884481	0.00096792543225	-0.0824210999999999	0.0192529000000001	0.00037067415841	0.0067932377252099	0.00334082	0.00095024	9.029560576000004e-07	1.11610782724e-05	-0.000411074	6.775900000000003e-05	4.591282081000004e-09	1.68981833476e-07	-0.00064193	0.00039187	1.535620969000001e-07	4.120741249e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
