global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17
54392.80322776708	n/a	n/a	2958577042.974589	80952.95587848166	n/a	6553381065.463399	n/a	53973.44078401549	n/a	n/a	2913132310.0656266	58321.76646893829	48283.24816145259	n/a	n/a	n/a	n/a	-0.0052482671	-0.1170505156	0.0118005543	0.3315335513	0.0335560169	0.1024044757	0.0444063916	-0.0117160348	0.0588049343	-0.0357970235	0.301022571	-0.1851833384	-0.1709538534	0.1120432686	-0.0595633429	0.0170355443	-0.1100255914	0.1763280204	0.0742071491	-0.0686841627	0.0603041421	-0.0522712853	0.0370212355	-0.1400464994	0.0661161291	-0.0765283839	0.077183175	-0.064498934	0.0088947352	0.0297013025	-0.028706348	0.0004011684	-0.0919132263	0.0678118665	-0.0726214707	0.024278407	-0.0541169448	0.0371851472	-0.0423983621	0.037656688	-0.022285174	0.0200696775	-0.0173390717	0.0713188258	-0.0769046739	0.1572754978	-0.0098773436	0.0327833513	-0.0207372638	-0.0641650955	0.1588389818	-0.2724239828	0.0480333968	-0.0081584072	0.2004689348	-0.0669688752	0.1378372781	0.0163733815	-0.0408596935	0.0584675361	-0.0235818676	0.0006927184	-0.0113014677	0.0040974944	-0.0072016785	0.0612805487	-0.0320909135	0.0370209647	-0.1261805242	-0.0161406652	0.0496638187	0.1199786703	-0.0162779425	0.0399580833	-0.0656369145	0.0818512825	-0.1509769069	0.1108898421	-0.1197549351	0.0077574622	-0.1333690818	0.0693249075	-0.0332711419	0.102594329	0.1025838106	0.1025662807	0.1025417406	-0.187073	n/a	n/a	0.034996307329	0.0833822	n/a	n/a	0.00695259127684	0.133051	n/a	n/a	0.017702568601	0.0138955	n/a	n/a	0.00019308492025	0.000702445	n/a	n/a	4.93428978025e-07	0.0018017	n/a	n/a	3.2461228900000004e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
54514.47735549453	121.67412772744864	14804.593358235488	2971828241.3427258	81634.17815472146	681.2222762398014	6664139042.996803	464063.78964533634	54051.64273368363	78.2019496681387	6115.544931898098	2921580082.209774	58389.92253625311	48910.96963459172	1.346039	22.692699	0.1621164	0.0816281999999999	0.0721329346	-0.039056494	-0.0651946014	0.3413502237	-0.0727123688	0.0431788683	-0.0598897381	0.0277958085	0.0195523622	0.0433058601	0.2963592429	-0.1281186193	-0.2570753303	0.0940139581	0.0360420239	-0.0019992617	-0.122623896	0.1553009679	0.0478889723	-0.0077942218	0.0094950564	0.0139695429	-0.0886331021	-0.0057943974	0.0203385897	0.0214706017	0.0281563034	0.1199287173	-0.1012342073	0.111020603	0.0909518156	-0.0221264335	-0.0802421669	0.0510351503	0.0760389081	-0.1366050068	0.0933629056	-0.0744272907	-0.0558331788	0.004481792	-0.0167346114	0.0706369295	-0.0348324173	0.0567232076	-0.0263513013	-0.0429978299	-0.0030907764	0.0055320991	0.0326267808	0.010309898	0.1449551145	-0.2910894291	-0.0333642702	0.0165322642	0.1981255136	-0.0371096998	0.0641645227	0.0521016203	-0.0181453489	0.0116120342	-0.170449319	-0.0822449708	0.0223799717	-0.0672956078	-0.0669848577	0.1323033502	0.0137197217	0.0295173935	0.1989148914	-0.0509969427	0.0571669675	0.0488719969	-0.0213900036	0.0514989685	-0.0238581595	0.004906566	0.061231111	-0.0643430302	-0.0202824527	-0.0806784863	0.0405887604	-0.1446162299	-0.0729643375	0.1025662807	0.1024716367	0.1023139614	0.1020933517	-0.187166	-9.300000000000974e-05	8.649000000001812e-09	0.035031111556	0.0331843	-0.0501979	0.00251982916441	0.00110119776649	0.177707	0.044656	0.001994158336	0.031579777849	0.0132556	-0.0006399	4.094720100000007e-07	0.0001757109313599	0.000888565	0.00018612	3.4640654400000015e-08	7.895477592250001e-07	0.00231907	0.0005173699999999	2.676717168999999e-07	5.3780856649e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
54501.838772024734	-12.638583469793955	159.73379212294907	2970450429.5317783	81600.46211362092	-33.716041100546136	6658635417.156483	1136.7714274937164	54003.06402677913	-48.57870690449636	2359.890764512962	2916330924.2804065	58253.45780532708	48402.1997434176	1.405479	23.694803	0.1743386999999999	0.0931025	-0.0229112521	-0.0296366098	-0.0831933098	0.2713637804	-0.0715016849	0.0825350345	-0.069669541	-0.1120913921	-0.0530434019	0.058468119	0.1784335278	-0.1060204177	-0.1698290569	0.1379313631	0.1858759393	-0.0649640352	-0.0118869992	0.151259657	-0.0019097079	-0.0485776454	-0.0675984569	0.122290592	-0.0278437775	0.0292936062	-0.0432812065	0.0435114818	0.1404014306	-0.0233561197	0.0581189899	0.080381293	0.0795805095	0.0562373642	-0.0209523232	0.0018966909	0.0217713384	-0.0024794745	0.0231811226	0.0298131357	0.0310694843	-0.0005494483	0.0402808892	0.0330973097	0.2076942652	-0.0566846109	0.0674012074	-0.0282544742	0.0524649503	-0.0379497499	0.0643378949	0.0528410596	0.111490333	-0.2118388563	0.1084335947	0.1735543439	0.0962843369	-0.0281597297	0.0707565906	0.1278560686	0.0196751283	-0.0581614184	-0.0139107706	-0.0258661515	-0.0196240746	-0.0116112453	-0.0454213136	0.0476249346	0.015469886	0.1005292196	0.0611444195	-0.0838714819	-0.0600655731	-0.0881908025	0.0371977362	0.1144635158	-0.1258201374	-0.1051016583	0.0157612541	0.0603496641	-0.0267204149	0.127133521	-0.0667979904	-0.0234985965	0.0469942322	0.1025101919	0.1022474116	0.1018099433	0.1011985345	-0.187216	-4.999999999999449e-05	2.499999999999449e-09	0.0350498306559999	0.0515791	0.0183948	0.00033836866704	0.00266040355681	0.121198	-0.056509	0.003193267081	0.014688955204	0.01184	-0.0014155999999999	2.0039233599999988e-06	0.0001401856	0.000879037	-9.527999999999969e-06	9.078278399999935e-11	7.727060473690001e-07	0.0017565	-0.0005625699999999	3.1648500489999986e-07	3.08529225e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
54646.69044582151	144.85167379677296	20982.00740172672	2986260776.6814394	81677.0812330163	76.6191193953855	6671145598.744744	5870.489456924338	54172.79793510325	169.73390832411678	28809.59963497968	2934692036.1175265	58399.62961009229	48924.355007674094	1.092502	18.418362	0.1335811499999999	0.062548	-0.0725102795	-0.0355101838	-0.1105089222	0.2244623369	-0.0575513939	0.0279667408	-0.0287869783	-0.105659576	-0.0765984959	-0.1085295622	0.120886289	-0.0036372196	-0.1353223334	0.1148915625	0.0523138777	0.1583504118	0.0547750823	0.0817455096	0.0767534838	-0.0919780537	-0.0187317107	0.0862202861	0.0474926641	-0.0514585249	-0.069733696	-0.0311848178	0.1411931909	0.0513267535	-0.0418710757	-0.063795181	-0.0943094154	0.0929357609	0.0129977366	-0.0104369967	0.1207022335	-0.0820990796	-0.1514559196	0.0731279862	0.0175857411	-0.0801645765	0.0319931093	0.0062302329	0.0480746921	0.0131729359	0.0770898592	-0.0268555514	0.0975343857	0.0437406373	0.0096204058	0.0694898863	0.031107565	-0.2387026661	0.0911620532	0.061166643	-0.0369940509	-0.0775743452	0.1500860884	0.0421209867	-0.0660687018	0.0243299599	-0.0700567435	-0.0415095061	-0.0362885278	0.00242665	-0.1265910802	0.0203204181	-0.0512222063	0.2061198896	-0.0949372315	-0.04910912	-0.0996286876	0.0327399077	-0.0665467988	0.0170243855	0.0555925648	0.0574534018	0.0438967599	0.0368647661	-0.0164415527	-0.0622024544	-0.0646182932	-0.01950743	0.0760442207	0.1024260777	0.1019113804	0.1010554665	0.0998612018	-0.162014	0.025202	0.000635140804	0.0262485361959999	0.0528161	0.0012369999999999	1.5301689999999877e-06	0.0027895404192099	0.0806937999999999	-0.0405042000000001	0.00164059021764	0.0065114893584399	0.011079	-0.0007609999999999	5.791209999999993e-07	0.000122744241	0.000474628	-0.000404409	1.6354663928100005e-07	2.25271738384e-07	0.00192385	0.0001673499999999	2.800602249999997e-08	3.7011988225e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
54701.83104532295	55.14059950144292	3040.485713378527	2992290319.7110577	81634.6348378057	-42.44639521060162	6664213605.10188	1801.6964663745844	54062.67969326143	-110.11824184181752	12126.027186333007	2922773335.616182	58397.42849500287	48683.93637827802	1.403114	23.654932	0.1467344699999999	0.0887526	-0.114336588	-0.1380863452	-0.0828110958	0.2006102257	0.0136514367	0.0654522376	0.0406599083	-0.0888589617	-0.0754797391	-0.2045111162	0.1474948978	-0.1107509444	-0.1734400867	0.1934572532	-0.1638400053	0.1886117413	-0.060716405	-0.0062010598	-0.05580065	-0.0412251121	-0.0198570075	0.0374789858	-0.0148711027	-0.0489954786	0.1460875606	0.1365700526	-0.0146267984	-0.0635134181	0.1038918316	0.0662655174	-0.0304597942	0.1196315022	-0.0432377406	-0.0936681081	0.0192364919	0.0070628663	-0.0415232171	-0.0515805078	0.0306728869	0.052452809	-0.1692649398	-0.081243177	-0.0698373431	-0.0519556922	-0.0915680919	0.0262090795	-0.0663940847	0.0320142437	-0.0767192015	-0.0872274429	0.0726096891	-0.2652908524	0.0888947135	-0.0877217615	-0.0895965255	-0.0775669585	0.1043276273	0.0515912497	-0.0341412861	0.1341067638	-0.0205676282	0.041094831	0.2184998286	-0.0848332847	-0.1159059366	-0.0746389642	-0.0081698371	-0.3052345199	-0.1675417197	0.2342274316	-0.0436140085	-0.1410886595	0.0336449604	-0.0109263286	0.0067494117	0.1025589867	0.135360801	-0.0148492267	-0.0117478736	0.1788084051	0.0290272387	-0.0076181289	-0.015916712	0.1023139614	0.1014639107	0.1000523871	0.0980872016	-0.158151	0.0038629999999999	1.4922768999999826e-05	0.025011738801	0.075171	0.0223549	0.00049974155401	0.005650679241	0.00504518	-0.0756486199999999	0.0057227137079043	2.54538412324e-05	0.0111463	6.72999999999993e-05	4.529289999999907e-09	0.0001242400036899	0.000527027	5.239900000000001e-05	2.745655201000001e-09	2.777574587290001e-07	0.00114619	-0.0007776599999999	6.047550755999998e-07	1.3137515161000002e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
54759.21142388871	57.38037856575829	3292.5078443497337	2998571235.766144	81986.012890625	351.378052819302	6721706309.701729	123466.53600308415	54186.05647066279	123.37677740136132	15221.829201945062	2936128715.841857	58424.794740310586	50036.85864849512	1.563111	26.352295	0.20175952	0.101871	-0.0221723137	-0.1313261099	-0.0708022375	0.1186189447	0.1423226658	0.1009063519	-0.0041796969	0.025966593	-0.0177367482	-0.1198572763	0.0495307141	0.0578754588	-0.1193735862	0.0912867271	-0.0735578929	-0.1143511959	0.062881827	0.020235758	0.0359047026	0.0331304175	0.0046753697	0.0067150069	0.0120324556	0.0037809837	-0.0213008461	-0.0481770717	0.0159016357	0.0703709905	-0.074475103	-0.0819566559	-0.1247258262	0.0337849378	-0.041919739	-0.0129134332	-0.0885787877	0.0435698699	0.158885229	0.0277734519	0.1820182473	-0.0481549367	0.0672538895	-0.1795151571	0.0503348997	0.0940721257	-0.0284371188	0.0017693325	-0.0547263019	-0.0447213757	0.0642511876	0.0363724793	0.1212332624	-0.0602011167	0.0511925919	-0.0810496091	0.0100632014	-0.131129812	-0.1089497527	-0.08841515	0.0394980314	-0.0802531957	0.042096602	0.0662864675	-0.0947727148	0.0899143633	0.0489553309	0.0369062551	-0.0355960323	0.0533754341	0.0952471736	-0.0817261151	0.0717374586	-0.146548004	0.1176278078	-0.0305589512	0.072398	-0.1503387456	-0.0884234283	-0.1933230071	0.1318334955	0.2004821513	0.0212125199	0.1963962361	-0.056066963	0.1021738733	0.1009054916	0.0988031726	0.0958842909	-0.130824	0.027327	0.000746764929	0.017114918976	0.0172017	-0.0579693	0.00336043974249	0.00029589848289	0.0581283	0.05308312	0.0028178176289343	0.00337889926089	0.0100861	-0.0010601999999999	1.1240240399999978e-06	0.00010172941321	0.000333765	-0.000193262	3.7350200644000015e-08	1.11399075225e-07	0.00113205	-1.414000000000016e-05	1.9993960000000448e-10	1.2815372024999995e-06	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
54704.493116043406	-54.71830784530175	2994.093213453212	2992581567.0832405	81553.88665081521	-432.1262398097897	6651036427.854016	186733.08713214783	54100.200938537055	-85.85553212573723	7371.172396593497	2926831741.590085	58460.0517824694	48823.16078278086	1.208383	20.371983	0.16229037	0.0794227	-0.0195744186	-0.1261267602	-0.025285311	0.1018529217	0.0489320711	0.0379611407	0.0490325429	0.0395580479	-0.0280812143	-0.0556503645	0.1632584387	-0.0432243871	-0.1256819345	0.0726644905	-0.1212069306	-0.0258518981	0.0640267509	0.0422773861	0.0837756798	0.0895513014	0.1221551393	-0.0526742523	0.0343878699	0.0495945112	-0.000416681	0.0437728073	-0.0136083923	-0.1897817315	0.0728208736	0.129144471	-0.0867825954	-0.007512644	0.1002145761	0.1744510196	-0.0750939995	0.0707176023	0.0022170405	-0.0820913851	-0.0789021214	0.0116931664	0.1450800307	0.0380101012	0.0313204714	0.0161097521	0.1500145873	0.0414711385	-0.0739424283	-0.0024853932	-0.0152606978	-0.0539031991	0.0941111207	-0.0964365579	-0.0080663885	-0.0531387643	-0.0356544782	-0.1029996041	-0.1614625545	-0.0536378355	-0.0011100496	0.061885448	0.1346024925	0.1607844834	0.0061427056	0.1141296722	0.0521561061	-0.0266390606	0.0738696839	-0.1750970177	-0.0607201856	0.0323882348	-0.1214402144	0.0646606211	0.08808831	0.0723053297	-0.0430298335	-0.0108494802	-0.0888483415	0.0158759942	0.0283008162	-0.1203324037	0.0147978509	0.0049348713	-0.0046761163	0.102005852	0.1002367339	0.0973108962	0.0932621027	-0.16014	-0.029316	0.000859427856	0.0256448196	0.0336565	0.0164548	0.0002707604430399	0.00113275999225	-0.00789152	-0.06601982	0.0043586166328324	6.227608791040001e-05	0.00940591	-0.00068019	4.626584361000009e-07	8.847114292809999e-05	0.000521167	0.000187402	3.5119509604000016e-08	2.71615041889e-07	0.000989647	-0.0001424029999999	2.0278614408999985e-08	9.79401184609e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
54689.90123044998	-14.591885593428742	212.92312517171328	2990985296.596374	82548.67056300951	994.783912194296	6814283011.720273	989595.0319605892	54083.75442189805	-16.446516639007314	270.4879095571444	2925052492.3681765	58434.38643332775	50150.23122123823	1.456149	24.549032	0.20375762	0.121874	0.0929055998	-0.0347785819	-0.0719487205	0.0730391409	0.1212375907	-0.0305557316	-0.0395798881	0.1173727918	-0.0434174633	0.0383531738	-0.0059036395	-0.0187612383	-0.0951795134	-0.0481715178	0.002086632	-0.0137722686	0.0635414903	0.0482297892	0.0114692076	-0.0071280375	0.1694811228	-0.1068099657	-0.0370925542	-0.0179077525	-0.0693512285	0.047482154	-0.0635988319	-0.0049714826	-0.2100674153	-0.0474677256	0.0102032612	0.0219658405	0.1020912756	-0.1794419427	-0.0271411434	0.0263405746	-0.0216394112	-0.0055202104	0.1029005817	-0.0006077177	-0.0507535576	-0.0375191672	-0.0655316533	-0.0061898364	-0.0063883813	-0.1084654137	0.0190892095	-0.1028976408	-0.0603924496	0.0208783909	0.0842343761	-0.0255199713	-0.0843189369	0.0196402862	0.04447596	-0.0854235844	-0.1630996793	-0.0945968832	0.0669847212	0.0079971363	0.0046205257	-0.0477882912	0.0084396775	0.0780638659	0.0533993929	0.048670893	0.0221536464	0.026021874	0.0875723938	-0.0728819174	0.0245743606	-0.0187597555	-0.0624585887	-0.0393639827	0.0602930399	-0.0408798384	0.0663687679	-0.106913484	0.0798482036	-0.0103866176	0.1481755482	0.2277605019	0.1137764252	0.1018099433	0.0994583687	0.0955792289	0.090232103	-0.133703	0.026437	0.000698914969	0.017876492209	0.0255774	-0.0080790999999999	6.527185680999998e-05	0.00065420339076	0.0347106	0.04260212	0.0018149406284944	0.00120482575236	0.00735856	-0.00204735	4.191642022499999e-06	5.41484052736e-05	0.0007422369999999	0.0002210699999999	4.8871944899955795e-08	5.509157641688516e-07	0.000725279	-0.0002643679999999	6.989043942399997e-08	5.26029627841e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
54554.607039968505	-135.29419048147247	18304.517978036954	2976205149.2853813	81911.56493503736	-637.1056279721524	6709504470.106841	405903.5811937907	54153.03667150627	69.28224960822263	4800.030110776064	2932551380.745503	58499.15691760413	49075.96621025576	1.269744	21.406458	0.1221096499999999	0.0689291	0.0188777637	0.0794749146	-0.056577248	0.1127830318	0.0690010858	-0.0916630293	0.0091055134	-0.0284042894	-0.0657637766	0.0608898294	0.1156445683	0.0227429415	-0.1131734048	-0.0564018778	0.07393048	-0.0842122103	0.0840559022	-0.0054662283	-0.0198846981	0.1101939129	0.0236483075	-0.0399760679	-0.0946009789	0.0694083964	0.0022925995	0.1010950759	-0.0802067688	-0.0478428707	-0.0724404827	0.100016042	0.0011449626	-0.094044947	-0.0515086113	-0.0636767583	-0.0364473993	0.0536859905	-0.0747756997	-0.1786150344	-0.0910149628	0.0381435542	0.0009541894	0.0154853497	0.0534750692	0.0121128116	-0.0730066081	-0.0130502835	0.0413123558	-0.0086934323	-0.1388895916	0.0071667965	-0.00311668	-0.0851376407	-0.0996983165	0.0624897104	-0.053999275	-0.0551264307	-0.2683677288	-0.0141186303	0.071584095	0.0099041425	0.0897644537	0.0472930111	0.0777605051	-0.0066108739	0.1055853606	0.1017182341	0.1460386257	-0.0457741505	0.0093086367	0.0046770079	0.0767601601	-0.0145103178	0.1566456448	0.0168379124	-0.1399995996	0.0001889708	0.0242476221	-0.0720494012	-0.0398553323	-0.0232039349	0.089533922	0.0366863794	0.0421757883	0.1015862008	0.0985712473	0.0936124309	0.0868075413	-0.11939	0.0143129999999999	0.0002048619689999	0.0142539721	0.0201715	-0.0054059	2.9223754810000017e-05	0.0004068894122499	-0.0229313	-0.0576419	0.00332258863561	0.00052584451969	0.00780215	0.0004435899999999	1.967720880999998e-07	6.08735446225e-05	0.000395833	-0.0003464039999999	1.1999573121593076e-07	1.56683763889e-07	0.000620296	-0.000104983	1.1021430289e-08	3.84767127616e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
54748.400523933175	193.7934839646696	37555.91442716464	2997387359.929006	82027.08579950748	115.5208644701197	6728442804.759761	13345.070127923766	54284.1310667865	131.0943952802263	17185.74047388822	2946766885.676055	58665.51638973735	48876.46317438381	1.389118	23.418974	0.18786078	0.111063	-0.087542702	-0.0035447952	-0.0521471298	0.0178043936	-0.0249620043	-0.0477644837	-0.0161306543	-0.0644889788	0.0700369337	-0.032347567	0.0544743806	0.1324273275	-0.010555291	0.1422995033	-0.0394042669	-0.0057999142	0.0125590596	-0.0132294545	0.0387144752	0.1212674027	0.0417805119	0.0505144714	0.0054594724	-0.0430424596	-0.0124336344	-0.0386101837	-0.0854388489	0.0931431374	-0.040216917	-0.1053235681	0.0045654796	-0.0327262187	0.1581907776	-0.0199845136	-0.0234081344	-0.0095236272	-0.1444587872	-0.01548838	-0.0358881691	-0.0296643269	0.056606267	0.0823079146	0.0527307999	0.0434099472	0.0290204748	0.0713415816	0.2274789223	0.0542315764	0.0617421808	0.1035579226	-0.1117369853	-0.0424190479	0.0595874393	-0.0794469185	0.0093774806	-0.0392131585	-0.0347124139	-0.0758940961	0.0830524737	-0.0644092205	0.017889508	0.1016898765	0.0449416148	-0.0174508517	-0.0655614538	-0.0124645214	-0.0274159431	0.0854212428	0.0885099209	0.0327563018	-0.0862559775	0.0298431362	-0.0657773547	-0.0849185241	0.1344399787	-0.0573088407	0.0028332214	0.0582679058	-0.0071439319	-0.2238562231	0.1004462305	0.0363847784	-0.003817335	0.1013346856	0.0975763397	0.0914153405	0.0830033923	-0.121211	-0.001821	3.316041000000012e-06	0.014692106521	0.0083923699999999	-0.01177913	0.0001387479035569	7.043187421689834e-05	0.0283931	0.0513244	0.00263419403536	0.00080616812761	0.00608076	-0.0017213899999999	2.963183532099999e-06	3.69756421776e-05	0.0007927019999999	0.0003968689999999	1.575050031609206e-07	6.283764608038414e-07	0.00027983	-0.000340466	1.1591709715600002e-07	7.83048289e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
