onset	duration	trial_type	identifier	response
4.000058	9.973132	experimental_trial	25.mov	n/a
16.00036	9.977047	experimental_trial	45.mov	n/a
30.00055	9.977619	experimental_trial	50.mov	n/a
42.00089	9.980395	experimental_trial	36.mov	n/a
54.00129	9.978838	experimental_trial	29.mov	n/a
68.00166	9.980347	attention_check	n2.mov	Neutral
84.03057	10.00395	experimental_trial	12.mov	n/a
98.03096	9.983145	experimental_trial	31.mov	n/a
110.0312	9.970716	experimental_trial	7.mov	n/a
122.0316	9.980576	experimental_trial	13.mov	n/a
134.0318	9.970823	experimental_trial	3.mov	n/a
146.0321	9.978084	experimental_trial	6.mov	n/a
158.0325	9.979742	experimental_trial	24.mov	n/a
170.0327	9.967185	experimental_trial	39.mov	n/a
182.033	9.975785	experimental_trial	30.mov	n/a
196.0334	9.96729	experimental_trial	38.mov	n/a
208.0336	9.972702	attention_check	f1.mov	Friendly
226.0568	9.985084	attention_check	f2.mov	Friendly
242.0739	10.00369	experimental_trial	16.mov	n/a
254.0743	9.978246	experimental_trial	41.mov	n/a
266.0745	9.977931	experimental_trial	10.mov	n/a
278.0747	9.974163	experimental_trial	33.mov	n/a
290.0751	9.975416	experimental_trial	9.mov	n/a
302.0753	9.970464	experimental_trial	28.mov	n/a
314.0755	9.972061	experimental_trial	21.mov	n/a
326.0756	9.97174	experimental_trial	35.mov	n/a
338.0759	9.980589	experimental_trial	26.mov	n/a
350.0762	9.974205	experimental_trial	20.mov	n/a
