global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	w_comp_cor_39	w_comp_cor_40	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04
63884.18936351536	n/a	4081189650.633489	n/a	107420.7608763307	n/a	n/a	11539219867.249825	61842.08115589986	n/a	n/a	3824443001.692905	74443.44594200916	63142.82135978334	n/a	n/a	n/a	n/a	-0.0431892283	-0.0292191872	-0.0767194691	0.0446980867	-0.0512182881	-0.1140501946	-0.1054144054	0.0138746266	-0.1343082091	0.0640354281	-0.108275278	0.136685826	-0.1239448686	0.1003281499	-0.1822730676	0.0257230114	0.0905432277	-0.1437996609	0.0455581188	-0.1711490036	0.0487752774	-0.0309429139	0.0327460927	-0.0751517408	0.010183624	-0.0266390934	0.0186790167	-0.0251244033	-0.1556592541	0.0254898091	0.1223300381	-0.0411279319	0.0850870588	-0.0263911774	0.008590578	-0.0125847709	0.05750378	-0.0824897639	0.1024250354	-0.0611721328	0.0910388061	-0.0220121862	0.0899006101	-0.011276951	0.0602752599	-0.1149093971	0.1136636353	-0.0849462302	0.017893348	-0.0952788592	0.0303018624	0.0180972769	-0.0045182836	-0.0468026152	-0.1616081693	0.0205546559	0.181577969	-0.0289395831	0.2137882091	-0.037237408	0.0348905531	-0.0737764013	0.0439756149	0.1175223378	-0.2503454629	0.0333122963	-0.2049535541	0.0142596195	-0.0279509696	0.0836397281	-0.0658839084	0.2070826465	-0.1306959347	0.0875767245	0.0218986556	-0.000821979	0.1191030278	-0.0974870727	0.0087187914	-0.0808564777	0.0708137648	-0.0492343418	0.022712479	-0.0847057619	0.0776671225	0.102594329	0.1025838106	0.1025662807	0.1025417406	-1.63282e-05	n/a	n/a	2.6661011524e-10	-0.0139521	n/a	n/a	0.00019466109441	-0.0600016	n/a	0.00360019200256	n/a	0.000927071	n/a	8.59460639041e-07	n/a	-0.000852841	n/a	n/a	7.27337771281e-07	1.05879e-22	n/a	1.1210362640999999e-44	n/a	0.0	0.0	0.0	0.0	0.0
63813.033812286594	-71.15555122876685	4072103284.328032	5063.112470669664	107191.00898222873	-229.75189410198072	52785.932843447765	11489912406.62824	61805.601600796566	-36.47955510329484	1330.7579405343247	3819932389.2363873	74622.64102778453	62685.75503593848	1.11374	18.945929	0.1135686105	0.0577203	-0.065727918	-0.0144266529	-0.0920624511	-0.0061878349	-0.1050788568	-0.0520772975	0.0529243929	0.0383887191	-0.1253036075	0.0198384547	-0.0397522983	-0.0214969554	-0.0263153934	0.0427285246	-0.0719237927	-0.1550564435	-0.043693233	-0.0602690663	-0.0952560197	0.0727972084	-0.0777167271	-0.0502161348	-0.0366845508	0.0672144437	-0.0477098856	0.1536860374	-0.0821317468	-0.0431807404	0.0750832274	0.0336607716	0.0443494684	0.0978891488	-0.0435991201	0.0632149153	-0.0118079102	0.0349576032	-0.0004090835	0.0311816218	-0.0572173699	-0.0220302755	-0.0399389214	-0.045858439	0.0044615766	-0.0859106253	-0.0199542277	-0.1935714841	-0.0349898535	0.0761343671	0.0355631621	-8.08728e-05	0.048751588	0.0556121303	-0.0495768787	0.0864586389	-0.0255361371	0.0587475085	0.0751820681	0.0183244806	-0.0134079624	-0.0421064792	-0.0611635048	-0.0468459478	-0.107580096	0.050515172	-0.0791287135	-0.0764922155	0.0147841282	0.1326395872	-0.0279786494	0.0781938308	-0.0504169298	0.0004991659	-0.0345122822	-0.1203133157	-0.0790503257	-0.0098656794	-0.006343026	0.0248312188	-0.1129019792	-0.0798425725	-0.0369753223	-0.137858606	-0.0188642558	-0.0926779817	0.0606051292	0.1025662807	0.1024716367	0.1023139614	0.1020933517	0.0123162	0.0123325282	0.0001520912518037	0.0001516887824399	-1.37677e-05	0.0139383323	0.0001942771073052	1.8954956329e-10	-0.0774983999999999	-0.0174967999999998	0.0060060020025599	0.0003061380102399	-0.000115812	-0.001042883	1.3412419344e-08	1.087604951689e-06	-0.00066811	0.000184731	3.4125542361000026e-08	4.4637097210000005e-07	0.000168405	0.000168405	2.8360244025e-08	2.8360244025e-08	0.0	0.0	0.0	0.0	0.0
63898.65324639385	85.61943410725507	4083037886.70288	7330.687496846594	106721.56696428572	-469.4420179430017	220375.80821039752	11389492855.312525	61716.20668658088	-89.39491421568528	7991.450687629729	3808890167.780771	74394.37021345047	62824.07364529627	1.033759	17.585363	0.06242614994	0.0340406	-0.0475405764	-0.0616983549	-0.0574245348	0.0060789357	-0.0133306969	-0.0082241904	0.0628099637	-0.014848784	-0.0387689428	0.0100699009	-0.0957649024	-0.0430301889	0.0311445002	-0.0217108572	-0.0846178381	-0.1214649175	-0.0238787452	0.0374699489	-0.0502052291	0.0510853344	-0.2129433114	-0.0147385427	-0.0366119061	0.0429015969	-0.027289912	-0.0554646459	-0.1519240221	-0.1168637766	-0.0199304867	0.0756002155	-0.0266402121	0.0519523941	-0.0051605822	-0.0587960761	-0.0267033903	0.1002896837	-0.132512473	-0.0797486185	-0.0214267383	0.0997939295	-0.1159038381	0.0786015358	-0.0426663485	-0.033150331	0.1316868003	0.1188878214	0.0323042813	-0.0146379226	0.1212480555	-0.0253507581	-0.0286450856	0.0262333108	0.0382754448	0.0444332237	0.0224532681	0.0307997854	0.0284267501	0.0268494262	-0.022677576	0.0531034258	-0.1081614527	-0.0436942582	-0.060101092	0.0631057728	-0.0542371275	-0.0001626316	-0.0024903556	0.132618964	0.1175332851	0.1013692555	-0.0546669992	0.0518256616	0.0143214024	-0.0809574306	-0.0304089818	0.1097561692	0.1611710269	-0.0946163849	-0.1268586681	-0.0680385526	-0.070588559	-0.0162201303	-0.1133299127	0.0514524785	0.0459580727	0.1025101919	0.1022474116	0.1018099433	0.1011985345	-3.37764e-06	-0.01231957764	0.0001517719932279	1.14084519696e-11	-0.00684766	-0.0068338923	4.670208396799929e-05	4.68904474756e-05	-0.0880960999999999	-0.0105977	0.0077609228352099	0.00011231124529	0.000423312	0.000539124	1.79193049344e-07	2.90654687376e-07	-0.000673432	-5.321999999999987e-06	2.8323683999999864e-11	4.5351065862400006e-07	5.93514e-05	-0.0001090536	3.52258868196e-09	1.1892687672960001e-08	0.0	0.0	0.0	0.0	0.0
63881.48773369585	-17.165512697996746	4080844475.0703335	294.6548261850876	106421.1955432263	-300.37142105941894	90222.99058925474	11325470860.849611	61708.841758578434	-7.364928002447414	54.24216448123405	3807981151.1852736	74220.91421196093	62583.48364493549	1.056619	17.974249	0.06540474286	0.0402229	-0.0328226685	-0.0514257997	-0.0473048472	-0.0718004883	-0.1039812804	0.0295864011	0.0049917343	-0.0544276477	-0.0371232032	-0.0618798779	-0.0045563427	-0.1114501241	0.0569712496	-0.0915471391	-0.0349234494	-0.0296251689	0.0785796393	-0.0250700589	-0.0241946544	0.0848174653	0.0004323727	-0.0877444977	0.012092279	0.1924513832	-0.0551090426	0.0263851684	-0.0977066243	-0.0212137421	-0.0211606103	-0.0162673108	-0.0197733535	-0.0668466916	0.0325257378	-0.137708122	0.0025199458	0.0629743867	-0.0706683117	-0.0273075256	-0.0606341609	-0.0709304376	-0.0002491528	0.0374149156	-0.0930995756	-0.0663561645	0.0252264899	0.0078825647	0.0423501509	0.1017058642	0.1051327188	-0.0846668076	0.0284923997	-0.0143653361	-0.0837919268	-0.0250373176	0.048508027	0.0501057879	0.0236512973	0.0914200872	0.0177123311	-0.0793230307	-0.1030789632	-0.0220927522	-0.0478405635	0.0834725222	-0.0117674022	0.1430642575	-0.0182465982	0.0470129056	0.061191619	-0.0429243484	-0.0395703777	0.0798923312	0.1416876242	0.03327133	-0.0655716243	0.1062102766	-0.0393843054	-0.1607775341	-0.025331978	-0.0490317564	-0.0397853461	-0.0692725481	-0.0544560008	0.0359056999	0.0141166705	0.1024260777	0.1019113804	0.1010554665	0.0998612018	-0.00507622	-0.00507284236	2.5733729609410373e-05	2.5768009488400003e-05	-0.0102017	-0.0033540399999999	1.1249584321599992e-05	0.0001040746828899	-0.0583278	0.0297682999999999	0.00340213225284	0.0008861516848899	-1.64319e-05	-0.0004397439	2.7000733761000004e-10	1.9337469758721002e-07	-0.000626793	4.663900000000001e-05	2.1751963210000004e-09	3.9286946484899993e-07	1.54309e-06	-5.780831e-05	2.3811267481e-12	3.3418007050561e-09	0.0	0.0	0.0	0.0	0.0
64002.55626212384	121.0685284279898	4096327208.086328	14657.588575718975	105810.20494666466	-610.990596561649	373309.5090867597	11195799470.855177	61790.94108893557	82.09933035713766	6740.300045090426	3818120400.656306	74343.81697939466	62704.69766258413	1.192459	20.285038	0.1125524168	0.0621235	-0.0016817922	0.0859209532	0.0630576754	-0.1100630087	-0.0644897268	0.091103766	0.0713631782	0.0179090522	0.056953197	-0.0381062165	0.0161404746	0.0312435883	-0.0045071144	-0.090616348	0.000885541	-0.0588116246	-0.0630029444	-0.1684498017	0.0934477	0.0192847936	0.015916333	0.0731251951	0.0246407658	-0.0182760958	0.0759229547	0.0018471954	-0.0368005938	0.0050166376	0.0284142619	-0.060703188	-0.0778542068	-0.0042795749	0.0424747696	0.0216936526	0.0689734233	-0.0457876468	-0.0325851839	0.0104884909	0.0213689304	-0.0775880266	0.0754692557	-0.0703473216	0.0607265232	0.131315582	-0.1534166654	-0.0331887977	0.0052841434	-0.0005384841	-0.0448605936	0.1533904667	0.1662478178	-0.0451603989	0.0398163802	0.0499492622	0.1091010106	-0.0273457966	-0.0517867587	0.0267685163	0.044691162	0.0207085435	0.0466006235	-0.0364137747	0.0183710739	0.0790531906	-0.0405118819	0.0827399536	0.0980478597	-0.0139414332	0.1170945206	0.0946822121	0.0021705261	-0.0414359545	0.0184970869	0.0612726778	-0.0232589734	0.0333316565	-0.0581501125	0.0947303616	0.0556245657	0.0403203791	-0.0237103898	-0.0265661339	0.0789095413	0.0049909884	0.016220732	0.1023139614	0.1014639107	0.1000523871	0.0980872016	3.61163e-05	0.0051123363	2.613598244429769e-05	1.30438712569e-09	0.00730989	0.01751159	0.0003066557843281	5.343449181210001e-05	-0.104393	-0.0460652	0.010897898449	0.00212200265104	0.000560819	0.0005772509	3.145179507610001e-07	3.332186015508101e-07	-0.000441018	0.0001857749999999	3.451235062499998e-08	1.94496876324e-07	0.000115783	0.00011423991	1.3405703089e-08	1.30507570368081e-08	0.0	0.0	0.0	0.0	0.0
64088.01935165879	85.46308953494736	4107274224.418592	7303.939672858429	106273.21274306747	463.0077964028169	214376.21952979235	11293995746.733278	61772.30944721639	-18.6316417191847	347.1380731520638	3815818214.442659	74179.7889225387	63584.4897520384	1.178862	20.053734	0.0595594326	0.0369226	0.0274175791	0.0869676748	0.0630186858	0.0384479136	-0.0207804645	0.0745444419	-0.0021787771	-0.0239229099	0.0387278796	0.0440778853	0.0043812765	0.0729728444	-0.0343545236	-0.0169327459	0.0125781198	-0.0115970815	0.0353339241	-0.0686280308	-0.0140430855	-0.2285176892	0.0311247967	0.0403856095	-0.1414379481	0.0412013637	0.0554493551	-0.0733652748	0.1068217999	0.038414525	0.056560054	0.0011802259	-0.0745755681	-0.0748230304	-0.0439302172	-0.1240227269	-0.0846306729	0.0682387507	0.0728169828	-0.1080967796	0.036666159	0.0151742425	-0.0228137828	0.0170439823	-0.0774407559	0.1128084102	-0.0466851889	0.0572876975	-0.0572081797	-0.0067904462	-0.0458418934	0.0125814614	0.0389447826	0.0625771742	-0.0462128224	-0.0376179237	0.065641471	-0.0510635382	0.0033470819	-0.0555612471	0.0500897103	-0.0049809708	0.0153535011	0.0674735567	0.0623170741	0.0132935765	-0.0373039014	-0.0206450526	0.0424482647	-0.0732648755	0.1174158574	0.1005482818	0.1486752217	0.0945748569	0.1210105639	-0.0149882447	0.0506112015	-0.0545944281	-0.0645477429	-0.0664757033	0.0538440821	0.0631761341	0.0705896031	0.0297932484	-0.0700826549	-0.0171419033	-0.0563374785	0.1021738733	0.1009054916	0.0988031726	0.0958842909	3.19897e-05	-4.126599999999995e-06	1.7028827559999963e-11	1.0233409060900002e-09	-0.000606666	-0.007916556	6.2671858901136e-05	3.68043635556e-07	-0.0778105999999999	0.0265824000000001	0.0060544894723599	0.00070662398976	0.000164393	-0.000396426	2.7025058449000003e-08	1.5715357347600008e-07	-0.000545719	-0.0001047009999999	1.096229940099999e-08	2.97809226961e-07	0.000115783	0.0	1.3405703089e-08	0.0	0.0	0.0	0.0	0.0	0.0
64058.92724169638	-29.092109962410177	4103546159.3569503	846.3508620649654	106255.65311641483	-17.559626652640873	308.3404881801357	11290263819.195875	61858.545173538165	86.2357263217782	7436.60049424463	3826479610.986662	74468.12158899764	64158.38813879107	1.194361	20.317387	0.0573732978	0.0328272	0.0494670516	0.0776764872	-0.0019822259	0.0889192238	-9.81997e-05	0.0234848731	0.0876700156	0.0070176781	0.0579154907	0.1084212579	-0.0561527667	-0.0242800407	-0.0657944102	0.0645369026	0.0630229128	-0.0418400582	0.0509098513	-0.0168760852	-0.0902073751	0.1306838193	0.0949379055	-0.0592545883	-0.0468001788	0.0061003864	0.0125838842	-0.0607608512	0.0835569886	-0.0103064863	0.0693804059	0.0840126684	0.050925747	-0.0924987269	0.041172215	-0.0495311031	0.0716248786	-0.040712558	0.1177854408	0.0064164179	0.0319263919	0.0638610448	-0.0230808383	-0.0796274341	0.0520931135	-0.0547332612	0.1535341946	0.0850336976	0.0439560189	-0.0835946731	0.0191136191	-0.0189442981	-0.0616654569	0.2016478631	-0.0419987517	0.0722905543	0.0348209122	-0.054219115	0.0223433363	-0.1206580778	-0.0412790024	-0.0311481113	-0.0047753841	-0.0530614552	0.066474419	0.0832128336	0.0632632997	-0.0777988903	0.0695026818	0.0389814791	-0.0549250819	-0.0162117323	-0.0470220199	-0.0019123716	0.0531664103	0.0138088555	-0.0278002088	0.0181967322	-0.0711388164	-0.1052304379	0.053890726	-0.0243118267	0.0575915493	0.0494535115	0.0466430153	-0.0798962555	0.0055129838	0.102005852	0.1002367339	0.0973108962	0.0932621027	3.61215e-05	4.1318e-06	1.707177124e-11	1.3047627622500002e-09	0.0199161	0.0205227659999999	0.0004211839242907	0.00039665103921	-0.0926981	-0.0148875000000001	0.00859293774361	0.00022163765625	0.00049887	0.000334477	2.488712769e-07	1.1187486352900001e-07	-0.000441018	0.0001047009999999	1.096229940099999e-08	1.94496876324e-07	0.000115783	0.0	1.3405703089e-08	0.0	0.0	0.0	0.0	0.0	0.0
64064.00074703081	5.073505334432412	4104196191.715564	25.740456378514136	106732.3572716346	476.70415521976247	227246.8516037874	11391796088.75985	61759.29102656688	-99.25414697128144	9851.385690996738	3814210028.1041846	74487.84154101816	64206.323179051215	1.034872	17.604303	0.1083619345	0.0538273	0.0357070376	0.0293922826	-0.015342184	0.1113777319	0.0765749311	-0.0216621407	0.0412552769	-0.0145281248	0.0495400112	0.1195841754	0.0253717578	-0.0358930576	-0.0460084098	0.0409010303	0.0292744735	-0.0133077347	0.0552106256	0.0130358832	0.0343696703	-0.0675091159	0.0627384013	0.0939647802	-0.0193391417	0.022996056	-0.0249741582	0.0794747801	0.0412690761	0.2176899815	-0.0500033776	0.0544548099	0.0633092756	-0.0362736283	-0.0022483004	0.0128260814	0.0411421827	-0.0221344257	-0.0149918562	0.007374679	0.0703283026	0.1205351248	-0.1005182851	0.0080991662	-0.0940476165	0.1089477261	-0.0420654577	0.0196435585	0.0547189306	0.0322214181	0.0969979924	0.003130391	0.0231545225	0.0046728624	0.0775492571	0.0534582069	-0.016540476	-0.064368274	-0.0003209228	-0.1438669002	-0.0435482347	0.0515845119	-0.0332501287	0.0731177073	0.0051322055	-0.0679989588	-0.0397428308	0.0148099044	0.1134640173	-0.0145837024	0.0340757517	-0.0679478374	-0.0136915609	0.0358454845	0.0095633778	-0.0346809157	0.0388582265	-0.0788049159	-0.0224177579	-0.0874467786	0.0356793464	0.0905764716	0.0687858594	-0.1112837653	0.0931842383	0.0316728228	-0.0265289753	0.1018099433	0.0994583687	0.0955792289	0.090232103	0.00226446	0.0022283385	4.96549247058225e-06	5.127779091599999e-06	-0.000610946	-0.020527046	0.0004213596174861	3.73255014916e-07	-0.0798105	0.0128875999999999	0.00636971591025	0.0001660902337599	-0.000101165	-0.000600035	1.0234357225e-08	3.60042001225e-07	0.000212465	0.000653483	4.270400312890001e-07	4.5141376225e-08	0.000316644	0.000200861	1.00263422736e-07	4.0345141321e-08	0.0	0.0	0.0	0.0	0.0
63948.67278454239	-115.32796248842352	4089432750.904472	13300.53893173122	106657.671145261	-74.68612637359183	5578.01747269213	11375858814.130642	61723.049238445376	-36.24178812150785	1313.4672062442676	3809734807.291552	74304.10558654548	63770.972043746064	1.055697	17.958563	0.0639311263	0.030695	0.0132925217	0.0057367143	-0.0593940141	0.0884930797	-0.0089808716	-0.0472092997	-0.0007984873	0.0254894777	0.0263707692	0.1014535557	0.0539551946	-0.0330515073	0.0253597652	0.0171057977	0.0045892356	0.0007430673	0.0214196697	-0.0420013055	0.0144585913	0.0530303428	-0.1068205476	0.1008892454	-0.0889179935	-0.1900763374	-0.0481798145	-0.0711955754	-0.0476308881	-0.0692376018	-0.1278188207	0.0787027835	0.0311678361	0.0652921706	0.0018819068	-0.0158770211	-0.1349466973	-0.0602578412	0.0014632941	0.0854388124	0.027213186	-0.0637759915	0.1199029146	-0.0300521519	0.1547773401	0.0182270666	0.1895867758	-0.0089131756	-0.032896435	0.0627261623	-0.0265062276	0.0922744674	-0.1712575993	-0.0342062191	-0.0266686407	-3.3888e-05	-0.0403943675	-0.0131847524	-0.0138177372	-0.0554823448	-0.0559311185	-0.0178222429	-0.0886006417	0.0406616135	0.0824622498	-0.0725742758	-0.0734947894	-0.0056289398	0.0191746219	0.0334555378	0.0228447034	0.0055595033	-0.1041835472	0.0081594176	-0.0671971041	0.1266119809	0.0058454818	-0.1017178189	0.1866182916	0.1401456616	-0.0459410051	0.0019835339	-0.0309058089	0.0608485911	-0.0916560631	0.1406019303	0.0491839533	0.1015862008	0.0985712473	0.0936124309	0.0868075413	1.78297e-05	-0.0022466303	5.04734770487809e-06	3.1789820209e-10	0.0142422	0.014853146	0.0002206159460973	0.00020284026084	-0.0612769	0.0185336	0.00375485847361	0.00034349432896	-0.000151011	-4.9846e-05	2.2804322121e-08	2.4846237159999995e-09	-0.000102783	-0.000315248	9.938130150400001e-08	1.0564345089e-08	0.000115783	-0.000200861	1.3405703089e-08	4.0345141321e-08	0.0	0.0	0.0	0.0	0.0
63893.89480908891	-54.777975453478575	4082429793.874919	3000.626594781901	106965.47768930288	307.80654404187226	94744.86855500104	11441613417.30075	61706.169566264005	-16.87967218137055	284.92333295053487	3807651362.540526	74352.19411554596	63594.057103692736	1.030813	17.535255	0.1333549353999999	0.0726365999999999	-0.0153897932	-0.0192217045	-0.0683372623	0.0472090731	0.0102488449	-0.0776643974	0.028403639	0.0209051375	-0.0186691327	0.0362133333	0.0415607379	-0.0523425545	0.0415333082	0.0390926033	-0.0253388786	0.0246937006	0.066426312	0.0626526453	-0.0391401857	0.0181093501	-0.0375101093	-0.0348888268	-0.0284092274	-0.0033149531	0.0807711116	-0.0356700625	0.0761733942	-0.0881985574	-0.0625322183	0.006359548	-0.0609350652	0.0302735139	0.0157199426	0.0517912618	0.0062303221	0.0579291456	-0.0637347669	0.0569235569	-0.0692723927	0.074075168	-0.0200497574	0.1289724786	-0.0079189795	-0.0443820771	-0.0657731065	0.0528871966	0.0208292799	-0.059752649	0.0348100874	0.0479898436	-0.1629752499	0.1755868287	0.004472026	0.0127551433	-0.0534466451	0.0331164648	0.0205405572	0.0203664426	-0.0861744	-0.0315735199	-0.0956795698	-0.0296277463	0.1095516498	-0.0809858857	-0.0386192997	0.0153735156	-0.0565292791	0.0439628926	-0.0425998835	0.0309514859	0.0326428734	0.0229395691	-0.0194938341	-0.0110054461	-0.0232119056	-0.045885442	0.0355852946	0.0534594843	0.0907846994	-0.100675919	0.0678064256	0.0630472638	0.0664278021	0.0096020298	-0.0753344012	0.1013346856	0.0975763397	0.0914153405	0.0830033923	-2.18557e-05	-3.96854e-05	1.5749309731599998e-09	4.7767162249e-10	0.0288432	0.014601	0.0002131892009999	0.0008319301862399	-0.0974165	-0.0361396	0.00948997447225	0.00130607068816	0.000851072	0.001002083	7.243235491840001e-07	1.004170338889e-06	-0.000320948	-0.0002181649999999	4.759596722499999e-08	1.03007618704e-07	-0.000315462	-0.000431245	9.951627344400003e-08	1.8597225002500002e-07	0.0	0.0	0.0	0.0	0.0
