global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	w_comp_cor_39	w_comp_cor_40	w_comp_cor_41	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05
63099.37196615298	n/a	3981530742.522933	n/a	103659.79708880362	n/a	n/a	10745353532.49194	60786.74328967842	n/a	n/a	3695028159.765265	73009.86179584704	62291.276922923294	n/a	n/a	n/a	n/a	-0.0546421922	-0.1281850925	0.0490959714	0.1014495421	-0.0387660679	0.0088538372	0.0291919423	0.0552565917	-0.1210998895	0.0261691644	-0.0752494714	0.0842950746	-0.0447627425	0.0334207285	-0.0366560827	0.0408779622	-0.0800699455	0.057400167	-0.0378832568	0.0906835948	-0.0393294669	0.0082515005	-0.0827955825	0.01298615	-0.0461901677	0.0773155174	-0.0591424313	0.0597993888	-0.049610913	0.1299976744	0.0349985481	0.0123369875	-0.0679829729	0.0479746739	-0.0907881031	0.0567357093	-0.0270803631	0.0201557006	-0.0507195855	0.0055909706	-0.0048470191	0.1221446063	-0.0575400316	0.0091248907	-0.0024686267	0.0310797666	-0.0232256486	0.0454005122	-0.0758910845	0.0521143644	-0.1439099248	0.0587611765	-0.073590117	-0.0650739968	0.040787266	0.0019956214	-0.0348098858	0.0532287559	-0.0750577411	0.0111333605	-0.0045152836	0.0681367678	-0.0622531012	0.1251321303	-0.0272509303	0.0235730255	-0.0472403351	0.0945202358	-0.0117298235	0.0051768383	-0.0562557886	0.0675212092	-0.0732763307	0.0623718547	-0.0695389693	0.0220122334	-0.0933228444	-0.1099838723	0.0237546176	-0.0393003584	0.0118083732	-0.060405667	0.1152151066	-0.0435044012	0.0140751444	-0.0825859877	0.0576630932	-0.1073643212	0.1044260646	-0.0186326277	0.102594329	0.1025838106	0.1025662807	0.1025417406	0.00693075	n/a	n/a	4.80352955625e-05	-0.0377962	n/a	n/a	0.00142855273444	-0.0869522999999999	n/a	0.0075607024752899	n/a	-0.000573647	n/a	3.2907088060900005e-07	n/a	-0.000126791	n/a	n/a	1.6075957681000005e-08	0.000518576	n/a	2.68921067776e-07	n/a	0.0	0.0	0.0	0.0	0.0	0.0
63152.60532162313	53.23335547014722	3988251558.908702	2833.7901346110525	103660.579471385	0.7823825813829899	0.6121225036515108	10745515736.343328	60786.78896524896	0.045675570538151	0.0020862577439856	3695033712.705713	72908.32436780428	62909.24989331584	1.157039	19.633686	0.106716	0.0532607	-0.0602763436	-0.0341433867	0.1163453625	0.0697058148	-0.0809940862	0.0525560474	-0.0094413043	0.0755298354	-0.1048148532	-0.0974019405	0.0306278275	0.0716025753	0.0455354223	-0.0090184033	-0.0033151022	-0.0918461299	0.1036078952	0.0142768913	0.0144913431	-0.1052496509	0.0972712677	0.0622908226	-0.0081075302	0.0855350813	-0.0543357355	-0.0455226941	-0.0219056887	0.047685111	-0.0824347176	0.1177324954	0.0685476049	-0.0106943571	-0.0304522943	-0.121705507	-0.1171121669	0.0291690752	0.1394460642	-0.0885637778	0.0062200583	-0.0666231113	-0.0479636747	0.0485515778	0.0250340089	-0.1419193301	-0.0201369186	0.0270626235	-0.0999768981	-0.1498344389	-0.0352602304	0.0340603881	0.0449464483	0.0635121504	-0.0669704425	-0.0730835981	0.1146080014	0.0243805814	-0.0072891875	-0.0772374912	-0.1481633537	-0.0579037576	-0.0704037597	0.0063727979	0.0056414918	-0.0662049794	-0.0457107197	0.1217088502	0.025247477	-0.0401069689	0.0295150677	0.0513013468	0.007748231	0.0607488988	0.0150337521	-0.0971432457	0.1196650111	-0.1251319176	0.009856322	-0.01282582	0.0098370606	-0.0138670641	-0.0773877477	-0.0134958794	0.0916547815	0.0324671329	0.0170649833	0.0877559455	0.0746402198	-0.2250940549	0.067069366	0.0019847083	0.1025662807	0.1024716367	0.1023139614	0.1020933517	0.0137897	0.00685895	4.70451951025e-05	0.00019015582609	-0.0722388	-0.0344426	0.00118629269476	0.00521844422544	-0.068148	0.0188042999999999	0.004644149904	0.0003536016984899	-0.00110551	-0.000531863	1.2221523601000002e-06	2.8287825076900004e-07	-0.0	0.000126791	1.6075957681000005e-08	0.0	0.0007921249999999	0.0002735489999999	6.274620156248416e-07	7.482905540094531e-08	0.0	0.0	0.0	0.0	0.0	0.0
62948.475728401376	-204.12959322175448	3962510596.529137	41668.89082887895	104251.0105977256	590.431126340598	348608.9149518272	10868273210.647097	60822.19445344917	35.40548820020922	1253.5485946951544	3699339338.133183	73126.29544998972	62610.17765795369	1.171284	19.875397	0.1584700849999999	0.0713698	-0.0093312702	0.0038803096	0.0965294248	0.1367868075	-0.0094706824	0.0394599714	-0.0736050621	0.1046950219	-0.1228583667	0.0060054871	-0.0290479043	-0.0586962181	0.0761249868	0.08811438	0.0891679219	-0.1237334064	0.1350172612	-0.0669687557	-0.0794636074	-0.0185325614	-0.0212223293	0.1196940237	-0.0598953201	-0.0590019223	0.019263111	0.0210586337	0.0082269896	-0.0119253736	0.0043361496	0.0736226956	-0.0156312003	0.0638219424	0.0388768632	0.0468369349	0.0628895023	0.0002006864	-0.0468675189	-0.0106451874	-0.004080187	0.1617779309	0.0966880612	-0.0160021075	0.0376504258	0.0928949121	0.0532857613	-0.1288418731	0.0561395213	-0.0370400408	-0.0724359291	0.0776243085	-0.1898465082	0.0040851398	0.0159818919	0.0568980379	0.0588072323	0.058391696	-0.105419861	-0.0747461688	-0.0809450891	-0.0009100313	-0.0555176888	0.1112462813	0.0981365462	-0.0947304185	-0.0513365198	-0.1266869902	0.0807929797	0.0109540818	-0.0273047332	0.0149028077	-0.0183181687	-0.0559974654	0.0299180457	-0.0934647345	-0.0360705072	0.0872795498	0.0185379693	-0.0491419146	0.0538171591	-0.0168497936	-0.0455367857	-0.1196552274	-0.0031385657	0.0635084015	-0.0084376511	-0.1228522077	0.1048474801	-0.0303645848	0.0236417355	0.0590130425	0.1025101919	0.1022474116	0.1018099433	0.1011985345	-2.7635e-05	-0.013817335	0.0001909187465022	7.63693225e-10	-0.0216116	0.0506272	0.00256311337984	0.00046706125456	-0.04458	0.023568	0.0019873764	0.000555450624	-0.000631496	0.000474014	3.987871980160001e-07	2.2468927219600002e-07	-0.000531335	-0.000531335	2.82316882225e-07	2.82316882225e-07	0.000388323	-0.0004038019999999	1.5079475232899998e-07	1.6305605520391925e-07	0.0	0.0	0.0	0.0	0.0	0.0
62954.22950950379	5.753781102415815	3963235013.135278	33.105996974517346	104773.6616933247	522.6510955990962	273164.1677309356	10977520184.627254	60810.94837590768	-11.246077541487466	126.47426006914876	3697971442.377309	73134.29887181333	62058.89121110053	1.180315	20.028643	0.08756716519	0.044011	0.0186789048	0.0506073187	0.0442464955	0.0154115877	0.0079354328	0.0595361189	-0.084450455	-0.00890715	0.0707843787	0.0490951349	0.0104285977	0.0845661183	-0.0086391247	0.0566336199	0.0527794393	0.0194950309	-0.0949173593	-0.0472730236	0.0305955002	-0.0264771872	0.0523872876	-0.1227308977	-0.0752151171	0.0436969151	0.0426477908	-0.0012514274	0.0231839886	0.0656245327	-0.0015982381	-0.1414443355	0.0999068643	0.0578395833	0.0155895295	0.0746767444	0.0331208741	-0.0354658516	0.018232768	-0.0300371428	-0.0756265133	0.0200217087	0.0189938661	-0.0342865015	0.0067348275	0.1165922955	0.1076784139	0.0004528895	0.010155146	-0.0634944897	0.0761930751	0.0286346141	-0.0489019011	-0.0320495428	0.1246365629	0.0158341955	-0.122749357	-0.0352540969	-0.0161014936	-0.0483073627	0.0965132853	0.0260338422	-0.0217631058	0.0152864458	-0.0143298569	0.0854461053	0.0069289542	0.1338919778	-0.0182578535	0.0793398276	-0.0229934875	-0.0441724451	0.0090685925	0.0069337139	-0.0389109697	-0.0346189673	-0.0137701565	-0.00617067	0.0383260066	0.1093111235	-0.0198367243	0.0066266755	0.0871365363	-0.0399034105	0.0197412543	-0.0858902499	-0.0260434639	-0.059401356	0.0132638897	-0.0016527727	-0.0218625974	0.1030285591	0.1024260777	0.1019113804	0.1010554665	0.0998612018	2.16019e-06	2.979519e-05	8.877533471360998e-10	4.666420836099999e-12	-0.0314449	-0.0098332999999999	9.669378888999992e-05	0.00098878173601	-0.0721814	-0.0276014	0.00521015450596	0.00076183728196	-0.000255618	0.000375878	6.5340561924e-08	1.4128427088400004e-07	-9.14646e-05	0.0004398703999999	1.9348596879615997e-07	8.36577305316e-09	0.000202018	-0.000186305	4.0811272324e-08	3.4709553025e-08	0.0	0.0	0.0	0.0	0.0	0.0
62978.65897443374	24.429464929948157	3966311486.2180233	596.7987567635668	104535.5614020895	-238.1002912351978	56691.74868628601	10927683597.650024	60718.358499740665	-92.5898761670178	8572.885168623689	3686719058.903029	72728.36527163857	61731.916595204246	1.128232	19.144867	0.02888333508	0.0189459	-0.0273193944	0.0669189204	-0.0333788202	-0.0451917387	-0.0877267583	-0.0846515672	-0.0204302502	-0.0708729428	0.1091550913	0.0065267584	0.0435135263	0.1449531472	-0.0179843501	-0.1172295943	-0.0588849944	0.0028700926	-0.0908959645	-0.0143074507	-0.0175689412	-0.0677242726	-0.0654862538	-0.0378881392	0.0178054067	0.0776863938	0.1116616131	0.0695470782	-0.0830581107	-0.1272377069	0.0092213967	-0.0546098675	0.0484795122	0.0378066453	-0.100990034	-0.026306948	0.0316983806	-0.0797898055	0.005975493	0.0551654392	0.0612732102	-0.0512340605	-0.0700395688	-0.2048386701	-0.1577538973	0.0066034008	0.0625930049	-0.0439754551	0.0874806667	-0.0510471871	0.0972106072	-0.0017561021	0.049322881	0.0086854491	-0.1221561572	0.0763318182	-0.0308099208	0.0127610249	0.1239462617	-0.040909248	0.0765877141	-0.025766936	0.0082544987	0.0273686796	-0.1230701537	0.0626321622	-0.0317599254	0.1910038316	-0.0273315002	-0.112713055	0.0110705886	0.003651834	-0.080775769	-0.0457676791	0.0306458496	0.0123591758	0.0712202062	0.0817962213	0.0150960664	0.0424082696	-0.0384594561	0.08064054	-0.031085546	-0.0518286674	-0.0746603808	0.0717512678	0.0022008217	0.0171741557	-0.1864984228	0.0130981707	-0.0210723262	-0.1368732127	0.1023139614	0.1014639107	0.1000523871	0.0980872016	5.32527e-06	3.1650800000000003e-06	1.0017731406400002e-11	2.83585005729e-11	-0.0379916	-0.0065467	4.285928089000003e-05	0.00144336167056	-0.0685693	0.0036121	0.00470174890249	1.304726641000005e-05	0.000104026	0.000359644	1.0821408676e-08	1.29343806736e-07	-0.000103932	-1.2467399999999988e-05	1.5543606275999971e-10	1.0801860624e-08	0.000199702	-2.3159999999999826e-06	3.9880888804e-08	5.36385599999992e-12	0.0	0.0	0.0	0.0	0.0	0.0
62949.14993258205	-29.509041851692015	3962595477.2346954	870.783551004911	103928.23205494176	-607.3293471477373	368848.9359068968	10801077418.065825	60743.66126923409	25.30276949342806	640.2301440375536	3689792384.39145	73007.8162314967	61900.832203656486	1.112173	18.872355	0.1081876692699999	0.0581172	-0.0252192479	0.0546394431	-0.0476525935	-0.0405109951	0.0119651819	-0.1112138173	0.0378582597	-0.0494682932	0.0042116473	0.0997487666	-0.119363814	-0.066032855	-0.0270703652	-0.0810715321	-0.112575118	0.0466366771	-0.0535867184	0.0204512165	-0.0571404632	-0.0017629003	-0.0244866506	-0.0301095466	0.0497275161	0.0171710593	0.1072627531	0.1317052159	-0.0308909917	-0.111732808	0.0169554713	0.0748596167	0.0589860588	-0.0141510957	0.0408614423	-0.0527769457	0.0066517777	0.041928378	-0.0375714837	-0.1358864354	0.0671105001	-0.0939836997	-0.0330345782	0.1172916857	0.014581709	0.0717400048	-0.0247147427	0.0024730753	0.0351493803	0.0391254576	-0.0997414475	-0.0142233379	-0.001266743	-0.0352632687	0.0577302692	-0.106860538	0.0838299502	0.1730499189	-0.0028484349	0.1056932653	0.0639594408	0.019712778	0.0983580751	0.0310941711	-0.0925588954	-0.0329878534	-0.0026815156	-0.0188536317	0.1166262312	-0.0274564896	-0.0170230176	-0.0018372297	0.0489019624	-0.0894319495	-0.0613224567	0.0990521926	0.0307551451	-0.0787950368	-0.1136470874	-0.022631058	-0.0263580793	-0.0550836235	-0.0664797553	-0.0426857945	-0.1210157361	0.0015280727	0.0066857483	-0.0624887752	-0.0234098905	-0.0708476187	-0.0778196569	0.0350352933	0.1021738733	0.1009054916	0.0988031726	0.0958842909	-0.0197372	-0.01974252527	0.0003897673040365	0.00038955706384	-0.000277856	0.037713744	0.0014223264864975	7.7203956736e-08	-0.0688244	-0.0002550999999999	0.0047367980353599	6.507600999999705e-08	-0.000697172	-0.000801198	4.860487975840001e-07	6.419182352040001e-07	-0.000112558	-8.626000000000009e-06	7.440787600000015e-11	1.2669303364e-08	0.0	-0.000199702	0.0	3.9880888804e-08	0.0	0.0	0.0	0.0	0.0	0.0
63000.90858372495	51.758651142903545	3969114482.374869	2678.9579681327905	103501.1309056028	-427.1011493389669	182415.3917666665	10712484098.738726	60779.74330588693	36.082036652835086	1301.9133690165345	3694177196.329507	72934.8970703125	61782.39480544967	1.040672	17.659065	0.126045154	0.0581316	-0.0663320919	0.0194185453	-0.1079604011	-0.0538722036	-0.0037352717	-0.0513125207	0.0766678192	-0.0167818521	-0.025623831	-0.0286475182	-0.054299963	-0.0784075614	-0.0533078638	-0.0575551456	-0.0810590595	0.0701143556	-0.0411164084	0.1426842663	0.036411071	-0.1075427374	0.0478735497	-0.0229006582	0.0501227247	-0.0050455979	0.0219063756	-0.196233477	0.0474802444	-0.0157225278	-0.0812856175	0.050310673	-0.1789494303	0.0118685655	-0.0076064055	-0.0455658034	-0.0494964373	-0.0868154311	0.041425944	-0.0330594246	-0.1074850737	0.045730213	0.1258341093	0.0326286306	0.111389359	0.0641325155	0.0006445194	-0.0059972664	0.0250830374	-0.1379322428	0.1039590745	0.0943277936	0.0020527057	0.0417539739	-0.0879833488	-0.0164995885	-0.075019726	-0.0569555301	0.0209390538	0.0607497155	-0.0373714713	0.0165537933	0.0764804233	-0.0513812159	-0.1271077268	0.0306760208	0.0774921863	-0.03143256	0.0190716003	0.0425163792	-0.023806276	-0.03771075	0.0082687595	0.0190336359	0.0267653887	-0.0384718444	0.0787375103	-0.0211028181	0.0882431996	0.024191044	-0.0129846544	-0.1180939527	-0.1586443663	0.1707480617	0.0127452449	-0.0121631068	-0.0153873045	0.0843578719	0.0379837736	-0.0749590844	0.099933517	-0.033128645	0.102005852	0.1002367339	0.0973108962	0.0932621027	-0.00931494	0.01042226	0.0001086235035075	8.676810720360001e-05	-0.037626	-0.037348144	0.0013948838602447	0.001415715876	-0.0430416	0.0257827999999999	0.00185257933056	0.0006647527758399	-0.00111098	-0.0004138079999999	1.2342765603999995e-06	1.712370608639999e-07	0.000243956	0.000356514	1.27102232196e-07	5.9514529936000007e-08	0.000279517	0.000279517	7.812975328900002e-08	7.812975328900002e-08	0.0	0.0	0.0	0.0	0.0	0.0
62911.51357871991	-89.39500500504073	3957858540.76546	7991.466919851257	103565.04951287444	63.91860727164021	4085.588355546177	10725719480.604134	60818.99343015214	39.250124265214254	1540.5722548347608	3698949961.856889	72798.28078998766	61426.59883497235	1.210745	20.545015	0.10015362	0.0485261	-0.0389253247	-0.1146071685	-0.084663162	0.0315418903	0.0091785718	-0.1083084843	0.0983632773	-0.0054024615	0.0032723612	-0.0571964155	-0.0226486333	-0.0626270619	-0.0324808189	-0.050431732	-0.0034602282	0.0249800204	-0.0114199997	-0.0292386171	-0.0278459826	0.1183886474	0.0189040833	0.0183958335	-0.033800261	-0.1102052548	-0.030184659	-0.1092659952	-0.0131443798	0.0767925551	0.1824223303	-0.0485208043	-0.0403885473	-0.0012384844	0.0075442335	-0.0226269067	-0.0186001191	0.0367540848	0.1588151041	-0.0010548336	-0.0158273306	0.0851148454	-0.0492571329	0.056053176	0.086633322	-0.1031195538	0.0526259434	0.0450221504	-0.0969469294	0.0335568781	0.1297764994	0.0718982447	0.0012123203	-0.1900531119	-0.1167190235	0.0113751508	-0.1028932384	-0.0373191708	0.0915442833	0.0447338373	-0.0474769303	-0.014545714	0.0030063617	0.0562062095	0.0628094974	0.0952888129	0.0936199459	0.0089860404	-0.0410006759	0.1136417126	0.0628614254	-0.0616710041	-0.0040129611	-0.1473440515	0.0005659974	-0.0179083771	0.0090211814	0.1358066311	-0.0276642298	-0.1936834165	-0.0320382524	0.0540954304	0.0224371796	0.1209050631	-0.0142729772	0.0190587911	-0.0961041325	0.0016153858	0.1336697696	0.0781246217	0.0716727152	-0.0638417976	0.1018099433	0.0994583687	0.0955792289	0.090232103	-0.0154756	-0.00616066	3.79537316356e-05	0.00023949419536	-0.0216515	0.0159745	0.00025518465025	0.00046878745225	-0.0590863	-0.0160447	0.00349119084769	0.00025743239809	-0.000440479	0.0006705009999999	1.9402174944100006e-07	4.495715910009999e-07	-4.55012e-05	-0.0002894572	8.378547063183998e-08	2.07035920144e-09	0.0	-0.000279517	0.0	7.812975328900002e-08	0.0	0.0	0.0	0.0	0.0	0.0
62949.47711338225	37.96353466233995	3962636668.848236	1441.229964058687	103324.08344119822	-240.9660716762155	58064.64769906703	10675866218.963692	60800.02435598202	-18.96907417011971	359.8257748715028	3696642961.688008	73078.69662443463	61717.74604748963	1.200095	20.3643	0.054091485	0.0374099	-0.0101875507	-0.1371528258	0.0464430032	-0.0078608053	0.0085843314	-0.1247699214	0.0484654097	0.0649582712	-0.139139342	0.0430804056	-0.0099168998	0.0020346923	-0.0958026466	-0.1475463834	0.0443576414	-0.0108147769	-0.0905606921	0.0861094982	-0.0385675936	0.0558477996	0.1077521951	-0.1008219225	-0.0852959863	-0.0807570191	0.1035035412	0.0627903332	0.0224637416	0.0796354226	-0.0515442914	0.029735012	-0.081564895	-0.0074112877	0.0124476844	-0.0078248122	0.0004722486	-0.087890806	0.0190381011	0.0779615241	-0.0009804748	-0.0813376593	-0.0538589092	-0.0064219208	-0.0864303353	0.1260807581	-0.0619595551	-0.0550682419	-0.053496271	0.0410761801	-0.0189699453	-0.0796298448	-0.0110340168	0.1187249708	0.1457731821	-0.0867018599	-0.0619435804	0.0500934386	-0.0719577257	0.0895043033	-0.0761477228	0.0400213445	-0.0340795717	0.0641398336	-0.0285385999	0.1138066774	0.1484631239	0.1013169447	0.0258205088	-0.0266733976	-0.0608681326	-0.0134485213	-0.0321182812	0.0231365941	0.056041304	0.0275512501	-0.0227344104	0.0184834677	-0.0700517329	-0.0227034542	0.0197757894	-0.1126935818	0.0373381408	0.0252902648	-0.0477540803	-0.0518690216	0.0327664365	-0.0164769968	-0.0643808818	0.0325952166	0.0014549772	0.1504701759	0.1015862008	0.0985712473	0.0936124309	0.0868075413	-0.0197094	-0.0042337999999999	1.792506243999998e-05	0.0003884604483599	-0.0216641	-1.259999999999803e-05	1.5875999999995035e-10	0.0004693332288099	-0.0808297999999999	-0.0217434999999998	0.0065334565680399	0.0004727797922499	9.92729e-05	0.0005397519	9.855108674410001e-09	2.913321135536101e-07	-2.32214e-05	2.22798e-05	4.963894880399999e-10	5.392334179600001e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
62984.41175366321	34.93464028096059	3967036123.954989	1220.4290915601146	103697.21149223374	373.1280510355136	139224.54246956087	10753111671.265053	60789.5035712742	-10.520784707819985	110.68691086829884	3695363744.441959	73004.01580360814	61788.10238886914	1.134732	19.255163	0.033428515	0.0239658	0.0189650882	-0.0751914331	0.1083022337	0.0093636634	-0.0662219297	0.0092893645	-0.0113544	0.0486192851	-0.1574423208	-0.0745557826	0.044237862	-0.0375750241	0.0633023277	-0.0773229952	0.0612676503	-0.1257045967	0.1512711907	-0.0066938196	-0.0797745572	-0.007787432	0.0262031866	-0.0704560605	0.0526495288	0.018975156	0.0377263012	0.1370429473	-0.0116968498	0.0091196743	0.139095077	0.0574717847	0.040925743	0.0719376904	0.0883796772	0.0953405292	0.0292520021	-0.1294216238	-0.0241079314	-0.0207200713	-0.1688181795	-0.0446699828	0.155492066	-0.1132621544	0.0427541688	-0.057047748	-0.0751229675	0.0343102997	0.0373928802	0.0209965511	-0.0346231708	-0.084745553	-0.1221685542	0.1108785219	0.0431216783	-0.0329707037	0.0892897576	0.0131845732	-0.0527979891	-0.0496855235	-0.1390372831	-0.0106382846	-0.0569607731	0.0422012596	0.016016042	-0.1233459256	0.1083430941	0.0612447352	-0.0116539487	-0.1095331322	0.0183906911	0.0656357286	0.1238686283	-0.0577530827	-0.0124241198	-0.0426678985	0.015568651	-0.0825418577	-0.1658995136	0.0354136655	0.0192016772	0.037221976	0.0640879373	-0.1051947329	0.0235298204	0.1342391522	-0.0470183248	-0.0990533231	-0.043805888	-0.0181078369	0.0864195666	0.1871899717	0.1013346856	0.0975763397	0.0914153405	0.0830033923	-0.0197111	-1.7000000000003124e-06	2.8900000000010627e-12	0.0003885274632099	-0.0445012	-0.0228371	0.00052153313641	0.00198035680144	-0.0744091999999999	0.0064205999999999	0.0055367290446399	4.122410435999998e-05	0.000109996	1.0723099999999992e-05	1.2099120016e-08	1.1498487360999983e-10	-9.58806e-05	-7.26592e-05	5.2793593446399996e-09	9.19308945636e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
