global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09
63354.404559447714	n/a	4013780577.082169	n/a	106009.16136058982	n/a	n/a	11237942292.375568	60598.01038069752	n/a	n/a	3672118862.099124	73190.53435555828	62925.21561034333	n/a	n/a	n/a	n/a	-0.1066857677	-0.0584690907	0.060291464	-0.0023762416	-0.0882660322	-0.0806966893	0.0239087966	-0.0771430052	0.0015040091	-0.1104708916	-0.0639298001	0.0248399222	-0.0364716215	0.0146552987	-0.0099508136	-0.0105754779	0.0866287149	-0.0522552999	0.0052309178	-0.039566841	0.1311340268	-0.032256195	0.0942879191	-0.0406656834	0.0250575163	-0.0906898984	0.1047198201	-0.0020480359	-0.0942420454	-0.0063561164	0.1171582527	-0.0215195667	0.0660535691	-0.0413323865	0.0009259747	-0.033394146	0.0673405655	-0.1132738774	0.031383911	-0.055986031	0.0160461082	-0.1767465703	0.1013877413	-0.0212040237	0.0705220291	-0.0544708666	0.0400141117	-0.0204019712	-0.0204663196	-0.0873469356	-0.0621772053	0.0428236989	-0.0533773669	0.0152451627	-0.0270725859	0.040770075	-0.0586226829	0.0940495864	0.0399936485	-0.0044556897	0.0252211158	-0.0461683701	0.0943344192	-0.0316955698	0.0835627861	-0.1440425747	0.0271352999	-0.0222486535	0.0025036425	-0.0703565703	0.0328945218	0.0034296391	0.1111382961	-0.0323625629	0.102594329	0.1025838106	0.1025662807	0.1025417406	0.0264617	n/a	n/a	0.00070022156689	0.0149869	n/a	n/a	0.00022460717161	-0.0691215	n/a	0.00477778176225	n/a	0.000497669	n/a	2.47674433561e-07	n/a	-0.000759317	n/a	n/a	5.76562306489e-07	7.845659999999998e-05	n/a	6.155438083559997e-09	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
63298.19462264424	-56.20993680347601	4006661442.486148	3159.556995450767	105698.25516818868	-310.906192401133	96662.66047337034	11172121145.599524	60561.00766682493	-37.002713872585446	1369.2008339364274	3667635649.621228	73193.7030380239	62393.66079027456	1.036693	18.50782	0.05974038	0.0511417	-0.0851341755	-0.0667089176	0.0141623719	-0.0155482478	-0.0358298036	-0.0653938007	0.0305305634	0.0463001554	-0.0507744116	-0.1062510543	-0.0033957765	0.0553402579	-0.0837781296	0.0243233388	0.0782970001	-0.0083470786	0.0504760341	0.1602291513	-0.1186720979	0.073806124	0.1088594658	-0.0049171908	-0.0852056969	0.069504603	-0.0026364114	-0.0760609149	-0.0074897525	-0.0392330064	0.0117192714	-0.1803714087	0.0588651868	-0.0102981509	0.0351191323	0.0647744479	0.0816751327	-0.0019984718	-0.0625104849	0.0925514075	-0.0345892425	-0.0161168528	0.0446743191	-0.0717198434	0.0526470032	0.0036027183	0.0543148533	0.0493845879	0.1376475879	-0.0682033312	-0.0054965377	0.0114481113	-0.0388840537	0.0683932368	0.0700235278	0.0177260696	0.0771239481	-0.00493941	0.0044097242	0.0496768595	-0.0266712327	-0.1420790036	0.1177106011	-0.1104407308	0.1708498769	-0.0432445473	-0.065776162	-0.0993429667	-0.0781780219	-0.0588793349	0.0494504706	-0.0382233664	-0.0883335665	0.0305657457	-0.0687213756	0.0351915301	0.1025662807	0.1024716367	0.1023139614	0.1020933517	0.0203469	-0.0061148	3.739077904e-05	0.00041399633961	0.0140696	-0.0009172999999999	8.414392899999988e-07	0.00019795364416	-0.069402	-0.0002805	0.004816637604	7.868025000000166e-08	0.00148975	0.000992081	2.2193550625e-06	9.842247105610002e-07	-0.000814811	-5.549400000000001e-05	3.0795840360000007e-09	6.639169657210001e-07	7.7476e-05	-9.805999999999818e-07	6.002530576e-09	9.615763599999645e-13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
63339.64452246271	41.44989981847175	4011910568.23194	1718.0941949613443	104744.6646987056	-953.5904694830824	909334.7834889656	10971444782.844263	60519.49837059738	-41.50929622755211	1723.021673306672	3662609683.028739	72866.16389110593	61878.88821632424	1.160788	20.723257	0.09338109	0.0554183	-0.0930492345	-0.0639081165	-0.0940360953	0.0633109942	0.0424552437	-0.0680714973	0.1273092462	0.0665256311	0.0555189375	-0.0294978248	0.0471493789	0.1113319167	0.000533321	0.0190407145	0.0256870292	0.0236992748	0.017075704	0.1059034555	-0.0496063138	0.0286288728	-0.0521913234	-0.1035547125	0.0481445246	-0.0775182424	-0.0250486973	-0.0419869975	0.0498207095	-0.0600083439	0.0509620342	0.0559564495	-0.1016864341	-0.0086469332	0.0918276855	-0.1067962531	0.0583847046	-0.0966207389	0.1176073054	0.0754066787	0.0565111482	-0.0854634144	0.0839380654	0.1295192562	0.0113330227	-0.0184590118	-0.0005184252	-0.1521888869	-0.0379219365	-0.0647432743	-0.0782363998	0.0568540985	-0.0760704031	-0.0411886657	0.0762013576	-0.0006567953	0.0731774965	0.0552775036	-0.030572414	0.062219232	0.0170826869	-0.0260151492	-0.0040494918	0.0068812743	0.0018901112	0.0153809721	-0.0438105683	-0.1706756949	-0.0210385655	0.0626763918	0.0539030735	0.0244255072	-0.0721914691	0.0141200518	-0.006299465	0.0165460961	0.1025101919	0.1022474116	0.1018099433	0.1011985345	0.0221281	0.0017812	3.1726734400000003e-06	0.00048965280961	0.0492073	0.0351377	0.00123465796129	0.00242135837329	-0.109816	-0.0404139999999999	0.0120595538559999	0.0016332913959999	0.0015842	9.445000000000005e-05	2.50968964e-06	8.920802500000009e-09	-0.00064202	0.000172791	2.9856729681000014e-08	4.121896804e-07	2.37532e-05	-5.37228e-05	5.6421451024e-10	2.88613923984e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
63422.90321893651	83.25869647380023	4022464652.718587	6932.010538516394	104778.58622287615	33.92152417055331	1150.6698020534325	10978552130.864693	60569.62892783149	50.13055723410798	2513.072768602176	3668679948.4552007	72787.13554201457	62207.67053325583	1.08592	19.386656	0.0734404899999999	0.0374952	-0.1173063242	0.0584650568	-0.1414631576	0.0610432518	0.0428163397	-0.0454078399	0.1737577468	0.03507455	0.1297048268	0.0781273817	0.038390825	0.1257650864	0.1652189906	-0.0452865759	0.0034509611	0.0102819232	0.0422769125	-0.0196826661	0.0768221097	0.0237116808	-0.0892682727	0.050304629	0.015514614	0.0618957406	-0.1248797732	0.0318734093	0.0043821558	-0.0180796661	0.0024266789	-0.0436678895	-0.0838421952	-0.0358445064	-0.0208116272	0.0719440475	-0.0570015159	-0.0274547479	0.0718248959	0.0927418463	-0.0038368389	-0.0548595322	0.060983334	0.0726009137	0.0580396143	0.1261556982	-0.0832287161	0.1524508642	0.0160392196	-0.0169024384	-0.1141099043	0.0281180217	-0.0981493973	-0.1413254072	0.0520594377	-0.0549019407	-0.0516876092	-0.0237025474	-0.0048415117	-0.0674062794	-0.0427789669	0.0174451015	-0.0851427918	-0.0368044785	0.0061416572	-0.0533659969	0.0701776964	-0.0004718325	0.0208418851	0.0456796094	0.065782394	0.0170918223	-0.050418312	0.0239887837	-0.0736452976	0.0783071	0.1024260777	0.1019113804	0.1010554665	0.0998612018	0.0154785	-0.0066496	4.421718016000003e-05	0.0002395839622499	0.0418033	-0.007404	5.4819216000000016e-05	0.00174751589089	-0.0929894	0.0168265999999999	0.00864702851236	0.0002831344675599	0.00106421	-0.00051999	1.1325429241e-06	2.7038960010000013e-07	-0.000389992	0.000252028	6.351811278400002e-08	1.5209376006399997e-07	0.000102941	7.91878e-05	1.0596849481000001e-08	6.27070766884e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
63348.47847545026	-74.42474348624819	4013029725.154585	5539.042442993842	104681.46164439512	-97.12457848103077	9433.183745117904	10958208412.006968	60642.251008934734	72.62208110324718	5273.966663766611	3677482607.430646	72737.7746347004	62163.52475454192	1.174161	20.962008	0.03732625	0.0206661	-0.1076501359	0.1208090826	-0.0622891603	-0.0405877693	0.0548714301	-0.0641714587	0.0904895288	-0.0102000841	0.0204722331	-0.0437295079	-0.0496017809	0.1494131134	-0.0231076754	0.0142478827	-0.0295898838	0.0195685552	-0.0784889367	-0.0993782625	0.0973634378	-0.0611087216	-0.0661841926	-0.0511052355	-0.0300470927	-0.0490653012	0.0896828325	0.00660159	-0.1937323147	-0.0458016692	0.0527962161	-0.0076006235	0.0027931047	0.0202579601	0.0814490667	-0.0517509988	-0.0452195243	0.0467121661	0.1383770638	0.0548422997	-0.0646168761	-0.0713540586	-0.0657983409	-0.0891596543	-0.1153164042	0.0589367542	-0.018636713	-0.0611433088	0.1556400622	0.0383556362	-0.1171358911	-0.0017358417	-0.0824908655	0.0478369573	0.0170640408	-0.0378193135	-0.1066091654	0.0536923361	-0.1068221754	-0.0163746019	-0.0366117537	0.0391871092	-0.071321714	0.1140649548	-0.0704482133	0.118054299	0.0023257619	0.0062622487	-0.0020600844	0.1269663257	-0.0946137743	0.0759360141	-0.0060448848	-0.0743283249	-0.1276886937	-0.0017455713	0.1023139614	0.1014639107	0.1000523871	0.0980872016	0.0196316	0.0041531	1.7248239609999998e-05	0.0003853997185599	0.0479625	0.0061591999999999	3.793574463999996e-05	0.00230040140625	-0.106574	-0.0135846	0.011358017476	0.00018454135716	0.00106421	0.0	1.1325429241e-06	0.0	-0.000658579	-0.000268587	7.2138976569e-08	4.33726299241e-07	0.000102941	0.0	1.0596849481000001e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
63259.736215949015	-88.74225950124674	4001794226.111452	7875.188621386616	104641.6771060238	-39.78453837132838	1582.8094934197004	10949880587.561344	60447.5919965038	-194.65901243093683	37892.131120587626	3653911378.17579	72962.15681022839	62424.69193796605	1.050936	18.76211	0.0593583	0.0367881	-0.0974950269	0.1221002538	-0.0239984059	-0.0417807971	0.0694335154	-0.1218618678	0.0033487326	0.0093407239	0.0506562879	-0.0047863788	0.0633758856	0.0597704544	-0.0121640623	-0.048847882	0.083020042	0.0299668807	-0.0371221859	-0.0408568853	0.0126352545	0.0299737394	0.0492379255	-0.0205430726	-0.0347147608	-0.0414364112	0.0744935104	-0.1179432578	4.45284e-05	-0.0205213139	0.1042847693	0.1580557845	-0.0993006148	-0.016681467	0.0235515316	0.0962882782	-0.0898419622	0.0571130684	-0.0279248903	0.0904708024	0.0162685383	0.1063773563	-0.064892258	0.015416651	-0.0319946782	-0.0115341663	0.0455794816	0.0155479259	-0.0371726496	0.1277336017	-0.0115937991	0.0888978333	-0.0896332264	-0.0094242971	-0.0226703038	0.0168458882	-0.0257579124	0.0435854166	-0.0828565036	-0.0281695581	-0.0161774842	-0.0013506311	0.0314934424	0.0673017137	-0.0717137817	0.0999279354	-0.0350794341	0.0217021776	-0.0147295129	-0.0328841209	-0.1046704574	-0.0536065145	0.0559336464	0.0817038781	0.0749824197	0.0582252418	0.1021738733	0.1009054916	0.0988031726	0.0958842909	0.015033	-0.0045985999999999	2.114712196e-05	0.0002259910889999	0.0782087	0.0302462	0.00091483261444	0.00611660075569	-0.119502	-0.0129279999999999	0.014280728004	0.0001671331839999	0.00129592	0.00023171	1.6794086464000005e-06	5.3689524100000094e-08	-0.000658579	0.0	0.0	4.33726299241e-07	0.000102941	0.0	1.0596849481000001e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
63204.896874488	-54.83934146101819	3994858988.9146624	3007.353371878149	104659.2680690244	17.59096300060628	309.4419792886991	10953562392.74391	60439.89315003453	-7.698846469269483	59.27223695738319	3652980683.987591	72963.14421148493	61724.44350244223	0.927997	16.567295	0.04555945	0.0235739	-0.0764762462	0.1176029913	-0.0409847877	-0.0112693877	0.0484293842	-0.0978582953	0.0019321654	-0.0076514981	0.091696699	-0.0459035346	0.0780179349	0.075109659	0.0666906714	-0.0542319695	0.0016651651	-0.0447125856	0.022042787	-0.0256970161	-0.1106502785	0.0422669506	-0.0072020525	0.0502112561	-0.0312874314	0.0029294527	0.1434373893	-0.1461856148	-0.070707447	0.0526525745	0.0981326291	-0.0216427206	-0.0197564454	-0.0239094727	-0.0349130549	-0.0170148903	0.0144945278	-0.0943710814	0.0171435522	-0.0173369112	-0.0359667011	-0.0077710916	-0.0752774679	0.0090486622	0.0012909983	-0.0343055905	0.0838925349	0.0386527073	-0.0314704978	-0.0834834219	-0.0268609841	0.07081496	-0.0993774564	-0.0720999245	-0.0578848428	0.0269917762	-0.0149944699	0.0121552079	-0.0133193177	-0.0233367112	0.0100677361	-0.0322342322	0.0777691669	0.0416884887	-0.0133053409	0.0788218025	-0.1377971925	0.0714973361	-0.0419741025	-0.0809418943	-0.1551716429	0.0076339544	-0.0137617568	-0.0136305294	-0.0397112464	0.0535969937	0.102005852	0.1002367339	0.0973108962	0.0932621027	0.0170646	0.0020315999999999	4.127398559999999e-06	0.0002912005731599	0.0636559	-0.0145528	0.00021178398784	0.00405207360481	-0.121682	-0.00218	0.014806509124	4.752400000000006e-06	0.00142055	0.0001246299999999	2.0179623025e-06	1.5532636899999983e-08	-0.000314944	0.0003436349999999	1.1808501322499996e-07	9.9189723136e-08	0.000170577	6.763599999999999e-05	2.9096512929e-08	4.574628495999998e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
63220.39066767362	15.493793185625693	3996817796.173274	240.05762727894108	104505.1451936369	-154.12287538750388	23753.86071771205	10921325371.943129	60523.10368827693	83.21053824240516	6923.993674590773	3663046080.061921	72562.30416820153	61244.62798382661	1.070049	19.103327	0.06456995	0.0290904	-0.0699881292	0.1342967182	-0.0491500671	0.0275815415	0.0297888703	0.0103987963	0.1002862854	-0.052695514	0.0667292008	-0.0991237052	0.043214338	0.0847717189	0.0483882435	0.0470211995	0.0289573335	-0.1056233385	0.0364925409	-0.0338694688	-0.01150372	-0.0951214882	-0.1153381421	0.0041324978	-0.0198976124	-0.0683260243	-0.0305803688	0.118945738	-0.1184147422	0.0439731174	-0.1095530584	0.0905721103	-0.0245886571	0.0270479053	0.0335698579	-0.0191877023	0.0043422554	0.0639974216	-0.0736706829	-0.0332219245	0.089809068	-0.0528878336	0.0764477707	-0.0961800428	-0.0321761858	0.0011958242	-0.0891237988	-0.0257113266	-0.0081160582	-0.0879087583	-0.1550934485	0.0056383057	-0.0227431429	-0.0355711083	-0.0187998392	0.006644969	-0.1003943648	-0.027519029	-0.0018745895	0.0147051309	0.0491835687	-0.0095700694	-0.0655183589	-0.0084683935	-0.1090370038	0.0927662909	-0.0576151676	0.0645413852	-0.0037551961	0.0439885445	-0.0023118104	0.0582614014	0.0690778406	-0.0562973858	0.0158901231	0.0253990124	0.1018099433	0.0994583687	0.0955792289	0.090232103	0.0249753	0.0079107	6.257917448999999e-05	0.00062376561009	0.0514199	-0.012236	0.000149719696	0.0026440061160099	-0.13327	-0.011588	0.0177608929	0.000134281744	0.00179035	0.0003698	3.2053531225e-06	1.3675204e-07	-0.000534213	-0.0002192689999999	4.807889436099999e-08	2.85383529369e-07	0.000102941	-6.763599999999999e-05	1.0596849481000001e-08	4.574628495999998e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
63222.57766191741	2.186994243784284	3997094326.217178	4.782943822345591	103913.98657030203	-591.1586233348644	349468.5179431721	10798116604.93291	60432.85638056802	-90.2473077089162	8144.576548707804	3652130130.3143606	72761.9599142518	61673.41250708131	1.159537	20.700926	0.1285271	0.08312	-0.0699862261	0.1005765841	0.0401836221	-0.0070981372	0.1138317087	-0.0636209645	0.0042885786	-0.0281862193	-0.0336886462	0.0062236937	0.0750571441	0.0205859273	-0.0007196956	0.0125707395	0.0046858167	0.0123520959	0.0936736164	0.0853125046	-0.0230477177	0.0578295117	0.0591071013	-0.0830063125	0.0284159988	-0.0676225378	-0.0453008707	-0.117446946	-0.1338061287	0.0357447148	-0.0828603604	-0.023549447	-0.0550641401	0.0488481221	0.0926188416	-0.0495654902	0.1197134824	-0.0144761972	0.0100834477	-0.0010282487	-0.0293061076	0.0338170058	-0.0087302149	0.0255547329	0.0349057855	-0.0053710756	0.0127430685	0.0356959161	-0.1068111573	0.1148155127	-0.0385764994	0.1031779395	-0.0234834036	0.0315353608	-0.0594810012	-0.0345177189	-0.0199360898	0.0617443331	-0.005651324	0.0510241592	-0.0364408116	-0.0650034182	0.0129334681	0.0642388164	0.0321944217	-0.0047849014	-0.0970059621	-0.0459160095	0.0712147086	0.0859661976	-0.0465394426	0.0280724738	0.0238367248	0.1377890141	-0.0474639384	0.1071173287	0.1015862008	0.0985712473	0.0936124309	0.0868075413	0.0210921	-0.0038832	1.507924224e-05	0.0004448766824099	0.0632582	0.0118383	0.00014014534689	0.00400159986724	-0.0812702	0.0519998	0.00660484540804	0.0027039792000399	0.000633816	-0.0011565339999999	4.017227218560001e-07	1.3375708931559996e-06	-0.000474631	5.958199999999997e-05	3.5500147239999966e-09	2.25274586161e-07	0.000102941	0.0	1.0596849481000001e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
63243.32410644426	20.746444526856067	3999718044.032754	430.414960505916	104442.86814311746	528.8815728154295	279715.7180637225	10908312705.96062	60550.31287228073	117.4564917127136	13796.027445458762	3666340388.9310856	73026.06533439751	62218.69722795406	1.111715	19.847168	0.0992985	0.0741619	-0.0770105914	0.0249290392	0.0643764034	0.0064907236	0.0567098059	-0.0780282892	0.0111756772	-0.0404333603	-0.0185658691	0.1157973979	-0.0157634679	0.0113095925	-0.0741786555	-0.0043281671	0.0195924408	-0.0676820561	-0.0531959505	0.0660026522	-0.0566546897	0.0089996838	-0.0002620766	0.1294704495	-0.0851371793	-0.1275524569	0.0471893297	0.0219841755	0.0248184476	0.1062429354	-0.044153452	-0.0585026067	-0.0249773337	-0.1004013814	-0.0129765275	-0.0749904687	0.0645415529	0.0958370391	0.1286661878	0.0222300757	0.048155581	-0.0135772606	0.0710590253	0.0868752957	0.0156058864	0.1079796344	0.0200746544	-0.1028526123	-0.0329824906	0.0614397093	0.0139253148	0.0605904379	-0.0825832785	0.0271475918	-0.0473387694	-0.0413274754	0.0650696087	-0.0976373408	-0.0634723768	0.0804680399	-0.0936791368	-0.0588804628	0.006095431	-0.0056895408	0.0316975796	0.0117330754	0.1282605088	0.1206098264	0.0724302256	-0.0113829147	0.0326450438	0.0714888359	0.0194002929	0.0533483719	-0.018858979	-0.1176791252	0.1013346856	0.0975763397	0.0914153405	0.0830033923	0.0212279	0.0001358	1.8441640000000518e-08	0.00045062373841	0.058518	-0.0047402	2.246949604e-05	0.003424356324	-0.147088	-0.0658178	0.021634879744	0.0043319827968399	0.00117119	0.0005373739999999	1.3716860160999997e-06	2.887708158759999e-07	-0.000439911	3.4719999999999966e-05	1.2054783999999975e-09	1.9352168792100005e-07	0.000102941	0.0	1.0596849481000001e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
