global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	w_comp_cor_39	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09
62564.86544817023	n/a	3914362388.5476456	n/a	105517.84711584884	n/a	n/a	11134016059.96365	60174.12167366947	n/a	n/a	3620924919.197578	72527.66205219176	60454.62838224584	n/a	n/a	n/a	n/a	-0.116744683	0.0418828123	0.108871776	-0.0200019202	-0.0908368789	-0.0439314391	-0.1674133391	0.1539367346	-0.1623731727	0.0844160275	-0.0255006096	0.1098773118	-0.0164982828	0.0322768148	-0.0191358464	0.0246255302	-0.2621085533	0.1278111974	-0.1031289994	0.0502742543	-0.0233786033	0.0795618447	-0.020262388	0.0055593173	-0.0622019044	0.0132321103	-0.139716823	0.0017600981	0.0608478428	-0.0204072188	0.0970413484	-0.0120937775	0.1033208937	-0.0747114247	0.0671261743	-0.0690197685	0.0156522632	-0.0640934334	0.0508468306	-0.0946292154	0.0772832413	-0.0042902249	0.0630758926	-0.0168871772	0.0164067714	-0.0570427322	0.00812393	-0.1594189363	0.0302727289	-0.0225394554	-0.0363250822	0.0908080621	-0.0044090606	0.0812829397	-0.0926671948	0.1003973109	-0.2319158395	0.099613825	-0.0294222991	0.1142415683	-0.0713642768	-0.0316100865	0.0687859386	-0.094351307	0.0032469776	-0.0316112756	0.1341699724	-0.0042673883	0.0197443671	-0.0430177933	0.0827741974	-0.0143132151	0.1685240658	0.0004610234	-0.2210748796	0.0877793348	-0.0426062203	0.1066718833	-0.1243858237	0.1159303397	-0.04378561	0.0013360977	-0.028217809	0.0349009141	0.102594329	0.1025838106	0.1025662807	0.1025417406	0.0470632	n/a	n/a	0.00221494479424	-0.0968989	n/a	n/a	0.0093893968212099	-0.045382	n/a	0.0020595259239999	n/a	-0.000965493	n/a	9.32176733049e-07	n/a	-0.000474462	n/a	n/a	2.25114189444e-07	0.00137468	n/a	1.8897451024000003e-06	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
62751.289508596405	186.42406042617225	3937724334.991681	34753.93030578111	104022.36341840764	-1495.4836974412028	2236471.4893124118	10820652091.151272	60222.64671415441	48.52504048494302	2354.6795540653598	3626767177.2578535	72277.37011019843	60753.631448292814	1.415683	23.670155	0.200693	0.111615	-0.0941225076	0.0981274535	-0.0107996061	-0.0101097997	0.0884980517	0.0623748241	-0.045395525	-0.0450932171	-0.0821473648	0.0872417064	-0.103422613	-0.0142103594	-0.0663317265	0.0099979245	-0.0601266305	-0.0973266193	0.07816176	0.1001162754	-0.1015191285	0.0370088774	-0.1245490286	0.0274725174	-0.0083682224	-0.0557599889	-0.0040064797	0.1121364761	0.0793750715	-0.0642649872	-0.0409487077	-0.0487531595	-0.0423434127	0.0061043673	0.0645379739	0.0973411268	0.1380452731	-0.0766398899	0.0971980628	-0.0494502854	0.0256722835	0.0944071028	0.0237625169	0.0874520394	0.0107512761	-0.1653174807	0.0815240081	0.0074734955	0.1409791383	0.0236687729	0.0010342095	0.0036509169	0.0500579431	0.047718961	0.0120490733	-0.0171853533	0.0729979235	0.165594064	-0.016231852	-0.0188205214	0.0218598521	0.0497938708	0.0476038865	0.1341350823	0.0531923534	0.0630615541	0.0118005294	0.1427535742	0.0243654858	0.0346203789	-0.0679831677	0.0465591238	-0.1485411715	0.0856310412	-0.0490684199	-0.0792263478	-0.0007495777	0.0604105806	0.0389600482	0.0736372711	0.0513650834	0.1095400787	0.0260949409	-0.0283395118	-0.0682418705	-0.1555789818	0.1025662807	0.1024716367	0.1023139614	0.1020933517	0.0721167	0.0250535	0.00062767786225	0.00520081841889	-0.106721	-0.0098221	9.647364841e-05	0.011389371841	0.0383303	0.0837122999999999	0.0014692118980899	0.0070077491712899	-0.00209208	-0.001126587	4.3767987264e-06	1.2691982685690002e-06	-0.000131227	0.000343235	1.17810265225e-07	1.7220525529e-08	0.00154696	0.0001722799999999	2.3930852416e-06	2.9680398399999973e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
62791.532875174	40.24336657759704	3942776600.814058	1619.5285534988548	104388.91225750526	366.5488390976243	134358.05144381608	10897045002.305132	60237.00083158264	14.354117428229074	206.04068714338965	3628496269.184088	72161.18367507726	61940.46399150325	1.328654	22.215042	0.12375035	0.0766907	0.0447887777	0.0920603308	-0.0046258154	-0.0259269141	0.0737162602	-0.0118694464	-0.0307290731	-0.1405091671	-0.0493850748	0.081718139	-0.0761554459	-0.0817346094	-0.0669395915	-0.0248784606	-0.0015265263	-0.0664794777	0.1905073608	-0.0050517723	0.021428822	-0.0594865543	0.1024977743	-0.020685859	0.1473915562	0.0653245051	0.0122091808	0.0341116254	-0.0651900752	-0.0024143602	-0.0184823527	-0.032936349	-0.0810806465	0.0741713741	-0.0366870639	-0.0569320775	-0.0244398042	-0.0822626055	0.0159218169	-0.1007225813	-0.1063278988	0.0441967673	0.0005108458	-0.0847084935	-0.0158895741	0.0382247542	0.1198044208	0.1259521951	-0.0487350096	-0.0048144081	0.0253048915	-0.0181991611	0.0858235021	0.0583523247	0.0194041319	0.0663880289	0.1010048216	0.0902087989	0.0696416631	-0.0382468668	0.0296213644	-0.1053750223	0.0700736996	0.0209638009	-0.0834035695	0.0011526384	0.1313931557	0.1146739762	-0.0276957678	0.0679549096	-0.0395224619	-0.0474923147	-0.0764953432	0.0530149044	-0.0162141482	0.0168593367	-0.0942458214	-0.1102256351	-0.0036215924	0.0163226056	0.078583728	-0.0302570054	0.0512291325	0.0230424432	0.0266811718	0.1085432904	0.1025101919	0.1022474116	0.1018099433	0.1011985345	0.0552993	-0.0168174	0.00028282494276	0.00305801258049	-0.0818279999999999	0.024893	0.000619661449	0.0066958215839999	0.0434127	0.0050824	0.00188466252129	2.5830789760000007e-05	-0.000769389	0.001322691	5.91959433321e-07	1.749511481481e-06	-0.000347687	-0.00021646	4.68549316e-08	1.20886249969e-07	0.00154696	0.0	2.3930852416e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
62779.898676506586	-11.634198667416058	3941315677.832433	135.35457863290557	104494.79995556091	105.88769805565244	11212.20459952502	10919163217.752691	60202.781102284665	-34.2197292979763	1170.9898732267775	3624374852.449604	72268.88799965435	61495.92805526887	1.154038	19.29546	0.08636644	0.0561982	0.0710429064	0.0679611627	0.0711653314	-0.0300139775	0.0751689182	-0.0193501805	-0.097275865	-0.09567308	0.0098488686	0.0751043943	0.1015312416	0.0243736753	-0.0317006462	-0.0315430793	0.0159763229	-0.1131826773	0.0212680586	-0.0412763864	0.0018768616	-0.086002859	3.30035e-05	-0.1069289619	-0.0528703659	-0.0567398638	-0.0258898714	-0.1331327874	-0.0524865716	-0.1349631476	0.0358507763	-0.0617978148	0.047454653	-0.0103497027	-0.0254939003	0.0028081743	0.1201629221	0.0075592739	0.0177156578	0.072747169	-0.0040672811	0.031627843	0.1231441432	-0.0548989886	0.0370046006	-0.0080059664	0.0017547553	-0.0135031519	-0.0217126636	-0.0625567203	-0.1767711016	0.0788218187	-0.0071446188	-0.0947944473	0.0141027886	0.0612615583	0.064898739	0.0229012039	0.068932951	0.1097218658	-0.0248764905	-0.0364816527	0.0035607538	-0.0798484274	0.0355470288	-0.1041295307	-0.039914491	0.0495983669	0.0997901643	0.0636026009	0.0319530505	0.0107707358	0.0645537789	-0.0523836031	-0.0242353801	0.0491034313	0.0940000019	-0.0169079537	0.0609699618	0.0050852383	-0.1786523517	0.0900282619	-0.0881478619	-0.0484411144	-0.0449714776	-0.0132109615	0.1024260777	0.1019113804	0.1010554665	0.0998612018	0.0470794	-0.0082199	6.756675601000004e-05	0.00221646990436	-0.0775683999999999	0.0042596	1.814419216000002e-05	0.0060168566785599	-0.00812644	-0.05153914	6.60390270736e-05	0.0026562829519396	-0.000550683	0.0002187059999999	3.032517664890001e-07	4.783231443599997e-08	-0.000347687	0.0	0.0	1.20886249969e-07	0.00131871	-0.0002282499999999	1.7389960641000002e-06	5.2098062499999976e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
62896.04567966241	116.1470031558274	3955912562.1381807	13490.126342079782	104397.3991095725	-97.40084598840622	9486.924799257227	10898816940.84337	60226.76664806547	23.985545780808025	575.3064064032376	3627263420.880532	72276.91542473162	61783.425896788125	1.160785	19.408279	0.19904401	0.120306	0.0960011087	0.0060482113	0.1310670304	-0.0277842252	0.096507596	0.0042312634	-0.11989003	-0.0334891444	0.0951443407	0.0221782301	0.065261012	-0.1996918192	-0.0072235811	0.1177957538	0.0075049248	0.0144544225	-0.0362165951	0.032313112	0.0036962473	0.0172938627	0.0095572446	0.0987597355	0.0350005785	-0.067552922	0.00514178	-0.1676834009	-0.0115466597	-0.0343679763	-0.0481412325	0.0335771227	-0.0143850738	-0.0584744632	0.1237124942	-0.0525650717	-0.0665115618	0.011757174	-0.0029835312	-0.0468838134	-0.0740389718	0.0181188585	0.0295284931	0.1287792515	-0.0998269569	-0.0075984163	0.0392906948	-0.0187331412	0.0853852565	-0.0270435779	0.1035857262	0.001735443	-0.1069703971	-0.1385454538	0.0236921443	0.0026486139	-0.0467237687	0.0131268682	0.0768090912	0.0845512719	-0.0638236128	0.0149635121	0.1964956915	0.0831546992	0.0393093355	0.1035787063	-0.0087968399	0.0001178832	0.1073328542	-0.0132934965	-0.0654880432	0.0075561918	-0.1038388348	0.0850553158	-0.0577659589	-0.1022128043	-0.0211982671	-0.0474596518	0.0816384809	-0.056182583	-0.0423428612	0.0542809647	0.0718053367	0.0010308555	-0.0197981249	-0.0351825261	0.1023139614	0.1014639107	0.1000523871	0.0980872016	0.0233746	-0.0237048	0.00056191754304	0.00054637192516	-0.0898715999999999	-0.0123032	0.00015136873024	0.0080769044865599	0.0436142	0.05174064	0.0019021984416399	0.0026770938276095	-0.00245431	-0.0019036269999999	6.023637576099999e-06	3.623795755128999e-06	-6.83066e-05	0.0002793804	7.805340790416e-08	4.665791603559999e-09	0.00136161	4.290000000000001e-05	1.8539817921000005e-06	1.840410000000001e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
62875.20006304507	-20.845616617341875	3953290782.967943	434.5397321571997	104357.78891985604	-39.61018971646263	1568.9671293741617	10890548108.241228	60196.214192708336	-30.55245535713766	933.4525283498896	3623584203.134421	72079.67815498942	61835.33978883877	1.170825	19.576145	0.2160189399999999	0.114377	0.0494240834	-0.0575315489	0.1167385086	0.0130289914	0.0375633968	0.0402212859	-0.136392248	-0.0057695177	0.0789325352	0.0129257932	0.027604628	0.0274613251	0.007068313	0.0800888768	0.0694837902	-0.0285540595	-0.034578964	0.0141877341	-0.051576796	-0.0453866003	-0.0737148133	-0.0472757498	0.1195252399	-0.0273491848	0.0562381679	-0.0197950187	0.0790440523	-0.0446164802	0.0157750454	0.0428220305	-0.134861545	-0.1111130612	-0.0068125848	0.0623185953	-0.0368706304	-0.0525057255	0.0304238866	0.08327783	0.0126850308	0.0265937198	-0.1084834366	0.0278839087	0.1015881787	-0.0440903589	0.0286585634	-0.0193464482	0.025230956	0.0339911871	0.0408604023	-0.046605239	0.0143967623	0.0716628555	0.1317577758	0.0613294298	-0.0522660083	0.0330036772	0.0464728708	0.0788248581	0.0392801092	0.0351469841	-0.0328484002	0.0322692653	-0.0453851489	0.0445872686	0.0472423943	-0.0931461677	-0.0315361983	0.0095612457	-0.0630946853	-0.0294138723	-0.0837021719	0.0319831067	-0.1020583705	0.0244239153	0.1033551411	0.1086234522	0.0593738753	0.0782753068	-0.0764311415	-0.0191528544	0.1286893477	-0.0779340219	-0.0750197889	-0.0876992592	0.1021738733	0.1009054916	0.0988031726	0.0958842909	0.00683768	-0.01653692	0.0002734697230864	4.675386778239999e-05	-0.0600084	0.0298631999999998	0.0008918107142399	0.00360100807056	-0.0190183	-0.0626325	0.0003616957348899	0.0039228300562499	-0.000992934	0.001461376	9.85917928356e-07	2.135619813376e-06	-0.000167723	-9.94164e-05	9.88362058896e-09	2.8131004729e-08	0.000782676	-0.000578934	6.125817209760001e-07	3.351645763560001e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
62847.84765968887	-27.35240335619892	3949851955.45546	748.1539693602019	103915.16917848052	-442.619741375529	195912.23545534012	10798362385.392227	60255.88146664916	59.66727394082409	3560.183579529345	3630771251.3228736	72171.5772888541	61971.28589030492	1.130962	18.909639	0.1206479	0.0692995	-0.0105510693	-0.1027453416	0.0765450808	-0.001199869	-0.033728193	0.0543928224	-0.0241085223	0.0345542636	0.0759510423	0.0047130606	0.0163615606	0.0307230712	-0.0264975125	0.0290852602	0.0210469857	-0.0134057005	0.0807880867	-0.0175360026	-0.04957778	0.0295300767	-0.0289031105	0.2012858294	0.0511567402	-0.0613192226	-0.1043193757	0.0549990453	0.0492712004	-0.0480603159	0.0970849634	0.0326067329	-0.0469372852	-0.1472992656	-0.0268902966	0.06869578	-0.019066077	-0.0239200605	0.0633389961	-0.1471789048	-0.0432644477	-0.0403322982	0.1063378625	-0.0718846724	-0.0376152107	0.028470652	0.0563375108	0.0112601279	0.0085245027	0.0075554964	0.0321523894	0.0599487103	-0.0929670546	0.0542867558	0.0357460907	-0.0330079387	-0.060323126	-0.0025706267	0.0686028648	0.0048588202	0.0230898057	0.0934590559	-0.0478311969	-0.0592323338	0.0038436199	0.0441131152	0.131752854	0.0199860194	0.0493135849	-0.1166495641	-0.0728766472	-0.1054300378	-0.1372933794	0.0986020989	0.0644403765	-0.0260469339	0.0987368165	-0.0650760323	0.0140212003	0.0457765829	-0.0411619156	-0.0685267725	0.0312837117	-0.0906607965	0.0466634363	-0.0076187751	0.102005852	0.1002367339	0.0973108962	0.0932621027	0.00688473	4.705000000000074e-05	2.213702500000069e-09	4.73995071729e-05	-0.0635465	-0.0035381	1.2518151610000016e-05	0.00403815766225	0.0151225	0.0341408	0.00022869000625	0.00116559422464	-0.00196963	-0.000976696	3.8794423369e-06	9.53935076416e-07	-0.000581573	-0.00041385	1.7127182250000004e-07	3.382271543290001e-07	0.000514783	-0.000267893	2.65001537089e-07	7.176665944900003e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
62826.08685577096	-21.76080391791038	3947117189.6088767	473.53258715374375	103788.98057847613	-126.18860000438872	15923.562771067613	10772152489.519297	60107.31304709384	-148.56841955531854	22072.57528916516	3612889081.741337	72158.40549772284	62138.13909810044	1.096499	18.333412	0.13103807	0.0576812	-0.0374466887	-0.1010274868	0.0111456397	-0.0028155646	0.0034251018	0.0568244114	0.019804007	0.0327662689	0.0563206625	-0.0185428731	0.0188511916	0.0102014849	0.0412095014	0.0399187905	-0.0104910773	-0.019344098	0.068810458	-0.1667230776	0.0491900778	-0.025926615	0.0705519275	0.0606880593	0.0419666296	0.1025676942	0.0907583217	-0.0032535822	0.066131655	-0.1015059547	-0.0810426101	0.0469902609	0.0597716793	-0.0173308628	0.1415882456	-0.0818522695	-0.0136329875	-0.0144928129	0.0052538814	0.0236959576	0.0374910849	-0.0483686481	-0.1867018352	-0.0428345328	0.0374434413	-0.0010935091	0.0327226584	0.0989256306	0.0171161546	-0.0614879083	0.1117742422	0.0884065793	-0.1356966009	-0.0020708868	0.0085164895	-0.0828241567	-0.0506139259	-0.0209108123	0.0625730647	0.023084391	0.011581469	-0.0191947441	-0.0474552277	-0.0877078624	0.0354809627	0.0447768661	0.0869062046	0.0255955522	-0.0410331873	-0.0545791671	-0.050350693	-0.0892208321	0.0323522037	-0.0204998529	0.0666376869	-0.0234130849	-0.0121786216	-0.0961162494	-0.0262351785	-0.1065612862	-0.036180388	-0.0006020824	0.0736272335	0.0484975501	0.0109648078	0.0690545789	0.1018099433	0.0994583687	0.0955792289	0.090232103	-0.0209132	-0.02779793	0.0007727249122848	0.00043736193424	-0.0551035	0.008443	7.12842490000001e-05	0.0030363957122499	-0.0167116	-0.0318341	0.00027927757456	0.00101340992281	-0.00243926	-0.0004696299999999	5.949989347599999e-06	2.205523369e-07	-0.000219669	0.000361904	1.3097450521600004e-07	4.8254469561e-08	8.70562e-05	-0.0004277267999999	7.57878195844e-09	1.8295021543824002e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
62926.79160038829	100.70474461733102	3959781101.1186986	10141.44558844186	103641.29785979196	-147.68271868416923	21810.18539794747	10741518622.062117	60134.3124288778	26.99938178395678	728.9666167158571	3616135531.293887	72162.26994296926	62606.93151569685	1.002939	16.769104	0.06031942	0.0264001	-0.027878015	-0.0966920637	-0.0390893732	-0.0282350784	0.0285727604	0.0491601162	0.0552784971	0.0279450248	0.0594831692	-0.008642871	0.0126689238	0.0098874515	0.0374369425	0.031014491	0.0131650703	-0.0603161345	0.024118601	-0.0845589718	0.0993970289	0.0459433897	-0.0114594672	-0.0730977588	0.1065088876	-0.1274167136	-0.0457706036	0.0465610973	-0.0449227211	-0.0344967781	0.0362252824	-0.0752770778	-0.1009063776	0.0716668168	-0.0034531174	-0.0099937823	0.0735244662	0.0458358412	-0.0827923881	-0.0337243668	0.0160759239	0.1192320727	-0.0046279975	-0.010745707	0.1458683555	0.0355235306	0.0050230992	0.0083215321	0.0893019464	-0.0432446174	0.0138306	-0.014211361	-0.0896757872	0.0568082028	-0.0009856159	-0.0775610446	-0.0309535304	-0.0216721028	0.059728768	-0.00874276	-0.0063585513	0.0047994918	-0.0275013523	-0.0621863464	0.0062718197	0.0236995014	-0.0240917189	-0.0106388634	0.0330852632	-0.0255529133	-0.114183189	0.0067580617	0.1434297145	0.058524196	-0.0595033359	-0.0402811479	0.0200055043	0.0699397261	-0.0023647243	0.028570837	0.0575099641	0.0574347587	0.0741287518	-0.1032372041	-0.0411367106	0.0671673872	0.1015862008	0.0985712473	0.0936124309	0.0868075413	-0.0073922199999999	0.01352098	0.0001828169001604	5.464491652839852e-05	-0.0462279	0.0088755999999999	7.877627535999996e-05	0.00213701873841	-0.0317456	-0.0150339999999999	0.00100778311936	0.0002260211559999	-0.00262339	-0.00018413	6.882175092100001e-06	3.3903856900000085e-08	-0.000284283	-6.461399999999997e-05	4.174968995999997e-09	8.0816824089e-08	0.000296089	0.0002090327999999	8.7668695921e-08	4.3694711475839994e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
62998.4720024312	71.68040204290446	3968807474.641108	5138.080037032422	104048.99928403704	407.7014242450823	166220.4513314686	10826194252.00954	60187.0420988708	52.72966999300115	2780.4180975708064	3622480036.611246	72297.89262260085	63264.45271081829	1.145296	19.149296	0.07529779	0.0423317	0.0270470117	-0.0503169929	-0.1042936091	-0.0350087491	0.0550181882	-0.0115325895	0.0551389769	-0.007104849	0.0334280486	0.0435017148	-0.0175008154	-0.0845105168	-0.0400011431	-0.0389941013	-0.064905167	0.0924308334	0.0788240917	-0.0839511834	-0.1451757689	0.0501895167	0.0185396626	-0.0907916151	-0.0179543871	-0.0297712068	-0.0241354656	-0.0227551686	0.0446306093	-0.0995903418	-0.0701171528	0.1287343042	0.0509149147	0.0005894797	-0.1184114296	-0.0431360897	-0.0931036154	0.0074007533	-0.0332325807	-0.0122527854	0.0567642703	-0.0215086371	-0.0122813715	0.0122682003	-0.08247525	0.0998333247	0.0576837312	-0.0616901826	0.0829330075	0.0050165009	0.1601735155	-0.1067125454	-0.0534442496	-0.108801671	-0.0459885743	-0.0202679009	-0.0140606342	0.0153120196	0.0370441817	-0.103959913	-0.1666821846	-0.0185860969	-0.1179365101	-0.0477607723	-0.0727958532	0.117197889	0.0019316185	-0.0807531872	-0.0672023244	0.0497807051	-0.06560974	-0.0169753246	0.0201496316	-0.0412271003	0.0510444864	-0.1587589333	0.0438171613	0.0715794126	0.0789916583	-0.0390781305	-0.0634453358	0.0123478949	-0.0606231987	0.116082726	-0.0126094333	0.0677222827	0.1013346856	0.0975763397	0.0914153405	0.0830033923	0.00616572	0.0135579399999999	0.0001838177370435	3.8016103118400005e-05	-0.0283498	0.0178781	0.00031962645961	0.00080371116004	-0.0323359	-0.0005903	0.00104561042881	3.4845409000000226e-07	-0.00200159	0.0006218	4.006362528100001e-06	3.866352400000001e-07	-0.000501202	-0.000216919	4.7053852561e-08	2.51203444804e-07	0.000269379	-2.6709999999999997e-05	7.2565045641e-08	7.134240999999997e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
