global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	cosine00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03
52307.33635046222	n/a	n/a	2736057436.080386	81669.66713313466	n/a	6669934529.637015	n/a	49780.7922000502	n/a	2478127272.064579	n/a	55609.96871729928	54153.00368432397	n/a	n/a	n/a	n/a	-0.0955767286	0.0592942608	0.0909179386	-0.0952035385	0.0421186008	-0.0670720507	0.1330558623	-0.0596603896	0.1161208097	-0.043403729	0.0867586663	-0.034873032	0.0999514573	-0.1155286516	-0.0361655491	0.1306652668	-0.0695662794	0.1630810992	0.061930937	-0.0006665254	0.1978231915	-0.0321379176	0.0031715896	-0.064042437	0.0269715105	-0.1303989499	0.038009768	-0.1222291636	0.0876881091	-0.1027132334	0.0110309022	0.0075280712	-0.2730315761	0.0379467682	0.0406811423	-0.0804070742	-0.1023988926	0.168796901	-0.1202792114	0.0829366847	-0.0616845926	0.0923187069	-0.0428110158	0.0850741058	-0.0784745995	0.1214867545	-0.1812662413	-0.0579565576	0.1408179495	-0.0886727954	0.003867007	-0.1206475133	0.1458957383	-0.0189114864	0.1772346413	-0.0913197097	0.0467017631	-0.0414142144	0.009498311	0.1490484942	0.0278248	n/a	0.00077421949504	n/a	0.0561819	n/a	n/a	0.00315640588761	0.0271039	n/a	0.00073462139521	n/a	0.00229589	n/a	5.2711108921e-06	n/a	0.000903921	n/a	8.17073174241e-07	n/a	0.0	n/a	0.0	n/a	0.0	0.0	0.0	0.0
52316.8942531316	9.557902669381292	91.35350343736604	2737057424.293354	81371.57997409257	-298.08715904208657	6621334027.480144	88855.95438578221	49734.06021220298	-46.73198784721899	2473476745.1910315	2183.8786881526235	55796.53567574557	54037.88585919904	1.173203	23.140114	0.05556142	0.0301061	-0.1663700263	-0.1137349042	-0.0657268427	-0.0985463442	-0.1396832567	-0.0174660102	-0.1203295834	0.1119922345	0.1373982411	-0.1274201739	0.1306877677	0.1061815896	-0.0091282112	0.0479277148	-0.0024321235	0.00265871	-0.2063765451	-0.0319638332	-0.1050863113	-0.0881240423	0.0768648111	-0.0606668626	-0.0089485899	0.042435621	-0.1478831858	0.1030720966	0.0264858621	0.1531427391	0.0453238791	0.0381360885	0.0361879872	-0.0718432136	0.166964925	0.1195543341	-0.0594372007	-0.1426774317	0.0003522895	-0.0076950255	0.1679805639	0.060076449	-0.110275418	0.2180898813	-0.0157238546	0.0049985229	-0.1533459514	-0.0676016312	-0.1130349736	0.0614119084	-0.0317234692	-0.0934958314	0.0351211489	-0.0767296408	-0.1058225839	-0.143313572	-0.1007914372	-0.0251815336	0.0606109205	-0.0965465204	-0.0398123094	0.1488669016	0.0286182	0.0007933999999999	0.00081900137124	6.294835599999994e-07	0.0448465	-0.0113354	0.00012849129316	0.0020112085622499	0.00228343	-0.02482047	5.2140525649e-06	0.0006160557310209	0.00199278	-0.00030311	3.9711721284e-06	9.187567210000007e-08	0.000834788	-6.913299999999998e-05	6.968710049440001e-07	4.779371688999997e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
52402.37375390236	85.47950077075802	7306.745052018021	2746008775.0436745	81815.57739677298	443.9974226804042	6693788704.767349	197133.7113468416	49790.36420682731	56.30399462432979	2479080367.8485103	3170.139810656558	55755.16248394692	54737.29133366765	1.281069	25.267645	0.09204263	0.0499212	-0.0306324539	0.1649750598	-0.0376279165	-0.0138240445	-0.1482792277	0.0130737848	0.0279945493	0.0296152654	-0.0515128871	-0.1316647399	-9.88372e-05	0.0502935562	0.1921707897	0.0283127377	-0.1020075749	-0.0697171083	-0.0701235944	0.2217273176	-0.1689782992	-0.0965553761	-0.0531111548	-0.1493013424	0.1437850506	-0.0581567496	0.0600745341	0.0906722494	-0.0615262953	-0.0422793559	0.1263535571	-0.0218706053	-0.0391573335	-0.0494240436	0.123633278	0.3194200008	0.0923000386	0.2331533122	-0.0529846044	0.0377953154	-0.0485427236	0.0436115764	0.0858737763	0.0917056102	-0.0740357783	-0.1829623439	-0.205765512	-0.017068706	-0.103731273	0.0621823446	0.0934706515	0.1228029179	-0.0847425254	-0.003355452	-0.1407264146	0.0436539194	0.0453626057	0.0460705745	-0.0368172168	-0.3013481503	-0.0505098138	0.1485039376	0.0255955	-0.0030226999999999	0.00065512962025	9.136715289999998e-06	0.0506838	0.0058373	3.407407129000004e-05	0.00256884758244	-0.0431865	-0.04546993	0.00186507378225	0.0020675145342049	0.00175601	-0.00023677	3.0835711201e-06	5.6060032900000046e-08	0.00100182	0.000167032	1.0036433124e-06	2.7899689024000002e-08	-0.000350452	-0.000350452	1.2281660430400002e-07	1.2281660430400002e-07	0.0	0.0	0.0	0.0
52347.36621906747	-55.0075348348837	3025.8288886109435	2740246750.0731664	81229.23719058742	-586.3402061855595	6598188974.56471	343794.83738972445	49715.10403332079	-75.26017350651819	2471591569.043909	5664.093716231222	55549.76842276981	54282.96403379698	1.190174	23.474846	0.041603	0.0205169	-0.0285214162	0.0143796494	0.1417833268	-0.0853641619	0.0495975151	-0.0711833374	0.0394075909	-0.0377159274	0.0935257265	0.0035571713	-0.0568113931	-0.0682178313	0.245897503	-0.0967558828	0.0764693445	0.1537495137	0.0416549985	0.1652209141	0.0607799569	0.063045413	0.1064208328	-0.052846588	0.2237255006	-0.0287331958	-0.1859532001	0.0463434038	-0.0217355472	-0.2158977368	-0.0461122172	-0.0025364366	-0.010806044	-0.0557757786	0.0604251253	0.0245462476	-0.0372062138	-0.015307268	0.040242912	0.0140485224	-0.1271156519	-0.0128485418	-0.0308545766	0.0171046882	-0.1034602887	0.1172438482	-0.0359436274	-0.0943923888	-0.2264283718	-0.0461294873	0.0815974785	-0.1545713107	0.0562577332	-0.0383298063	-0.0176181495	0.0337272788	-0.0371748487	-0.1917446375	-0.0774476885	-0.1623773217	-0.0330821887	0.1479600444	0.0198427	-0.0057527999999999	0.00039373274329	3.3094707839999985e-05	0.0562071	0.0055233	3.050684289000002e-05	0.00315923809041	-0.0269975	0.016189	0.00072886500625	0.000262083721	0.00171139	-4.461999999999999e-05	2.9288557321e-06	1.990944399999999e-09	0.000834788	-0.000167032	6.968710049440001e-07	2.7899689024000002e-08	-0.000421558	-7.110599999999998e-05	1.77711147364e-07	5.056063235999997e-09	0.0	0.0	0.0	0.0
52340.759394713416	-6.606824354057608	43.65012804536872	2739555094.0152807	81529.3861851643	300.14899457688443	6647040811.72966	90089.4189455146	49590.25704118558	-124.84699213521526	2459193593.410856	15586.7714452105	55541.756961538005	54512.593627352326	1.14914	22.665497	0.02477827	0.0202947	-0.0769009757	-0.1184510001	-0.0521306941	-0.1381422879	-0.0540997577	-0.0632172592	-0.0447317765	0.0895207617	0.1106999855	-0.1245474531	0.1021462841	0.1622286731	-0.0306434751	0.06517587	0.1882060521	0.1563912775	-0.2651619053	0.0273136389	0.1225147266	0.0694165493	0.03424984	-0.0758883667	0.1140482947	-0.0681941248	-0.1566777792	0.0735724585	0.1163159631	0.0125200495	0.0614664352	0.1077217072	0.0423816659	0.0498289396	0.0033490779	0.0874158597	-0.0002664937	-0.1030971219	0.1077771052	0.0570161064	0.031360598	0.0438004469	-0.076154601	0.2441765812	-0.1429466762	0.131688732	-0.0224847291	-0.0996139209	-0.0729250915	-0.0250260698	0.0270616519	-0.0286019364	0.1171414791	-0.1015988449	-0.1794410068	-0.0652954344	-0.1002324187	-0.1626151546	0.1750204597	-0.0025433027	-0.0905407053	0.1472358847	0.0198411	-1.6000000000009065e-06	0.00039366924921	2.5600000000028996e-12	0.0562208	1.3699999999998436e-05	1.8768999999995714e-10	0.00316077835264	-0.00779193	0.01920557	6.07141731249e-05	0.0003688539190249	0.00162963	-8.175999999999995e-05	2.6556939369e-06	6.684697599999991e-09	0.000834788	0.0	6.968710049440001e-07	0.0	-0.000450946	-2.9387999999999984e-05	2.0335229491600003e-07	8.63654543999999e-10	0.0	0.0	0.0	0.0
52438.80454050138	98.04514578796808	9612.850612583912	2749828221.6369085	81947.10731448668	417.7211293223809	6715328397.211997	174490.94188236524	49716.76854553631	126.51150435073214	2471757074.610429	16005.160733085317	55751.7490650566	54663.597698177306	1.26247	24.900803	0.07570702	0.0377323	-0.0147114081	0.1696494451	0.0003288859	-0.0787940043	-0.1774651416	-0.0715903057	0.0186250071	-0.0668442496	-0.0006657693	-0.2001227305	0.0279445515	0.1890749554	0.1576473011	-0.1339668488	0.106572105	-0.1207259693	-0.0176528082	0.1390511711	0.0137227783	-0.107806155	0.0088303889	-0.0244806317	0.091747519	-0.0817994313	0.0481621516	-0.0243755253	-0.041002743	-0.0510016519	-0.0871045783	0.189164707	-0.1328626834	-0.2690064268	-0.0417152918	-0.074047325	0.1495446331	0.0600531364	0.1336763464	-0.145431836	-0.0589807052	0.0406536103	-0.1277903528	0.055581077	-0.1217136528	-0.2275985852	-0.0579363393	-0.0137172125	-0.0714649394	-0.0911002997	-0.1186852518	0.0844675804	0.0466236549	-0.1119417991	0.0144960986	0.1452415999	-0.0315942082	0.024731629	-0.2708323405	-0.1655852054	0.0993932569	0.1463323407	0.0125595	-0.0072816	0.0001577410402499	5.302169856000001e-05	0.0336521	-0.0225687	0.00050934621969	0.0011324638344099	-0.014002	-0.00621007	0.000196056004	3.856496940490001e-05	0.00118625	-0.0004433799999999	1.4071890625e-06	1.9658582440000001e-07	0.0008347889999999	9.999998999438847e-10	6.968726745208331e-07	9.999997998877795e-19	-0.000101394	0.000349552	1.0280743236e-08	1.22186600704e-07	0.0	0.0	0.0	0.0
52549.04459784055	110.2400573391642	12152.87024214221	2761402088.145835	81623.35954279425	-323.7477716924332	6662372823.052261	104812.61967581583	49709.18570375251	-7.582841783798358	2471003143.330153	57.49948951811826	55482.696375273496	55130.71957007056	1.272103	25.090805	0.068052867	0.0459018	0.0574009383	-0.1005256087	0.1397621891	-0.0645854275	-0.1018382258	-0.1866518231	0.0709265101	0.1133517968	0.1141588756	-0.0175976653	-0.1273822498	-0.0355836479	0.2256884275	-0.0333800942	0.1337386847	0.0687638389	0.0723864964	0.0851794022	-0.0206027946	-0.0847095944	-0.0058711227	-0.0850139769	0.0907394373	0.2849003375	-0.1235182168	0.0405543755	-0.0504483969	-0.0916751789	0.1080991254	-0.1236665024	0.0901048387	-0.1744679094	-0.0084631554	-0.1807475524	-0.1839441985	0.006548809	-0.0141850286	0.0895571547	-0.1305261726	-0.0860607796	-0.0136165565	0.0064840488	-0.1456070522	-0.0217358578	-0.0541481789	-0.1725624232	-0.0841648542	-0.0211439698	0.0468641341	-0.1765817683	-0.0742667858	0.1999576414	0.1743309893	-0.0017246288	-0.0070683574	-0.0507782072	-0.0391853844	-0.0463001804	-0.1467915109	0.1452505133	-0.000338817	-0.012898317	1.14796959489e-07	0.0001663665814324	0.0403091	0.006657	4.431564900000004e-05	0.00162482354281	-0.0568999	-0.0428979	0.00323759862001	0.00184022982441	0.00118625	0.0	1.4071890625e-06	0.0	0.0008347889999999	0.0	6.968726745208331e-07	0.0	-0.000213387	-0.000111993	4.5534011769e-08	1.2542432049e-08	0.0	0.0	0.0	0.0
52613.02036881799	63.97577097744215	4092.89927215813	2768129912.3296566	81789.77142732496	166.41188453070936	6689566710.134062	27692.915313062145	49845.82638627426	136.6406825217491	2484606408.130595	18670.676120009437	55582.18335741296	55794.00294992258	1.19794	23.628027	0.0724009469999999	0.0347124	0.1003297575	-0.0232921164	-0.1559062339	-0.1059672667	0.0452535008	-0.1047960717	0.0230260345	0.1674557688	-0.0038720528	0.0122903632	0.0221722079	0.0615229399	-0.0988670098	-0.0283412365	-0.1473516855	-0.0264417065	-0.1595577897	0.0591347974	0.0988932305	0.177397531	-0.1935554739	-0.102671004	0.0142224672	-0.0068521624	0.003204084	0.1415807011	-0.1094509731	-0.1610506436	0.107194535	0.0234903692	-0.1896150973	0.0160644474	-0.0729197139	-0.1649455888	0.0100141068	0.0089732824	-0.0343432089	0.0728827931	-0.128785079	-0.0284799619	0.0740186972	0.2051793595	0.1316237617	0.0260956072	-0.0833695936	-0.0502442529	0.0912831604	-0.026491618	0.0924838402	-0.0047930967	0.1747746942	0.007761899	-0.0133593189	0.070815468	0.1014620812	0.0394336128	-0.0857480109	-0.0784501015	-0.0939156387	0.1439917206	0.00983838	0.010177197	9.67937210244e-05	0.0001035753387768	0.0550993	0.0147901999999999	0.0002187500160399	0.00303593286049	-0.052178	0.0047219	0.002722543684	2.229633961000001e-05	0.00155116	0.00036491	2.4060973456e-06	1.3315930809999998e-07	0.00040464	-0.0004301489999999	1.637335296e-07	1.8502816220091398e-07	-0.000154213	5.9174e-05	2.3781649369e-08	3.501562276e-09	0.0	0.0	0.0	0.0
52621.77933319605	8.758964378059318	76.71945697611206	2769051660.191579	82021.20442037156	231.43299304660468	6727477974.568379	53561.23027050977	49848.97439497574	3.1480087014788296	2484920248.230947	9.909958784586427	55826.787709135984	55765.10409782341	1.238494	24.427896	0.07955373	0.0440002	0.1390338758	0.0820671681	0.0596916105	-0.0471463664	-0.002981514	-0.0926979442	-0.0810397567	-0.1460493969	-0.1493732154	-0.0401860824	-0.0603784095	0.1263966982	-0.0715393214	-0.0164721274	-0.074733805	-0.0432410361	-0.0241661739	0.0301088686	-0.0418713856	-0.061175647	0.1405268785	0.0528473009	-0.0902058397	-0.0532703079	-0.0560681229	-0.0237807879	0.065389204	-0.1112521688	0.0776479254	-0.1279890121	-0.0186664785	0.0167631936	0.0025526564	-0.1533775429	0.3214424678	-0.1615072471	-0.0217092676	-0.0974464146	0.0136633922	-0.0745769472	-0.0877758507	0.0182891681	0.0673879495	-0.1162846099	-0.0760288181	0.1674955516	-0.1294728276	-0.1451345797	-0.0634738072	-0.086786935	-0.1003596905	-0.1135708812	0.0356208333	-0.0999308581	0.1182868411	0.0159908163	0.1289466241	0.1151589171	0.1664313147	0.1425574961	-0.0100183	-0.01985668	0.00010036633489	0.0003942877406224	0.0344755	-0.0206237999999999	0.0004253411264399	0.0011885601002499	-0.0423914	0.0097866	0.00179703079396	9.577753956e-05	0.000971556	-0.000579604	9.43921061136e-07	3.35940796816e-07	0.00040464	0.0	1.637335296e-07	0.0	-0.000148084	6.1290000000000086e-06	2.1928871056e-08	3.7564641000000105e-11	0.0	0.0	0.0	0.0
52659.6794344984	37.900101302351686	1436.41767872852	2773041838.144134	81489.69211098582	-531.5123093857401	6640569920.343266	282505.3350285627	49819.232029681225	-29.742365294514457	2481955880.0272155	884.608293312338	55828.64752113656	56029.8413906338	1.259951	24.851105	0.0613651	0.0350077	0.118700044	-0.1580967283	0.0452539411	0.0609032159	-0.1230242411	-0.0426838949	-0.1299680194	0.0952699943	-0.0441309182	0.1172403096	-0.1234656095	0.0377893256	0.0293538805	0.1028931369	-0.156754307	0.1082914221	0.0036184316	0.0489572336	-0.0426373226	-0.279716595	-0.3549934312	0.0531603727	0.0896314567	0.005467709	0.0794062784	0.0937092889	0.0517997648	-0.008695944	-0.0109170752	0.0820538589	0.0881862393	-0.020362813	0.1356295107	0.0283619161	0.0977585093	-0.0943377554	-0.1916747743	0.0323268166	0.1028751075	-0.0943483212	0.0249158439	-0.0046151525	-0.0631527662	-0.0666760661	-0.2758277672	-0.0585561768	0.1668508307	-0.2414633466	-0.1532605168	-0.0364212588	0.0584409243	0.1830466268	-0.2043636113	-0.17418271	0.0583803152	0.0953865932	0.1228166414	-0.1188044944	-0.0305401565	0.1409495873	-0.010009	9.30000000000028e-06	0.000100180081	8.649000000000521e-11	0.0213251	-0.0131504	0.0001729330201599	0.00045475989001	-0.0711093	-0.0287178999999999	0.00505653254649	0.0008247177804099	0.000599313	-0.000372243	3.59176071969e-07	1.3856485104900005e-07	0.00040464	0.0	1.637335296e-07	0.0	-0.000165591	-1.750700000000002e-05	2.7420379281e-08	3.0649504900000073e-10	0.0	0.0	0.0	0.0
