global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17
51970.67857994748	n/a	n/a	2700951432.060212	80869.78273150863	n/a	6539921759.041411	n/a	49834.62369446286	n/a	2483489718.768719	n/a	56118.99227641426	52831.81585917392	n/a	n/a	n/a	n/a	-0.0329670442	0.0260109121	-0.0259508972	-0.0027802206	0.013144282	-0.0790105481	-0.0565759222	0.018501359	-0.0256965795	-0.0377027795	0.0050253105	-0.009187256	0.0020461268	-0.0283696049	0.0304803249	0.0240461868	-0.0365932537	0.1549728475	-0.0319939793	0.0002425471	-0.067967874	0.0391361421	-0.0703133267	0.1119129564	-0.0974050989	0.091353774	-0.0133793907	0.1595522162	-0.0056215182	0.0663000215	-0.0648562738	0.1373441637	-0.0800683437	0.1313693373	-0.0302336008	0.076981251	-0.0105237636	0.2885900806	-0.0529613532	0.0864958726	-0.0132894399	-0.034895354	-0.0311972202	0.0273733244	-0.029499105	0.0497961316	-0.0252553237	0.0122570938	-0.0131836375	0.0391356701	0.0831602879	-0.0994756071	0.0408440309	-0.013532777	0.0349079812	-0.0671599446	0.0192870779	-0.0080884835	0.0099354489	-0.0421256761	0.0961833832	-0.0919025688	0.0185503949	-0.1350883664	0.0332989988	0.102594329	0.1025838106	0.1025662807	0.1025417406	-0.0782232	n/a	0.00611886901824	n/a	-0.0622074	n/a	n/a	0.00386976061476	-0.286209	n/a	0.0819155916809999	n/a	0.000432799	n/a	1.87314974401e-07	n/a	-0.00204827	n/a	4.1954099929e-06	n/a	-0.000277786	n/a	7.716506179600003e-08	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
52006.07205779585	35.39347784836718	1252.6982742028586	2704631530.8806543	80693.71569532584	-176.06703618279423	6511475752.718076	30999.60123019338	49886.8822840683	52.25858960543701	2488701024.0244875	2730.960187549489	55981.96910117397	52956.4641883734	1.188132	26.514387	0.0375518	0.017619	-0.0217550032	0.0221022289	0.006731597	0.0057613922	0.0358482605	-0.0362236182	-0.0603191297	0.0085634571	-0.0344447763	-0.017599848	-0.0460851387	0.0055408916	-0.0022414319	0.0322962513	0.0587657153	0.127279999	0.0091530891	0.1131618233	0.0035849656	0.0302931021	0.0403707458	0.0036735316	0.0386971352	0.1201778811	-0.0704402374	-0.1203134214	-0.0107020813	0.1461060887	0.1664349496	-0.0509213022	0.0283598456	-0.0005753523	-0.0079211233	0.0013544004	-0.0900469262	0.0593946402	0.0152470805	0.0520498743	-0.0360424378	0.0862617857	-0.0436755221	0.0046124013	0.0081187864	0.0391652499	0.0293967896	0.0503173603	0.0862305018	-0.0687148823	0.031006463	0.0670427129	0.0867315269	-0.031413268	-0.0337080908	0.1053489496	-0.0345541484	-0.0592629607	0.0929082892	-0.072616046	0.013981796	0.0938848142	0.0255598638	-0.0729176878	-0.1341017053	-0.0580238455	0.0443067148	0.1025662807	0.1024716367	0.1023139614	0.1020933517	-0.0753483	0.0028748999999999	0.00567736631289	8.265050009999998e-06	-0.0522232	0.0099842	9.968424964000012e-05	0.00272726261824	-0.296346	-0.010137	0.087820951716	0.000102758769	0.000412199	-2.0600000000000013e-05	1.69908015601e-07	4.2436000000000044e-10	-0.00214843	-0.0001001599999999	4.615751464899999e-06	1.0032025599999949e-08	-0.00044814	-0.0001703539999999	2.0082945960000003e-07	2.902048531599998e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
51915.96672952864	-90.10532826720735	8118.970182141199	2695267601.461525	80145.56464560446	-548.1510497213749	6423311532.362764	300469.5733106452	49835.50548895474	-51.37679511355964	2483577607.3396378	2639.5750761406853	55916.32265864097	52963.0247304399	1.176165	26.247345	0.06000177	0.0285515	-0.0222137836	0.0150634299	-0.0083314927	0.003971035	-0.0283878067	-0.0316408055	-0.1071426042	0.055786841	0.0778573125	-0.0539999118	-0.0018664541	-0.0158532087	-0.0467177056	0.0705069489	0.002143151	-0.0511384268	-0.01894884	0.0200546465	0.0945579555	-0.0216112736	-0.0736352355	-0.0855859459	-0.0308733048	-0.0371819607	0.0322746557	-0.0758689966	-0.1636695583	0.0865528586	-0.0194381173	0.0441950789	0.0342799958	0.0571124825	0.0193381374	0.0226994	-0.0007308107	-0.1537375298	-0.0019995193	-0.0089324009	0.0272414008	0.0280194178	-0.0859030099	-0.0372249799	0.009444026	0.0411757877	0.014780504	0.1177068091	0.0139392487	-0.0380703486	-0.0316466253	0.0332298525	0.0091542623	-0.0238738379	0.043202085	-0.0108682393	-0.0844536797	-0.0080864713	-0.0851409301	0.0124720739	-0.0449792239	-0.0957795735	-0.0297337508	0.091228319	-0.119852413	0.0558913456	-0.0492505793	0.1025101919	0.1022474116	0.1018099433	0.1011985345	-0.0823302999999999	-0.0069819999999998	0.0067782782980899	4.874832399999848e-05	-0.0620385	-0.0098153	9.634011409000012e-05	0.00384877548225	-0.293439	0.0029069999999999	0.086106446721	8.450648999999958e-06	2.04716e-05	-0.0003917274	4.190864065599999e-10	1.5345035591076e-07	-0.00242319	-0.00027476	5.8718497761e-06	7.549305760000011e-08	-0.000308678	0.0001394619999999	9.5282107684e-08	1.9449649443999996e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
51910.21401946353	-5.752710065113206	33.093673093254786	2694670319.546508	80254.11963723869	108.55499163422792	6440723718.74822	11784.186208707291	49791.27415502736	-44.231333927382366	2479170981.981096	1956.4109009956064	56079.756194858215	52564.59757472408	1.099703	24.541	0.06702668	0.0508474	-0.0405725751	0.023018463	0.0167482918	0.0228321788	-0.0484619085	-0.0595511054	-0.0937785071	0.0318135605	-0.0724110194	-0.0550078541	0.1237662089	-0.0527922935	0.1062857597	-0.0900117994	0.0703728337	-0.2085048092	-0.0923184407	0.1123834204	-0.0736874016	0.0681440264	-0.1252774928	0.0638515778	0.0344722312	0.0950119592	0.0198864423	-0.0138928162	-0.0707098533	-0.0358333813	0.0827625323	0.0340458944	-0.127975465	0.0099776357	-0.0652595426	-0.0953275978	0.1540338921	-0.0253942415	0.0688514172	-0.0328861077	-0.0280982729	0.006410387	0.074161914	-0.0783978581	-0.0508925917	0.0163863164	-0.0640721159	0.0131181055	-0.0421201015	0.1053656459	0.0178564454	0.1509193931	-0.0331842722	-0.1074441137	0.1038694904	0.0417625885	0.0922552457	0.1022018417	0.0059219476	-0.1533375784	-0.009073764	-0.0203714819	-0.134729625	-0.087507821	0.0791155237	-0.0776193675	0.0247225268	0.1024260777	0.1019113804	0.1010554665	0.0998612018	-0.0783013999999999	0.0040289	0.0061311092419599	1.6232035210000015e-05	-0.0619915	4.700000000000537e-05	2.2090000000005047e-09	0.0038429460722499	-0.245543	0.0478959999999999	0.060291364849	0.0022940268159999	-0.000178702	-0.0001991736	3.1934404804000004e-08	3.967012293696e-08	-0.00233873	8.446000000000018e-05	5.469658012899999e-06	7.13349160000003e-09	-0.00032614	-1.746199999999999e-05	1.063672996e-07	3.0492144399999964e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
51980.87327674501	70.65925728148432	4992.730639570994	2702011186.613024	81125.65342363481	871.5337863961176	6581371643.41171	759571.1408299536	49838.18266899453	46.90851396717335	2483844451.748067	2200.408682608497	56077.25569051263	52475.346142446986	1.108913	24.746544	0.0778611	0.0402836	-0.0344446725	0.0241316663	0.0392445889	0.0045924517	-0.0007221183	-0.0673024792	-0.0126891132	0.0770354023	-0.0546413638	-0.0538002197	-0.092315381	-0.014993285	0.0801479597	-0.0352883157	0.0139108656	0.1467617844	0.1259671127	0.0449814922	0.0217979079	-0.0194207408	0.0798688671	-0.0572703335	0.021341652	-0.0036084778	0.0409735273	-0.0463715022	0.0311785964	0.0640290796	-0.0010566335	0.0224628075	-0.1147455119	-0.0502332641	-0.0085855302	0.0041861825	-0.0927010081	0.0557160637	-0.114912723	-0.0193379369	-0.1802410111	-0.0466243004	-0.0137600394	-0.0297779761	0.0018222168	0.0718325929	0.0001690686	-0.0102534598	0.0222194687	-0.0707285638	0.0640468085	0.0408208906	0.0735264289	-0.0174623754	-0.0947784469	0.0323389648	0.052060645	-0.119223426	0.0131536142	0.0704750099	0.0426762374	0.062152706	0.0142825356	-0.0051455743	-0.014500933	0.0412727072	-0.0198294781	0.1023139614	0.1014639107	0.1000523871	0.0980872016	-0.0870844	-0.0087830000000001	0.00758369272336	7.714108900000193e-05	-0.0728445	-0.010853	0.000117787609	0.00530632118025	-0.279804	-0.0342609999999999	0.078290278416	0.0011738161209999	-0.000230386	-5.1684e-05	5.3077708996e-08	2.671235856e-09	-0.00217299	0.0001657399999999	4.7218855401e-06	2.7469747599999913e-08	-0.000587998	-0.0002618579999999	3.457416480039999e-07	6.856961216399998e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
52128.37103036634	147.4977536213264	21755.58732333751	2717367066.2795367	80586.00484948272	-539.6485741520883	6494104177.600853	291220.5835843819	49839.65288772381	1.470218729278713	2483990999.9687963	2.161543111921913	55903.2348651492	52910.62844299481	1.082244	24.151398	0.0450027499999999	0.0199403	-0.0061510798	0.0060445373	0.0565751678	-0.0584065098	-0.0771001545	-0.0555236526	0.001370467	-0.0592424586	0.0533795724	-0.0360302489	-0.0708563094	-0.0318550638	-0.0339896456	-0.0551540722	0.0532199568	0.0364641546	-0.0121760105	0.0026862304	0.0120776961	0.0266496387	0.0158211755	-0.0419836774	0.1241751072	-0.0166105791	-0.0185578036	0.0968961914	0.0095019182	-0.0478831116	0.0301405989	-0.1450863421	0.081121038	0.1990694176	-0.109374036	-0.1036680899	0.2270179402	-0.073391999	0.0142091431	-0.0547173826	0.0812546118	0.002373436	0.0120665907	-0.0139676874	0.0186292942	0.0788374299	-0.0287779765	0.0415078449	-0.0838106719	-0.0136080722	0.0311713948	0.0530066617	0.046496151	0.0636712418	-0.0713893563	-0.0286754244	-0.1466602078	-0.0476779271	-0.005112422	-0.140832803	0.0901449641	-0.1165971176	0.0221950268	0.0188057791	-0.0151225113	-0.0948277062	-0.1353639634	0.1021738733	0.1009054916	0.0988031726	0.0958842909	-0.0828774	0.004207	0.00686866343076	1.7698849000000022e-05	-0.079927	-0.0070824999999999	5.016180624999988e-05	0.0063883253289999	-0.286686	-0.0068819999999999	0.082188862596	4.736192399999999e-05	-0.000371805	-0.000141419	1.38238958025e-07	1.9999333561e-08	-0.00242193	-0.00024894	5.865744924900001e-06	6.197112360000001e-08	-0.000441732	0.0001462659999999	1.9512715982400002e-07	2.139374275599998e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
52258.22655540405	129.85552503771032	16862.45738281941	2730922242.715937	80825.22035149584	239.21550201311769	6532716244.867857	57224.0564033879	49965.08743990384	125.43455218002782	2496509962.8772364	15733.826880604123	55990.25880027018	53959.35100580692	1.064144	23.747461	0.18323005	0.104582	0.0207297584	0.0029820987	0.0480648514	-0.032059089	-0.0495942654	-0.0319258191	0.0259726397	-0.034382025	-0.0362845536	0.0227623109	-0.0642802182	0.047339	0.1260021707	0.0364166681	0.0870936634	0.0809425508	-0.0717237742	0.0573676401	-0.0601165452	0.0784370365	-0.084125627	0.0048428667	0.059754039	0.0530485266	-0.013280924	0.1313890999	0.1174327031	0.1126539869	-0.037015255	-0.1010755411	0.066627433	0.0513322522	0.0337877663	-0.0569042304	-0.0311030051	0.0490129609	0.0741498272	-0.0629782833	-0.111874731	-0.0008133182	0.0126662723	0.0157492131	0.0346835313	0.0314329547	-0.0538499008	-0.0419634199	0.1068536254	0.0875224124	-0.0325953104	0.0907329783	-0.0367483227	-0.1180831275	-0.0225509387	0.0349886717	-0.076628282	-0.115507998	-0.0131711444	-0.0343506116	0.0877638299	-0.0605421978	0.0391192978	0.0376086284	-0.0409896105	-0.139548764	-0.1404641935	0.102005852	0.1002367339	0.0973108962	0.0932621027	-0.0783502999999999	0.0045271000000001	0.0061387695100899	2.0494634410000936e-05	-0.116269	-0.036342	0.001320740964	0.013518480361	-0.247513	0.0391729999999999	0.061262685169	0.0015345239289999	-0.00193211	-0.001560305	3.7330490521e-06	2.434551693025e-06	-0.00207918	0.00034275	4.322989472399999e-06	1.1747756250000014e-07	-0.000281028	0.000160704	7.8976736784e-08	2.5825775616000006e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
52276.52365168645	18.2970962824038	334.78373236755493	2732834925.1053333	81052.0972962884	226.8769447925588	6569442476.127001	51473.14807840577	49927.281656685176	-37.80578321866051	2492733453.6259723	1429.2772447763523	56197.19407517215	54162.994833048906	1.053674	23.513811	0.10074122	0.0518882	0.0381269432	0.011735692	0.0289062884	-0.0670341292	-0.0485382658	0.0004781473	-0.031921166	0.1069341976	0.1042993128	-0.0113612402	-0.05926446	0.0164130357	0.028197522	0.0627702029	0.0262005639	0.0318624849	0.0754908761	0.0160362745	0.0391427645	0.0625480277	-0.0575721358	0.0062984101	-0.0538151001	0.0112682535	0.0561969662	0.088235556	0.0658649776	0.0726296885	-0.0110569886	-0.0809060657	-0.0633630947	-0.0265505141	0.0748347879	-7.80417e-05	-0.0179947754	0.130734111	-0.0254375079	-0.0253210134	-0.175638642	-0.0392385668	0.1993302866	-0.0069438807	0.0055937379	0.0454793617	-0.1218600456	0.0446606627	-0.0149373819	0.0150501252	0.0600240464	-0.0786079182	0.0237299452	-0.1147172889	-0.0020578122	0.0528919768	0.0425714477	-0.082614565	-0.0877081901	0.1761478355	0.0661986499	-0.1548673402	-0.0394160909	0.0596258502	0.0411729329	-0.0331274428	-0.118729818	0.1018099433	0.0994583687	0.0955792289	0.090232103	-0.0784259999999999	-7.569999999999799e-05	0.0061506374759999	5.730489999999696e-09	-0.0805352	0.0357337999999999	0.0012769044624399	0.00648591843904	-0.261585	-0.014072	0.068426712225	0.000198021184	-0.00144863	0.0004834799999999	2.0985288769e-06	2.337529103999999e-07	-0.00242948	-0.0003503	5.9023730704e-06	1.2271009e-07	-9.76136e-05	0.0001834144	9.528414904960001e-09	3.364084212736e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
52369.87487125058	93.35121956412333	8714.450194109158	2742603794.0304427	80591.19304107562	-460.9042552127794	6494940395.783916	212432.73247324687	49952.78823617788	25.506579492706805	2495281052.5684314	650.5855974177714	56204.12664005715	54419.33479395144	1.101618	24.583746	0.19275022	0.110385	0.0432706478	0.002520754	0.0083329359	-0.0313074502	-0.0134325384	0.0058116453	-0.0890789996	0.0019265543	-0.1322442271	0.0020767105	0.0384164826	0.0395710917	0.0679471029	0.0433770305	0.0439485256	-0.1809504345	-0.027173616	0.0433515427	0.000159273	-0.0039873406	-0.0896965975	-0.1426885036	0.0353869714	0.0832330083	0.1071630166	-0.0527476168	-0.1069922252	-0.0220061641	-0.1208896268	-0.053642444	-0.0137217021	-0.0576739429	-0.0200248298	0.0213338896	0.0263034176	-0.0661669297	-0.0980097946	-0.0090665363	-0.059779129	-0.0210637848	0.0558190644	-0.0193941725	-0.0350915618	0.0115466728	-0.143565619	0.0746885817	-0.0108081151	0.0846385814	0.0969208452	0.1003222075	0.0491110401	0.014579002	0.0096813875	-0.0094519929	0.0829355058	0.1450738487	-0.1186400578	-0.1068655275	0.0028726179	-0.031967471	0.0435709107	-0.0389154044	-0.0414396096	0.056581238	-0.0309544663	0.1015862008	0.0985712473	0.0936124309	0.0868075413	-0.0784016	2.4399999999896727e-05	0.00614681088256	5.953599999949602e-10	-0.0502592	0.030276	0.000916636176	0.00252598718464	-0.347394	-0.0858089999999999	0.1206825912359999	0.0073631844809999	-0.000584993	0.000863637	3.422168100490001e-07	7.45868867769e-07	-0.00274923	-0.00031975	7.5582655929e-06	1.022400625000001e-07	-0.000447043	-0.0003494294	1.99847443849e-07	1.2210090558435997e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
52346.73979378198	-23.13507746859977	535.231809478113	2740181167.0379176	80890.40421855001	299.2111774743971	6543257494.640414	89527.32872561517	49983.19057992788	30.40234375	2498319340.5493917	924.302505493164	56037.721937464135	54601.72863343323	1.191357	26.586351	0.1349857	0.0801401999999999	0.0536241193	-0.0025374613	0.0203769041	-0.0097849251	0.0214823654	0.03274375	-0.0766085329	0.08107879	-0.0249986699	0.0247475586	-0.0342533466	0.0492849288	-0.0063087467	0.0798872641	-0.0939147029	-0.0033864134	0.1462489871	0.0799813016	-0.0181884847	-0.0007534409	0.0259131925	-0.1040478093	0.1668439991	-0.0163030708	0.0402603861	0.0446375649	-0.2299096738	0.0223536118	0.098137738	-0.031971113	0.0366985804	0.0160686725	0.0750687881	0.0484058117	-0.0126468533	-0.0005954792	-0.0360177512	0.0342240841	-0.0541407737	0.099920506	-0.1864430773	0.0407411736	0.0307738272	0.0033175074	0.003638236	0.1089035091	0.0573659568	-0.0893611349	0.0715166141	0.0436610935	-0.0277573106	-0.0279282462	-0.0580377107	0.0165423094	-0.0203398782	-0.039865239	-0.0077524853	0.0118871721	0.1857710993	0.0606837722	-0.0871859156	-0.0029169951	-0.2061365307	0.134827571	-0.0012135118	0.1013346856	0.0975763397	0.0914153405	0.0830033923	-0.078333	6.860000000000199e-05	0.006136058889	4.7059600000002735e-09	-0.0767184999999999	-0.0264592999999999	0.0007000945564899	0.0058857282422499	-0.286007	0.0613869999999999	0.081800004049	0.0037683637689999	-0.00119227	-0.000607277	1.4215077529e-06	3.687853547290001e-07	-0.00242203	0.0003272	5.8662293209e-06	1.070598400000001e-07	-0.000453982	-6.939000000000023e-06	2.0609965632400002e-07	4.814972100000032e-11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
