global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27
51748.82235177032	n/a	n/a	2677940614.7950835	79880.54738822993	n/a	6380901851.043247	n/a	49621.80151300664	n/a	2462323185.3962283	n/a	56030.97066014117	55903.68773527366	n/a	n/a	n/a	n/a	-0.0060756281	-0.0116043401	-0.042543517	-0.0205990151	-0.0075039297	0.0200620075	-0.0296662358	0.0576808859	0.0322505011	0.0823386251	-0.0094203491	0.0689840135	-0.0399579492	0.0004807224	-0.0354060099	0.147530226	-0.0826086377	0.0698380681	-0.1701452247	0.1126090602	-0.0890389786	0.109316639	-0.0414736675	0.0234800331	-0.0902413663	0.0133042952	0.0670292704	-0.1223606919	0.0654968238	-0.0212033184	-0.004592733	0.0489625997	0.0373065827	-0.0249530275	0.0949993384	-0.030296515	0.0362559787	-0.0052581227	0.0228789696	-0.0291468733	0.0054638413	-0.0341870779	0.0940992758	-0.0261039413	0.102594329	0.1025838106	0.1025662807	0.1025417406	-0.140187	n/a	0.019652394969	n/a	0.0314342	n/a	n/a	0.00098810892964	0.119962	n/a	0.014390881444	n/a	-2.87127e-05	n/a	8.2441914129e-10	n/a	0.00262918	n/a	6.9125874724e-06	n/a	0.000470319	n/a	2.21199961761e-07	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
51661.32319588177	-87.4991558885522	7656.102281209159	2668892314.349352	80006.01778127851	125.4703930485848	6400962881.218253	15742.81953176636	49610.80904078679	-10.992472219848423	2461232373.6814127	120.83444550413932	56038.44872782939	55633.031480133	0.797687	20.906883	0.062152565	0.0311034	-0.0107801719	0.0072426211	-0.0388003257	-0.0460824661	-0.0349990395	0.0549433625	-0.0072954589	0.0617426835	0.0349863106	0.0111105977	0.0267596229	-0.0612039029	0.0049487912	-0.0280193712	-0.120624398	-0.0141084532	0.0521763257	0.0375623039	-0.0972401717	-0.0157218322	-0.1770616381	-0.0652746124	0.0486511232	0.00460893	0.0787513547	0.0686644217	0.0189445171	-0.1156261702	0.0501300552	0.0130300403	-0.0119587111	0.0480667126	0.0216986002	-0.0226509949	0.0497805429	-0.0167929946	0.0297889967	0.0792787324	-0.0521242004	-0.0455229164	-0.0326544862	0.0157166479	0.0511964488	0.1132628082	0.1025662807	0.1024716367	0.1023139614	0.1020933517	-0.148377	-0.00819	0.022015734129	6.707610000000004e-05	0.0230395	-0.0083947	7.047098809000002e-05	0.00053081856025	0.134963	0.015001	0.018215011369	0.000225030001	-0.000425505	-0.0003967923	1.81054505025e-07	1.5744412933929001e-07	0.0027927	0.0001635199999999	7.79917329e-06	2.6738790399999965e-08	0.000419294	-5.102500000000001e-05	1.7580745843600005e-07	2.6035506250000004e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
51648.26649008957	-13.056705792201685	170.47756614411298	2667543431.431309	79578.06370822879	-427.9540730497247	6332668223.55092	183144.6886398491	49573.6036034358	-37.20543735099636	2457542174.2305827	1384.2445684789152	56171.03139780406	55765.51555732823	0.82614	21.652601	0.0338978	0.0165848	-0.0089353121	0.027431031	-0.037103945	-0.0271691797	0.0004120589	0.028206074	-0.0343397493	0.0591298489	0.020933935	0.0611205149	-0.0372317091	0.0526520144	0.0607546943	0.0672818439	0.0271010366	0.0250657763	-0.0886129822	-0.0422467211	-0.1251176515	0.0732989002	-0.0491297994	0.037926388	0.0066280999	0.06399532	0.1253076941	-0.137294803	0.051693594	-0.1521230936	-0.0022364279	0.0682798028	-0.0037986658	0.063567975	-0.0014867605	0.0392141367	0.0880466107	0.0189689145	-0.0417541558	-0.0721005043	-0.0423277651	0.0033878255	0.0943411832	-0.026983106	0.0365547952	-0.0461618316	0.1025101919	0.1022474116	0.1018099433	0.1011985345	-0.148357	2.000000000002e-05	0.0220097994489999	4.0000000000080005e-10	0.0116509	-0.0113886	0.00012970020996	0.00013574347081	0.129215	-0.005748	0.016696516225	3.303950400000003e-05	-0.000272818	0.000152687	7.4429661124e-08	2.331331996900001e-08	0.00268836	-0.00010434	7.227279489599999e-06	1.0886835600000016e-08	0.000341497	-7.7797e-05	1.1662020100900001e-07	6.052373209e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
51701.22288148806	52.95639139848936	2804.379389949998	2673016447.441304	79879.51850835425	301.45480012545886	6380737477.126509	90874.99651868036	49657.51392200273	83.91031856693007	2465868688.9138947	7040.94156200369	56123.8716487693	55621.7040941643	0.919956	24.111462	0.0678468699999999	0.0470783	-0.0063898602	0.0203470177	-0.032354333	-0.0204406486	-0.0245386345	0.0458179399	-0.0336361874	0.0283883794	0.0490054823	-0.0057135035	-0.082315676	-0.0445228724	0.023291619	-0.0068357264	-0.0370843325	0.0350899769	-0.0045603378	-0.0308451866	0.0545896642	0.1337936294	-0.0299401921	0.0276582692	-0.0072102608	0.0260521902	0.1078690946	0.006151996	-0.1369444844	-0.0351644015	0.0603310933	0.0906101837	0.0013799452	0.045615065	-0.0020366957	-0.0434670303	0.0383527854	0.0129206677	-0.0094002094	0.012742686	-0.087265475	0.0382809557	0.0279861099	-0.0114167496	0.1025325903	0.0271255722	0.1024260777	0.1019113804	0.1010554665	0.0998612018	-0.148341	1.5999999999988246e-05	0.022005052281	2.559999999996239e-10	0.00918993	-0.00246097	6.056373340899999e-06	8.445481340490001e-05	0.0826433	-0.0465716999999999	0.00682991503489	0.0021689232408899	-0.000425505	-0.000152687	1.81054505025e-07	2.331331996900001e-08	0.00262996	-5.8399999999999685e-05	6.916689601600001e-06	3.410559999999963e-09	0.00017662	-0.000164877	3.11946244e-08	2.7184425129000005e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
51735.91698205308	34.69410056502238	1203.6806140158862	2676605105.9738884	79239.54973875171	-639.9687696025358	6278906242.800106	409560.0260665835	49588.36786337705	-69.14605862567987	2459006227.3536053	4781.177423465958	55974.80613990106	56647.22627843085	0.98449	25.802877	0.0279217099999999	0.0152752	0.0034444815	0.0425941206	-0.0216198415	0.0026378913	0.0464282061	0.0085242913	-0.051335175	0.0564275378	0.0105927134	0.0013863446	-0.0989043651	0.0665886475	0.0221168828	0.0362199436	-0.0059578615	0.1341636185	0.022386798	0.0221237256	0.0460500211	0.019577348	0.0140514642	0.0689107445	0.0757344546	-0.0675319854	0.0398293181	-0.0478925937	0.0138352227	-0.1339419676	-0.0437579502	-0.0664199215	0.0152192654	0.0743833325	0.0125630386	-0.0312783189	0.0210136036	0.0266701802	-0.0050528121	-0.0670247814	-0.0692045376	0.0148718927	0.0488584936	-0.0443935489	0.0940364588	-0.0855463783	0.1023139614	0.1014639107	0.1000523871	0.0980872016	-0.148353	-1.2000000000012e-05	0.022008612609	1.4400000000028803e-10	0.0085501199999999	-0.0006398100000001	4.093568361001279e-07	7.31045520143983e-05	0.0696607	-0.0129825999999999	0.00485261312449	0.0001685479027599	-0.000506527	-8.102199999999998e-05	2.56569601729e-07	6.564564483999997e-09	0.00268836	5.8399999999999685e-05	7.227279489599999e-06	3.410559999999963e-09	0.000322944	0.0001463239999999	1.04292827136e-07	2.1410712975999997e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
51706.33882221049	-29.57815984258923	874.8675396737582	2673545474.397232	79804.80135863367	565.2516198819649	6368806319.890979	319509.3937791853	49628.78592259877	40.41805922172352	2463016392.151138	1633.61951125075	55997.82463576858	56666.84679697074	0.969851	25.419197	0.05569503	0.0317761	0.0025354256	0.0195111097	-0.0308848217	-0.010723229	-0.0134487191	0.0163489119	-0.0476583863	0.0332877061	0.0275821821	0.0415877483	-0.041194618	-0.0089668798	0.0595339556	-0.1006851887	-0.0290754571	0.012665312	0.0109762684	0.0794657481	0.0895809965	0.2156773824	-0.0100894483	-0.1910926556	0.0315077236	-0.0617488357	0.0197417355	0.0341129046	-0.0456600173	0.0121791981	0.0367219019	0.017567817	0.0141604767	0.0448918716	0.0230170789	-0.0381965542	0.0450774637	-0.0147067881	-0.0259735473	0.0346936321	-0.0094466717	0.0445756819	0.0198734904	-0.1002827291	0.045364445	-0.0078195422	0.1021738733	0.1009054916	0.0988031726	0.0958842909	-0.139775	0.008578	0.019537050625	7.358208400000005e-05	0.0139548	0.00540468	2.921056590240107e-05	0.00019473644304	0.0593223	-0.0103384	0.00351913527729	0.00010688251456	-0.000425505	8.102199999999998e-05	1.81054505025e-07	6.564564483999997e-09	0.00215297	-0.0005353899999999	4.635279820900001e-06	2.8664245209999974e-07	0.000334011	1.106700000000002e-05	1.11563348121e-07	1.2247848900000047e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
51685.11163267311	-21.227189537377853	450.5935756557638	2671350764.4818816	79660.80222470917	-143.99913392450253	6345843411.084229	20735.75057100681	49597.50574495487	-31.28017764390097	2459912576.1208315	978.449513434002	56012.60666023166	56390.39903773344	0.933078	24.455391	0.042586	0.0222651	0.0023247069	0.020731181	-0.011647304	0.0136688851	0.0057097369	-0.0266949669	-0.0329561336	0.0615170372	0.006948521	-0.0359526635	-0.0080537583	-0.0814891046	-0.0259929083	-0.0336461628	-0.1045962424	0.0204036021	-0.0107811011	0.0071282615	-0.062251942	-0.0302914557	-0.0487206864	-0.0771112897	-0.0013047068	-0.0731525365	0.1426355812	0.0342614592	-0.0672413948	-0.0886926401	0.0018570169	-0.0742852986	0.0120804626	0.0558469815	0.0151917766	-0.0409897184	0.0096585497	0.0226564774	0.0580864566	0.0549755214	-0.0175943513	-0.0473002555	-0.0745949257	-0.0125747309	0.0704672803	0.06197595	0.102005852	0.1002367339	0.0973108962	0.0932621027	-0.128992	0.010783	0.016638936064	0.000116273089	0.0267573	0.0128025	0.00016390400625	0.00071595310329	0.0644611	0.0051387999999999	0.00415523341321	2.640726543999992e-05	-0.000686383	-0.000260878	4.711216226890001e-07	6.805733088400001e-08	0.00216081	7.839999999999844e-06	4.6690998561e-06	6.146559999999755e-11	0.000342527	8.516000000000025e-06	1.1732474572900003e-07	7.252225600000042e-11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
51716.327914075286	31.21628140217217	974.4562245796002	2674578572.9161625	79821.45832145301	160.65609674384177	6371465208.56346	25810.381420966645	49583.11382674131	-14.3919182135578	2458485176.7555857	207.1273098657368	56091.84767510256	56710.08500448693	0.863839	22.640688	0.1620998219999999	0.085708	0.0020715178	0.0335040325	-0.0144011365	0.0186825162	0.0120508188	0.0009743444	-0.0498943002	0.0569024926	0.0350621523	0.0179932101	0.0405525191	0.0170061988	-0.0284466076	0.0162715495	-0.0431283483	-0.0918567442	0.0132912657	-0.1490709644	-0.0170066532	-0.005480655	0.0277972484	-0.0669437371	-0.0714933805	-0.0988444294	-0.0312392352	0.0928301458	-0.0319978377	-0.0206791678	-0.1911181751	-0.1753293903	0.0134561805	0.0716974118	-0.0097000966	0.0087487979	0.0571067213	0.0600625717	0.0173859749	-0.0432710195	0.0027866999	-0.0405362438	0.0405399403	-0.0396221599	-0.038525132	0.0390238839	0.1018099433	0.0994583687	0.0955792289	0.090232103	-0.127812	0.0011799999999999	0.016335907344	1.3923999999999684e-06	-0.000159222	-0.026916522	0.0007244991565764	2.5351645284e-08	0.105359	0.0408979	0.0111005188809999	0.00167263822441	-0.00184224	-0.001155857	3.3938482176e-06	1.3360054044489998e-06	0.00180785	-0.00035296	3.2683216225e-06	1.2458076160000005e-07	0.000695818	0.0003532909999999	4.841626891239999e-07	1.2481453068099994e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
51873.92621085116	157.5982967758755	24837.22314665693	2690904220.528831	80201.30643034329	379.8481088902772	6432249553.133824	144284.58582751988	49663.258179708784	80.14435296747251	2466439213.024412	6423.11731257482	56032.944578004346	56609.40588868493	0.89819	23.541012	0.1459130854	0.0865805	0.0055739244	-0.0026757302	-0.0160310196	0.044224217	0.0338479832	-0.0155680746	-0.0318705922	0.0172953049	0.0615194968	-0.0045088788	-0.0753749315	-0.0552516955	0.0399133662	-0.0529394688	-0.0305136647	0.0350189009	-0.0773378538	0.0368531609	0.076110026	-0.0259079564	0.0347568086	0.2003070627	-0.0569938611	-0.0487790325	-0.0356126933	0.1106661402	0.1096775031	-0.0188858842	-0.1036861195	-0.0455360615	0.0130037505	0.0352715389	0.0022853257	-0.0563745765	0.0348020846	0.0296008979	-0.0309843365	0.0400943106	-0.0060248225	0.0410976157	-0.0130578804	-0.1440753606	0.0145429555	0.0456442876	0.1015862008	0.0985712473	0.0936124309	0.0868075413	-0.115631	0.012181	0.013370528161	0.000148376761	-2.99866e-05	0.0001292353999999	1.6701788613159995e-08	8.991961795599998e-10	0.0414829	-0.0638760999999999	0.00172083099241	0.0040801561512099	-0.00101005	0.00083219	1.0202010025e-06	6.925401961e-07	0.00236237	0.00055452	5.5807920169e-06	3.074924304e-07	0.000687993	-7.824999999999933e-06	4.7333436804900004e-07	6.123062499999895e-11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
52151.932518676265	278.00630782510416	77287.50719054657	2719824065.432563	81176.76638771669	975.4599573734012	6589667401.165931	951522.1284389178	49747.47741399864	84.2192342898561	2474811509.056305	7092.879424369674	56333.55141318774	59100.599580217386	1.145631	30.026279	0.2312521134	0.114845	0.0282630377	-0.0249962146	0.0182079623	0.1280317768	0.0247955992	-0.1197373151	0.0121203195	-0.0117023174	0.1039308611	0.0105472153	0.117620089	-0.0169352039	-0.0391532076	0.022623935	0.0665889389	0.0011176075	0.0274480105	0.1170945327	8.05989e-05	0.065910972	-0.0466617753	-0.0487689139	0.0933586276	-0.0833056496	-0.0197976578	-0.019663462	0.0797877418	0.1103406063	-0.0019315422	-0.0203112704	0.0022605069	0.0177281217	-0.0784218388	-0.0406256525	0.0304882608	0.0869086065	0.0515369905	-0.043089564	0.1792983476	-0.0061405445	-0.0985474535	0.045358842	-0.0536531395	0.0626922359	0.1013346856	0.0975763397	0.0914153405	0.0830033923	-0.108248	0.007383	0.011717629504	5.450868900000001e-05	-0.0469694	-0.0469394134	0.0022033085303361	0.00220612453636	-0.0488161	-0.090299	0.00238301161921	0.008153909401	-0.00218702	-0.00117697	4.7830564804e-06	1.3852583809e-06	0.00201201	-0.00035036	4.048184240099999e-06	1.2275212960000005e-07	0.000893277	0.000205284	7.97943798729e-07	4.214152065600001e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
