global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02
52066.04200416972	n/a	n/a	2710872729.9799657	83649.33358855898	n/a	6997211009.810021	n/a	49581.22701701712	n/a	2458298072.512988	n/a	55908.410997732426	50839.85457046727	n/a	n/a	n/a	n/a	-0.0366334355	0.037033086	-0.0723540661	-0.1644017485	0.1531454505	-0.1393876864	0.0787543802	-0.1238066972	-0.0553802883	0.0058986453	-0.0030527283	0.0291925684	-0.081315095	0.1186834429	-0.0837333105	0.004688312	-0.0061213838	0.0325492921	-0.1690400718	0.1113166834	-0.0074362152	-0.1742520462	0.0858202227	-0.0084061266	0.0545869684	-0.1882467492	0.1201049867	-0.1414888815	0.1253551787	-0.022580032	0.0902866884	-0.0299079107	0.1936036029	-0.061973287	0.07738622	-0.0366487882	-0.0408832276	0.0163868988	-0.0519281426	0.1459810187	-0.067321933	0.1461707388	0.4568968459	-0.1416503025	0.1207898383	-0.1914091654	0.0116962873	-0.3165274812	0.1655067251	-0.0461896226	0.0123586314	-0.2457566578	-0.0287940608	0.1466198149	-0.0405789113	0.1203780544	0.1203546593	0.1203156708	0.0471998	n/a	0.00222782112004	n/a	0.0509698	n/a	n/a	0.00259792051204	0.112676	n/a	0.012695880976	n/a	0.00335203	n/a	1.1236105120900002e-05	n/a	-0.000362102	n/a	1.31117858404e-07	n/a	0.00185194	n/a	3.4296817636e-06	n/a	0.0	0.0	0.0
52068.97881941281	2.936815243090677	8.624883772049756	2711178555.29646	81132.14903446844	-2517.184554090534	6582425606.951199	6336218.079351962	49579.50570094332	-1.721316073795606	2458127385.5498714	2.96292902590712	55697.992165355725	50771.47097117744	1.336402	29.192183	0.34218787	0.184015	-0.0637818619	0.0235186636	-0.0445857389	0.0691313331	-0.0900900252	-0.041274517	0.0599121909	0.0369278321	-0.0352087476	0.027189238	0.0547795077	0.0429916511	-0.0203772069	-0.0470616278	-0.0741087919	-0.1026129717	0.0978555244	0.0023857161	-0.2011798703	0.0907084907	0.4046313282	-0.0680190324	-0.1313808312	0.0852369554	0.0361294792	0.1037636617	-0.0329443649	-0.08057956	0.1260924984	0.2480318666	0.0318722094	0.0523053957	-0.0123291456	-0.0529774585	-0.2477239954	0.0621534849	-0.021961212	0.057826077	-0.0450826154	0.024014937	-0.0483119918	-0.0066423464	-0.071899775	-0.1950331557	-0.041608259	-0.1995011376	0.1990326248	0.0921467849	0.0082327284	-0.017564839	0.257891378	-0.2240490693	0.3400308316	-0.1214483269	-0.1796017292	0.1203156708	0.1201052059	0.1197547036	0.00638138	-0.04081842	4.07220107044e-05	0.0016661434112964	0.0409923	-0.0099775	9.955050625e-05	0.00168036865929	-0.0370085	-0.1496845	0.00136962907225	0.02240544954025	0.00432217	0.00097014	1.86811535089e-05	9.411716196e-07	0.000453854	0.000815956	2.0598345331600002e-07	6.657841939360001e-07	0.000803887	-0.001048053	6.462343087689999e-07	1.0984150908090004e-06	0.0	0.0	0.0
52222.0234181874	153.0445987745843	23422.64921407349	2727139729.889713	82035.21346488268	903.0644304142334	6729776248.228868	815525.3654793837	49598.082171501	18.57647055768029	2459969755.0909657	345.08525838036286	55502.016346165205	52025.744551875294	1.204763	26.316675	0.16529937	0.0902524	-0.0612173341	-0.0576262503	-0.0357726381	-0.0329800145	-0.0560585674	-0.0328172421	0.009820869	0.0176883786	-0.0087926754	0.024326315	0.1230137156	0.1358409606	-0.0015754007	-0.0783066714	0.1446716961	-0.151927295	-0.0292237252	-0.0715344226	0.0203572715	0.1032922615	0.040287303	-0.0044117258	0.0022986783	-0.1172571129	0.0053929508	-0.1917697427	-0.0281615915	0.0349724091	0.0681675165	-0.2094926876	-0.1719313027	0.0962102914	0.0480307554	0.012858605	-0.0530538426	0.0072991212	0.0574959956	0.0790783425	-0.0386039068	0.159452293	-0.0040622976	-0.0928100564	0.0281006558	-0.036987069	-0.1443409663	-0.0028161657	0.1434665386	-0.0753757615	-0.0013776062	0.1485026187	0.0385326986	-0.0526295878	0.1552229341	0.0697068858	0.0659857834	0.120190936	0.1196068161	0.1186353847	0.0167956	0.01041422	0.00028209217936	0.0001084559782084	0.0365654	-0.0044269	1.959744361000004e-05	0.0013370284771599	0.0277569	0.0647654	0.00077044549761	0.00419455703716	0.00344177	-0.0008804	1.18457807329e-05	7.751041600000007e-07	-0.0	-0.000453854	0.0	2.0598345331600002e-07	0.00118349	0.0003796029999999	1.4006485801e-06	1.4409843760899998e-07	0.0	0.0	0.0
52195.38786067816	-26.635557509238424	709.4529238279474	2724358513.926629	81916.12089746418	-119.09256741849822	6710250862.887967	14183.039614329544	49582.42152696975	-15.66064453125	2458416524.4781137	245.25578713417053	55686.6994368711	51882.37388013045	1.133497	24.759953	0.14076995	0.074547	-0.0439145739	-0.0562513292	0.0344425208	0.0288289362	-0.0023182166	-0.0321754288	0.0064489923	0.1257269077	-0.0062200327	0.004598203	0.1266796047	0.085868166	-0.034861166	-0.0479607	0.0875043607	0.0025439727	-0.0450937474	-0.0624054098	0.0404732448	0.0633560582	-0.2641487504	-0.1248098709	-0.02530761	-0.0076203231	0.0863681438	0.0301694098	0.0344759858	0.1186745082	-0.0197345033	0.0217310336	0.0486765136	0.0634338336	0.1978598437	-0.0354554235	0.0146123235	0.0458026033	0.0001577133	0.0997225701	-0.0167287558	0.1009801577	-0.0168877768	-0.0575148248	-0.0201358925	-0.0672646744	-0.1194024381	0.008193867	-0.0488867192	-0.003555948	0.0037274069	0.1247958142	-0.0130552487	0.1847634208	-0.0392996646	0.1007886591	-0.0803858835	0.1200039147	0.1188605229	0.1169629329	0.0167581	-3.749999999999934e-05	0.00028083391561	1.4062499999999506e-09	0.0459515	0.0093861	8.809887321000003e-05	0.00211154035225	-0.0138238	-0.0415807	0.00019109744644	0.00172895461249	0.00233004	-0.00111173	5.429086401599999e-06	1.2359435929e-06	-0.0	0.0	0.0	0.0	0.000499907	-0.000683583	2.49907008649e-07	4.67285717889e-07	0.0	0.0	0.0
52049.48797748701	-145.8998831911449	21286.77591518973	2709149198.718565	81883.61583458784	-32.50506287634198	6704926542.146364	1056.5791125949456	49553.48730988198	-28.934217087771685	2455548104.5706344	837.188918482299	55828.69509770054	52333.83735473851	1.116916	24.397768	0.0679982999999999	0.0358991	-0.0521269157	-0.0285593081	0.0527323069	0.0582725004	0.0426787641	-0.0147749396	-0.0197231146	0.0477891728	-0.0249640403	-0.0794304578	0.0740928437	-0.0952304435	-0.0083419358	0.0582948215	-0.0374140067	-0.1337084319	0.0492050613	0.0020343538	-0.0806406599	0.1311623691	0.0075787836	0.071366714	-0.0385926125	0.1270834269	-0.1025645539	-0.0866186113	0.0777503308	-0.0288954125	-0.0744679395	-0.0303788832	-0.1263188898	-0.0614910763	0.060802033	-0.2225653739	0.0951580911	0.0673850783	-0.0899739145	0.024724968	0.0638040763	-0.0247189485	-0.064547676	0.0103553843	0.0789068187	-0.047913009	-0.0165776326	-0.0350672246	0.108027769	-0.0315368404	0.0072865164	0.0212372052	-0.0230426896	-0.0215600348	-0.1262398955	0.019070889	0.0445569992	0.1197547036	0.1178678731	0.1147451459	0.0057394	-0.0110187	3.294071236000001e-05	0.00012141174969	0.0315954	-0.0143560999999999	0.0002060976072099	0.00099826930116	-0.00802005	0.00580375	6.432120200250001e-05	3.36835140625e-05	0.00178693	-0.0005431099999999	3.1931188249e-06	2.949684720999998e-07	-0.0	0.0	0.0	0.0	0.000693192	0.000193285	4.805151488640001e-07	3.7359091225000025e-08	0.0	0.0	0.0
51746.24260863239	-303.24536885462294	91957.75373177632	2677673624.111442	81188.61697499221	-694.9988595956238	6591591526.311994	483023.4148392176	49451.5621805394	-101.92512934258411	2445457002.095754	10388.731991502502	55571.78045243705	50790.7276979832	1.191547	26.027983	0.137326	0.0764902999999999	-0.0642872309	0.0150251622	-0.0819283351	0.0638488728	0.101049053	-0.0203381432	-0.0519264669	-0.0264585231	0.0324182909	-0.0201016596	0.0526008004	0.0057865078	0.0431853235	-0.0986432834	0.0125087582	0.1379215216	0.0486883973	0.0628594241	-0.2016750748	0.0619274288	-0.085688446	0.1676376952	-0.0329088013	0.1294939418	0.0211659349	0.0649370636	0.0528390241	-0.0349503659	-0.0550155901	-0.188455098	0.0203829826	-0.1902335038	0.0590402164	-0.0494653337	0.0950678632	0.0482029781	-0.0408883545	-0.0217990152	0.0382051365	0.0542023383	0.0949209285	-0.0036021903	-0.1063733723	0.0660375698	0.1035215823	0.0809582728	-0.0342827905	0.0072304888	0.2243999736	0.0187709073	0.0799628822	0.0200370365	-0.1978262399	-0.0036254333	-0.040503645	0.1194434321	0.1166309242	0.111992364	0.0167296	0.0109902	0.00027987951616	0.00012078449604	0.0131544	-0.018441	0.000340070481	0.00017303823936	0.0233951	0.03141515	0.0005473307040099	0.0009869116495225	0.000671935	-0.001114995	4.514966442250001e-07	1.2432138500249998e-06	-1.20107e-22	-1.20107e-22	1.4425691448999998e-44	1.4425691448999998e-44	0.00110779	0.0004145979999999	1.2271986841e-06	1.7189150160399998e-07	0.0	0.0	0.0
51804.25097321907	58.00836458667618	3364.970362020747	2683680418.8962684	81309.90727522841	121.29030023619998	6611301021.106242	14711.336931387534	49352.90675646193	-98.65542407746398	2435709405.312026	9732.89269990426	55615.54592722506	50799.30320060061	1.104571	24.128107	0.09459418	0.0544585	-0.0420764065	0.0784943849	0.0140151153	0.09931505	-0.045761818	-0.0025281096	0.026713784	-0.0347368946	0.1230867279	-0.0220855099	-0.0464191353	-0.0312143822	-0.0072348335	0.0585561236	-0.0521720387	-0.0010609964	0.0595707669	0.1206008534	0.0270090823	0.0079652683	0.0511219337	0.0142226714	-0.0400791171	-0.015970301	0.239372726	0.058043587	-0.0008699984	0.0410414102	-0.0558449567	0.0512316674	-0.1030920291	0.0012160381	-0.0174822532	-0.0432386432	-0.0214132813	0.087609866	0.0141671055	-0.0854773423	-0.0022675191	-0.0928043332	0.0117407079	0.0659303393	-0.0640591288	-0.0283165352	0.0615521126	-0.1378372074	0.0543749817	0.0145672206	0.0151917691	0.0705033857	0.0662216962	0.045492614	0.0321662377	-0.1286437055	0.0350142366	0.1190702613	0.1151522399	0.1087174221	0.00471327	-0.01201633	2.2214914092900003e-05	0.0001443921866689	0.0259864	0.012832	0.0001646602239999	0.00067529298496	0.0287951	0.0054	0.00082915778401	2.9160000000000022e-05	0.00159257	0.0009206349999999	2.5362792049e-06	8.475688032249999e-07	-5.0969200000000004e-23	6.913779999999999e-23	2.5978593486400006e-45	4.780035388839999e-45	0.000741508	-0.000366282	5.49834114064e-07	1.34162503524e-07	0.0	0.0	0.0
51987.73165421391	183.48068099484223	33665.16029833107	2702724242.5505548	81691.74103898463	381.83376375622174	6673540553.980526	145797.02314424215	49521.4058863863	168.4991299243702	2452369640.964216	28391.95678526979	55498.84614748677	50817.30806812703	1.089445	23.797701	0.17600197	0.0861325	-0.0284088551	0.0232386437	-0.0630177256	-0.0180125274	0.0256879109	0.0190278224	-0.0886293432	-0.0755232651	0.0113479442	0.05493422	0.0411264355	0.0662903998	0.0012622028	-0.0794786149	-0.0680630161	-0.0980938323	-0.0603994988	-0.1101871982	-0.1488754309	-0.1186840917	0.0169580022	-0.033045214	0.015437494	0.0099763376	0.0720410808	0.0869129246	-0.0049160718	-0.1231524058	0.0479197132	-0.0300564908	0.0702370884	-0.0234985095	-0.2017559212	-0.0105124826	-0.0373038564	0.0065714237	0.0371652422	0.0144002075	-0.0273722229	0.071677086	0.0627075419	-0.067920576	0.09063204	-0.1174518836	0.0654867803	0.1281773637	0.123474262	-0.0825134987	0.1339872037	0.0116721725	-0.001887225	-0.002791591	0.0094129497	-0.0976154135	-0.1426140104	0.1186353847	0.1134348849	0.1049355893	-0.0162851	-0.02099837	0.00026520448201	0.0004409315426569	-0.0287251	-0.0547114999999999	0.0029933482322499	0.00082513137001	0.0770806	0.0482854999999999	0.00594141889636	0.0023314895102499	0.00166266	7.009000000000008e-05	2.7644382756e-06	4.912608100000011e-09	0.000728441	0.000728441	5.306262904810001e-07	5.306262904810001e-07	0.000499907	-0.000241601	2.49907008649e-07	5.8371043201000016e-08	0.0	0.0	0.0
52032.97682606995	45.24517185604054	2047.1255762826431	2707430677.3823323	82105.58474680752	413.843707822889	6741327046.615192	171266.61450459668	49477.04488031915	-44.36100606715627	2447977970.089115	1967.8988592902751	55528.16979417635	51129.71841397909	1.121032	24.487679	0.14722914	0.0651697	-0.0311437295	0.0324235545	0.1043651309	0.0014953709	-0.2092198652	-0.0461707509	0.0816238719	-0.0778621136	0.0589219535	0.0320233842	0.0030809013	0.0819259188	-0.1087580262	0.0643573278	-0.0492938307	-0.1575676398	-0.0550237979	0.0669813127	-0.0888738614	-0.0318697603	-0.0390827512	-0.0194142881	0.1025446865	-0.0335477948	-0.0584577368	-0.0396711518	-0.1290554784	0.0156489602	0.0217971454	-0.0330219049	-0.0217132198	-0.0685839595	-0.0580117287	0.2618932141	0.0599213289	0.0547459845	0.0665602769	-0.0043206876	-0.1093084111	-0.0616119719	-0.0814450239	0.0076608229	-0.1005594619	0.0632418771	-0.0952542965	0.081253444	0.0242022487	-0.1879354379	0.0771838431	-0.0180572902	-0.0281408292	0.1174577066	0.0535761921	-0.0956887587	-0.0153397429	0.1181390277	0.1114824189	0.1006644984	0.00360909	0.01989419	1.30255306281e-05	0.000395778795756	0.00629	0.0350151	0.00122605722801	3.95641e-05	0.0417108	-0.0353698	0.0017397908366399	0.00125102275204	0.00115079	-0.00051187	1.3243176241000002e-06	2.620108969e-07	0.000120655	-0.000607786	1.4557629025e-08	3.69403821796e-07	0.000480562	-1.934499999999993e-05	2.3093983584400005e-07	3.7422902499999727e-10	0.0	0.0	0.0
52184.23116189332	151.25433582337428	22877.874105370083	2723193981.957918	81373.8157898152	-731.7689569923241	6621697896.1947775	535485.8064176339	49572.7734504862	95.7285701670553	2457459867.57323	9163.95914622883	55556.81484729309	52030.77685593961	1.214355	26.526205	0.10271764	0.0778259	-0.0499343878	-0.102224658	-0.0537745419	0.0159685692	-0.0683153454	-0.0574491386	-0.0768101603	0.11659235	-0.0002658996	0.0010838783	0.1354532168	0.1189878983	-0.0013247265	-0.0062303041	0.0107961632	-0.0671379198	0.0196910927	0.0934885138	-0.0507971511	-0.1324487114	-0.1189185632	0.0871569112	-0.0222011092	0.145318115	-0.0321706367	0.0997308188	-0.072723911	0.0064863061	-0.1691887649	0.0866762361	0.0928677138	-0.0382576557	-0.054854212	0.0001188377	-0.16214705	0.0500699692	0.0024428621	0.0709166837	-0.0505443838	0.0754578547	-0.0095386687	-0.1717051812	-0.0801694572	0.0623441371	0.0288995206	0.072377493	0.114532246	0.0254173074	0.0862724017	-0.0693611231	0.0269270016	0.0938245561	-0.0919003684	-0.0325447075	-0.1335801788	0.1175814474	0.1092988885	0.0959240631	0.00373183	0.00012274	1.39265551489e-05	1.506510760000002e-08	0.0120955	0.0058055	3.370383025000001e-05	0.00014630112025	-0.0316964	-0.0734072	0.00100466177296	0.00538861701184	0.00143742	0.0002866299999999	2.0661762564e-06	8.215675689999998e-08	-4.9581e-05	-0.000170236	2.4582755609999997e-09	2.8980295695999998e-08	0.000469784	-1.0778000000000025e-05	2.20697006656e-07	1.1616528400000052e-10	0.0	0.0	0.0
