global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	cosine00	cosine01	cosine02	non_steady_state_outlier00	non_steady_state_outlier01	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07
51565.73748672368	n/a	n/a	2659025282.5497	83606.85382892491	n/a	6990106007.171216	n/a	49759.90658956291	n/a	2476048303.8020263	n/a	56022.21269235322	51389.28451949744	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	-5.53181e-06	n/a	3.06009218761e-11	n/a	-0.00350217	n/a	n/a	1.22651947089e-05	0.00207263	n/a	4.295795116899999e-06	n/a	-0.0003043	n/a	9.259849000000001e-08	n/a	0.000100636	n/a	1.0127604496e-08	n/a	0.0	n/a	0.0	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
51611.000467063895	45.26298034021602	2048.737389278782	2663695369.21127	81599.37332017918	-2007.4805087457355	6658457726.245969	4029977.992994036	49669.1290747549	-90.77751480801088	2467022383.0446625	8240.557194718636	55608.955900804925	49961.886617262586	1.448974	29.351849	0.05127231469	0.0328815	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-4.75715e-05	-4.203969e-05	2.2630476122499998e-09	1.7673355352960995e-09	0.00865988	0.01216205	0.0001479154602025	7.49935216144e-05	-0.00249137	-0.004564	6.2069244769000005e-06	2.0830096000000005e-05	0.00024409	0.00054839	5.95799281e-08	3.0073159210000005e-07	-4.10585e-05	-0.0001416945	1.68580042225e-09	2.007733133025e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
51958.55489402011	347.55442695621605	120794.07969686372	2699691426.674901	82014.25657596524	414.8832557860587	6726338281.708257	172128.11593164023	49797.019370404414	127.89029564951488	2479743138.1764326	16355.927721320326	55626.35912272136	51173.687071875705	1.347276	27.291748	0.1128714636	0.0624465	-0.1743189436	0.0099897533	-0.1210503345	0.0421397394	-0.0918282161	-0.0409665672	-0.1838243654	0.0243109184	-0.1312481675	0.1005835416	-0.0941754392	0.08870316	-0.0481000629	0.1421751949	-0.0733376996	0.0793163558	-0.0845895595	-0.0026508246	0.1300233628	-0.0659626111	0.034924596	-0.0119894007	0.0782939784	-0.0036412236	-0.0056266576	0.0414771411	-0.0647662957	0.0303784306	-0.1007295244	0.0356857699	-0.0038249696	0.0650457352	-0.2552690447	0.0269618579	-0.0033207254	0.0450627278	-0.0753479379	0.095887648	-0.0365346654	0.0286650504	-0.1435367501	0.0168472029	-0.0586898834	0.1850976051	-0.0823862004	0.0096896688	-0.0660816842	0.1543592093	-0.0090114641	0.0142674328	-0.1166940922	0.0392631346	-0.039941449	0.046106008	-0.0869215301	0.1077720326	-0.0013669092	-0.0813815064	-0.0227983825	0.1143132174	-0.0472631873	0.0114099532	-0.042761183	0.1167701171	-0.1049464209	0.1550870371	0.1212597239	0.1212354592	0.1211950217	0.0	0.0	-0.0250396	-0.0249920285	0.0006269815681599	0.0006246014885448	-0.00703486	-0.01569474	0.0002463248636675	4.94892552196e-05	-2.80499e-05	0.0024633201	7.8679689001e-10	6.067945915064011e-06	-0.000697064	-0.0009411539999999	4.858982200959999e-07	8.857708517159999e-07	0.000412215	0.0004532735	1.6992120622500004e-07	2.0545686580225002e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
52159.38854241655	200.83364839643764	40334.154328223936	2720601813.118775	83353.07339883746	1338.8168228722209	6947734845.031984	1792430.485205667	49950.00265522876	152.9832848243459	2495002765.25736	23403.885435646946	55772.87552971117	51048.02628639277	1.271713	25.761059	0.1458028699	0.0831964	-0.1395493224	-0.011397078	-0.1848971594	-0.0815569471	-0.0852902649	-0.1407350092	-0.146836454	0.3231271538	0.0099318843	-0.2520322079	-0.0651946506	0.2341441725	-0.0185018009	0.035799908	-0.0048486049	0.1188962347	0.0570485803	-0.111198351	0.0520048844	0.0539746396	0.0941172763	-0.0493913593	0.1886258995	-0.0405493484	0.1852417951	0.0109971676	-0.1614777879	0.0165280808	0.1690346257	-0.0123801442	0.0770925208	-0.1119868886	0.0200955238	-0.0427367444	0.0791631493	0.0196479422	-0.0594024051	-0.0754126386	0.0085462108	0.1243592884	-0.0234173687	-0.1287224188	-0.047093082	0.0600066995	-0.0401015091	-0.1088414928	0.097114393	0.2163120988	0.0109629231	0.0926879172	0.0019810659	-0.0970421555	-0.1793183913	0.0194151437	-0.0909748927	0.1485035124	0.1384617684	-0.2734633478	-0.082505595	-0.0049560662	0.0512375618	0.1867890853	0.0124596115	-0.1546445545	2.80228e-05	-0.059261534	0.1211950217	0.1209767367	0.1206132194	0.0	0.0	-0.0137806	0.0112589999999999	0.00018990493636	0.0001267650809999	-0.00188249	0.00515237	2.6546916616900006e-05	3.5437686001e-06	0.0677814	0.0678094499	0.00459431818596	0.0045981214957406	-0.0013357	-0.000638636	1.78409449e-06	4.0785594049600004e-07	7.832599999999998e-05	-0.000333889	6.134962275999997e-09	1.1148186432100002e-07	0.000259116	0.000259116	6.714110145599999e-08	6.714110145599999e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
52262.26078040752	102.8722379909741	10582.697349271615	2731343901.8793225	82089.92614454459	-1263.1472542928675	6738755974.416785	1595540.9860276107	49923.52794628268	-26.47470894607977	2492358642.603268	700.9102137796364	55709.95208851207	52056.0539368554	1.277523	25.878761	0.10010096	0.0493299	-0.0788902319	-0.0896713384	-0.1110885628	0.1609293827	-0.02318544	-0.0808498163	-0.1139776028	-0.0589166812	-0.0872745054	0.0130524585	-0.0770949326	-0.0123942899	-0.0595537224	0.0290166107	-0.0303823094	0.167809001	-0.1053195198	-0.0243905086	0.0394478173	0.0163031999	-0.0451613966	0.2558124239	0.0033243213	-0.0704346959	0.1274727743	-0.1766674521	-0.0775518134	-0.0898493229	0.0290795621	-0.0394966328	-0.0085526317	-0.0924466703	-0.0467914064	-0.1057353472	-0.0308812118	0.0275092314	0.0738535155	0.0226186039	0.0653844596	0.0801316121	0.0905632757	-0.0247998762	-0.0446356728	0.0977334323	-0.0532837296	-0.1345340264	-0.171079323	0.0578044092	0.056258436	0.0990851852	-0.1206638712	-0.0908801856	0.0179921219	-0.0155918512	0.2007410052	-0.081861779	-0.1036780572	-0.1131410896	-0.0538964621	0.0678158382	-0.02872563	0.16960289	-0.007811384	0.0350858749	-0.0222133141	-0.0135482942	0.1210656518	0.1204598436	0.1194524079	0.0	0.0	-0.00601923	0.00776137	3.6231129792900005e-05	6.02388642769e-05	0.0250762	0.02695869	0.0007267709665161	0.00062881580644	0.0641941	-0.0035873	0.00412088247481	1.2868721290000012e-05	-0.000709969	0.000625731	5.040559809609999e-07	3.915392843610001e-07	-0.000272699	-0.000351025	7.4364744601e-08	1.2321855062499998e-07	2.6469800000000003e-23	-0.000259116	7.006503120400002e-46	6.714110145599999e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
52366.15830638973	103.89752598220366	10794.695905222685	2742214535.76987	82922.66350922568	832.7373646810884	6876168123.464268	693451.518536004	50009.91317912582	86.38523284313851	2500991416.1837025	7462.408453363257	55888.37080078125	53150.34951474855	1.405109	28.463266	0.05525897	0.0306004	0.0071725531	0.1156256233	-0.1273053723	-0.1041940912	0.0506901197	-0.039994756	0.1080591626	0.0963855621	0.0115589808	0.0719480594	0.0354158225	0.0189759223	0.0110586877	-0.0160651691	0.1204294472	0.0323046334	-0.027140163	-0.0199158984	-0.0353898472	-0.1803211563	0.0046205987	-0.0253800888	0.1049410052	-0.0637937252	-0.0205481265	-0.1132359909	0.1131836078	-0.0699205478	-0.0057285591	-0.1632172978	-0.0630658371	0.0863369322	-0.044682117	0.0577110049	0.0155215593	-0.1287039656	0.0303057665	-0.0882123972	-0.189962573	-0.163752882	0.0481008977	-0.0922047927	-0.0164387161	-0.0344963261	-0.0503775632	-0.05936887	0.053264971	-0.0898241027	-0.0556791888	0.0782435559	-0.1230274369	0.0614391196	0.0717682013	-0.0218640398	-0.1861471466	-0.0550557771	-0.1208136467	0.1162513103	-0.0682488505	0.0349445116	-0.0037969018	0.0408376441	0.0598254663	0.1456592587	-0.06843106	-0.0630242909	0.1208716832	0.1196858832	0.1177181596	0.0	0.0	0.00340149	0.00942072	1.15701342201e-05	8.87499653184e-05	0.0300475	0.0049713	2.471382369000001e-05	0.00090285225625	0.0436656	-0.0205285	0.00190668462336	0.00042141931225	-0.000379811	0.0003301579999999	1.4425639572100002e-07	1.0900430496399997e-07	-0.000196088	7.6611e-05	3.8450503744e-08	5.8692453210000006e-09	0.0	-2.6469800000000003e-23	0.0	7.006503120400002e-46	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
52410.626675986045	44.46836959631764	1977.4358945547076	2746873788.56958	82518.32167902091	-404.3418302047649	6809273412.722373	163492.31565333888	49968.96250510621	-40.950674019608414	2496897213.8367105	1676.9577026602317	55672.2212816643	52952.10023026501	1.362368	27.597469	0.08091246	0.0375492	0.0129258438	-0.1300265308	-0.0744874022	0.0041979787	0.0536878487	-0.0885800663	-0.0481415545	-0.0116355821	0.0175784019	-0.0996474651	0.0123819415	0.0057907534	0.0396970518	0.0412500153	0.0241191387	0.1573420187	0.0166411928	-0.0849575814	-0.0255396136	0.0368045705	0.0334841574	-0.0211797081	0.0200906041	0.0774699556	0.0115775929	0.0603962995	0.2626048829	0.0089886667	0.0491854929	0.0511206316	0.1485055839	-0.0238755386	-0.0989271931	-0.0970581044	-0.0165086422	0.1249140262	0.1371927893	-0.0428007929	0.04217115	-0.036849788	0.0664862644	-0.1090629629	0.0046076422	0.0405297042	-0.0097917973	-0.0992665248	0.0484043409	0.1057182736	-0.033054582	-0.0731482438	0.0030661033	0.0225049235	0.1301453579	-0.0611922997	0.0665320788	0.0237510562	-0.0381131336	-0.0513516623	-0.039128909	-0.0721499237	0.0353141317	-0.2250002131	0.0659603105	0.0380519842	-0.0566313752	-0.0655014663	0.1206132194	0.1186565071	0.1154187998	0.0	0.0	0.0237929	0.02039141	0.00056610209041	0.000415809601788	0.0212536	-0.0087939	7.733267721e-05	0.00045171551296	0.05498	0.0113144	0.0030228004	0.00012801564736	-0.000379811	0.0	1.4425639572100002e-07	0.0	-0.000467815	-0.000271727	2.18850874225e-07	7.383556252900001e-08	-0.000536528	-0.000536528	2.87862294784e-07	2.87862294784e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
52476.31133293878	65.68465695273335	4314.474158998261	2753763251.111519	82481.60388225256	-36.717796768352855	6803214978.98882	1348.1965995220633	49982.16814236111	13.205637254897738	2498217132.211257	174.38885530794306	55685.827525745735	54008.405550949865	1.160182	23.501783	0.0538906	0.0262588	0.0616958366	0.0525274152	-0.0905963133	0.100790776	0.05481487	-0.0599645371	0.0774288907	-0.0589375084	-0.0432715524	0.0583876379	0.0274716336	-0.0419060796	0.0115102919	0.0217944371	0.0754990806	0.1010058765	-0.1343518488	0.0455557445	-0.0662487969	0.0042799946	-0.2112339246	-0.0695744	-0.0848463584	-0.0994049642	-0.0904062902	-0.0213422799	0.0008993044	-0.1128671852	-0.0666725514	0.027094915	-0.0213132358	-0.0366816157	-0.046672606	0.0449743711	0.037449157	0.0212196325	-0.0104355588	-0.0468996474	0.0582451066	-0.144389482	0.0696563689	-0.1076189652	-0.0139592801	0.0105923945	-0.1131071512	-0.0435562286	-0.118429773	0.0282503252	0.0560299418	-0.0767539658	-0.0664663487	0.0057178944	-0.0615290513	0.0514618461	0.0626855372	-0.0565516766	-0.2555288706	0.1577216175	-0.0410901941	-0.0264267482	-0.0898355318	-0.1543980577	0.0781578025	0.0089225985	0.1492865203	-0.0597211219	0.1202903984	0.117373912	0.1125653668	0.0	0.0	0.011803	-0.0119899	0.0001393108089999	0.00014375770201	0.0413186	0.0200649999999999	0.0004026042249999	0.0017072267059599	0.053949	-0.001031	0.0029104946009999	1.0629610000000085e-06	-0.000299003	8.080800000000003e-05	8.9402794009e-08	6.529932864000005e-09	-0.000336596	0.000131219	1.1329686721600001e-07	1.7218425961000005e-08	-0.000332461	0.000204067	1.10530316521e-07	4.1643340489e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
52486.98865469555	10.6773217567752	114.00519989770504	2754883978.03814	82993.2969949872	511.693112734647	6887887346.098152	261829.84162007217	50020.6143944036	38.44625204249314	2502061864.3936167	1478.1142961149085	55840.66428444602	53917.5271880884	1.129622	22.882734	0.0424339	0.0206033	0.0810071632	-0.0696769461	-0.0850800247	-0.1086835437	0.0800365038	-0.1104969889	0.0875058099	0.0415848327	0.204042466	0.0179175585	0.0396844479	-0.0260031261	0.0027982737	0.0358973661	0.1803378842	0.0110883894	0.0260959657	-0.0906260701	-0.104266624	0.0707438529	0.0856835881	0.0264362952	0.1165926977	0.0142533772	-0.1092008971	-0.0633814232	0.0809047173	-0.0248318526	-0.0183988521	0.0593390706	-0.0155550642	0.1203261796	0.0682587404	-0.0223563884	0.0619204785	-0.1465896709	-0.0036857974	-0.0824503955	-0.0808055186	0.0257989723	-0.0351200076	-0.1321169803	-0.0083064832	0.0155304414	0.0005541593	-0.0611157821	0.0781766237	-0.1782574844	0.0283220791	0.1331726765	-0.018483589	0.0744132308	0.0094410711	0.0030872822	0.0656526497	-0.0805275239	-0.0676068392	-0.0135695962	0.0088722342	-0.071824592	0.1443667363	-0.214520789	-0.0351741635	0.052005258	-0.0207086816	-0.0233710065	0.1199033924	0.1158408351	0.1091715587	0.0	0.0	0.0164852	0.0046821999999999	0.0002717618190399	2.192299683999999e-05	0.0281941	-0.0131244999999999	0.0001722525002499	0.00079490727481	0.0575789	0.0036299	0.00331532972521	1.317617401000004e-05	-0.000379811	-8.080800000000003e-05	1.4425639572100002e-07	6.529932864000005e-09	-0.000449224	-0.000112628	2.0180220217600001e-07	1.2685066384000008e-08	-0.000105951	0.0002265099999999	1.1225614401e-08	5.1306780099999995e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
52624.29888699397	137.31023229841958	18854.09989384595	2769316833.347675	82854.2469203285	-139.05007465870585	6864826232.734765	19334.92326259167	50050.8515063317	30.237111928101516	2505087736.5088663	914.2829377525388	55874.80000147964	54551.43342524466	1.153335	23.363096	0.093745965	0.0591765	0.1267627903	-0.0565456483	-0.0581499662	0.1380492128	0.1016802654	-0.0936397669	0.0629400051	-0.0049210445	-0.052635218	-0.0585006154	-0.0270272068	-0.0579687937	-0.0182428203	-0.0558009112	0.0778166866	0.0564359528	0.0281988871	0.06194469	-0.0106393736	-0.0911456654	0.0522443719	0.0057598588	0.0311304301	0.1685580457	0.1192757857	0.0326161821	0.0520246084	0.0014197464	-0.0161900024	0.0682640415	0.0659216042	0.2847648634	-0.0519768858	0.0901428123	-0.1725048819	-0.0674559099	-0.0697209644	0.0575891729	0.0480712094	-0.0001129266	-0.0109053055	-0.0528901014	-0.0090629446	-0.0228132467	0.0186352433	-0.0765846332	-0.10855584	-0.1011683172	-0.0630933964	-0.0946135432	-0.0882454894	0.1010961852	0.0247818073	-0.0604878194	0.0126318959	-0.0320820618	0.0593191216	-0.0990583393	0.0223673819	-0.0748306002	-0.011277404	-0.144761478	0.1007123705	0.0500460689	0.003078944	0.2879042233	0.1194524079	0.114060548	0.1052536674	0.0	0.0	0.0165486	6.340000000000165e-05	0.00027385616196	4.019560000000209e-09	0.028533	0.0003388999999999	1.1485320999999977e-07	0.0008141320889999	0.0087204399999999	-0.0488584600000001	7.604607379359826e-05	0.0023871491135716	6.16791e-05	0.0004414901	3.8043113768099995e-09	1.9491350839801004e-07	-0.000644572	-0.000195348	4.154730631840001e-07	3.8160841104000015e-08	0.000146915	0.000252866	2.1584017225000004e-08	6.394121395600001e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
