global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14
52123.11385011255	n/a	n/a	2716818997.431795	80133.54013909234	n/a	6421384255.223522	n/a	49799.01320407645	n/a	2479941716.099781	n/a	56439.46277349834	49289.31520549014	n/a	n/a	n/a	n/a	-0.0604927276	-0.0367377035	-0.0727824747	0.0683247094	0.0085734367	-0.109807017	-0.0903033318	0.0277328519	0.0380707246	-0.0929392056	-0.0422048399	-0.0196092247	0.0204420245	-0.0765504469	0.2129999165	-0.0340135249	0.110865218	0.0078452814	-0.1284286318	0.1317825429	-0.0140709559	0.0122627619	-0.1227754487	0.0757035377	-0.0376867047	0.002653567	-0.0976400901	-0.0189566406	0.0328399872	-0.1277062299	0.0083084188	-0.081511852	0.1117388916	-0.09307644	0.0812720815	-0.002062184	0.0698708982	-0.0556236149	0.0050317211	-0.00305703	-0.0968385598	-0.0075719314	-0.0390451635	0.0160136747	-0.0856103272	0.0526068868	-0.1068233458	0.2181875871	-0.1003923214	0.1173757393	-0.0757830476	0.0998674322	-0.0257815326	0.0179251367	-0.052098583	0.0032612872	-0.0537571418	0.0980556858	-0.1393864108	0.0892517266	-0.0436854138	0.102594329	0.1025838106	0.1025662807	0.1025417406	0.0771184	n/a	0.00594724761856	n/a	0.159746	n/a	n/a	0.025518784516	-0.390536	n/a	0.152518367296	n/a	0.00853691	n/a	7.28788323481e-05	n/a	-0.00285626	n/a	8.158221187599998e-06	n/a	0.000401189	n/a	1.6095261372099997e-07	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
52717.22786339863	594.1140132860746	352971.4607828861	2779106113.601493	82536.89239501953	2403.352255927195	6812338606.227033	5776102.066070338	50395.90574784337	596.8925437669168	2539747316.145512	356280.7088045407	56877.64353187062	50830.4091350891	2.265075	48.740517	0.5352831000000001	0.361551	0.0650291613	0.1787709981	0.1042685949	-0.0231847754	0.2509245878	-0.0432364504	0.2390728593	-0.1596186188	-0.0971471606	0.1442896092	0.2724050951	0.0772976674	-0.0455664244	-0.0727947601	0.1261129605	0.0523550393	0.3011724269	-0.1936630932	-0.0331440606	0.0198296821	-0.1580827542	0.0474034086	-0.0511125819	-0.0049152657	-0.001741483	0.0228725141	-0.0132095544	-0.0180848302	0.2056833164	0.0683795532	0.0162066264	0.0506318508	-0.0155905843	-0.0171911974	-0.1046136805	0.0197826479	0.0723557515	-0.0066309779	0.1239912187	-0.0611831451	0.1613535372	-0.0328078792	0.2667253323	-0.1454474908	-0.0236046111	-0.1207107835	-0.2020705176	0.1251504202	-0.2973155862	0.1309211367	-0.0045364191	0.092057804	0.0203045682	0.0360229948	0.2135926102	0.29565491	-0.1420064371	-0.0016811731	-0.042711326	0.1353548026	-0.0756447817	0.1025662807	0.1024716367	0.1023139614	0.1020933517	0.0688708	-0.0082476	0.0047431870926399	6.802290576000013e-05	0.123372	-0.036374	0.001323067876	0.0152206503839999	-0.0382469	0.3522891	0.00146282535961	0.12410760997881	0.00970076	0.0011638499999999	9.410474457759998e-05	1.3545468224999982e-06	-0.00126362	0.0015926399999999	1.5967355044e-06	2.536502169599999e-06	0.000390231	-1.0957999999999986e-05	1.52280233361e-07	1.2007776399999968e-10	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
52639.28319696736	-77.94466643127089	6075.371025082087	2770894135.49053	79964.31692165798	-2572.5754733615468	6394291980.747357	6618144.5661413865	50414.51120337872	18.60545553535485	2541622939.875599	346.1629756780664	56841.61495753018	50674.798294149565	1.633909	35.158901	0.32555805	0.180938	0.0606812932	0.1082325179	-0.0612397321	-0.0924866194	0.0475744282	0.0005282402	-0.0752857498	-0.0829708908	0.0017976623	0.1612173853	0.2448202228	0.0162911197	-0.0046648506	-0.0212811738	0.1263566913	0.0951989694	0.0853147997	-0.1130115647	0.0291767798	0.0011836151	-0.081490152	0.1284254941	0.0037644548	-0.0925685458	-0.01656049	-0.0505771468	-0.1388268015	0.1134752738	-0.054563399	-0.0300380639	-0.0387606491	0.0753649761	-0.0655662063	-0.031054735	0.0537723933	0.0403460781	-0.07796758	-0.0494439972	0.1976316696	-0.0473069376	0.0683159793	-0.0023124479	0.2310265732	-0.0255229676	-0.0342513997	-0.0864674818	0.0097037469	0.1828515863	0.0563900211	0.0939034462	0.0221720267	0.0909822315	-0.1720209655	-0.1224996968	0.1375516561	0.1082064357	-0.1330473878	-0.0092144496	0.0908062011	-0.1175325389	0.0781089949	0.1025101919	0.1022474116	0.1018099433	0.1011985345	0.0376131	-0.0312577	0.0014147452916099	0.00097704380929	0.131512	0.0081399999999999	6.625959999999991e-05	0.017295406144	-0.190108	-0.1518611	0.036141051664	0.02306179369321	0.00744431	-0.0022564499999999	5.54177513761e-05	5.091566602499997e-06	-0.00101599	0.00024763	1.0322356801000002e-06	6.132061689999999e-08	0.000208326	-0.000181905	4.3399722276e-08	3.3089429025e-08	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
52500.630849831294	-138.65234713606333	19224.473366339407	2756316239.630257	80293.85715060764	329.540228949656	6447103496.122186	108596.7624961917	50087.58890815291	-326.9222952258133	2508766562.6321225	106878.18711571382	56720.43496276285	51547.69269171394	1.403768	30.206663	0.184901	0.119932	-0.0213664106	0.1355086329	-0.0308641955	-0.0730653586	-0.0184577258	-0.0431030784	-0.0422517673	-0.0379469816	0.0066654813	0.0656444584	0.0813094448	-0.0946384196	-0.0565705617	-0.0529203147	-0.0242739105	0.0151056918	0.0143647611	-0.0720585681	-0.0985675306	-0.0474784345	0.0443556545	-0.0776096909	-0.0403266623	0.078803887	-0.0956512309	-0.0184964275	0.0520214288	0.0528876132	-0.2375050222	-0.1036061142	-0.0922677398	-0.0233556379	0.0494022136	-0.0446408728	0.0790315811	0.1485518882	-0.0691816899	0.0723233402	-0.0481682364	-0.0565386005	0.0001004324	-0.054197115	0.1121607943	0.0344294135	0.0474750914	-0.0611154828	0.0704609452	0.0436252467	0.0548644256	0.0829449685	-0.0662819387	0.1314077216	-0.0746149402	0.0216456498	0.0284224905	-0.0685756625	0.0256363299	0.0064379618	-0.0035169985	-0.0506544728	-0.1055160519	0.1024260777	0.1019113804	0.1010554665	0.0998612018	0.0404032	0.0027901	0.00163241857024	7.78465801000002e-06	0.106908	-0.0246039999999999	0.0006053568159999	0.011429320464	-0.185289	0.0048189999999999	0.034332013521	2.3222760999999902e-05	0.00531479	-0.00212952	2.82469927441e-05	4.534855430400001e-06	-0.00131387	-0.0002978799999999	1.7262543769e-06	8.873249439999996e-08	0.000834684	0.000626358	6.96697379856e-07	3.92324344164e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
52210.35872948346	-290.2721203478359	84257.90385122852	2725921558.6613493	80974.89441596137	681.0372653537343	6556933525.676093	463811.75680049264	49993.42846382358	-94.16044432933268	2499342889.5674453	8866.189276297358	56729.72057991385	51470.644505923694	1.413212	30.409891	0.0734856499999999	0.0447457	0.008148028	0.0576752451	0.0082626712	0.0393294967	-0.0593816903	-0.0343026746	0.0587974105	-0.0675288935	-0.0823304632	0.0242248579	0.0211659757	-0.0936573712	-0.0073158738	-0.0200942683	0.014007024	0.113604984	-0.0169658449	-0.1723329706	0.0171296005	-0.1316670626	0.0288189909	-0.1207041886	-0.0258820997	0.0253552092	0.3020303412	0.0074788883	0.1763448836	0.0336416491	-0.0808407545	-0.0350085655	-0.1298000161	-0.0509531422	0.09398816	-0.0603868958	-0.0803879022	0.0455372579	0.0517010004	-0.0791799113	-0.0252461767	-0.1087708619	-0.0193743937	-0.0673358428	0.0557167677	0.0420314256	0.0602921316	-0.0759280553	-0.0219333584	0.026435799	0.1312138737	0.1146566541	0.1153966704	0.1050032216	-0.0496861157	0.1820409994	0.0159867405	-0.1145534791	0.0519016926	-0.0637104693	0.1074567646	0.0053360171	0.014737282	0.1023139614	0.1014639107	0.1000523871	0.0980872016	0.0376943	-0.0027089	0.00142086025249	7.338139210000001e-06	0.11536	0.008452	7.143630400000002e-05	0.0133079296	-0.192146	-0.006857	0.036920085316	4.7018449000000025e-05	0.00446639	-0.0008484	1.99486396321e-05	7.1978256e-07	-0.00110169	0.0002121799999999	1.2137208561e-06	4.502035239999998e-08	0.0008834589999999	4.877499999989996e-05	7.804998046808233e-07	2.379000624990241e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
51756.18146472298	-454.1772647604812	206276.98782531224	2678702319.8093343	81726.95879787869	752.0643819173129	6679295794.350161	565600.8345486699	49764.84983402402	-228.57862979955823	2476540279.00296	52248.19000104351	56884.666727511685	51193.70990592916	1.59445	34.309822	0.1194345499999999	0.0543271	-0.0028459387	-0.0899273675	0.017068842	-0.0527857983	-0.1233775993	-0.0036481147	0.2197562342	0.100051296	0.0018562182	-0.0425952904	-0.0765713759	-0.0538110272	-0.1780696593	-0.1463024462	0.090910973	-0.0621643279	0.0416295365	-0.1370834074	0.0257075639	0.0348271158	0.0089222946	-0.0025813233	-0.0592082532	-0.1024606533	-0.0093895526	-0.0457089019	0.0790477594	-0.0048608895	0.0057114679	-0.051598357	-0.0204806722	-0.0643474576	0.0379323435	0.0483560726	-0.1244923247	-0.056910747	0.0619303343	0.0152837983	-0.1369797178	-0.0008032048	-0.100319156	-0.2426759723	-0.0447267715	-0.0039765166	0.053363013	-0.0676190133	-0.1244489751	0.0519879051	-0.0079056549	-0.0840173185	0.0094670406	0.0482656308	-0.0280584826	0.1407135614	0.0021557089	-0.1359655193	0.0857807785	0.1138256056	0.048842826	0.0359062574	0.1183470678	0.1021738733	0.1009054916	0.0988031726	0.0958842909	0.0249698	-0.0127245	0.00062349091204	0.0001619129002499	0.100963	-0.014397	0.000207273609	0.010193527369	-0.156123	0.036023	0.024374391129	0.001297656529	0.00408409	-0.0003822999999999	1.6679791128100002e-05	1.461532899999996e-07	-0.00136902	-0.00026733	1.8742157604000005e-06	7.146532890000006e-08	0.00135963	0.000476171	1.8485937369e-06	2.267388212410952e-07	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
51351.93187274831	-404.2495919746653	163417.7326116833	2637020907.063384	79923.65811496311	-1803.3006829155784	6387791126.477509	3251893.353003791	49742.5836989386	-22.266135085417773	2474324633.0459123	495.7807716420723	56436.66292165596	47703.8015307798	1.530559	32.934994	0.13809585	0.0758152	0.0453232888	-0.2130645611	0.1299135966	0.0223478792	-0.126388166	0.0470139691	0.1082489592	0.0579554455	0.0813568688	-0.0703780187	-0.0955883221	0.0189086533	-0.0732715187	-0.1939379498	0.0194910334	-0.15271031	-0.0677668414	-0.0284790187	0.0961180659	0.0293856729	0.0008901454	-0.1012953686	-0.0116865453	-0.0638129614	0.0162250502	-0.1211832475	0.0017998879	0.023668338	-0.0437334794	0.015483579	0.0633206038	-0.0490279894	-0.1002360671	-0.0766761254	0.0765958341	0.1120294518	0.0393136577	-0.0314007373	-0.0910345921	0.119006332	-0.0539706144	-0.139889468	-0.1204854021	-0.0448624837	0.0825149769	0.014961672	-0.091503424	0.0422746942	-0.0345318539	-0.177585229	-0.1298000135	0.0485535881	-0.1289464867	-0.0168580993	-0.00548841	-0.0138877639	0.0163524603	0.0336953162	0.1454559937	-0.1087087562	-0.06933519	0.102005852	0.1002367339	0.0973108962	0.0932621027	0.0335577	0.0085879	0.00112611922929	7.375202641000004e-05	0.0911465	-0.0098164999999999	9.636367224999983e-05	0.00830768446225	-0.112392	0.043731	0.012631961664	0.001912400361	0.00308827	-0.00099582	9.5374115929e-06	9.916574724000002e-07	-0.00120579	0.00016323	1.4539295241e-06	2.6644032900000032e-08	0.000999471	-0.0003601589999999	9.98942279841e-07	1.297145052809999e-07	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
51415.11217810323	63.18030535491562	3991.750984740379	2643513760.2869387	78593.89059617784	-1329.7675187852728	6176999639.043971	1768281.6540163408	49731.93734142422	-10.646357514378906	2473265591.7313447	113.3449283239722	56252.07220021661	46909.60251385947	1.178292	25.354818	0.08246615	0.0409057	0.0492649544	-0.222958301	0.097421068	0.0230650487	-0.1075238459	0.1018064373	-0.0374992389	0.0581390124	0.0365659783	-0.0947880243	-0.1247294122	0.022779214	-0.0263716857	0.002441768	0.009400415	-0.0071971361	-0.1524576272	-0.0699913237	-0.0339479155	0.1236790304	-0.0151323632	-0.0081464617	-0.0452309181	-0.001945435	0.0728946051	-0.1206703576	0.0728074402	0.1238836727	-0.0106080909	0.1049274463	0.0699628909	-0.0640834907	0.0181356103	-0.0209337896	0.0858492099	0.0097069961	-0.0354222105	-0.1763656155	-0.0661727667	-0.1097960749	-0.0527625705	-0.0513767802	-0.1649780343	0.0272601251	-0.0352136584	-0.0066465179	-0.082150049	0.0170210258	0.0678583641	-0.1425436245	0.0390872934	0.0662173473	-0.1783284333	-0.0567297024	-0.0704659711	0.0629269799	0.0204200863	0.0990358892	-0.067903136	-0.0633457888	-0.0399521	0.1018099433	0.0994583687	0.0955792289	0.090232103	0.0506816	0.0171238999999999	0.00256862457856	0.0002932279512099	0.0770407	-0.0141058	0.00019897359364	0.00593526945649	-0.113261	-0.0008689999999999	0.012828054121	7.55160999999991e-07	0.00256234	-0.00052593	6.565586275600001e-06	2.766023649e-07	-0.0010488	0.00015699	1.09998144e-06	2.4645860100000024e-08	0.0013239	0.000324429	1.7527112100000002e-06	1.05254176041e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
51607.859050146006	192.7468720427787	37151.356682275306	2663371115.739737	78583.16463385688	-10.72596232095384	6175313763.871855	115.04626771052148	49814.79009059963	82.85274917540664	2481513311.770503	6864.578045922846	56205.13802235446	46468.50889387422	1.057923	22.764673	0.0761922	0.0338457	0.0751045007	-0.2041715016	0.051431962	-0.0016621995	-0.0735670389	0.1029959629	-0.0297905278	0.0872267401	0.0638344866	-0.0549725681	-0.0766520415	0.0346782046	0.0228291314	-0.0435381038	0.0169881041	0.0059865408	-0.0447319971	0.0856540308	0.0245299037	0.0897707949	-0.1841388063	-0.0040180528	0.0518147941	0.1666503946	0.0807637472	-0.1114198525	-0.1214218478	0.0213079602	0.0457888696	0.0158314207	-0.0309836148	0.095830612	-0.0657766692	-0.0310090085	0.0627509857	-0.0020515552	0.0576063286	0.020599869	-0.1359955452	0.0151227556	0.005467067	-0.0259502384	-0.1234950453	-0.0061344158	0.0116866112	0.0243584812	-0.0051686004	0.0437180179	-0.0574570884	-0.0460188501	0.0622667127	-0.0099690564	-0.1320100024	-0.1183165433	-0.1267542006	0.1369152761	-0.014902824	-0.0666634234	-0.0479976374	-0.0665567936	-0.0744709291	0.1015862008	0.0985712473	0.0936124309	0.0868075413	0.0440325	-0.0066490999999999	0.00193886105625	4.421053080999998e-05	0.0665571	-0.0104836	0.00010990586896	0.0044298475604099	-0.0968928	0.0163682	0.00938821469184	0.00026791797124	0.00273091	0.0001685699999999	7.4578694281e-06	2.8415844899999943e-08	-0.000785028	0.0002637719999999	6.16268960784e-07	6.957566798399996e-08	0.000902416	-0.000421484	8.14354637056e-07	1.7764876225600005e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
51777.95190163759	170.09285149158677	28931.578128538997	2680956303.128296	79331.21023729112	748.0456034342351	6293440917.713283	559572.2248172889	49802.92350304466	-11.866587554970463	2480331189.450118	140.81590019977992	56156.66670013143	47424.76441120031	1.204609	25.921101	0.0973362999999999	0.0551195	0.0181945262	-0.1144556898	0.1050836812	0.0566204676	0.0744065187	0.0223245384	-0.0378362064	0.055922633	0.0706348142	-0.0913150858	-0.0815607354	0.1345693711	0.063917756	0.0190423427	0.0120578702	-0.0627652013	0.0020137847	-0.0081398736	-0.1069504845	0.1383434934	-0.0104224516	-0.0172909599	0.0152349198	0.0318978334	-0.0143061032	-0.0120396674	-0.1009509062	0.029710683	0.0503305766	0.0027628181	-0.0711223715	-0.0490254653	-0.0495981209	0.0517071516	0.1672263433	0.0192182043	0.007005614	0.1149094029	0.0081572094	0.1336422463	0.00417324	0.0632858097	-0.1322426562	-0.0842754325	-0.0606382838	0.1088519681	-0.0809794705	-0.0183402005	-0.049326793	-0.0457363564	-0.0694367423	0.0533623473	0.0677785304	0.1300544769	-0.1189584563	0.0269775832	0.0546714942	0.0631895287	-0.1442853532	-0.0489545661	-0.0488216546	0.1013346856	0.0975763397	0.0914153405	0.0830033923	0.0596258	0.0155932999999999	0.00355523602564	0.0002431510048899	0.0435554	-0.0230016999999999	0.0005290782028899	0.00189707286916	-0.105469	-0.0085761999999999	0.0111237099609999	7.355120643999986e-05	0.00183487	-0.00089604	3.3667479169e-06	8.028876816000001e-07	-0.000774088	1.0939999999999971e-05	5.992122317440001e-07	1.1968359999999938e-10	0.000998738	9.632200000000014e-05	9.974775926440002e-07	9.277927684000026e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
