global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37	motion_outlier38	motion_outlier39	motion_outlier40	motion_outlier41	motion_outlier42	motion_outlier43	motion_outlier44	motion_outlier45	motion_outlier46
51860.21029721463	n/a	n/a	2689481412.0713263	79761.69738518701	n/a	6361928369.766149	n/a	49471.374526196094	n/a	2447416897.511164	n/a	56259.36743220187	57010.93378875541	n/a	n/a	n/a	n/a	-0.0197179917	-0.1124576472	-0.0592693232	-0.0014153968	-0.0803554733	0.0117048333	-0.1424504528	0.0142428154	-0.0620664175	0.026508883	0.0962419182	-0.0135086966	0.0615324861	-0.1479552462	0.0501321228	-0.0032810482	0.0401806918	-0.0431850403	0.1178788292	-0.0468628056	0.0528470271	-0.1854407909	0.0308497389	-0.132098351	0.0420772381	-0.0387132133	0.0523817211	-0.0659446701	-0.0511466636	0.0163139024	0.0484271112	0.0543572408	-0.1070756849	0.0789510718	-0.0744219769	0.0488046296	-0.0174724476	0.095115006	-0.0024570509	0.1101970917	-0.102075734	0.0699061186	-0.0329814045	0.0933178741	-0.0774125794	0.0566473502	-0.0524086996	-0.0009576006	0.0302157815	-0.0148443445	0.0280434306	-0.0200014127	0.1464570544	-0.0508218863	0.0254984117	0.102594329	0.1025838106	0.1025662807	0.1025417406	-0.0082565499999999	n/a	6.817061790249837e-05	n/a	0.034204	n/a	n/a	0.0011699136159999	-0.132613	n/a	0.017586207769	n/a	0.00308073	n/a	9.4908973329e-06	n/a	-0.0	n/a	0.0	n/a	0.00072618	n/a	5.273373924e-07	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
52666.22372939483	806.0134321801961	649657.6528548996	2773731121.914671	81181.55297015465	1419.855584967634	6590444542.646025	2015989.8821637824	49507.244827640665	35.87030144457094	2450967290.423953	1286.6785257243882	56743.08975769277	60289.86790719936	3.82253	76.68557699999998	1.601335655	1.15943	-0.029537584	0.2072734769	-0.1744365978	0.1573997054	0.0177659392	-0.0030246521	0.1501187656	-0.4566018098	-0.0458214443	-0.1083568482	0.1901642002	-0.0148779624	0.2361089804	0.1161372014	-0.0398785076	-0.0285212153	-0.0339190592	-0.17392296	-0.2014195606	-0.1047614949	0.2746380116	-0.0615762058	-0.0512972501	0.0817796307	-0.0748248201	0.018034896	0.0111414354	0.0041677348	-0.0430422977	0.2968155295	0.1059229832	-0.0826315292	-0.2189743013	-0.022937029	0.0163336433	-0.0540005501	-0.2291677202	0.0138573146	0.077238656	0.1646280528	0.0889457838	-0.4876494877	-0.1942799674	-0.2546303663	0.2636863594	-0.0086796266	0.0772024658	0.2661287724	-0.1414850639	-0.150182716	0.1335920098	-0.0478295851	0.0455948218	0.0496656308	0.1634941464	0.1025662807	0.1024716367	0.1023139614	0.1020933517	0.0228697	0.0311262499999999	0.00052302317809	0.0009688434390624	0.130298	0.096094	0.009234056836	0.016977568804	-1.09622	-0.963607	1.2016982884	0.928538450449	0.013039	0.00995827	0.000170015521	9.91671413929e-05	4.01271e-05	4.01271e-05	1.6101841544099995e-09	1.6101841544099995e-09	0.000514409	-0.000211771	2.64616619281e-07	4.484695644100001e-08	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
52429.51150296066	-236.71222643416692	56032.67814342033	2748853676.439084	80212.14739404965	-969.4055761049968	6433988589.564746	939747.1709834606	49380.57029144205	-126.67453619861772	2438440722.3080487	16046.43812113491	56806.19950460967	59516.69219087805	2.856696	57.309525	0.578311205	0.438539	0.0030422744	-0.0377953606	-0.229724917	0.2330120734	-0.21382613	-0.1534414724	0.0580009294	-0.2683410219	-0.1115935348	-0.173343154	0.1659835626	0.1301435727	0.1886926251	0.0972245959	-0.039828557	-0.2682990472	-0.1091693895	0.1375432123	0.0259907439	-0.1867966184	0.0579629165	-0.2014104748	-0.1437901752	0.2973187668	0.0231824086	-0.0598405674	-0.0475149909	-0.0642490815	-0.1603400852	-0.0641804251	-0.0131966088	0.0629278902	0.1100341748	-0.1348740119	-0.095137658	0.0898829935	-0.2986082904	0.1291963087	-0.0068907485	0.2454135164	0.2351271393	-0.2776271268	0.0205718128	0.2261761661	0.2030856451	-0.0169304975	-0.0726961559	-0.0327485733	0.1957843226	0.0713268682	-0.2604032986	0.2208493455	0.1499141598	0.0105268252	-0.1276094597	0.1025101919	0.1022474116	0.1018099433	0.1011985345	0.0390364	0.0161667	0.00152384052496	0.0002613621888899	0.174998	0.0446999999999999	0.0019980899999999	0.0306243000039999	-0.660715	0.4355049999999999	0.4365443112250001	0.1896646050249999	0.0133325	0.0002935	0.00017775555625	8.614225000000022e-08	-0.000916305	-0.0009564320999999	8.396148530249999e-07	9.1476236191041e-07	0.000903267	0.000388858	8.15891273289e-07	1.5121054416400006e-07	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
52373.855064475465	-55.6564384851954	3097.639144856339	2743020694.3146825	80674.75088291951	462.6034888698632	6508415430.021123	214001.98791456965	49670.78489302561	290.2146015835606	2467186871.8892207	84224.51497230481	56496.64734644396	57236.85511284869	3.674447	73.714798	1.0379418715	0.675925	-0.0301773517	0.0003037554	-0.0249303979	-0.0079051189	-0.0598709559	-0.0410302563	-0.1099509636	0.0901871372	0.0205515557	0.0353645097	0.1491724825	0.0523947626	-0.0119478202	-0.1537571521	0.0947812053	-0.1287536787	-0.0217399947	-0.0912618544	-0.0277988267	0.0336639085	0.1331222302	0.0619551742	-0.0154188816	-0.0518336765	-0.0365191816	-0.0615066881	-0.1023938369	0.1005860797	0.0808686156	-0.149513015	-0.0329062988	-0.0396851742	0.092781669	0.0244134621	-0.0702820819	0.0090057658	0.0264284336	-0.0238205852	0.0030907093	0.1367117159	-0.1173841541	0.181006117	-0.151863215	-0.0214781842	0.0114886985	-0.0396572893	-0.2096002472	-0.0863017829	-0.1270336108	-0.1169401143	0.0658776763	0.0113315231	0.0843094498	-0.0810927662	-0.0349539837	0.1024260777	0.1019113804	0.1010554665	0.0998612018	0.0332806	-0.0057557999999999	0.00110759833636	3.312923363999998e-05	0.064035	-0.1109629999999999	0.0123127873689999	0.0041004812249999	-0.184943	0.4757720000000001	0.034203913249	0.226358995984	0.0055859	-0.0077466	3.120227881000001e-05	6.000981156e-05	6.68343e-06	0.0009229884299999	4.46682365649e-11	8.519076419138647e-07	0.0011427	0.0002394329999999	1.30576329e-06	5.732816148899997e-08	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
52553.74838349867	179.89331902320555	32361.606229184807	2761896469.1560893	81855.84500414705	1181.0941212275357	6700379361.342945	1394983.323198245	49859.35263382328	188.5677407976691	2485955045.06394	35557.79286953692	56543.59646716355	57767.24047968094	1.699696	34.098396	0.3666608515000001	0.190688	-0.0281595086	0.1134400608	0.0071776125	-0.0738911633	-0.0571951419	0.0469946942	-0.0630654259	0.0173069195	0.1368655735	0.0077333967	0.0978079474	0.0764238467	-0.046825342	-0.1132126335	-0.1053200789	-0.0201706039	-0.0866948771	-0.0008210206	0.0832792625	0.0260683718	0.0875666373	0.1198396808	-0.0092941064	0.0903243349	-0.0445352152	-0.0452953998	-0.0605463256	-0.0620377816	0.0109199611	-0.1191101231	-0.2257316853	-0.0797187373	0.0235249875	-0.0570086208	-0.0181840817	-0.1407544756	0.0466288141	-0.1424641024	-0.0298427581	0.0476397614	-0.0164211526	0.0987799654	-0.1301055868	0.0818785134	-0.0117786451	0.00190831	-0.068131318	-0.0476647222	-0.1740986664	0.0590927899	0.0148080833	0.215670104	0.1410013847	0.0192176881	0.0606872698	0.1023139614	0.1014639107	0.1000523871	0.0980872016	0.0202447	-0.0130359	0.00040984787809	0.0001699346888099	-0.00513338	-0.06916838	0.0047842647918244	2.63515902244e-05	-0.0450577	0.1398853	0.00203019632929	0.0195678971560899	0.00407512	-0.00151078	1.6606603014399997e-05	2.2824562084000017e-06	-0.000911072	-0.0009177554299999	8.300521891839999e-07	8.422750292944848e-07	0.00160559	0.00046289	2.5779192481e-06	2.142671521000001e-07	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
52614.04314702547	60.294763526799215	3635.458508752637	2768237536.2770576	82197.21227525685	341.3672711098043	6756381705.823636	116531.61378495462	49902.79784103353	43.44520721025037	2490289232.3630605	1887.486029541591	56562.22239358836	56199.128777270045	1.958121	39.282787	0.3158389395	0.198887	-0.0228933635	0.1155350747	0.0632968858	-0.1200549023	-0.0079014077	-0.012042598	0.127323592	0.2151458932	0.1652355623	0.0217830783	-0.0416458991	0.0687605927	-0.0693221571	0.0247589249	-0.127702138	-0.0594888641	-0.0829769125	-0.0044664076	0.0572719336	0.1217289501	-0.1190810232	0.0223143351	-0.0339168713	0.0279577474	0.0818629985	0.0076088932	0.0053806013	0.0184128825	0.1355298791	0.0125994035	0.0918868816	0.0148614261	0.0840437075	-0.0193759214	0.0108455239	0.0193974916	0.085468197	-0.1944096778	-0.0559055967	-0.1365393882	0.0049824681	0.0516505617	-0.0573945343	0.0080357783	-0.1098145728	-0.1340097902	-0.1254488367	-0.1588866463	-0.1802121668	0.0106147026	-0.0784750084	0.1098192501	-0.004715649	0.0824733485	0.046672428	0.1021738733	0.1009054916	0.0988031726	0.0958842909	-0.0179651	-0.0382098	0.00032274481801	0.00145998881604	-0.0172025	-0.01206912	0.0001456636575744	0.00029592600625	0.140662	0.1857197	0.019785798244	0.03449180696809	0.00407968	4.559999999999807e-06	1.6643788902399996e-05	2.0793599999998243e-11	7.62439e-06	0.00091869639	5.813132287210001e-11	8.44003056999032e-07	0.00227914	0.0006735499999999	5.194479139599999e-06	4.536696024999997e-07	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
52567.19709741313	-46.84604961233708	2194.5523642815474	2763310210.67828	80562.63707325557	-1634.5752020012878	6490338492.197092	2671836.090997551	49849.51481163663	-53.28302939689456	2484974126.95558	2839.0812217103303	56154.72394561183	56348.96009902063	1.788803	35.886009	0.4116450755	0.246206	-0.024302369	0.044809227	0.1020145223	0.001406285	-0.0505156655	0.0729703088	0.124318823	0.1821835105	0.1584390238	0.0312560298	-0.0215199382	-0.0144045465	-0.0182709869	0.0056947301	-0.1534342355	0.0773676472	0.091506673	0.0038585867	0.0061002766	0.0569191697	-0.0004130544	-0.1729437532	0.1279948318	0.0274177334	-0.2636604404	-0.0447063197	0.1194946684	-0.0069672004	0.047456392	-0.0168879969	-0.0999227611	0.1118401283	-0.0203165252	0.0296360639	-0.048093496	0.1103552732	0.0744459949	-0.1755038155	0.0612702567	-0.0826744621	-0.0150890967	-0.013714185	0.0181182496	-0.0205696862	-0.1329218412	0.0520842133	-0.1336331437	0.078053978	0.0274366597	-0.0220443348	0.0221538721	-0.0442479345	-0.0263279218	0.1424818722	-0.1224330392	0.102005852	0.1002367339	0.0973108962	0.0932621027	-0.010828	0.0071371	0.000117245584	5.0938196410000005e-05	0.0513013	0.0685038	0.00469277061444	0.00263182338169	-0.0315522	-0.1722142	0.00099554132484	0.02965773068164	0.00670643	0.00262675	4.4976203344900005e-05	6.899815562500004e-06	8.816389999999998e-05	8.053950999999999e-05	7.772873263209998e-09	6.486612671040098e-09	0.00171063	-0.0005685099999999	2.9262549969000005e-06	3.232036200999997e-07	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
52423.98353997907	-143.21355743406457	20510.12303292011	2748274050.1999965	80375.44237110713	-187.1947021484375	6460211736.351163	35041.85651244223	49718.28902828083	-131.2257833558033	2471908263.89967	17220.206217344217	56697.80700431034	58081.90922525822	2.133471	42.800571	0.330520265	0.167417	-0.0361994431	-0.0583173974	-0.0293557711	0.0538691422	-0.1307526763	-0.0364830542	-0.1455577171	0.017559938	0.0704715451	-0.0043601436	0.0963898995	-0.0184080679	0.0174383775	0.000226356	0.1285317607	-0.001229904	-0.0434223183	-0.067194669	0.0639779575	-0.0033767282	-0.0611428924	-0.1148460054	-0.060604627	-0.1461273802	0.010775767	-0.070317624	0.0311255766	-0.0884511346	-0.0714862583	0.0636614659	-0.0952930792	0.0540864388	0.0255118614	0.1778392665	0.0578421441	-0.0595554688	-0.0484513943	0.0135550419	-0.0708058806	0.1983959427	-0.0279803079	0.0490092083	0.1122993823	0.1453802917	-0.0240126211	0.0292689236	-0.12801779	0.0293686874	0.0216846017	-0.0175934266	0.0846704317	-0.1377065299	-0.2092952252	-0.0702612258	0.0881195832	0.1018099433	0.0994583687	0.0955792289	0.090232103	-0.0074880299999999	0.0033399700000001	5.60705932808985e-05	1.1155399600900674e-05	0.123096	0.0717946999999999	0.0051544789480899	0.0151526252159999	-0.165772	-0.1342198	0.027480355984	0.01801495471204	0.00623074	-0.0004756899999999	3.88221209476e-05	2.2628097610000003e-07	-0.000919755	-0.0010079188999999	8.45949260025e-07	1.0159005089772097e-06	0.0007709229999999	-0.0009397070000001	5.943222719288458e-07	8.830492458491881e-07	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
52002.64876326294	-421.3347767161249	177522.99407042682	2704275478.3952928	79684.18107207834	-691.2612990287889	6349568713.127768	477842.1835349688	49544.40716338865	-173.8818648921806	2454648281.1716366	30234.902938382547	56416.82216085967	57902.88624187514	1.456776	29.225073	0.19664137	0.124511	-0.0329839986	-0.1316611433	-0.0215225409	0.0520563954	-0.0924224513	-0.020174397	0.0388328873	-0.0372375627	-0.0288606135	0.0273410386	0.0038054039	-0.0943959164	0.1497402013	0.0640214051	0.0889153685	-0.037345559	0.0315980754	-0.0278035967	0.0315594761	-0.0628080128	-0.1231760312	-0.0397608996	0.0227083927	-0.0861604674	0.1802870748	0.1011565138	0.1028856093	-0.1840181987	-0.0112441746	0.0590840629	-0.0029647614	0.0544153311	0.0700898778	-0.0079956497	-0.0282712753	0.0627327362	-0.030328412	0.0943567067	-0.0548988059	0.0978100528	-0.1010865622	-0.1127935004	0.1068911717	-0.0170448582	-0.0965279036	-0.0324790592	-0.091632225	0.0063463081	0.0794629062	-0.0575577041	0.0954270179	-0.0637038331	-0.0385103519	0.0122686855	0.0986096072	0.1015862008	0.0985712473	0.0936124309	0.0868075413	-0.00759185	-0.00010382	5.76361864225e-05	1.0778592400020738e-08	0.103652	-0.019444	0.000378069136	0.010743737104	-0.114705	0.051067	0.013157237025	0.002607838489	0.00422763	-0.00200311	1.7872855416899998e-05	4.012449672100003e-06	-0.000700416	0.0002193389999999	4.90582573056e-07	4.8109596920999976e-08	0.000472841	-0.0002980819999999	2.23578611281e-07	8.88528787239404e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
51547.00370562936	-455.6450576335847	207612.4185459127	2657093591.028167	80020.5951563169	336.4140842385532	6403295649.171166	113174.43607406436	49456.22902364808	-88.17813974057208	2445918589.2395306	7775.384328107857	56399.19542325191	57316.74528784465	1.647415	33.049557	0.24487719	0.147442	-0.033584599	-0.1876097811	-0.0951321248	-0.0887920449	0.0227101006	-0.0836315931	-0.1488358004	0.0962408815	-0.0678020003	0.0315763073	-0.0295498555	0.0648373176	0.0862778864	-0.0697648078	0.1129879566	0.0011270727	0.0196517769	-0.0759684777	0.0578543551	0.134073392	-0.0723031206	-0.1331028484	0.2052321526	-0.0462410673	0.1630633496	-0.0527115049	-0.0856685818	-0.0677589705	0.1387202135	0.0095671297	-0.1101081847	0.0208901809	-0.0165607023	-0.0291905515	-0.0675580334	-0.1481408641	-0.0177628521	0.1371994165	-0.1229040849	0.0680786778	-0.104421927	0.0915491106	-0.0373587544	0.0184259923	-0.1703507921	-0.1137815995	-0.0810193108	0.1110865293	0.0667735218	0.0569987909	0.0330464875	-0.0717285657	0.1037200966	-0.0822728301	0.1275136021	0.1013346856	0.0975763397	0.0914153405	0.0830033923	-0.0078301399999999	-0.0002382899999999	6.131109241959845e-05	5.6782124099952646e-08	0.0699558	-0.0336961999999999	0.0011354338944399	0.00489381395364	-0.0372778	0.0774272	0.00138963437284	0.00599497129984	0.00215199	-0.0020756399999999	4.631060960099999e-06	4.308281409599999e-06	-0.000603341	9.707500000000008e-05	3.6402036228100005e-07	9.423555625000012e-09	0.000970436	0.000497595	9.41746030096e-07	2.47600784025e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
