global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	cosine00	cosine01	cosine02	cosine03	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03
73404.39767770842	n/a	n/a	5388205598.427165	125067.60917833116	n/a	n/a	15641906865.583784	76064.36541440217	n/a	5785787685.895701	n/a	87268.43619791667	61859.875248574506	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0154079	n/a	n/a	0.00023740338241	-0.0115343	n/a	0.00013304007649	n/a	0.0558937	n/a	n/a	0.00312410569969	0.00182202	n/a	3.3197568804e-06	n/a	0.000694424	n/a	4.82224691776e-07	n/a	-0.000906759	n/a	n/a	8.22211884081e-07	0.0	0.0	0.0	0.0
73625.58710707001	221.18942936159144	48924.76366130646	5420727076.860753	124760.9177585178	-306.69141981336	94059.62698713462	15565286599.94764	75911.87673913043	-152.48867527174298	5762613030.056932	23252.79608613108	86856.3123434654	62861.524168259166	1.015389	18.252151	0.09970085	0.05025	-0.0522179597	-0.1338368807	-0.0704703934	0.0361339703	-0.0890342281	0.0350261149	0.0540067163	-0.155297986	-0.0553135002	-0.0513819233	0.0138918245	-0.0527671758	0.0266717651	0.1594709447	-0.1240740972	0.0155259788	-0.0081729026	0.0727073338	0.0034647512	-0.0598054838	0.0740518056	-0.0432952532	0.0336464544	-0.003998224	0.0013674231	-0.0290115882	0.0690884711	-0.0497730557	0.0372243414	0.0142067783	0.0126488995	-0.0364736606	0.0152657604	-0.090037237	0.0113788219	-0.037742892	0.0733940137	-0.1176948204	0.1167105538	-0.0296152776	0.0675305349	-0.0011950008	0.0823438284	-0.0037996802	0.0803493618	0.0548757587	-0.017906832	0.1653210511	-0.0617174728	0.0580893874	-0.0549478631	0.0157813451	-0.0009071717	0.0674069179	-0.001542128	0.0959372412	-0.0540619989	0.0447789661	-0.0730811512	0.0270352499	-0.0448682285	0.0185535234	-0.1200935514	0.0141827591	0.0186492076	-0.004863323	0.0317700839	0.1028653472	0.1028546891	0.1028369265	0.1028120605	0.0	0.0151423	-0.0002656	7.054336000000068e-08	0.0002292892492899	-0.0271179	-0.0155836	0.00073538050041	0.0002428485889599	0.0277862	-0.0281074999999999	0.0007900315562499	0.00077207291044	0.0024257	0.0006036799999999	5.88402049e-06	3.644295423999999e-07	0.000848006	0.0001535819999999	7.19114176036e-07	2.3587430723999995e-08	-0.00126438	-0.000357621	1.2789277964100006e-07	1.5986567844e-06	0.0	0.0	0.0	0.0
73844.20434535407	218.6172382840596	47793.49687494928	5452966515.398409	125958.359375	1197.4416164822032	1433866.4248835118	15865508296.44165	75923.28324728261	11.40650815218396	5764344939.047105	130.10842822583913	86963.5878123577	64618.15796390321	1.208266	21.71921	0.05388825	0.0255405	-0.0582285488	-0.0620859924	0.1296421516	0.0741995045	-0.0456704718	0.0232456551	-0.0750793971	-0.0943943674	-0.1131024274	-0.0208218805	0.0225861409	-0.0522196473	0.0362470063	0.1763086126	-0.0557728378	0.003666173	0.0200885246	0.0440512744	-0.1057976725	0.036472427	-0.0346893814	-0.1341029588	-0.0527625866	0.0793173761	-0.0260103353	0.0287553231	0.040319459	0.0046705417	-0.0254905852	0.1054597107	-0.0291756876	-0.0711470558	0.0008355516	0.141298844	-0.0060656673	0.0003940713	0.041000803	0.0022846974	0.046654795	-0.0428149467	-0.0211632071	-0.0358463731	0.0832935446	-0.0374605642	0.0520256984	0.113558501	0.0481641166	0.0885848304	-0.0758467097	0.0849614229	-0.076034414	0.0801762223	-0.0564145586	0.0179964124	0.1118125837	0.0410901817	-0.0564571898	0.017761538	-0.2387865258	-0.0249257215	0.0458562811	-0.0097123813	-0.0605046061	-0.0793187513	-0.0535501211	-0.0284812491	0.0212047393	0.1028369265	0.1027410258	0.1025812577	0.1023577213	0.0	0.0194091	0.0042667999999999	1.8205582239999997e-05	0.0003767131628099	-0.0364896	-0.0093716999999999	0.0013314909081599	8.782876088999993e-05	0.037981	0.0101948	0.00010393394704	0.001442556361	0.00213504	-0.0002906599999999	4.5583958016e-06	8.448323559999994e-08	0.000926515	7.850900000000004e-05	8.584300452250001e-07	6.163663081000007e-09	-0.00103245	0.0002319299999999	5.379152489999999e-08	1.0659530025000002e-06	0.0	0.0	0.0	0.0
73886.67188118902	42.46753583494865	1803.491599892648	5459240281.678488	125721.9059109158	-236.453464084203	55910.24067741948	15805997625.873163	76053.39748641304	130.1142391304311	5784119269.226337	16929.715224491003	87171.84971788194	64207.07953913123	0.97399	17.507982	0.11187999	0.0500573	-0.0341265258	-0.0690190074	0.0466393401	0.0863778671	-0.0119872437	0.0722180112	0.024696964	-0.0301309725	0.0106673857	-0.0557580841	0.1131535408	-0.0077775706	0.0810054907	0.0700890396	0.0288943843	-0.0557119326	-0.0361618162	0.0331171088	-0.0494338683	0.0347757812	-0.0792157259	-0.0836611232	-0.0776271271	-0.022482074	0.0646731137	-0.0084464733	0.1013006917	-0.0505431192	0.0561997687	-0.0537068617	0.0280845397	0.0738983667	-0.0078046317	0.0536559057	-0.0285857443	0.0969176742	0.1635785327	0.0417640716	0.1005987581	0.0519185068	-0.05718893	-0.0211751252	0.0784269823	-0.0330704914	0.0146594596	-0.001400066	-0.0729686802	-0.0907327791	-0.0762270877	0.0448650159	-0.135859251	0.046608163	-0.0333722336	0.0215095127	-0.0265856185	0.0109153835	-0.0183308983	-0.0207820708	-0.0947080036	-0.0755448778	0.0856076451	-0.165050658	0.0588542697	-0.018652431	0.0353935098	-0.0358516261	0.035352004	0.1027800929	0.1025138249	0.1020705557	0.1014510507	0.0	0.0216941	0.002285	5.22122500000001e-06	0.00047063397481	-0.0234464	0.0130431999999999	0.00054973367296	0.0001701250662399	0.00619796	-0.03178304	0.0010101616316416	3.84147081616e-05	0.00167093	-0.00046411	2.7920070649e-06	2.153980921e-07	0.000621941	-0.000304574	3.86810607481e-07	9.276532147600005e-08	-0.000505759	0.000526691	2.77403409481e-07	2.55792166081e-07	0.0	0.0	0.0	0.0
74156.93346605227	270.26158486325585	73041.32425279885	5499250781.088504	125684.74015977648	-37.165751139313215	1381.2930577493617	15796653909.03053	76193.83858695652	140.4411005434813	5805501038.615185	19723.70272186422	87215.18513597165	65430.220765753584	0.896371	16.112734	0.08319508	0.0415518	-0.0464560868	-0.0039326224	0.0531206047	0.1095989633	0.0321736976	0.0597682633	0.0725662821	0.0408162183	-0.0007836303	-0.1141450159	0.1324153344	0.0354538673	0.0786363615	0.0525705958	0.1245820664	-0.0238522378	-0.0647119286	-0.0224354242	0.0119214047	-0.1432531858	0.0011021335	-0.0736810641	-0.07453865	-0.071869207	-0.0204794933	-0.0854403975	-0.0839233332	0.0670109484	0.0324883637	-0.112611055	-0.0620823352	-0.014252953	0.1113762705	-0.0509859388	0.0240813139	0.0146733269	-0.0695612334	0.0381178055	-0.0460578724	-0.0173921411	0.0239249921	-0.1656122091	-0.0772296515	-0.0258714974	0.0146639095	-0.0657024081	-0.0644317107	-0.0378853759	0.014557831	0.0714649761	-0.1660623395	0.025093252	-0.0279581283	0.0479314732	-0.0379446914	0.0318756261	0.0628364091	0.0025106901	-0.0028583871	0.1008074897	-0.0310935439	-0.1820545195	0.0741586362	0.0064730612	-0.0628617945	-0.0391730136	-0.1049079256	0.1026948621	0.1021733373	0.1013060902	0.1000960555	0.0	0.0272441	0.0055499999999999	3.0802499999999995e-05	0.00074224098481	-0.00576163	0.01768477	3.31963802569e-05	0.0003127510899528	-0.0124565	-0.01865446	0.0003479888778916	0.00015516439225	0.00215954	0.00048861	4.6636130116e-06	2.387397321000002e-07	0.00067921	5.726899999999998e-05	4.6132622410000005e-07	3.279738360999998e-09	-0.000225521	0.000280238	7.853333664400003e-08	5.0859721441000015e-08	0.0	0.0	0.0	0.0
74173.54368214057	16.610216088301968	275.8992785000856	5501714582.366416	125856.79351128472	172.0533515082352	29602.355765216344	15839932472.94216	76195.82635190217	1.9877649456466315	5805803953.449229	3.951209479141556	87096.70223559882	65972.97082976776	0.912021	16.394062	0.0838325899999999	0.0485701	-0.0313827311	0.0558192972	0.0455219021	0.0266945464	-0.0139956114	0.0273607005	0.0182935948	0.0645012433	-0.0214318158	-0.045760311	0.0638733591	0.0567128401	-0.0249590546	0.0565864035	0.0109791445	0.1094361413	0.0139140009	-0.0009550962	0.069364367	-0.1488730969	-0.0545442166	0.0957555472	0.1034781395	0.0714270157	-0.0354231945	-0.0462298447	0.0931294684	-0.0912672243	0.0821771145	0.1008605825	0.0638297523	0.0615362568	-0.1004914248	-0.0251739633	0.0853858336	0.1144543583	0.0159209024	0.0009325178	0.0346959123	-0.0518778927	0.0064112002	0.0661059423	-0.0063740819	-0.0361391809	0.0081362627	-0.0479776966	0.0384398803	0.0272877442	0.1010005456	0.0383705017	-0.0300244228	-0.0989994349	0.0079855182	0.0407144664	-0.0233673604	0.1372199329	0.0659694368	0.006592177	-0.0466942942	0.0013066424	0.0041235252	-0.0544316966	-0.0297924951	-0.0035207973	-0.0412701445	-0.0339717743	0.0111754353	0.1025812577	0.1017199394	0.1002897619	0.0982987234	0.0	0.00478876	-0.02245534	0.0005042422945156	2.2932222337600005e-05	-0.00188883	0.0038728	3.5676787689e-06	1.499857984e-05	-0.0537676	-0.0413110999999999	0.0017066069832099	0.0028909548097599	0.00217951	1.99699999999998e-05	4.7502638401e-06	3.988008999999919e-10	0.000857708	0.000178498	7.35663013264e-07	3.1861536004000016e-08	-0.000100122	0.000125399	1.5724909201e-08	1.0024414884e-08	0.0	0.0	0.0	0.0
74072.39073375131	-101.15294838926638	10231.91896784159	5486719069.013527	127231.88614230686	1375.0926310221405	1890879.743891392	16187952851.328936	76184.31959918479	-11.50675271738146	5804050552.790731	132.4053580989656	87434.31161415642	65924.15907521416	0.947112	17.024837	0.0795238699999999	0.0399191	-0.0108823727	0.0358637192	0.0594801904	-0.1107503037	0.0143250002	-0.0183898374	-0.1337712257	0.0157906157	0.0299314521	0.0862346248	0.0203339727	0.083285636	-0.0258430215	0.0299229077	0.0911696556	0.0023773375	-0.0480063993	0.1645808636	0.0320907731	-0.1001716214	-0.0626366436	0.0758413815	0.0789751133	0.0374101994	0.0586677395	0.0429983902	0.0602056293	-0.0203466404	0.0019348971	0.0152919015	0.1394827062	-0.0339368512	-0.1942272854	0.0140865751	0.0508301223	-0.0628262858	0.0126357379	-0.0243067485	-0.0002283564	0.0099757969	0.1005104574	0.0796132758	0.055362642	-0.042578411	-0.0981912046	0.0384777248	0.0397517359	-0.0409370867	0.0350965336	0.0881794485	0.0494199773	-0.0977369899	0.0090751641	0.0043507256	0.0971655749	0.1929219577	0.1151466393	0.0517689291	0.0735802583	-0.0442461973	-0.0241012021	0.0012874304	-0.1619721828	-0.0290797716	-0.0454482618	-0.0331625004	0.0600715002	0.102439311	0.1011541321	0.0990240974	0.0960669971	0.0	0.00531481	0.0005260499999999	2.767286024999993e-07	2.82472053361e-05	-0.02634	-0.0244511699999999	0.0006937956	0.0005978597143688	-0.0360097	0.0177579	0.00031534301241	0.0012966984940899	0.00184858	-0.0003309299999999	3.4172480164e-06	1.0951466489999993e-07	0.000748108	-0.0001095999999999	5.59665579664e-07	1.2012159999999992e-08	-0.000395367	-0.0002952449999999	8.7169610025e-08	1.56315064689e-07	0.0	0.0	0.0	0.0
73859.75287729477	-212.63785645653843	45214.85799843144	5455263095.095053	125666.12975735134	-1565.7563849555154	2451593.057028964	15791976168.191463	76111.03220108696	-73.28739809783292	5792889222.714895	5371.042719950245	87286.68891236908	64411.2504891126	1.12442	20.212034	0.0937049499999999	0.0471694	-0.0106415001	-0.0523072571	-0.0709234087	-0.1140596268	0.0066754746	-0.0159652044	0.0013970176	-0.1039758463	0.0984239045	-0.0495077229	-0.0330196699	0.0264151846	-0.0784997498	-0.0116857842	-0.0172695742	-0.0612693996	-0.0658881203	-0.012662375	0.0454715185	0.1120376202	-0.0928400505	-0.0866810556	0.0186806925	-0.0978439035	0.0146356546	0.0274295098	0.0185000738	-0.1436508148	-0.0843883198	0.0224643673	0.0725173381	0.0818301838	-0.0205118659	0.1375539388	-0.0845768262	-0.0976223427	-0.1098049128	0.1479309003	-0.0299591912	0.0708862316	0.0495373759	-0.0047200991	0.0426159242	-0.0132308321	-0.0583836178	0.0294776165	-0.1116316724	0.0315455633	-0.0236346348	-0.0525745039	0.0206608566	0.031301977	0.0921017615	-0.0452978496	-0.0045000682	-0.0484457644	0.1063315886	-0.0130745753	0.0132121593	-0.0503344924	-0.0864002886	0.0718724893	0.1010513523	-0.0783250726	-0.0214620068	0.0189635368	0.1514798185	0.1022690613	0.1004765409	0.0975122434	0.0934107389	0.0	0.0104546	0.00513979	2.64174412441e-05	0.00010929866116	-0.0035345	0.0228055	1.249269025e-05	0.00052009083025	-0.00152964	0.03448006	0.0011888745376036	2.3397985296e-06	0.00188769	3.910999999999997e-05	3.5633735361e-06	1.5295920999999975e-09	0.000407377	-0.000340731	1.65956020129e-07	1.1609761436100004e-07	-0.000149616	0.000245751	6.0393554001e-08	2.2384947456000003e-08	0.0	0.0	0.0	0.0
74097.81985113946	238.06697384468865	56675.88403556766	5490486906.691916	125193.90258449978	-472.2271728515625	222998.5027793795	15673513244.33722	76057.27388586957	-53.75831521739019	5784708910.950177	2889.956455012286	87187.97323969718	65315.3956178282	1.024572	18.417227	0.10920101	0.0612774	-0.0397631383	-0.0346739236	-0.0490939058	-0.0344336435	0.1079582131	0.0123122866	0.0916135581	-0.0519732705	0.0724347477	-0.0742232487	0.0076487728	-0.0131522286	-0.0313051312	-0.0001054121	-0.0506299025	-0.154419499	-0.133191021	-0.0701824924	-0.0922156984	-0.0134226375	0.0031695739	0.063565276	0.0194134233	-0.1512288473	-0.0683401235	0.027497412	0.0422667692	0.0771873657	-0.2069521237	-0.0349926831	0.0112686389	0.07254172	0.0130504575	-0.0282795751	-0.0164829595	-0.0062481088	-0.0168342678	0.0524039342	-0.0894753056	-0.0466523112	0.0069757329	0.022609468	-0.0833702168	0.031214943	0.0170100409	-0.035218775	-0.1561879016	0.0585892846	0.0182372247	0.0423278498	0.0480191577	-0.0041632113	0.0510464714	0.0361519245	-0.0389560891	-0.1471057907	0.0041567313	0.033109831	0.056311388	-0.0756194289	-0.1653829504	0.0490406756	-0.0385916927	-0.0968373639	-0.1006609896	-0.1081528204	-0.0365933134	0.1020705557	0.0996879144	0.0957579585	0.0903416872	0.0	0.0115253	0.0010707	1.1463984900000017e-06	0.00013283254009	-0.0380698	-0.0345353	0.00144930967204	0.0011926869460899	-0.0484711	-0.04694146	0.0022035006669316	0.00234944753521	0.00146235	-0.0004253399999999	2.1384675225e-06	1.8091411560000002e-07	0.00044097	3.3593e-05	1.944545409e-07	1.128489649e-09	-7.5478e-05	7.413800000000001e-05	5.496443044000002e-09	5.696928483999999e-09	0.0	0.0	0.0	0.0
74220.83518787054	123.01533673108496	15132.773071062224	5508732375.985043	125583.22584703231	389.3232625325327	151572.60274897536	15771146614.146725	76050.53663043478	-6.737255434782128	5783684121.777102	45.39061079350132	87024.06338228597	65831.89435805149	0.9490090000000002	17.058929	0.04462618	0.0220019	-0.0438172313	0.0299787794	-0.1291647093	-0.007697628	0.0132093249	0.0158485082	0.0587298603	-0.0086588488	0.0074236133	-0.0862834003	-0.0240601177	-0.0156575008	-0.0021450662	0.023750992	-0.0326759259	-0.0043446463	0.0208470252	-0.0142595931	0.1064155748	-0.0411764866	-0.0673156479	0.1387319147	0.0198221833	0.0799648378	-0.1297962322	0.0382495433	0.0712094425	0.0137762148	0.0061845163	0.0644407822	-0.0306513365	0.0293169768	0.1532022402	0.0002498301	-0.0800851077	0.0399737758	-0.0027483065	0.0546892511	-0.0719103776	0.0246854103	0.0612445448	-0.138983178	-0.0371998017	0.0017435773	0.0520129216	-0.0410189647	-0.0583764565	0.0757425078	0.0239758588	-0.0212959807	-0.0006283162	-0.0075333619	0.0269343579	-0.0107700638	0.0082281304	0.0272725461	0.0545216303	-0.0222361223	-0.0081331184	-0.0957879301	-0.0342606811	0.0443920976	-0.0531551783	-0.0301568783	0.0555581858	-0.0437765843	-0.1941946241	0.1018438489	0.0987891242	0.0937656043	0.0868734044	0.0	0.00279471	-0.00873059	7.62232017481e-05	7.8104039841e-06	-0.0461134	-0.0080435999999999	0.0021264456595599	6.469950095999996e-05	-0.030914	0.0175571	0.00030825176041	0.000955675396	0.00163769	0.0001753399999999	2.6820285361e-06	3.0744115599999984e-08	0.000434892	-6.078000000000019e-06	1.89131051664e-07	3.6942084000000224e-11	-9.99578e-05	-2.44798e-05	5.992606080399998e-10	9.99156178084e-09	0.0	0.0	0.0	0.0
