global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	cosine00	cosine01	cosine02	cosine03	cosine04	cosine05	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20
73754.97391927004	n/a	n/a	5439796177.832203	124663.9302177298	n/a	n/a	15541095497.331003	75328.27578996282	n/a	5674349133.488699	n/a	87071.1924121277	69477.97539802994	n/a	n/a	n/a	n/a	-0.0285097044	-0.0316848181	0.0119658922	0.0210056437	-0.0461575269	0.0688446592	-0.0630218293	-0.0269841644	0.0138810788	0.0620837208	-0.0750664533	0.0577428609	-0.0843730866	0.0819140728	-0.0178653385	0.0195512687	-0.0558701313	0.0027411351	-0.0202576608	0.0608639257	-0.0334662552	0.0669443558	-0.0233437298	0.0558754473	-0.0725448592	0.0560014008	-0.0138157678	0.0635626513	-0.0451732793	0.0434963866	0.0131827003	-0.1045432768	0.0110147776	0.1285751617	-0.1002715464	0.0301838392	0.0192799135	-0.0254012797	-0.0407821835	0.05059941	-0.0016154739	0.0150914771	-0.0260804819	0.0356369591	-0.0185312272	0.037283438	-0.0861261024	0.0405160253	-0.0784904014	0.0330908995	-0.0372337698	0.1787283386	-0.030209408	-0.0204254734	0.0571618411	-0.0063776563	0.0247535107	0.0901651253	0.0901596109	0.0901504204	0.0901375543	0.090121013	0.0901007972	0.0844937	n/a	n/a	0.00713918533969	0.0904304	n/a	0.00817765724416	n/a	-0.0419408	n/a	n/a	0.00175903070464	-0.00203955	n/a	4.159764202499999e-06	n/a	0.000382163	n/a	1.46048558569e-07	n/a	0.00269466	n/a	n/a	7.261192515600001e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
73750.35065713822	-4.6232621318195015	21.3745527395162	5439114222.050847	124052.68080500966	-611.2494127201353	373625.8445507103	15389067614.909613	75416.98985681924	88.71406685642432	5687722359.063577	7870.185658206125	87108.8496799147	69440.14625582374	0.808597	14.986608	0.09096854	0.0442388	-0.0322544331	-0.0255966004	0.0408485573	0.0092568882	-0.047971244	-0.0115336444	-0.0375470191	-0.0407383963	0.0088416202	0.0145041674	-0.0093150324	0.0802630683	-0.0939632348	0.0563799999	-0.0484630151	-0.0677945066	-0.0340902423	-0.0182969414	-0.0053722931	-0.0042228326	0.0997237465	-0.0053597696	-0.074500487	-0.0627170056	-0.0495470877	0.1111581956	0.0628909285	0.1100551914	0.0343877394	0.0473461878	-0.0356804275	-0.0145682281	0.0443844594	0.0693782802	-0.042213878	0.0435897304	0.0200903823	0.0731806952	-0.0474942701	0.0217280526	0.0040134108	0.0153171126	0.0443660275	-0.0067877198	-0.0209598512	0.019350777	-0.0860634996	0.0266105984	-0.0137512774	0.0496466344	-0.0159165938	0.0995743744	-0.0628326391	-0.0210476418	0.0068854205	-0.0391848444	-0.0315056683	0.0901504204	0.0901007972	0.0900181122	0.0899023957	0.0897536901	0.0895720499	0.0962131	0.0117193999999999	0.0001373443363599	0.0092569606116099	0.105569	0.0151386	0.0111448137609999	0.00022917720996	-0.0733587	-0.0314179	0.00098708444041	0.00538149886569	-0.00185335	0.0001861999999999	3.4349062225e-06	3.4670439999999954e-08	3.7202e-06	-0.0003784428	1.383988804e-11	1.4321895287184e-07	0.00260545	-8.921000000000016e-05	7.958424100000029e-09	6.7883697025e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
73846.62979544424	96.27913830602483	9269.67247295066	5453324732.145393	123918.6540116248	-134.02679338485177	17963.181345025747	15355832812.052776	75438.13899860595	21.14914178670733	5690912815.572992	447.2861983142502	87097.90274866617	69947.03390520328	0.797008	14.771824	0.0731118899999999	0.0378182	-0.0285953045	-0.0099168106	0.0359986179	0.0081783213	-0.0358245697	-0.0255346304	-0.0142131488	-0.0134336828	0.0075797637	0.0018063413	0.0259200201	0.0329108374	-0.0417436847	0.011193713	-0.015867913	-0.0045163218	-0.0478197183	0.115441401	-0.0166714403	-0.0707693881	-0.0079343988	0.021807678	-0.1097955658	-0.1040266712	-0.1490232513	-0.0780106206	0.1274966391	-0.0241057351	-0.0509822718	-0.0792076663	0.1277239824	0.1049782903	-0.0970857928	-0.0154762878	0.0301950123	0.0275611081	0.0227927885	-0.0924385864	-0.0296776587	0.017798025	0.0006239116	-0.0250041691	0.0445321959	0.0033136488	-0.0005299588	-0.0350269996	-0.1031763094	-0.0487303588	-0.0242781005	0.0769662496	0.0395284683	0.0320378394	0.0211965824	0.0640737531	-0.0363180443	-0.0834313325	0.0942444252	0.090121013	0.0899832084	0.0897536901	0.089432692	0.0890205414	0.0885176582	0.0891972999999999	-0.0070158000000001	4.92214496400014e-05	0.0079561583272899	0.112773	0.007204	0.012717749529	5.189761600000003e-05	-0.0990571	-0.0256983999999999	0.0006604077625599	0.00981230906041	-0.00156513	0.0002882199999999	2.4496319169000004e-06	8.307076839999992e-08	0.000345334	0.0003416138	1.19255571556e-07	1.1669998835044e-07	0.00263949	3.403999999999994e-05	1.1587215999999959e-09	6.9669074601e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
73884.34847036937	37.718674925126834	1422.6984381073917	5458896948.890972	124291.77973314004	373.1257215152291	139222.8040562603	15448446509.2314	75436.52215961897	-1.6168389869853854	5690668875.538683	2.6141683098359274	87164.49242385378	70380.86132756824	0.739595	13.707727	0.08394204	0.0377515	-0.0373868151	0.0187528612	0.0325825331	0.0285322691	0.0106378059	-0.0271829711	-0.030127242	-0.0561008215	0.0233518708	0.0099380248	-0.0109198023	0.0434396702	0.0451293646	-0.0052430663	0.0073625549	-0.0555298424	-0.0914352936	-0.0104812726	-0.092042899	0.0030010186	-0.0699508107	-0.0320254379	-0.0590073429	-0.0510910801	0.0251882893	-0.0923724899	-0.0955176531	0.0695363312	-0.0189567321	-0.0255227318	0.0286008805	-0.0225511671	-0.119031853	0.009828334	0.0213511355	0.0769423008	0.0586829153	0.0430649129	-0.0349918263	-0.0001230474	0.0247286972	-0.0513044654	0.0453542829	0.0568327909	0.0198205241	-0.0072474691	-0.0141732619	0.036448901	-0.0405011592	0.065534386	0.1135595825	0.0072255221	0.0096929917	-0.0003014741	-0.0150872096	0.0355007405	0.0336431675	0.0900769079	0.0898069209	0.089357542	0.0887296686	0.0879245551	0.0869438097	0.0806188999999999	-0.0085784	7.358894655999999e-05	0.0064994070372099	0.0928593	-0.0199136999999999	0.00862284959649	0.0003965554476899	-0.119214	-0.0201569	0.00040630061761	0.014211977796	-0.00120874	0.00035639	1.4610523876e-06	1.2701383210000002e-07	7.66032e-05	-0.0002687307999999	5.86805025024e-09	7.221624286863997e-08	0.00255875	-8.074000000000015e-05	6.518947600000024e-09	6.5472015625e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
73826.00501679603	-58.3434535733395	3403.9585748644217	5450279016.739992	124654.36079118344	362.5810580434045	131465.02365187465	15538709664.258532	75416.24191159387	-20.28024802509753	5687609544.068048	411.2884599594725	87152.41125740208	69888.08053439237	0.841375	15.594132	0.01873994	0.00977223	-0.0449487668	0.0230808288	0.0193293685	0.0438893901	0.0067844425	-0.0100517298	-0.0307740066	-0.0168832868	0.0277008955	-0.0028572921	-0.0041662937	0.0606642529	0.0351987163	-0.0180904868	-0.039132805	0.0425754381	-0.0554556023	-0.0594775571	0.0546368552	-0.0022318343	-0.1066729236	-0.1055285765	0.0928351308	-0.0088623016	0.0971627199	-0.1132860395	0.0208388492	0.0491561322	-0.005783492	0.0457986181	-0.0546960598	-0.0192647295	-0.0323645541	0.0422126329	0.0683530817	0.0961433616	0.0141794195	-0.0720223031	-0.0287540533	0.0121205726	0.0110897042	-0.0323528394	0.0071257475	0.0634924875	-0.0090647468	-0.0204615455	-0.0491400729	0.0458563255	-0.0048094329	-0.0386803553	0.0105006319	0.0760185351	-0.0497278276	0.0482727985	-0.0378093766	0.0900412383	-0.051182674	0.0900181122	0.0895720499	0.0888302494	0.0877951597	0.0864701985	0.0848597403	0.0847944	0.0041755000000001	1.7434800250000915e-05	0.00719009027136	0.0853117999999999	-0.0075475000000001	0.0072781032192399	5.696475625000165e-05	-0.11912	9.399999999999686e-05	8.835999999999412e-09	0.0141895744	-0.00123969	-3.0950000000000075e-05	1.5368312961000004e-06	9.579025000000047e-10	0.000155132	7.852879999999999e-05	2.4065937424e-08	6.166772429439999e-09	0.00258773	2.8980000000000065e-05	8.398404000000036e-10	6.6963465529e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
73798.44054894634	-27.56446784969012	759.7998878366002	5446209827.456368	124544.2240120275	-110.136779155946	12130.11012284562	15511263734.758083	75353.22222060873	-63.01969098513655	5678108099.028441	3971.481451862101	87209.80009783947	69940.71763389875	0.8324589999999998	15.428865	0.0306801	0.0145354	-0.0553002167	0.0207095505	0.0354261443	0.034554366	0.0086114005	-0.0128187493	-0.0669164293	-0.0109239256	0.0134224493	-0.0381439991	-0.0212483289	0.058931838	-0.0068458077	0.0192102193	-0.1207271628	-0.0221896754	-0.0102074767	0.0851931912	-0.0165977458	-0.0314987483	0.00853283	-0.1052274368	0.0532215306	-0.0710410384	0.0757792661	-0.073153405	-0.022819313	-0.0355640748	0.0378246911	0.0057361691	0.0976066487	-0.0849518941	0.0001207077	-0.0051792452	0.0227157821	-0.0119320689	-0.0379062515	0.1334009819	-0.0534502871	0.0118844209	-0.0013588931	-0.0532098606	0.0226404093	0.0124208525	-0.0158844771	0.0177506358	-0.0126730538	0.0366673974	-0.0828978042	-0.0023413986	0.0799049024	0.025685358	-0.1046281002	0.0117197949	0.0105722087	-0.0365214807	0.0476754245	0.0899446357	0.0892787486	0.0881725861	0.0866316032	0.0846633992	0.0822776803	0.0920768	0.0072823999999999	5.303334975999992e-05	0.00847813709824	0.0877787	0.0024669000000001	0.00770510017369	6.085595610000519e-06	-0.113556	0.0055639999999999	3.095809599999999e-05	0.012894965136	-0.00140233	-0.0001626399999999	1.9665294289e-06	2.6451769599999974e-08	0.000299828	0.0001446959999999	8.989682958399998e-08	2.0936932415999995e-08	0.00258773	0.0	0.0	6.6963465529e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
73746.79836852729	-51.64218041904678	2666.9147984333786	5438590269.60822	123747.08413203394	-797.139879993556	635431.9882761408	15313340831.180683	75277.24199146143	-75.98022914730245	5666663161.841043	5772.995221276589	87043.63513664546	68852.92156154237	1.060844	19.661779	0.04559856	0.0245448	-0.0302718375	0.0184970613	0.0609237377	0.014689946	-0.0225898466	-0.0094241814	-0.0812928465	0.0241807792	-0.0168247575	-0.0220732013	-0.0231495399	0.0019224515	-0.0186478042	0.0728631966	-0.1406156244	-0.0220100585	0.0145964374	-0.0549438067	-0.0017032774	0.0054884998	-0.056615657	-0.0832571673	-0.0329268666	0.070616444	-0.0105363692	-0.0927972994	-0.0673782896	0.0258525193	0.0015414145	0.1042385213	-0.0711128789	0.0701410859	0.0375523164	0.0664175195	-0.0114617686	0.0536197456	-0.01777941	-0.1057718167	-0.066340236	0.0242140412	-0.0377138595	-0.0500928112	0.0230737372	-0.0257310989	-0.0073982327	0.035573458	-0.0515359753	0.0332307065	0.041938189	-0.0500052894	-0.002340087	0.0810718304	-0.1336809287	-0.0206156705	-0.0399128763	0.0008923486	-0.1185031022	0.0898564901	0.0889272083	0.0873855175	0.0852420348	0.0825115216	0.079212782	0.0944573	0.0023804999999999	5.66678024999997e-06	0.00892218152329	0.0943752	0.0065965	0.00890667837504	4.351381225000007e-05	-0.100186	0.01337	0.0001787569	0.010037234596	-0.00130498	9.734999999999995e-05	1.7029728004e-06	9.477022499999992e-09	-6.78532e-05	-0.0003676812	4.604056750240001e-09	1.3518946483344e-07	0.00258773	0.0	0.0	6.6963465529e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
73741.82120343312	-4.977165094169322	24.77217237461752	5437856194.399099	123827.79424398624	80.71011195229948	6514.122171352717	15333322627.330992	75243.91977666125	-33.32221480018052	5661647463.356634	1110.3699991893695	86943.82085116675	69764.18204372149	1.080588	20.027729	0.180965835	0.0996159	-0.0322176234	0.029211097	0.0581012254	0.0176088166	0.0005587755	-0.0537721973	-0.0827224143	0.0312155827	0.0182412418	-0.0104942484	-0.051728149	-0.0351505587	-0.0715811	-0.025672829	0.0019748117	0.0521880399	-0.0253554798	-0.0585167827	0.0485418064	0.010083534	-0.0064770552	-0.0081754698	0.0422922177	0.0109791732	-0.0461193118	-0.0496218137	-0.0135554822	-0.1054497992	0.0195927124	0.1566130059	-0.0497357322	-0.0054467708	0.0680643635	-0.0087601729	-0.0365693167	-0.1765045024	0.0103677843	-0.022071265	-0.0610536216	0.0299436599	-0.0276320302	-0.0783795636	0.013096372	-0.0044633745	0.0054293513	0.0441219575	0.0419757442	-0.0683018256	0.1033033827	-0.0422135398	-0.0998014197	0.0315212085	-0.047279569	-0.0294702691	0.0563448524	-0.0033841905	-0.0574768542	0.0897536901	0.0885176582	0.0864701985	0.0836300796	0.0800233365	0.0756830317	0.107544	0.0130867	0.00017126171689	0.011565711936	0.0990347	0.0046594999999999	0.00980787180409	2.171094024999997e-05	-0.1688	-0.068614	0.004707880996	0.02849344	-0.000558041	0.000746939	3.11409757681e-07	5.579178697210001e-07	7.62305e-05	0.0001440837	5.81108913025e-09	2.076011260569e-08	0.00358882	0.00100109	1.0021811881e-06	1.28796289924e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
74097.53839279964	355.7171893665218	126534.71881081793	5490445195.872417	124851.77764577964	1023.9834017934044	1048542.0071483928	15587966381.3112	75506.76473919609	262.84496253484394	5701271521.380306	69087.47432994352	87125.96687199519	71077.5431527602	1.094601	20.287434	0.136490625	0.0679998	-0.0453341274	0.0359317342	0.0014141808	0.0143490651	-0.0470420382	-0.0387351482	-0.0060978175	0.0099320246	-0.0200519379	0.0273856351	-0.0294175474	-0.0132503455	-0.0420927571	-0.1488906311	-0.0473701375	0.069199971	0.0596418052	0.1177333618	0.0033400168	-0.0111592361	0.031184592	0.0358341542	0.0308260348	0.0110299692	-0.0376073065	-0.0161849688	-0.1477028565	-0.0703517428	0.0191126195	0.0292989705	0.021217707	0.0354543688	0.000259723	-0.0473978863	-0.0352878816	-0.0974656484	-0.0172718778	-0.0396969027	-0.0055115294	0.0573069901	0.0399216735	-0.0227305725	-0.0042902762	-0.0012720305	0.0241813976	-0.0718489105	0.0599903909	-0.1068940389	0.0069708198	-0.039378698	-0.0165014141	-0.0130100211	-0.0401608091	0.0112448442	-0.0726796428	0.011647046	0.0309221622	0.0896362522	0.0880503657	0.0854279726	0.0817999431	0.0772089855	0.0717091433	0.0931227	-0.0144212999999999	0.0002079738936899	0.00867183725529	0.0705783	-0.0284564	0.0049812964308899	0.00080976670096	-0.164021	0.004779	2.283884100000005e-05	0.026902888441	-0.000965293	-0.000407252	9.31790575849e-07	1.6585419150399998e-07	0.000528627	0.0004523965	2.7944650512900005e-07	2.0466259321225006e-07	0.00267179	-0.00091703	8.409440209000002e-07	7.138461804099999e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
74066.53286285038	-31.00552994926693	961.3428874348886	5485851290.323695	124574.33948131444	-277.43816446520214	76971.93510182055	15518766057.205778	75505.53459717704	-1.2301420190487988	5701085754.805499	1.5132493870294554	87036.6240747391	70520.45402639949	1.082961	20.071703	0.1032978999999999	0.0565099	-0.0509644268	0.0399812723	0.0103715215	0.0239566542	-0.03151717	-0.0744813437	0.0176883494	-0.0654471911	0.0428425772	0.010029805	-0.0088787838	-0.0012825956	-0.067527298	-0.0901225695	0.0073406961	0.0919513417	0.0058859869	-0.0172234572	0.0423070212	-0.0086673728	-0.0070067745	0.0791209152	-0.090333008	-0.0268637749	-0.038223697	-0.0075568108	-0.0422386312	-0.0856151375	-0.0631763401	-0.1141373204	-0.1791875056	-0.0484847542	0.0296170544	-0.0153555078	0.0081527395	-0.0476982555	-0.1033482321	0.0899063711	-0.017725826	0.0318093041	0.0443407118	0.0106921584	0.0911107999	0.0525835626	0.0234089975	0.0685901406	0.0226588275	-0.0914157749	-0.0004846936	-0.0833086662	-0.0480423188	0.0476801639	-0.0018149717	0.0389697772	-0.0615617264	0.0609540715	0.1128126866	0.0895041956	0.0875256354	0.0842603694	0.0797563999	0.0740799394	0.0673144371	0.0492062	-0.0439165	0.00192865897225	0.00242125011844	0.0968759	0.0262976	0.00938494000081	0.00069156376576	-0.166235	-0.0022139999999999	4.901795999999972e-06	0.027634075225	-0.00128394	-0.0003186469999999	1.6485019235999997e-06	1.0153591060899997e-07	0.000536406	7.778999999999967e-06	2.87731396836e-07	6.05128409999995e-11	0.00238082	-0.0002909699999999	8.466354089999987e-08	5.6683038724e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
