global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21
73955.41629852225	n/a	n/a	5469403599.887731	125640.60802883572	n/a	n/a	15785562385.85554	75598.06254104641	n/a	5715067059.959965	n/a	85873.26353814753	69913.33168255712	n/a	n/a	n/a	n/a	-0.0067023026	-0.0039497963	-0.0265372768	-0.0322079839	-0.0051127883	-0.0182728205	-0.0032298002	0.011910292	0.0904261431	0.0079258002	-0.113181913	0.0957074988	-0.0064555505	0.053384008	-0.0316715862	0.0098226098	-0.0438076205	0.003724424	-0.0402929391	0.0259011056	-0.0124834819	0.0409448234	-0.0637964512	0.0665785317	-0.0201471055	0.057476763	-0.0046551598	-0.006733582	0.0054958717	0.0045935932	-0.0111118756	-0.0243866257	0.0170670964	-0.1211116381	0.0585217564	-0.0420098248	0.0081813344	-0.0384324063	0.102594329	0.1025838106	0.1025662807	0.1025417406	-0.0246184	n/a	n/a	0.0006060656185599	0.00927662	n/a	8.605567862439999e-05	n/a	0.113131	n/a	n/a	0.0127986231609999	0.000969234	n/a	9.39414546756e-07	n/a	0.00296202	n/a	8.7735624804e-06	n/a	-0.00150879	n/a	n/a	2.2764472641e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
73843.65626378487	-111.76003473738092	12490.30536450059	5452885570.404015	124754.781507704	-885.8265211317193	784688.6255403244	15563755509.034964	75474.0308190127	-124.0317220337165	5696329328.069279	15383.868070649116	85702.30100119651	69267.68375447128	0.836779	16.379103	0.05178758	0.0276502	-0.0055081388	-0.0050745798	-0.0104115178	0.019583242	-0.00243006	0.016870464	0.039146426	0.0469697804	0.0357955267	0.0152774312	-0.041609035	-0.1036480062	-0.025386049	-0.0429461636	0.0753102152	-0.0523915552	0.0048089502	-0.0346869621	0.0268663679	0.0184459682	-0.0111282591	0.062281217	-0.0405391304	0.0204084586	0.233166522	-0.0492780562	0.1138121393	0.0099979616	0.03408929	0.0548312576	-0.0238645014	0.0127731663	0.0269441375	0.011650105	0.0630281514	-0.0794769677	0.0128519936	-0.0262524869	0.1025662807	0.1024716367	0.1023139614	0.1020933517	-0.0276933	-0.0030749	9.455010010000012e-06	0.00076691886489	0.0146334	0.00535678	0.0002141363955599	2.8695091968400003e-05	0.0904336	-0.0226973999999999	0.0005151719667599	0.00817823600896	0.000925904	-4.333000000000006e-05	8.572982172159999e-07	1.877488900000005e-09	0.00288067	-8.135e-05	8.2982596489e-06	6.6178225e-09	-0.0012203	0.00028849	8.32264801000001e-08	1.4891320899999998e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
74137.20859648573	293.5523327008559	86172.972034114	5496325698.478837	124300.40424940322	-454.3772583007813	206458.69286093488	15450590496.565058	75620.45829000657	146.42747099387634	5718453711.990623	21441.004261662496	85555.49814893019	70089.74204763355	0.900186	17.620243	0.0802752899999999	0.037908	0.0061978059	-0.0007761396	-0.0117978393	0.0694025036	0.0538541626	0.0149559844	0.0036290049	0.0307304841	0.0674697843	-0.0679411511	0.0626581803	-0.1155144874	0.0345140546	-0.0359899439	0.0637443011	-0.0210307828	-0.0030447434	-0.1128021336	0.1824342143	0.0437873936	0.0643322585	-0.0487697957	-0.0595065185	0.0092266687	-0.0999859907	0.0813756841	0.0088867082	-0.0110531003	0.0017706665	0.110137258	-0.0350937258	0.0177260948	0.0164686083	0.0664545137	0.0563789176	-0.0559955495	0.0110333245	-0.0568556976	0.1025101919	0.1022474116	0.1018099433	0.1011985345	-0.0232445	0.0044487999999999	1.9791821439999992e-05	0.00054030678025	0.0077919599999999	-0.0068414400000001	6.071464064159844e-05	4.6805301273601366e-05	0.0725940999999999	-0.0178395000000001	0.00031824776025	0.0052699033548099	0.000344358	-0.000581546	1.18582432164e-07	3.38195750116e-07	0.00267619	-0.0002044799999999	7.161992916100001e-06	4.181207039999997e-08	-0.000983415	0.0002368849999999	5.611450322499992e-08	9.67105062225e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
74255.83610000888	118.62750352315196	14072.484592135434	5513929194.911382	124559.5377468533	259.1334974500787	67150.16950070995	15515078443.709772	75800.87850946804	180.4202194614627	5745773182.807133	32551.45559052236	85898.16237858952	70904.77373488997	0.978733	19.157717	0.0865823899999999	0.0397997	0.0229343839	0.020146529	0.0237771274	0.0212107517	0.0477466792	-0.0296649318	-0.0506752983	-0.0313378906	0.0471930599	0.0614262281	0.0027769743	0.0244091326	-0.0663390587	-0.080239507	-0.0360648386	-0.0352387737	0.101089456	-0.0184443556	0.151552102	0.0209833223	-0.1003537663	-4.8157e-05	0.0270140244	0.0767904226	0.0574100013	0.0896591127	0.0274960045	-0.0099251612	-0.045438309	-0.0071984702	-0.0537666046	0.0522022062	-0.1048771092	0.0320514872	-0.0083286837	-0.0378659315	0.0828113964	-0.0730318884	0.1024260777	0.1019113804	0.1010554665	0.0998612018	-0.0251362	-0.0018916999999999	3.5785288899999984e-06	0.00063182855044	0.0264912	0.0186992400000001	0.00070178367744	0.0003496615765776	0.0449723	-0.0276217999999998	0.0007629638352399	0.00202250776729	0.00011301	-0.000231348	1.2771260100000001e-08	5.3521897104000014e-08	0.00253044	-0.00014575	6.403126593600001e-06	2.124306250000001e-08	-0.00059312	0.000390295	1.5233018702500002e-07	3.517913344000001e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
74053.00987660054	-202.82622340833768	41138.47690208891	5483848271.783897	125758.43678792316	1198.8990410698607	1437358.9106782314	15815184423.342064	75786.96436487522	-13.914144592810771	5743663967.642867	193.60341974964524	86325.59486732827	70548.53489097647	0.960072	18.792439	0.0454591499999999	0.0233633	0.0150083922	0.0097668662	0.013777162	-0.0647008229	0.0007953757	-0.0617806458	-0.0552474481	-0.0589793493	-0.0437404035	0.0873178442	0.055777433	0.1126901838	-0.014159852	-0.0184195817	0.1505634503	0.0036824466	-0.0572887464	-0.0298847183	0.0210410165	-0.0166095342	0.0939755864	-0.0152102831	-0.0021485604	-0.0527635381	-0.0322060302	0.0178353215	0.0555289501	-0.0013539312	-0.0342503782	-0.1130982898	-0.0437472681	0.0139363804	-0.0820281186	0.0061343785	-0.0863231496	-0.0494315799	0.0573180745	0.0550583591	0.1023139614	0.1014639107	0.1000523871	0.0980872016	-0.028624	-0.0034877999999999	1.2164748839999994e-05	0.000819333376	0.0117155	-0.0147757	0.00013725294025	0.0002183213104899	0.0589345	0.0139622	0.00019494302884	0.00347327529025	0.000122036	9.025999999999991e-06	1.4892785296e-08	8.146867599999982e-11	0.00256123	3.0789999999999724e-05	6.5598991129e-06	9.480240999999831e-10	-0.000368267	0.000224853	5.055887160900003e-08	1.3562058328899998e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
73827.87335783383	-225.13651876671065	50686.45208239346	5450554884.54035	125136.77325439452	-621.663533528641	386465.5489193157	15659212020.521748	75689.90756348512	-97.05680139010656	5728962106.968922	9420.02269607859	86162.27398472691	69916.05824950615	0.8403469999999998	16.448957	0.0448638999999999	0.0238541	0.0132522062	0.0128549364	0.0331164802	-0.0668737115	-0.0524636607	-0.079864028	-0.0434093563	-0.0640011931	-0.0189847726	0.0805752527	-0.0043034881	0.1274845533	0.0536431484	0.0692832328	-0.0055388944	-0.0213934131	0.0147132291	0.0233607408	-0.0779788857	-0.06512611	-0.0072578497	0.1000950067	-0.0044636475	0.0536686235	-0.0728963399	0.0576375885	-0.0215859781	0.0081732392	-0.0306539802	-0.1053875891	-0.0235727334	-0.0249717441	-0.0413364409	-0.0656498968	-0.0818461046	-0.0047561818	0.0272605496	0.0556983608	0.1021738733	0.1009054916	0.0988031726	0.0958842909	-0.0208825	0.0077415	5.993082225000003e-05	0.0004360788062499	-0.0072417999999999	-0.0189572999999999	5.244366723999855e-05	0.0003593792232899	0.0565713	-0.0023632	5.584714240000014e-06	0.0032003119836899	0.000218839	9.6803e-05	4.7890507921e-08	9.370820809e-09	0.00234663	-0.0002145999999999	5.506672356900001e-06	4.6053159999999874e-08	-0.000372902	-4.635000000000012e-06	2.1483225000000117e-11	1.39055901604e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
73805.05876123329	-22.81459660053952	520.5058180453493	5447186698.749099	125081.96160210505	-54.81165228947066	3004.317226701834	15645497118.23048	75485.78866571804	-204.11889776708267	5698104290.485445	41664.52442564875	85943.67569151183	69479.62900246031	0.7750559999999999	15.170953	0.05144166	0.0242875	0.0024433503	0.0043493808	0.0043886008	-0.0439215936	-0.0192630874	-0.0412814256	0.0152323341	-0.0102025966	-0.0135741259	0.0697061729	-0.0561902218	0.1028120086	0.1008780981	0.0930236575	0.0302068654	-0.0081637748	0.0005140554	-0.0248778802	0.0450892062	0.0430742582	-0.0826311421	-0.0711597791	-0.0565759504	0.0143121848	0.0097322431	0.0248135649	0.1222337223	0.0130138956	0.0040451839	-0.0295296109	0.0017939665	-0.0285649883	0.057674093	-0.0916342126	-0.0487908008	-0.0382745281	-0.0026443167	-0.0108534865	0.102005852	0.1002367339	0.0973108962	0.0932621027	-0.0179423	0.0029401999999999	8.644776039999982e-06	0.00032192612929	0.00148241	0.0087242099999998	2.1975394081e-06	7.611184012409824e-05	0.0622692	0.0056978999999999	3.246606440999999e-05	0.0038774532686399	0.000578177	0.000359338	3.3428864332900005e-07	1.2912379824400006e-07	0.00223161	-0.0001150199999999	4.980083192100001e-06	1.3229600399999992e-08	-0.000580131	-0.000207229	4.2943858441000006e-08	3.36551977161e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
73829.79259983002	24.733838596730493	611.762771729115	5450838275.333916	124925.79711574978	-156.16448635526467	24387.346798603645	15606454785.005476	75511.27853409588	25.489868377844687	5701953185.853809	649.7333899198466	85760.51449887388	69670.95402259218	0.7689559999999999	15.051544	0.04751358	0.0227329	0.0056800836	0.0099776905	-0.0042900057	-0.0181590777	-0.0106640834	-0.0087612532	0.0315315741	0.0147113968	0.0592930084	0.0214632378	0.0391704759	-0.0242370401	-0.030716143	0.0717444324	0.0632065367	-0.0541944057	0.029774201	-0.0576018865	-0.0405939163	-0.0881536334	-0.0401319324	-0.0075614942	-0.0452192145	-0.0049976628	0.0281352536	-0.0278743219	-0.050832084	0.0164415671	0.0205330921	0.0233616296	-0.0143180481	-0.0230608083	0.0335783299	-0.0605081652	0.0204113615	0.015401087	0.0473811597	-0.0242224161	0.1018099433	0.0994583687	0.0955792289	0.090232103	-0.0326762	-0.0147339	0.00021708780921	0.00106773404644	0.00488604	0.00340363	2.38733868816e-05	1.1584697176900005e-05	0.068274	0.0060048	3.6057623040000055e-05	0.004661339076	0.000389957	-0.00018822	1.52066461849e-07	3.54267684e-08	0.00234663	0.0001150199999999	5.506672356900001e-06	1.3229600399999992e-08	-0.0007443159999999	-0.0001641849999999	2.695671422496716e-08	5.540063078558511e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
73813.75325892003	-16.03934090999246	257.2604568269578	5448470170.168727	125350.55284288194	424.7557271321566	180417.4277315671	15712761098.016136	75437.21864738397	-74.05988671191153	5690773957.253216	5484.86681978117	85819.70871164133	69442.98269382208	0.704126	13.782559	0.05989886	0.0286762	0.0040186927	0.0115796443	-0.0194868964	-0.0272698255	0.0106770805	-0.0021252699	0.0427859544	0.0067217487	0.0772857677	-0.0077996697	-0.0352503373	0.1312580294	0.0287354475	0.1205612634	-0.001521518	0.0277838863	0.0071675217	-0.0128895378	0.1622545053	-0.0071510641	-0.0531594822	-0.0422889109	0.0161482648	-0.1133877841	0.1022386678	-0.0645936084	-0.0173231249	0.0154540461	0.0145689179	0.0173656555	0.0240513097	0.0128718385	0.0304820696	-0.1552086973	-0.0159754482	0.0293029432	0.0136279866	-0.0659595555	0.1015862008	0.0985712473	0.0936124309	0.0868075413	-0.0401648	-0.0074885999999999	5.607912995999997e-05	0.00161321115904	0.015734	0.01084796	0.000247558756	0.0001176782361616	0.0775242	0.0092502	8.556620004e-05	0.00601000158564	0.000149754	-0.000240203	2.2426260516e-08	5.7697481209000015e-08	0.00273242	0.00038579	7.466119056400001e-06	1.488339241e-07	-0.000724067	2.02489999999e-05	4.100220009959501e-10	5.24273020489e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
73757.23499042346	-56.51826849656936	3194.3146738503046	5440129713.432547	124272.80612521702	-1077.7467176649225	1161537.987437514	15443730342.235777	75506.31676198555	69.0981146015838	5701203870.9613	4774.549441493608	85818.93351456926	69389.9823740479	0.775223	15.174223	0.05360245	0.0295663	0.0073441804	0.0098631132	0.0271449867	0.0176162676	0.0099228179	-0.0117266219	0.0290635564	0.0054092865	0.0946013244	-0.0183978487	-0.056031689	0.0686690225	-0.0617259637	0.0004437139	0.0565905662	-0.007528853	0.033951757	0.0427700369	0.0462245231	0.0291640238	-0.0471636036	0.0576125536	-0.0307545358	0.0126499033	-0.0338949648	-0.0877214248	-0.0619832324	0.0300385514	0.0077948379	0.0168283796	-0.0082072374	0.0364405743	-0.0414063323	-0.1050256266	0.0445191616	0.0265441966	-0.0114662163	-0.0235854168	0.1013346856	0.0975763397	0.0914153405	0.0830033923	-0.0391155	0.0010493	1.1010304900000063e-06	0.0015300223402499	0.0148806	-0.0008534	0.00022143225636	7.282915600000011e-07	0.0592114	-0.0183128	0.00033535864384	0.0035059898899599	0.000218594	6.884e-05	4.778333683599999e-08	4.7389455999999995e-09	0.00234663	-0.00038579	5.506672356900001e-06	1.488339241e-07	-0.000510958	0.0002131089999999	4.541544588099998e-08	2.610780777640001e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
73760.91446758296	3.679477159501402	13.53855216729251	5440672503.0940895	124428.45950995552	155.65338473849988	24227.976180551468	15482441536.02064	75583.24127763792	76.92451565236843	5712826362.033628	5917.381108351475	85797.95858319257	69479.45328961418	0.750962	14.699336	0.01642989	0.0120298	-0.000600142	-0.0025244597	0.0032088983	0.0271665583	0.0126334936	0.0060044018	0.0068620983	0.0143885446	0.0274953249	-0.0256970072	0.0302376509	-0.0832799738	-0.0436661344	0.0017666593	-0.0173613894	0.0124206841	-0.1260091055	-0.0533391052	-0.0773285194	0.0338070803	0.0269580344	0.0385098001	-0.0272922588	-0.0980652188	-0.0087060366	0.0910106109	0.1005084571	0.004031136	0.0056572616	0.0261856899	-0.0113650615	-0.0045484578	0.0101303293	0.0024141714	0.0575720539	-0.0275163606	-0.0586960394	0.0120412778	0.1010554665	0.0964747338	0.0889933628	0.0788362905	-0.035975	0.0031404999999999	9.862740249999984e-06	0.001294200625	0.00330541	-0.01157519	1.09257352681e-05	0.0001339850235361	0.0587636	-0.0004477999999999	2.005248399999984e-07	0.00345316068496	0.000228657	1.0063000000000015e-05	5.2284023649000003e-08	1.0126396900000029e-10	0.00234663	0.0	5.506672356900001e-06	0.0	-0.000495693	1.5265000000000092e-05	2.330202250000028e-10	2.45711550249e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
73818.55863816316	57.64417058019899	3322.8504018790786	5449179599.415933	124934.77039930556	506.3108893500466	256350.7166744352	15608696854.727198	75631.30585732267	48.06457968475297	5720094425.683891	2310.203820271968	85791.82156355574	69848.52983910077	0.728537	14.260385	0.02814461	0.0150035	0.0084012574	0.0136345452	-0.00765129	0.0015567896	0.0127055591	0.0152268197	-0.0136901068	0.0231435931	0.0224241358	-0.001030666	-0.0902488314	-0.1250005952	-0.0021583373	-0.0184868206	-0.0373452353	-0.0342804841	0.0099052269	-0.1137408818	0.029441486	0.1206475916	0.0623768432	0.010766764	0.0501603772	-0.0482283746	-0.040992211	-0.0815278392	-0.061148644	-0.0019870456	0.00434942	0.0079422331	-0.0381760155	-0.0125591299	0.00825772	0.02549789	0.1077727945	-0.0535966327	-0.0495586039	-0.0432439773	0.1007486199	0.0952676342	0.0863524559	0.0743244578	-0.0299041	0.0060709	3.685582681000001e-05	0.00089425519681	-0.0055422	-0.0088476099999999	3.071598084e-05	7.828020271209998e-05	0.0483442	-0.0104194	0.00010856389636	0.0023371616736399	0.000183517	-4.513999999999999e-05	3.3678489289000004e-08	2.0376195999999993e-09	0.00234663	0.0	5.506672356900001e-06	0.0	-0.000506687	-1.0994000000000064e-05	1.2086803600000142e-10	2.56731715969e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
