global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13
73927.00035717133	n/a	n/a	5465201381.80921	124639.97210145868	n/a	n/a	15535122645.452398	76236.7349368126	n/a	5812039753.825823	n/a	87263.90282249112	66262.70332882383	n/a	n/a	n/a	n/a	-0.0589731179	-0.0891859221	0.0413844635	0.0716296511	-0.0456620427	-0.0761014552	0.1287554739	-0.0374185713	-0.029952124	0.0373445184	-0.1239798805	0.0194896789	-0.0763892351	0.0338848418	-0.0518905142	0.0549794829	-0.0463178016	0.0406233297	-0.0434793203	0.1066232915	-0.1922127028	0.0246932538	-0.0582304193	0.0455483498	-0.002360469	0.0111128387	-0.0678253969	0.0772437143	-0.0273947428	0.0923339819	-0.0116313638	0.0487948724	-0.1145678918	0.0530709347	-0.0119291825	0.0329468842	-0.0465341341	0.0435519818	-0.1052516454	0.0421210768	-0.0576988245	0.0332005015	-0.0750114518	-0.0312695318	0.0680256887	-0.0007883176	0.1849434359	-0.0913410657	0.0115008147	-0.0014147711	0.0339947449	-0.0348726169	0.034312103	-0.0157742731	0.1145896667	-0.0020695392	0.0279401829	-0.1571935352	0.022208123	-0.0553461276	0.0108488435	-0.018191977	0.0731519752	-0.0031335344	-0.0337992135	0.102594329	0.1025838106	0.1025662807	0.1025417406	0.0249964	n/a	n/a	0.0006248200129599	-0.0379359	n/a	0.00143913250881	n/a	0.0243654	n/a	n/a	0.00059367271716	0.00253088	n/a	6.4053535744e-06	n/a	0.000206824	n/a	4.277616697600001e-08	n/a	-0.000357048	n/a	n/a	1.27483274304e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
73908.26942276534	-18.73093440599041	350.8479037215153	5462432289.06807	125262.8948394674	622.9227380087104	388032.7375282685	15690792823.563469	76218.19459866751	-18.540338145088757	5809213187.880349	343.74413853423306	87195.65246170071	66401.86257626595	1.066379	17.039059	0.09059192	0.040767	-0.0390681674	-0.0612879671	0.1080479422	0.090845473	-0.0761057888	0.0082272777	0.0518008824	0.0503427328	-0.1376162335	0.0406045423	-0.1265810376	0.098373034	0.0103318793	0.0127687374	0.0690208459	0.057162335	0.0080735799	-0.0655990325	0.0089391703	0.0430128956	-0.0992897543	-0.0088064592	-0.005212528	0.0942901097	0.062957322	0.0677715818	-0.0098962203	-0.0389893376	0.073788363	0.1061896371	0.0195365918	-0.0074251085	-0.0301720276	0.0808187363	0.0162854519	-0.0292258106	0.0428012426	-0.0278213841	0.0432107558	0.1030863308	0.1800867095	0.0291606022	0.0232591525	-0.0430185064	0.0103835521	0.113657664	0.1217768864	0.028239726	0.1065595605	0.0270664772	0.0175804664	-0.0061145042	-0.0688965936	0.0734830394	0.0860705097	-0.0074101182	0.0297676661	-0.0268912104	0.0347942061	0.0194794244	-0.0398959177	-0.1266760596	-0.0312416612	0.0515969982	-0.0045827751	0.1025662807	0.1024716367	0.1023139614	0.1020933517	0.014101	-0.0108953999999999	0.0001187097411599	0.000198838201	-0.0288461	0.0090898	0.00083209748521	8.262446404000004e-05	-0.0080194199999999	-0.0323848199999999	0.0010487765664323	6.43110971363984e-05	0.00217882	-0.0003520599999999	4.747256592400001e-06	1.2394624359999997e-07	0.000151494	-5.533e-05	2.2950432036000004e-08	3.0614089e-09	0.0	0.000357048	1.27483274304e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
73717.76032828724	-190.5090944780968	36293.71507886442	5434308187.818801	125329.25057101328	66.35573154588928	4403.083108990127	15707421048.691832	76155.54858026649	-62.64601840102114	5799667579.56133	3924.523621501079	87501.13450890874	66064.21429107386	1.100483	17.583982	0.091749825	0.0568181	-0.0175558497	-0.0155500851	0.0791939865	0.1427666289	-0.0498962355	0.1211525999	0.0302544694	0.0716396197	-0.0543531111	0.1173335369	-0.0991157939	0.1284296894	-0.029003824	0.1303985322	-0.0134007884	-0.0604121802	0.0359551438	0.0082075354	-0.0451247575	0.0062257828	-0.0915743648	0.0610542154	-0.0382127204	-0.0538013629	-0.0762103865	-0.0670325867	0.0156610299	-0.0494823378	-0.020267321	0.035554198	-0.1074019198	-0.1455456409	-0.0622041102	0.0895653103	-0.0102502299	-0.0056503173	-0.0025167912	0.0938726485	0.0400127297	-0.0765088735	-0.0686673772	-0.0155903594	-0.0721313167	0.0337747649	0.0795511481	0.1812846253	0.0769806593	0.0017963161	-0.0775604534	0.0466760682	0.0487569992	-0.0411386025	0.0134617462	-0.0320366939	0.0134223225	-0.0509374708	0.0348011125	-0.0463063994	-0.0410804315	0.0107281783	0.0209837609	0.1200190652	-0.0096492041	-0.0632645154	-0.0116537664	0.1025101919	0.1022474116	0.1018099433	0.1011985345	0.0176155	0.0035144999999999	1.235171024999999e-05	0.00031030584025	-0.0189823	0.0098637999999999	0.00036032771329	9.729455043999998e-05	0.0317292	0.0397486199999999	0.0015799527919043	0.00100674213264	0.00150179	-0.00067703	2.2553732041e-06	4.583696209000002e-07	5.60659e-05	-9.54281e-05	3.14338514281e-09	9.10652226961e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
73641.63683540425	-76.12349288299447	5794.78616870731	5423090675.797568	124261.2046125545	-1068.045958458781	1140722.1693801354	15440846971.763136	75947.4338250846	-208.11475518188672	5768012704.615605	43311.75132441665	87268.34508388377	65248.17189459845	1.08285	17.302235	0.070169265	0.0430224	-0.0401931046	0.0199996343	-0.0100078536	0.130206661	-0.0169612931	0.0396106749	0.0107408419	-0.0127163019	0.0636604692	0.104380042	-0.0303120405	-0.0049841379	-0.0614202623	0.0674181895	0.1045159133	0.0341475496	0.1129435577	-0.0429525887	0.1051593738	0.131592279	0.1599663798	-0.053407805	-0.0838478249	-0.0363475111	-0.1202142754	0.0436883382	-0.0410444182	-0.0284915281	-0.0490557036	0.125636176	-0.0647508231	0.0035878048	0.0756150368	0.0624800367	0.0980169099	0.0151860711	-0.0474570339	0.0572315327	-0.0343530875	0.0936945191	-0.0741302911	-0.0531417362	-0.1136016481	0.0205268577	0.0494521615	0.073582929	0.0037606535	-0.0756181574	0.0494407236	-0.0371050135	0.0950746196	0.0201173024	-0.111805183	0.0004502205	0.1254513851	0.0530994597	0.0791845139	0.0238498978	-0.1242842782	0.0179031079	0.1425427038	0.1142334167	-0.0543601141	0.0953149675	0.0832164974	0.1024260777	0.1019113804	0.1010554665	0.0998612018	0.0136389	-0.0039765999999999	1.581334755999999e-05	0.00018601959321	-0.0299112	-0.0109288999999999	0.00089467988544	0.0001194408552099	-0.00885427	-0.0405834699999999	0.0016470180372408	7.839809723289999e-05	0.00138206	-0.0001197299999999	1.9100898436000003e-06	1.4335272899999992e-08	6.26078e-05	6.541899999999992e-06	3.919736620839999e-09	4.2796455609999896e-11	-0.000167334	-0.000167334	2.8000667556e-08	2.8000667556e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
73882.56145997545	240.9246245711984	58044.67472477288	5458632887.88705	124223.15831992315	-38.04629263134848	1447.5203829902016	15431393062.976692	75926.18777760152	-21.24604748308775	5764785990.439606	451.3945336536193	87082.69226312722	66019.24040544142	1.005484	16.066057	0.0548508099999999	0.0341712	-0.0210902847	-0.0164071915	0.019124132	0.0586828088	-0.0274782765	-0.0147425468	0.0528849285	-0.0276624768	0.022305025	0.0839324147	0.0241149639	-0.0556398031	-0.0492788413	0.0438954044	0.0764662091	0.0852025372	-0.0286690478	-0.015490772	-0.0003759904	0.0915546796	-0.0675676429	0.0978154979	-0.0578082454	-0.101860729	-0.0409856685	0.0317595311	-0.0753325334	-0.1110092953	0.0500050434	-0.0177335336	-0.0186940365	0.0508916851	-0.0135010161	-0.0320631173	0.0400254229	0.0469429441	-0.0061150421	-0.0588162312	-0.004761188	0.0853534772	-0.0938320724	0.0314765237	0.0240000879	-0.0008708255	0.052664795	-0.0122651029	-0.0069491362	-0.1252580131	0.0569304176	-0.0066992019	0.105742714	-0.0308308952	-0.014681639	0.0476474215	0.0433406997	0.0837812332	-0.0043400463	-0.0049356885	0.0058443089	0.0271348027	0.0209627808	0.012034914	-0.0413001889	-0.0761906878	-0.0551003108	0.1023139614	0.1014639107	0.1000523871	0.0980872016	0.0125992	-0.0010397	1.080976090000002e-06	0.00015873984064	-0.0323759	-0.0024647	0.00104819890081	6.0747460900000014e-06	0.0229646	0.03181887	0.0010124404880769	0.00052737285316	0.00141944	3.737999999999984e-05	2.0148099136e-06	1.3972643999999875e-09	-0.000123229	-0.0001858368	1.5185386441000002e-08	3.453531623423999e-08	0.0	0.000167334	2.8000667556e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
73815.37528172556	-67.18617824988905	4513.9825478258645	5448709627.98198	124164.00739235102	-59.15092757213279	3498.8322326436987	15416700731.727798	75809.2917261527	-116.89605144881352	5747048712.020925	13664.686844323658	86993.07509644206	66185.7719935146	1.032816	16.502775	0.0618758499999999	0.0307727	-0.0123106752	-0.0342600977	0.0030508576	0.0496881865	0.0086592602	-0.0058477536	0.0596292535	0.0059688798	0.0264936383	0.0418235807	0.0683304276	-0.1351852943	-0.0715160166	-0.0324333596	-0.0901487892	0.0526778873	-0.0923105718	-0.0017990119	0.0139921852	-0.1469012204	-0.0907311	0.0494763562	0.0171342053	0.0408927273	0.0376570222	-0.0336825353	0.0125028529	0.0507758364	-0.0294574718	-0.0141651014	-3.65717e-05	0.0326149798	0.1286485419	0.0266981192	0.054622759	-0.0153293603	-0.022211118	0.0865998642	0.0733089475	0.1767131246	0.0162824063	0.1507525179	-0.0897354165	0.0142002026	0.0494934969	-0.0960914256	-0.0309792385	-0.079057714	-0.0307599102	-0.0051115533	0.044745727	0.0237028195	-0.0329188515	-0.0507077698	-0.1489414608	0.0431745131	-0.1094879165	-0.0388756078	0.0330486188	0.02639872	-0.0976960427	-0.0699742654	-0.0130078089	-0.0863712315	0.0573595567	0.1021738733	0.1009054916	0.0988031726	0.0958842909	0.0130334	0.0004342	1.885296400000008e-07	0.00016986951556	-0.0183729	0.0140029999999999	0.00033756345441	0.0001960840089999	0.0232996	0.0003349999999999	1.12224999999999e-07	0.00054287136016	0.00101974	-0.0003996999999999	1.0398696676000002e-06	1.5976008999999985e-07	0.000185641	0.00030887	3.4462580881e-08	9.540067690000005e-08	-0.000233503	-0.000233503	5.4523651009e-08	5.4523651009e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
73679.83144515236	-135.54383657319704	18372.13163298155	5428717561.786063	123540.83248870952	-623.1749036414985	388346.960528591	15262337292.003386	75782.34337325508	-26.948352897627046	5742963567.141937	726.213723895044	86872.09244386933	65505.022567329055	1.012126	16.17219	0.0481692299999999	0.0225933	-0.0164655462	-0.0090946827	-0.0339686612	0.015817195	0.0388297951	-0.0412539353	0.0145278231	0.03160191	0.0719783714	0.0168494249	0.0688114129	-0.0978482687	0.001905569	0.0315061912	-0.0250784811	-0.0444889691	-0.006691512	0.0747203632	0.0400904552	-0.0528626515	-0.0285874841	-0.0646568447	-0.1170849581	-0.0239698471	0.1694549015	0.0175968747	-0.0575143015	0.1045695282	0.0440591561	-0.1015780728	-0.0098993899	-0.0423820464	-0.0477862813	0.0393701444	0.0012037855	0.0052087686	0.0495876559	0.017681158	-0.0329343996	-0.0815230878	0.0026454104	0.1314769815	0.0324937661	0.0136044042	0.0267189716	-0.1046160577	-0.0793756823	0.0181517334	-0.0543328519	2.77065e-05	0.0215095796	0.0388088904	-0.0120156911	-0.0334783842	0.040446991	-0.0451892314	-0.0628626559	-0.0095810681	0.0911497442	0.0170743462	0.0004264963	0.0111758839	0.0812074137	0.0093714467	-0.1535324272	0.102005852	0.1002367339	0.0973108962	0.0932621027	0.01529	0.0022565999999999	5.092243559999996e-06	0.0002337841	-0.00438232	0.01399058	1.9204728582400003e-05	0.0001957363287364	0.0311814	0.0078818	6.212277124000002e-05	0.00097227970596	0.00120493	0.00018519	1.4518563049000002e-06	3.42953361e-08	-3.9794e-05	-0.000225435	1.583562436e-09	5.0820939225000015e-08	-0.000303683	-7.018000000000001e-05	4.9252324000000016e-09	9.222336448900001e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
73635.5927494843	-44.23869566805661	1957.0621944109305	5422200519.567905	124234.42713416216	693.594645452642	481073.53220057616	15434192885.353449	75815.79759544205	33.45422218697786	5748035165.033037	1119.1849821356816	86837.6605118367	64625.8710584728	1.141214	18.234804	0.0684711	0.0343105	-0.054046989	-0.0195221897	-0.1302649746	-0.0421700371	-0.014363006	-0.0097876595	-0.0158381872	0.0507369277	0.023965295	-0.0478148265	0.0653190899	-0.0859081397	0.0261636935	0.0372525369	-0.0103604413	-0.0195788233	-0.1130801731	0.0418310102	-0.0382748852	0.0026441483	0.0121585951	0.0180068604	-0.0540822188	0.0024180326	-0.0165898925	-0.053804515	0.0149006149	0.0043728129	0.0027813781	-0.0917523501	-0.0179069473	-0.0325491289	-0.1441651445	-0.1211426311	-0.0280786354	-0.0805339315	-0.1145929487	0.1614710931	-0.0565977085	-0.0505986929	-0.0041528041	-0.0474576794	0.056965758	-0.023904855	0.0173972346	-0.05660358	-0.087332216	0.0147377835	-0.0159700141	-0.0085436403	0.0281114401	0.0187924979	0.0451665546	0.0481258788	-0.0037778433	0.052234118	-0.0800770372	0.0137897495	0.0248593225	-0.013268354	-0.0714969584	0.0401727272	-0.0382425663	-0.067139321	0.0077027447	0.1018099433	0.0994583687	0.0955792289	0.090232103	0.00543014	-0.00985986	9.72168392196e-05	2.94864204196e-05	-0.0267075	-0.02232518	0.0007132905562499	0.0004984136620324	0.049894	0.0187126	0.00035016139876	0.002489411236	0.00120255	-2.380000000000177e-06	1.4461265024999995e-06	5.664400000000843e-12	6.85812e-05	0.0001083752	4.70338099344e-09	1.174518397504e-08	-0.000544397	-0.0002407139999999	5.7943229795999975e-08	2.96368093609e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
73938.05806409926	302.4653146149504	91485.26654512087	5466836430.290113	124080.67894777824	-153.74818638392026	23638.50481634468	15396014888.14162	76074.87404822336	259.0764527813008	5787386461.453048	67120.60838574157	86868.82047728408	65449.60597634972	1.264886	20.21089	0.09979035	0.0475736	-0.0952986657	-0.0383914278	-0.021324153	0.016388451	-0.0579270796	-0.1025099381	0.0410020658	-0.0335219308	0.0478375058	-0.0499352151	-0.0634012533	-0.095343282	-0.0656727606	-0.004227871	-0.0486400024	0.0601486038	-0.0167467142	-0.0246228493	-0.0180254881	0.1108671046	0.0943017876	-0.040822331	-0.004131643	-0.0146198659	0.0300953421	0.0132965079	0.0661231006	-0.081869884	-0.1000355195	0.0650794686	0.051774613	0.030498633	-0.0203197794	-0.0175932121	-0.0559793865	-0.0552803103	-0.0427490109	0.0539147481	0.0287296497	-0.104349753	0.0850669209	-0.0461834879	0.2279484587	-0.0771421709	0.0564780728	-0.1064146505	0.037674425	-0.0108001064	-0.032091193	-0.1079186412	0.0155953547	-0.0414676511	0.0689479461	0.0108627503	0.0095839278	-0.0011005243	0.0021164429	0.0870170027	0.0114298412	0.0456474946	0.1144487623	-0.1146170434	-0.0099494565	-0.0077399531	0.1322357113	0.1015862008	0.0985712473	0.0936124309	0.0868075413	0.0172443	0.01181416	0.0001395743765056	0.00029736588249	-0.0266846	2.289999999999931e-05	0.00071206787716	5.244099999999683e-10	0.0652499	0.0153558999999999	0.0002358036648099	0.00425754945001	0.00194897	0.00074642	3.7984840609e-06	5.571428164e-07	0.000348456	0.0002798748	1.2142158393600006e-07	7.832990367504e-08	-0.00097005	-0.000425653	1.8118047640900001e-07	9.409970025e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
74223.36876139592	285.3106972966634	81402.19399190831	5509108470.290164	124783.5471832174	702.8682354391494	494023.7563893436	15570933647.626242	76123.21233872673	48.33829050337954	5794743456.766878	2336.5903287891124	86961.38877248002	67088.95816557998	1.186691	18.961456	0.0889773999999999	0.0433265	-0.0379554692	-0.1184640242	0.048440536	-0.0117112513	-0.042309185	-0.0552540963	0.0497737522	0.0457876158	-0.0882204946	0.0248096676	-0.0959718195	-0.0195156538	-0.0092977214	-0.0636828481	-0.0355963186	0.0462945527	0.0168550127	-0.0947712547	-0.020617957	0.0635564491	-0.0231581419	-0.0729930091	0.1256932979	0.017157446	0.0463047081	-0.0070471782	-0.0219507346	-0.0716173847	0.0052872729	-0.0716948703	-0.0008378409	0.0294934315	0.12445305	0.0301710039	0.0530229483	0.0436127962	-0.1308488858	-0.1135984424	0.1256403729	0.0178378436	-0.014404665	-0.0449295499	0.1494324713	-0.0568540854	0.0193713492	-0.0325892809	0.1106044455	0.009631221	-0.0395107631	-0.0395855162	-0.0127561863	-0.0323784598	0.0157447494	0.0808217997	-0.0179686921	0.0037654144	-0.0072645448	-0.0741852785	-0.0839045141	0.1154870871	-0.0341537049	-0.0522491209	-0.0011942997	0.0241360793	-0.0757788172	0.1013346856	0.0975763397	0.0914153405	0.0830033923	0.0131623	-0.004082	1.6662724000000005e-05	0.00017324614129	-0.0266843	2.999999999982184e-07	0.00071205186649	8.999999999893103e-14	0.0353054	-0.0299445	0.00089667308025	0.00124647126916	0.00144338	-0.00050559	2.0833458244e-06	2.556212481e-07	0.000166677	-0.000181779	2.7781222329e-08	3.3043604841000015e-08	-0.000558407	0.0004116429999999	1.6944995944899997e-07	3.11818377649e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
