global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	cosine00	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2
73797.61140324637	n/a	n/a	5446087448.824558	128467.40012836794	n/a	n/a	16503872895.742191	76525.16670556898	n/a	5856101139.315123	n/a	87796.47930127392	72375.07260376666	n/a	n/a	n/a	n/a	-0.0355166924	0.2055523624	-0.0896663442	0.2020905863	-0.2902129662	-0.3312370745	-0.3506216416	0.1038861738	-0.0151521013	-0.3930643858	0.1948904576	-0.2322997259	-0.2369468113	0.089567894	-0.0898663951	0.0678255773	0.2056500199	-0.1276577431	0.0128934228	-0.125286781	0.1547479778	-0.0715481932	0.0173926225	-0.2138999321	0.1050581412	-0.0125399645	0.1304736693	-0.0642464558	0.0414426977	-0.0274221371	-0.0180315657	-0.1150827123	0.027982716	-0.0770783007	-0.3835835977	-0.0332699895	0.0525743614	-0.0242545079	0.2218972784	-0.1873529187	0.0071649949	-0.0810442127	0.0552051494	-0.3751667444	0.0241281553	-0.2070237243	0.0908393011	-0.0134431574	0.2653580175	-0.1989894313	0.0392452921	-0.0194567544	-0.096794248	0.1490484942	0.0472819	n/a	n/a	0.00223557806761	0.0339204	n/a	0.00115059353616	n/a	0.0514437	n/a	n/a	0.00264645426969	-0.00145891	n/a	2.1284183881e-06	n/a	0.000192398	n/a	3.7016990404e-08	n/a	-0.000965324	n/a	n/a	9.31850424976e-07
73545.97948583063	-251.6319174157397	63318.62186232166	5409011098.530219	126828.86928555652	-1638.5308428114222	2684783.3228443097	16085562084.25278	76197.82065575571	-327.34604981326265	5806107872.686712	107155.43632834704	87184.77464984516	70644.32116602665	1.446385	21.446894	0.13868508	0.0628133	-0.1129373791	0.1199270603	-0.1937684911	-0.1111758346	-0.2601258717	-0.0564136123	-0.3418806946	-0.0047194413	-0.2842634695	-0.1850831419	0.2087945321	0.1106906606	-0.1781854349	0.1455873298	-0.1571768093	0.0428705339	0.0652483737	-0.1716674227	0.0493203229	-0.0830705712	-0.0238309779	-0.0927306184	-0.192609477	0.1145860378	-0.0366012998	0.0636554838	0.1528825941	-0.0817215669	0.0585051817	-0.1010026943	0.1325852354	0.2103036426	-0.1399630496	-0.1704873101	-0.1121400891	-0.1667950081	0.2171754508	0.1568693033	0.1925428163	-0.1189776598	-0.0752214837	-0.119548259	-0.0512698491	-0.2711992581	-0.1283473515	-0.1387096646	0.0735413541	0.1671160178	-0.0329441888	-0.1240534364	-0.1159186479	-0.1382873318	-0.0546719824	0.1488669016	0.0367735	-0.0105084	0.00011042647056	0.00135229030225	0.00681232	-0.02710808	4.64077037824e-05	0.0007348480012864	0.075519	0.0240753	0.00057962007009	0.005703119361	-0.00125967	0.0001992399999999	1.5867685089e-06	3.969657759999993e-08	0.000953618	0.00076122	9.09387289924e-07	5.794558884000001e-07	-0.00154473	-0.000579406	3.35711312836e-07	2.3861907729e-06
73697.63844344155	151.65895761092543	23000.43942363248	5431341912.140234	126659.74715658127	-169.12212897524296	28602.294509118718	16042691549.769098	76220.58705651361	22.76640075790056	5809577891.239571	518.309003469335	86888.7647804054	70069.53905891375	1.231466	18.260086	0.10198732	0.0489684	-0.1643535136	0.0327249148	-0.1783575278	-0.0865327467	-0.1110318193	0.0510581276	-0.1076320197	-0.112408252	-0.1879118124	-0.2470187349	-0.0983360565	0.1777369917	0.0291806398	-0.0243652237	-0.1195311721	-0.0402145471	0.1531824496	0.0937255169	0.0008106632	0.045301852	-0.0534323025	-0.0931352136	-0.1654179688	-0.1367436833	-0.0020187101	-0.0288909129	-0.0646941567	0.0178058043	-0.1773973791	0.0447422823	0.0676713984	-0.0321498137	-0.007762709	0.1727103457	0.0749030585	-0.0819819036	0.0519608003	0.1887515712	0.1440068331	-0.2529642839	-0.0331399501	0.0098458585	0.0451067847	0.0578536578	0.1359420733	-0.0263738904	0.0368755637	-0.0486984641	-0.2266965164	-0.0636138237	-0.0617149025	0.0483933239	-0.0993069324	0.1485039376	0.02978	-0.0069935	4.890904225e-05	0.0008868484	-0.0232687	-0.03008102	0.00054143239969	0.0009048677642404	0.0836246999999999	0.0081056999999998	6.570237248999832e-05	0.0069930904500899	-0.00162833	-0.00036866	2.6514585889000005e-06	1.3591019560000002e-07	0.00121284	0.0002592219999999	1.4709808656e-06	6.719604528399996e-08	-0.00205299	-0.00050826	2.5832822760000017e-07	4.214767940100001e-06
73681.02239122169	-16.616052219862468	276.0931913731964	5428893060.615712	125705.6511704947	-954.0959860865696	910299.1506665036	15801910736.198095	76257.13994535369	36.55288884007314	5815151392.645257	1336.1136825547433	87001.50270974099	70206.82967701713	1.164957	17.273905	0.13991663	0.0679432	-0.1591850183	-0.0815747668	-0.1731860504	-0.0594413629	-0.1673721818	0.1477271918	-0.2133822178	0.1185631924	0.0140313974	-0.0665797397	-0.2554069968	0.1681619086	0.0918396178	-0.0874828625	-0.0560116051	-0.0233042936	0.0904117542	0.0132449143	0.0269345462	0.0802009477	-0.0055856295	-0.0997075128	-0.0026635402	0.0138175704	-0.0082762613	0.0444125928	0.0112259033	0.0962168814	0.0928935407	0.1573976347	0.0083011066	-0.1106641122	0.0005500058	-0.0150823079	0.0109433444	-0.2218122993	0.0451655991	0.0036607568	-0.1440488791	-0.1665629628	-0.1570053031	-0.1310102162	0.1921035579	0.0250106736	0.0481400076	-0.0500298445	-0.0376981953	-0.0795424485	-0.0965582753	0.028789372	0.0312578663	0.0628439468	-0.0497180065	0.1479600444	0.0186614	-0.0111186	0.00012362326596	0.00034824784996	-0.0086380699999999	0.0146306300000001	7.461625332489828e-05	0.0002140553341969	0.040623	-0.0430016999999999	0.0018491462028899	0.001650228129	-0.00133067	0.00029766	1.7706826488999998e-06	8.860147560000009e-08	0.000960426	-0.0002524139999999	9.22418101476e-07	6.371282739599999e-08	-0.00117975	0.00087324	7.625480976000003e-07	1.3918100625e-06
73867.87881770932	186.85642648763317	34915.32411972825	5456463521.02779	127006.09438493816	1300.443214443454	1691152.5539920237	16130548010.91582	76444.89206667399	187.75212132029992	5843821523.085436	35250.85906027262	87103.093774634	71848.7955256058	1.332293	19.755152	0.0675926299999999	0.0416385	0.0979712609	-0.0925006498	-0.1719555993	-0.1203256453	-0.1551708851	0.0562057576	0.0038701838	0.0505722579	-0.1595181654	-0.1443968266	-0.0634835039	0.0037878353	0.1596601818	0.0076008637	-0.3231549894	0.0267175258	0.0849419374	-0.0566640483	0.2434208201	0.0362994053	0.0534678967	-0.0084469422	0.0788336198	-0.1431609259	-0.0432870925	-0.0305164354	-0.1257664411	0.0957281781	0.1017126134	-0.1074010838	0.1809164907	-0.1014900367	-0.0872254033	-0.0208333819	0.0749587628	0.0206056413	0.0328841048	-0.0259880726	0.1076517002	-0.2193039874	-0.1401297005	-0.2562753628	-0.0238017839	0.0548002631	0.0039462783	-0.0789866744	0.0472249096	-0.2205938109	0.0331231843	0.202625103	-0.0446105861	-0.0706016969	0.2104633727	0.1472358847	0.0110418	-0.0076196	5.805830416000004e-05	0.0001219213472399	-0.0179357	-0.00929763	0.0003216893344899	8.644592361690182e-05	0.0435462	0.0029232	8.545098240000004e-06	0.00189627153444	-0.00148497	-0.0001543	2.2051359009e-06	2.3808490000000005e-08	0.00170967	0.0007492439999999	2.9229715089e-06	5.613665715359999e-07	-0.00123125	-5.1499999999999897e-05	2.652249999999989e-09	1.5159765624999998e-06
73874.69136441803	6.812546708708396	46.4107926583336	5457470024.18802	128185.8054673697	1179.711082431546	1391718.2380118098	16431600723.318348	76481.57429426626	36.68222759227501	5849431206.52937	1345.5858211314624	87288.29131475225	71716.71285821086	1.204669	17.862745	0.12907822	0.0647744	0.0811770194	0.128779255	-0.1158804096	-0.1482367386	0.0328160393	-0.0777664377	0.1289666149	-0.2516512777	-0.0697237762	-0.3002921181	-0.0365338643	-0.0913106565	0.0115719626	0.016318023	-0.1816776638	0.2453233052	0.2087506913	-0.1001039187	0.0079901531	0.0398136135	0.0095686654	-0.2211386867	-0.0402036415	0.0519059377	0.0744609489	0.0513894014	-0.1758355135	-0.016512192	0.1302155891	-0.1263785281	-0.0171526693	-0.0123843224	-0.0765604978	0.0920052435	-0.0128061666	0.1765279866	-0.0311776949	0.1456192923	0.2048422454	-0.1704013496	-0.2122121619	-0.0935037014	0.1066916505	-0.0295659328	-0.0106104586	0.1845560635	-0.0644710763	-0.0078501029	-0.1068491486	0.1524298415	0.0398377254	0.0895029836	0.178102506	0.1463323407	0.0248271	0.0137853	0.00019003449609	0.00061638489441	-0.00351178	0.01442392	1.23325987684e-05	0.0002080494681664	0.0944437	0.0508975	0.00259055550625	0.00891961246969	-0.00199066	-0.00050569	3.9627272356e-06	2.557223761000001e-07	0.00149759	-0.0002120799999999	2.2427758081e-06	4.4977926399999964e-08	-0.00151291	-0.00028166	7.93323556e-08	2.2888966681e-06
73929.36528394595	54.67391952792241	2989.2374765457357	5465551051.287113	127092.3550753644	-1093.4503920053105	1195633.7597765666	16152466718.6025	76463.74306623462	-17.831228031645878	5846704003.699142	317.95269311655375	87453.87817690738	71455.33443237994	1.216457	18.037539	0.0813344599999999	0.0385811	-0.0413824386	0.1173965919	-0.0626781539	-0.1308050209	-0.0176051301	0.0326494233	-0.0322278973	-0.0674218373	0.2054429148	-0.1040037633	-0.0437337832	-0.1248236793	-0.1462378883	-0.0449730171	-0.005034336	-0.0266557549	0.2410648798	0.076415809	-0.2028403503	0.0905045112	0.0232303881	-0.0218105811	-0.1760231099	-0.0101230709	-0.0410775149	-0.0013184362	-0.1252587892	0.1588364193	-0.0956141027	-0.0309010521	-0.0377925826	0.0609202819	0.0651606828	-0.0157511344	-0.159887802	-0.0065695642	-0.2794367039	0.0905995872	-0.0158085171	-0.1268264272	-0.0099233002	-0.1757541151	-0.0134639769	0.0686939533	0.1001538456	0.0901666759	-0.1486288478	0.1916763247	-0.0940277408	0.0739122086	0.1473799619	-0.1408552592	-0.0650503246	0.1452505133	0.0133056	-0.0115215	0.00013274496225	0.00017703899136	-0.00347922	3.2560000000000054e-05	1.21049718084e-05	1.0601536000000035e-09	0.0799562999999999	-0.0144874000000001	0.00020988475876	0.0063930099096899	-0.00177126	0.0002194	3.1373619876e-06	4.813636000000002e-08	0.00192028	0.0004226899999999	3.6874752784e-06	1.786668360999999e-07	-0.00104914	0.0004637699999999	2.150826128999999e-07	1.1006947396000002e-06
74064.30466688295	134.93938293699466	18208.637067416887	5485521225.788859	127116.59186589002	24.23679052562511	587.4220149830311	16158627927.599257	76430.40844683656	-33.3346193980542	5841607335.3502655	1111.1968504131314	87328.14551133165	71937.73863270215	1.157825	17.168148	0.13409359	0.0763437	-0.0861086506	0.0448390935	0.0167272246	-0.0375995651	-0.0079547124	0.0343206187	-0.0138780673	-0.0198751335	0.1204741468	0.0192833853	0.1044918283	-0.0381921919	-0.0382268917	-0.0499298323	-0.0909189567	-0.0263587984	0.0069329645	0.1033927968	0.0682417105	0.0376689388	-0.1372539018	-0.1223798779	0.0486842984	-0.0494957196	-0.274139107	0.0005667724	0.0684820682	-0.0054017417	0.0159346175	0.0207315199	0.0177484458	-0.056914903	-0.118910385	0.0966846354	-0.0567201197	-0.1062998643	-0.0313848133	-0.0308733578	0.0300593737	0.0222845642	-0.2385803663	-0.1547401932	-0.0336952288	0.1170381427	-0.1039952897	0.1588761326	-0.0299751341	-0.0413595996	-0.0625753993	0.1334442988	0.0678309943	0.0277166249	-0.0894870505	0.1439917206	0.00954729	-0.00375831	1.4124894056100006e-05	9.11507463441e-05	-0.0205148	-0.01703558	0.00042085701904	0.0002902109859364	0.0174826	-0.0624736999999998	0.0039029631916899	0.00030564130276	-0.0011314	0.0006398599999999	1.2800659600000002e-06	4.094208195999999e-07	0.00173796	-0.0001823199999999	3.0205049616e-06	3.324058239999997e-08	-0.0008547999999999	0.0001943400000001	3.776803560003889e-08	7.30683039999829e-07
74008.52006363451	-55.784603248437634	3111.9219595855984	5477261042.009392	127488.02200888914	371.4301429991174	137960.35112834477	16253195755.739	76327.25531359842	-103.15313323814188	5825849903.707238	10640.568896845853	87010.48596389357	71369.19971944518	1.118465	16.584517	0.09486649	0.047224	-0.0962714424	-0.0473920685	-0.0479464117	0.0333268516	0.0334297512	0.0283890693	0.0723921647	-0.0503911331	-0.1016752013	-0.0355857577	0.1125476475	0.0649519033	0.0506120974	-0.0465906342	-0.2107360305	0.0525104238	0.0094583425	-0.0683012005	0.1035737766	-0.2501070764	-0.0618848107	0.2690836565	-0.0838513546	0.0327979968	-0.0193754223	-0.0719207468	-0.1021362861	0.0488669611	0.0948188621	0.0498138819	-0.1594924212	-0.0885276721	-0.0794057384	-0.120068515	0.0928056	-0.0115706059	0.0737990468	-0.0002452144	0.1748975691	-0.1199037526	-0.0625654081	0.1188166071	-0.1365161879	0.116017339	0.1040022964	0.1256146835	0.0998675259	0.0292281326	0.1613895029	0.088246846	-0.0594373384	-0.0926349439	-0.1033439062	0.1425574961	0.030377	0.02082971	0.0004338768186841	0.000922762129	-0.00348392	0.0170308799999999	1.2137698566400002e-05	0.0002900508735743	0.0518868	0.0344041999999999	0.0011836489776399	0.0026922400142399	-0.00134008	-0.0002086799999999	1.7958144064e-06	4.3547342399999976e-08	0.00152043	-0.00021753	2.3117073848999995e-06	4.7319300900000027e-08	-0.000880624	-2.5824000000099996e-05	6.668789760051643e-10	7.75498629376e-07
73871.33095136198	-137.18911227253557	18820.852526126368	5456973536.52565	127277.791043231	-210.23096565813464	44197.0589215518	16199636092.844374	76306.72724901143	-20.528064586993423	5822716623.455023	421.4014356877735	87141.69923458615	71441.08553556453	1.259199	18.671309	0.11817077	0.0536611	0.0361482618	-0.0987523527	-0.1492000787	0.1043934105	-0.0392967783	-0.0155558246	0.0068170105	0.1447358882	0.0558695422	0.0807065026	-0.0636329442	0.0622739297	-0.0363490625	-0.0127294635	-0.0507121496	-0.0353645204	-0.0938983912	0.010836095	0.1358013765	0.0552435047	0.1075834478	0.0207508439	0.0684015408	-0.0323456179	-0.1396653403	-0.1836297818	0.0445960822	0.0327422435	-0.091296283	0.031887422	0.0618529206	-0.0029204178	0.1146133851	0.0297668525	-0.0257229643	-0.033982098	0.0909952092	-0.1193314445	-0.119792141	-0.0783695758	0.0421544567	-0.0427736996	0.0171522879	0.1247313044	0.2039324476	0.0665763324	0.0749581183	-0.1109937973	0.0293287617	0.0555789975	0.0646973729	-0.1036513144	0.0458379086	0.1409495873	0.0221053	-0.0082717	6.842102089e-05	0.00048864428809	0.0113675	0.0148514199999999	0.0001292200562499	0.0002205646760163	0.0099372	-0.0419496	0.0017597689401599	9.874794384e-05	-0.00168264	-0.00034256	2.8312773696e-06	1.173473536e-07	0.00101237	-0.0005080599999999	1.0248930169e-06	2.5812496359999985e-07	-0.000669283	0.0002113409999999	4.466501828099999e-08	4.47939734089e-07
