global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29
72699.57289680278	n/a	n/a	5285227899.377542	125291.33286098667	n/a	n/a	15697918090.08256	76005.43249189916	n/a	5776825768.280641	n/a	86094.36544433153	70295.32970086698	n/a	n/a	n/a	n/a	-0.0324653166	-0.0655824841	0.0883551779	-0.2965218263	-0.0020086357	-0.1162059225	-0.2663711339	-0.2252050246	-0.3537945636	-0.0058395991	0.0751523362	-0.1899969376	0.1151071363	-0.1017299135	0.2558665981	-0.0264310646	0.1298532194	-0.0435091886	0.0811050386	-0.0018627468	0.1445765868	-0.0258309112	0.0903973222	-0.0093886065	-0.0011876173	0.1434331046	-0.0492166462	0.0967763001	-0.0213197437	0.0109809067	-0.0193366819	0.0220360317	-0.1364766975	-0.3178592295	-0.0155590393	0.0352394174	-0.0575502961	0.157213853	-0.0343571898	0.0998649614	-0.2940234821	0.2045443958	-0.2819778503	0.0447725047	0.1162033668	0.102594329	0.1025838106	0.1025662807	0.1025417406	-0.105102	n/a	n/a	0.011046430404	-0.475331	n/a	0.225939559561	n/a	-1.36205	n/a	n/a	1.8551802025	0.000972817	n/a	9.46372915489e-07	n/a	0.0114935	n/a	0.00013210054225	n/a	0.00163197	n/a	n/a	2.6633260809e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
73543.11651359046	843.543616787676	711565.8334232336	5408589986.531542	129460.89764873798	4169.564787751311	17385270.519255634	16760124020.017012	76253.54268041521	248.11018851604604	5814602771.313904	61558.6656454679	86689.75493133186	70948.18089170154	2.879588	60.206585	1.17887685	0.502825	-0.0358101855	0.0593222902	-0.0657648952	-0.2458533994	0.1410510566	0.0224990535	-0.1581456097	-0.1939926516	-0.3145877185	-0.0116779384	0.1010246055	-0.1356386046	-0.0098664377	0.0909368882	-0.0682740606	-0.0855764499	0.0445118614	0.0514741851	-0.0415230445	-0.0383759439	-0.0562519787	0.0410722296	0.0907051941	-0.0982427283	-0.0084497658	-0.0722990626	-0.0079136867	0.0962571342	0.0557261726	-0.2055041437	-0.0154120094	-0.0281417778	-0.1449487744	-0.2619616286	0.0116216934	0.323630929	-0.0359141454	0.0779708465	-0.1072716742	0.1359934849	-0.0545466194	0.0825809386	-0.0757796345	-0.0645771332	0.0803359825	0.1025662807	0.1024716367	0.1023139614	0.1020933517	0.0560892	0.1611912	0.02598260295744	0.0031459983566399	-0.375847	0.099484	0.141260967409	0.009897066256	-1.0984	0.2636499999999999	0.0695113224999999	1.2064825600000002	0.00620498	0.005232163	3.85017768004e-05	2.7375529658569e-05	0.00655189	-0.00494161	4.2927262572100006e-05	2.44195093921e-05	-0.00128529	-0.0029172599999999	8.510405907599999e-06	1.6519703840999998e-06	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
73937.16572324838	394.04920965792553	155274.77963203576	5466704475.187096	131935.03171437938	2474.134065641396	6121339.374767223	17406852593.474293	76978.75411220343	725.2114317882224	5925728584.667077	525931.6207963235	88305.14571688685	67410.54742514493	3.499246	73.16243	1.4631138	1.00912	-0.0034101987	-0.0849050171	-0.0951260608	0.0118273418	0.2415973596	-0.0399786553	0.0677699627	0.0910031196	-0.1253938613	-0.0808331673	0.2084721324	0.1132907897	-0.1075614131	-0.0992658295	-0.0204040104	0.0957642	0.0675454712	-0.0192160004	0.0089203405	0.1119774363	-0.2033413428	0.0914565884	-0.0848844442	-0.0354997337	-0.1107622061	-0.1728820601	0.0130918827	-0.0279114193	0.0279789114	-0.0491539578	0.1157453479	0.0926141558	0.0443681642	0.0098306619	0.2358619828	0.2669049722	0.1095737605	-0.0915948545	-0.0676193794	-0.0693778532	-0.1850997254	0.0009404328	-0.0151047183	0.0264183681	0.2886972077	0.1025101919	0.1022474116	0.1018099433	0.1011985345	0.10126	0.0451708	0.00204040117264	0.0102535876	-0.28496	0.090887	0.0812022016	0.0082604467689999	-0.135334	0.963066	0.927496120356	0.018315291556	0.00384158	-0.0023634	1.47577368964e-05	5.58565956e-06	0.00322077	-0.00333112	1.03733593929e-05	1.1096360454400005e-05	-0.00287057	-0.00158528	2.5131126784e-06	8.240172124899998e-06	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
75088.68021625542	1151.5144930070385	1325985.6276052564	5638309896.619068	132974.2181012347	1039.1863868553191	1079908.346625413	17682142679.634735	77376.33199692443	397.5778847210022	5987096753.298272	158068.1744192265	87436.65220613143	72236.53930222179	4.270428	89.286339	0.5572796999999999	0.284289	0.0335479793	-0.3238054201	-0.2996835082	0.0446257892	-0.2367828283	0.4290755753	0.197547173	0.1003491516	0.0779009056	0.1378740997	-0.0349433714	-0.3981808606	0.1825685469	0.2505861693	-0.088124918	0.3289776292	0.1934113423	-0.1194617026	-0.0764623893	0.0629632223	0.0126134655	0.0672061915	-0.0180053985	-0.0648157843	-0.0814318483	-0.029366059	-0.0193501063	-0.0820075212	-0.0365887597	-0.0775052887	-0.0493740496	-0.0003794251	0.0040920681	0.3407664531	-0.2647053916	0.3146632763	-0.0240063731	-0.0546655008	-0.1949822	0.2805329765	0.0736256327	-0.3975113201	-0.2561746155	0.1894970102	-0.0550393868	0.1024260777	0.1019113804	0.1010554665	0.0998612018	0.22336	0.1221	0.01490841	0.0498896896	-0.292197	-0.0072369999999999	0.0853790868089999	5.2374168999999904e-05	-0.0648148	0.0705192	0.00497295756864	0.00420095829904	0.0084280599999999	0.0045864799999999	7.103219536359833e-05	2.103579879039909e-05	0.00291129	-0.00030948	8.4756094641e-06	9.57778704e-08	-0.00512308	-0.00225251	5.073801300100002e-06	2.6245948686400003e-05	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
73277.11402706981	-1811.5661891856143	3281772.057800489	5369535440.136191	126034.27262142157	-6939.945479813134	48162843.26277874	15884637875.210814	76330.83836775045	-1045.4936291739868	5826396885.923644	1093056.928643394	85890.80777333165	71318.74110764723	4.635113	96.911186	1.9008327	1.29342	-0.0410895572	0.0506764351	0.077539192	-0.32922862	0.0718721993	-0.0888347409	-0.1301327336	-0.2422138013	-0.404243332	0.0462361495	0.0610699718	-0.0733386417	-0.0887509665	0.1913974507	-0.0124675915	-0.0639293742	0.0128027162	-0.0161013257	0.0157336554	0.0214789908	-0.1119421605	-0.0723830732	-0.1479033285	0.1762521888	0.0008641933	-0.0476908643	0.0698850654	-0.0499673699	0.0222849763	0.1661882756	0.0060736152	0.0326231981	-0.2462639031	-0.3419982375	-0.0336545632	0.1343004983	0.1431055021	0.1436561452	0.0565980993	0.0872876529	-0.0132789778	0.0773808581	-0.2074142795	-0.0552559142	-0.1379996963	0.1023139614	0.1014639107	0.1000523871	0.0980872016	0.307911	0.0845509999999999	0.0071488716009999	0.0948091839209999	-0.307524	-0.015327	0.094571010576	0.000234916929	-1.31186	-1.2470452	1.5551217308430405	1.7209766596	0.00597009	-0.0024579699999999	3.56419746081e-05	6.041616520899511e-06	0.00985997	0.0069486799999999	9.72190084009e-05	4.828415374239998e-05	-0.00679462	-0.00167154	2.7940459716e-06	4.6166860944400005e-05	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
74060.41626120072	783.3022341309115	613562.3899944774	5484945256.782324	131615.96400718423	5581.691385762664	31155278.72589713	17322761981.540413	77008.46924428822	677.6308765377762	5930304335.348485	459183.6048373549	88060.09441692074	65976.51044143055	3.955343	82.698524	3.0459868	1.85917	0.0119690517	-0.0238732236	-0.0820482871	0.0894697649	0.1763642026	0.1093749916	0.1207750188	0.0949754073	0.0267100785	0.0697396959	0.0579612779	0.1610124418	0.0150785845	0.1357219616	-0.0426015101	-0.0122554143	0.1424682944	-0.0582931387	0.030650801	-0.0270779808	-0.001656944	-0.1644220291	0.1110764709	0.0710084765	-0.2080208448	-0.0210966396	0.1178109586	0.0699859484	0.0098681565	0.0732185149	0.0287425068	0.0645340938	0.0445413632	0.1798234999	0.0942866683	0.050384517	0.0601980159	0.0796731085	0.2540735843	-0.1886392294	0.2263892034	0.041003027	-0.2957126942	-0.1134116426	0.2021128543	0.1021738733	0.1009054916	0.0988031726	0.0958842909	0.136206	-0.171705	0.029482607025	0.0185520744359999	-0.0432657	0.2642583	0.0018719207964899	0.06983244911889	0.413615	1.725475	2.977263975625	0.171077368225	0.00117537	-0.00479472	1.3814946369e-06	2.29893398784e-05	0.00180901	-0.00805096	3.2725171801e-06	6.481795692159998e-05	-0.00194933	0.00484529	2.3476835184100003e-05	3.7998874489e-06	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
72641.47163527492	-1418.9446259257966	2013403.8514436989	5276783401.338451	125799.22245137674	-5816.741555807486	33834482.3270577	15825444369.37097	76586.17019304702	-422.2990512412071	5865441464.838363	178336.4886792236	86139.21510310806	59737.2328653465	3.057808	63.932812	1.5382328	0.889204	0.1683465687	-0.1673727219	0.0029683425	-0.1022782017	-0.2563038745	-0.0666266165	0.0745371084	-0.1657236907	0.1104270112	0.0307926848	-0.1196441144	0.1011290057	0.2113883726	0.043644191	0.0130128801	-0.0943111204	-0.0616684905	-0.1345884242	-0.0675491021	-0.1484164024	0.0168737403	0.0104069325	-0.0391622285	0.0447474631	-0.0784247947	-0.1482287078	0.1526558242	0.1386797697	0.0843458766	-0.0489192035	0.0388738089	-0.108113128	-0.1745044845	0.0647996316	-0.1889266527	-0.2695366288	-0.042012011	0.0478209479	0.2253829751	-0.0709266368	0.0870655657	0.1025413059	-0.091533074	0.0494050122	-0.017924636	0.102005852	0.1002367339	0.0973108962	0.0932621027	0.22468	0.088474	0.007827648676	0.0504811024	-0.049533	-0.0062673	0.002453518089	3.927904929000004e-05	1.07998	0.6663649999999999	0.4440423132249998	1.1663568003999998	-0.00130779	-0.00248316	1.7103146841e-06	6.166083585599999e-06	-0.00825126	-0.01006027	6.808329158759999e-05	0.0001012090324728	0.00104977	0.0029991	8.994600810000001e-06	1.1020170529e-06	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
73724.87978164296	1083.408146368034	1173773.2116166195	5435357898.817706	125772.58171028191	-26.64074109483045	709.7290860817877	15818742310.06954	76840.03306925527	253.8628762082517	5904390682.084243	64446.35991672612	88257.93080256323	65092.17915668747	3.520726	73.611542	1.611306	1.00788	-0.0475011745	-0.0303569214	0.0886965935	0.1215134846	0.0171693139	-0.0550165327	0.0171163662	0.1540886343	0.0847585272	-0.0809426912	-0.0222030703	0.0769398936	-0.0583730938	-0.0436030237	0.0905239773	0.0764830054	0.0015801991	-0.005861333	0.1551593503	-0.002329717	0.0938335936	0.1800505097	0.0847583459	0.104124283	0.0050315258	0.0651281912	-0.0121594918	-0.1223377716	-0.1050973576	-0.1254125539	0.0471959002	0.0368966653	0.1187577333	0.0245326227	0.2701631894	-0.1560848304	-0.0082560243	-0.1575651617	-0.158989734	-0.0238854642	-0.0762369317	-0.0546154006	-0.0318842609	-0.0693345452	-0.2641824906	0.1018099433	0.0994583687	0.0955792289	0.090232103	0.117461	-0.107219	0.0114959139609999	0.0137970865209999	-0.121259	-0.071726	0.014703745081	0.005144619076	0.157068	-0.922912	0.851766559744	0.024670356624	0.00234882	0.00365661	5.516955392400001e-06	1.33707966921e-05	-0.00395316	0.0042981	1.5627473985599997e-05	1.847366361e-05	-0.0011845	-0.00223427	4.9919624329e-06	1.40304025e-06	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
73100.56397813644	-624.3158035065135	389770.2225079836	5343692453.921619	122706.3398881392	-3066.241822142707	9401838.911857028	15056845848.743544	76429.36498379832	-410.6680854569422	5841447831.826657	168648.2764128704	86430.11398698622	65925.19901948817	2.527075	52.83622	0.45268495	0.255889	-0.0995268528	0.2013816386	0.2565605677	-0.0078129549	0.05739293	-0.0559602358	-0.1080185498	0.0512261969	0.0412175334	-0.1339161955	-0.0984010708	0.048739791	-0.0868213251	0.0068559456	-0.1344143179	-0.1033437005	0.0298133928	0.02921673	-0.0267286877	-0.0468631869	0.1672082855	0.0133437514	-0.0945599976	-0.0990247393	0.1613889827	0.1351959029	-0.0221105495	-0.0800936354	0.1644671494	0.0288091518	0.0554660761	0.0074164111	0.0848789419	-0.1501678463	0.0433934527	-0.1284188327	0.0991016481	-0.0275525385	-0.0312196372	0.0378707442	0.1288723648	-0.0593483404	0.0296816338	0.0354269258	-0.0398102699	0.1015862008	0.0985712473	0.0936124309	0.0868075413	0.157382	0.039921	0.0015936862409999	0.0247690939239999	-0.144055	-0.0227959999999999	0.0207518430249999	0.0005196576159999	-0.0791028	-0.2361708	0.05577664677264	0.00625725296784	0.000303377	-0.002045443	9.203760412900001e-08	4.183837066249001e-06	-0.00488869	-0.00093553	2.3899289916100004e-05	8.752163809000007e-07	-0.00108953	9.497e-05	9.0193009e-09	1.1870756209e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
72796.26464776782	-304.2993303686235	92598.08246279266	5299296146.667851	124561.41698877297	1855.07710063376	3441311.0492957574	15515546602.250978	76591.81117503296	162.44619123463053	5866305539.071903	26388.765046638156	86471.36448805894	64422.37104263996	1.566224	32.746696	0.2054514499999999	0.0994234	-0.0867661529	0.1258721874	0.1234136875	0.1028890536	-0.0462457931	-0.0313636653	-0.0737168333	0.1012524673	0.0390845939	0.0074985492	-0.0461672948	0.0309644458	0.0015469069	0.111760661	-0.1751261899	-0.0524730652	-0.0290179251	-0.0024632319	0.1263469172	-0.0036391517	0.1352758553	0.1153564567	-0.0656145474	-0.0052132859	0.0351778341	-0.0255503072	0.1114602177	-0.0220363615	-0.0464657761	-0.0609744167	0.0496266103	-0.0198149733	0.1228330725	-0.023281579	-0.0729487429	-0.0531734854	0.0324702088	0.0036637662	-0.0122138205	0.0166347808	0.1097192427	0.0086731613	0.009618667	0.0018330377	-0.1416323067	0.1013346856	0.0975763397	0.0914153405	0.0830033923	0.18566	0.0282779999999999	0.0007996452839999	0.0344696356	-0.101719	0.0423359999999999	0.010346754961	0.0017923368959999	-0.015018	0.0640848	0.00410686159104	0.000225540324	0.00148557	0.001182193	2.2069182249e-06	1.397580289249e-06	-0.00501199	-0.0001232999999999	2.51200437601e-05	1.5202889999999952e-08	-0.00119909	-0.00010956	1.2003393600000018e-08	1.4378168281000002e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
