global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26
73316.61849498763	n/a	n/a	5375326547.539562	126661.40823676984	n/a	n/a	16043112336.521667	75835.94080372617	n/a	5751089917.586261	n/a	85960.12250802177	70179.92248618197	n/a	n/a	n/a	n/a	-0.0789740804	-0.0633156506	-0.0355738627	-0.078882445	-0.0650760638	-0.0974106766	0.1242945365	0.0161386011	-0.0182324441	0.0592442087	-0.1168264538	0.0182990414	-0.0266832855	0.0162656397	-0.1347127788	0.039634245	-0.0766892292	0.1648282465	-0.014572094	0.0531636767	-0.0160766292	-0.0055772195	0.1478819233	-0.0459742991	0.0673749312	0.011118678	-0.0332885709	0.0115937951	-0.0829907245	0.0186816951	-0.1241654125	0.048989429	-0.0972879113	0.0267022716	0.083789283	0.0219141385	-0.038673313	0.0355232288	-0.115120159	0.037206881	-0.062528242	0.0519043894	-0.059156769	0.1065898253	-0.0118127692	0.0628940359	-0.0689213297	0.102594329	0.1025838106	0.1025662807	0.1025417406	-0.00538419	n/a	n/a	2.89895019561e-05	-0.000367872	n/a	1.35329808384e-07	n/a	-0.0718196	n/a	n/a	0.00515805494416	0.00375723	n/a	1.41167772729e-05	n/a	-0.000357193	n/a	1.2758683924900001e-07	n/a	0.00174643	n/a	n/a	3.0500177449e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
73359.43176198388	42.81326699625061	1832.9758308922408	5381606228.44117	126376.03717839002	-285.3710583798238	81436.6409608208	15970902772.913816	75952.83213956888	116.89133584270894	5768832710.021528	13663.584395092972	85826.77935093471	69918.84796405541	1.303585	19.668119	0.174139642	0.103448	-0.062863363	-0.0538015835	-0.0125332201	-0.0229212916	-0.1081075667	-0.0536615395	0.0747650409	0.0248739829	0.0948033772	-0.0166779828	0.0276107438	-0.0713387199	-0.0647954274	-0.0458151407	0.0440662399	-0.0303176861	0.0015473978	0.0483274176	-0.0390524066	0.0409369759	0.132819994	0.0727155448	0.0301370005	-0.1901864231	-0.0257278654	0.0854927795	0.0550793094	0.1692456437	0.0387706057	-0.1196730859	0.075885818	0.1051444005	-0.0745535676	-0.0056091159	0.061236357	-0.0057698485	-0.0404752059	0.0170346084	0.0780568371	-0.0418644807	-0.0710363982	0.071668734	-0.1045309535	0.0363217878	0.0337511134	-0.128515456	-0.0862323937	0.1025662807	0.1024716367	0.1023139614	0.1020933517	-0.000514926	0.004869264	2.3709731901696e-05	2.65148785476e-07	-0.0341605	-0.033792628	0.00116693976025	0.0011419417071463	-0.0717277	9.1899999999992e-05	8.445609999998527e-09	0.00514486294729	0.0055889	0.00183167	3.123580321e-05	3.3550149889000003e-06	-0.00103739	-0.000680197	1.0761780121e-06	4.62667958809e-07	0.00155058	-0.00019585	3.8357222500000004e-08	2.4042983364e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
73764.19001348881	404.7582515049289	163829.2421613273	5441155728.346083	126389.02553900729	12.988360617266151	168.6975115241504	15974185776.699837	76031.561132474	78.7289929051185	5780798288.241132	6198.254323854199	85682.82814418248	70856.79631696429	1.438681	21.706413	0.182997604	0.0898901	-0.0650368091	-0.0801264515	-0.0195471958	0.0134778975	-0.1642188169	-0.033963462	0.1081429421	0.0809743442	0.1491534515	-0.0608629024	-0.0029563315	-0.1222688441	-0.179414928	-0.0564888057	-0.0554962184	0.031975802	7.97646e-05	0.0715606523	0.0070055727	0.095486196	0.2920740417	0.2181931777	-0.0999690918	0.031085389	0.1220225324	0.1115095517	-0.1029049273	0.0613592489	0.0143528249	-0.0661485819	0.1142997669	0.0716280845	-0.0643675256	-0.0305019752	0.1125033012	-0.0724287907	0.074425858	0.0704602164	0.1795039945	0.0060701693	-0.0890285253	-5.74961e-05	-0.1525893847	0.0839689925	0.0465601747	0.0637653318	-0.1911258122	0.1025101919	0.1022474116	0.1018099433	0.1011985345	-0.0131877	-0.012672774	0.000160599200855	0.00017391543129	-0.00869337	0.02546713	7.557468195690001e-05	0.0006485747104369	-0.0846119	-0.0128841999999999	0.0001660026096399	0.00715917362161	0.00429137	-0.0012975299999999	1.84158564769e-05	1.6835841008999996e-06	-0.0	0.00103739	0.0	1.0761780121e-06	0.00124603	-0.00030455	9.27507025e-08	1.5525907609e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
73679.76463717951	-84.42537630930019	7127.644164966946	5428707716.990169	126704.78751311284	315.76197410555324	99705.62429103607	16054103178.743074	76125.57804376083	94.0169112868316	5795103632.496721	8839.179607915963	85724.37573067802	71318.58630564857	1.637176	24.701244	0.19959526	0.0848483	-0.0464458371	-0.0397196221	-0.0284293489	-0.0723939383	-0.0493948439	0.0111065837	0.15790528	-0.0163341069	0.0182654961	-0.0630869028	-0.0880589135	-0.1612597381	-0.0454675036	-0.0197220698	-0.0504938441	0.1009251163	0.0654036967	0.1011522054	0.1066272311	0.0524362264	0.081765102	0.103771665	0.0525058479	-0.0369684826	-0.1432332169	-0.0432618455	-0.1884473787	-0.0089266334	-0.1199597393	-0.0437850586	0.0923262388	-0.170610239	-0.0422377962	0.0016725644	0.0864576488	0.1222309988	-0.0091406429	0.144486561	0.0252059446	-0.0669002812	-0.124483523	0.0320816048	-0.0869516306	-0.0076477019	0.1192633965	-0.0566250664	-0.1594316954	0.1024260777	0.1019113804	0.1010554665	0.0998612018	0.00862764	0.02181534	0.0004759090593156	7.443617196960001e-05	0.0157094	0.0244027699999999	0.0002467852483599	0.0005954951836728	-0.0382364	0.0463755	0.00215068700025	0.0014620222849599	0.00382667	-0.0004647	1.46434032889e-05	2.159460900000002e-07	0.000866283	0.000866283	7.50446236089e-07	7.50446236089e-07	0.00043698	-0.00080905	6.545619025e-07	1.9095152040000001e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
73448.56209787133	-231.2025393081858	53454.6141825532	5394691274.244861	127160.7516080499	455.964094937066	207903.2558717777	16169856749.524166	76017.56373212738	-108.01431163345114	5778669995.768048	11667.0915176483	85992.48580671038	70950.59480558988	1.519464	22.925247	0.16045711	0.111238	-0.0793116754	-0.0435077588	-0.021824367	-0.1146272571	0.0006725501	-0.028078945	0.1613210594	-0.0604695692	-0.0247659298	0.0299458891	-0.1342596638	0.0853132127	-0.0741950472	0.0299367539	-0.1021365052	0.0325807653	0.0307029278	-0.0780259892	0.091799949	0.0939919175	0.0822659291	-0.0028731378	-0.003378111	-0.0216285071	-0.119861267	-0.1496884452	-0.0578619274	-0.0860832965	-0.0116443288	-0.0340109269	-0.0791348803	-0.003590219	-0.0599696876	0.0458271439	0.0804340806	0.1177077197	-0.0216455961	0.0600373063	-0.0533225212	0.0880329441	-0.0998843512	0.0142240789	0.0583094146	0.0519116122	0.0047839787	0.0756529697	-0.0359732552	0.1023139614	0.1014639107	0.1000523871	0.0980872016	0.0511404	0.04251276	0.0018073347628176	0.00261534051216	0.0211984	0.005489	0.00044937216256	3.012912100000001e-05	-0.0431996	-0.0049632	2.463335424000001e-05	0.0018662054401599	0.0018122	-0.00201447	3.28406884e-06	4.0580893809e-06	0.0007650629999999	-0.0001012200000001	5.85321393968847e-07	1.0245488400020251e-08	0.000471133	3.415299999999998e-05	1.1664274089999987e-09	2.21966303689e-07	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
73043.71536290667	-404.84673496465257	163900.87881153965	5335384354.017328	127262.48935443352	101.73774638361648	10350.569039217064	16195741196.687304	75880.5379590013	-137.025773126079	5757856040.947437	18776.062500799675	85920.01426304408	69182.79027489902	1.861387	28.084074	0.4058838	0.197389	-0.0150813222	-0.0313936625	0.0048624002	-0.0569217398	-0.0148083559	-0.0239463289	0.0598896454	-0.0968636665	-0.0680023263	0.1489150387	-0.0378435232	0.0972461695	-0.0059249277	0.1845023805	-0.0023290314	0.0506530194	0.0919544318	-0.0193100996	0.0917862102	0.0008048538	0.1270421535	-0.0387538007	0.0647209886	-0.086772393	0.1839491613	0.0239720723	-0.0440057906	0.0243423289	0.1609292066	0.0150251036	0.0707237214	-0.1124957775	-0.0153968	0.0210968459	0.0767803191	0.1340692787	-0.0755052742	-0.0304649018	-0.1317469162	0.10512539	0.0167109509	-0.1723230851	-0.0875999135	0.1226277546	0.0721959053	-0.1080161925	-0.0201653382	0.1021738733	0.1009054916	0.0988031726	0.0958842909	0.109141	0.0580006	0.00336406960036	0.011911757881	0.0385525	0.0173541	0.00148629525625	0.00030116478681	0.10121	0.1444096	0.02085413257216	0.0102434640999999	0.00241102	0.0005988199999999	5.813017440399999e-06	3.585853923999999e-07	-0.0013361	-0.0021011629999999	1.78516321e-06	4.414885952568579e-06	-0.000551274	-0.001022407	1.0453160736489998e-06	3.0390302307600005e-07	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
73394.8283178807	351.112954974029	123280.3071505945	5386800823.811183	130704.87396477471	3442.3846103411925	11850011.805513885	17083764078.147642	76133.05993419628	252.52197519497716	5796242814.943923	63767.34795637264	86357.09643205914	66521.46957487422	2.699957	40.736183	0.7135098	0.381424	0.1395046897	0.1315129682	0.2662190569	0.0690086206	-0.0092724147	0.0718334641	-0.0686604454	0.0754498574	-0.0627277074	0.1152042945	-0.0417996882	-0.0257499418	-0.0185640485	0.0403403585	0.0634936344	0.1070838417	-0.1019672241	-0.1473053488	0.1099373323	0.1260471906	-0.139999075	-0.0823791662	-0.0506778317	-0.0113926357	-0.071738777	0.2316458434	-0.0780379222	0.0174244326	-0.1803892083	0.1206296749	0.0363452998	-0.0142205528	0.1522954911	-0.0204841525	-0.0033312695	-0.1212397408	-0.2765996159	0.0565426478	0.0345767754	0.0909175907	0.0273583734	-0.1113993068	-0.0681508846	0.0243286354	-0.1617602938	-0.0546778258	-0.2334426364	0.102005852	0.1002367339	0.0973108962	0.0932621027	0.171213	0.062072	0.003852933184	0.029313891369	0.110301	0.0717484999999999	0.012166310601	0.0051478472522499	0.454159	0.3529489999999999	0.1245729966009999	0.2062603972809999	0.00408556	0.00167454	1.66918005136e-05	2.8040842116000013e-06	-0.00305151	-0.00171541	9.3117132801e-06	2.9426314681e-06	-0.00169613	-0.0011448559999999	1.3106952607359996e-06	2.8768569769e-06	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
73671.8434250315	277.0151071508008	76737.36958976963	5427540513.642358	127133.86887836794	-3571.0050864067744	12752077.327143054	16163020615.982052	76262.93358021014	129.8736460138607	5816035038.259543	16867.163928933598	85723.62500348773	66666.54721657543	2.004872	30.248938	0.5738787999999999	0.284291	0.1763864266	0.3001714454	0.088025185	0.1675225179	0.138800913	0.1405501456	-0.1503110081	0.1036229167	-0.1441528154	-0.0985120128	0.099003355	0.1078880191	-0.0515746596	0.0368443416	-0.0747005729	-0.0474024258	0.0826526124	-0.0643327378	0.095558173	0.167490847	0.0589053937	-0.1549148663	-0.1193050275	-0.0427859248	-0.0146152394	-0.0312171107	0.0568911538	0.0020472583	-0.1254448738	-0.0218328869	0.0239158297	-0.0472507505	0.1623459664	-0.0907321753	-0.1729536975	-0.0742476625	-0.0685517225	0.1403033534	0.0887448854	0.1035358031	0.0083982261	-0.1371511339	0.0100120004	-0.1919621068	-0.0558698878	-0.0263023287	0.0066757055	0.1018099433	0.0994583687	0.0955792289	0.090232103	0.0410273	-0.1301857	0.01694831648449	0.00168323934529	0.0614134	-0.0488875999999999	0.00377160569956	0.0023899974337599	0.683658	0.229499	0.052669791001	0.467388260964	0.0062823	0.00219674	3.946729329e-05	4.8256666276e-06	-0.00203044	0.0010210699999999	4.1226865936e-06	1.0425839448999996e-06	-0.00178445	-8.832000000000002e-05	7.800422400000004e-09	3.1842618025e-06	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
73024.27213084363	-647.5712941878737	419348.5810561577	5332544320.239506	126184.87008613074	-948.9987922371948	900598.7076676543	15922621438.653694	76031.59997156629	-231.3336086438503	5780804194.23628	53515.23848818609	85502.27725481306	66494.17124887064	1.710318	25.804789	0.23731285	0.115927	0.1622038836	0.2289894366	0.0006640355	0.1101306021	0.1875433826	0.0913591675	-0.1149483877	-0.0337745852	-0.166429487	-0.0190668763	0.0242173613	-0.0763445925	-0.1186681513	-0.0008114013	-0.0251155474	-0.0653968876	0.0484798229	0.1319017538	0.0934615901	0.0406866916	-0.0055350151	0.0422665263	-0.1341175592	0.127171399	-0.0448008639	0.1334688922	-0.012047325	-0.0643863067	0.060995542	0.1244422162	-0.073798852	0.0068282346	0.116102535	-0.0664313368	-0.1584350313	0.0643894373	-0.005118786	0.0602503576	-0.0276975323	0.0719240231	0.0635774401	-0.0726402532	0.090440939	-0.0401987512	0.1548542901	0.1647266056	-0.1198814589	0.1015862008	0.0985712473	0.0936124309	0.0868075413	0.0157223	-0.025305	0.000640343025	0.00024719071729	0.0771117999999999	0.0156983999999998	0.0059462296992399	0.0002464397625599	0.643529	-0.0401289999999999	0.0016103366409999	0.414129573841	0.00427824	-0.00200406	1.83033374976e-05	4.016256483600001e-06	-0.00172482	0.00030562	2.9750040324e-06	9.340358440000009e-08	-0.000970521	0.0008139289999999	6.624804170409999e-07	9.41911011441e-07	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
73348.39367326073	324.12154241709504	105054.77425883674	5379986854.447634	128869.43276211905	2684.5626759883016	7206876.761309471	16607330700.430325	76042.9328896772	11.33291811091476	5782527642.463951	128.4350329086998	87109.29302280971	70172.48034363484	3.326595	50.19072	0.81408092	0.635427	-0.0281520196	-0.0938079612	0.0522631947	-0.157315421	0.0229726098	0.0181469615	0.0893794952	-0.1068408488	0.0897034543	-0.0324749482	0.0413642525	0.0449183478	0.1124288543	-0.0346204341	-0.0551896852	-0.1477565984	-0.1428144941	-0.0229767527	0.0052668457	-0.1307160325	-0.0815427547	-0.049117773	-0.0148083718	0.0920585406	-0.1087099003	0.0648590066	0.053898104	-0.127802186	-0.1047841831	0.0103605679	0.0654207352	0.0254313478	-0.0477512588	0.220854946	0.0607278171	0.0285002213	0.0809326869	-0.1318808689	0.0765304776	-0.0016567963	0.1381704522	0.0783350369	0.1690990265	-0.1216525931	0.0296588893	0.1947930425	0.0914098257	0.1013346856	0.0975763397	0.0914153405	0.0830033923	0.0477636	0.0320413	0.00102664490569	0.00228136148496	0.0376529	-0.0394588999999998	0.00141774087841	0.0015570047892099	0.00783018	-0.63569882	0.4041129897493924	6.131171883240001e-05	0.0032351	-0.00104314	1.046587201e-05	1.0881410596000002e-06	-0.000765674	0.0009591459999999	5.86256674276e-07	9.19961049316e-07	-0.0008351689999999	0.0001353520000001	1.832016390402707e-08	6.97507258560833e-07	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
