onset	duration	trial_type	identifier	response
4.000004	9.965736	experimental_trial	49.mov	n/a
18.0003	9.968515	experimental_trial	19.mov	n/a
30.00048	9.966982	experimental_trial	26.mov	n/a
42.00086	9.971202	experimental_trial	7.mov	n/a
54.00114	9.973893	experimental_trial	5.mov	n/a
66.00143	9.969186	experimental_trial	25.mov	n/a
78.00172	9.968076	experimental_trial	35.mov	n/a
90.00189	9.967881	experimental_trial	39.mov	n/a
102.0021	9.965044	experimental_trial	21.mov	n/a
114.0023	9.969008	experimental_trial	22.mov	n/a
126.0024	9.970578	experimental_trial	36.mov	n/a
138.0027	9.970464	experimental_trial	33.mov	n/a
150.003	9.969952	experimental_trial	13.mov	n/a
162.0033	9.969457	experimental_trial	20.mov	n/a
174.0036	9.96872	experimental_trial	24.mov	n/a
186.0039	9.965867	attention_check	n1.mov	Friendly
202.0264	9.97516	experimental_trial	50.mov	n/a
214.0266	9.968588	experimental_trial	34.mov	n/a
228.0269	9.966886	experimental_trial	31.mov	n/a
242.0272	9.968405	experimental_trial	45.mov	n/a
254.0275	9.967001	experimental_trial	14.mov	n/a
266.0278	9.973056	experimental_trial	9.mov	n/a
278.0282	9.966149	attention_check	a1.mov	Adversarial
294.0614	9.981322	experimental_trial	18.mov	n/a
308.0617	9.967876	experimental_trial	11.mov	n/a
320.062	9.967201	attention_check	f3.mov	Neutral
336.0874	9.970588	experimental_trial	46.mov	n/a
350.0877	9.967182	experimental_trial	15.mov	n/a
