global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37	motion_outlier38	motion_outlier39	motion_outlier40	motion_outlier41	motion_outlier42	motion_outlier43	motion_outlier44	motion_outlier45	motion_outlier46	motion_outlier47	motion_outlier48	motion_outlier49	motion_outlier50	motion_outlier51	motion_outlier52	motion_outlier53	motion_outlier54	motion_outlier55
47654.55528739047	n/a	n/a	2270956639.638954	74735.78771130792	n/a	5585437964.829683	n/a	47056.4201558431	n/a	2214306677.883237	n/a	52971.84184742633	39541.463844538805	n/a	n/a	n/a	n/a	-0.1016111538	0.0415954662	-0.0322195842	0.0063723451	0.0191052425	-0.002525825	-0.0533597395	0.0095755023	-0.0353579055	0.0838415201	0.0064454159	0.0601796825	-0.0155773577	0.0151390239	-0.0285986182	0.0452959738	-0.1512421101	0.0580050422	-0.0132194905	0.1073607629	-0.1357230363	0.052388351	-0.0751773515	0.0018741871	-0.0667617602	-0.0131762252	-0.0160900402	0.0718950512	0.016378621	-0.0489533979	0.0130925399	-0.0903065829	0.0277374669	-0.1101060039	0.102594329	0.1025838106	0.1025662807	0.1025417406	0.161675	n/a	0.026138805625	n/a	-0.0303021	n/a	0.0009182172644099	n/a	-0.0960697	n/a	0.00922938725809	n/a	-0.00571014	n/a	n/a	3.26056988196e-05	-0.00189161	n/a	3.5781883921e-06	n/a	-0.00200308	n/a	4.0123294864e-06	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
48217.36375655203	562.8084691615659	316753.3729599853	2324914167.6316576	74348.83740234375	-386.95030896416574	5527749623.080149	149730.54160746332	47268.96467590332	212.54452006021893	2234355021.531796	45175.17300762881	53851.68148259207	39091.53511704244	2.170166	65.178398	0.8743660649999998	0.567829	0.0070428274	-0.0397744414	0.0080010998	0.012602822	-0.0471815244	-0.0223378664	0.208470182	-0.0518564773	-0.0573440008	-0.0298713418	-0.0244525265	-0.0901411018	0.1466085866	-0.0081714331	-0.0536996986	0.0931102323	-0.0098112433	-0.0276538556	0.2235482729	-0.2164409947	-0.020758544	-0.0937856029	0.0132032369	0.0126373491	0.1179402981	-0.0830384734	0.0428578326	-0.1228891667	-0.1714863837	0.0215394137	-0.0439868077	0.0581060941	-0.1242294636	0.0789704483	0.1025662807	0.1024716367	0.1023139614	0.1020933517	0.159853	-0.001822	0.025552981609	3.319684000000066e-06	0.165894	0.1961961	0.027520819236	0.03849290965521	-0.19088	-0.0948103	0.0364351744	0.00898899298609	0.00393158	0.00964172	9.296276455839998e-05	1.5457321296399996e-05	-0.00192452	-3.2910000000000144e-05	3.703777230400001e-06	1.0830681000000094e-09	-4.69567e-05	0.0019561233	2.2049316748899997e-09	3.8264183648028894e-06	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
48688.492889136855	471.1291325848215	221962.6595701263	2370569339.81553	77699.00083975957	3350.1634374158166	6037134731.496958	11223595.05739776	47656.50695800781	387.5422821044922	2271142655.4386477	150189.0204187578	54306.3917305552	41560.56835232722	2.334157	70.103645	1.623671425	0.8410999999999998	0.0778785626	-0.1794776446	-0.0204152857	-0.3079431802	0.1906501632	-0.0871382096	0.0336616935	0.0313330036	0.1949883404	-0.1489121543	-0.0259166679	-0.0638704294	0.0998838825	0.0090545248	0.0116044492	0.169011394	-0.152167167	-0.2727496634	0.0243812413	0.0745133553	-0.0878377358	-0.1617879405	0.0226192649	-0.0177016937	0.0867156989	0.2099688739	0.1185727302	-0.1801552469	0.089947594	0.0766351104	0.1053375682	-0.2191516377	-0.144406091	-0.0611532605	0.1025101919	0.1022474116	0.1018099433	0.1011985345	-0.00443274	-0.1642857399999999	1.9649183907600003e-05	0.0269898043673475	-0.0963746	-0.2622686	0.00928806352516	0.06878481854596	0.388652	0.5795319999999999	0.151050377104	0.3358573390239999	-0.00402541	-0.00795699	6.331368986010002e-05	1.62039256681e-05	-0.0008071149999999	0.0011174050000001	6.514346232248386e-07	1.2485939340252236e-06	0.00323035	0.0032773067	1.04351611225e-05	1.074073920586489e-05	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
48019.83081241339	-668.6620767234635	447108.9728481351	2305904151.2528067	74385.1348245555	-3313.8660152040684	5533148282.867299	10981707.96672449	47375.58865865072	-280.918299357094	2244446400.7536745	78915.09091368184	53417.714352429655	39643.21636935521	2.684038	80.61191599999998	1.14650285	0.676999	-0.0472953651	0.0678460854	0.0007268415	0.1123876604	-0.0364709894	-0.0443599161	0.0745104474	0.0263174742	-0.0104668376	-0.0372524622	0.053018011	0.0224792434	0.0423891334	0.0425425298	-0.0413631172	-0.0344606567	0.0945248864	0.050296947	-0.1792624726	-0.1305229768	-0.0319984546	0.030730248	0.0162304729	0.0235234441	0.1297377728	-0.0883770206	0.0146393858	-0.0403944596	-0.0052518487	-0.0363303638	0.012384941	0.1240130907	0.136752026	-0.0506363633	0.1024260777	0.1019113804	0.1010554665	0.0998612018	0.124077	0.12850974	0.015395101929	0.0165147532748676	0.0153561	0.1117307	0.0002358098072099	0.01248374932249	-0.219943	-0.608595	0.048374923249	0.370387874025	-0.00180504	0.00222037	4.930042936900001e-06	3.2581694016e-06	-0.000317013	0.0004901019999999	1.00497242169e-07	2.40199970403902e-07	-1.25262e-05	-0.0032428762	1.5690568644000002e-10	1.051624604852644e-05	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
47920.16288886541	-99.66792354798235	9933.694984366455	2296342011.295393	72732.44382240032	-1652.691002155174	5290008384.378619	2731387.548604673	47195.71252950033	-179.87612915039062	2227435281.1672344	32355.421838128008	52901.8158639404	41599.30291316969	1.386639	41.646057	0.27131599	0.18041	-0.1014929177	0.0219723592	-0.0965990464	0.0925871077	-0.1128824969	0.0552246428	0.0038076789	-0.018603799	-0.0089884149	0.0477274178	-0.0004919189	0.0781769916	0.0272911448	-0.0369918589	0.0617690734	-0.0358654698	-0.1426354294	0.0427364091	0.0610407925	-0.0912289971	0.0942591969	0.0732761079	0.0167645549	0.0118338396	-0.057529791	-0.0268843636	-0.0321072884	0.0371768853	-0.015270267	-0.1005722918	-0.0401511454	-0.0091269956	0.1104916676	-0.0205997248	0.1023139614	0.1014639107	0.1000523871	0.0980872016	0.119614	-0.004463	0.014307508996	1.9918369000000075e-05	0.041075	0.0257189	0.001687155625	0.00066146181721	-0.202779	0.017164	0.0411193228409999	0.000294602896	-0.00509619	-0.0032911499999999	1.0831668322499998e-05	2.5971152516099995e-05	-0.0010774	-0.000760387	1.16079076e-06	5.781883897690001e-07	-0.000440391	-0.0004278647999999	1.93944232881e-07	1.8306828707904002e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
47571.31339869671	-348.84949016870087	121695.96679096251	2263029858.4770207	73201.70385742188	469.2600350215507	5358489447.629693	220204.980468427	47193.581059773765	-2.1314697265625	2227234093.245437	4.5431631952524185	52769.26877451537	39081.79614107277	1.199321	36.020199	0.1551146499999999	0.0870753999999999	-0.0729983297	0.0440368311	0.0029336055	0.0901296247	-0.0538867237	0.062653884	-0.0193382679	0.0120905203	-0.0449084729	0.0135426162	0.0069155423	0.0274064753	-0.0105059146	0.0134400196	-0.0208172363	-0.0074818972	0.0403374055	0.1771072654	0.0176677792	-0.0332516262	-0.0144372723	0.0793634386	-0.0574544764	0.0351438486	-0.0276358943	-0.0430971539	-0.0404025532	0.0640780374	0.0083290894	-0.0343754036	0.0309407013	0.029133152	0.0708094871	-0.0677488649	0.1021738733	0.1009054916	0.0988031726	0.0958842909	0.110709	-0.0089049999999999	0.012256482681	7.929902499999993e-05	0.0556057	0.0145307	0.00309199387249	0.00021114124249	-0.119244	0.0835349999999999	0.014219131536	0.0069780962249999	-0.00473875	0.0003574399999999	1.2776335359999977e-07	2.24557515625e-05	-0.000662317	0.000415083	4.3866380848900004e-07	1.72293896889e-07	-0.000250035	0.0001903559999999	6.2517501225e-08	3.6235406736e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
47830.14004848376	258.82664978705	66991.23463998822	2287722297.05757	73829.3515625	627.647705078125	5450773152.139221	393941.641689837	47235.56846110026	41.98740132649255	2231198927.8432894	1762.941870151948	53097.65423946988	39568.35370748887	0.917313	27.550406	0.2248745	0.13173	-0.0302140737	0.0120644097	-0.0023948792	0.0308666667	-0.0507372963	0.0306953323	0.0215991375	-0.0150128057	-0.0106986221	0.043748283	-0.0077994834	0.0416645145	0.0291352737	-0.0512739012	0.0170194344	-0.0132608938	0.093381608	-0.0074991699	0.0450139829	-0.0055542478	-0.1181076186	0.083888717	0.0077923913	0.0123907921	0.0430442694	-0.017745547	-0.0177345728	0.0198186342	-0.0388330952	-0.0334641211	-0.0453740813	0.0031735915	-0.0166513641	-0.0257011947	0.102005852	0.1002367339	0.0973108962	0.0932621027	0.0953651	-0.0153439	0.00909450229801	0.00023543526721	0.012348	-0.0432577	0.000152473104	0.00187122860929	-0.136755	-0.0175109999999999	0.0187019300249999	0.0003066351209999	-0.00247343	0.00226532	5.1316747024e-06	6.1178559649e-06	-0.000276397	0.00038592	7.6395301609e-08	1.4893424640000005e-07	-0.000574033	-0.000323998	3.295138850890001e-07	1.0497470400400004e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
47701.913214083936	-128.2268343998221	16442.121060199403	2275472524.283996	74435.99606428476	606.6445017847582	5540717510.082216	368017.5515456775	47142.405934651695	-93.16252644856286	2222406437.307483	8679.256334279175	53001.54936131732	38975.99134046614	0.796	23.90691	0.0730105999999999	0.0401848	-0.029802344	0.0479605501	0.0023308739	0.0244563085	-0.0191973934	0.0023739278	0.0176431282	0.0387688155	-0.0379711169	0.0302659419	0.0242242321	-0.0028238576	-0.0136143359	0.0285865737	-0.1067312075	0.0332192144	0.0922330584	0.0849986819	0.0418201877	0.1371720517	-0.01150001	0.0444188664	-0.0192133615	0.0006132358	-0.0698347277	-0.025913349	-0.0118929335	0.0406573911	-0.0040793407	-0.0083040347	0.0155859742	0.0202940399	-0.0485873733	-0.0792162426	0.1018099433	0.0994583687	0.0955792289	0.090232103	0.075046	-0.0203190999999999	0.005631902116	0.0004128658248099	0.0125949	0.0002468999999999	0.0001586315060099	6.095960999999977e-08	-0.108765	0.0279899999999999	0.011829825225	0.0007834400999999	-0.00251678	-4.335000000000016e-05	1.8792225000000133e-09	6.334181568400001e-06	-0.000113422	0.000162975	1.2864550084e-08	2.6560850625e-08	-0.0008568	-0.0002827669999999	7.3410624e-07	7.995717628899997e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
47906.46808707016	204.5548729862276	41842.69606241169	2295029684.577472	74396.97246683054	-39.02359745421563	5534909512.230342	1522.841158268665	47360.09648132324	217.69054667154705	2242978738.7202463	47389.17411015701	53262.66426308027	39631.99838858977	0.8489219999999998	25.496386	0.18922125	0.0960477	0.0012151396	0.011613044	-0.0038069247	0.0259104479	-0.0067628093	-0.0060999541	0.0081979711	-0.0035938067	-0.0184738395	-0.0268925976	0.0119875925	0.0282864704	-0.0393221546	0.0471544605	0.0443765186	-0.0637294944	0.0888798319	0.0056499551	-0.0252282831	-0.0056374093	0.0143433026	0.0751579962	0.0163706814	0.0921560297	0.0477569808	-0.0196268851	-0.0235463693	0.0012431356	0.0181583525	-0.0042332811	0.0138462772	0.0138268487	0.0758810852	0.0628988139	0.1015862008	0.0985712473	0.0936124309	0.0868075413	0.0876375999999999	0.0125915999999998	0.0076803489337599	0.0001585483905599	0.0366681	0.0240732	0.00134454955761	0.00057951895824	-0.146582	-0.0378169999999999	0.0214862827239999	0.0014301254889999	-0.00120695	0.00130983	1.7156546289000003e-06	1.4567283025e-06	0.000204889	0.000318311	4.1979502321000006e-08	1.01321892721e-07	-0.000190152	0.000666648	3.6157783104e-08	4.444195559040001e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
47877.86462601845	-28.60346105171629	818.157984137051	2292289921.1473484	74816.53534566946	419.5628788389149	5597513961.129807	176033.009299598	47234.15255228678	-125.94392903646076	2231065167.3327	15861.873261141063	53283.38715198987	39478.44594009468	0.672334	20.19276	0.15203007	0.0654472	0.0158142864	0.0433846457	-0.0226434275	-0.0005258893	0.0189980054	-0.0012043694	-0.0065431101	-0.0258214904	-0.0167459833	0.0090557295	-0.0171329596	-0.0107418435	-0.0407586792	0.0581629454	0.0246271686	-0.0286837818	-0.0386738654	0.0472268235	-0.1077981344	-0.0226042826	-0.004605784	-0.0245714816	-0.1181857289	0.0469500207	0.1099055886	-0.0020858316	-0.0119376514	0.0212162316	0.0084138487	0.0231512032	0.032892132	-0.0256042932	0.0727008208	0.0519886879	0.1013346856	0.0975763397	0.0914153405	0.0830033923	0.0750250999999999	-0.0126124999999999	0.0056287656300099	0.0001590751562499	-0.00276517	-0.03943327	7.646165128899999e-06	0.0015549827828929	-0.111273	0.0353089999999999	0.0123816805289999	0.0012467254809999	-0.000728648	0.000478302	2.28772803204e-07	5.30927907904e-07	-0.00037968	-0.000584569	1.441569024e-07	3.417209157610001e-07	-0.000420787	-0.000230635	1.77061699369e-07	5.3192503225e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
