global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	cosine00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17
47439.12278250263	n/a	n/a	2250470370.37336	73113.48721086927	n/a	5345582012.133944	n/a	46578.56708462548	n/a	2169562911.656956	n/a	52954.9761822864	39388.66441664106	n/a	n/a	n/a	n/a	-0.124160277	-0.1947395284	-0.1255943141	-0.0847065627	0.1775199153	0.008667934	-0.3226309329	0.0069632834	0.0360960363	-0.1055675755	0.04477486	-0.0568216892	0.011176098	0.1543973106	-0.0068826181	0.137397053	-0.012206972	0.0398886674	-0.0878203642	0.0440510148	-0.2364455887	0.104237143	0.0156967161	0.1792253839	-0.1003655991	0.0622867704	-0.0621951666	0.0654531411	-0.0796401631	0.1490484942	0.191258	n/a	0.036579622564	n/a	0.0382512	n/a	0.0014631543014399	n/a	-0.499134	n/a	0.249134749956	n/a	-0.00812634	n/a	n/a	6.603740179559998e-05	-0.0144136	n/a	0.00020775186496	n/a	0.00102436	n/a	1.0493134096e-06	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
47533.02538908995	93.9026065873186	8817.699523892728	2259388502.6398697	73512.72961585698	399.2424049877154	5404121415.574096	159394.49794037495	46695.01685253658	116.44976791110092	2180424598.8586755	13560.548446549274	53166.11421959345	39525.16811413712	0.9154850000000002	21.21047	0.1747930999999999	0.109005	-0.1142385965	-0.2255092561	-0.0914644863	-0.0963997818	0.1563444336	0.0907366458	-0.3316599537	0.0135853506	0.053193183	-0.1462253856	-0.0590690181	0.1164999549	-0.0319530524	-0.1049989844	0.1199837475	-0.0593853357	0.0374435734	0.0235085192	0.0347616636	-0.2173600584	-0.2452592	0.0790416017	0.0307446076	0.1838729067	-0.010040417	0.0787575075	-0.0371886581	-0.185406458	-0.0303323043	0.1488669016	0.191012	-0.000246	0.0364855841439999	6.05160000000118e-08	0.0500893	0.0118381	0.00250893797449	0.00014014061161	-0.557183	-0.0580489999999999	0.3104528954889999	0.0033696864009999	-0.0065876	0.0015387399999999	2.3677207875999982e-06	4.339647376e-05	-0.0147451	-0.0003315	0.00021741797401	1.0989225000000013e-07	0.00124732	0.0002229599999999	1.5558071823999997e-06	4.9711161599999966e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
47666.23926022772	133.21387113777018	17745.93546351044	2272070365.2132745	73596.16490259962	83.43528674263507	5416395488.370635	6961.447073825736	46664.77924717716	-30.23760535941983	2177601622.187776	914.3127778720147	53022.20944695724	40089.067882615	0.885258	20.510159	0.057143	0.0336601	-0.1316672888	-0.2447971389	-0.0982603078	-0.0899553271	0.2028558729	0.1136311674	-0.2658732124	0.0139600136	0.0967531247	-0.0611996651	0.0292119699	-0.0354384295	0.0525770408	0.0813459584	-0.0880286946	-0.0385602596	-0.07236288	-0.1472329936	0.0326596258	-0.0303564003	-0.2222777389	0.0833502462	0.0133875826	0.1696671888	-0.0227771165	0.0496694493	-0.009065182	0.0120049594	-0.0738442568	0.1485039376	0.191124	0.000112	0.0365283833759999	1.254400000000022e-08	0.0227468	-0.0273425	0.00051741691024	0.00074761230625	-0.556402	0.000781	0.3095831856039999	6.099610000000495e-07	-0.0066412	-5.36e-05	2.87296e-09	4.410553744e-05	-0.0144304	0.0003147	0.0002082364441599	9.903609000000068e-08	0.00103747	-0.0002098499999999	1.0763440009e-06	4.4037022499999975e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
47676.630477280654	10.391217052936554	107.97739184123944	2273061093.6671667	73647.06801821779	50.903115618173615	5423890627.679997	2591.1271796371507	46824.92417600986	160.1449288326985	2192573524.0890727	25646.398230830066	53165.18789273364	39909.58615311184	0.945096	21.896517	0.1524812999999999	0.071801	-0.1048350751	-0.2187903108	-0.0777675542	-0.1361965383	0.1629605355	0.1176700864	-0.2532875988	0.0123361363	0.1900056598	-0.0068050915	-0.0837042822	0.029442752	0.0079136786	0.0827305148	0.0419876414	0.0187952249	0.0602426011	0.0189166233	0.1162598966	0.0417769361	-0.2030028309	0.0737365474	0.0421066499	0.1523906281	0.0149550824	0.1687466973	0.024621425	-0.0203231002	-0.0561622974	0.1479600444	0.204456	0.013332	0.0418022559359999	0.000177742224	0.0660961	0.0433493	0.00436869443521	0.00187916181049	-0.525301	0.0311009999999999	0.275941140601	0.0009672722009999	-0.00580251	0.0008386899999999	7.034009160999993e-07	3.3669122300100005e-05	-0.0144111	1.9299999999999876e-05	0.0002076798032099	3.7248999999999506e-10	0.00147346	0.00043599	2.1710843716e-06	1.9008728010000006e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
47699.31539621376	22.6849189331042	514.6055470015094	2275224689.267475	73924.60828756141	277.540269343619	5464847710.469393	77028.60110732858	46718.71593958731	-106.20823642254982	2182638419.043849	11280.189483988235	53325.10048577724	40452.51899849538	1.015754	23.533577	0.1490524	0.0797792999999999	-0.125497039	-0.2593056183	-0.1004222246	-0.1439052578	0.2362237564	-0.0535488711	-0.2421384012	0.0088654953	0.1355249566	0.0401638334	0.0348685113	-0.0268507385	0.0006328078	0.1046364081	0.0178907587	0.1005530659	0.0528646877	-0.1377571347	-0.0157921704	0.0888474596	-0.2308742766	0.0297083812	0.0935601861	0.1275694579	-0.0076719912	-0.0230207296	0.0429582275	0.0285600428	0.0132787007	0.1472358847	0.191308	-0.0131479999999999	0.036598750864	0.0001728699039999	0.0396717	-0.0264244	0.0015738437808899	0.00069824891536	-0.542076	-0.0167749999999999	0.293846389776	0.0002814006249999	-0.00451238	0.00129013	1.6644354169000011e-06	2.03615732644e-05	-0.0142262	0.0001849	0.00020238476644	3.418801e-08	0.00109439	-0.00037907	1.1976894721e-06	1.4369406490000004e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
47513.42965233173	-185.88574388202687	34553.50977857449	2257525997.3270764	73201.18328244405	-723.4250051173585	5358413233.949966	523343.73802905023	46675.25787959208	-43.45805999523145	2178579698.1264224	1888.602978549136	53028.09852342696	39482.16794323867	1.189485	27.558655	0.1679567999999999	0.0944816	-0.1035654208	-0.1970824016	-0.1301466857	-0.1136688776	0.1682893354	0.0552494719	-0.2853821314	-0.0331647934	0.1094314306	0.0029847618	0.033164982	-0.0950114027	-0.0030635724	-0.0135430362	0.0681767771	0.1045290704	0.1209243486	0.0303032117	-0.0658718827	-0.0283644089	-0.2293095696	0.1007111184	0.0323738246	0.1400972326	-0.0350345256	0.1029056222	-0.006977612	-0.0037531963	0.0745198993	0.1463323407	0.17857	-0.012738	0.0318872449	0.0001622566439999	0.081569	0.0418973	0.006653501761	0.00175538374729	-0.535501	0.0065749999999999	0.286761321001	4.323062499999997e-05	-0.00610052	-0.00158814	2.5221886596e-06	3.72163442704e-05	-0.014047	0.0001791999999999	0.000197318209	3.21126399999997e-08	0.00146198	0.00036759	2.1373855204000004e-06	1.3512240810000008e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
47713.23013581101	199.80048347928096	39920.23319855442	2276552329.992864	74199.506776235	998.3234937909438	5505566805.836543	996649.7982549564	46688.82873876829	13.570859176208614	2179846728.9980354	184.16821878048555	53289.38133908992	40608.128465425296	1.408993	32.644352	0.1298553999999999	0.0839988	-0.1216249351	-0.2748368265	-0.062028869	-0.1303214764	0.190533739	-0.021833135	-0.2842183758	-0.0031076938	0.0782711221	-0.0591058754	0.0479656674	0.0438765198	0.0101628163	-0.0756179406	-0.0760877202	-0.077178013	-0.1362891989	-0.0534885631	-0.005871595	0.0693404206	-0.227210778	0.0605564867	0.0979367939	0.171175188	-0.0212516146	-0.0502311854	0.0151892074	-0.1316726034	0.0053895741	0.1452505133	0.193257	0.014687	0.037348268049	0.000215707969	0.0566931	-0.0248759	0.00321410758761	0.00061881040081	-0.535809	-0.0003079999999999	0.2870912844809999	9.486399999998459e-08	-0.00457003	0.0015304899999999	2.342399640099999e-06	2.08851742009e-05	-0.0138294	0.0002176	0.00019125230436	4.7349760000000046e-08	0.00151358	5.159999999999995e-05	2.2909244164000003e-06	2.662559999999995e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
47891.65302004472	178.42288423371065	31834.725618276112	2293610428.9923587	78280.10266273198	4080.595886496987	6127774472.887858	16651262.788896132	46972.524739583336	283.69600081504905	2206418080.4107685	80483.4208784523	54793.93393838035	37832.913788390426	3.589426	83.16185799999998	2.820067	1.58681	0.1359501698	0.1393961811	0.4775814137	-0.2858830055	-0.3412097794	-0.2085939366	0.2121183067	0.0213621063	0.2410443517	0.0377509017	0.236428931	0.0220289184	0.4743399187	0.0340172834	-0.0093812151	0.0505213452	0.2063580541	0.0787286852	-0.1417147058	-0.119185013	0.2764006724	-0.3490825854	0.2541603802	0.1162695333	-0.5139133325	0.2228371905	-0.1046008797	-0.0829204943	0.2204565899	0.1439917206	-0.374984	-0.568241	0.140613000256	0.322897834081	-0.0446427	-0.1013358	0.00199297066329	0.01026894436164	0.644684	1.180493	0.415617459856	1.393563723049	-0.00422357	0.0003464599999999	1.2003453159999989e-07	1.78385435449e-05	0.00308872	0.01691812	9.5401912384e-06	0.0002862227843344	-0.000621784	-0.002135364	3.86615342656e-07	4.559779412495999e-06	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
48177.60131455437	285.9482945096461	81766.42713297528	2321081268.424151	74444.09479266171	-3836.007870070273	5541923249.498802	14714956.379241068	47224.42603967875	251.90130009541463	2230146414.7770886	63454.26498976014	53511.04382736062	38419.37414447913	2.733292	63.326458	1.1701722	0.589198	0.2047753685	0.2209863789	0.2528945775	0.1725101815	0.0508380441	-0.0245973503	0.2326271004	-0.0386313167	0.2787279777	-0.1339363184	0.1614633386	0.0378699184	-0.2904235643	-0.2045323059	-0.0398189232	0.4928218054	0.1114124609	-0.0177088096	0.2410865286	0.0543887189	0.3183211493	0.0184807398	-0.0228479732	0.1891221845	0.4584513024	0.1132047449	-0.2016173622	-0.0371328586	0.3998855036	0.1425574961	-0.0347234	0.3402605999999999	0.00120571450756	0.1157772759123599	-0.115695	-0.0710523	0.013385333025	0.00504842933529	0.327103	-0.317581	0.1069963726089999	0.100857691561	0.00166488	0.00588845	3.46738434025e-05	2.7718254144e-06	0.00389169	0.00080297	1.5145251056100002e-05	6.447608209000002e-07	-0.00275593	-0.002134146	7.595150164900001e-06	4.554579149316e-06	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
47933.311815831024	-244.28949872334488	59677.35918650312	2297602381.633686	72724.613327093	-1719.4814655687078	5288869383.575192	2956616.510434312	46964.95516758111	-259.4708720976414	2205707013.892904	67325.13346711059	53347.091641692496	39114.17307012322	3.4696	80.385658	0.8739647960000002	0.466433	0.1407597226	-0.1800108377	-0.113436674	0.1576450726	-0.0263257184	-0.1025031852	0.0585141323	-0.1661647042	0.0546359021	0.0103430953	-0.2201042186	0.0268794667	-0.0587386776	0.0116105613	0.0953941405	-0.1144287466	-0.0576744168	0.1227316388	-0.0934393153	0.1950572284	0.0102934389	0.1114058239	0.1225353254	-0.2180639505	-0.0061181952	0.0096758812	0.1873919828	-0.0218324001	-0.1008765646	0.1409495873	0.000845496	0.035568896	7.148634860160001e-07	0.0012651463626588	-0.0122228	0.1034722	0.00014939683984	0.01070649617284	-0.0498546	-0.3769576	0.00248548114116	0.14209703219776	0.0036827	0.00201782	4.0715975524e-06	1.356227929e-05	0.00186167	-0.00203002	3.4658151889e-06	4.1209812004000016e-06	0.000355552	0.003111482	1.2641722470399998e-07	9.681320236324e-06	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
