global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37	motion_outlier38	motion_outlier39	motion_outlier40	motion_outlier41	motion_outlier42	motion_outlier43	motion_outlier44	motion_outlier45	motion_outlier46	motion_outlier47	motion_outlier48	motion_outlier49	motion_outlier50	motion_outlier51	motion_outlier52	motion_outlier53	motion_outlier54
47450.36803567848	n/a	n/a	2251537426.7213383	71019.14641462054	n/a	5043719157.461309	n/a	46657.02070855035	n/a	2176877581.398096	n/a	53189.905593738615	46607.89212323518	n/a	n/a	n/a	n/a	-0.0199682932	-0.0762329059	-0.0122483331	-0.0569817185	0.0408741512	-0.008086051	0.0774819263	-0.1016613822	0.0593650722	-0.0147355436	0.0093965673	-0.0887455153	0.0295833343	-0.0444597657	-0.0905191179	0.0876118404	-0.0898173561	-0.0771554176	7.7773e-06	-0.0036024043	0.0263893855	-0.0322271853	0.1104902069	0.1203780544	0.1203546593	0.1203156708	0.487068	n/a	0.237235236624	n/a	0.154178	n/a	0.023770855684	n/a	-1.2917	n/a	1.66848889	n/a	-0.00490385	n/a	n/a	2.4047744822500004e-05	-0.0159648	n/a	0.00025487483904	n/a	0.00484436	n/a	2.34678238096e-05	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
47250.027871337086	-200.3401643413963	40136.18144833768	2232565133.842132	71754.35896955218	735.2125549316406	5148688031.131353	540537.5009291107	46642.55383029514	-14.46687825521076	2175527827.81198	209.2905664510899	53548.560327646686	46663.07793576193	0.896517	30.331331	0.3885880000000001	0.237064	-0.0197717436	-0.068104601	-0.0270117562	-0.0166877371	0.054644849	0.0023144286	0.0919427393	-0.0891540349	0.0361794834	-0.0697817265	-0.0429100786	-0.1296839624	0.0113344558	-0.1519078068	-0.0948381355	0.0481023678	-0.0695899265	-0.0626565816	-0.0971775668	-0.0094484333	0.0945165335	0.0264030171	0.1280626933	0.1203156708	0.1201052059	0.1197547036	0.475734	-0.011334	0.2263228387559999	0.000128459556	0.130139	-0.024039	0.016936159321	0.000577873521	-1.3749	-0.0831999999999999	1.89035001	0.0069222399999999	-0.00116909	0.00373476	1.39484322576e-05	1.3667714281e-06	-0.014438	0.0015268	0.0002084558439999	2.331118240000005e-06	0.00470562	-0.00013874	2.21428595844e-05	1.924878760000001e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
47011.96846580599	-238.05940553109397	56672.28056181784	2210125179.029937	69930.44662911551	-1823.9123404366687	4890267365.747573	3326656.2255971683	46471.0060546875	-171.54777560763614	2159554403.7348027	29428.63931592788	52774.976721226994	45209.67165056579	0.814505	27.556664	0.24469865	0.129059	-0.0086599562	-0.0796556577	-0.0101198389	-0.0953613431	0.0487327425	0.0396670631	0.086286745	-0.138919691	0.0239763077	-0.0186292935	-0.0123725851	-0.0913489687	-0.0001605163	-0.179684562	-0.1063247734	0.0531155985	-0.1265147166	-0.0288158742	-0.029238421	-0.0153301657	0.0758920397	0.0293958659	0.12304532	0.120190936	0.1196068161	0.1186353847	0.453522	-0.022212	0.205682204484	0.000493372944	0.1802	0.0500609999999999	0.03247204	0.0025061037209999	-1.44971	-0.07481	2.1016590841	0.0055965361	0.000243363	0.001412453	1.995023477209e-06	5.9225549769e-08	-0.0140695	0.0003684999999999	0.00019795083025	1.357922499999993e-07	0.00453426	-0.0001713599999999	2.05595137476e-05	2.936424959999991e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
47052.84048403911	40.87201823311625	1670.5218744481872	2213969797.61643	69864.84327043805	-65.60335867745744	4881096325.202873	4303.80066976313	46503.60970594618	32.60365125867975	2162585715.682972	1062.9980753976097	52630.616968271686	44686.41838012148	1.117582	37.810482	0.69624535	0.452201	0.0125307369	-0.080820976	-0.0278553001	-0.0860478339	0.099617232	0.1036688814	-0.0302985896	-0.1423302996	0.0256280069	0.0122473278	-0.0945545355	-0.0054089083	0.043670963	-0.1162101414	0.0288609634	0.1455860057	-0.1283030304	-0.0185011508	-0.0114655443	-0.0965864297	-0.0624197957	0.0951055835	0.0454814692	0.1200039147	0.1188605229	0.1169629329	0.418107	-0.0354149999999999	0.174813463449	0.0012542222249999	0.238158	0.057958	0.056719232964	0.003359129764	-1.78305	-0.3333399999999999	3.1792673025	0.1111155555999999	0.00493225	0.004688887	2.1985661298769e-05	2.43270900625e-05	-0.0135255	0.000544	0.00018293915025	2.959360000000012e-07	0.0043765	-0.0001577599999999	1.915375225e-05	2.488821759999995e-08	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
47284.57482495236	231.7343409132518	53700.80475849921	2235831016.3765187	70875.74599565778	1010.9027252197266	5023371370.441	1021924.31985667	46593.29527452257	89.6855685763876	2170935164.5388474	8043.501210869922	53286.49273557079	45092.43749226797	1.616582	54.692848	1.08208085	0.514122	-0.0092827545	-0.0649781159	0.0022908969	-0.0574514074	0.0789642909	0.0938189362	0.0976661124	-0.1045038841	-0.0154610957	-0.0546690632	-0.0708635961	-0.049765609	0.0809437102	-0.0372089927	0.0470826084	-0.1743911654	-0.0796173526	-0.0224916162	-0.097629032	-0.0674309	0.1536284068	0.14770643	-0.001800788	0.1197547036	0.1178678731	0.1147451459	0.271565	-0.146542	0.073747549225	0.021474557764	0.180513	-0.057645	0.032584943169	0.003322946025	-1.69965	0.0833999999999999	2.8888101225	0.0069555599999999	0.0112076	0.00627535	3.93800176225e-05	0.00012561029776	-0.0076684099999999	0.00585709	5.880451192809847e-05	3.430550326810117e-05	0.000619063	-0.003757437	3.83238997969e-07	1.4118332808969002e-05	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
47773.132929426334	488.5581044739738	238689.0214472023	2282272229.8926387	72059.66901942661	1183.9230237688316	5192595899.189311	1401673.7262099334	46933.69155273437	340.3962782118033	2202771402.76721	115869.6262204474	53728.74964980412	45857.56324911759	1.873805	63.395313	1.49817155	0.872769	-0.023088227	-0.1273255418	-0.0340061706	-0.0102216006	0.1902398948	-0.0401627289	-0.1846783093	-0.0019684635	0.054085843	-0.0827147152	-0.0036485495	-0.0016776409	0.048254368	0.034538928	0.072100839	0.0326323139	-0.017110189	-0.1047919239	-0.0703671217	0.0219767739	-0.0811306859	0.0318410652	0.0847160634	0.1194434321	0.1166309242	0.111992364	0.107906	-0.163659	0.011643704836	0.026784268281	0.201451	0.0209379999999999	0.0405825054009999	0.0004383998439999	-1.49529	0.2043600000000001	2.2358921841	0.0417630096	-0.00272808	-0.0139356799999999	0.0001942031770623	7.442420486399999e-06	-0.000961266	0.0067071439999999	9.24032322756e-07	4.498578063673466e-05	-0.000922404	-0.001541467	8.508291392160001e-07	2.376120512089e-06	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
47498.58516968625	-274.54775974008226	75376.47237829793	2256115593.1219387	70246.36468069894	-1813.3043387276705	4934551750.853747	3288072.624848593	46815.320068359375	-118.37148437499854	2191674193.102932	14011.808313140524	52948.032986743805	46416.55840736013	1.054619	35.680271	0.28177515	0.13153	-0.0347764118	-0.1109446773	-0.0664085955	-0.0916332156	0.0720141063	-0.0084761105	-0.0686565399	-0.0684054706	0.0573035341	-0.0580109988	0.0623327281	0.0242453974	0.0017560137	-0.0757256109	0.0066857305	0.0722412512	-0.0872129569	-0.0608195683	0.0108163811	0.0261059609	-0.0683874219	-0.06481351	-0.0182687563	0.1190702613	0.1151522399	0.1087174221	0.0165995	-0.0913065	0.00027554340025	0.00833687694225	0.231869	0.030418	0.053763233161	0.000925254724	-1.42459	0.0706999999999999	2.0294566681	0.0049984899999999	-0.00181091	0.0009171699999999	8.412008088999999e-07	3.2793950281e-06	-0.000533109	0.000428157	2.84205205881e-07	1.83318416649e-07	-0.00136409	-0.000441686	1.8607415281e-06	1.9508652259600006e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
47658.51308240033	159.92791271407623	25576.937265081186	2271333869.225323	71259.08470807757	1012.7200273786292	5077857153.432975	1025601.8538537716	46939.49435221354	124.1742838541686	2203316130.041487	15419.25277069564	53300.46182366641	46645.83615009667	0.8803849999999999	29.785545	0.44863125	0.300797	-0.0301586338	-0.0966274981	-0.0353762815	-0.0517840722	0.0778399373	0.0106834207	0.0721323974	-0.0312994521	0.0573604016	-0.0864945588	-0.0031465304	-0.0103899458	0.0274183917	0.056325928	0.0100402725	-0.0818905103	-0.0598679443	-0.0457423316	-0.0624511535	-0.0022755786	-0.0029193901	-0.0365169083	-0.0714331156	0.1186353847	0.1134348849	0.1049355893	0.0219142	0.0053147	0.00048023216164	2.824603609000002e-05	0.216725	-0.0151439999999999	0.046969725625	0.0002293407359999	-1.5781	-0.15351	2.4903996100000003	0.0235653201	0.00263206	0.00444297	1.97399824209e-05	6.9277398436e-06	-0.00158339	-0.001050281	2.5071238921e-06	1.1030901789610002e-06	-0.00136409	0.0	1.8607415281e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
47479.71706271923	-178.79601968109637	31968.016653803	2254323532.355872	70206.30971854074	-1052.7749895368324	4928925924.295668	1108335.1785942777	46781.02558051216	-158.46877170138032	2188464354.3645334	25112.3516045442	52971.25048756947	46900.22861333599	0.625913	21.176132	0.1304761999999999	0.0652507	-0.0381228703	-0.0899884779	-0.0504365202	-0.0910617247	0.0455368564	0.0202543143	0.0453103473	-0.0729410946	0.0493235348	-0.0326793282	-0.0098732543	-0.0258415212	-0.0039663188	-0.0206335192	0.0629682889	0.0253582741	-0.0901626341	-0.0246965887	-0.0237530938	0.0096464022	0.0242375065	-0.0104300618	-0.0590145094	0.1181390277	0.1114824189	0.1006644984	0.0375339	0.0156197	0.00140879364921	0.00024397502809	0.245897	0.029172	0.060465334609	0.000851005584	-1.52591	0.0521899999999999	2.3284013281000004	0.0027237960999999	0.00319553	0.0005634699999999	3.174984408999999e-07	1.02114119809e-05	-0.00168981	-0.0001064199999999	2.8554578361e-06	1.1325216399999972e-08	-0.00136409	0.0	1.8607415281e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
47520.48972269808	40.77265997885115	1662.4098017510105	2258196943.485054	71099.53887067523	893.2291521344887	5055144427.622658	797858.3182228975	46796.862820095484	15.837239583321209	2189946369.802835	250.81815761951609	53222.18796550428	46253.89032146642	0.563997	19.081354	0.2122016	0.114716	-0.0305369449	-0.0893787553	-0.0290907376	-0.0516675545	0.0747441083	0.0334870632	0.0425185869	-0.0619742754	0.0374476077	-0.0606225926	-0.0405780052	0.0266440164	0.0143895282	0.018848333	0.0958296995	0.04383417	-0.0731055213	-0.0299212374	-0.0673560152	-0.0222874819	-0.0008431819	0.0255733813	-0.079027647	0.1175814474	0.1092988885	0.0959240631	0.045279	0.0077450999999999	0.002050187841	5.998657400999997e-05	0.228566	-0.017331	0.0522424163559999	0.000300363561	-1.59854	-0.0726299999999999	2.5553301316000003	0.0052751168999999	0.00433844	0.00114291	1.3062432681e-06	1.88220616336e-05	-0.00271409	-0.00102428	7.366284528100001e-06	1.0491495184000004e-06	-0.00124137	0.00012272	1.5409994769000002e-06	1.5060198399999998e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
