global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24
46868.29339154946	n/a	n/a	2196636925.4363585	71404.83114346591	n/a	5098649910.62688	n/a	46308.64377486737	n/a	2144490488.2675624	n/a	52016.80782144036	37459.47982421875	n/a	n/a	n/a	n/a	-0.0031086533	0.0567716418	0.0007956932	-0.029553759	-0.0274185909	0.0508434417	-0.2014216174	0.072198404	-0.0075873222	0.0076389272	-0.1132765225	0.0043417051	-0.0407478782	0.0945276415	-0.0692872752	0.1954403593	-0.1512541932	0.0394638695	-0.0417902701	0.119306959	-0.2123267667	0.0787795291	-0.0246763784	0.0804805922	-0.0396846483	-0.0086703767	0.0053461102	-0.0067942062	0.0080228545	-0.1266440842	0.1151929043	-0.0883795198	0.1399872575	-0.0806481541	0.0311936708	-0.046804995	0.1203780544	0.1203546593	0.1203156708	-0.0177611	n/a	0.0003154566732099	n/a	-0.0731793	n/a	0.00535520994849	n/a	0.0839708	n/a	0.0070510952526399	n/a	-0.00220091	n/a	n/a	4.8440048281e-06	-0.000623466	n/a	3.887098531560001e-07	n/a	0.000442784	n/a	1.96057670656e-07	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
47075.82795071318	207.5345591637233	43070.59324728097	2216133577.245148	71495.69140181108	90.86025834517204	5111633889.023004	8255.586546551405	46489.27886169595	180.6350868285808	2161253049.08053	32629.034593568933	52262.74129518321	37550.74075561523	1.837872	41.510555	0.5645449220000001	0.36953	-0.0004415942	0.2496138248	0.0626285848	0.0447342153	0.0077122589	0.0441984908	-0.0106227653	0.1570445196	0.0934742474	0.0773261483	-0.18566487	0.1497476246	0.059873136	-0.2967735745	-0.2966593065	0.1059753021	-0.1195778185	-0.113566263	0.0253600012	-0.055837135	0.0228260374	0.1577665296	0.0842010662	-0.0690601289	0.1424847025	-0.0605731664	0.0145442633	-0.1130298318	-0.1214209909	-0.1520290353	0.0560979975	-0.2219497699	-0.2707493264	0.0045388632	0.0767121955	0.0032975632	0.1203156708	0.1201052059	0.1197547036	-0.0380922	-0.0203311	0.00145101570084	0.00041335362721	-0.0899849999999999	-0.0168056999999998	0.0080973002249999	0.0002824315524899	0.267664	0.1836932	0.071644016896	0.03374319172624	-0.00766236	-0.00546145	2.98274361025e-05	5.87117607696e-05	-0.00159748	-0.000974014	2.5519423504e-06	9.48703272196e-07	3.94956e-06	-0.00043883444	1.55990241936e-11	1.9257566573011362e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
47178.83043626932	103.00248555614236	10609.512030743314	2225842041.334253	72330.29970259233	834.6083007812413	5231672255.066828	696571.0157329509	46397.65539518402	-91.62346651193366	2152742426.1702485	8394.859615663428	52172.18176922866	38074.37014404297	1.636486	36.962017	0.317149228	0.174406	0.0563456332	0.2157714129	0.1562434499	-0.1499517395	-0.1282117674	0.2058840602	0.2213831424	0.3456081734	-0.0939329893	0.0923730597	-0.0546918832	0.180617159	-0.1719448619	-0.050219867	-0.0898687372	-0.1740158911	-0.0815981921	-0.067118294	-0.0415009709	0.0576314493	0.1890404381	-0.0513012266	-0.0756509028	0.1765277679	-0.0152730694	0.1125212117	-0.0027338506	0.1010214906	-0.289331883	-0.210868679	0.1144797785	0.0371433119	-0.0696025373	-0.0808848271	-0.0660678389	0.0398863915	0.120190936	0.1196068161	0.1186353847	-0.0544294	-0.0163372	0.00296255958436	0.00026690410384	-0.105784	-0.0157990000000001	0.011190254656	0.000249608401	0.377375	0.109711	0.142411890625	0.012036503521	-0.00903377	-0.00137141	1.8807653881e-06	8.16090004129e-05	0.000355557	0.001953037	1.26420780249e-07	3.814353523369001e-06	-0.000177644	-0.00018159356	3.1557390736e-08	3.29762210334736e-08	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
47043.78692292141	-135.04351334791136	18236.75049734751	2213117888.0492315	70686.21658380682	-1644.0831187855074	4996541214.932846	2703009.3014754807	46495.6038782742	97.94848309018562	2161841180.005388	9593.905339668378	52170.925513039176	38319.1859499783	1.546879	34.938126	0.4546258000000001	0.314717	0.017049259	0.0639201163	0.0262763055	0.1148691722	-0.0430490215	-0.0525334264	-0.0294868295	0.0317597313	-0.004944724	0.0594631323	-0.0593899317	0.2613505264	0.1720929284	-0.0912031941	0.0945994334	-0.0496893635	-0.0321359512	0.0114195766	0.0115328367	-0.0290285358	-0.0085293365	-0.0312320088	0.0140683938	0.0140735814	-0.0441606292	0.012366768	-0.0344853195	-0.1456696652	-0.1238380174	-0.079021916	-0.1652143424	-0.0574617585	0.0343014184	0.0360917153	-0.0389849153	-0.0451823166	0.1200039147	0.1188605229	0.1169629329	-0.0390929	0.0153365	0.00152825483041	0.00023520823225	-0.0574769	0.0483071	0.0033035940336099	0.00233357591041	0.251447	-0.125928	0.0632255938089999	0.015857861184	-0.00397481	0.00505896	2.5593076281600005e-05	1.5799114536099998e-05	0.000583944	0.0002283869999999	3.40990595136e-07	5.216062176899999e-08	-0.000191381	-1.3736999999999994e-05	3.6626687161e-08	1.8870516899999983e-10	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
47048.709695510646	4.922772589234228	24.233689965315865	2213581084.0124373	71291.00765269887	604.7910688920529	5082407772.137169	365772.2370115919	46402.28466408322	-93.31921419098217	2153172022.0466127	8708.475737222407	52196.68817190251	37939.15550143772	1.018151	22.996178	0.14260961	0.0773289999999999	0.0423417084	0.0614150537	0.0909002412	0.0398643772	-0.0417428054	-0.0574057386	-0.0589497904	0.0174380317	0.0188106452	-0.0065621812	-0.0627537648	0.0733257305	0.0048825581	-0.0642655951	0.0546423733	-0.0838184126	-0.1695137174	-0.1266968794	0.1361572321	-0.1155420005	0.0423134302	-0.0796721286	-0.034365698	0.0738786733	-0.0598529099	0.0128619428	-0.0088101757	-0.0431241991	-0.0675401864	-0.1161184776	-0.1157802461	-0.0757321406	0.0730296787	0.0294551694	0.0404064246	0.0611569923	0.1197547036	0.1178678731	0.1147451459	-0.0190457	0.0200472	0.0003627386884899	0.00040189022784	-0.074356	-0.0168791	0.005528814736	0.00028490401681	0.266497	0.01505	0.0710206510089999	0.0002265025	-0.00257956	0.0013952499999999	1.9467225625e-06	6.6541297936e-06	0.0007949959999999	0.0002110519999999	6.32018640015841e-07	4.45429467039578e-08	1.49832e-05	0.0002063642	2.2449628224000003e-10	4.258618304164e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
46858.50310406292	-190.206591447728	36178.54743016291	2195719313.1534743	71436.27666015625	145.26900745737657	5103141623.066384	21103.08452765133	46402.0456316313	-0.2390324519219575	2153149838.799993	0.0571365130718229	52077.994277481295	38012.965480685765	1.066542	24.089146	0.06831602	0.0360467	0.0223915343	0.0049455216	0.0309770919	0.0229693168	-0.0245195611	-0.0553610235	-0.0576176911	0.0393702051	-0.0108045746	-0.0132798743	0.0782493596	0.0716878333	0.0282770362	-0.0902802628	0.0044896138	0.0390163302	-0.0137798484	0.0247732702	0.0643624852	0.0815816475	0.1088487559	-0.0903226774	-0.0653075463	-0.0571103258	0.0345851881	0.0248609913	-0.0336220696	-0.0047876543	-0.040258384	-0.0341892583	-0.1469317475	-0.079716358	-0.0970610063	-0.0288262568	0.096643745	0.0646317583	0.1194434321	0.1166309242	0.111992364	-0.0420782	-0.0230325	0.00177057491524	0.00053049605625	-0.0674408	0.0069152	0.0045482615046399	4.781999104000014e-05	0.274802	0.008305	0.075516139204	6.897302500000011e-05	-0.00208202	0.0004975399999999	2.4754605159999985e-07	4.3348072804e-06	0.0007949959999999	0.0	6.32018640015841e-07	0.0	-8.87432e-05	-0.0001037264	7.87535554624e-09	1.075916605696e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
46856.93884342437	-1.5642606385517863	2.446911345322443	2195572717.776411	71546.40929509944	110.13263494319108	5118888683.021892	12129.197279530192	46397.43255760942	-4.613074021879584	2152721747.9379144	21.28045193134028	52226.87139840999	37220.27558125814	0.943074	21.300468	0.1350971749999999	0.0859990999999999	0.0470329012	-0.0010478344	0.0894347032	-0.0246359685	-0.0259392749	0.0419177876	0.0391654781	-0.1294617793	-0.0176064443	-0.0109155261	0.0400978394	0.0398380684	-0.0429713374	-0.1079549909	0.061516264	-0.052295474	0.0555272321	0.0682518823	-0.0094837013	0.0680831784	0.1111246925	-0.2392807431	-0.0274721126	-0.1704587181	0.023002311	0.0289509149	-0.0150584486	0.0395045305	-0.0130324193	-0.0353397757	-0.0925909616	0.1186860948	-0.0805917733	0.031663909	0.0760446431	-0.00828798	0.1190702613	0.1151522399	0.1087174221	-0.0463132	-0.0042349999999999	0.0021449124942399	1.7935224999999965e-05	-0.0637514	0.0036893999999999	0.0040642410019599	1.3611672359999969e-05	0.235939	-0.0388629999999999	0.055667211721	0.0015103327689999	-0.000789112	0.001292908	1.6716110964639998e-06	6.22697748544e-07	0.00120087	0.000405874	1.4420887568999998e-06	1.6473370387608113e-07	-2.13297e-05	6.741350000000001e-05	4.5495610209e-10	4.544579982250001e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
46894.01696620903	37.07812278466008	1374.7871892343292	2199048827.2271	71659.21604225853	112.80674715909116	5135043243.791082	12725.362204615123	46375.76716366877	-21.665393940653303	2150711780.0188184	469.3892946036968	52050.15095042914	37690.99926147461	0.9046860000000002	20.433416	0.06457845	0.032961	0.0282691294	-0.047805046	0.0398192756	-0.0369952162	-0.0409102482	0.1082966515	0.0534957881	-0.0927325634	-0.0369857327	-0.0209973619	0.1458993301	0.093740509	0.003564968	0.0206567813	0.0727934784	-0.0958582573	-0.0804251426	-0.0727894047	-0.0632009572	0.1280902183	0.1571917329	0.0467579478	-0.0661272937	-0.0627608473	0.0131989791	0.044271003	-0.0453489457	0.0902238541	-0.053255675	0.0206871475	-0.082949933	0.0770715993	-0.0463328352	0.0433911169	0.0494632235	-0.0256268217	0.1186353847	0.1134348849	0.1049355893	-0.0551532	-0.00884	0.00304187547024	7.81456e-05	-0.0737899	-0.0100385	0.00544494934201	0.00010077148225	0.221915	-0.014024	0.049246267225	0.000196672576	-0.000332021	0.000457091	2.08932182281e-07	1.10237944441e-07	0.00130899	0.0001081199999999	1.7134548200999996e-06	1.1689934399999991e-08	4.69783e-05	6.8308e-05	2.20696067089e-09	4.665982863999999e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
47004.55039252163	110.53342631260604	12217.638332404304	2209427757.603105	71812.5546209162	153.33857865766913	5157043001.182073	23512.719704754185	46409.93400820623	34.166844537467114	2153881974.6460576	1167.3732656474465	52094.77448627311	37460.06120225695	0.985554	22.259922	0.0802874849999999	0.0408093	0.0521539674	-0.0277045759	0.0951431857	-0.075588866	-0.0484332911	0.1670907838	0.1278248561	-0.0304389714	-0.0157770499	-0.0255270812	0.0724238651	0.0388556908	-0.0301044183	-0.0994681416	0.1072768998	0.0362852554	0.1292549074	-0.0229410519	0.0982657036	0.057590757	-0.0177705398	0.0216877065	0.0021036747	-0.0543468685	-0.0247158532	0.040942781	-0.0299589623	0.0959923499	-0.0623374173	-0.0328612795	-0.0473954667	0.0763297887	-0.0787848343	0.122166554	0.0106858208	-0.1088524435	0.1181390277	0.1114824189	0.1006644984	-0.0545455	0.0006077	0.0029752115702499	3.692992900000033e-07	-0.046529	0.0272609	0.002164947841	0.00074315666881	0.242886	0.0209709999999999	0.0589936089959999	0.0004397828409999	-0.000146174	0.000185847	3.4539107409e-08	2.1366838276e-08	0.00133578	2.679000000000006e-05	1.7843082083999998e-06	7.177041000000032e-10	0.000463299	0.0004163207	2.1464596340100006e-07	1.7332292524849005e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
47173.93507435727	169.38468183563964	28691.17044056087	2225380150.3996754	71569.30291637074	-243.2517045454588	5122165119.935233	59171.39176427117	46442.319892863066	32.385884656832786	2156889077.0310245	1048.8455250056772	52095.07150982064	38312.50922309028	0.84821	19.157854	0.16314775	0.072894	0.0367657492	-0.0551670204	0.0553777714	-0.0216576127	-0.0567679423	0.0931594419	0.1176519829	0.053055498	-0.0100349205	-0.0041053003	0.1185654889	0.1053859901	-0.0864105375	-0.0752133282	0.0911048239	-0.1077754473	-0.0347018298	0.0224760569	-0.0143812958	0.013138283	0.0083056305	0.0614876611	0.0860927708	0.0015858988	-0.0077266143	0.0366074718	-0.0413744262	0.0836313357	-0.1153030935	-0.0233444679	-0.112476624	0.0374030225	-0.073952312	0.1039709209	-0.1188977349	-0.0358164733	0.1175814474	0.1092988885	0.0959240631	-0.0676849	-0.0131394	0.00458124568801	0.00017264383236	-0.0844681	-0.0379391	0.00713485991761	0.00143937530881	0.223743	-0.0191429999999999	0.050060930049	0.0003664544489999	0.00066006	0.000806234	6.500132627559999e-07	4.3567920359999993e-07	0.00182129	0.00048551	3.3170972641e-06	2.3571996010000003e-07	0.00103008	0.000566781	1.0610648064000002e-06	3.2124070196100005e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
