global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37	motion_outlier38	motion_outlier39	motion_outlier40	motion_outlier41	motion_outlier42	motion_outlier43	motion_outlier44
47352.73982239867	n/a	n/a	2242281968.6877804	72871.75126953125	n/a	5310292133.0884285	n/a	46969.37826242209	n/a	2206122494.358489	n/a	53782.99299707454	43379.91040438738	n/a	n/a	n/a	n/a	-0.0087922106	-0.0795522353	0.0003481306	-0.0445741219	-0.0794919156	-0.1089975032	-0.0442924123	-0.0953938802	0.0740632592	-0.0322657433	0.0957407007	-0.0162749518	0.0158402837	-0.1735287986	0.0812300694	-0.0432520238	-0.0447229046	-0.0622547116	0.1180297637	-0.0167426652	0.0440016489	-0.1380028197	0.0237582842	0.102594329	0.1025838106	0.1025662807	0.1025417406	0.277483	n/a	0.0769968152889999	n/a	-0.00653289	n/a	4.26786517521e-05	n/a	0.096793	n/a	0.009368884849	n/a	0.00464422	n/a	n/a	2.15687794084e-05	-0.00391611	n/a	1.5335917532100002e-05	n/a	0.000138277	n/a	1.9120528729e-08	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
47490.74242928055	138.00260688188428	19044.71950619589	2255370616.484268	72708.57719826212	-163.1740712691244	5286537198.195642	26625.77753454129	46954.31739092798	-15.06087149411178	2204707921.6480017	226.8298501621488	53763.01557215571	43398.648062618144	0.987599	29.496508	0.10111506	0.0608702	-0.0093545419	-0.0612876416	0.0034530834	-0.0266530829	-0.064148864	-0.1371245327	-0.0302659045	-0.0827593676	0.086288721	-0.0385889276	0.0744889846	-0.0912160207	0.038825365	-0.146909439	0.0163199574	-0.0432721688	-0.0401085643	-0.0589727044	0.0985310739	0.0202865793	0.0742994058	-0.1349120411	0.0413787106	0.1025662807	0.1024716367	0.1023139614	0.1020933517	0.267713	-0.00977	0.0716702503689999	9.545290000000002e-05	-0.0633544	-0.05682151	0.00401377999936	0.0032286839986801	0.0902903	-0.0065027	0.00815233827409	4.228510729e-05	0.00478857	0.0001443499999999	2.083692249999991e-08	2.29304026449e-05	-0.00360068	0.00031543	1.29648964624e-05	9.949608490000017e-08	0.000238914	0.000100637	5.7079899396e-08	1.0127805769000004e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
47513.23962386093	22.49719458037725	506.1237639873557	2257507939.554428	72543.3829300861	-165.19426817602653	5262542406.941107	27289.14623821297	47010.064888655645	55.74749772766518	2209946200.835614	3107.783502896034	53658.082284198	43917.78971051588	1.019052	30.435921	0.12770515	0.0607041	-0.0051969764	-0.0611356479	-0.0054828929	-0.0626877012	0.0203194913	-0.1086928429	-0.0472689689	-0.0822455452	0.0432676524	-0.0438381826	0.0350342593	-0.0897242335	-0.0015975239	-0.0791151114	-0.0059182776	-0.0922482506	-0.0498727604	-0.0790818142	0.0575427804	0.0242723837	0.072279524	-0.1368989479	0.0430587633	0.1025101919	0.1022474116	0.1018099433	0.1011985345	0.248512	-0.0192009999999999	0.061758214144	0.0003686784009999	-0.0492919	0.0140625	0.00242969140561	0.00019775390625	0.0486383	-0.041652	0.00236568422689	0.001734889104	0.0049933	0.00020473	4.191437290000008e-08	2.493304489e-05	-0.00318589	0.00041479	1.01498950921e-05	1.7205074410000035e-07	-0.000197359	-0.000436273	3.8950574881e-08	1.9033413052900006e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
47823.43168126303	310.1920574020987	96219.1124753469	2287080617.7724323	74228.77814891582	1685.3952188297262	5509911505.480963	2840557.0436541005	47294.07663175208	284.0117430964383	2236729684.4500384	80662.67021667726	54651.495995107325	43810.1810426024	2.239834	66.896866	2.9895752899999994	1.56004	-0.0264687699	0.0366576517	0.0625428816	-0.0083513553	0.0684875656	0.1263536023	-0.0083907978	0.089836667	-0.0371373837	0.0680570989	0.0118004076	0.2559501148	0.0705697748	0.1639380445	-0.1386232254	-0.1035814675	-0.0175376896	0.1008245361	-0.0372222497	-0.0164433992	-0.2182454251	0.0932229931	-0.0305562772	0.1024260777	0.1019113804	0.1010554665	0.0998612018	-0.00806244	-0.25657444	6.500293875360001e-05	0.0658304432613136	-0.502157	-0.4528650999999999	0.252161652649	0.2050867987980099	0.908357	0.8597187	0.8251124394489999	0.7391162431296899	-0.0143096	-0.0193029	0.00037260194841	0.00020476465216	0.00185583	0.0050417199999999	3.4441049889e-06	2.54189405584e-05	-0.00426108	-0.004063721	1.81568027664e-05	1.6513828365841002e-05	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
48334.09495034292	510.66326907989423	260776.9743873645	2336184734.668765	77059.12525111607	2830.3471022002486	5938108784.467195	8010864.718933345	47423.72438755194	129.64775579985871	2249009634.786489	16808.540583939797	55364.762994058896	38329.23396164093	2.795573	83.495064	3.34800106	1.79342	-0.1503901873	0.12280737	0.2416071398	0.3351390283	-0.1857871652	-0.1725717753	0.0141549299	0.2856473044	0.2083708569	0.0562776821	0.0660315043	0.0205754078	0.173281579	-0.0164971959	-0.0187599697	0.2251678312	0.0307281462	0.3845640148	0.164852244	0.0937671161	0.0991320348	-0.0237355076	0.1178706765	0.1023139614	0.1014639107	0.1000523871	0.0980872016	-0.442862	-0.43479956	0.196126751044	0.1890506573761936	-0.833075	-0.330918	0.694013955625	0.109506722724	2.13606	1.227703	4.562752323600001	1.507254656209	-0.0323391	-0.0180295	0.00032506287025	0.00104581738881	0.00917911	0.00732328	8.425606039210001e-05	5.3630429958400006e-05	-0.00252225	0.00173883	6.361745062500001e-06	3.023529768900001e-06	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
47576.57138131539	-757.5235690275294	573841.9576322061	2263530144.4013987	71736.200649713	-5322.924601403065	5146082483.655885	28333526.312221978	47082.48999632098	-341.23439123095886	2216760864.253665	116440.9097587631	53614.37753652597	41881.302233087365	2.205171	65.861588	0.9298150000000004	0.521058	-0.0610841278	0.1356402992	-0.1422911364	0.1313467776	-0.0296783194	0.1188371772	0.0880958547	0.1091017245	0.1313468862	0.0631375371	-0.0450838307	-0.1129909068	0.0046070846	0.0573605576	-0.0540944969	0.0371586748	0.1275705612	0.0707629611	0.098113112	0.0218401371	0.0512820812	0.1607986795	0.0265197649	0.1021738733	0.1009054916	0.0988031726	0.0958842909	-0.350573	0.0922889999999999	0.122901428329	0.0085172595209999	-0.648285	0.18479	0.420273441225	0.0341473441	1.68088	-0.4551800000000001	2.8253575744	0.2071888324000001	-0.0311223	0.0012168	1.4806022400000097e-06	0.0009685975572899	0.00754259	-0.00163652	5.68906639081e-05	2.6781977104000024e-06	-0.00362005	-0.0010978	1.31047620025e-05	1.2051648399999998e-06	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
47516.54306698543	-60.02831432996027	3603.398521296513	2257821865.036681	71736.37453364159	0.1738839285826543	5146107431.230902	0.0302356206193376	47033.98662569252	-48.50337062845938	2212195897.905823	2352.576962321696	53562.71302731556	42325.47413911301	1.040807	31.085657	0.616314	0.291037	-0.0470733176	0.1230651123	-0.114082753	0.1430959925	-0.0176736195	0.0404283996	0.1086131278	0.0952220162	0.120095753	0.1035004106	-0.1249913869	-0.0786149358	-0.0338074665	0.0496136455	-0.0468821775	-0.06137072	0.1363197257	0.0676874895	0.0472509219	0.0633482651	0.0371006151	0.1323138381	-0.0178183048	0.102005852	0.1002367339	0.0973108962	0.0932621027	-0.242201	0.108372	0.058661324401	0.011744490384	-0.620173	0.028112	0.3846145499289999	0.000790284544	1.52219	-0.15869	2.3170623961	0.0251825161	-0.0286672	0.0024550999999999	6.027516009999991e-06	0.00082180835584	0.00505265	-0.00248994	2.55292720225e-05	6.199801203600002e-06	-0.00214229	0.00147776	4.5894064441e-06	2.1837746176000008e-06	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
47300.6992687247	-215.84379826073564	46588.54524762114	2237356151.3103333	71520.47373046874	-215.9008031728445	5115178162.63067	46613.15681067933	46771.95847039474	-262.0281552977831	2187616099.15633	68658.75416875913	53169.12235849004	42171.22905972531	0.825659	24.659863	0.3917654999999998	0.205508	-0.0513801346	0.1144377965	-0.1160465175	0.1124772155	0.0200049992	0.0062737795	0.143344318	0.0018972427	0.0882132593	-0.0083177673	-0.0922420441	-0.0455257356	-0.0448062892	0.0749022162	0.0460351258	-0.0370634904	0.1561987022	-0.0021820947	0.0127244663	0.0708133657	0.0638555641	0.047250324	-0.0450844429	0.1018099433	0.0994583687	0.0955792289	0.090232103	-0.215407	0.026794	0.0464001756489999	0.000717918436	-0.512148	0.1080249999999999	0.262295573904	0.0116694006249999	1.45028	-0.0719099999999999	2.1033120784	0.0051710480999999	-0.0258928	0.0027743999999999	7.697295359999998e-06	0.00067043709184	0.00442373	-0.0006289199999999	1.95693871129e-05	3.955403663999998e-07	-0.00184488	0.0002974099999999	3.4035822144e-06	8.845270809999996e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
47227.03243838403	-73.66683034066955	5426.801892440992	2230392592.9361773	72460.58220663265	940.1084761639067	5250535973.724169	883803.9469552229	46825.58861560769	53.63014521294826	2192635749.198128	2876.192475561917	53650.37911903635	42311.55857410494	0.837582	25.015955	0.3799615	0.189352	-0.0456594072	0.1014231146	-0.0629182648	0.1042224157	0.039966104	0.0208493684	0.1154643288	0.0050006411	0.0702522382	0.0218816598	-0.0614487802	0.0987359344	-0.0645193385	0.1303835527	0.0705710311	-0.0351425575	0.1304977925	0.0315494952	0.0240343707	0.0438089047	-0.0685905458	0.0523853652	-0.140653756	0.1015862008	0.0985712473	0.0936124309	0.0868075413	-0.139818	0.0755889999999999	0.0195490731239999	0.0057136969209999	-0.517144	-0.004996	0.267437916736	2.4960016000000005e-05	1.35169	-0.0985899999999999	1.8270658561	0.0097199880999999	-0.0241008	0.001792	3.2112640000000067e-06	0.0005808485606399	0.00272059	-0.0017031399999999	7.401609948100001e-06	2.900685859599999e-06	-0.00132429	0.0005205899999999	1.7537440041000005e-06	2.710139480999999e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
47176.52798326983	-50.50445511419821	2550.699986382061	2225624792.556241	71799.25843431122	-661.3237723214261	5155133511.717011	437349.1318374414	46703.73810811981	-121.85050748787762	2181239153.2718425	14847.54617505332	53390.90394739809	42594.541882327605	0.8290459999999998	24.761032	0.3063454999999999	0.192207	-0.0340757772	0.0975256541	-0.0822915286	0.0694623859	0.0658105334	-0.043579012	0.1220911318	-0.0413058805	0.0353249413	-0.0085286797	-0.0523871408	0.1046652773	-0.067394358	0.1272944703	0.0137002019	-0.0969254346	0.1214106861	-0.0191952532	-0.0037956862	0.0233092643	-0.0726024963	0.0242088837	-0.1438006325	0.1013346856	0.0975763397	0.0914153405	0.0830033923	-0.115481	0.0243369999999999	0.013335861361	0.0005922895689999	-0.467868	0.049276	0.218900465424	0.002428124176	1.19907	-0.1526199999999999	1.4377688649000002	0.0232928643999999	-0.0225787	0.0015220999999999	2.3167884099999954e-06	0.00050979769369	0.00280074	8.014999999999975e-05	7.844144547599999e-06	6.42402249999996e-09	-0.00132429	0.0	1.7537440041000005e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
