global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16
73223.20550623149	n/a	n/a	5361637824.60781	124758.9642630912	n/a	n/a	15564799163.999268	74915.22149474558	n/a	5612290411.606791	n/a	85574.21825296819	68881.69932006972	n/a	n/a	n/a	n/a	-0.0196709713	-0.0098742101	-0.0033591603	0.0024284323	-0.0381376528	-0.002277638	0.0161819207	-0.0209876179	-0.0117393983	-0.0110648703	-0.1013151933	0.0742050724	-0.0892496901	0.0025529468	-0.051429356	-0.040080794	0.0248891003	-0.1308897414	0.0825332032	-0.0419148843	0.0050505695	-0.0549102496	0.0084700944	-0.0661731584	0.0123632397	-0.1318242965	0.0251617997	0.0583728371	-0.0503984997	-0.0436925117	0.0951576542	-0.0188234359	0.1514022435	-0.0164654424	0.0492597557	-0.0018207604	0.0581269969	-0.0285373883	-0.0276179759	-0.0242559896	-0.0374012028	0.0174502786	-0.0526479944	0.0074598682	-0.1640278212	0.0398977683	-0.0543278728	0.0659302848	-0.03213771	0.0883795842	-0.0039220775	0.0108748797	-0.0253417423	0.0331356982	0.102594329	0.1025838106	0.1025662807	0.1025417406	0.0327689	n/a	n/a	0.0010738008072099	-0.0921767	n/a	0.00849654402289	n/a	-0.0880091	n/a	n/a	0.00774560168281	0.00211179	n/a	4.459657004100001e-06	n/a	-0.00214392	n/a	4.5963929664e-06	n/a	0.000389436	n/a	n/a	1.51660398096e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
73383.09524650831	159.8897402768198	25564.72904578889	5385078667.958111	124192.71173260664	-566.2525304845622	320641.92828017	15423829647.49833	75069.79746266593	154.57596792034747	5635474491.085684	23893.729858512288	85674.45159715222	69628.45436895461	1.194587	20.83489	0.1053453999999999	0.0473057	-0.0341403609	0.0091511527	0.0606348215	-0.0391023505	-0.0027476037	-0.0499719227	0.0802979632	0.0365054261	0.0752050375	-0.0146284667	-0.0480678875	0.0480191455	-0.0770792576	-0.0242325566	0.0065594513	0.0504463309	-0.0710727512	-0.0688223475	-0.0331274819	0.0777191605	0.0352454849	0.0864265799	0.0004145492	-0.1149819799	0.0531530504	0.0520032212	-0.1112027408	0.0731546365	0.1375789279	0.1108597779	0.0667523336	-0.0101497197	0.0558269397	-0.1020808763	-0.0614820031	-0.0790664267	0.0183522255	-0.030321429	0.0569339981	-0.0203057826	0.0099356033	0.0098263984	0.0029062346	0.064822577	-0.1410825632	0.0243530691	0.0300070376	-0.0867952762	-0.0359960668	-0.0394168385	0.1000737394	0.0936920911	-0.1118546031	0.1601078059	0.1025662807	0.1024716367	0.1023139614	0.1020933517	0.0214732	-0.0112956999999999	0.0001275928384899	0.00046109831824	-0.0713256	0.0208510999999999	0.00508734121536	0.0004347683712099	-0.114646	-0.0266368999999999	0.0007095244416099	0.0131437053159999	0.0025171	0.0004053099999999	6.33579241e-06	1.642761960999999e-07	-0.00190197	0.00024195	3.6174898809e-06	5.853980250000006e-08	0.000105462	-0.000283974	8.0641232676e-08	1.1122233444e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
73185.18615798255	-197.90908852576104	39168.00732109752	5356071472.97856	126674.0110259185	2481.2992933118658	6156846.182989964	16046305069.394522	75058.04679894912	-11.750663716811689	5633710389.273235	138.07809778559465	85966.07753171203	69155.77749866979	1.09137	19.034681	0.09755098	0.0573751	-0.0306709328	-0.0187606462	-0.0508888053	0.0694891541	0.1595059	-0.1289346063	-0.0442147598	0.0397385407	0.1044752277	0.0444803825	0.0446014105	-0.0042743342	-0.0898818019	-0.1484636345	-0.0967086147	0.0264213769	0.1756011662	-0.0343408181	0.0035683971	0.002236013	-0.0579236889	0.0890400819	0.0062406167	0.0624935634	-0.0411222045	-0.1123151398	-0.0785328449	0.1937575749	-0.0837200178	0.0465995353	0.0085512443	0.0113489959	-0.0784936747	0.0030492757	0.0208261603	0.0396009213	0.0917275936	-0.0708848562	0.0628949493	-0.0347434878	-0.0056549364	0.1567909066	0.0184142876	0.0603322561	0.0452622219	0.0237764862	-0.0369902719	-0.0122019032	-0.0904333596	0.1241870663	-0.1709149906	-0.0239134428	0.0462077835	0.1652012576	0.1025101919	0.1022474116	0.1018099433	0.1011985345	0.0113821	-0.0100911	0.00010183029921	0.00012955220041	-0.0807389	-0.0094133	0.00651876997321	8.861021688999999e-05	-0.0878674	0.0267786	0.00071709341796	0.0077206799827599	0.00353604	0.0010189399999999	1.25035788816e-05	1.0382387235999996e-06	-0.00190197	0.0	3.6174898809e-06	0.0	9.90424e-05	-6.419599999999995e-06	4.1211264159999935e-11	9.80939699776e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
73091.86913275755	-93.31702522499836	8708.06719684298	5342421333.320156	125620.5299963049	-1053.4810296135984	1109822.2797557274	15780517556.55254	75005.61175331859	-52.435045630525565	5625841794.489564	2749.434010275298	85924.50889931955	68833.96430781671	1.060049	18.488411	0.11964208	0.0806641	-0.027996567	-0.0250794982	-0.0162844076	0.0418623353	0.0762934602	-0.0867363149	-0.0821493982	0.0338104458	0.0910871507	0.0257832372	0.0869461937	-0.0750500522	0.0280459969	-0.0571104479	0.1377858734	-0.0984922494	0.0780659643	0.0069912642	0.0381695455	0.0490862722	0.0027806511	0.022709316	-0.008587272	0.0151901085	0.2167064759	0.1505745301	0.0923997815	-0.0116106864	-0.0568525063	0.0804403537	-0.0410951001	0.030958117	-0.0823943985	0.0038679722	-0.0460407648	-0.0058471947	-0.0564975714	-0.0783137428	0.0963340277	0.0251651999	-0.0058893611	0.0356301944	0.00673561	-0.0128520359	0.1238671204	0.0364142436	-0.1057090868	0.0371503337	0.0005482335	0.0907750091	0.0364144626	0.1231123985	-0.0049455042	0.0971086389	0.1024260777	0.1019113804	0.1010554665	0.0998612018	0.0153055	0.0039234	1.5393067560000004e-05	0.00023425833025	-0.0781647	0.0025741999999999	0.00610972032609	6.626505639999993e-06	-0.0753854999999999	0.0124819000000001	0.00015579782761	0.0056829736102499	0.00203719	-0.00149885	4.1501430961e-06	2.2465513225e-06	-0.00158129	0.00032068	2.5004780641e-06	1.0283566240000005e-07	0.000292764	0.0001937215999999	3.752805830655999e-08	8.5710759696e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
72947.61589522062	-144.25323753693374	20808.99653988703	5321354664.796643	124614.76685230152	-1005.7631440033874	1011559.5018355786	15528840117.653463	74834.33785259955	-171.27390071903935	5600178121.837014	29334.74906751536	85609.68158112119	68476.24781652304	1.105092	19.273996	0.063103195	0.0299594	-0.0247940137	-0.0375464117	0.0803967574	0.0095777874	0.0417407008	1.5501e-05	-0.0112564055	0.0582197941	-0.0224021806	0.024729112	0.0667842651	0.0434677358	0.1373037529	-0.014490501	0.0978199583	-0.0305430138	-0.0315249556	-0.0256030928	-0.0259901082	0.0268057532	0.0227573736	-0.0704013607	-0.02761778	-0.0631692271	-0.0049683109	0.0869070893	-0.0177105105	0.0275998081	0.0395313375	-0.0942911624	-0.2033762898	-0.0205435036	-0.2207566111	-0.0913350822	0.0293148437	-0.0489277549	0.0300691496	-0.012673585	0.0376742832	0.0757070617	0.061347851	-0.0595388203	0.0900436518	-0.0428425155	0.0154057019	-0.0185903162	-0.068813853	0.0983529318	-0.0500997547	0.1005798138	-0.0082327835	0.0576053711	-0.0531855288	0.0973129737	0.1023139614	0.1014639107	0.1000523871	0.0980872016	0.017081	0.0017754999999999	3.1524002499999974e-06	0.0002917605609999	-0.0721466999999999	0.0060180000000001	0.0052051463208899	3.621632400000128e-05	-0.0630013	0.0123841999999999	0.0001533684096399	0.0039691638016899	0.00165199	-0.0003851999999999	2.7290709601e-06	1.4837903999999986e-07	-0.00131059	0.0002707	1.7176461480999998e-06	7.327849000000002e-08	9.01541e-05	-0.0002026099	4.105077157801e-08	8.127761746809999e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
72855.89478825963	-91.72110696099116	8412.761462149581	5307981405.397956	124089.66440231736	-525.1024499841587	275732.58297936595	15398244811.479748	74680.18622787611	-154.15162472343945	5577130215.030257	23762.72340487611	85211.62098961834	67994.5677037371	0.96913	16.902683	0.055451769	0.0295206	-0.0250939826	-0.0319422098	0.0723684265	0.0071690967	0.0672475302	0.0610805551	0.0559084581	0.0110899901	-0.0937547604	0.0396419849	-0.0361388119	0.1231802837	0.1005242324	-0.0287883972	-0.0724148199	-0.121066154	-0.0812071274	-0.0226280933	-0.0138824834	-0.0184977966	-0.0428590388	0.0341929198	-0.0530797936	0.096004731	-0.0068507959	-0.1009417695	-0.0186127982	0.0707250084	0.0528750634	-0.1575924751	-0.0615762633	0.0515073991	-0.0811006538	0.0447891228	0.0301920364	0.0530121851	-0.0302027835	0.0206810481	-0.0626245663	0.0432571504	0.0630805368	-0.0258996245	0.1197667316	-0.0776016239	-0.1229960117	0.0052462619	-0.0135614717	0.0864056822	-0.024118226	0.0714055475	-0.0057907841	0.0298879575	0.0111986813	0.0928594303	0.1021738733	0.1009054916	0.0988031726	0.0958842909	-0.000930789	-0.018011789	0.0003244245429805	8.66368162521e-07	-0.0750132	-0.0028665000000001	0.00562698017424	8.216822250000603e-06	-0.0719624	-0.0089611	8.030131321e-05	0.0051785870137599	0.00122626	-0.00042573	1.5037135876000002e-06	1.8124603290000005e-07	-0.00123136	7.923000000000001e-05	1.5162474496e-06	6.277392900000002e-09	9.74417e-05	7.287600000000001e-06	5.310911376000002e-11	9.49488489889e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
72971.47111726357	115.57632900394674	13357.88782602854	5324835597.017632	125094.40898833403	1004.7445860166772	1009511.683129824	15648611160.140589	74643.53575082964	-36.65047704646713	5571657429.385384	1343.257467733614	85306.09976951024	68344.32898625133	1.083693	18.900785	0.0677327159999999	0.0334207	-0.0232232826	-0.0043908224	-0.0011050808	0.0594145991	0.0360505688	0.0918637492	0.0371845946	-0.0088047671	-0.1151429799	0.044173568	-0.0484869179	0.1062755431	0.0974962067	0.0716255586	-0.1017608156	-0.113937044	0.0714131644	0.0370650003	0.0800001728	0.0447593263	-0.039249051	-0.0105165477	-0.0657125956	-0.059965883	0.0362344534	0.0361394647	-0.0781817778	-0.0615697088	0.0357441244	-0.0723306187	0.0583509036	0.0592060579	0.0538627251	-0.0457707393	-0.0237805338	0.0705408795	-0.0056999997	0.0084995075	-0.119784743	-0.0030682688	0.0014841512	0.0461664214	0.0808791407	-0.0876192839	-0.1230254537	-0.0164528026	-0.0750199813	0.0522293622	0.0022695102	-0.0049147515	0.0274915757	0.0358863244	0.0709504624	-0.0764668034	0.102005852	0.1002367339	0.0973108962	0.0932621027	-0.00435904	-0.0034282509999999	1.1752904919000998e-05	1.90012297216e-05	-0.0767180999999999	-0.0017048999999998	0.0058856668676099	2.906684009999653e-06	-0.0449605	0.0270018999999999	0.0007291026036099	0.00202144656025	0.00143925	0.0002129899999999	2.0714405625e-06	4.5364740099999975e-08	-0.000948486	0.0002828739999999	8.99625692196e-07	8.001769987599995e-08	0.000313531	0.0002160892999999	4.669458557448999e-08	9.8301687961e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
73049.50847328924	78.0373560256703	6089.828935477221	5336230688.189157	124368.08206094278	-726.3269273912592	527550.8054536276	15467419835.517397	74896.6292381084	253.09348727876204	5609505071.230675	64056.313302924886	85466.84438354055	68295.99018516837	0.965312	16.836092	0.07193979	0.041098	-0.0271300355	-0.0002462192	0.038458626	0.0137578831	-0.1017220564	0.0373190971	0.0670120875	0.0100441231	0.0043750414	0.0123036897	-0.0444192953	0.0607514909	-0.063716925	0.0031688914	-0.081758652	-0.0048549204	-0.0203858761	-0.0363947444	0.1114087805	-0.0073315811	0.0219954555	0.0183797153	0.0593902758	-0.0197933567	0.0417466423	-0.1168891538	-0.0491900297	-0.0355733669	-0.0026181262	0.0033958388	0.0729476336	0.103533355	0.1327192635	-0.0896411596	0.0350679714	0.0371745236	0.003742543	-0.022043438	-0.0324536386	-0.0162164429	-0.0032382665	-0.0198039712	-0.0128788161	0.0348157396	-0.1378768581	0.0140465271	0.0488278296	0.0007117937	0.0195541904	-0.0459876083	0.0577705454	-0.0510296166	0.0362425985	-0.0250990798	0.1018099433	0.0994583687	0.0955792289	0.090232103	0.00279295	0.00715199	5.11509609601e-05	7.800569702500002e-06	-0.0385814	0.0381366999999999	0.00148852442596	0.0014544078868899	-0.0400315	0.004929	2.4295041000000023e-05	0.00160252099225	0.001525	8.57500000000001e-05	2.3256250000000003e-06	7.353062500000018e-09	-0.000776318	0.000172168	6.026696371240001e-07	2.9641820224e-08	0.000137007	-0.0001765239999999	3.1160722575999994e-08	1.8770918049e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
73177.19996394147	127.69149065222882	16305.11678498824	5354902594.562675	124973.7315888276	605.6495278848306	366811.3506271182	15618433587.236326	74977.98669800886	81.35745990044961	5621698489.286793	6619.036281453266	85537.10502772177	68922.43850684351	0.908632	15.847525	0.0831592999999999	0.0506765	-0.0297946205	0.0166162724	-0.001548661	0.0344668019	-0.0089927897	-0.019158507	0.0549567672	-0.0206562174	0.0569596928	0.0604359728	0.0421143951	-0.0662165206	-0.0346236195	0.028082369	-0.0292092759	-0.052008887	-0.025191222	-0.0259649161	0.1933303447	0.1237110202	-0.0546063905	0.035904109	0.0775580415	0.0795270391	0.0822613136	0.0064776189	-0.0312623443	0.0832812174	0.1361812743	-0.0730436864	-0.0352675683	0.0700837922	0.0632261043	-0.0693537157	0.0776102862	0.0617279624	-0.0167566971	-0.0324412588	-0.0184596686	-0.0457384088	0.0441466802	0.052994241	-0.003816739	0.0553562393	0.0207269712	-0.0218041396	0.0393912864	-0.0606437541	0.0401474375	-0.0332173981	0.0579907841	0.0942502777	-0.01961383	0.0744732861	0.1015862008	0.0985712473	0.0936124309	0.0868075413	-0.00256105	-0.005354	2.8665316e-05	6.5589771025000005e-06	-0.0490741	-0.0104927	0.00240826729081	0.00011009675329	-0.0737726999999999	-0.0337411999999999	0.0011384685774399	0.0054424112652899	0.00217927	0.00065427	4.7492177329e-06	4.280692329e-07	-0.000776318	0.0	6.026696371240001e-07	0.0	0.000154165	1.7158e-05	2.94396964e-10	2.3766847225e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
73192.0861011171	14.886137175621116	221.597080011409	5357081467.833338	126359.01012193837	1385.2785331107589	1918996.614297496	15966599438.996122	75072.38490044248	94.3982024336292	5635862974.640184	8911.020622700436	85838.13678525426	68804.57491223916	0.955435	16.663824	0.06297925	0.0351457	-0.0220721758	-0.0104865603	-0.0867463366	0.0632609942	0.0561789207	-0.1001794854	-0.0526785412	-0.0566573943	0.0777475257	-0.0024224734	0.0065654819	-0.0652986978	-0.0422991549	0.0244821663	-0.056428495	0.1243873169	0.056345047	-0.0452565417	-0.031329801	0.0590382805	0.0346290509	-0.1172468932	-0.1230298407	-0.1385278258	0.0222477057	0.0654575579	-0.0861663507	0.0399203447	0.0947495696	0.0411247198	-0.0334016518	-0.0028437019	0.0735413055	0.0522700559	0.0662611619	0.0684412459	0.054357143	-0.0414109073	0.0217988655	-0.0624006899	-0.020121309	0.1087087172	-0.0442005525	0.042722202	0.0872750172	-0.0249206118	0.0284470672	-0.0175590465	-0.0247390414	-0.0216169954	-0.1099455284	0.0226587131	-0.0824646286	-0.1398497652	0.1013346856	0.0975763397	0.0914153405	0.0830033923	-0.0145697	-0.01200865	0.0001442076748224	0.0002122761580899	-0.0545531	-0.0054789999999999	0.00297604071961	3.001944099999997e-05	-0.0634699	0.0103027999999999	0.0001061476878399	0.0040284282060099	0.00160306	-0.00057621	2.5698013635999995e-06	3.320179641000002e-07	-0.000776318	0.0	6.026696371240001e-07	0.0	0.000281731	0.000127566	1.6273084356000003e-08	7.937235636100001e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
