onset	duration	trial_type	response
4.01	14.87	photo	0
30.90	14.01	belief	3
56.92	14.01	photo	3
82.94	14.01	belief	3
108.96	14.01	belief	1
134.98	14.01	photo	1
161.00	14.01	photo	3
187.02	14.01	belief	1
213.03	14.01	photo	3
239.05	14.01	belief	1
