onset	duration	trial_type	identifier	response
4.000005	9.969544	experimental_trial	44.mov	n/a
16.00031	9.967145	experimental_trial	31.mov	n/a
30.00049	9.972198	attention_check	f3.mov	NoResponse
48.02988	9.992734	experimental_trial	10.mov	n/a
60.03017	9.966587	experimental_trial	43.mov	n/a
72.03046	9.971961	experimental_trial	33.mov	n/a
84.03078	9.975338	experimental_trial	5.mov	n/a
96.03107	9.974381	experimental_trial	37.mov	n/a
108.0314	9.972281	experimental_trial	20.mov	n/a
120.0317	9.972496	experimental_trial	49.mov	n/a
134.0318	9.971304	experimental_trial	45.mov	n/a
146.0321	9.96698	experimental_trial	29.mov	n/a
158.0324	9.97339	experimental_trial	16.mov	n/a
170.0327	9.972664	attention_check	n2.mov	Neutral
186.0603	9.973459	experimental_trial	26.mov	n/a
198.0606	9.970549	experimental_trial	32.mov	n/a
210.0608	9.96364	experimental_trial	4.mov	n/a
222.0611	9.974248	experimental_trial	50.mov	n/a
234.0615	9.970069	experimental_trial	8.mov	n/a
246.0617	9.970365	attention_check	n1.mov	Neutral
262.0935	9.970335	experimental_trial	36.mov	n/a
274.0938	9.969184	experimental_trial	23.mov	n/a
286.0941	9.968334	experimental_trial	13.mov	n/a
298.0944	9.971515	experimental_trial	7.mov	n/a
310.0947	9.971375	experimental_trial	47.mov	n/a
322.095	9.971725	experimental_trial	19.mov	n/a
336.0953	9.970398	experimental_trial	46.mov	n/a
350.0956	9.974402	experimental_trial	18.mov	n/a
