onset	duration	trial_type	identifier	response
4.000387	9.970325	experimental_trial	24.mov	n/a
16.00064	9.966702	experimental_trial	42.mov	n/a
30.00097	9.971239	experimental_trial	28.mov	n/a
42.00129	9.976201	experimental_trial	20.mov	n/a
54.00159	9.971548	experimental_trial	7.mov	n/a
66.00188	9.968793	experimental_trial	26.mov	n/a
78.00217	9.968266	experimental_trial	2.mov	n/a
90.00248	9.970568	experimental_trial	4.mov	n/a
102.0028	9.967998	attention_check	n3.mov	Neutral
120.0325	9.972437	experimental_trial	33.mov	n/a
132.0328	9.972934	experimental_trial	44.mov	n/a
144.0331	9.974242	attention_check	f2.mov	Friendly
160.0597	9.978146	experimental_trial	17.mov	n/a
172.06	9.967484	experimental_trial	14.mov	n/a
184.0602	9.972016	experimental_trial	21.mov	n/a
196.0605	9.970014	experimental_trial	50.mov	n/a
208.0608	9.969816	experimental_trial	6.mov	n/a
220.0613	9.96998	experimental_trial	49.mov	n/a
234.0616	9.968419	experimental_trial	41.mov	n/a
246.0619	9.96826	experimental_trial	25.mov	n/a
258.062	9.970634	experimental_trial	32.mov	n/a
272.0623	9.966746	experimental_trial	23.mov	n/a
284.0627	9.970502	experimental_trial	22.mov	n/a
296.0628	9.975088	experimental_trial	3.mov	n/a
308.0631	9.968961	experimental_trial	40.mov	n/a
320.0634	9.975559	experimental_trial	10.mov	n/a
334.0637	9.968596	experimental_trial	5.mov	n/a
346.0639	9.966715	attention_check	a1.mov	Adversarial
