onset	duration	trial_type	identifier	response
4.000146	9.968116	experimental_trial	39.mov	n/a
16.00066	9.966672	experimental_trial	3.mov	n/a
28.00098	9.970463	experimental_trial	20.mov	n/a
42.00132	9.971494	experimental_trial	23.mov	n/a
56.00167	9.97195	experimental_trial	35.mov	n/a
68.00198	9.971547	experimental_trial	28.mov	n/a
80.00228	9.967984	experimental_trial	7.mov	n/a
94.00257	9.968026	experimental_trial	46.mov	n/a
106.0029	9.970124	attention_check	a2.mov	Adversarial
122.0339	9.970098	experimental_trial	36.mov	n/a
134.0342	9.967369	experimental_trial	5.mov	n/a
146.0345	9.966827	experimental_trial	9.mov	n/a
158.0347	9.968402	attention_check	n2.mov	Neutral
174.0583	9.970662	experimental_trial	37.mov	n/a
186.0585	9.965906	experimental_trial	29.mov	n/a
198.0588	9.969176	experimental_trial	32.mov	n/a
210.0591	9.965392	experimental_trial	30.mov	n/a
222.0593	9.970105	experimental_trial	47.mov	n/a
234.0594	9.966071	experimental_trial	33.mov	n/a
246.0598	9.968365	experimental_trial	22.mov	n/a
260.0601	9.965966	attention_check	a1.mov	Adversarial
276.0916	9.97085	experimental_trial	12.mov	n/a
288.0919	9.969404	experimental_trial	17.mov	n/a
302.0923	9.972196	experimental_trial	43.mov	n/a
314.0925	9.967868	experimental_trial	6.mov	n/a
326.0928	9.968076	experimental_trial	11.mov	n/a
338.0931	9.968647	experimental_trial	40.mov	n/a
350.0934	9.966566	experimental_trial	49.mov	n/a
