onset	duration	trial_type	identifier	response
4.000004	9.96876	attention_check	a3.mov	Adversarial
20.0291	9.975352	experimental_trial	37.mov	n/a
32.0294	9.966579	experimental_trial	12.mov	n/a
46.02969	9.971483	experimental_trial	8.mov	n/a
58.03012	9.968537	experimental_trial	41.mov	n/a
72.03041	9.970253	experimental_trial	38.mov	n/a
84.0307	9.970511	experimental_trial	24.mov	n/a
96.031	9.967149	attention_check	a1.mov	Adversarial
112.0639	9.973802	experimental_trial	49.mov	n/a
124.0642	9.967954	experimental_trial	19.mov	n/a
138.0645	9.973038	experimental_trial	39.mov	n/a
152.0648	9.974023	experimental_trial	21.mov	n/a
164.0652	9.973267	attention_check	n3.mov	NoResponse
180.0859	9.980455	experimental_trial	50.mov	n/a
192.0862	9.96695	experimental_trial	29.mov	n/a
204.0865	9.966846	experimental_trial	47.mov	n/a
216.0868	9.970861	experimental_trial	1.mov	n/a
228.0871	9.969903	experimental_trial	34.mov	n/a
240.0875	9.966368	experimental_trial	23.mov	n/a
252.0878	9.968629	experimental_trial	14.mov	n/a
264.0881	9.967297	experimental_trial	2.mov	n/a
278.0883	9.967218	experimental_trial	45.mov	n/a
290.0887	9.970608	experimental_trial	15.mov	n/a
302.089	9.970576	experimental_trial	7.mov	n/a
314.0893	9.96743	experimental_trial	9.mov	n/a
326.0896	9.96722	experimental_trial	36.mov	n/a
338.0899	9.969625	experimental_trial	11.mov	n/a
350.0902	9.973758	experimental_trial	25.mov	n/a
