onset	duration	trial_type	identifier	response
4.000451	9.966845	experimental_trial	38.mov	n/a
16.00075	9.967428	experimental_trial	8.mov	n/a
28.00105	9.967617	experimental_trial	19.mov	n/a
40.00134	9.970269	experimental_trial	47.mov	n/a
52.00164	9.974257	experimental_trial	33.mov	n/a
66.00195	9.972147	experimental_trial	45.mov	n/a
78.00227	9.967176	attention_check	f1.mov	Friendly
96.03033	9.975813	experimental_trial	28.mov	n/a
108.0307	9.967387	experimental_trial	11.mov	n/a
120.031	9.965989	experimental_trial	6.mov	n/a
132.0313	9.970064	attention_check	n2.mov	Neutral
148.0555	9.971979	experimental_trial	20.mov	n/a
160.0558	9.969584	experimental_trial	50.mov	n/a
172.0561	9.967803	experimental_trial	17.mov	n/a
184.0564	9.967284	experimental_trial	12.mov	n/a
196.0567	9.968451	experimental_trial	4.mov	n/a
208.0571	9.968602	experimental_trial	35.mov	n/a
220.0574	9.967347	experimental_trial	43.mov	n/a
232.0581	9.969787	experimental_trial	26.mov	n/a
246.0584	9.973755	experimental_trial	37.mov	n/a
260.0587	9.968587	experimental_trial	30.mov	n/a
272.0591	9.970891	experimental_trial	13.mov	n/a
284.0593	9.965229	experimental_trial	48.mov	n/a
296.0595	9.965943	experimental_trial	27.mov	n/a
310.0598	9.968876	attention_check	a2.mov	Adversarial
326.0923	9.971613	experimental_trial	25.mov	n/a
338.0927	9.97214	experimental_trial	9.mov	n/a
350.093	9.967167	experimental_trial	10.mov	n/a
