onset	duration	trial_type	identifier	response
4.000005	9.969192	experimental_trial	27.mov	n/a
18.00035	9.968202	experimental_trial	32.mov	n/a
30.00065	9.969408	experimental_trial	40.mov	n/a
42.00101	9.971855	experimental_trial	16.mov	n/a
54.00128	9.967274	experimental_trial	44.mov	n/a
66.00156	9.970048	experimental_trial	31.mov	n/a
78.00191	9.97288	experimental_trial	20.mov	n/a
90.0022	9.970681	experimental_trial	43.mov	n/a
102.0025	9.969659	experimental_trial	3.mov	n/a
114.0028	9.968721	experimental_trial	17.mov	n/a
126.0031	9.967006	experimental_trial	46.mov	n/a
138.0034	9.967637	experimental_trial	22.mov	n/a
150.0037	9.970704	experimental_trial	28.mov	n/a
162.004	9.967569	experimental_trial	13.mov	n/a
174.0043	9.966577	experimental_trial	18.mov	n/a
186.0046	9.965915	attention_check	n1.mov	Neutral
202.0263	9.970415	experimental_trial	26.mov	n/a
214.0266	9.966864	experimental_trial	4.mov	n/a
228.0269	9.971723	experimental_trial	5.mov	n/a
242.0272	9.967572	experimental_trial	10.mov	n/a
254.0275	9.96591	experimental_trial	30.mov	n/a
266.0278	9.966449	experimental_trial	35.mov	n/a
278.0279	9.966193	attention_check	a1.mov	Adversarial
294.0616	9.970757	experimental_trial	42.mov	n/a
308.0619	9.96612	experimental_trial	6.mov	n/a
320.0621	9.96638	attention_check	f3.mov	Neutral
336.0879	9.973052	experimental_trial	48.mov	n/a
350.0882	9.967118	experimental_trial	33.mov	n/a
