onset	duration	trial_type	identifier	response
4.000003	9.96951	experimental_trial	37.mov	n/a
16.00031	9.969641	experimental_trial	2.mov	n/a
30.00061	9.978524	experimental_trial	1.mov	n/a
42.00082	9.973346	experimental_trial	32.mov	n/a
54.00111	9.969538	experimental_trial	15.mov	n/a
66.00142	9.970469	experimental_trial	8.mov	n/a
78.00172	9.969463	experimental_trial	25.mov	n/a
90.00201	9.965752	experimental_trial	33.mov	n/a
102.0023	9.965075	experimental_trial	41.mov	n/a
114.0026	9.968657	attention_check	a1.mov	Adversarial
130.0332	9.970505	experimental_trial	20.mov	n/a
142.0335	9.966859	experimental_trial	38.mov	n/a
154.0339	9.966232	attention_check	f1.mov	Friendly
170.0604	9.976959	experimental_trial	9.mov	n/a
182.0608	9.967533	experimental_trial	21.mov	n/a
194.061	9.968409	experimental_trial	42.mov	n/a
206.0613	9.977412	experimental_trial	30.mov	n/a
218.0616	9.970739	experimental_trial	12.mov	n/a
232.0619	9.969904	experimental_trial	44.mov	n/a
246.0622	9.968472	experimental_trial	14.mov	n/a
258.0625	9.974443	experimental_trial	7.mov	n/a
272.0627	9.968448	experimental_trial	18.mov	n/a
284.063	9.967335	attention_check	a2.mov	Adversarial
300.0882	9.974321	experimental_trial	17.mov	n/a
314.0885	9.968313	experimental_trial	40.mov	n/a
326.0888	9.972282	experimental_trial	5.mov	n/a
338.0891	9.971386	experimental_trial	11.mov	n/a
350.0894	9.966027	experimental_trial	35.mov	n/a
