global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09
45505.6249777988	n/a	2070761904.620066	n/a	77961.58173016505	n/a	6078008225.869205	n/a	43480.35513744447	n/a	n/a	1890541282.878294	53728.33219981111	45263.02826838707	n/a	n/a	n/a	n/a	-0.0358927269	-0.0508906851	-0.0658290828	0.0848176152	-0.0441878672	0.0149018433	-0.0647419605	0.0185040165	0.0196453687	-0.094893856	-0.040381639	-0.0145359224	0.0851657502	-0.053016507	0.1209791766	-0.0119626051	0.0459816287	-0.0189880567	-0.1926703913	0.0508118548	-0.1622230475	0.1303011665	-0.0166681447	0.1599813801	-0.0622345499	0.1055965546	-0.115181733	0.1522680282	-0.1312215068	0.0028857874	-0.0451753564	0.0627695131	-0.0423148617	0.1184270849	-0.0815345678	0.0867143054	-0.0793450382	0.1769442933	-0.0527418554	0.1518275751	-0.1771496939	0.1006324325	-0.059081248	-0.0032244633	0.0059379883	0.0275029301	-0.0507789607	0.0914355996	-0.0585757105	0.1529706151	-0.0618345354	0.048060481	-0.0861411654	0.0935902272	-0.1837505702	0.3562261247	-0.1447773907	0.0277496979	-0.0175466415	0.0139958718	-0.1139012101	0.107290427	0.102594329	0.1025838106	0.1025662807	0.1025417406	-0.000541465	n/a	2.93184346225e-07	n/a	0.0186414	n/a	0.0003475017939599	n/a	-0.294074	n/a	0.086479517476	n/a	-0.00114784	n/a	1.3175366656e-06	n/a	-0.00137957	n/a	n/a	1.9032133849000004e-06	0.00162416	n/a	2.6378957056e-06	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
45781.65102827627	276.02605047747056	2095959570.8748696	76190.38054219112	78447.8535941689	486.2718640038511	6154065733.532159	236460.32572177984	43621.11563194164	140.7604944971681	19813.51681108729	1902801728.9752235	53896.39749642405	47129.37012629722	1.52677	28.868683	0.1650868459999999	0.0926385	-0.0525893187	0.1159191435	-0.0050805166	0.0269809642	-0.1003536459	-0.0357942897	-0.0429490675	0.0875477459	-0.032084834	-0.0030083883	0.0256617775	-0.0010173726	-0.0295397478	-0.142550058	0.0940367632	-0.0289060832	0.1084578833	0.146736783	-0.0248632084	-0.0222650318	0.0467556619	-0.0009344173	-0.0574087685	0.009040274	-0.1047723856	0.0942375112	-0.0536008138	0.0830370493	0.0955745826	-0.1493480674	-0.0079316501	-0.03315834	0.0288204436	-0.0763948225	0.024981695	0.0101260158	-0.0701328289	-0.0102385391	0.0824032132	-0.013458559	0.0966306321	-0.0189604663	0.00210151	-0.0655899357	0.1008935042	-0.0536088891	-0.0536167673	0.042827694	0.1076902298	0.0935319757	-0.0683183812	-0.0342472952	-0.1082818032	-0.0130058118	0.0645094952	0.1092683527	-0.1617273042	-0.0806172486	0.0208384932	-0.0119304651	0.1211838956	0.0669670606	0.1025662807	0.1024716367	0.1023139614	0.1020933517	-0.000396627	0.000144838	1.57312977129e-07	2.0978046244e-08	0.000268742	-0.018372658	7.222226256399999e-08	0.0003375545619849	-0.220331	0.073743	0.048545749561	0.005438030049	-0.00159971	-0.00045187	2.5590720841e-06	2.0418649690000006e-07	-0.00107029	0.00030928	9.565411840000008e-08	1.1455206841e-06	0.000928783	-0.000695377	8.62637861089e-07	4.835491721289999e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
45585.603655174426	-196.0473731018428	2078047260.606652	38434.57250013317	77876.50846179624	-571.3451323726622	6064750570.200222	326435.2602859349	43551.92781010198	-69.18782183965959	4786.9546909164765	1896770415.9763343	53693.86858785377	46353.96748801843	1.135443	21.469339	0.130873053	0.0799543	-0.054921075	0.0449077021	-0.0380562271	0.0400161784	0.0137090634	0.0001649528	0.0316678132	0.0587044377	-0.0911000463	-0.0404707883	-0.0117690181	0.0741346735	-0.0604176031	-0.2002118446	0.056374649	0.0079543697	-0.0148579316	0.072679012	0.0258124594	0.0584126159	-0.1421673916	0.008222697	-0.0420232179	0.0043715123	-0.0100056793	0.0211925688	-0.0361726746	-0.045858044	-0.1335390485	-0.0564838285	-0.0417298836	-0.0692522741	-0.0307200675	0.1153707179	-0.0513685568	0.1064439432	-0.100751535	0.114897954	-0.0201859249	-0.0036097663	0.1365068333	0.1705933597	-0.0205316805	0.0172066098	-0.0098816443	-0.1167470481	-0.0357748041	-0.0022099326	0.0632030113	0.1111259974	-0.0376848291	-0.0418960605	-0.0392262928	-0.1328498687	-0.154339623	0.1358265772	0.0828998251	0.1066179759	-0.0279167295	0.0030539223	0.0852013735	0.0396820362	0.1025101919	0.1022474116	0.1018099433	0.1011985345	-0.000474472	-7.7845e-05	2.25123678784e-07	6.059844025e-09	0.0279697	0.027700958	0.00078230411809	0.0007673430741177	-0.248369	-0.028038	0.061687160161	0.000786129444	-0.000407865	0.001191845	1.66353858225e-07	1.420494504025e-06	-0.00137957	-0.00030928	9.565411840000008e-08	1.9032133849000004e-06	0.000928783	0.0	8.62637861089e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
45669.86138208808	84.25772691365273	2085736238.65914	7099.36454465568	77573.05037805797	-303.4580837382673	6017578144.95672	92086.80858610124	43529.08631929019	-22.841490811792028	521.7337025051796	1894781355.7922163	53557.30596979276	46052.71416878433	1.111257	21.012024	0.105969812	0.0562714	-0.0593685438	0.0779749872	-0.1253170763	0.0130314205	0.023854534	-0.011942064	0.108591986	0.0128353936	-0.0673342694	-0.0826737043	-0.0213719642	0.1055922947	-0.0050829	-0.0004657424	-0.0104731417	-0.0118018615	0.0365724964	0.008761916	0.0458639309	0.0271319859	-0.103056072	0.0760664373	-0.0913551764	0.0337139095	-0.084461353	0.1677553143	-0.0129928437	0.0210573713	-0.0918039912	-0.1237394314	0.0738145687	-0.0837774848	0.0608261503	0.0098379482	-0.081795441	-0.0488665533	0.0342566225	0.0115147411	0.0563876124	0.0808617737	0.074397694	0.0576756907	0.0370471367	0.0477611648	-0.0710374749	-0.0977918547	-0.0642812035	-0.0139513351	-0.0306834792	0.0223402859	0.0343326408	-0.0344769485	-0.0627455431	-0.0141828003	-0.1104224856	0.1036876162	-0.1394642397	0.0653660415	0.0572626991	-0.0270806865	0.2082913002	0.0930989216	0.1024260777	0.1019113804	0.1010554665	0.0998612018	0.00771974	0.008194212	5.95943856676e-05	6.714511030094399e-05	0.0116372	-0.0163325	0.00013542442384	0.00026675055625	-0.232205	0.016164	0.0539191620249999	0.000261274896	-0.00114882	-0.000740955	1.3197873924e-06	5.490143120250001e-07	-0.000814943	0.000564627	3.188036491290001e-07	6.64132093249e-07	0.000928783	0.0	8.62637861089e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
45637.52122543468	-32.34015665340121	2082783343.6020007	1045.8857323665304	77757.04796937836	183.9975913203816	6046158508.912207	33855.113611702174	43598.32645585117	69.24013656098396	4794.196510983707	1900814069.7509725	53697.866676357226	46330.16632444467	0.978712	18.505827	0.0423793729999999	0.0224748	-0.0440272477	0.0660675954	-0.0988550661	0.0409683487	0.0354652544	0.0509473823	0.0503753951	0.0644173378	-0.026387316	-0.0508204779	0.0061404461	0.0962446316	-0.0574187212	-0.0150659033	-0.0658478152	0.0489610308	0.0051602953	0.0420918841	-0.0518529831	0.0572560743	0.0335758757	0.0136917859	-0.1127653688	-0.0996291901	-0.0763446864	0.1709071237	0.1136250791	0.0677606624	-0.0750061538	-0.0209925028	-0.0183933709	0.0194715008	0.0139180471	-0.0623881797	0.0622520394	-0.0390732631	-0.0292348932	-0.0437620177	-0.0361172802	0.0334716773	-0.0306316964	-0.1695858544	-0.0068015975	0.0161280882	-0.0852991785	-0.0829776765	-0.0119311719	-0.086525987	0.0350036444	0.0646394843	0.0203090051	0.0181447677	-0.1284013794	-0.0367695463	-0.0679207155	0.113520322	-0.0609873685	0.0548668528	0.0666716554	-0.0888091273	0.041427779	0.0449161588	0.1023139614	0.1014639107	0.1000523871	0.0980872016	-0.000276233	-0.007995973	7.6304670289e-08	6.393558421672899e-05	0.0272682	0.015631	0.00074355473124	0.000244328161	-0.231029	0.0011759999999999	0.053374398841	1.382975999999959e-06	-0.000901814	0.000247006	8.132684905960001e-07	6.101196403600003e-08	-0.000762992	5.195100000000006e-05	2.698906401000006e-09	5.82156792064e-07	0.000876212	-5.257099999999996e-05	7.67747468944e-07	2.763710040999995e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
45595.85570072584	-41.66552470883471	2078982057.0814133	1736.0159492625155	78013.69948318113	256.6515138027753	6086137307.052096	65869.99953725615	43577.06257888227	-21.26387696890015	452.1524637485222	1898960383.0038216	53791.194666235366	46376.56492640367	0.972244	18.383518	0.115841136	0.053274	-0.0400903828	0.0707547514	-0.0789729809	0.0179884648	0.008359865	0.0289359792	0.0088365376	0.1115777114	0.0281950092	-0.1348819411	0.0028418326	0.0710228286	-0.0170804697	-0.0692288559	-0.0211011308	0.0956084161	-0.0537536642	0.043870065	-0.147434548	0.0381219816	0.0243015123	0.010446891	0.0819120126	0.0380180386	0.0425446263	0.1650293529	0.1057276189	0.0354413733	-0.0406766034	0.055593989	0.0363806193	0.0113775535	-0.0797975139	-0.0334847157	-0.0340163519	0.0112876451	0.0098865974	-0.0520491648	-0.0909657083	-0.0942303102	0.0765662064	-0.0362873619	-0.0188123652	-0.0088744473	-0.029014539	-0.0826045191	-0.0002144578	-0.0866184003	-0.000289521	0.1537917938	0.0236227224	0.0232338003	-0.1556033173	0.0055108083	-0.1310141521	0.0421893461	-0.0005436382	0.0497601721	-0.1209977684	-0.0785733197	0.1236344978	0.0087949026	0.1021738733	0.1009054916	0.0988031726	0.0958842909	0.00414116	0.0044173929999999	1.7149206145599998e-05	1.9513360916448997e-05	0.000136907	-0.027131293	1.8743526649e-08	0.0007361070598518	-0.205928	0.025101	0.042406341184	0.000630060201	-0.00135943	-0.000457616	1.8480499249e-06	2.09412403456e-07	-0.00112306	-0.0003600679999999	1.2964896462399996e-07	1.2612637636e-06	0.000510067	-0.000366145	2.60168344489e-07	1.3406216102500002e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
45759.72653114053	163.87083041468577	2093952572.2047665	26853.649060798703	78164.71090215525	151.01141897411435	6109722030.417507	22804.448660575505	43721.62029861672	144.55771973444644	20896.934334822763	1911580081.5364132	53971.61625802542	45982.3332885059	1.444066	27.30489	0.307450079	0.186083	0.0440328802	-0.0308672143	-0.0430464698	0.0128450592	-0.071479304	0.046191524	0.0455006685	-0.0809981141	-0.0059155948	-0.1149570384	0.0946588804	-0.0343078841	0.0411137393	-0.0103751173	-0.1302186384	0.0063098518	-0.0186378871	0.0558365935	0.1083241191	-0.0391242547	9.03195e-05	-0.0342722133	0.0306101957	0.003634868	0.0345657264	0.0459311641	-0.0031830593	0.1034084983	-0.0760831666	-0.0598837025	0.0098285333	-0.0655095265	-0.1185515766	-0.0197278886	0.0420129825	0.0324151482	0.0082758742	-0.1097510674	-0.0706672635	-0.104519355	-0.0793338715	0.0905904694	0.0307011511	-0.0945947734	-0.0659174262	0.0488518369	-0.0419885175	-0.0283167905	-0.0224968722	-0.0204184159	0.0209496589	0.1624731998	0.0956484021	-0.0013321465	-0.0394108484	-0.0535248061	-0.0605907417	0.1043596918	-0.1461713526	-0.1055460391	0.0380909735	0.0024025028	0.102005852	0.1002367339	0.0973108962	0.0932621027	-0.0226846	-0.0268257599999999	0.00051459107716	0.0007196213995775	-0.000709477	-0.000846384	5.03357613529e-07	7.163658754560001e-07	-0.178361	0.027567	0.031812646321	0.000759939489	0.00201784	0.00337727	4.0716782656e-06	1.14059526529e-05	7.87015e-05	0.0012017615	1.44423070288225e-06	6.1939261022499994e-09	4.48798e-05	-0.0004651872	2.0141964480399997e-09	2.1639913104384e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
46135.777203359896	376.0506722193677	2128509938.1580627	141414.10807663834	78639.30200522579	474.5911030705465	6184139819.869109	225236.7151137181	43843.73621453453	122.11591591781324	14912.296920446435	1922273205.249687	53833.3955849275	47284.010294900014	1.487952	28.134708	0.114359427	0.0698532	0.0948059211	0.1255879064	-0.0020543539	-0.0652081174	-0.0694391586	-0.0094153397	0.2576676451	0.0162338295	-0.1073330123	0.0682382289	0.1549126088	0.0286203312	-0.0171281563	0.0621982867	-0.037042402	-0.0116249664	-0.05747247	0.0226367025	0.0842628497	-0.046758771	0.0184411967	0.0803661987	-0.063645398	-0.016713438	0.101991421	-0.0538861773	-0.0196209874	0.1176911564	0.0508305666	0.0160545219	-0.005532827	-0.0948809354	-0.030989602	0.0062930761	0.0987192327	0.0132360812	-0.0574131592	0.0443078205	-0.1030661703	0.0490880605	-0.0060321774	0.047826517	0.1407772452	-0.0673214457	-0.0814105867	-0.099411438	0.0285997565	0.0486012409	0.0467544768	-0.2171990787	-0.0060395299	0.2041354916	0.1468575248	-0.0516782982	-0.0381561301	-0.1409039043	-0.0271408717	-0.0366310698	0.1497468047	-0.0431875819	0.0286609361	0.0116738285	0.1018099433	0.0994583687	0.0955792289	0.090232103	-0.0226235	6.109999999999796e-05	0.00051182275225	3.733209999999751e-09	-0.000771919	-6.244200000000001e-05	5.958589425610001e-07	3.899003364000001e-09	-0.112062	0.066299	0.0125578918439999	0.0043955574009999	0.00229093	0.00027309	5.2483602649e-06	7.457814810000009e-08	0.0004155	0.0003367985	1.1343322960225002e-07	1.7264025000000002e-07	0.000393729	0.0003488492	1.55022525441e-07	1.2169576434064e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
46007.28359308382	-128.49361027607665	2116670143.6144395	16510.60788178027	78379.07383650301	-260.22816872278054	6143279215.467991	67718.69979681194	43778.207182703954	-65.52903183057788	4294.054012652889	1916531424.131752	54016.808670865	47962.36084678992	1.369987	25.904175	0.118004959	0.0541924	0.0881030304	0.175529011	0.0587234052	-0.0026038573	-0.0275579058	0.0719008995	-0.008276463	0.1947341266	0.1689698689	-0.0478081643	0.1146854026	0.0325108273	-0.0199372167	-0.0156535118	0.0644718117	-0.0097529822	-0.0490046046	-0.0252426387	0.1396012599	0.0207347479	-0.008421733	-0.0044386044	-0.077508868	0.0718684336	-0.0313341371	0.1139710928	-0.0148309219	-0.2185031462	-0.1251067521	0.0540879973	-0.0513082802	-0.0198802673	-0.0498736843	-0.081549896	-0.0265261982	0.0585845544	0.0255538375	0.0430942858	-0.0407394993	-0.0619299162	-0.0287174914	-0.1018509457	0.0287880256	-0.0928228153	0.018215961	-0.0973609935	0.1019681741	-0.0244719742	-0.0589504974	0.0727723532	-0.0127261628	-0.0411853613	-0.0127282264	-0.0773872978	-0.0321704472	0.0520560166	0.1502882164	-0.0752282933	-0.0976963059	-0.0998370834	-0.0334210928	-0.0491523261	0.1015862008	0.0985712473	0.0936124309	0.0868075413	-0.0314193	-0.0087957999999999	0.0009871724124899	7.736609763999993e-05	0.00448853	0.005260449	2.01469015609e-05	2.7672323681601005e-05	-0.145116	-0.033054	0.021058653456	0.001092566916	0.00148835	-0.00080258	2.2151857225e-06	6.441346564e-07	0.000149035	-0.000266465	7.1003596225e-08	2.2211431225e-08	4.48798e-05	-0.0003488492	2.0141964480399997e-09	1.2169576434064e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
45844.80381451833	-162.47977856548823	2101746036.7916744	26399.67844269009	77923.39439510724	-455.6794413957687	6072055394.055431	207643.75331075976	43701.17407739297	-77.03310531098396	5934.099313853145	1909792615.7426035	53868.06674883168	47232.42089678636	1.13782	21.514284	0.08882678	0.0416508	0.0547956868	0.1103142972	0.0798663899	-0.0509287893	-0.0221630949	-0.0447471087	-0.0726322141	0.1187811691	0.1428132609	-0.0035575775	0.0894320122	-0.0315468084	-0.0496001114	0.0213368635	0.0773714274	0.0757789818	-0.0171672339	-0.0845300317	0.1488403224	0.0141140031	0.0434752056	-0.0940503792	0.0308097379	-0.0362448908	-0.035162792	0.0019685197	-0.1064408188	-0.0170554143	0.0421420474	0.0039156208	-0.0678147227	-0.028634303	-0.0459474516	-0.0360686025	-0.0229468887	-0.0150271691	0.0364849205	0.0211139186	-0.0179785555	0.0129886639	-0.0792946568	-0.044882191	0.0055097494	-0.0597315828	0.0889152624	-0.0317768033	0.1113070488	-0.049344719	-0.1290493034	0.0937797962	-0.0362806662	0.0577003126	-0.0036820748	-0.1132734504	0.0790881816	-0.0293877565	0.0870429947	0.0061344761	0.0396005583	-0.0578321037	-0.0495327219	0.0913225991	0.1013346856	0.0975763397	0.0914153405	0.0830033923	-0.022597	0.0088222999999999	0.000510624409	7.783297728999997e-05	0.0238365	0.01934797	0.00056817873225	0.0003743439431208	-0.167438	-0.022322	0.028035483844	0.000498271684	0.00149072	2.37000000000002e-06	2.2222461184e-06	5.616900000000093e-12	0.000575792	0.000426757	1.82121537049e-07	3.31536427264e-07	0.000382443	0.0003375632	1.46262648249e-07	1.1394891399424e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
