onset	duration	trial_type	identifier	response
4.000005	9.970791	experimental_trial	17.mov	n/a
16.00029	9.96694	attention_check	n2.mov	Neutral
32.03266	9.979341	experimental_trial	45.mov	n/a
44.03297	9.96702	experimental_trial	44.mov	n/a
56.03326	9.979105	experimental_trial	18.mov	n/a
68.03344	9.973375	experimental_trial	12.mov	n/a
80.03373	9.971605	experimental_trial	22.mov	n/a
92.03402	9.971874	experimental_trial	42.mov	n/a
104.0343	9.968964	experimental_trial	33.mov	n/a
116.0346	9.967852	experimental_trial	46.mov	n/a
128.035	9.971601	experimental_trial	37.mov	n/a
142.0353	9.969744	experimental_trial	47.mov	n/a
154.0356	9.968102	experimental_trial	3.mov	n/a
166.0358	9.975483	attention_check	n3.mov	Neutral
182.0577	9.971509	experimental_trial	8.mov	n/a
194.058	9.974523	experimental_trial	5.mov	n/a
208.0583	9.969464	experimental_trial	13.mov	n/a
220.0587	9.968257	experimental_trial	19.mov	n/a
234.0589	9.969324	experimental_trial	2.mov	n/a
246.0592	9.971572	experimental_trial	9.mov	n/a
260.0596	9.967278	attention_check	a3.mov	Adversarial
276.0935	9.978859	experimental_trial	39.mov	n/a
288.0938	9.965254	experimental_trial	50.mov	n/a
300.094	9.966006	experimental_trial	23.mov	n/a
312.0943	9.969049	experimental_trial	32.mov	n/a
324.0946	9.970601	experimental_trial	43.mov	n/a
336.0949	9.973216	experimental_trial	1.mov	n/a
350.0952	9.972127	experimental_trial	30.mov	n/a
