global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	cosine00	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10
68186.94396296865	n/a	n/a	4649459327.009028	89540.00040536557	n/a	8017411672.592867	n/a	65722.21960927623	n/a	4319410150.369933	n/a	71093.70121862934	76372.99082114876	n/a	n/a	n/a	n/a	-0.1383804444	-0.0514425767	-0.0807564994	-0.084045228	-0.1644706904	-0.0215708825	-0.006393592	0.1364665395	-0.0993350537	-0.0401673277	0.0629905566	-0.0012727646	0.1178301949	-0.134895759	0.0837464073	0.0160518659	-0.1041690209	0.2563772053	-0.1154696422	0.1842118548	-0.0967313396	0.0049317257	-0.0243435398	0.1907193223	-0.1289957411	0.0492354039	-0.0912552853	0.0322417	-0.1746189837	0.030061521	0.0124557495	0.1352236419	-0.0402724933	0.0975003531	-0.1513228486	-0.0516062236	0.0020864642	-0.1503011008	0.1022391844	-0.1034403602	0.1136333767	-0.1607485654	0.2711099	-0.031459932	0.1516025512	-0.0332788404	0.2595520685	-0.1326682228	0.0209539624	-0.0873875446	0.012710762	0.1490484942	-3.01617e-05	n/a	n/a	9.0972814689e-10	-0.0111965	n/a	0.00012536161225	n/a	-0.0934586	n/a	0.00873450991396	n/a	0.000136979	n/a	n/a	1.8763246441e-08	0.000228022	n/a	5.199403248400001e-08	n/a	0.000556593	n/a	n/a	3.09795767649e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
68176.15049383788	-10.79346913077461	116.49897587698445	4647987496.158431	87406.97117113798	-2133.0292342275934	7639978609.312145	4549813.714069554	65860.14718809261	137.92757881637954	4337558987.637223	19024.01699814859	71046.10972867398	74287.15517773252	1.162859	19.750158	0.0673308783	0.0402601	-0.0026235479	-0.0213881808	-0.1116773894	-0.0072182012	0.010639326	-0.0784144603	-0.0130151294	0.1123737469	-0.0444232883	0.0154934612	-0.1732297257	-0.1222660779	0.0614246118	-0.0903280534	-0.0465614354	0.0142238038	0.0320091596	-0.0334953383	-0.1236907757	0.0369717398	0.0395678633	0.321278327	0.0669638915	0.0712417409	-0.1572992078	-0.0251553606	-0.2150389402	0.0782253248	0.153473591	-0.1251923054	0.0244391117	0.1042051565	-0.0404051993	0.10964365	-0.0774105944	-0.0296336368	-0.1451164483	-0.0203064951	-0.3201298672	0.0613944797	0.0373763213	-0.0416851408	0.0524987148	0.0461727283	0.2351084784	0.0837606404	-0.0915117267	-0.039584175	-0.043013671	0.2618845788	0.210050332	0.1488669016	-0.00375884	-0.0037286782999999	1.3903041864890888e-05	1.41288781456e-05	0.0132321	0.0244286	0.00017508847041	0.00059675649796	-0.12312	-0.0296613999999999	0.0151585343999999	0.0008797986499599	0.000257139	0.0001201599999999	1.4438425599999997e-08	6.6120465321e-08	0.000215855	-1.2166999999999994e-05	4.6593381025000003e-08	1.4803588899999986e-10	0.000498676	-5.7917e-05	3.3543788889999994e-09	2.48677752976e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
68464.72686848021	288.57637464233267	83276.32400171194	4687418825.175596	88158.4231795401	751.4520084021206	7771907577.502873	564680.1209315807	66091.52039052623	231.3732024336205	4368089067.531344	53533.55880438911	71172.13262472852	75628.26609272326	1.270728	21.582212	0.10979201	0.0538478	0.004083686	0.0964342861	-0.1038413655	0.0703448874	0.0303418727	0.0933144424	0.0505915382	0.2842266885	0.1475335636	0.2371527865	-0.1751870521	-0.1018759079	-0.0476155554	-0.0895366009	-0.106013606	-0.0745151338	-0.1961431135	-0.0840645244	-0.0111109713	-0.0420728706	0.056651592	-0.012083285	0.1561831645	0.0365398633	0.0230416182	0.028036875	-0.0385146862	-0.1194443374	0.0007508345	0.0659272039	0.0075512774	-0.0080525365	0.0696216377	0.1260936874	0.1622222188	-0.0834875673	-0.2844063581	0.0595126313	-0.0546186632	-0.1277389824	-0.0176907925	0.102393708	-0.0035596878	-0.2103699131	0.0335632599	0.0702422848	0.0433290618	-0.0743817379	-0.0356429921	0.0435084662	-0.1237345902	0.1485039376	-0.0108443	-0.00708546	5.02037434116e-05	0.0001175988424899	-0.0106002	-0.0238323	0.00011236424004	0.00056797852329	-0.0771305	0.0459894999999999	0.00594911403025	0.0021150341102499	0.00047236	0.000215221	4.6320078841000014e-08	2.231239696e-07	-0.0	-0.000215855	0.0	4.6593381025000003e-08	0.000272057	-0.000226619	5.1356171161e-08	7.401501124899999e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
68049.99549395152	-414.7313745286956	172002.11301846118	4630801886.726822	90718.5346016362	2560.1114220961026	8229852520.268265	6554170.493546929	65843.91198344658	-247.6084070796496	4335420745.28386	61309.92325652149	71453.27698932191	77377.59022296937	1.732498	29.424974	0.0462335687	0.0235401	-0.1387961951	-0.1434841922	-0.2282599353	-0.0139363296	-0.2994277102	-0.1454743878	-0.0133918017	0.2833411907	-0.1084645297	0.0545692202	0.0293159403	-0.0893689985	0.0630083804	-0.1585926888	-0.0466589216	0.1325545189	0.1022581226	0.0478394341	-0.0507974788	0.0484694218	-0.0312435413	0.1046067269	0.0393604533	-0.0971192598	-0.1039392624	-0.0079817502	-0.021260314	-0.0359923485	-0.1463590546	-0.0308017783	0.0606515773	0.2056061498	-0.206621236	0.178564354	-0.1164403717	-0.1185427004	-0.1433969689	-0.1791674901	0.1301127551	0.1159513969	0.0496610069	-0.1127352862	0.000708972	-0.036194744	-0.0330863224	-0.1327744831	0.024919913	-0.0714997037	-0.1292407366	0.0571815862	0.001172589	0.1479600444	-1.48513e-05	0.0108294487	0.0001172769591459	2.2056111168999998e-10	-0.00872398	0.00187622	7.610782704039999e-05	3.520201488400005e-06	-0.0682957	0.0088348	0.00466430263849	7.805369104000006e-05	0.000663455	0.0001910949999999	3.6517299024999994e-08	4.40172537025e-07	-6.23225e-23	-6.23225e-23	3.8840940062500004e-45	3.8840940062500004e-45	0.000574824	0.000302767	9.166785628900005e-08	3.304226309760001e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
67961.84384381807	-88.15165013344085	7770.713421248563	4618812218.651513	87262.25988354953	-3456.274718086672	7614701999.984138	11945834.926885102	65713.8808766593	-130.03110678728262	4318314139.871769	16908.088732325697	71148.74269463381	75547.40577612096	1.526109	25.919643	0.1279873413	0.0732226	0.0969630426	-0.1200997301	-0.2363210488	0.0307785911	0.0330398847	-0.2134709728	-0.0479341403	0.2309823471	-0.2890099374	-0.0652560456	0.1003507164	-0.2200429018	-0.1358807704	-0.263600054	-0.0246566021	0.134797702	-0.081115119	-0.0724355939	0.2285170525	-0.068646969	0.0233426117	-0.1068208588	0.0481912409	0.0857567343	0.0406950733	0.1088746492	-0.0229623869	-0.0501470761	-0.0516105142	0.1286135895	-0.1462740156	0.1077674595	-0.2762143179	-0.0879230796	-0.0590147967	-0.0635007846	-0.2411877079	-0.29805804	-0.0896234471	0.0256553532	-0.092935477	0.0036673519	-0.1483071844	-0.0753076511	-0.2023283584	-0.1827431555	-0.0241063057	-0.1297370338	0.119287851	-0.0987534169	-0.0602522531	0.1472358847	0.0176908	0.0177056513	0.0003134900879571	0.00031296440464	-0.00494129	0.0037826899999999	2.44163468641e-05	1.4308743636099992e-05	-0.0994465	-0.0311507999999999	0.0098896063622499	0.0009703723406399	-0.000635556	-0.001299011	1.6874295781210002e-06	4.03931429136e-07	-0.000199585	-0.000199585	3.9834172225e-08	3.9834172225e-08	0.000566456	-8.368000000000026e-06	7.002342400000043e-11	3.20872399936e-07	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
67961.10048490504	-0.7433589130378095	0.5525824735927537	4618711179.11936	87425.47807525059	163.21819170106028	7643214216.686122	26640.178102164064	65713.82304341815	-0.0578332411532755	4318306538.981674	0.0033446837822929	70789.97590643099	74719.73019371432	1.341458	22.783503	0.1091743859	0.0698184	0.0810763869	0.0739224329	-0.2388631003	0.070314377	0.0981623642	0.0160333565	0.0732444812	0.2378970123	-0.1929148565	-0.1151592544	-0.1032679078	-0.0560557934	-0.1402716984	-0.1276019652	-0.0791305746	0.1075450498	-0.0224129949	0.0852538422	0.0228030701	-0.2168168595	-0.0955292939	0.053570499	-0.0243567773	0.0885363898	0.1004111285	-0.0965449102	0.1385775487	0.0954370854	0.2124689337	-0.0369073366	0.0180222117	-0.12590193	0.0267563924	-0.120147833	-0.0125372641	-0.0215927642	-0.1300885392	-0.2509955564	-0.1460077436	-0.1044933077	0.0222789889	-0.054163146	-0.0968112903	-0.0034879095	-0.0185689013	0.1964702711	-0.0554278313	0.1160404122	-0.0389459714	-0.0958368045	0.0924259327	0.1463323407	0.0130552	-0.0046356	2.148878736e-05	0.00017043824704	-7.725409999999998e-05	0.0048640359	5.968195966809997e-09	2.3658845236488808e-05	-0.0809369999999999	0.0185095	0.0065507979689999	0.00034260159025	0.000679296	0.001314852	1.728835781904e-06	4.614430556160001e-07	-0.0	0.000199585	0.0	3.9834172225e-08	0.000675324	0.000108868	1.1852241424000009e-08	4.560625049760001e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
68012.5582170999	51.45773219486	2647.8982026379317	4625708075.234403	88158.1244269605	732.6463517099037	7771854902.479448	536770.6766738319	65931.24801971397	217.42497629582067	4346929465.4370365	47273.62031723818	70922.51694467905	73988.34622665681	1.311531	22.275217	0.0636440641	0.038706	-0.1066636072	0.1453717465	-0.2686153588	0.1766523769	-0.0274683691	0.1451718197	0.0823612232	0.1272536324	-0.0724526279	0.0656461769	-0.1526713336	0.0779148177	0.063818351	-0.1292269234	0.0639105109	0.1697736712	-0.0963306963	-0.1095928127	0.1100873497	0.1121865131	0.1242133077	-0.0245151121	-0.1515014198	-0.0683338538	0.1175148979	0.0732101885	-0.022329034	0.0126994198	0.0519345793	-0.2205907612	0.0599793201	-0.0142419518	0.1225496086	0.0843245055	0.0150409646	-0.1065916935	0.0363005679	-0.1173813449	-0.2233026918	-0.1082028954	-0.1680241204	0.0006843	0.0223247799	0.0337725222	-0.0479030524	-0.112177468	-0.0108286444	0.1513091565	-0.0610609076	0.0158604134	-0.0135863135	0.1452505133	0.00815544	-0.0048997599999999	2.4007648057599997e-05	6.65112015936e-05	0.0020157	0.0020929541	4.06304649e-06	4.380456864706811e-06	-0.0595238	0.0214131999999998	0.00354308276644	0.0004585251342399	0.000120005	-0.000559291	3.128064226810001e-07	1.4401200025e-08	7.180830000000001e-24	7.180830000000001e-24	5.156431948890002e-47	5.156431948890002e-47	0.000529852	-0.000145472	2.1162102784000002e-08	2.80743141904e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
68245.44426633572	232.8860492358217	54235.91192866957	4657440663.109535	89015.08107679835	856.9566498378554	7923684659.108984	734374.6997013206	66044.19419642857	112.94617671459856	4361835587.055569	12756.838834445323	71142.68543903837	74895.23192174677	1.259378	21.389442	0.08451571	0.0378094	-0.1233047726	-0.0634453411	-0.1650902801	-0.0932031383	-0.1178750678	-0.0316516677	-0.0957553831	0.0592331496	0.194933881	0.2088170541	-0.0480831488	0.1015172023	0.0680635033	-0.0428775894	-0.0768910713	0.1403317721	0.0498939932	-0.0271876797	0.0346283244	-0.1601871962	-0.0778920098	-0.0513779892	0.1723906945	-0.1109782134	-0.0687548231	0.1486514847	0.0183613192	0.0366863532	-0.0532380116	-0.1352058284	0.1418153659	-0.0399800092	-0.0181626101	0.1634570212	0.1243847861	-0.1147648185	0.0468217961	0.0574896039	-0.202090774	-0.0317676522	0.1303278286	-0.0243965586	-0.0821591188	0.1650812919	-0.1829968459	0.0190523814	0.073338147	-0.0282055729	0.0130347642	0.1322917191	-0.2199406745	0.1439917206	0.0176379	0.00948246	8.991704765160003e-05	0.00031109551641	0.026215	0.0241993	0.000687226225	0.00058560612049	-0.0692582	-0.0097344	0.00479669826724	9.475854336000008e-05	-0.000133786	-0.000253791	6.440987168100001e-08	1.7898693795999998e-08	-0.000425866	-0.000425866	1.81361849956e-07	1.81361849956e-07	0.000672186	0.0001423339999999	2.0258967555999983e-08	4.51834018596e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
68247.0838045952	1.639538259478286	2.688085704293087	4657664447.83144	87593.52615897701	-1421.5549178213405	7672625824.963389	2020818.384382038	65882.40419070006	-161.79000572850055	4340491181.946774	26176.00595362824	71147.10036762488	74460.47111277485	1.329233	22.575872	0.0744941499999999	0.0341616	0.1034125365	-0.0841043589	-0.1653036104	0.0400386982	0.0911813892	-0.1351246483	-0.08886675	0.1349257778	0.1583662176	0.0515175147	0.193942277	0.0384074512	0.0406261852	0.0281741139	-0.2679687048	-0.0176402366	-0.1479443841	-0.0601912909	0.0591300002	0.0051189631	-0.1298268241	0.1323821375	0.1655714716	-0.1622375632	0.2006684913	0.0860552973	-0.0294014418	-0.0257010788	-0.1803068321	0.0801855269	-0.0893796128	0.0468307437	-0.2174958157	-0.0701404656	0.1121859299	-0.0513146223	-0.0659308515	0.1360107222	-0.0052002523	-0.0900637387	-0.1869565979	-0.0464860106	-0.1026572336	0.0384976007	-0.0565118181	0.056412061	0.1639895698	-0.072909354	-0.126803469	-0.017132304	-0.022748057	0.1425574961	0.0176942	5.629999999999871e-05	3.169689999999855e-09	0.00031308471364	0.017864	-0.0083509999999999	0.000319122496	6.973920099999996e-05	-0.0521165	0.0171417	0.00271612957225	0.00029383787889	0.000235847	0.0003696329999999	1.3662855468899997e-07	5.5623807409e-08	-0.000235876	0.00018999	5.5637487375999993e-08	3.6096200100000014e-08	0.000252906	-0.0004192799999999	1.7579571839999998e-07	6.396144483600002e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
68400.51125277918	153.42744818398205	23539.981856248494	4678629939.641571	87870.96722987913	277.44107090211764	7721306881.914492	76973.54782331387	65822.80999130847	-59.594199391591246	4332642315.151898	3551.4686011247345	70926.65502496078	75592.9153312879	1.179426	20.031527	0.10193515	0.0627489	0.0877585084	0.0614984731	0.0004126491	0.0875619144	0.1206880221	0.0485788071	0.0393960765	0.1593828216	0.2527047971	0.016708619	0.0005341088	-0.093258344	-0.2014497622	-0.0752299848	-0.2870474572	-0.0270433798	0.0886676125	0.1501424588	0.0878804451	-0.0235944598	0.0627919101	-0.0543438833	-0.0134211794	0.2133283453	0.0170853574	-0.0249528284	0.1213639275	0.0253465316	-0.175807158	-0.0650564053	0.0029933214	-0.2069904771	-0.0012210293	-0.1007513593	0.1013403582	-0.0457109867	-0.2213706073	0.053361365	0.058192211	-0.1041217729	0.2109835581	0.0411284367	-0.1713456422	0.0367324208	0.1760237026	0.0205884561	-0.0091087488	0.0936328245	-0.092098561	-0.2540239011	-0.1494426864	0.1409495873	0.0069449	-0.0107493	0.00011554745049	4.823163601e-05	0.0265888	0.0087247999999999	0.00070696428544	7.612213503999996e-05	-0.109569	-0.0574525	0.012005365761	0.0033007897562499	0.000343773	0.000107926	1.1648021476000004e-08	1.1817987552900001e-07	0.000116462	0.000352338	1.3563397444e-08	1.24142066244e-07	0.000292813	3.9907e-05	1.5925686489999994e-09	8.5739452969e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
