global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17
67847.76219811787	n/a	n/a	4603318835.292352	89703.88549510542	n/a	8046787072.918985	n/a	65630.52967449583	n/a	4307366425.354878	n/a	70670.67930263285	72071.7820232667	n/a	n/a	n/a	n/a	-0.051328291	-0.0652257716	0.0443429654	0.2055927145	-0.0409279289	-0.0394969508	0.1303111248	-0.1806077974	-0.0152270252	0.0075269762	-0.1719068091	-0.0753272102	-0.155743441	0.1941415167	-0.0673055776	0.1430661581	-0.1341578106	0.0885587786	-0.0165228224	0.1569053207	-0.107233612	0.050222198	-0.0487282498	0.1284472894	-0.0189829214	0.1440902851	-0.088826147	0.0548778363	-0.0078457706	-0.0544796303	0.092073929	0.0970938619	-0.0656124227	0.0053137453	-0.0577631558	0.0058811012	-0.0374849916	0.0012087748	-0.1327596373	0.0681903225	-0.0485903182	0.0588570958	-0.0175705462	0.0704271017	-0.0164310226	-0.1461919171	-0.0332286782	-0.1293085312	0.0958846533	-0.1776533866	0.0930183077	-0.2321497309	0.1398356382	0.0803167825	-0.0049394138	0.0263535269	-0.0965207017	0.2279470583	-0.2252618402	9.11952e-05	-0.0154492746	0.0488345777	-0.1666014126	0.0657513323	-0.0920517791	0.2259003396	-0.0718410634	-0.1208665391	0.0660160184	-0.1227124499	0.1778627902	-0.0861543004	0.0466461329	-0.1549833881	0.102594329	0.1025838106	0.1025662807	0.1025417406	-0.0261085	n/a	n/a	0.00068165377225	-0.0246871	n/a	0.00060945290641	n/a	-0.000156695	n/a	2.4553323025e-08	n/a	-0.00616177	n/a	n/a	3.79674095329e-05	0.000889082	n/a	7.904668027240001e-07	n/a	0.0	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
67741.36891810269	-106.39328001518152	11319.530032388822	4588893062.898489	88349.56233135668	-1354.323163748748	7805645164.142279	1834191.231866418	65457.48406490077	-173.0456095950649	4284682220.106738	29944.78300012761	70204.40369381546	72371.86765535884	1.406232	26.133455	0.142373055	0.106639	-0.0362859014	0.0582543146	0.091389636	0.0119954027	-0.0120234769	0.0735213842	0.0063886333	-0.0483643948	-0.0888067566	0.0512395971	-0.0170576017	0.0638123604	-0.0038826342	0.1442880416	-0.0279530257	0.1307088701	-0.1637956964	0.0591481938	0.0100066165	0.1333370338	-0.0308197748	0.0834002342	-0.0153443023	0.0558863352	0.0711923351	0.1070216663	0.0996708978	0.0170877311	0.0876302636	0.1282829248	0.0559443923	-0.0027435071	0.0592489504	0.0609130576	-0.04746358	0.0381710407	-0.0734903424	-0.0940032524	-0.0166949724	-0.0482588125	0.0234797312	-0.0381617315	0.1001666815	-0.0688782081	-0.0261476015	-0.0045743391	0.0909427942	-0.0530356823	0.084242992	-0.0862016769	-0.0158540339	-0.1753145678	0.1493354874	0.0308705807	0.1034045532	0.0178668899	0.0388794306	0.0122493359	-0.0055231887	0.0491797632	-0.1028686666	0.0165664314	0.1462482183	0.1147356996	-0.0105975896	-0.0380863824	0.003285567	0.1656939468	0.0063623534	-0.0048260182	0.0357092401	-0.012972391	-0.0107632901	0.0582236962	0.1025662807	0.1024716367	0.1023139614	0.1020933517	-0.037746	-0.0116375	0.00013543140625	0.001424760516	-0.0162833	0.0084038	0.00026514585889	7.062385443999999e-05	-0.0196542	-0.019497505	0.00038628757764	0.000380152701225	-0.00420817	0.0019535999999999	3.816552959999999e-06	1.77086947489e-05	0.0007859969999999	-0.0001030850000001	6.177912840088428e-07	1.0626517225020618e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
67753.79840689903	12.429488796347869	154.4921917385372	4590577198.562714	90112.46527516317	1762.90294380649	8120256397.967487	3107826.789281588	65464.61363136204	7.12956646126986	4285615637.903513	50.83071792566404	70409.64769200931	71720.10607306767	1.349387	25.077038	0.0940196852	0.0418352	0.1083657916	-0.0343138359	0.0506691915	-0.020484133	0.021893069	-0.0967131152	0.0013783762	0.0397161293	-0.0178031834	0.0185779989	0.0468075891	0.053968025	0.0092232735	0.0283502318	0.0715721181	0.0316918722	-0.096014467	-0.0873117504	0.1078168368	0.1451957777	-0.0054158086	-0.0228165189	0.0496167814	0.1045267816	-0.0196687076	0.0261521273	-0.0329234032	-0.0121082362	-0.0021680592	-0.0406396496	-0.0356522482	0.0226596561	0.0305104474	-0.0866134977	-0.0516086008	0.0544339774	0.0472541883	0.0832968012	0.1939293761	0.0860477093	0.023371032	-0.1564236447	0.084871056	-0.0908325452	0.0562796264	0.0326116239	-0.0042929218	0.0986259432	0.037998164	-0.1329682927	-0.0365900493	-0.1202785649	0.0424681924	-0.1336879295	0.0895198954	-0.0104065457	-0.0208803022	0.0354636872	-0.0671736086	0.0199386485	0.0132013596	0.0399956664	-0.0155960526	-0.0583576939	0.0487385982	-0.0191330975	0.0557875201	-0.0933045812	-0.0667283224	-0.0009867995	-0.0060238292	0.0257210703	-0.0446006262	0.0826681878	0.1025101919	0.1022474116	0.1018099433	0.1011985345	-0.0260882	0.0116578	0.00013590430084	0.00068059417924	-0.0424412	-0.0261578999999999	0.0018012554574399	0.0006842357324099	8.06852e-05	0.0197348852	6.510101499040001e-09	0.0003894656938571	-0.00369413	0.0005140399999999	2.642371215999999e-07	1.36465964569e-05	0.000570655	-0.0002153419999999	3.25647129025e-07	4.637217696395694e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
67747.01788058814	-6.7805263108894	45.97553705266341	4589658431.712729	88642.5649512111	-1469.900323952068	7857504321.129678	2160606.9623543946	65804.44319182138	339.82956045934407	4330224743.785647	115484.13016199098	70379.64062045433	71207.8025779579	1.500008	27.876186	0.1404809618	0.0776325999999999	-0.0704232332	-0.0665524103	-0.0066757676	0.0320996849	-0.094971189	0.0494696307	0.0771755907	-0.0166149985	0.053628204	0.0482329524	-0.1551244172	-0.1451138411	-0.0813561711	-0.0087468026	-0.1200162914	-0.0116867626	0.0347226158	0.0305146951	-0.0548260723	0.044881563	0.1729527246	0.0866165145	0.0705575545	-0.1151669527	0.0091918728	0.0616296357	0.122479271	0.0105516845	-0.0521494036	-0.0893060972	0.1044435423	0.0071966883	-0.0013492998	-0.0159867402	-0.0342482905	-0.0461710376	0.104728071	-0.0261369238	0.0396045205	-0.0505883873	-0.0086783302	-0.1289030833	-0.0238871001	0.1671211489	0.1972303428	-0.0656013484	-0.0665949267	-0.1312401379	-0.1443283077	0.0802764652	0.0456438512	-0.0163628574	0.1105334721	0.0483514971	0.1026375237	0.1441234867	-0.1502402531	0.018078199	-0.0166376988	-0.0928196656	-0.0209151045	-0.0490860678	0.1213081912	0.0815375695	-0.1070809864	-0.0385361056	0.027284227	-0.1817499318	0.0416209295	-0.0772488909	0.0119661838	-0.0461423371	-0.0927408206	-0.0841389293	0.1024260777	0.1019113804	0.1010554665	0.0998612018	-0.000998303	0.025089897	0.0006295029314706	9.96608879809e-07	-0.0295368	0.0129044	0.0008724225542399	0.0001665235393599	0.0670466	0.0669659148	0.0044952465715599	0.0044844337450008	-0.00402099	-0.00032686	1.0683745960000029e-07	1.6168360580100004e-05	0.000713765	0.00014311	5.094604752249999e-07	2.04804721e-08	0.000240445	0.000240445	5.7813798025e-08	5.7813798025e-08	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
67760.97322410003	13.955343511886896	194.75161253476364	4591549492.277202	89138.79851044805	496.2335592369491	7945725399.886255	246247.74531297063	65597.77544814341	-206.66774367797188	4303068143.745047	42711.55627694389	70528.64569797323	72402.50643236283	1.223652	22.740383	0.158669757	0.0876703	-0.0530164428	0.0464167762	0.0231920951	0.0262476868	0.0642679154	0.0506518446	-0.0099889628	-0.1138295074	-0.039639634	0.024327215	-0.0509390673	-0.0185745976	-0.0630684577	0.0633787661	-0.0818465965	0.0657704947	-0.0097083938	-0.1054702285	0.1171204202	-0.1271772074	0.0218216047	-0.0378780745	0.0587316377	0.0565320564	0.0207824048	-0.1488655779	0.0510944369	-0.0279537292	0.0684363397	0.0084892308	-0.0011927812	0.1237622603	0.0496197706	-0.011601655	-0.038576804	-0.0747892074	-0.0090323422	-0.0037812665	0.0039983502	-0.1040690294	0.0224698291	-0.009510827	0.0896962803	0.0602304842	0.001335045	-0.0602616631	0.0380406617	-0.1174304404	0.0441113238	-0.0311010922	-0.0274642665	-0.001725637	0.0333182378	-0.11312393	-0.0296220521	-0.1277581722	-0.0350160668	-0.0854107497	0.0287418904	0.0658260322	-0.0137713125	-0.0734111762	-0.037511838	-0.0594955769	0.0589370903	-0.1541115324	0.034588469	-0.0612228437	0.056622779	-0.1397212617	0.008305415	0.0135969779	0.0282705315	0.0530107911	0.1023139614	0.1014639107	0.1000523871	0.0980872016	-0.0121101	-0.011111797	0.0001234720325692	0.00014665452201	-0.00620279	0.02333401	3.84746037841e-05	0.0005444760226801	0.0149568	-0.0520898	0.0002237058662399	0.00271334726404	-0.0029299	0.00109109	1.1904773881000007e-06	8.58431401e-06	0.000592747	-0.0001210179999999	3.51349006009e-07	1.4645356323999993e-08	0.00047102	0.000230575	5.3164830625e-08	2.218598404e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
67763.80407155196	2.830847451929003	8.013697296092928	4591933142.247682	89383.07013209087	244.27162164282345	7989333226.238275	59668.62514001469	65578.65656510083	-19.11888304258173	4300560196.883442	365.5316887959192	70426.5782886443	72187.11787658227	1.275392	23.701908	0.06331054	0.0383648	0.0905898197	0.0480002883	0.045375489	-0.033209765	0.1281207836	-0.0260583335	-0.0726302762	-0.0117292072	-0.0687382994	0.0768930925	-0.0446249266	0.024327175	0.0540234117	-0.0199734091	-0.0023696955	0.0484317105	-0.0683662782	0.0287825276	0.1082336072	0.0052672855	-0.0059303531	0.1279675388	-0.0511191706	-0.0020103563	-0.0285027592	0.0364096251	0.0305795418	0.0714240792	0.0428932527	-0.029250199	0.0643041438	0.0243826327	-0.2034403972	0.02373307	-0.0812227396	-0.0938602332	0.0481833543	-0.0533934213	0.0062792873	-0.0444851294	0.072595531	-0.034420519	-0.0759514889	0.0543537004	-0.0767289844	0.0559049945	0.0037922945	0.0229503973	0.0685782824	0.0065535134	-0.0572189526	-0.0591847216	0.1031016107	0.0352698393	0.0252028565	-0.0837450693	-0.0394425509	-0.0006903886	0.0117313671	-0.0060651906	0.0065107258	0.0541199706	-0.0107166942	0.0091298797	-0.0790808051	-0.0670779289	0.0740281111	0.0136446378	-0.0544488583	-0.1409423459	-0.0823019177	-0.0676016774	0.0276480999	5.20109e-05	0.1021738733	0.1009054916	0.0988031726	0.0958842909	-0.0191449	-0.0070347999999999	4.948841103999999e-05	0.0003665271960099	-0.0059175	0.0002852899999999	3.501680625e-05	8.139038409999983e-08	-0.0153518	-0.0303085999999999	0.00023567776324	0.0009186112339599	-0.0025771	0.0003527999999999	1.2446783999999992e-07	6.64144441e-06	0.000481274	-0.000111473	2.31624663076e-07	1.2426229729e-08	0.000421656	-4.9363999999999983e-05	2.436804495999998e-09	1.77793782336e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
67682.35178498797	-81.45228656398831	6634.47498650207	4580900743.146865	89505.03641519202	121.96628310115192	8011151543.68485	14875.774213510338	65419.17926236396	-159.47730273686466	4279669015.361311	25433.01008822558	70374.92342355993	72303.49286097537	1.537457	28.572132	0.10667865	0.0536296	-0.0382034274	-0.1006631343	0.0196064471	-0.0899799773	-0.0501265873	-0.0372912703	0.0876178912	0.1496935597	0.045465714	0.0167195782	-0.0038389096	0.0642988232	-0.0645998394	0.0040461939	-0.0550266204	-0.1093087402	-0.1817430515	-0.1574242536	-0.0278918017	-0.0257394091	0.0324056037	0.0744731679	0.0289548291	0.0724314503	-0.0391016539	0.0275616034	0.0716971441	-0.0167165108	-0.0424463251	-0.1479496625	-0.0700968207	0.034859123	-0.0654454316	-0.0071521047	-0.1310008069	0.0079632673	0.0285211417	0.0815490282	-0.148349717	-0.0065432094	0.060026438	0.046768248	0.0729374639	-0.0703589489	-0.0231322166	-0.0263609704	0.0080572433	0.1221128139	-0.1423409518	-0.0691295214	-0.021138574	-0.1322903097	0.0443748563	-0.0172187032	-0.1544561608	-0.0292712922	-0.1169170325	-0.0322614574	0.0094100595	-0.0458595976	-0.0840602184	0.0044070608	-0.0699457525	0.1342935126	0.1579546871	0.0010872387	-0.0308708733	0.01267947	-0.0266522884	-0.0269044855	-0.1722142777	0.0331827739	-0.2586004311	0.0706493927	0.102005852	0.1002367339	0.0973108962	0.0932621027	-0.0121533	0.0069915999999999	4.888247055999999e-05	0.00014770270089	-0.0207722	-0.0148547	0.00043148429284	0.00022066211209	0.0295568	0.0449086	0.00087360442624	0.00201678235396	-0.00197467	0.00060243	3.629219049000002e-07	3.8993216089e-06	0.000657368	0.0001760939999999	4.32132687424e-07	3.1009096835999987e-08	0.000401705	-1.995100000000004e-05	3.980424010000016e-10	1.61366907025e-07	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
67510.36622254916	-171.98556243881467	29579.03368739542	4557649547.502707	88331.84237732178	-1173.194037870242	7802514377.77202	1376384.250494283	65569.48752600832	150.3082636443578	4299357694.423361	22592.57411978177	70177.20969046984	71429.84653533819	1.238648	23.019058	0.05115234	0.0301334	-0.0482314392	0.0643753652	-0.0686950029	-0.0918671096	-0.0582509179	0.0785703744	-0.0876651792	0.095409397	-0.0061473056	-0.0118614514	-0.1053669058	0.038249284	0.0747476718	0.1116612528	-0.0332108003	-0.0004593924	-0.041201575	0.0979280537	0.0138165711	-0.151200548	0.0368623331	-0.0622382608	0.007566856	-0.0369220203	-0.0827636946	0.0249258432	0.0738270502	-0.0498407139	0.0592686311	-0.0334006244	-0.0056747581	-0.0072181635	-0.0322462918	0.165401985	-0.0099263136	-0.0393473951	0.0072481576	0.0612903297	0.0572309779	0.0606731245	-0.0536317197	0.0398676562	0.0374209954	0.0201894172	0.0942634034	0.0795122172	0.0370794081	-0.0751033956	-0.0625588324	-0.0331066742	0.0531533439	-0.0277932736	0.0232860017	0.0155529618	-0.0437536709	0.0067936657	-0.0429006216	-0.0385168906	0.2689962479	0.0245605277	-0.0433255303	-0.0033842398	-0.0261217208	-0.0724454611	-0.1395934403	0.0595214668	0.0706927838	0.0209797617	0.0031411948	-0.0323961723	-0.0594525922	-0.0829083545	-0.0016225754	-0.0869574517	0.1018099433	0.0994583687	0.0955792289	0.090232103	-0.00941911	0.00273419	7.475794956100005e-06	8.871963319209999e-05	-0.015719	0.0050532	0.000247086961	2.553483024000001e-05	0.047119	0.0175622	0.002220200161	0.00030843086884	-0.00148252	0.00049215	2.422116225e-07	2.1978655504e-06	0.000633463	-2.3904999999999955e-05	4.01275372369e-07	5.714490249999979e-10	0.000401705	0.0	0.0	1.61366907025e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
67525.24292185498	14.876699305823422	221.31618223588708	4559658431.655526	89871.30656218625	1539.4641848644678	8076851743.194461	2369949.97648042	65624.10334807138	54.61582206306048	4306522940.238354	2982.888019623884	70451.90371351338	70298.62541343777	1.404409	26.09956	0.0763853899999999	0.0336115	0.1115098733	0.0091189652	-0.1185407608	-0.0216011272	-0.0752837257	-0.0786896704	-0.1078299434	0.0658048974	-0.0019387174	0.0050171328	-0.0690780166	0.0012070058	0.1179779457	0.0879950829	0.0954428598	-0.0872421182	0.0782811837	0.0237185607	-0.0913321722	-0.0545264635	0.0311261298	-0.0115204709	0.0004293243	0.1237129296	0.0361203203	0.0555802946	0.0081960197	0.1486271829	-0.1559237987	0.0623274089	0.0396515847	0.0692241309	0.1343661727	-0.0752114452	-0.0680853183	-0.0263585414	-0.1099545773	0.0267833138	0.0744797781	-0.0054003462	-0.1091119629	-0.1085721424	-0.0012000737	0.0366522246	-0.1089875312	0.0970170006	-0.0572666539	0.0140857076	-0.0089780971	-0.1118962851	0.0003906677	0.1132951154	-0.0220361	-0.0493791097	0.0025307583	0.0512954274	0.0085889403	0.0957449282	0.1922888641	-0.0006991896	-0.0134157047	0.1215778527	0.0339994062	-0.0141820295	0.050526743	-0.0914901664	-0.1142941998	0.0362118265	-0.069655285	-0.0134257981	0.0251397449	-0.140447757	-0.1048988758	0.0976003394	0.1015862008	0.0985712473	0.0936124309	0.0868075413	-0.0149479	-0.00552879	3.056751886410001e-05	0.00022343971441	-0.029611	-0.0138919999999999	0.0008768113209999	0.0001929876639999	0.052706	0.005587	0.002777922436	3.121456900000002e-05	-0.00104221	0.0004403099999999	1.9387289610000002e-07	1.0862016841e-06	0.000238613	-0.00039485	5.6936163769e-08	1.5590652250000006e-07	0.000209313	-0.0001923919999999	3.701468166399999e-08	4.3811931969000004e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
67801.44851672694	276.2055948719644	76289.53063857574	4597036420.966374	89983.05530324423	111.7487410579779	8096950241.706709	12487.781128042994	65553.11565200864	-70.98769606274436	4297210971.685619	5039.252992296571	70544.86619351241	69875.76588300697	1.328283	24.684845	0.250344265	0.129218	0.0546627642	-0.0313716325	-0.0186854079	0.0715279843	-0.1781229545	-0.0629770223	0.0324250207	-0.1288398949	0.116923794	-0.1737606734	0.0292526014	0.0193362538	-0.0018178878	0.0424434677	0.2123324733	0.0451240969	-0.0043643868	0.0261670046	0.0128281311	0.1062527962	-0.0442483861	0.0222050451	-0.0009080711	0.0658134151	-0.098518959	-0.050182454	-0.0958825087	0.1237197866	-0.0411470397	0.0446549408	-0.1282473107	-0.102616006	0.0270280484	-0.0970560882	-0.0153741085	0.0519623719	0.0030638324	0.1828784006	0.0065773366	0.0319259642	-0.0160523525	-0.0152532691	-0.0425998821	0.0256065279	-0.00721373	-0.0020607563	-0.0305912378	0.0647746508	0.1524948881	-0.0685752185	0.1403128583	-0.0134288864	0.0101393115	-0.0780274328	0.0250972217	-0.0283879895	0.0952852031	0.1014969638	-0.0727315406	-0.0637978493	0.0116945361	0.0547737661	-0.0662078926	0.0366176081	0.1391437708	0.034548476	-0.0152368273	-0.1484253467	-0.0698451901	0.244540871	0.0024237039	0.0226991475	0.0968855651	0.1039395762	0.1013346856	0.0975763397	0.0914153405	0.0830033923	-0.0136758	0.0012721	1.61823841e-06	0.00018702750564	0.0202497	0.0498606999999999	0.00041005035009	0.0024860894044899	-0.0554206	-0.1081266	0.00307144290436	0.01169136162756	-0.00241764	-0.00137543	1.8918076849e-06	5.8449831696e-06	0.000412188	0.000173575	1.69898947344e-07	3.0128280625000016e-08	-6.33793e-05	-0.0002726923	7.436109047929e-08	4.0169356684899995e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
