global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33
67907.35628320169	n/a	n/a	4611409037.3736925	89310.47933077221	n/a	7976361718.292291	n/a	65618.69220548273	n/a	4305812766.75788	n/a	70180.13016097118	74166.59915274591	n/a	n/a	n/a	n/a	-0.1209049607	-0.0176131553	-0.0124071041	-0.0659522007	0.115443418	0.0563098236	-0.0172539808	-0.0004725711	0.1169070647	-0.026703307	0.1473678132	-0.1184574843	0.0471333339	-0.1092653414	0.0162544249	-0.1401937956	-0.0064963315	0.0283871081	-0.0393258618	0.0188149874	-0.0962556147	0.0772187714	-0.2255986644	0.0883909302	-0.0320919618	0.0154743324	-0.0143993953	0.0043709298	0.0209486128	-0.0197010408	0.0224617579	-0.024931443	0.0851957316	-0.0241408501	0.0888613517	-0.0617176283	0.1675003929	-0.0301280276	0.0900009781	-0.0936113269	0.0050892452	-0.0886617368	0.1415998645	-0.0593746092	-0.1080891005	-0.0854225602	-0.0165350137	0.0368450296	-0.1181912624	0.0033726312	-0.0634719877	0.1071674458	-0.1463112613	-0.100572663	0.0010234353	-0.0704639792	0.1255284524	-0.1460745866	0.0795903238	-0.0892078523	0.0069288078	-0.0119052356	0.1227885468	-0.0971610358	0.0760942479	-0.0317652931	0.0726463446	-0.0958623162	0.0523266742	-0.0003815939	0.103631358	-0.1408377566	0.0744986693	-0.0620705765	0.102594329	0.1025838106	0.1025662807	0.1025417406	7.67974e-05	n/a	n/a	5.89784064676e-09	4.49666e-05	n/a	2.0219951155599997e-09	n/a	-0.0696796	n/a	0.0048552466561599	n/a	-0.000656679	n/a	n/a	4.3122730904100006e-07	0.00112208	n/a	1.2590635264e-06	n/a	0.0	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
67937.8495592765	30.49327607480518	929.839885774286	4615551402.738886	87230.95728951447	-2079.522041257748	7609239909.645097	4324411.920076788	65634.53353780371	15.841332320982474	4307891992.7250805	250.947809703804	70225.82196641648	73737.92057260635	1.4466	25.856197	0.0273967842	0.02104	0.0753983736	-0.0330620594	-0.0202252908	0.0075434318	-0.0491928648	-0.0856488837	-0.1042696096	-0.0885450272	0.0656484292	-0.0811623068	-0.1017023494	-0.1140188301	0.0454654561	-0.0869615085	0.1582720174	-0.0859718091	-0.2274254307	0.018946017	0.0293854676	0.0410400799	-0.0084270091	-0.0340545463	-0.0019167605	0.013839971	0.1978494286	-0.160926433	-0.0194719304	0.0221789484	-0.1507875525	0.0639813175	-0.0079146227	-0.0140844169	-0.0737366028	0.0851376161	-0.0742227974	-0.0676732284	-0.0812246752	-0.0724051017	-0.0299097894	0.0396186762	-0.0735642523	0.0531754755	0.0149170994	0.0567311374	0.0911327036	-0.0373724437	0.0977910025	0.0507302043	0.021196184	0.0255771593	-0.0951803783	0.1802487927	-0.1338326541	0.1482711925	-0.0053704699	-0.0836035847	0.0202443493	0.1165489267	0.1534318964	0.0894457966	-0.1050624963	0.1619733715	-0.0757083025	0.0204002084	0.0681323322	0.0514773783	-0.1058669955	0.0967419573	-0.096450642	0.075252387	0.0077389725	0.0890725921	-0.1125912797	-0.14864604	0.1025662807	0.1024716367	0.1023139614	0.1020933517	7.67966e-05	-8.000000000017542e-10	6.400000000028066e-19	5.8977177715600006e-09	0.0207985	0.0207535334	0.00043257760225	0.0004307091485849	-0.0695876	9.199999999999486e-05	0.00484243407376	8.463999999999054e-09	-0.0007877039999999	-0.0001310249999999	1.7167550624973805e-08	6.204775916158425e-07	0.00112208	0.0	1.2590635264e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
67909.27581826058	-28.57374101591995	816.458675644866	4611669742.16059	87305.79266306979	74.83537355532462	7622301432.526931	5600.33313516498	65452.61906569693	-181.914472106786	4284045342.5592327	33092.87516189062	69933.59978604336	74016.00118276707	1.212876	21.678675	0.0287984009999999	0.0253556	0.0377139878	0.1073941583	-0.1082974428	0.040450014	-0.1012768529	0.0896063546	-0.0441315747	-0.0629879699	-0.0417864886	0.0861861642	0.0514475369	0.0224022343	-0.0356544419	0.0095885762	0.0829390289	0.1198760478	0.0530328446	-0.0844937813	0.0512853435	0.1090159834	0.2284954311	0.075348506	-0.0339930335	0.0738072332	0.0341468724	-0.0447607299	-0.0946901694	-0.0190586505	0.0093458403	-0.1573637645	-0.0453616018	0.1817873997	0.00308183	0.0589595143	-0.081461613	0.0771017514	-0.0347047126	0.0611645188	-0.0953870438	0.0008230457	-0.0621538026	0.1947944292	-0.02999493	-0.0450463035	-0.0350845181	0.120971771	0.0401105645	0.0506373424	0.1464337854	0.0026506245	-0.0678662597	0.0102062364	0.0493923488	0.0356786826	-0.0725738829	-0.0150976506	-0.015963501	-0.1845243897	-0.1184652479	0.1232364454	0.0736401482	0.0303887008	-0.0313783666	0.0818221339	0.0789248137	0.0636522869	0.1248236286	0.1262511701	-0.0972159072	0.1349341918	0.0819778466	0.0003048411	-0.0851350388	0.0865415484	0.1025101919	0.1022474116	0.1018099433	0.1011985345	7.67976e-05	1.0000000000021927e-09	1.0000000000043854e-18	5.8978713657600005e-09	0.0243126	0.0035140999999999	0.00059110251876	1.2348898809999992e-05	-0.0946687	-0.0250810999999999	0.00896216275969	0.0006290615772099	-0.00078364	4.063999999899949e-06	1.6516095999186785e-11	6.140916496000001e-07	0.00112208	0.0	1.2590635264e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
68012.97001726962	103.69419900904175	10752.48690812676	4625764090.570016	88770.56484253939	1464.7721794695972	7880213182.46349	2145557.5377481137	65520.40492627078	67.7858605738511	4292923461.702488	4594.92289373758	70131.7303018548	75589.3122528338	1.388057	24.809803	0.0510446976	0.0253793	-0.0550535361	-0.0882059617	-0.173792185	0.04615906	0.0795588913	-0.0206958574	-0.0182922947	-0.0404225722	-0.0455405132	-0.0035256487	-0.0181487462	-0.0690026439	-0.1409120025	-0.0215411413	0.0096388636	-0.1040011525	-0.071903595	0.0029731364	-0.0044175398	0.0829261473	0.0234244218	-0.033649285	-0.0243250827	0.0359257711	-0.0699059183	0.0919764067	-0.0780770075	-0.1302140582	-0.1113896283	-0.0513450633	-0.036823483	0.0233283883	0.0987084449	-0.0656259828	-0.050838781	0.0590735978	0.0946367451	-0.1017967226	0.0936539214	-0.1162633048	0.1063985377	0.0442561577	-0.1097366849	-0.0761488262	-0.0124608759	-0.0388797163	-0.085624774	-0.0077196695	0.0252571193	0.0690554802	-0.1797391591	0.1037760276	0.0451113849	0.0453245693	-0.0126976642	-0.0734405659	0.0425103978	0.0410601809	-0.0973925002	0.0430647508	0.0980197858	-0.0250578397	0.0599433144	-0.0258179923	-0.0933738419	0.0161751377	0.0050201424	0.0135895324	0.0224278939	-0.1273284486	-0.0488901827	-0.1576683911	0.1020030903	0.0614269315	0.1024260777	0.1019113804	0.1010554665	0.0998612018	-0.013786	-0.0138627975999999	0.0001921771572985	0.000190053796	0.0168095	-0.0075030999999999	0.00028255929025	5.629650960999998e-05	-0.0868334999999999	0.0078352	0.0075400567222499	6.139035904000153e-05	-0.000669596	0.000114044	1.3006033936000024e-08	4.4835880321600004e-07	0.00112208	0.0	1.2590635264e-06	0.0	-0.000322828	-0.000322828	1.04217917584e-07	1.04217917584e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
67968.47951085951	-44.49050641010399	1979.4051606275043	4619714207.018129	86962.1089654087	-1808.455877130691	7562408395.711616	3270512.659528537	65497.87311680787	-22.53180946291104	4289971382.825463	507.6824376729276	70107.03218746993	74903.29846296138	1.421135	25.401039	0.1183416	0.0732035	0.0899712752	0.0224617309	-0.1314703226	0.0120603797	-0.0823652389	-0.0288855447	0.0918844054	-0.0195144689	-0.0462582637	0.0480254601	-0.010955	0.1036174459	0.0216445128	0.1234130029	-0.0312801973	0.0127439141	0.0037072049	0.0685455171	0.0243890451	0.0444899222	0.014468999	0.1801968322	-0.1007672259	0.0261383322	-0.0061825339	0.0079369509	-0.1031689024	-0.1035859025	-0.0424622063	0.0654301427	-0.0895356182	0.0353290733	0.0729588634	0.0152165651	-0.1417463766	-0.1137470424	0.1093320923	0.0309325236	0.116289241	0.0299897395	-0.0551751935	0.108061113	0.0642987974	0.1114586161	0.0343756488	0.0608894867	-0.0043633359	-0.065236961	-0.0013246353	0.0717115226	0.1281988381	0.066303074	0.1042341208	0.0140971858	0.0526285027	0.0476818697	0.0253175178	-0.1602105717	-0.0897970757	0.0057000538	-0.0330764551	0.1073014298	0.1264303916	-0.1955146378	0.1121515263	0.0774188756	-0.0280799607	0.0799102067	0.0249388614	-0.0777125579	-0.0328637264	0.0420639725	-0.0371921865	-0.0861415101	0.1023139614	0.1014639107	0.1000523871	0.0980872016	-0.0107509	0.0030350999999999	9.211832009999993e-06	0.00011558185081	0.0102068	-0.0066027	0.00010417876624	4.3595647290000014e-05	-0.0374848	0.0493486999999999	0.0014051102310399	0.0024352941916899	-0.00153387	-0.0008642739999999	7.469695470759999e-07	2.3527571769e-06	0.00112208	0.0	1.2590635264e-06	0.0	0.0	0.000322828	1.04217917584e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
67977.02723502982	8.547724170304718	73.06358849161148	4620876231.711986	89365.80351925685	2403.6945538481523	7986246838.64242	5777747.508199268	65634.75943094629	136.88631413842086	4307921645.558192	18737.86299840244	70114.97122335692	74136.79472428169	1.681466	30.054131	0.1069074476	0.0676028	-0.1043681716	0.0849517975	-0.1052975061	-0.0488077821	0.0769533091	0.104609285	0.0767063943	-0.0812214839	-0.0267993856	-0.0076075136	0.1143929129	-0.0443137156	0.056111811	0.0141662496	-0.044170024	-0.0268799269	-0.0816796614	-0.025138074	0.0078505	0.067593519	0.0589288494	0.0628498045	0.0145744748	-0.054013606	-0.009260092	0.0673814852	-0.025047851	-0.0313631027	-0.0485126786	0.0644717214	-0.0764108473	0.0284206996	-0.0245087462	0.0180625342	0.004562262	0.009312603	-0.0957303073	0.0405597883	0.0123925147	0.1023205261	0.0604320296	-0.0262290816	-0.0201709794	0.0624387291	-0.1394342	-0.0239613383	0.0279185809	-0.0214700238	-0.0404220839	0.0562851247	-0.003820752	0.0788408548	0.0183753488	0.070802566	-0.0768456904	-0.0136963701	-0.045573978	0.0028586848	-0.1115789534	-0.0200765469	0.017501129	0.0411697658	0.024723915	0.025065204	0.0288266611	-0.0550026956	-0.1157654121	0.0434923126	-0.0798708407	-0.0049755634	-0.036827641	-0.0055638327	0.0442381988	-0.0575767848	0.1021738733	0.1009054916	0.0988031726	0.0958842909	7.67976e-05	0.0108276976	0.000117239035317	5.8978713657600005e-09	0.0223327	0.0121259	0.00049874948929	0.00014703745081	-0.0732087	-0.0357239	0.00535951375569	0.00127619703121	-0.000569271	0.0009645989999999	9.304512308009998e-07	3.24069471441e-07	0.00112208	0.0	1.2590635264e-06	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
67843.87916918026	-133.1480658495566	17728.407439477858	4602791940.722331	88203.80416895339	-1161.999350303464	7779911069.875078	1350242.490105672	65729.57302989131	94.81359894502384	4320376770.691815	8989.618544907826	70415.89636935263	74377.22916333078	1.603384	28.658522	0.1326204976	0.0754130999999999	0.0377877784	-0.1001954059	-0.0334153924	-0.009749726	0.0385576282	-0.1104209973	-0.0841801281	-0.094317607	0.0080858253	-0.1611165316	-0.0974283103	0.0260344331	0.0982225893	0.0679299791	0.1168962382	-0.0124883722	0.018029657	-0.006968952	-0.1030959706	0.0122842015	0.0107942955	-0.0182340712	-0.1259627592	-0.003088424	0.0362051015	0.1779646502	-0.0061581314	-0.0386158877	-0.0310192142	-0.1149659252	-0.0214638893	0.0051172459	-0.0212843984	0.0512542528	-0.044417274	0.0515364285	-0.1521573574	0.0315450183	0.0385826196	-0.0106968706	-0.0053636893	-0.1089321125	0.1014451366	-0.0677663674	0.1173895733	-0.1203981825	0.0789757018	-0.015904864	0.0890079272	-0.0943542653	0.04606973	0.0901783513	0.0671833708	-0.0482102248	-0.0728084425	-0.0662319206	0.1223305712	-0.0140239637	-0.0882032756	-0.0165102036	0.088554367	0.0904833602	0.1741219402	-0.0196487499	-0.0092766303	0.0236404145	-0.0022703338	-0.0954894402	-0.1160677768	0.0741702412	0.0821224328	0.0616620604	0.0237000419	0.0598654846	0.102005852	0.1002367339	0.0973108962	0.0932621027	-0.0165233	-0.0166000976	0.0002755632403295	0.00027301944289	0.0286708	0.0063380999999999	0.00082201477264	4.017151160999999e-05	-0.0265392	0.0466695	0.0007043291366399	0.00217804223025	-0.00154819	-0.000978919	9.58282408561e-07	2.3968922761e-06	0.00106906	-5.301999999999998e-05	1.1428892836e-06	2.811120399999997e-09	-0.000228317	-0.000228317	5.212865248899999e-08	5.212865248899999e-08	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
67760.76931354354	-83.10985563672148	6907.248103956685	4591521857.963264	86631.5424905572	-1572.2616783961855	7505024154.293218	2472006.785353191	65385.61886089354	-343.95416899777047	4275279153.822037	118304.47037094684	69967.41337988357	74494.93381880622	1.188278	21.239	0.096546997	0.0541439	0.0727189417	0.0489765795	-0.0642375619	0.0949380764	-0.1230928935	0.0426264527	-0.1290024365	0.0479897641	0.0020224345	0.0837806373	-0.0679126545	-0.129236196	0.0447809249	-0.005781655	-0.0147956506	0.1259487514	0.0042970244	-0.070297789	0.1384640144	0.0793643911	0.0772079026	0.0786316607	0.0500406463	0.133622404	-0.0491954036	0.0490943758	-0.0624112985	0.0490952164	0.0018800732	0.0004292173	0.0359042297	0.1933286964	0.1179135357	-0.0258791546	0.0557928095	-0.008268662	-0.0298903998	0.0267637822	-0.0384067622	-0.1093344166	0.1032530475	-0.0250260714	0.0988005069	-0.0045208745	0.045271147	0.1052767567	0.0483142273	0.0882587881	-0.0249086152	0.0315128593	-0.0698455561	0.0220143324	0.0418964758	0.0254306843	-0.1347585447	0.0672327836	-0.0066374138	-0.205874915	-0.0613159773	-0.0207066557	-0.107412297	0.0940748162	-0.0793546391	-0.0244095741	-0.0056017267	0.0619479464	0.1437180389	0.0753292988	-0.0100119621	0.0464446764	0.0855960879	-0.1280022389	-0.16784908	0.0179880136	0.1018099433	0.0994583687	0.0955792289	0.090232103	0.000131547	0.016654847	0.0002773839285934	1.7304613209e-08	0.0221426	-0.0065282	0.00049029473476	4.261739524000002e-05	-0.0319508	-0.0054116	0.00102085362064	2.9285414560000028e-05	-0.000597866	0.000950324	9.031157049760004e-07	3.57443753956e-07	0.000886017	-0.0001830429999999	7.85026124289e-07	3.350473984899997e-08	-0.000453997	-0.00022568	5.09314624e-08	2.0611327600900003e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
67818.46877626414	57.69946272060042	3329.227998245958	4599344707.157114	88220.6455542194	1589.1030636622015	7782882302.003211	2525248.546940596	65407.57829483696	21.959433943418844	4278151298.395227	482.2167391153757	69989.49872047007	74558.81584744959	1.372267	24.527584	0.0687532759999999	0.0387353	-0.0934308614	-0.0160146189	-0.0634009198	0.0600759341	0.0286898666	0.0610184072	-0.0812190264	0.0487221721	-0.0622548252	0.092816239	0.0158603534	-0.0727504064	-0.1278195723	0.0350331913	0.2070508043	0.0350517617	-0.0004735143	0.1210873397	0.0055657327	-0.0530382278	-0.1866389415	0.0720742228	-0.0040161916	0.0272999848	0.0145530884	0.0732687789	-0.0261931211	0.0940819196	-0.0631421274	0.0801048992	0.1021641753	-0.029266155	-0.0098629061	-0.1681963344	-0.0302160876	0.0700016188	0.0221312869	-0.1118684796	-0.0621969517	0.0282235173	0.0748882069	0.0575516436	0.0082397625	0.0218609467	-0.0463363818	0.0371955228	-0.1225638887	0.0756877758	0.0424663847	-0.0744868675	-0.1106505694	0.1291216572	0.0525513675	-0.0200326988	0.1292723507	0.0367417634	0.0721053789	-0.0377172647	0.1092464129	-0.0938086487	-0.1193708287	0.1221327371	-0.0574661613	-0.0320983487	-0.1301791877	-0.0257718568	-0.0496092314	0.0848671042	0.0621921573	-0.0351015703	-0.083590194	-0.0013645481	-0.0043577256	0.0860210928	0.1015862008	0.0985712473	0.0936124309	0.0868075413	0.000201823	7.0276e-05	4.9387161760000015e-09	4.0732523329000006e-08	0.0251285	0.0029859	0.00063144151225	8.915598810000019e-06	-0.0676599	-0.0357090999999999	0.0045778620680099	0.0012751398228099	-0.0008533599999999	-0.0002554939999999	6.527718403594891e-08	7.282232895998293e-07	0.000988466	0.0001024489999999	9.770650331559998e-07	1.049579760099998e-08	-0.00021218	0.000241817	5.8475461489e-08	4.50203524e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
67815.90925541666	-2.5595208474842366	6.5511469687064245	4598997548.1389065	87458.9180971256	-761.7274570938025	7649062354.719724	580228.7188905907	65442.01033008312	34.43203524615819	4282656716.0427055	1185.56505119268	70099.327061231	74004.03842235816	1.40469	25.107098	0.059064488	0.0288375	0.0678180807	-0.057357552	-0.0541099472	-0.0386417515	-0.0142841457	-0.0926263046	0.0950948914	-0.0062149804	-0.0447897354	0.0758186512	-0.0664720208	-0.042757612	-0.0545750935	-0.0076332302	-0.0878321526	0.001162069	-0.0691621607	0.0915245151	0.0055694886	0.0379497938	0.1255803773	-0.0227257449	0.0204607509	0.0083963327	-0.0343866967	-0.1472704454	0.0478511264	-0.0186907838	0.0110343192	0.0771683245	0.0307353344	-0.0878064453	-0.0124062694	0.0617920769	0.0810065051	-0.0382516933	-0.0174937534	-0.0031574813	-0.1209338005	0.0525185497	-0.1240533505	-0.0133043653	0.1219554806	0.068472768	0.0639295546	0.0548197596	-0.0704711557	-0.0451571843	-0.0733892591	0.0810478442	-0.0170410513	0.0814578033	0.004495613	0.1392590406	-0.0143233395	0.0565602442	-0.0342395353	0.0330170144	0.0156847511	0.1626658923	-0.0301925512	-0.0842613744	0.103140921	-0.0350049209	0.0131867731	-0.0501176492	0.0658530488	-0.083407994	0.0664615817	-0.0115216801	-0.1055315224	0.0089051935	-0.066768954	-0.0111769354	0.1013346856	0.0975763397	0.0914153405	0.0830033923	-0.00278132	-0.0029831429999999	8.899142158448998e-06	7.7357409424e-06	0.0153913	-0.0097372	0.00023689211569	9.481306384000003e-05	-0.0527788	0.0148810999999999	0.00278560172944	0.0002214471372099	-0.00113061	-0.0002772500000001	7.686756250005545e-08	1.2782789721e-06	0.0010615	7.303400000000003e-05	1.12678225e-06	5.3339651560000055e-09	6.67969e-05	0.0002789769	7.782811073361e-08	4.46182584961e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
