global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19
67703.4294025669	n/a	n/a	4583754352.86836	87633.10719708136	n/a	7679561477.015154	n/a	65285.53291560914	n/a	4262200808.075084	n/a	70257.41714283144	74675.97427321925	n/a	n/a	n/a	n/a	-0.0902787307	-0.0060041129	-0.0952584378	-0.138754515	-0.0407920081	-0.0616197634	-0.0729552858	0.0489211165	-0.1318361077	0.0060722947	-0.021001543	-0.0708351106	-0.0563340444	0.0205820844	-0.050180571	0.0479958351	-0.044695434	0.0589392781	-0.1526015385	0.1120312992	-0.0021279261	0.0317166672	-0.0063048449	0.0236746215	-0.1170539683	0.0697867676	-0.0370849002	0.0501400799	0.1154100222	-0.099793802	0.1197776798	0.0188054571	-0.0760132472	0.0219672245	-0.0722867445	0.0307875514	-0.0129515605	0.0346180389	-0.1583857799	0.0315599675	-0.0626281526	0.0677116389	-0.0229330606	0.1672732279	-0.0063365225	0.1573813309	-0.0276510239	-0.0354455735	-0.0889008368	-0.0698194791	0.0535586593	-0.1419662723	0.0980576832	-0.0006390762	0.1005433199	-0.0484446079	0.0007969461	-0.1361064319	0.0291569163	-0.0201149177	0.2296500618	-0.0361273494	0.0553232564	-0.033173037	0.036065826	-0.0087033929	-0.1239132236	0.0550110463	0.0096236792	-0.0191912372	0.0721196716	-0.0588839646	0.0345745972	-0.0626668852	0.0696575553	-0.0371395908	0.102594329	0.1025838106	0.1025662807	0.1025417406	-0.0330954	n/a	n/a	0.0010953055011599	-1.97878e-05	n/a	3.9155702884e-10	n/a	-0.0880091999999999	n/a	0.0077456192846399	n/a	0.000545268	n/a	n/a	2.97317191824e-07	0.000927097	n/a	8.59508847409e-07	n/a	0.0	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
67593.68373354239	-109.7456690245017	12044.111869635472	4568906080.670154	87551.5167643997	-81.59043268166715	7665268087.746962	6656.99870518166	65254.64654881821	-30.88636679093179	4258168896.211192	953.967653543974	70360.47967430929	74286.1079269756	1.33428	23.609545	0.1485035622	0.0712929	0.0307090181	0.09609765	-0.0685585777	0.0426371802	-0.0297530207	0.1172157584	0.0043519192	0.030699431	-0.1619733822	0.0662911369	-0.0240636593	0.0599097057	-0.0090603772	0.0819448635	0.0032049373	-0.0727436328	0.1355841414	-0.1131469102	-0.017838723	0.0811897664	0.0477641151	0.0791128451	0.0176715118	-0.1016274176	-0.0998002459	0.1101006746	-0.0098271959	0.0355775269	0.097773829	-0.0006506143	0.0490020299	0.0302969505	-0.0176030023	0.0200492359	-0.0102387554	-0.0086939412	-0.0317640831	-0.0427058684	-0.0634198067	0.0745884996	0.0796157543	-0.1447488426	0.0575185696	0.0803935456	-0.022516378	0.0503907712	0.0570981611	0.0627651716	-0.1107338029	0.0040554245	0.1322070075	-0.0217777918	-0.0378761708	-0.0424224825	0.1687712966	-0.0087025114	-0.0246337091	-0.0577060608	0.0767713852	0.1562848778	0.0906840256	-0.0298862729	-0.1044029028	0.0412029847	0.0326421722	-0.0986922287	-0.0340961169	-0.0315148311	0.1136494005	0.007742177	-0.0127674301	0.0078499808	0.0335553874	0.0025235661	0.0940447766	0.0451688747	0.1025662807	0.1024716367	0.1023139614	0.1020933517	-0.0409354	-0.00784	6.14656e-05	0.0016757069731599	-0.0286641	-0.0286443122	0.00082163062881	0.000820496621411	-0.0664625	0.0215466999999999	0.0044172639062499	0.0004642602808899	-0.000305931	-0.000851199	7.245397376009999e-07	9.3593776761e-08	0.00138497	0.0004578729999999	1.9181419009e-06	2.0964768412899999e-07	-0.000500379	-0.000500379	2.503791436410001e-07	2.503791436410001e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
67545.04222581955	-48.64150772284484	2365.9962735515737	4562332729.287745	86435.780078125	-1115.7366862747003	7471144077.71399	1244868.353099249	65266.12986794099	11.483319122780811	4259667707.9389386	131.8666180756235	70090.92706884354	73512.34484354655	1.244583	22.022394	0.07697205	0.0399193	0.0677882472	-0.078459972	-0.0246807386	0.0472224509	0.0864327783	-0.0542098745	-0.0022502767	-0.0606387897	-0.0723548795	-0.0193140557	-0.0883805151	-0.1014949348	0.0258321704	0.0620336329	0.0064105034	-0.0048390271	0.0537296932	-0.0496207585	-0.0598605346	-0.0390149127	0.0495834853	0.0558028626	-0.1066770803	-0.0368761994	-0.0564057994	-0.0374033954	-0.0258167208	-0.0764067425	0.0048840938	0.0059397767	-0.0957570083	0.0569007388	-0.0719624805	0.0487522881	-0.0459493054	-0.006647204	0.1260073646	-0.0125351108	-0.1731527254	-0.0492653693	-0.0018843363	0.0254600118	0.0084215801	-0.0958127952	-0.0310802032	0.0453357386	-0.1016972318	0.0256698576	-0.0065750512	0.0290420131	0.0639515081	-0.0436299058	-0.0416077431	-0.0684540644	-0.0159536831	-0.0715095563	0.0895925629	-0.0758861015	0.0457975541	0.0430388371	0.1228932908	-0.0258599195	-0.0445632354	-0.0096261772	-0.000201858	0.0665734487	0.0108269486	-0.0978070464	0.14866765	0.0754405181	-0.0137705138	-0.0392672368	0.0148771211	-0.014066092	0.0604618815	-0.0346379492	0.1025101919	0.1022474116	0.1018099433	0.1011985345	-0.0483755	-0.0074401	5.535508801000007e-05	0.00234018900025	-0.018834	0.0098301	0.000354719556	9.663086601000004e-05	-0.0643092	0.0021532999999999	0.00413567320464	4.636700889999987e-06	0.000311429	0.00061736	3.8113336959999993e-07	9.6988022041e-08	0.00169052	0.00030555	2.8578578704000003e-06	9.336080250000009e-08	-0.000272318	0.000228061	5.2011819721e-08	7.415709312400001e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
67655.07232568611	110.03009986656252	12106.622876645722	4577208811.393819	87680.67223798644	1244.8921598614395	7687900284.105206	1549756.4896844805	65441.18230488578	175.0524369447885	4282548341.461295	30643.355680309152	70290.92735963881	72746.74902389989	1.319588	23.349575	0.12805188	0.0707082	-0.0690378294	-0.1075339569	0.0201701681	0.0018474631	-0.0451897311	-0.0977332894	0.0374492678	0.0165134577	0.0035018634	0.085484854	0.0334698302	-0.164864582	0.0074653036	0.0414603288	-0.0418671988	-0.0260989997	0.0553009282	-0.0935932796	0.0756541839	0.0190410122	0.0432647763	0.0563109325	-0.0926668655	0.0298992647	-0.0262584834	-0.1153414049	-0.0553577748	0.031017557	0.0463689713	-0.0029013128	-0.1051514923	0.0171348415	-0.0658063178	0.0005223032	-0.0404511708	-0.0409906555	0.0297977435	0.0173136149	-0.0019964001	-0.073403547	-0.0405912449	-0.0722696945	-0.0115553621	-0.0394368208	-0.0140824363	-0.110460234	-0.0784739377	-0.1294425261	0.0409286989	0.023065588	0.0325593025	-0.0603103818	-0.019832403	-0.0508047809	0.0445674545	-0.0268765629	0.1000431506	-0.0760476926	0.095728592	0.1140162132	-0.1436025472	-0.0064941112	0.034974333	0.0141169879	-0.0092045718	0.1285550894	-0.0950060204	-0.0505569278	0.0591111209	0.0867062499	0.062186353	0.0291651344	-0.038776555	-0.0198524168	-0.0385796692	-0.0238237471	0.1024260777	0.1019113804	0.1010554665	0.0998612018	-0.040752	0.0076235	5.811775225000008e-05	0.0016607255039999	-0.00532137	0.01351263	2.83169786769e-05	0.0001825911695169	-0.0552882	0.0090209999999999	0.00305678505924	8.13784409999999e-05	-0.000831598	-0.001143027	1.306510722729e-06	6.91555233604e-07	0.00101258	-0.00067794	1.0253182563999998e-06	4.596026436000002e-07	-0.00013539	0.000136928	1.8749277184000008e-08	1.83304521e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
67644.62287642641	-10.449449259700486	109.19098983105503	4575795004.093951	89032.29220730763	1351.6199693211963	7926749055.687411	1826876.5414678324	65510.47832725254	69.29602236676146	4291622770.665424	4801.938715854705	70653.69874358452	74024.08805708452	1.358276	24.034151	0.07192177	0.0424936	-0.093775387	0.07691863	0.0201861253	0.0589355926	-0.1451311132	0.0570076494	0.0321835113	0.155472123	0.014252142	0.106797929	0.1626209378	-0.0784763932	-0.053451472	0.0298777447	0.1272627979	-0.084691101	0.0705375984	-0.0456656216	0.0032459329	0.1009817673	-0.0255687748	0.0205732903	0.0510137823	-0.1254318913	0.0518722915	-0.0693789643	-0.132255152	-0.0148356033	0.0766551844	-0.1153034314	-0.051207332	-0.0414078198	-0.0402762484	-0.0288057215	0.0818744013	-0.0855648516	0.0713710774	0.0681552497	0.0220669367	0.0364366886	0.0897169826	-0.0167997554	0.0632583548	-0.1009303025	-0.2468874102	0.036436868	0.1114876179	-0.1526703709	0.0248480756	-0.0130319205	0.0590668317	-0.0050146122	-0.1168482204	0.0103518925	0.009310799	-0.042868565	0.1336632785	0.0398700788	-0.0813359625	0.1504171981	-0.0118802334	-0.1638924659	0.0768280916	0.0335017148	-0.0402055663	-0.0667848887	-0.0864802457	-0.0752689233	-0.0805159053	-0.0620540122	0.1504102534	-0.0780191313	0.0312745289	-0.1005999751	0.0440705979	0.0108625058	0.1023139614	0.1014639107	0.1000523871	0.0980872016	-0.0342466	0.0065053999999999	4.232022915999993e-05	0.00117282961156	0.0212366	0.02655797	0.00045099317956	0.0007053257705209	-0.0552947	-6.499999999999562e-06	0.00305750384809	4.2249999999994296e-11	-0.000313141	0.0005184569999999	2.687976608489999e-07	9.8057285881e-08	0.00101258	0.0	1.0253182563999998e-06	0.0	0.000123191	0.000258581	6.686413356100002e-08	1.5176022481e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
67568.42035037682	-76.2025260495866	5806.824976337924	4565491428.645217	86605.06959021227	-2427.2226170953654	7500438078.72551	5891409.632939275	65235.19430619448	-275.2840210580616	4255630576.166948	75781.29224989531	70447.83978379221	73783.11822925914	1.519835	26.892868	0.21748796	0.155949	0.0970743935	0.0584837861	0.0403647327	-0.0244319803	0.0517525997	0.0943361037	-0.0086011367	0.0687672934	-0.0957498401	-0.0014219229	0.0430835744	0.1924744934	0.0802835009	-0.0722302693	0.1782679161	0.0411211295	0.0480622667	-0.1344791632	0.0304961973	-0.142806694	-0.1253970945	-0.0791753814	-0.122177876	0.0709826875	-0.1358293961	0.03619153	0.0515515729	-0.1021171735	-0.1595812384	-0.2032305982	0.0181838457	-0.0400117359	-0.048836729	0.0376374773	-0.0238576367	0.0580731657	-0.0434206167	0.1118670111	-0.0442248919	0.0899089851	-0.0001986906	0.0313565804	0.0164457419	0.2438089325	-0.0466521251	0.091280975	0.1162291516	0.1252120542	0.0678646317	-0.1029978386	-0.0109483819	0.122810071	-0.1929959753	-0.0024810434	-0.1409327367	-0.0904585717	-0.1493603951	0.0932027425	0.0249388005	0.0186675147	0.0111771931	0.2052576757	-0.0140426661	-0.0573067749	0.2455303221	0.1828506349	-0.0476125447	-0.0673382372	-0.2060748778	0.1063652654	-0.0180160197	-0.0549302911	-0.0700039552	-0.0262872556	0.0156466421	0.0409542328	0.1021738733	0.1009054916	0.0988031726	0.0958842909	-0.0103634	0.0238832	0.00057040724224	0.00010740005956	0.00569189	-0.01554471	3.2397611772099994e-05	0.0002416380089841	-0.0302351	0.0250596	0.00091416127201	0.00062798355216	-0.00315203	-0.002838889	8.059290754321002e-06	9.9352931209e-06	0.00101258	0.0	1.0253182563999998e-06	0.0	0.000344311	0.0002211199999999	4.889405439999999e-08	1.1855006472099998e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
67416.90284068574	-151.51750969108252	22957.55574298729	4545038788.630461	86230.6800468013	-374.3895434109727	7435730181.333815	140167.5302154766	65121.75390129283	-113.4404049016448	4240842831.180548	12868.725464249115	70041.04137237385	73261.00742756236	1.391643	24.624563	0.1635988599999999	0.0895742	0.0517180357	-0.0777141396	0.0070196167	0.0584239201	0.0884000527	-0.0501256263	-0.0687366323	0.0200813342	-0.0402514598	-0.0515214963	-0.1173502771	-0.006724514	0.0218263478	-0.0596392459	0.077104084	0.1233943419	-0.0516273654	-0.028353262	-0.0543305111	-0.073687008	-0.0841561621	-0.1250933285	0.0940508101	-0.1473697235	-0.0244960467	-0.1182275565	0.0812406438	-0.0751991255	-0.065758743	-0.1060597543	0.0742904259	0.0258092968	0.1341396438	-0.1318682218	-0.0105769669	-0.013755722	0.1240116219	-0.1467816344	0.0790703963	0.0578723995	-0.0959269299	0.043982733	-0.0047045528	0.0694722446	0.0110422051	-0.1136934785	-0.0821761002	0.0853280195	0.0084177527	-0.1033779542	-0.0474109405	-0.0053884626	-0.0096424292	0.0968175198	-0.1431559242	-0.0999070745	-0.0450958873	0.0991835419	-0.0370873653	-0.0359787266	0.1441536192	0.1544190296	0.0692597291	0.0053325907	-0.1347891661	0.059543973	0.20409299	-0.1120316845	0.0186121144	0.0908590731	-0.0498246725	0.0929685743	-0.0731131659	-0.0437557097	-0.0372404835	-0.0290068866	0.102005852	0.1002367339	0.0973108962	0.0932621027	-0.0103798	-1.6399999999999748e-05	2.689599999999917e-10	0.0001077402480399	0.0233855	0.01769361	0.00054688161025	0.000313063834832	-0.0736193	-0.0433842	0.00541980133249	0.0018821888096399	-0.00201439	0.00113764	1.2942247696000002e-06	4.0577670721e-06	0.00028047	-0.0007321099999999	7.86634209e-08	5.359850520999999e-07	0.000524654	0.000180343	3.2523597649000033e-08	2.7526181971600005e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
67533.9375365528	117.03469586705614	13697.120036694329	4560832719.191014	87214.35004974941	983.6700029481144	7606342854.600224	967606.6746999434	65217.39506662437	95.6411653315372	4253308619.2761607	9147.232505974433	70036.29568034103	73614.79978850394	1.361457	24.090433	0.04348549	0.0227705	-0.1023350819	-0.0467647992	-0.0617217459	-0.0881402509	-0.0402918009	-0.0491567933	-0.0611592353	-0.0636016001	-0.0266296076	0.0376808018	-0.0554897319	-0.0347425623	-0.0398089014	0.0198893221	0.0279450292	0.1074960658	-0.0207354385	0.0910982186	-0.0227446282	-0.0281905769	-0.0114198376	-0.1164843986	-0.0193488839	0.0206014708	0.1245122905	0.0886964737	0.0203202116	-0.0456234578	-0.0037210198	-0.0096313047	-0.0007330003	-0.0006237155	-0.0065742187	-0.0166793999	0.0231302056	-0.111934601	0.1008102454	0.0510640505	0.17628964	-0.0868969856	0.0852781305	0.0834362966	0.0440028144	0.0525618716	0.0348059614	0.0769610707	-0.0695976718	-0.0218820843	-0.0652210633	-0.0430970228	0.0096460125	-0.0334223926	0.0999304316	-0.0024295807	-0.0937489851	-0.0388882903	-0.0534317639	-0.0714607149	-0.0674429624	-0.0996145266	-0.0381273051	-0.076701834	0.1141718714	-0.0184218454	0.10061232	-0.0213595429	0.1138154807	-0.0017416994	0.0539946536	-0.016341177	0.0883889649	-0.0001547689	0.1048969462	0.0634375551	0.0725927825	0.0578558745	0.1018099433	0.0994583687	0.0955792289	0.090232103	-0.0103771	2.6999999999995777e-06	7.28999999999772e-12	0.00010768420441	0.00785691	-0.01552859	6.17310347481e-05	0.0002411371073881	-0.0716333	0.001986	0.0051313296688899	3.944196000000007e-06	-0.00169411	0.00032028	1.0257927840000004e-07	2.8700086921e-06	0.000444413	0.000163943	1.97502914569e-07	2.6877307249e-08	0.000559795	3.514099999999993e-05	1.234889880999995e-09	3.13370442025e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
67443.14418669733	-90.79334985546302	8243.432377976507	4548577697.787646	88186.13598356427	971.7859338148556	7776794579.711688	944367.9011604108	65413.82703937976	196.4319727553884	4278968767.93789	38585.51992057366	70389.41850986905	72579.89364462187	1.358131	24.031582	0.06208421	0.0435917	-0.0756810628	0.057275907	0.0882840922	0.1947835991	-0.1101932519	0.0574548339	0.0783813771	0.0030250315	0.1561223936	0.0631956515	0.1468505219	-0.0035368914	-0.1168061562	0.0269110518	0.0382205685	-0.0236733694	0.0035691155	-0.0382012197	0.0065096379	-0.1098766009	-0.122942104	-0.0093624907	0.0204379359	0.0430184989	0.1646161444	-0.1107870307	-0.0411753998	0.0277682263	-0.0300810218	0.0326686781	0.0498338933	0.0400648855	0.0724483221	-0.0128648822	0.0214459507	0.0478896134	0.0369268965	-0.0125373918	-0.0104707761	-0.1584289992	-0.0951848682	-0.0766726737	0.0925430962	-0.0801384041	-0.0188367879	0.0019707266	0.0853984102	-0.1475991168	0.0247252915	0.0762611367	-0.0494358924	0.0511434683	-0.025189855	0.0299761736	-0.1377325952	-0.0573247759	0.1839086277	0.0441208554	-0.0984988665	0.0604405846	-0.2001876268	0.0364945903	0.1434553385	0.050997496	-0.0508387121	-0.0053361179	0.0382956614	-0.008496812	0.0144123436	0.0065486772	-0.0097022237	0.0302461442	-0.0692644218	0.0665807685	0.0478428263	0.0641762379	0.1015862008	0.0985712473	0.0936124309	0.0868075413	-0.0152635	-0.0048863999999999	2.3876904959999996e-05	0.0002329744322499	0.0056694	-0.00218751	3.2142096359999995e-05	4.7852000001e-06	-0.0283238	0.0433095	0.00080223764644	0.00187571279025	-0.00154556	0.0001485499999999	2.2067102499999973e-08	2.3887557136e-06	0.000437976	-6.436999999999979e-06	1.91822976576e-07	4.143496899999973e-11	0.000480766	-7.902899999999999e-05	6.245582840999999e-09	2.31135946756e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
67490.58963946845	47.44545277112047	2251.0709886566237	4554979689.883126	86782.10804282135	-1404.0279407429189	7531134276.355917	1971294.4583868012	65261.98573822177	-151.84130115799053	4259126782.4958615	23055.78073735157	70414.92726970212	74011.92748121782	1.526234	27.006109	0.11856305	0.0616965	0.0236474947	0.0943601309	0.0131313531	-0.1557799195	0.0235912183	0.0798465949	-0.0527522167	0.0624575154	0.024710603	0.0119765206	0.0253275332	0.0833532901	-0.0516576983	0.0091755029	-0.0435492847	0.1039093165	-0.1046401666	0.0017193991	-0.1114627105	-0.0663244592	-0.163352072	-0.284104856	0.0177102823	-0.022380173	0.0534238369	-0.0100833481	-0.0313893234	-0.0268854293	0.0715768324	0.2515203975	-0.0935890971	0.0218829785	-0.0666989576	0.0959171511	-0.066637468	0.0703592297	-0.190184839	0.0642556824	-0.000800054	0.0019108794	0.0579483036	0.0735880349	-0.0849315396	0.0729362179	0.1031617315	-0.02313168	0.1118944836	0.0641147671	-0.018865418	-0.0015584043	-0.0400525414	-0.1440176468	0.0872920518	-0.0090416559	-0.1608620783	-0.1187435654	-0.2393131081	0.0862396268	-0.0590144869	-0.0125176402	0.0084060649	-0.0841790065	0.0794384609	-0.021105065	-0.0355343937	0.0064572347	-0.0131987062	-0.1166933048	-0.0790995225	-0.1979806262	-0.1587380607	0.0058941311	0.0867293064	0.0409515573	-0.1277043762	-0.0686631891	0.1013346856	0.0975763397	0.0914153405	0.0830033923	-0.0103643	0.0048991999999999	2.4002160639999995e-05	0.00010741871449	0.0206371	0.0149676999999999	0.0004258898964099	0.0002240320432899	-0.0663919	-0.0380681	0.00440788438561	0.00144918023761	-0.000827272	0.000718288	5.159376509440001e-07	6.84378961984e-07	0.000673507	0.0002355309999999	4.536116790489999e-07	5.5474851960999974e-08	0.000222024	-0.0002587419999999	6.694742256399999e-08	4.9294656576e-08	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
