global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	cosine00	cosine01	cosine02	cosine03	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18
67847.64904961619	n/a	n/a	4603303481.559884	88668.7400390625	n/a	7862145460.114844	n/a	65657.65118135377	n/a	4310927158.652326	n/a	70305.68616369076	74938.25360877546	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0540009	n/a	n/a	0.0029160972008099	-0.0578459	n/a	0.0033461481468099	n/a	0.0121823	n/a	0.00014840843329	n/a	0.000884752	n/a	n/a	7.827861015040001e-07	2.11758e-22	n/a	4.4841450563999997e-44	n/a	0.00185831	n/a	n/a	3.4533160561e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
67615.62809804815	-232.0209515680326	53833.72196653533	4571873163.093559	89474.5267171224	805.7866780598997	8005690931.25305	649292.1705388085	65705.22531030492	47.57412895114976	4317176633.077933	2263.2977454606257	70314.20252692104	73316.41923887895	1.372872	24.599657	0.04267755	0.0259926	-0.0407347388	-0.1037781105	-0.0375780201	0.0222973378	-0.0030347476	-0.035479649	-0.080628545	0.0063634958	-0.0470350918	0.2035981299	-0.0074947918	-0.1077798092	-0.0189335686	0.0519547907	-0.0556808535	0.0530454172	-0.0634331783	-0.0308872485	0.1526477773	-0.0207989778	0.1513347069	-0.1019327864	0.1553032142	-0.0479955012	0.0951726417	-0.0014352212	0.1377813442	-0.0280624366	0.1049210458	0.1141372533	-0.0830091305	0.0841070256	-0.0199790388	0.0535502998	-0.0207138047	0.0174896872	-0.1188653243	0.0328712979	-0.0077094831	0.1967427639	-0.0477620542	0.0279434177	-0.1280162716	0.0512081247	-0.1038271105	-0.005328245	0.059843949	-0.0176013008	0.010654218	-0.0168283219	0.1222008442	-0.0814687507	-0.0604534687	0.0198541088	-0.025151865	0.0468658158	-0.0794549549	0.1316744758	-0.0645366738	0.0594373306	-0.1139010856	0.091665531	-0.0801764235	0.048732218	0.0783974383	-0.1526093808	-0.1142865773	0.0009655014	-0.0170569078	0.0902795956	-0.0229992894	0.0296490035	-0.1572617429	0.1028653472	0.1028546891	0.1028369265	0.1028120605	0.0	0.0613432	0.0073423	5.390936929000004e-05	0.00376298818624	-0.0538419	0.004004	0.00289895019561	1.6032016000000006e-05	0.035749	0.0235667	0.001277991001	0.00055538934889	0.0007933509999999	-9.140100000010005e-05	8.354142801018287e-09	6.294058092008413e-07	-2.11758e-22	-4.23516e-22	4.4841450563999997e-44	1.7936580225599999e-43	0.00179442	-6.389000000000004e-05	4.081932100000005e-09	3.2199431363999995e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
67520.82547403045	-94.80262401769868	8987.53752064114	4559061872.69448	89379.86748860677	-94.65922851562208	7988760712.280907	8960.369543172763	65680.60482519158	-24.62048511333705	4313941850.202979	606.1682872160515	70509.18829444071	72880.94160487287	1.185323	21.239084	0.0729738999999999	0.0323643	0.0527979456	-0.0310776937	0.0238538381	-0.0930745512	0.0237086576	0.0335574081	-0.05526589	0.1220406034	0.0499114932	0.1213073266	-0.046490038	0.0683181647	-0.1242722074	0.103343058	0.0369920621	0.0248646257	-0.0651362771	0.1116298878	0.3030627026	-0.0453348993	0.0155165197	-0.078845134	-0.0095108263	-0.0830470621	0.038180266	0.0206877071	-0.0463281151	0.0308791377	0.0373156496	0.1310632654	0.0833993678	-0.0551959909	0.0757397852	0.0136525022	0.0137687705	0.0528624917	-0.0847946578	0.0699872408	0.03058663	0.0613716125	-0.1202684954	-0.0725897144	0.0899066378	-0.0337752944	0.0127205542	0.0359013089	0.0207499545	0.119735652	0.0234962743	-0.0243092519	0.1658243424	-0.2008118335	0.0355623005	-0.0714371554	-0.0479284864	0.1131755807	-0.0963275452	0.069892384	-0.0159513244	-0.0814775216	-0.1347920532	0.0085217218	0.0164018874	-0.0468517285	-0.0449355512	-0.0216963879	-0.0353595617	-0.1733653075	-0.0005763814	0.0331750839	-0.0181560014	-0.0323513537	0.0448980693	0.1028369265	0.1027410258	0.1025812577	0.1023577213	0.0	0.070635	0.0092918	8.633754724000006e-05	0.004989303225	-0.0423219	0.0115199999999999	0.00179114321961	0.0001327103999999	0.0404087	0.0046596999999999	0.0016328630356899	2.171280408999996e-05	0.000552551	-0.0002407999999999	5.7984639999951855e-08	3.05312607601e-07	-0.000411218	-0.000411218	1.6910024352399997e-07	1.6910024352399997e-07	0.00149639	-0.0002980299999999	8.882188089999994e-08	2.2391830321e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
67560.74146519731	39.91599116685393	1593.2863508323608	4564453787.327231	90004.16714274089	624.2996541341126	8100750103.058438	389750.0581519727	65560.30652837643	-120.2982968151482	4298153792.094677	14471.680216625497	70515.57031999472	73568.34371873528	1.188494	21.295914	0.0879467999999999	0.0545003	0.0363952497	0.0855941536	-0.0149307477	-0.0323666801	0.0923157333	0.0779615887	0.0084494668	0.0185275631	0.0024479609	0.0895867768	0.0271894755	0.025339993	-0.1560749012	-0.0263102944	0.0458286494	0.0476935443	-0.0217928992	0.007830649	0.1624763307	0.0543894706	-0.0119890741	-0.1274769872	-0.0295152359	0.1374906538	0.0624397735	0.0424618969	-0.0272282444	0.1024267477	0.0610175108	-0.0495957979	-0.0627515376	-0.0067384077	0.1608379772	-0.1150952447	0.0320443913	0.1410968283	-0.044842223	0.0032701291	-0.1077663396	0.0162561354	-0.13301657	-0.123137352	0.0017137415	-0.0576691607	0.0225286238	0.0220523923	-0.1392231286	0.0347695944	-0.0075990355	0.0092407341	0.1002058088	-0.064363477	0.0432777728	0.0434249176	0.1682913897	-0.0324289545	-0.1331435698	0.2507148399	-0.0435583901	-0.0707700324	0.0416836986	0.0473276378	0.016148037	0.0058379509	0.0143218133	0.0201788017	-0.2017610365	-0.0318777823	-0.0555373226	-0.0575983142	0.0307680478	0.0876343453	0.004059604	0.1027800929	0.1025138249	0.1020705557	0.1014510507	0.0	0.075535	0.0049	2.4010000000000016e-05	0.005705536225	-0.0423233	-1.3999999999986246e-06	0.00179126172289	1.959999999996149e-12	-0.0122054	-0.0526141	0.00014897178916	0.00276824351881	0.000227014	-0.000325537	1.05974338369e-07	5.1535356196e-08	-0.000545657	-0.0001344389999999	2.97741561649e-07	1.8073844720999997e-08	0.00134774	-0.0001486499999999	2.2096822499999987e-08	1.8164031076e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
67609.63862025097	48.89715505366621	2390.931772342275	4571063234.360932	88825.4471110026	-1178.7200317382812	7889960054.4695215	1389380.9132210948	65507.933778336526	-52.37275003990362	4291289387.906924	2742.9049467422246	70388.55514767603	73695.27382601003	1.179256	21.130377	0.06152082	0.0295803	-0.0856052458	0.0511826096	-0.0765670765	0.0030205654	0.0024661679	-0.0197462373	0.1009977209	-0.0228848533	-0.0181302093	0.1382182087	0.0724556078	0.0735578986	0.0804525422	-0.0258628945	0.0173987032	0.0685408626	0.0336026073	0.0615322627	0.0463165154	-0.0082725225	-0.0393458549	-0.1050755897	0.0144743809	-0.0571264406	-0.0374655305	-0.0121925445	0.0980401711	0.1033646021	-0.0478864126	-0.0059420437	-0.0821261379	-0.2423218133	-0.1046347961	0.0726251041	-0.0376226617	0.0886408553	0.0736891314	-0.1126773716	0.1008965874	-0.0453797934	0.0544949068	0.0140226192	-0.0558051398	-0.1280824619	0.071067583	-0.076671955	-0.0395221825	-0.0543380639	0.0051514792	-0.1044954698	0.0195041745	-0.0205213908	0.01010454	-0.1129692156	0.0271132137	0.1300196654	0.0155193794	0.0672744851	-0.0544918369	0.0133095429	-0.0820586833	-0.0332653753	-0.0183128052	0.0529731765	0.0537096085	-0.0216107701	-0.0103965955	-0.0822968961	-0.1159723533	0.1637783909	0.0258944422	0.0430217001	0.0561576599	0.1026948621	0.1021733373	0.1013060902	0.1000960555	0.0	0.0598161	-0.0157189	0.00024708381721	0.0035779658192099	-0.0423252	-1.8999999999991248e-06	0.00179142255504	3.6099999999966737e-12	0.00285482	0.01506022	8.149997232400001e-06	0.0002268102264483	0.000409347	0.000182333	3.324532288900001e-08	1.67564966409e-07	-0.000223404	0.000322253	4.9909347216e-08	1.03846996009e-07	0.00145795	0.0001102099999999	1.214624409999998e-08	2.1256182025e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
67459.04964048335	-150.5889797676209	22677.04082745294	4550723378.397198	89044.113285319	218.66617431640043	7928854110.768724	47814.89579017042	65559.97706138251	52.04328304598312	4298110592.2890005	2708.503310204313	70235.49215452322	73361.73996540651	1.11605	19.997818	0.04240054	0.0198788	-0.0475838931	-0.0790958534	-0.0401284636	0.0729879225	-0.0375637054	-0.0493228607	-0.0674016622	-0.0061389603	0.0301274362	0.0820252668	0.0542496624	-0.0421566639	0.0161225288	0.1040479009	-0.0091807451	0.0136863626	-0.1203656218	-0.1612664305	-0.0165753532	-0.051818145	-0.0010377881	0.0077679835	0.1053057521	0.1401448319	0.024714095	-0.0257021155	-0.1256278156	0.0579749429	0.0559620736	-0.0581406026	0.0257329416	0.0608157494	-0.0594269765	-0.0454924584	0.0418177683	0.0388824731	0.0623300498	-0.0459308684	0.0725626371	-0.0954695979	0.0591038535	-0.0561895415	-0.1344060423	-0.0329033213	-0.0621800576	-0.0580071894	0.0370088739	-0.0171738359	0.0019534536	0.0104369998	0.1179153165	0.0377623714	-0.1075703002	0.1270488415	0.0119443291	0.050607187	-0.0153536703	0.051292107	-0.0846910962	-0.0102624623	0.0616153912	0.0218828181	0.0406723037	-0.0872666779	0.0853753559	0.0309212919	-0.0837009106	4.17492e-05	-0.0385317637	-0.0541547221	0.065073669	-0.0048078332	-0.0322966852	0.1025812577	0.1017199394	0.1002897619	0.0982987234	0.0	0.0492273	-0.0105887999999999	0.0001121226854399	0.00242332706529	-0.0423032	2.2000000000001185e-05	0.00178956073024	4.840000000000522e-10	0.00965201	0.00679719	9.316129704010002e-05	4.620179189610001e-05	0.000643801	0.000234454	5.496867811600003e-08	4.144797276010001e-07	-0.000312401	-8.899700000000003e-05	9.759438480100001e-08	7.920466009000005e-09	0.00128155	-0.0001763999999999	3.111695999999998e-08	1.6423704025e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
67313.19959570222	-145.85004478113842	21272.235562660084	4531066839.810845	89551.14469401042	507.031408691415	8019407516.007591	257080.84939960067	65658.69179038952	98.71472900701336	4311063807.625364	9744.597722928089	70451.56752446278	72129.2248382281	1.309686	23.467464	0.1080901899999999	0.0540752	0.0929018563	-0.0369662218	0.0808288378	-0.0601039824	0.0047548929	0.0561454465	-0.0282044482	0.0911043593	0.0396618747	0.0637002772	-0.0592228067	0.0283169189	-0.1391538412	0.0725424654	-0.0554955562	-0.0263305435	-0.1028449382	0.0107326182	0.0201722404	-0.0647385235	0.1002207234	0.011721614	-0.0272895793	0.0948865997	0.1056872467	0.1510158505	0.0264308709	0.128416902	-0.1420809462	0.0033728265	-0.0256581393	-0.0996879407	0.0020460987	0.0186170064	-0.0716523196	0.0298649849	-0.0141085913	-0.0861604776	0.0270330526	-0.0286077661	-0.0807001442	-0.0909926527	0.0297803849	0.0736313534	0.0118432484	0.0596107805	0.0286710415	0.1328221512	0.0919014122	0.0108678848	0.052621083	-0.055120028	-0.0321637738	0.0226539386	-0.1007895248	0.1117689081	0.07442997	0.082099021	0.0074240519	-0.0636429618	-0.0104875373	0.1276746743	-0.1712501079	-0.0053669316	0.0361830206	0.0393413363	-0.0316513683	-0.0708006275	-0.0304349424	0.0531578934	0.1183241793	-0.0727616558	0.1421752166	0.102439311	0.1011541321	0.0990240974	0.0960669971	0.0	0.057073	0.0078456999999999	6.155500848999995e-05	0.003257327329	-0.0238452	0.018458	0.00056859356304	0.000340697764	0.0520445	0.04239249	0.00270862998025	0.0017971232084	0.000301652	-0.000342149	1.1706593820100006e-07	9.099392910400001e-08	5.29395e-23	0.000312401	2.8025906602499998e-45	9.759438480100001e-08	0.00141488	0.00013333	1.777688890000002e-08	2.0018854144000004e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
67374.56835393794	61.36875823572336	3766.124487394664	4539332460.879456	89707.97694498698	156.83225097655668	8047521127.562315	24596.354946373664	65538.79024485154	-119.90154553798492	4295333026.758647	14376.380622397472	70464.35730645625	73060.1778842617	1.256937	22.522303	0.12687116	0.071475	0.0293257021	0.0916937244	0.0336652957	0.0084689	0.0803938451	0.0787038923	0.0506826589	0.0016767103	0.0492087274	-0.0080395177	0.0149780653	0.064739912	-0.1353419516	-0.0482539576	0.0200848813	0.0371826697	-0.052247529	0.0633676266	-0.0098128893	-0.0768586293	0.0704853439	-0.226981277	-0.1067054108	0.0625377222	-0.1522030565	0.0391053149	0.0927383377	0.0601033721	-0.0161422081	-0.0049413052	-0.0325430446	0.0036218707	0.0733847074	0.1061659271	0.0943192761	-0.0301447183	0.0354928609	-0.0375894846	0.0653534521	0.002148052	0.0574250303	-0.0856941327	0.0287496552	-0.015754463	0.0504637087	0.0136399313	-0.0983583925	0.0241661321	0.0162547609	0.0147580227	0.0503789558	-0.0157261873	0.0141026508	0.0452621606	0.0168285836	0.1339226423	-0.142864949	0.1305263176	-0.0766775852	-0.0158956153	0.085288082	0.045063223	0.0111900859	0.1290230347	-0.0299417876	0.0209052013	0.0386422564	-0.1224354374	0.0302067758	0.0659812833	-0.0258584449	0.0925374781	0.011251241	0.1022690613	0.1004765409	0.0975122434	0.0934107389	0.0	0.0208785	-0.0361945	0.00131004183025	0.00043591176225	-0.0268773	-0.0030320999999999	0.00072238925529	9.193630409999996e-06	0.00457139	-0.04747311	2.08976065321e-05	0.0022536961730721	0.000458416	0.000156764	2.4574951696e-08	2.10145229056e-07	-4.164500000000001e-23	-9.45845e-23	1.734306025000001e-45	8.946227640250002e-45	0.000768215	-0.000646665	4.181756222250001e-07	5.901542862250001e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
67394.82151825487	20.253164316935	410.19066484876913	4542061967.47743	88253.32112630208	-1454.6558186848995	7788648689.822197	2116023.550833836	65454.29916487069	-84.49107998084946	4284265279.164392	7138.742596330301	70318.50946958341	72288.75851285255	1.210363	21.687756	0.03476546	0.0185675	-0.0899251819	0.0467051756	0.0215701658	-0.0725497277	-0.0453037146	-0.0577882519	0.1025411287	-0.0452484308	0.0220028563	0.0294005522	0.0972110819	0.0670505617	0.0774113122	0.0947088213	-0.0375221709	0.0469870318	0.0859158808	0.0385924831	0.1297431334	-0.0188550849	0.0010671744	-0.0795697045	-0.0704823172	0.0681423312	-0.1117878519	-0.0373060999	0.0298056745	0.1117067605	-0.0816275901	-0.0948711138	0.0478483531	0.0106515586	0.0327973667	-0.0938389718	-0.039510112	-0.0384929008	0.0494967756	-0.0406729246	-0.0240055551	-0.1771299045	0.0578527851	0.049122641	-0.0217953109	0.0210777942	0.0701240986	-0.0980381991	-0.0176808511	-0.0303434172	0.0297416346	-0.0752160701	-0.0140198904	0.0050522932	0.045195934	-0.1849687149	0.0595737962	0.2119804802	0.0221971692	0.0500706231	-0.0233172397	0.005589892	0.0110704262	0.0642785964	-0.0087355856	0.0208189133	0.0310555377	-0.0095227593	-0.0050681593	-0.0019955423	-0.0015605991	-0.1513870734	0.060122624	0.0404163964	0.0123870443	0.1020705557	0.0996879144	0.0957579585	0.0903416872	0.0	0.0168018	-0.0040767	1.661948289000002e-05	0.0002823004832399	-0.0330661	-0.0061888	0.00109336696921	3.8301245440000014e-05	0.00832535	0.00375396	6.931145262250001e-05	1.4092215681600004e-05	0.000794233	0.000335817	1.1277305748899999e-07	6.308060582889999e-07	-7.47136e-23	-3.306859999999999e-23	5.5821220249599994e-45	1.0935323059599993e-45	0.000689112	-7.910300000000007e-05	6.257284609000011e-09	4.74875348544e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
67379.37882392034	-15.442694334531552	238.4768083097729	4539980690.697365	88868.60833740234	615.2872111002653	7897629547.826617	378578.3521435424	65480.47909183429	26.179926963603062	4287693142.096148	685.3885758195909	70175.32764458821	72177.39732346471	1.258703	22.553938	0.0449501799999999	0.0283934	-0.0463605173	-0.0793347022	0.0066125928	0.0422167503	-0.0915433263	-0.0659252778	-0.0689066085	-0.0197679014	0.0335486764	0.0305483557	0.085761683	-0.0450791836	-0.0369207125	0.1243677276	0.0245215491	0.0012438445	-0.0136909951	-0.0513294847	-0.0186183804	-0.0481960187	0.1644917297	-0.0364023207	-0.0750321358	-0.002237024	-0.1620582564	-0.0472975133	-0.0083479053	-0.0103381217	0.0390063016	-0.0446780426	0.0478100411	0.0574222679	0.109262086	0.0245575106	0.1539097639	0.0042524293	0.054272739	0.0377624148	-0.0018530863	0.0063255071	0.0619323131	0.1531439052	0.0055503173	0.0263912306	-0.0628083017	-0.0936336966	0.0093303772	0.0475051253	-0.0203737573	0.008385714	0.083757731	0.0209151228	-0.151649742	0.0348372386	0.0443152354	0.071459255	-0.124295806	0.0265096791	-0.038665848	-0.007236573	0.1431100984	-0.0067030904	-0.0009503386	0.0579858247	-0.0308585848	0.0232659679	0.0398613798	-0.0667349261	0.1137095496	-0.108882654	0.0011559961	0.0019523917	-0.1483096351	0.1018438489	0.0987891242	0.0937656043	0.0868734044	0.0	0.016055	-0.0007467999999999	5.577102399999983e-07	0.000257763025	-0.0348997	-0.0018335999999999	0.0012179890600899	3.362088959999992e-06	0.00461932	-0.00370603	2.13381172624e-05	1.3734658360900006e-05	0.00117615	0.0003819169999999	1.4586059488899998e-07	1.3833288224999998e-06	-2.3429e-22	-1.595764e-22	5.489180410000001e-44	2.5464627436959996e-44	0.00108047	0.000391358	1.5316108416400005e-07	1.1674154209e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
