global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21
68502.11240475914	n/a	n/a	4692539403.914256	90843.7491015625	n/a	8252586750.827638	n/a	66090.4291455078	n/a	4367944824.637387	n/a	71249.54245984243	71400.56416300686	n/a	n/a	n/a	n/a	-0.0574648554	-0.021591836	0.0279490105	0.0736264526	0.1864891437	-0.056614828	0.0647908594	0.0037957591	-0.0108134457	0.0473233362	-0.0698989522	-0.1056468294	-0.0200181771	-0.1104183449	0.0563077733	-0.000913922	0.0969714594	0.1633776635	-0.1319402145	0.0730672422	-0.0234647193	0.0581980478	-0.1093795267	0.1358301028	-0.0064701373	0.0530909492	-0.0509435332	0.0397342646	-0.0211311278	-0.0255247804	0.0698845651	-0.1099221609	0.0321394261	-0.0602716115	0.0244627909	-0.0007205458	0.0127230628	-0.0156154112	0.062501962	-0.0434745212	0.0254292974	-0.0751896011	0.1222794765	-0.1227959967	0.1331198732	-0.0713664211	0.052813669	-0.1023331277	-0.0109541152	0.0918327431	0.0392361085	-0.0753183126	0.0429982618	-0.1344249314	0.0904690893	-0.1230843105	-0.0311054758	0.1718137971	-0.0905046679	0.0715632132	-0.0131147622	0.0314674626	-0.0265918451	0.0523978072	-0.0601085115	0.002724816	0.188623456	-0.0721115899	0.0762665466	-0.1100264048	0.0891731456	-0.0920491589	0.0119443985	-0.0573995804	0.0759180015	-0.124802978	0.0422339103	-0.1544199405	0.102594329	0.1025838106	0.1025662807	0.1025417406	0.044661	n/a	n/a	0.001994604921	0.0202342	n/a	0.00040942284964	n/a	-0.0917558	n/a	0.00841912683364	n/a	-0.00289406	n/a	n/a	8.3755832836e-06	-0.000662799	n/a	4.393025144010001e-07	n/a	-0.00297557	n/a	n/a	8.854016824899999e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
68699.23037269338	197.11796793423127	38855.49328252063	4719584253.800396	90294.0338515625	-549.7152499999938	8153012549.187116	302186.8560825557	66213.83108398438	123.40193847657063	4384271426.818416	15228.038419775328	71062.44441169236	72860.6571537456	1.53147	25.92543	0.147481173	0.0724850999999999	0.0436407393	-0.0141316466	0.1378285436	-0.0211733997	0.1888847351	-0.0484243572	-0.0537121928	0.0271957437	-0.0063787163	0.1242113347	0.1331157632	-0.0223597991	0.1041545219	0.0892365644	0.1231373176	0.0018614421	-0.0018644159	0.123067487	-0.095294771	0.2953064784	-0.0367340773	-0.0031552716	0.0349477925	0.0642247406	-0.1088210698	0.0904518847	0.123250733	-0.0386672569	0.0680842942	0.0180837583	-0.0675644239	-0.035651681	0.0582255387	-0.0307707994	0.0944552003	0.0182328488	-0.0257189131	0.192893508	0.0991629895	0.096204168	0.1746058391	0.1283717669	0.0450252827	-0.0491161374	0.0112440235	-0.001291528	0.0413153578	-0.0064764623	-0.0822197644	0.0305440497	0.0492835245	0.1262760773	-0.0803935596	-0.0273513993	0.1171731242	-0.1882722087	-0.0030123593	-0.0767955597	0.0700665987	0.0558430979	0.0299990068	0.1388509898	-0.2636264577	-0.0690002342	-0.0054491228	0.0681486088	0.1744438287	-0.0162516456	0.0526369302	0.0603705969	0.0195915652	0.0057981815	0.0861146361	0.1837740726	0.1343297545	0.0278805537	0.0830875268	0.0080634421	0.1025662807	0.1024716367	0.1023139614	0.1020933517	0.02344	-0.021221	0.000450330841	0.0005494336	0.000421127	-0.019813073	1.77347950129e-07	0.0003925578617033	-0.0535782	0.0381776	0.00287062351524	0.00145752914176	-0.00170237	0.00119169	1.4201250561e-06	2.8980636169e-06	-0.000662799	0.0	4.393025144010001e-07	0.0	-0.00280187	0.0001736999999999	3.01716899999999e-08	7.8504754969e-06	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
68479.88194091826	-219.3484317751136	48113.73452220165	4689494230.642103	92104.98834765624	1810.9544960937344	8483328878.521892	3279556.1869221125	66147.45139648438	-66.37968749999709	4375485326.250263	4406.26291259727	71253.05392432616	72778.98108806717	1.610455	27.262514	0.1063570469999999	0.0518129	-0.0279773829	-0.1704044192	-0.0113888196	0.0900598841	0.0805824062	0.0414848756	0.1406043796	0.0924927126	-0.0366112642	0.0362344276	-0.0387778088	-0.0335759664	-0.0457030125	0.0293664788	0.1540075738	-0.0083999003	0.0160303397	0.0646903136	-0.0389419194	-0.0379657335	0.1096337203	-0.1509004247	0.0459279925	0.0444973821	-0.0176567274	-0.0563720242	-0.011530803	-0.0717525345	-0.1276427667	0.1503931637	-0.0646149511	-0.016120837	0.0381116185	0.1104285518	-0.0485058121	-0.0860912478	-0.0406769491	-0.0596124441	-0.0009838201	0.0829131036	-0.0212158422	-0.0348952385	-0.0883556974	-0.0156949389	-0.1230095764	-0.0344116335	0.0324321597	-0.0436167883	0.0276925462	0.1301688886	-0.0950882665	-0.0435555345	-0.0980108871	-0.0182109374	0.0299517599	-0.0089201841	0.0654098381	0.1534329222	-0.0660739471	-0.0806258987	-0.047110438	-0.0611217763	-0.0472910972	0.0026877371	0.0666664061	-0.1198407727	0.0474918677	0.0157685879	-0.1171226574	-0.0517548803	-0.0169558608	0.0436676889	-0.1075679487	0.1081889154	-0.0610640892	-0.0298420785	-0.0105384363	0.1245821545	0.1025101919	0.1022474116	0.1018099433	0.1011985345	0.0301912	0.0067512	4.5578701440000034e-05	0.00091150855744	-0.0118251	-0.012246227	0.00013983299001	0.0001499700757355	-0.00797638	0.04560182	6.362263790439999e-05	0.0020795259873124	-0.00124986	0.0004525099999999	2.0476530009999997e-07	1.5621500196e-06	-0.000516423	0.000146376	2.66692714929e-07	2.142593337600001e-08	-0.00303814	-0.0002362699999999	5.5823512899999903e-08	9.2302946596e-06	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
68206.62641277413	-273.2555281441309	74668.58366132794	4652143886.611737	91658.033	-446.9553476562433	8401195013.429089	199769.0827985133	66332.55474121094	185.1033447265654	4400007818.495747	34263.24822896171	71279.85440668203	70023.20010059881	1.860769	31.499943	0.06726953	0.035854	0.0479652918	0.0260546944	-0.1307330717	0.1217173886	0.070123477	0.0598393757	0.0600074142	0.0405969923	-0.0316063665	-0.0215166433	0.11956064	0.0697130621	-0.0090056396	-0.0893727505	-0.0154652078	0.0282357894	0.0498000284	0.0790653609	-0.0138197485	0.0884627357	-0.0280405821	-0.0601634237	-0.0174011451	0.0213696703	0.0861503748	-0.0083398858	-0.0060647439	-0.1127858278	0.0263811932	0.1190912115	0.0007055833	-0.0174155064	-0.0136121517	0.040459073	-0.025982164	-0.0536163757	0.0216059186	0.087370752	0.0147248764	-0.1133079829	-0.1375494386	0.0388664982	-0.0206504274	0.1563495206	0.0438754042	0.0770845001	-0.0460790194	0.0605782976	0.0739481713	-0.0093481688	0.0641271885	-0.170272314	-0.0217569905	0.0004511182	-0.0275166638	-0.1738819359	-0.0802291653	-0.0196301284	0.0048119899	-0.0558821475	-0.0414992647	0.024952559	0.0350610796	0.1236816988	0.0222369421	0.014618891	0.0292905678	0.1032245556	-0.0966655369	-0.0175976261	0.0667403021	0.1316194325	-0.0290511873	-0.0676520346	0.0531662735	-0.0609250953	0.0531186694	0.0894370589	0.1024260777	0.1019113804	0.1010554665	0.0998612018	0.0280459	-0.0021453	4.602312090000011e-06	0.0007865725068099	-0.0158206	-0.0039955	0.00025029138436	1.5964020250000005e-05	0.013319	0.02129538	0.0001773957609999	0.0004534932093443	-0.0011305	0.00011936	1.42468096e-08	1.27803025e-06	-0.000384246	0.000132177	1.4764498851599998e-07	1.7470759329000012e-08	-0.00249301	0.00054513	2.971667169e-07	6.2150988601e-06	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
68131.34729701548	-75.2791157586471	5666.945269403789	4641880484.506539	89732.85773046875	-1925.1752695312464	8051985756.476545	3706299.818414706	65917.35575195313	-415.1989892578131	4345097789.329549	172390.2006807096	70874.98200484831	69990.72332016537	1.68945	28.599789	0.07438362	0.0406225	-0.1253240889	0.0722024492	-0.0556966186	-0.0342805088	0.0702680491	-0.1564262455	-0.0533652648	-0.0408082368	-0.0687381635	0.0516203065	0.0405469003	-0.1938397398	-0.0919156893	-0.0833632379	-0.1316068911	0.0349161536	-0.0467329754	-0.0179115089	0.0264814546	-0.0282219924	-0.0275718505	0.0829934619	-0.1189517672	0.0271384118	0.1007706239	-0.0480618455	0.074905964	0.0476366726	0.0465351285	0.1133491999	-0.0310559012	-0.0773894223	0.1077823986	-0.0278007989	-0.0824034465	-0.0065971211	-0.057113701	-0.0537712704	-0.0635031877	-0.1192336911	0.0087112313	-0.0822253012	-0.0033469933	0.0297976432	-0.0909568994	0.1045149539	-0.0070108908	-0.1542703884	-0.1089311519	-0.1148812789	0.0187325573	-0.0621599997	0.0810990635	-0.0293729739	0.0638305319	0.022847138	-0.0204992995	-0.0014553194	-0.0423790472	0.0285628663	0.0060582426	-0.1340559732	0.1012364614	0.0515206811	-0.0645671108	-0.0307660327	0.0416508728	0.0451709651	0.0210664697	-0.1127703579	0.0088308607	-0.0679539484	-0.062300171	-0.0766372107	0.1282854039	0.0012478869	-0.1066454324	0.0828255882	0.1023139614	0.1014639107	0.1000523871	0.0980872016	0.033938	0.0058921	3.471684241000005e-05	0.001151787844	0.00828092	0.02410152	6.85736360464e-05	0.0005808832663104	0.0133484	2.940000000000061e-05	0.00017817978256	8.643600000000356e-10	-0.000665052	0.000465448	2.1664184070400007e-07	4.42294162704e-07	-0.00047512	-9.0874e-05	2.257390144e-07	8.258083876000002e-09	-0.00216212	0.0003308899999999	1.0948819209999994e-07	4.6747628944e-06	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
68367.90545790756	236.55816089207656	55959.76348464158	4674170496.701386	90607.7865859375	874.9288554687519	8209770990.002796	765500.5021318601	66043.38399902344	126.0282470703096	4361728570.042465	15883.119059614995	70920.49361859159	70768.75140231433	1.433953	24.274616	0.07928733765	0.0383493	0.005439958	0.0107602876	-0.0030005905	-0.0638169168	-0.1017757016	-0.0334386458	0.0166830338	0.0192773522	-0.0146020376	-0.0063535664	-0.1148298978	-0.1246665816	0.033036763	-0.0184850525	-0.0264244962	-0.021600521	0.0634627721	0.1080994049	-0.0074545555	0.0093711429	0.1025424402	0.0414525125	0.0607936529	-0.0430658897	-0.0594560346	-0.0321919973	-0.0591085902	-0.0391538323	0.0166849862	-0.0255871312	0.1666882299	-0.0034469323	-0.1725028386	-0.1258326783	-0.0044620929	-0.0793770067	-0.0762698106	-0.1956705277	0.0271548432	-0.0525507634	0.0965996916	0.0264240463	-0.0333282565	-0.0072438185	0.0932404011	0.1509667578	-0.0926601522	-0.0113481609	-0.1004173931	0.0469211145	-0.0488595882	-0.0467428222	0.1594118843	-0.0340637361	0.015648184	0.005984003	0.0033440287	0.0941461726	0.0576316391	0.0192637086	0.0981039744	0.037711811	-0.0935448374	0.1353064173	0.1457348683	0.0265684177	-0.063040666	0.0844528488	0.100181201	0.0868586575	0.023989835	0.0157089996	0.1201179444	-0.121850706	-0.1787046139	0.1435544179	-0.0648266602	-0.0773947121	0.1021738733	0.1009054916	0.0988031726	0.0958842909	0.0244099	-0.0095281	9.078468961000008e-05	0.0005958432180099	-0.00207777	-0.01035869	4.3171281729e-06	0.0001073024585161	-0.00723154	-0.0205799399999999	5.22951707716e-05	0.0004235339304035	-0.000397394	0.0002676579999999	7.164080496399998e-08	1.5792199123600005e-07	-3.7584700000000004e-07	0.0004747441529999	1.4126096740900002e-13	2.2538201080768738e-07	-0.00219613	-3.401000000000012e-05	1.1566801000000079e-09	4.822986976900001e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
68594.90094364948	226.9954857419216	51526.95054721092	4705260435.469085	90388.1089765625	-219.6776093750086	8170010244.358937	48258.25206071887	66232.05844238281	188.67444335937037	4386685565.515212	35598.045576968245	71125.46573255688	70914.6840199616	1.224561	20.729923	0.07375897765	0.0344035	0.0133719261	0.0560440561	0.1066680664	-0.0381412876	0.0022368976	-0.0437844523	-0.1303799853	-0.0418091536	0.1383303021	0.0998399361	0.02211695	-0.0091587336	0.0792727899	0.0362605243	0.0421104518	0.0494530633	-0.0822134708	0.0352457453	0.0095501145	0.0477810307	0.0235808427	-0.0234549536	-0.0730777567	-0.1063974088	0.0499719681	-0.055676159	0.0097590968	0.0508939277	-0.0549259275	-0.0116610411	-0.0795936734	0.0081380182	0.0272343835	0.061309631	0.0243860273	-0.0648115141	-0.0478829763	0.0579527171	-0.0903881349	-0.042357133	0.1533615011	0.1200825704	0.0133888423	-0.0372765516	-0.1513121003	-0.09169046	-0.0012674635	0.0103190596	-0.0681939574	-0.017857366	0.0413620629	0.1464962874	-0.018746598	-0.0565299868	0.0269631152	-0.0495897261	0.0297950575	0.0409207173	0.0908712869	-0.0163969403	0.0573023111	0.048115344	-0.000836816	-0.0815280193	0.0097909024	0.0537194862	0.0085115447	0.082755832	0.0352746342	-0.0577454899	-0.1751040062	-0.0252033278	-0.0902443229	0.0456728076	-0.0012471058	0.0156873723	0.0924798856	0.0336116713	0.102005852	0.1002367339	0.0973108962	0.0932621027	0.00553052	-0.0188793799999999	0.0003564309891843	3.0586651470399994e-05	0.00138577	0.00346354	1.9203584929e-06	1.1996109331600002e-05	-0.0152958	-0.00806426	0.00023396149764	6.503228934760001e-05	3.56418e-05	0.0004330358	1.8752000408164002e-07	1.27033790724e-09	-0.000121076	-0.000120700153	1.4659397776000002e-08	1.4568526934223413e-08	-0.00188283	0.0003133	9.815689000000005e-08	3.5450488089e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
68591.2173004948	-3.683643154683523	13.569226891046776	4704755090.763697	91787.39897265624	1399.2899960937502	8424926610.165576	1958012.493168048	66418.16012695312	186.1016845703125	4411371994.649586	34633.83699990809	71254.60388614872	70929.34904523085	1.243814	21.055845	0.059861	0.0408063	0.092499459	-0.0301813951	0.021826292	0.0479178394	-0.1014422623	0.1398738881	-0.0190597739	-0.0269438563	0.0959654824	-0.0364369279	-0.0649560326	0.114426263	0.0885130984	0.0682425672	0.0767512657	0.0049334531	0.0366026627	-0.0113087503	0.0651860953	0.0278387651	0.1227459675	-0.0334733195	-0.025006566	-0.0334917504	0.1391627855	-0.0355050557	0.0136870585	-0.00098006	-0.0890779235	-0.0325793543	0.0931373258	-0.0175761646	-0.0581245457	0.0287799679	0.0224908653	-0.0131416853	-0.0575999098	0.1101059945	-0.0411627476	-0.0032430195	-0.0748171244	0.0258533244	-0.0263579194	-0.0317502474	0.097274946	-0.0729616599	0.0167473193	0.1508616064	0.0356067773	0.058525474	-0.0134304226	0.0520078055	-0.0293787342	0.0089705419	-0.1266199186	0.0271801858	-0.0097253244	-0.0289511099	0.0976833991	-0.1168354611	0.067611801	-0.0118004237	0.0103067815	0.1536803529	0.0820393166	0.0451240456	0.0435918041	0.0755316615	-0.0072392157	0.0069866343	-0.0350194573	-0.0078278905	-0.0055481566	0.1357770281	-0.0911267984	-0.0268818164	0.086246709	0.0934315634	0.1018099433	0.0994583687	0.0955792289	0.090232103	0.0076729399999999	0.0021424199999999	4.589963456399572e-06	5.8874008243598464e-05	0.00130215	-8.361999999999996e-05	1.6955946224999998e-06	6.992304399999993e-09	0.0228798	0.0381756	0.00052348524804	0.0014573764353599	0.000141878	0.0001062362	1.1286130190440003e-08	2.0129366884000005e-08	0.000161875	0.000282951	2.6203515625e-08	8.006126840099999e-08	-0.00188283	0.0	0.0	3.5450488089e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
68372.39372211773	-218.82357837706516	47883.75845374357	4674784223.292284	90353.16647265624	-1434.2324999999985	8163694691.635532	2057022.864056245	66357.09015625	-61.06997070313082	4403263414.00469	3729.5413216812567	71115.243500084	70889.12041512183	1.689221	28.595909	0.0701404049999999	0.0349892	-0.0429370515	0.0970067721	0.0423523795	0.0103903869	0.129803226	-0.0254165156	-0.0861688102	-0.0143524478	-0.0368833943	0.0404122163	0.0305718041	0.0974823971	0.0028019827	0.005205518	0.0175991137	-0.0477738684	-0.162357287	-0.0814973038	-0.0172028619	-0.0898561279	-0.0480068406	0.030237321	-0.0030988	-0.0281637746	0.0008910378	-0.0222151865	-0.0383925122	0.079949593	0.1600074333	0.059425983	0.1839032788	0.099938727	-0.0041657794	-0.034135522	-0.0029792955	0.0202549074	0.0948703737	0.040573961	-0.0776308425	-0.0736210729	0.1078174402	-0.0267672323	-0.0363204422	-0.098447434	0.0035351981	0.0174650833	0.0050144511	0.061300756	0.0295331271	-0.1108536785	0.0123822671	0.0310311298	-0.1324618897	0.0121375707	0.050716895	0.0926724483	-0.0657855145	-0.0842061311	-0.0916933113	0.0463858011	0.0054631408	-0.0163087907	0.0428901811	0.0103527963	0.0549850044	0.2225273543	-0.152665384	-0.0978124877	0.0383156605	-0.0784956042	0.0179789289	-0.0708179688	-0.0160419127	-0.1359107091	-0.0226543634	0.0522756761	0.039971338	-0.057064862	0.1015862008	0.0985712473	0.0936124309	0.0868075413	0.00912219	0.0014492500000001	2.100325562500292e-06	8.321435039610001e-05	0.0101388	0.00883665	0.00010279526544	7.80863832225e-05	0.0464991	0.0236193	0.00216216630081	0.00055787133249	0.000366555	0.000224677	5.047975432900001e-08	1.34362568025e-07	9.04379e-05	-7.14371e-05	8.17901375641e-09	5.103259256409999e-09	-0.00145424	0.0004285899999999	1.8368938810000002e-07	2.1148139776000003e-06	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
68272.2115774345	-100.18214468323276	10036.462113332183	4661094873.673982	91577.44014453124	1224.2736718749948	8386427543.425201	1498846.0236462825	66299.12926757813	-57.96088867186336	4395574541.639035	3359.4646156321382	71382.06815573697	71115.31030848157	1.531389	25.924057	0.05798422	0.0291561	-0.0309359709	-0.0736474038	-0.1178233559	-0.0781251541	-0.0751764897	-0.0028045318	0.1278096806	0.0111041482	-0.0742339241	-0.1142491632	-0.0998105403	0.1094546451	-0.1561643464	0.0603756148	-0.0332428713	-0.0222398764	-0.0578686684	-0.0948971929	0.0374634327	-0.0100301182	-0.1722105137	0.0734966794	0.0916484765	-0.037972433	0.0424232795	0.0643629962	-0.0638088348	-0.0239001381	0.0088293294	-0.1660019203	-0.0959513636	-0.1096399453	0.0465418607	-0.1517545597	-0.1660649665	-0.0262719785	-0.0403719274	-0.0481365811	-0.011254154	0.0536990817	-0.0741874383	-0.1276814151	0.0132854351	0.1219967467	0.0944358288	-0.0521177571	0.0767804334	-0.0367112568	0.1695947408	-0.007263691	-0.0688577061	-0.0147818721	-0.0078857584	0.1423745197	0.0388177756	0.1312349599	-0.0496233911	-0.0050179263	0.0026235144	0.0356303493	-0.0996240479	0.0451601337	-0.040058058	-0.0409205509	-0.1134551239	-0.1505864746	-0.2177177341	0.0665868938	0.1433585443	0.111536897	-0.0068622079	-0.1147622523	0.0556807521	0.0061359238	0.1275965271	-0.061235378	-0.0942291144	0.0285242762	0.1013346856	0.0975763397	0.0914153405	0.0830033923	0.0145308	0.0054086099999999	2.9253062132099995e-05	0.00021114414864	-0.00057456	-0.01071336	3.301191936e-07	0.0001147760824896	0.0647901	0.018291	0.00419775705801	0.000334560681	7.45131e-05	-0.0002920419	8.528847135561003e-08	5.5522020716100014e-09	0.000122091	3.165310000000001e-05	1.4906212281000003e-08	1.0019187396100004e-09	-0.00160197	-0.00014773	2.18241529e-08	2.5663078809e-06	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
