global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	cosine00	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06
67672.26665472866	n/a	n/a	4579535674.188701	88398.27086509146	n/a	7814254291.938077	n/a	65330.77771791188	n/a	4268110517.227211	n/a	70271.78059188179	72187.78259405105	n/a	n/a	n/a	n/a	-0.0365754674	-0.133853679	0.0840690112	-0.0966700985	-0.042871542	-0.1102695821	-0.0619957665	0.1571069179	-0.1320662191	-0.0127903695	0.0306842295	-0.0262564845	0.1782656184	-0.0078891813	0.0156478958	-0.0092353322	0.0755532696	-0.0920689312	0.1457289308	-0.1324857297	0.0056767159	-0.1787114568	0.184678124	-0.026292088	0.0304787932	-0.0102064578	-0.0302710868	0.0885609935	0.0862366396	-0.3053979585	-0.1219906222	-0.0572438169	0.0871923572	0.0970749008	-0.0644362158	0.0663120492	-0.0702662689	0.0394407642	-0.0892591882	0.1800418342	-0.1180224857	0.0106223502	-0.0451328758	0.1787567763	-0.0960086109	0.1273551342	-0.0059817078	0.1315740844	0.1490484942	-0.0393596	n/a	n/a	0.00154917811216	-0.0316507	n/a	0.0010017668104899	n/a	3.22686e-05	n/a	1.0412625459599996e-09	n/a	0.000408812	n/a	n/a	1.67127251344e-07	0.00027864	n/a	7.76402496e-08	n/a	-0.000949175	n/a	n/a	9.00933180625e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0
67713.08263896452	40.8159842358582	1665.9445691418248	4585061560.471239	89613.63625230246	1215.3653872110008	8030603802.359978	1477113.0244305455	65481.23973299808	150.46201508620288	4287792756.9703674	22638.817983800745	70461.67338533579	71396.23035446153	1.31501	23.045473	0.0917203186	0.0462772	-0.1357780827	0.0931639467	0.0820521173	-0.0431991947	0.1252245337	0.1046666335	-0.0215651488	0.1047154209	0.0603888382	-0.0304479601	0.1413041711	0.1944377433	0.0197077468	0.1653337095	0.133599763	-0.0490013637	-0.0164068209	0.0844390755	-0.216298574	-0.0333436802	0.0881801125	0.0435571444	0.1907282846	0.0310902446	0.0108488989	0.1228396835	-0.0067693345	-0.0226206784	0.2328286369	0.1151470355	0.0721627617	0.1159758115	0.1096971401	-0.1101642644	-0.0926046222	0.1581887478	-0.0243271552	-0.0889838574	-0.0784579828	-0.0105444833	0.0084470729	-0.0037738985	0.1202499966	-0.0212003837	0.2794916476	0.1002680541	-0.0046382606	0.0613888686	0.1488669016	-0.0176207	0.0217389	0.00047257977321	0.0003104890684899	-0.0299521	0.0016985999999999	0.0008971282944099	2.8852419599999933e-06	-0.0358249	-0.0358571686	0.00128342346001	0.0012857365400088	0.000121704	-0.000287108	8.2431003664e-08	1.4811863616e-08	-1.39855e-23	-0.00027864	1.9559421025e-46	7.76402496e-08	-0.00103194	-8.276500000000005e-05	6.850045225000008e-09	1.0649001636e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0
67818.30378552347	105.22114655894984	11071.489683180002	4599322328.345548	88299.9126562103	-1313.7235960921537	7796874575.094369	1725869.6869292995	65708.9186272749	227.6788942768253	4317661987.165835	51837.6788991178	70637.62816927892	72206.07463989839	1.459262	25.573492	0.07696081	0.0377402	0.1090335128	0.0467994965	0.161992049	-0.0401281637	-0.1148022175	0.1044852082	-0.0853235774	0.0960671713	0.2007758242	-0.0683313808	0.0722529849	-0.1801394351	-0.0151204591	-0.0140541379	0.0728858081	0.0532546862	-0.0548859665	-0.0138755014	-0.0031722387	0.0780549704	-0.0723188904	0.0533956385	0.0790851676	-0.0747819896	0.0039316802	-0.2521482074	-0.117852142	-0.0456784401	-0.0881833754	-0.0822026031	0.1293726655	0.0029939739	-0.2111245605	0.014419441	-0.1560803754	0.0153487404	0.0786433254	0.0102239058	0.033842856	0.0268307699	0.0075354626	0.0710000698	0.1332089663	0.0538308198	0.0465489533	-0.1376534391	-0.046113373	-0.1422318999	0.1485039376	-0.00667828	0.01094242	0.0001197365554563	4.45994237584e-05	-0.00590321	0.02404889	3.48478883041e-05	0.0005783491102321	-0.0320063	0.0038185999999999	0.00102440323969	1.4581705959999988e-05	0.000495562	0.0003738579999999	1.3976980416399997e-07	2.45581695844e-07	-0.000178224	-0.000178224	3.1763794176e-08	3.1763794176e-08	-0.0008210039999999	0.0002109360000001	4.449399609604223e-08	6.740475680158358e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0
67705.46871862364	-112.83506689983189	12731.752322289534	4584030494.4085245	88889.79602348513	589.8833672748297	7901395837.096793	347962.3869874916	65525.01972581418	-183.89890146072867	4293528210.068337	33818.80595846279	70483.47497482774	72420.10057014153	1.166666	20.445751	0.10091201	0.055686	0.055512378	-0.085538817	0.1354962579	-0.138299603	-0.074952448	-0.0493140248	-0.1247540966	0.1472273438	0.0286173971	0.0216359206	0.0735162339	-0.0738864912	0.2723768704	-0.0335073036	-0.1359288997	-0.1472549144	0.0102182458	-0.0164371918	0.2100307704	0.0802464555	0.01986992	-0.0087390017	0.0280672209	0.1695225525	0.1121983477	-0.0423454101	0.2656783783	0.1102473504	0.1250825755	0.0308853176	-0.0084385894	-0.0532192599	-0.0625966196	0.1940111439	-0.1624189374	-0.0270992779	-0.0687533309	0.117103447	-0.1537741595	0.0197995389	0.0972713638	-0.047876958	0.0652163198	0.1586865717	-0.1192405689	-0.2206865091	0.1135247964	0.2262676925	0.1479600444	-0.00179793	0.00488035	2.3817816122500003e-05	3.2325522849000004e-06	0.030018	0.03592121	0.000901080324	0.0012903333278641	-0.0427228	-0.0107164999999999	0.00182523763984	0.0001148433722499	0.00114311	0.000647548	4.1931841230400005e-07	1.3067004720999998e-06	-0.00038006	-0.000201836	1.4444560359999998e-07	4.0737770896e-08	-0.000682509	0.0001384949999999	1.9180865024972303e-08	4.65818535081e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0
67751.71189502387	46.24317640022491	2138.431363582318	4590294464.706318	90136.47342241489	1246.6773989297508	8124583841.029705	1554204.537002249	65408.92610552363	-116.09362029055046	4278327614.27785	13477.72867216651	70629.99149753737	73456.87963170306	1.355035	23.74692	0.1731252149999999	0.107504	-0.1339074058	0.092829184	0.0945601357	-0.1420934359	0.1566829455	0.0589767276	-0.089995867	0.1429730212	0.0022599324	-0.0890786181	0.0258719888	0.1988631836	0.1089794018	0.0504330467	0.0149338826	-0.0188782276	-0.2278414729	-0.0610161748	0.0752439356	0.0828900501	-0.0282908426	0.0398687592	0.0429014575	0.041727601	0.228090239	0.0732208256	0.0940573782	0.0601223701	-0.121742182	0.0910163609	0.1132628515	0.027380042	0.1926047943	0.0610205283	-0.0700744523	-0.0055519891	-0.0753266443	-0.1236713376	-0.0466671139	0.0222007706	0.2343457219	0.0342346237	-0.0551308028	0.0768840334	0.0078237004	-0.0566485765	0.1507379337	0.080641104	0.1472358847	-0.0115572	-0.00975927	9.52433509329e-05	0.00013356887184	-0.0466073	-0.0766253	0.0021722404132899	0.0058714366000899	-0.0322294	0.0104934	0.00103873422436	0.00011011144356	-5.45726e-05	-0.0011976825999999	1.4344436103427595e-06	2.97816867076e-09	-5.38717e-05	0.0003261883	2.90216006089e-09	1.0639880705689002e-07	-0.000683583	-1.0739999999999968e-06	1.1534759999999929e-12	4.67285717889e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0
67701.12414511284	-50.58774991102109	2559.1204410600144	4583442210.511981	88422.46584611599	-1714.0075762989	7818532466.307548	2937821.971610029	65361.76600913953	-47.160096384097415	4272160455.833508	2224.074690957358	70349.7256890528	72698.05034825463	1.390271	24.364418	0.112087965	0.0552776	0.1373225408	0.0724791697	0.108341305	-0.1590702631	-0.0809012866	0.117299116	0.0702829134	0.208510476	-0.0740177996	-0.0442785946	0.2248739423	-0.1539168375	0.086200256	0.0822306028	-0.0107037618	0.0728605911	-0.0254296186	0.108592093	-0.0831375722	-0.0156820881	-0.0054490509	-0.0879583544	0.1318247199	-0.1420084825	-0.0581020457	0.0420346584	0.1866328302	0.0998119314	-0.019964698	-0.0201859827	0.0064761303	-0.1242444928	0.0328182828	-0.078721894	-0.2051313407	-0.0061196283	-0.2116343713	0.1094765047	0.0694422429	0.0315335954	-0.0428107444	-0.1688808958	0.1370806028	0.0845849472	-0.0401854251	0.1483454042	-0.1214862558	0.0526461525	0.1463323407	-0.0214705	-0.0099133	9.827351689e-05	0.00046098237025	-0.0372304	0.0093769	0.0013861026841599	8.792625361000001e-05	-0.00190477	0.0303246299999999	3.6281487529e-06	0.0009195831846368	0.000744078	0.0007986506	6.3784278088036e-07	5.53652070084e-07	1.37434e-05	6.76151e-05	1.8888104356e-10	4.57180174801e-09	-0.00106678	-0.000383197	1.4683994080900006e-07	1.1380195684e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0
67617.23223145473	-83.89191365810984	7037.853177219757	4572090094.642481	88725.43922287856	302.973376762573	7872203565.292717	91792.86702691602	65541.88467832057	180.11866918103624	4295738647.186273	32442.73498754757	70456.0695618813	71712.58175203303	1.489082	26.096085	0.129453467	0.0747928999999999	0.0304379443	-0.1578696124	0.2181657756	-0.0430072873	-0.0589735019	-0.0674396462	-0.1599573351	0.0889963846	0.0561907304	0.0176727842	-0.090990714	-0.0760516268	0.082299326	0.0506954855	0.0870622633	0.031392387	-0.0582685305	-0.0170265202	0.1824289855	-0.1422374627	0.0383688303	0.2063619046	0.0876103443	0.0112385044	-0.0375779459	-0.1235230559	-0.0398647253	0.1422675148	-0.0354781635	0.0879838289	-0.0173004866	0.026515505	-0.0944904742	0.1261902944	-0.0226265577	0.1116714086	-0.0778309566	-0.1070052416	0.0150519872	0.1407777167	-0.0079491487	0.0605517225	0.0442950564	0.0181331656	-0.1253669056	-0.1502039223	-0.0399537416	-0.0226898463	0.1452505133	-0.0245418	-0.0030712999999999	9.432883689999994e-06	0.0006022999472399	-0.000480343	0.0367500569999999	2.30729397649e-07	0.0013505666895032	0.00779682	0.00970159	6.07904021124e-05	9.41208485281e-05	0.00188549	0.001141412	1.3028213537440002e-06	3.5550725401000003e-06	-0.000253075	-0.0002668184	6.4046955625e-08	7.119205857856001e-08	-0.00125716	-0.0001903799999999	3.624454439999999e-08	1.5804512656e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0
67662.86367544749	45.63144399275188	2082.228680863652	4578263120.762191	89325.94282742632	600.5036045477609	7979124062.0086355	360604.5790748536	65349.38855463761	-192.49612368295493	4270542584.465001	37054.75763296348	70408.77910580843	72432.58796019695	1.301774	22.813511	0.095923527	0.0542206	-0.1464908216	0.0287841841	0.1663131631	-0.1259598049	0.036781853	-0.0714988384	-0.0837237408	0.1558487919	-0.1068606902	0.0228788706	0.0703091823	0.1092642125	0.183137679	0.0843481987	-0.0023796172	-0.0739167656	-0.0742620572	0.0290433518	-0.0293714363	0.0133870786	-0.1719720061	0.1337286424	0.0342155286	-0.0028822129	0.0794779439	-0.0677205466	-0.0159180954	-0.05731885	-0.107876747	-0.0465882975	-0.0359811653	-0.0254539189	0.165160094	0.1105195754	-0.1575754321	0.0913261818	-0.0343314758	-0.0516854327	-0.0170634513	-0.037891956	0.1324264931	0.1253592715	0.0726602544	-0.0359527442	-0.0449534509	0.0698531791	0.0003683667	-0.1022614595	0.1439917206	-0.0281157	-0.0035739	1.277276121000001e-05	0.00079049258649	-0.0170538	-0.016573457	0.00029083209444	0.0002746794769308	-0.0395844	-0.04738122	0.0015669247233599	0.0022449800086884	0.00209857	0.00021308	4.5403086400000014e-08	4.403996044900001e-06	-0.000343366	-9.0291e-05	1.17900209956e-07	8.152464680999999e-09	-0.000992632	0.000264528	6.9975062784e-08	9.85318287424e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0
67727.6700832711	64.80640782362025	4199.870495001388	4587037294.908416	88892.11208238058	-433.830745045736	7901807590.466512	188209.1153469384	65252.94029873084	-96.4482559067692	4257946217.629732	9302.266067457638	70304.58382515285	71785.62405735237	1.264334	22.157381	0.09746187	0.0555743	0.0718835738	0.0922929534	0.0676403902	-0.1423855136	-0.0169797656	0.1190459089	0.0813469904	0.1158498287	-0.1627114766	-0.0677793912	0.1135538755	-0.0554247559	0.0404528343	0.2126447717	-0.0599375841	0.13034251	0.133902458	-0.1323162605	-0.0083684723	-0.1042036429	0.1526386304	0.2007528533	0.0070698242	-0.008170074	0.0103524493	0.0389649794	-0.0980928526	-0.0368297494	-0.067269193	-0.073938028	-0.0186272427	-0.1358460807	0.1132135284	-0.1047170455	-0.1180455057	0.1732235936	-0.1170065859	-0.0087947959	0.1771467818	0.0959076774	-0.1944035137	0.1387268303	-0.0441088839	-0.0345101247	-0.0437196321	-0.0573627652	-0.1176262244	-0.0824916503	0.1425574961	-0.0301787	-0.0020629999999999	4.255968999999996e-06	0.0009107539336899	-0.0247856	-0.0077318	0.00061432596736	5.978073124000001e-05	-0.0072230799999999	0.03236132	5.217288468639856e-05	0.0010472550321424	0.00137273	-0.00072584	5.268437056000003e-07	1.8843876529e-06	-0.000121679	0.000221687	1.4805779041e-08	4.914512596900001e-08	-0.00115122	-0.000158588	2.5150153744000028e-08	1.3253074884000002e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0
67768.87501668927	41.20493341816473	1697.8465379953884	4592620421.027651	88270.72838859248	-621.3836937880988	7791721490.252667	386117.69490574166	65360.60215617018	107.66185743933602	4272008314.217158	11591.075547287912	70259.52741350446	72499.35314883332	1.069161	18.736984	0.056212135	0.0244602	0.0849244537	-0.0503996752	0.0586147935	-0.177763326	-0.1493287008	-0.0876066668	-0.0331775216	0.1279610561	-0.1108941952	0.0538076313	0.0850317778	-0.0705498726	0.1080950656	0.0176190093	-0.068611305	0.1157530131	-0.0290414857	0.0750935239	0.0035791179	0.0271878896	0.1896781685	0.0599673826	0.0216743217	-0.0376052412	0.0074432616	-0.0367640788	-0.0342235975	-0.2050852475	-0.1612052419	-0.0207927586	-0.1087604565	-0.082379942	-0.0269623282	0.02885825	-0.185131175	0.1344421567	-0.0049622504	0.0424621948	0.1745596923	-0.0088138266	-0.0123620538	0.1223576926	-0.0165489066	-0.1293126301	0.0581463905	0.0360175439	0.109651987	-0.0055417871	0.1409495873	-0.0393574	-0.0091787	8.424853369000003e-05	0.00154900493476	-0.0162541	0.0085315	0.00026419576681	7.278649225000002e-05	-0.0265122	-0.0192891200000001	0.0007028967488399	0.0003720701503744	0.00120612	-0.0001666099999999	2.7758892099999998e-08	1.4547254544e-06	-5.02527e-05	7.14263e-05	2.52533385729e-09	5.1017163316899995e-09	-0.001005	0.00014622	2.1380288400000026e-08	1.010025e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0
