global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	cosine00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15
48499.98381600687	n/a	2352248430.1529284	n/a	68333.38456741182	n/a	4669451446.437796	n/a	47262.96890986432	n/a	2233788230.1748013	n/a	52093.07776190628	42749.51407713245	n/a	n/a	n/a	n/a	-0.0208048788	-0.0882912033	-0.169110577	-0.1797257937	-0.0064214906	-0.0323232776	-0.0320504654	0.1812533078	-0.0431529564	0.0335456859	-0.0728963335	0.0160351711	0.0167649435	-0.1879745272	0.1903634752	-0.0670741689	-0.0280362013	0.0735052704	-0.0827452108	0.0038455785	-0.0289531836	0.0272168467	-0.0252693447	0.0948517789	-0.059317312	0.1222846071	-0.1771410596	0.0492067127	-0.0621340871	0.0331217913	0.0086866277	-0.065959694	0.1193643598	-0.1292302396	0.0960897943	-0.0837851117	0.1438336529	-0.1866853997	0.0420325814	-0.0116874117	0.1125622805	-0.0482455254	0.1360843511	0.1490484942	-0.0369976	n/a	0.0013688224057599	n/a	0.0798979999999999	n/a	0.0063836904039999	n/a	-0.0373064	n/a	n/a	0.00139176748096	0.00190331	n/a	3.6225889561e-06	n/a	0.000260115	n/a	6.7659813225e-08	n/a	-6.92053e-05	n/a	n/a	4.789373548090001e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
48662.88917532233	162.90535931546037	2368076782.8897038	26538.15609369925	67888.22592435025	-445.1586430615717	4608811219.155622	198166.21749241973	47204.84165091192	-58.12725895240146	2228297075.2876687	3378.778233319536	52057.14983900185	43430.60861472584	1.247666	25.297812	0.1221123349999999	0.0585943	-0.0242482846	-0.0320467756	0.1048915419	-0.0767530959	0.051724553	-0.0130869332	-0.1180545303	0.1094198132	-0.0263280278	0.1620111445	-0.1074637632	0.0882872181	0.0505648684	-0.1686121826	-0.0168229072	-0.08875813	-0.0969677175	0.0738630044	0.029883973	-0.1632794165	-0.0293517532	-0.101268223	0.0404734125	0.06712999	-0.0765023671	0.0219193957	0.1581832226	-0.2283119601	-0.0685192114	0.1196993594	0.0538217179	-0.0100563756	0.0957703312	0.0341578338	0.0863068294	-0.1787570009	-0.0828880718	-0.1022630194	0.0747755764	0.1809237185	0.0925287797	-0.0394984699	-0.1381731402	0.1488669016	-0.0636685	-0.0266709	0.00405367789225	0.00071133690681	0.0423208	-0.0375771999999999	0.00179105011264	0.0014120459598399	-0.0484672	-0.0111607999999999	0.0001245634566399	0.00234906947584	0.00221646	0.0003131499999999	4.9126949316e-06	9.806292249999993e-08	0.000846719	0.000586604	7.16933064961e-07	3.44104252816e-07	-0.00010352	-3.431469999999999e-05	1.1774986360899992e-09	1.07163904e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
48875.23465158098	212.345476258648	2388788562.247102	45090.60128751203	68978.07240582457	1089.8464814743202	4757974472.823176	1187765.3531819556	47335.66683579849	130.82518488656933	2240665354.789713	17115.22900060505	52082.21382529207	43491.92432906638	1.12797	22.87084	0.1485781	0.0768169999999999	-0.0639302358	0.0024855279	0.0197025772	0.0892689437	0.1678477177	-0.0976288977	0.1453428503	-0.083397743	-0.1409744142	-0.1204922724	-0.0632607159	-0.0465688365	0.0031544376	0.0800534948	0.123453519	-0.0515979265	-0.0132949024	0.1088240016	-0.0115796682	-0.1437579556	0.1068904115	-0.0868009642	-0.0934157922	0.056749559	0.0517748351	0.1169134336	0.2240503298	-0.0343000141	-0.0771850406	-0.1020212199	0.1102316209	-0.0360157515	-0.0827598966	0.0298166595	0.162855259	-0.0833321358	0.0365284412	0.0923003455	0.0915054155	0.0134824882	-0.1250555234	-0.1080738209	0.0411023562	0.1485039376	-0.0805899999999999	-0.0169214999999998	0.0064947480999999	0.0002863371622499	0.0262961	-0.0160247	0.00069148487521	0.00025679101009	0.0142154	0.0626826	0.00392910834276	0.00020207759716	0.00198619	-0.0002302699999999	3.944950716100001e-06	5.302427289999994e-08	0.000492829	-0.00035389	2.42880423241e-07	1.2523813210000002e-07	-0.000578346	-0.0004748259999999	2.2545973027600003e-07	3.34484095716e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
48938.97431206315	63.73966048216971	2395023206.7167764	4062.744318382267	68672.6664724822	-305.40593334236473	4715935120.440782	93272.78412072091	47338.47800127891	2.811165480423369	2240931499.477568	7.902651358323953	52067.97644629006	43834.953219751085	1.199196	24.315023	0.18262485	0.105661	-0.0440503946	0.0225684913	-0.1719422708	0.0516353167	0.1583192946	0.1107923954	0.1394758423	0.0046624843	0.0128199198	0.0954804943	-0.0457563508	-0.0545656134	-0.0391603846	-0.0861913721	-0.0580833951	-0.0776217686	0.0761511529	0.0264996424	0.0709639675	-0.0394634366	0.1493225604	-0.1454116958	-0.0766304128	0.0195264623	0.1654669819	-0.0134882549	0.0969932882	-0.0741213382	-0.0566393692	-0.0428284229	-0.0415964613	-0.1935294952	0.0311947676	0.0697985254	0.0832728506	-0.0576233297	0.0878710495	0.0510181385	-0.1355350222	0.2565004918	-0.1228618723	-0.1336545978	-0.0291853805	0.1479600444	-0.0770301999999999	0.0035598	0.0059336517120399	1.2672176040000013e-05	0.0728368999999999	0.0465407999999998	0.0053052140016099	0.0021660460646399	-0.0741333	-0.0883487	0.00780549279169	0.00549574616889	0.00206087	7.467999999999971e-05	4.247185156899999e-06	5.5771023999999574e-09	-0.0	-0.000492829	0.0	2.42880423241e-07	-0.000262344	0.0003160019999999	9.985726400399999e-08	6.882437433600001e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
49144.26923937738	205.2949273142367	2415159199.072414	42146.00718095773	68146.29975150836	-526.3667209738487	4643918169.822428	277061.9249487616	47446.91344389457	108.43544261565694	2251209595.352423	11758.24521525343	52171.5043651047	44782.139383440976	1.294122	26.239767	0.1663901299999999	0.102162	-0.0807099932	0.0994507584	0.0664887823	0.1294582561	0.1582516787	0.0354693905	-0.0500950844	-0.153806543	-0.0150644966	0.1671370235	-0.0073875029	-0.1449569908	-0.005753296	0.0135590225	-0.0488997599	0.0129283068	-0.0459635008	0.0021464083	-0.013658291	0.0330139514	0.0897224503	-0.1320924974	0.1390150798	-0.0036500109	-0.0713869253	-0.0076579246	-0.1151717102	-0.0386839534	-0.0409884417	-0.0778432313	-0.0364957902	0.034379603	-0.0722813788	0.0894172812	-0.0351563866	-0.205038198	0.0277142347	-0.0542387976	0.0456345144	0.153517675	-0.0140909619	-0.0570992824	-0.1293894827	0.1472358847	-0.0782836999999999	-0.0012535	0.0061283376856899	1.5712622500000116e-06	0.0179946	-0.0548422999999999	0.0003238056291599	0.0030076778692899	0.00386537	0.0779986699999999	0.0060837925217688	1.49410852369e-05	0.00161383	-0.0004470399999999	2.6044472689e-06	1.998447615999999e-07	-0.0	0.0	0.0	0.0	-6.34708e-05	0.0001988732	3.955054967824001e-08	4.0285424526400005e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
49051.39564352948	-92.87359584790102	2406039414.578063	8625.504805719256	69111.77925336479	965.4795018564328	4776438031.565824	932150.6685049456	47361.14510815169	-85.76833574287593	2243078065.955401	7356.207416102689	52130.23005977081	44466.38856826183	1.272026	25.791742	0.15263806	0.0933373	-0.0630923514	0.1545937969	-0.0047622644	0.0969641083	0.1276072337	0.0945000754	0.0482670593	-0.1477635328	0.0440790567	-0.1491598842	-0.0055660352	-0.1250697767	-0.0310088623	-0.0663903175	0.0559252481	-0.1149611081	0.1614300662	-0.0525401708	-0.0645870326	0.0426000721	-0.0557294079	0.1348833387	-0.129863461	0.0080880499	0.2315047647	-0.0854354736	0.1857848114	0.0852096513	-0.0503575927	-0.1185843617	-0.078641475	-0.0657698725	-0.0439103619	-0.0718169852	0.1274496268	0.0719066403	-0.1522708928	0.0517923719	-0.0762046864	0.0622610852	-0.1375970129	-0.0418611243	0.0770611721	0.1463323407	-0.0787072999999999	-0.0004235999999999	0.0061948390732899	1.794369599999968e-07	0.0182388	0.0002441999999999	0.0003326538254399	5.963363999999998e-08	-0.030996	-0.03486137	0.0012153151182769	0.000960752016	-0.000152103	-0.001765933	2.3135322609e-08	3.1185193604889995e-06	-0.000346465	-0.000346465	1.20037996225e-07	1.20037996225e-07	0.000166309	0.0002297798	5.279875648804e-08	2.7658683481000002e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
49199.71791869648	148.3222751669964	2420612243.279304	21999.4973107142	68245.39837223469	-866.3808811300987	4657434398.985013	750615.8311877663	47446.39568505338	85.25057690168614	2251160463.502652	7267.660862070304	52245.89204794832	45015.82610121148	1.233475	25.010084	0.1799733	0.125512	-0.0427866081	0.1475249915	-0.1481650146	0.1427502805	0.1249184523	0.1505939871	0.0264712036	-0.1001458418	-0.0838596674	0.1893124278	0.0087508853	-0.0998658256	-0.0838860615	0.05216918	-0.0742067552	0.0008190133	-0.0528750638	-0.0282817488	-0.2607994883	-0.0252934872	0.0816636499	-0.134711435	-0.074339725	0.0208390068	0.05086013	0.1710385468	-0.0202824239	0.0069735512	-0.0014990459	-0.0143958718	-0.0638055953	-0.0901050347	-0.1421182093	0.1261172991	0.0198346114	-0.17532727	0.0454308968	-0.0809559591	-0.0201474503	0.1065309145	0.006786887	0.0067616888	-0.0159058447	0.1452505133	-0.0790441999999999	-0.0003369	0.0062479855536399	1.1350161000000075e-07	-0.031779	-0.0500178	0.001009904841	0.00250178031684	-0.0509599	-0.0199639	0.00039855730321	0.00259691140801	0.00192154	0.002073643	3.6923159716e-06	4.299995291449e-06	-0.000440782	-9.4317e-05	1.94288771524e-07	8.895696489000002e-09	0.000141175	-2.5134000000000007e-05	6.317179560000002e-10	1.9930380625e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
49141.34466257065	-58.37325612582936	2414871755.2455606	3407.4370307316744	69061.22959854579	815.8312263111002	4769453433.663057	665580.5898242736	47481.35057551157	34.954890458189766	2254478652.4746327	1221.844366944046	52383.14015218016	45822.855299554016	1.283865	26.031799	0.12856643	0.0906851	-0.0238219771	0.2267598762	0.0346373535	-0.0127346342	-0.014291868	0.0452755305	-0.1444247724	-0.2096161719	0.0694486705	-0.140734324	0.0457935398	-0.1132766189	-0.1176278499	-0.0080324273	0.0333345226	-0.0365934657	0.0174570263	0.1338843914	0.1901447295	0.2129703436	-0.0425901635	-0.1861225128	-0.0165358383	-0.0121840996	-0.0298936962	0.0341315045	0.0862584256	-0.0777148055	0.004362163	-0.0542244782	-0.1341152043	0.0773003383	-0.1036975067	-0.1596855928	-0.0013799554	0.0021531633	-0.0644317243	-0.0126336262	0.138799616	0.1283593604	-0.041743014	-0.0530611895	-0.0490232888	0.1439917206	-0.0847326	-0.0056884000000001	0.00717961350276	3.235789456000122e-05	-0.025361	0.006418	0.000643180321	4.1190724e-05	-0.00178072	0.04917918	0.0024185917454724	3.1709637184e-06	0.000648331	-0.001273209	4.203330855610001e-07	1.621061157681e-06	-0.000503408	-6.262599999999998e-05	2.53419614464e-07	3.922015875999998e-09	0.000131393	-9.782000000000007e-06	9.568752400000018e-11	1.7264120449e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
48988.11674021829	-153.2279223523583	2399835581.7532554	23478.796188420343	68836.13563582921	-225.09396271657897	4738413569.274276	50667.29205145264	47431.75264818728	-49.59792732429196	2249771159.278821	2459.954394865747	52414.54606502171	45280.2127720154	1.231274	24.96545	0.1243690949999999	0.0656936	-0.0147994567	0.1236159872	0.0726530572	0.0728416835	-0.0845208288	0.059494096	-0.0873691281	-0.1097953423	-0.1677883555	-0.1105229301	0.008557526	0.0380295404	-0.0571565401	0.0741523332	-0.0818163178	-0.210728359	0.0584534972	0.0454038101	-0.0421952256	0.0130308971	-0.051050215	-0.0183503127	0.1620182536	0.1261733872	0.0916705706	-0.0480158321	-0.0394965703	-0.0418613269	0.0067017664	0.0991966722	-0.0450833743	0.1793735062	-0.0863323138	-0.0063144869	0.123802305	0.0572313017	0.0184157384	0.122980621	0.0304942014	0.1075318045	-0.1381249405	-0.0246030292	0.1888093203	0.1425574961	-0.0600166	0.024716	0.00360199227556	0.000610880656	-0.0491905	-0.0238294999999999	0.0024197052902499	0.0005678450702499	-0.0108989	-0.00911818	8.31412065124e-05	0.00011878602121	0.00162519	0.000976859	2.6412425361e-06	9.542535058810002e-07	-0.000198775	0.000304633	3.9511500625e-08	9.2801264689e-08	7.87767e-05	-5.261629999999999e-05	2.7684750256899993e-09	6.20576846289e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
48817.83727628565	-170.27946393263846	2383181236.3339047	28995.095837186724	68588.47960338026	-247.65603244895465	4704379534.303309	61333.51040835768	47328.76324093639	-102.98940725089052	2240011829.916611	10606.818005889778	52291.7569725964	44609.36334292649	1.157189	23.463285	0.139203485	0.0683425	-0.009070326	0.0292412688	-0.1811624673	-0.0203685412	-0.0307562399	-0.0434002339	-0.0986446775	-0.0403120817	-0.0761946089	-0.0827546005	-0.0401760751	0.0402337273	0.0085309826	0.0234604601	0.092479472	-0.1015418226	0.1518862338	0.0984484512	0.0109892975	-0.1056144264	0.0002160148	0.1548543916	-0.0697488787	0.0580609181	-0.1331981841	-0.0761916736	0.1145251639	0.0202378528	-0.0270912095	0.0200904674	0.025816948	0.0917909562	-0.0198429121	-0.1258236593	-0.0262619336	0.1327652681	0.1167767636	-0.1432314495	0.1196818223	-0.0105783683	0.0307561336	-0.0531493269	0.009338284	0.1409495873	-0.0486252	0.0113914	0.00236441007504	0.00012976399396	-0.041647	0.0075434999999999	0.001734472609	5.690439224999992e-05	0.0304663	0.0413652	0.00171107977104	0.00092819543569	0.00105098	-0.00057421	1.1045589603999998e-06	3.2971712410000014e-07	-0.000494366	-0.000295591	2.44397741956e-07	8.7374039281e-08	-0.00062949	-0.0007082667	5.016417183288901e-07	3.9625766010000003e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
