global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19
48768.36651841421	n/a	2378353572.874384	n/a	67500.25018618806	n/a	4556283775.197981	n/a	47417.11138091216	n/a	2248382451.7098293	n/a	52206.43972671352	47355.422270320014	n/a	n/a	n/a	n/a	-0.058324186	0.0236115526	-0.083919835	-0.0114409392	0.0995949038	-0.0460475799	-0.122562215	-0.1111519258	0.0333952616	-0.1049622678	0.0259949454	-0.1240808492	0.0338352705	-0.1829989026	-0.0374070031	0.0467766247	-0.0302164269	0.0619212609	-0.0465721223	-0.0816996955	0.0083438663	-0.0931007521	0.1678717833	-0.0940016533	0.1390804672	-0.0085105295	0.0376341255	-0.0721794358	0.1654078614	-0.0808655584	0.0489764304	0.075036487	0.1324769735	-0.0234166862	0.0103588234	-0.0132058871	0.0352716933	-0.0864010432	0.0481780334	-0.0517213613	0.0423240553	-0.0240100754	0.1559819045	-0.0117204162	0.0016633298	-0.0485145041	0.0900907397	-0.0274186068	0.0302243189	-0.0544058881	-0.0553032225	0.1677393141	0.0180907581	-0.0390533779	0.0659345816	-0.0917010736	0.0038861886	-0.0569105806	0.0413997212	-0.0282422198	0.0912005799	-0.0472350102	0.0147110964	-0.1151607793	0.054719188	-0.24628025	0.0636766492	-0.2014340126	0.1422462503	-0.0528024023	0.1795749845	0.0399298849	-0.0396992281	0.0213838735	-0.02932635	0.0917883668	-0.028253073	0.1091073269	-0.0071006745	0.063108624	-0.0655303913	0.0598012854	-0.0609285569	0.102594329	0.1025838106	0.1025662807	0.1025417406	-0.0215085	n/a	0.00046261557225	n/a	-0.0740073	n/a	0.00547708045329	n/a	-0.0573639	n/a	n/a	0.00329061702321	0.00128124	n/a	1.6415759375999998e-06	n/a	-0.00227833	n/a	5.190787588899999e-06	n/a	0.00183191	n/a	n/a	3.3558942481e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
48916.547622078615	148.1811036644067	2392828631.263085	21957.63948320164	67730.27693191683	230.02674572877004	4587390413.274145	52912.30375056822	47520.49303913288	103.38165822072187	2258197258.6822767	10687.767256466152	52378.05414938386	47583.48937062693	1.327294	24.973997	0.1831726	0.0856495	-0.0986633074	0.0634605284	0.0897045776	0.0873133265	-0.0593217423	-0.1185197926	0.0108725976	-0.0380678419	0.0894788419	-0.079940064	-0.0905172021	-0.1721780595	0.0744310002	-0.0892024051	0.0589421829	-0.0170111916	0.0319981329	0.0243073077	-0.1324620513	-0.0590625431	0.0914130198	-0.0577536689	0.1559106491	0.0465160276	0.1228340252	0.0013120748	-0.0724670754	-0.0257420153	0.0282317474	-0.0012135413	0.0398798991	0.0216117154	-0.0522913185	-0.006797997	0.0099861164	0.029768547	-0.1250870271	-0.055416891	-0.0116508883	-0.036570211	0.0428785149	-0.0041779947	-0.0164104465	0.0601392116	-0.1856703379	0.1224346455	-0.1297469272	-0.1249683174	0.0309754193	0.0599653581	-0.1167022374	0.0459796183	-0.0708697427	-0.0480719075	0.0754917587	-0.0633814531	-0.0509142374	-0.0677374232	0.0090345223	-0.0478386583	0.1066957959	0.089680215	-0.1404953072	-0.1009187577	-0.0343842434	0.0470151127	-0.0703151777	-0.1006931061	0.0837778624	0.0755161348	-0.0354275867	0.0265437727	0.0359903723	-0.148753097	0.0690729015	-0.0541775115	0.0414639638	0.0137557722	0.0061149847	0.1102724728	9.59968e-05	0.0417002225	-0.1243937782	0.1025662807	0.1024716367	0.1023139614	0.1020933517	-0.0179394	0.0035690999999999	0.00032182207236	1.273847480999999e-05	-0.0618584	0.0121488999999999	0.00382646165056	0.0001475957712099	-0.0972569	-0.0398929999999999	0.0015914514489999	0.0094589045976099	0.000540728	-0.0007405119999999	2.92386769984e-07	5.483580221439998e-07	-0.00101417	0.0012641599999999	1.0285407889e-06	1.5981005055999996e-06	0.00128535	-0.00054656	2.987278336e-07	1.6521246225e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
48939.222689350245	22.67506727162981	2395047517.4378138	514.1586757729375	68179.47598297427	449.1990510574397	4648440945.312965	201779.78747090427	47698.5027660473	178.00972691441712	2275147166.122622	31687.46287614536	52474.67799261034	47639.04441467956	1.356234	25.518509	0.0904202684	0.0510445	-0.1269952534	-0.0475934598	-0.0096248642	0.001111997	0.0856016625	-0.027913733	-0.1050230529	-0.0194474782	0.0962350858	-0.0424773632	0.060082057	0.0472314427	0.0590854946	0.0550182585	-0.0184127294	0.0824389572	-0.0418190785	-0.0050703834	-0.1088908183	0.008029432	0.1049384228	0.1020589497	0.012628001	-0.077550904	-0.0131303148	-0.0047178198	0.048779565	-0.066223938	-0.030991772	-0.0519347082	0.0508986872	-0.1398978558	0.0089031445	-0.0653353774	0.1769303928	0.0805364063	0.0846841079	-0.0105271319	0.0700078566	0.1207812048	-0.0166338632	-0.0222824258	0.0108285205	0.0397296645	-0.2149625191	0.0085829721	0.014827572	-0.1157540214	-0.147124739	-0.0454919096	-0.0273533113	0.0184112909	0.135317657	0.0450951841	0.044869087	0.0303196315	-0.1098633326	-0.0291763027	0.0611847288	-0.0644322262	-0.0058754042	-0.0334523919	-0.0218313433	0.0939159836	0.0224628146	0.0543239627	-0.0664176594	-0.1030441567	-0.0451005344	0.058107468	0.0809842443	-0.0666027592	-0.1261053537	0.0348233949	0.0818427459	0.0054732518	0.0709367545	-0.0352328719	-0.0317314867	-0.0326047855	0.0787832844	-0.0507132422	0.0535550509	0.1025101919	0.1022474116	0.1018099433	0.1011985345	-9.75816e-05	0.0178418184	9.52216865856e-09	0.0003183304838185	-0.0207311	0.0411273	0.0004297785072099	0.00169145480529	-0.0789949999999999	0.0182619	0.00033349699161	0.0062402100249999	0.000303383	-0.0002373449999999	9.204124468900001e-08	5.6332649024999995e-08	-0.00101417	0.0	1.0285407889e-06	0.0	0.00125891	-2.643999999999997e-05	6.990735999999983e-10	1.5848543881e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
48924.11524885376	-15.107440496482011	2393569052.8831253	228.2347583547447	68516.27527102076	336.7992880464881	4694479977.014291	113433.76042862124	47574.93766891892	-123.56509712837578	2263374694.201521	15268.333228344942	52442.17593805372	48074.78019496373	1.085731	20.428816	0.0619364315999999	0.0315703	-0.0682273705	0.0726010489	0.0388118549	-0.015485092	0.0488720299	-0.0436225899	0.0488923359	-0.1059126727	0.0120192977	0.0209919566	-0.0226236259	-0.0344705577	0.0414861008	-0.0854599415	0.1131776652	0.0388693225	-0.0593872688	0.0569674263	0.0020811078	-0.129823947	0.0822861026	0.0508234547	-0.0443779956	-0.0493060393	0.0920419573	-4.67353e-05	0.0262553399	0.0120536411	-0.045892307	-0.021344146	-0.1790943826	-0.06184151	0.0568361004	0.035383354	0.0829139913	0.1219660246	-0.0445112453	-0.0999503598	0.0093489915	0.0152747239	-0.0401852302	-0.0020476996	-0.142753335	-0.0367408911	0.0165357985	-0.1140591824	-0.0713931811	0.010175131	0.0662746039	-0.0561070418	-0.03539612	0.0597557977	-0.077697619	0.09191112	-0.0085083758	0.0362051412	-0.0743883653	-0.0519699885	-0.0026365922	-0.059599517	0.03742513	-0.0060734616	-0.0381755455	-0.0775913482	-0.0176700372	-0.0245793658	-0.0684982722	-0.0982353	0.0262449333	0.00766493	-0.2003437022	-0.0033603561	-0.113331494	0.1337627741	-0.0264927159	0.0112304502	0.0570583907	-0.0133307954	0.0706700562	0.0461712733	0.0133812454	0.0577303659	0.0728131164	0.1024260777	0.1019113804	0.1010554665	0.0998612018	0.0263896	0.0264871816	0.00069641098816	0.0007015707891113	-0.0330659	-0.0123348	0.00109335374281	0.00015214729104	-0.0669488	0.0120461999999998	0.0001451109344399	0.00448214182144	0.000305668	2.2849999999999824e-06	9.3432926224e-08	5.22122499999992e-12	-0.00101417	0.0	1.0285407889e-06	0.0	0.00103983	-0.0002190799999999	4.7996046399999983e-08	1.0812464289e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
49021.54787555774	97.43262670397962	2403112156.1156	9493.116746437045	68307.23869554924	-209.0365754715167	4665878858.210739	43696.2898848591	47603.18908361487	28.251414695943826	2266063610.9303894	798.1424323221905	52547.1207876933	46928.65721623347	1.201762	22.612007	0.0512413	0.0298713	-0.0366448255	-0.0440513187	-0.0373922318	0.028993429	-0.0929739004	-0.0193810525	-0.0354139107	0.0519241605	0.042817845	0.0970860591	0.0396575775	-0.0715704612	0.1784364219	-0.0273512398	0.0129283654	0.0475852444	0.0001040635	-0.0245001663	0.1283946105	0.0165288575	-0.0235825003	-0.0329156081	0.0772961013	0.0001194293	0.1215669097	0.0892492858	-0.0585316625	-0.0893964704	-0.0168153282	-0.0652109408	-0.1933091208	-0.0027290781	-0.08451672	-0.0526458578	-0.0388719252	-0.08983053	0.0212870522	-0.0471833267	0.0038722157	0.031443793	0.1139694942	0.0042264049	-0.0738011899	-0.1025196126	-0.0187726303	-0.1742023668	0.0764983484	-0.0551273026	0.0343508766	-0.0307242049	-0.0778860941	-0.0124909858	0.0035609598	-0.0122115939	-0.0942675862	0.0693780172	0.1378887031	-0.0283452285	-0.0463421679	-0.063811387	0.0727410668	-0.0251610762	0.0018753732	-0.0239072282	-0.0428773573	-0.0549670484	0.0092231355	-0.123331166	-0.1001306094	-0.0558169339	-0.097470415	-0.0795883253	-0.0199585867	-0.0153337394	0.0518239188	0.0699008166	-0.039745204	-0.0716998284	0.0049138851	-0.1668311945	0.0705037477	0.0572700651	0.0472174982	0.1023139614	0.1014639107	0.1000523871	0.0980872016	0.0251974	-0.0011922	0.00063490896676	1.421340840000002e-06	-0.0496113	-0.0165453999999999	0.00246128108769	0.0002737502611599	-0.0453953	0.0215535	0.00046455336225	0.00206073326209	0.000135256	-0.000170412	1.8294185536e-08	2.9040249744e-08	-0.00101417	0.0	1.0285407889e-06	0.0	0.000971238	-6.859200000000002e-05	4.7048624640000035e-09	9.43303252644e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
48984.35611832364	-37.19175723410444	2399467144.3267503	1383.2268061605605	68744.90095288826	437.6622573390196	4725861407.022417	191548.25149908615	47671.27755489865	68.08847128377965	2272550703.716184	4636.039921762087	52465.15905182828	47845.43602013221	1.293597	24.339954	0.11542511	0.057898	-0.0532186281	0.0834449284	-0.0007679271	0.0052836782	-0.0132305001	0.06925055	0.0898643364	-0.0851142025	-0.1110244169	0.0317397193	-0.0962664005	0.12438564	0.0064173063	0.0411566357	0.0239428599	0.016237428	-0.0067438733	-0.036032752	0.0893286338	-0.1323124853	-0.0415513148	0.044645915	0.0522293497	0.0071721699	-0.1057613719	-0.1002474654	-0.004190519	0.1180098249	-0.0814157227	-0.036099168	-0.002671865	-0.0474351797	0.0157741316	-0.0312607819	-0.1971138742	-0.1066549881	0.0081038318	-0.0130591485	0.0379149336	-0.1307453051	0.0188210736	-0.0487355099	0.0329072523	0.0465373935	0.0339349637	0.058509339	0.0083366636	0.0946489381	-0.0635175048	0.0476485288	0.1006850318	-0.0024537948	-0.0647994409	0.0900895765	0.0169008038	0.1185314965	-0.0432553568	-0.0097739243	-0.1245156752	0.0265645713	-0.1871021421	0.0001720015	-0.0822971935	-0.0565010597	0.0412505849	-0.0553257307	-0.0073469398	0.0337550961	-0.0474581534	-0.09039714	0.011342318	0.1662087504	-0.0769117194	-0.0867269505	0.030327527	0.0353682128	-0.0742916846	-0.0460236632	-0.0462586074	0.0418536012	0.0496268778	-0.0764700274	-0.0830100496	0.1021738733	0.1009054916	0.0988031726	0.0958842909	0.0332995	0.0081021	0.00110885670025	6.564402441000007e-05	-0.00954086	0.04007044	9.10280095396e-05	0.0016056401617936	-0.0080541299999999	0.0373411700000001	0.0013943629769689	6.486901005689841e-05	0.00038089	0.000245634	1.450771921e-07	6.0336061956e-08	-0.00101417	0.0	1.0285407889e-06	0.0	0.000618644	-0.000352594	1.24322528836e-07	3.82720398736e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
48867.23927948098	-117.11683884265948	2388007074.7980485	13716.353940497474	68143.24988902699	-601.6510638612672	4643502505.438377	361984.0026453946	47589.41649774775	-81.86105715089798	2264752562.5961056	6701.232677862585	52449.68224216736	46982.17315999125	1.197734	22.536226	0.07964625	0.0435779	-0.0262468256	-0.0986582024	-0.0086817974	-0.0284212334	0.0425359972	0.0098422777	-0.0779708011	0.0050741483	0.0280163205	0.0550393947	0.0133104059	0.0640445425	-0.0388293459	-0.0255727561	-0.094934772	0.0898147705	-0.0481636794	-0.0495604862	0.1068109684	0.0953654706	-0.0084377654	0.0860109157	-0.0102453737	0.0305274103	-0.0545253933	0.0716952313	0.0513671565	0.0046762553	0.0470122666	0.0166810974	-0.1135247662	-0.028306633	-0.1462014795	0.0448941889	-0.0914690353	-0.0319932143	0.049147812	0.0635500703	-0.0929768853	0.1326141433	0.0370899685	-0.0328289586	0.0093050583	0.0789762137	0.0526143801	0.0326990615	-0.0083273507	-0.0366033468	0.0642981423	-0.0226690777	-0.0334177416	0.0396664758	0.1183829685	0.0208961364	-0.0831654575	0.0921541315	0.05055173	0.0966026595	0.000683523	0.0828005157	-0.0580202564	-0.0092688603	0.0066567522	0.0304712675	0.0640253618	0.0273888858	-0.0014959141	0.023533387	-0.033723455	-0.1314571732	-0.0849391548	-0.0546859759	0.1150427445	0.0403904673	0.017937805	0.0326001103	-0.0381548521	-0.045905762	-0.0931702348	-0.1471961072	0.0093726761	0.0159796866	-0.0769903552	0.102005852	0.1002367339	0.0973108962	0.0932621027	0.0154337	-0.0178658	0.00023819909569	0.00031918680964	-0.00339608	0.00614478	1.15333593664e-05	3.77583212484e-05	-0.0334222	-0.02536807	0.0006435389755249	0.00111704345284	0.000865586	0.000484696	7.49239123396e-07	2.34930212416e-07	-0.000959943	5.422700000000001e-05	9.21490563249e-07	2.940567529000001e-09	0.000552215	-6.642900000000001e-05	4.412812041000001e-09	3.04941406225e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
48933.35700496611	66.11772548512818	2394473427.775465	4371.553623326768	68026.36045267124	-116.88943635574832	4627585716.436754	13663.14033156454	47565.819911317565	-23.59658643018338	2262507223.8358946	556.7988911571143	52400.107539163175	47862.01751692216	1.250095	23.521437	0.0839530699999999	0.0499159	0.0128123184	0.1235923788	0.0243649948	-0.007156448	-0.0179565375	-0.0599059392	0.0573795833	-0.0482988637	0.007161001	-0.0374302153	-0.104108297	-0.0929033989	-0.041192749	-0.0349458222	0.0128589972	0.0192136393	0.0894117729	0.1023192679	0.0485706031	-0.0612101788	-0.0124060652	-0.0753042935	0.1066539375	-0.0404693757	-0.0236711397	-0.0782310216	0.0301260181	-0.1103935602	0.0222440155	-0.0685961111	0.1373415114	0.0015607414	-0.112682338	0.0101255491	0.0057307877	-0.052194071	-0.013137693	0.0627004358	-0.0394709099	-0.1343055838	0.0466766145	-0.073955861	-0.1062200358	0.0188809713	-0.0341391095	0.0352078147	-0.0372250856	0.0872638845	-0.0205362812	0.0962094483	-0.0327328326	0.0236839814	-0.0722621423	0.005946931	0.0660358173	-0.0395251856	0.0485535955	0.0106668026	0.0133551089	-0.0125523174	0.0369822573	0.0372029329	0.043670057	-0.0573038496	0.0512194796	-0.0385367841	-0.0751085136	-0.0495380077	0.0962785157	0.071574725	0.0266179461	-0.0705445767	0.0219904741	-0.1389304315	0.0309247178	-0.1500323182	0.1258821731	0.0140266004	-0.1041579939	0.0574993075	0.0396241786	-0.0310932802	-0.0736409146	0.1018099433	0.0994583687	0.0955792289	0.090232103	0.0147045	-0.0007291999999999	0.00021622232025	5.31732639999999e-07	-0.0464838	-0.0430877199999999	0.0021607436624399	0.0018565516147983	-0.0196581	0.0137640999999999	0.0001894504488099	0.00038644089561	0.000780744	-8.484200000000001e-05	6.09561193536e-07	7.198164964000002e-09	-0.000946927	1.3016000000000026e-05	8.96670743329e-07	1.6941625600000068e-10	0.000122632	-0.000429583	1.84541553889e-07	1.5038607423999997e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
48870.47539442177	-62.88161054434022	2388323365.2767835	3954.096944650079	67743.2210902975	-283.1393623737385	4589144003.688929	80167.89852540723	47552.70237894144	-13.1175323761272	2261259503.5401826	172.06965563874533	52320.3793552674	46060.40648501889	1.557099	29.297943	0.09081349	0.0427761	-0.0535211549	-0.133876481	-0.0190380459	0.008076396	-0.1162684293	0.0126099004	-0.0776692187	0.0913198008	-0.0577476291	0.0215438218	-0.0146512761	0.0644543921	-0.022861927	-0.0127734234	-0.0718164054	0.010700769	-0.0420164338	-0.0631780264	-0.0295376164	-0.1457721233	-0.0813088008	-0.0560656042	0.0435090688	-0.084024371	0.087880951	0.0653052526	0.1138116557	0.0316576666	0.0308696199	0.100765385	-0.1202256953	-0.0607133669	0.0245993253	-0.0672332262	0.027688175	-0.164508742	-0.0392933243	0.1021858068	0.0977630045	0.063946933	0.0109630053	-0.0004618108	-0.0322962102	0.0322843906	0.0834662174	-0.097338089	0.0121416144	0.0893505689	-0.0593601482	-0.0154383132	0.0301935141	0.0224152888	0.0374975063	-0.106835556	0.0088054767	0.0710540598	-0.0313228927	-0.0696019177	0.007372141	-0.1047253719	0.0207881296	-0.1140402211	0.1696835132	0.0316679457	0.0129767803	-0.0855722973	0.0490378193	-0.1244255644	0.0083791446	0.0733985307	-0.0002479813	0.0330371813	-0.0349217605	0.0179400601	0.0432809246	0.0053930141	-0.1684017405	-0.1815528104	-0.0181939504	-0.120293153	-0.0535348714	0.006554362	-0.0835010365	0.1015862008	0.0985712473	0.0936124309	0.0868075413	0.00532136	-0.00938314	2.83168722496e-05	8.804331625960003e-05	-0.0239076	0.0225761999999999	0.00057157333776	0.0005096848064399	-0.0176306	0.0020275	4.110756250000006e-06	0.0003108380563599	0.000306052	-0.000474692	9.3667826704e-08	2.25332494864e-07	-0.00111072	-0.0001637929999999	1.2336989184e-06	2.6828146848999993e-08	0.00062068	0.000498048	2.48051810304e-07	3.8524366240000006e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
49013.45181381606	142.97641939429013	2402318458.7052684	20442.256502811942	68329.35289417613	586.1318038786267	4668900466.936856	343550.4915180129	47629.92591497748	77.22353603604279	2268609842.666244	5963.474517909999	52377.2183563547	47422.18941412286	1.406198	26.45862	0.05734215	0.0289153	-0.0054945088	0.0692070514	-0.0971475171	-0.0027962051	0.0061685623	0.0621629398	-0.0542912742	-0.1200858283	0.0451906418	0.1159749361	0.0081277971	-0.035324215	-0.0566295886	0.0043737149	-0.0133288282	0.0090888341	-0.0919871817	0.0469081433	0.0247108427	0.0304515266	0.0301809985	0.0342880526	-0.0873399129	0.0618609452	-0.074706242	0.1036897905	-0.0904282011	-0.0499357777	0.0049907269	0.0151696162	0.1316154923	0.0268581105	0.0631655837	0.0019593764	0.1121542376	-0.0385862805	0.1045937533	-0.0111070195	-0.0015193316	0.0256153556	0.0977178812	0.1313534445	0.1296686236	-0.00468283	-0.0145367702	0.0076351251	-0.0984437784	0.0437103046	0.0008884535	-0.0553962115	0.0449763299	0.0852388707	0.0284099936	0.0928336557	-0.0673516435	0.0366541904	0.011038798	0.0309290792	0.0409469682	0.0937081705	0.0723694872	-0.0218005576	0.0839752133	0.0355288399	-0.1010311339	0.104948702	0.0343362418	0.0593095215	0.0014890246	0.0259904219	0.1452880721	-0.0341767582	-0.0019124489	0.1216455777	0.1014801534	-0.0513963451	0.0764611312	0.0215734424	0.089395936	-0.0406805006	8.86744e-05	0.1082962788	-0.1872403069	0.1013346856	0.0975763397	0.0914153405	0.0830033923	0.00957001	0.00424865	9.15850914001e-05	1.8051026822500005e-05	-0.0180283	0.0058793	0.00032501960089	3.456616849000001e-05	-0.027262	-0.0096314	9.276386596000004e-05	0.000743216644	0.000299343	-6.7090000000000335e-06	8.9606231649e-08	4.5010681000000446e-11	-0.000707731	0.000402989	5.008831683609999e-07	1.62400134121e-07	0.000278722	-0.0003419579999999	1.1693527376399997e-07	7.768595328400002e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
