onset	duration	trial_type	identifier	correct_response
26.02	26	social	["fischer_videos/social.nobarriers.i.2.mp4"] & ["fischer_videos/social.nobarriers.c.9.mp4"]	false & true
52.05	26	physics	["fischer_videos/physics.barriers.i.1.mp4"] & ["fischer_videos/physics.nobarriers.i.10.mp4"]	false & false
78.11	26	social	["fischer_videos/social.barriers.i.3.mp4"] & ["fischer_videos/social.barriers.i.9.mp4"]	false & false
104.15	26	social	["fischer_videos/social.barriers.c.4.mp4"] & ["fischer_videos/social.nobarriers.i.8.mp4"]	false & false
130.19	26	physics	["fischer_videos/physics.nobarriers.c.7.mp4"] & ["fischer_videos/physics.nobarriers.i.6.mp4"]	false & false
156.25	26	physics	["fischer_videos/physics.barriers.i.3.mp4"] & ["fischer_videos/physics.nobarriers.c.5.mp4"]	true & false
182.3	26	social	["fischer_videos/social.barriers.i.7.mp4"] & ["fischer_videos/social.barriers.c.6.mp4"]	true & true
208.35	26	physics	["fischer_videos/physics.barriers.i.7.mp4"] & ["fischer_videos/physics.barriers.c.4.mp4"]	false & false
260.4	26	physics	["fischer_videos/physics.nobarriers.c.9.mp4"] & ["fischer_videos/physics.nobarriers.i.8.mp4"]	true & false
286.44	26	social	["fischer_videos/social.nobarriers.i.6.mp4"] & ["fischer_videos/social.nobarriers.i.10.mp4"]	false & false
312.48	26	physics	["fischer_videos/physics.barriers.c.6.mp4"] & ["fischer_videos/physics.nobarriers.i.2.mp4"]	false & false
338.52	26	physics	["fischer_videos/physics.barriers.c.10.mp4"] & ["fischer_videos/physics.nobarriers.c.1.mp4"]	false & false
364.55	26	social	["fischer_videos/social.nobarriers.c.7.mp4"] & ["fischer_videos/social.barriers.c.2.mp4"]	false & false
390.59	26	social	["fischer_videos/social.nobarriers.c.5.mp4"] & ["fischer_videos/social.barriers.i.1.mp4"]	true & false
416.65	26	physics	["fischer_videos/physics.barriers.i.9.mp4"] & ["fischer_videos/physics.barriers.c.2.mp4"]	false & true
442.69	26	social	["fischer_videos/social.barriers.c.10.mp4"] & ["fischer_videos/social.nobarriers.c.1.mp4"]	false & false
