onset	duration	trial_type	identifier	response
4.000297	9.973539	attention_check	n3.mov	Neutral
20.02308	9.974904	experimental_trial	50.mov	n/a
32.02335	9.973832	attention_check	a2.mov	Adversarial
48.05279	9.981256	experimental_trial	14.mov	n/a
60.05308	9.968825	experimental_trial	36.mov	n/a
72.05337	9.970406	experimental_trial	40.mov	n/a
84.05364	9.966735	experimental_trial	2.mov	n/a
96.05392	9.967718	experimental_trial	29.mov	n/a
108.0542	9.971027	experimental_trial	27.mov	n/a
120.0545	9.967469	experimental_trial	9.mov	n/a
134.0548	9.96677	experimental_trial	42.mov	n/a
146.0551	9.965828	experimental_trial	38.mov	n/a
158.0554	9.968907	experimental_trial	21.mov	n/a
170.0558	9.971085	experimental_trial	6.mov	n/a
184.056	9.970454	experimental_trial	11.mov	n/a
196.0563	9.969544	experimental_trial	32.mov	n/a
208.0566	9.967381	experimental_trial	37.mov	n/a
220.0569	9.96582	experimental_trial	12.mov	n/a
232.0572	9.969266	experimental_trial	8.mov	n/a
244.0573	9.972792	experimental_trial	45.mov	n/a
258.0578	9.968163	experimental_trial	17.mov	n/a
270.0581	9.974681	attention_check	f2.mov	Friendly
288.0787	9.973989	experimental_trial	46.mov	n/a
300.079	9.967566	experimental_trial	33.mov	n/a
312.0793	9.969729	experimental_trial	48.mov	n/a
326.0796	9.971581	experimental_trial	25.mov	n/a
338.08	9.966692	experimental_trial	15.mov	n/a
350.0803	9.969236	experimental_trial	47.mov	n/a
