global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	t_comp_cor_06	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	cosine00	cosine01	cosine02	cosine03	cosine04	cosine05	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25
60766.37570475083	n/a	n/a	3692552416.290932	100341.36169724238	n/a	n/a	10068388867.25682	58697.58546161168	n/a	3445406539.0232067	n/a	71995.44951605445	61907.6723777417	n/a	n/a	n/a	n/a	0.1655544474	-0.0109288348	0.0798154794	-0.1130021463	0.0006731806	-0.2603876085	-0.1178965599	-0.0895003561	0.1530749507	-0.0716453895	0.0813504764	-0.0498101694	0.1021589559	-0.3359817111	-0.1686573989	0.17692055	-0.0031418927	0.0415403149	-0.1126396333	0.1653409479	-0.136203683	0.1129246124	-0.0249887207	0.0192356271	-0.1523543026	0.0013943289	-0.0592794035	0.0626296629	-0.1482837778	0.0835170461	-0.1148201614	0.007394322	-0.0120544383	0.0604431445	-0.0113944753	0.0906402514	-0.0323974009	0.0314363946	-0.0240173897	0.0187136338	0.0496725784	-0.0617987816	-0.0124013173	0.1007805835	0.0363013305	0.0346710158	-0.1911306376	0.1008457256	-0.3077228451	-0.0439310824	0.0914290032	-0.1086296819	0.2329287894	-0.0780726193	0.044135446	-0.0283958167	0.1069871337	-0.1441017574	0.0039663314	0.0476913063	-0.0162392065	0.1391244887	-0.0657492796	0.0632851267	-0.0306692018	0.0602628033	-0.0206605459	0.0679184799	-0.0391051672	0.063987965	-0.0469735652	0.0901651253	0.0901596109	0.0901504204	0.0901375543	0.090121013	0.0901007972	0.0629481	n/a	0.00396246329361	n/a	0.105924	n/a	n/a	0.011219893776	-0.691517	n/a	n/a	0.478195761289	0.00150353	n/a	n/a	2.2606024609000005e-06	0.00251951	n/a	n/a	6.3479306401e-06	0.00156124	n/a	2.4374703376e-06	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
61260.93734818164	494.5616434308031	244591.2191529768	3752902444.777836	101020.0794328962	678.7177356538159	460657.7646910431	10205056448.628656	59041.83342917195	344.24796756027354	3485938094.6780863	118506.66316937914	72516.75454215116	62944.85618068624	1.48525	26.45582	0.24729585	0.158191	0.1740213993	-0.0484020569	0.0274163407	-0.0140874806	-0.0435875948	-0.1782149168	-0.0928483417	0.033819924	0.1043932675	-0.018671197	-0.0276878184	0.0078781738	0.0287684445	-0.2688888344	0.1044012139	0.0070285971	0.0090101505	0.1185064046	-0.1220787817	0.1023548887	-0.1028074452	0.0644145591	0.1295382853	0.0307363608	-0.2144160308	-0.0165179563	0.0156337901	0.0311558489	-0.1127958371	-0.0536657764	-0.0232311961	-0.1939304118	-0.0775433887	0.0017079856	-0.0038366365	-0.0909473534	-0.0447175597	-0.1307260336	-0.1095697391	0.1350423692	-0.0846522699	-0.0474058949	0.0670388443	0.0831053878	-0.0461914187	-0.040415157	-0.0216516626	-0.0612551997	-0.0638057369	0.0890695896	0.2118368866	-0.0531150531	0.1964273388	-0.0517477871	-0.1607982864	0.1147013683	0.1369719147	-0.057798083	-0.042812997	-0.0459781469	0.1129059223	0.158735952	-0.0395510319	0.1338431073	-0.051952375	0.0982621713	-0.014628153	-0.0305317989	0.1462135305	-0.0997256269	-0.0003833912	0.0901504204	0.0901007972	0.0900181122	0.0899023957	0.0897536901	0.0895720499	0.0637951	0.0008469999999999	0.0040698147840099	7.174089999999774e-07	0.111207	0.0052829999999999	2.791008899999996e-05	0.012366996849	-0.559358	0.132159	0.017466001281	0.312881372164	0.000672073	-0.000831457	6.913207428490001e-07	4.51682117329e-07	0.00350288	0.00098337	9.670165568999998e-07	1.22701682944e-05	0.00119593	-0.00036531	1.4302485649e-06	1.334513961e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
60963.24585905076	-297.691489130877	88620.22270095907	3716517345.6710696	100989.14168584914	-30.937747047049925	957.1441923472464	10198806738.444511	58801.45253013959	-240.3808990323596	3457610819.65426	57782.976619605455	72039.1635091834	61843.5487255763	1.278346	22.770357	0.195038	0.0830326	0.13600933	0.0310282228	0.0421121016	-0.1374697886	0.0064604773	-0.1577680867	-0.0743024636	-0.0755101301	0.0688006902	-0.0581293653	0.0679984783	-0.0087697534	0.1188991212	-0.2496329325	-0.0472405394	0.0090428616	-0.0702444387	0.0401415938	-0.2140208374	0.0657977904	-0.0935227257	-0.035694076	-0.1068368691	0.0486637249	0.0362191834	0.0094144985	-0.1400249568	0.1157742355	-0.0924085269	0.0741460219	-0.143513551	-0.0986421423	0.1034946126	-0.036157627	0.0936490658	-0.1056629639	0.1955252108	0.033251679	0.0128066133	0.0658674641	-0.0591148548	-0.0127665901	0.0264867972	0.1247834259	0.0531329598	0.0571160198	-0.1202826114	0.021185919	-0.1624319755	0.0109003482	0.0709456255	-0.086914338	0.2437206034	0.0991145612	-0.0114174831	-0.0643067467	0.0645315149	0.0311301539	0.1586417249	0.0087853661	-0.0295813045	0.0746429223	0.0267378175	-0.0563469284	0.1201188146	0.1935936246	0.0665556327	0.1299394965	0.0854957386	0.1474205232	0.0447776724	0.090121013	0.0899832084	0.0897536901	0.089432692	0.0890205414	0.0885176582	0.0191703	-0.0446247999999999	0.00036750040209	0.0019913727750399	0.130966	0.019759	0.0003904180809999	0.017152093156	-0.532395	0.026963	0.000727003369	0.2834444360249999	0.00155444	0.000882367	7.78571522689e-07	2.4162837136e-06	0.00264291	-0.0008599699999999	7.395484008999997e-07	6.9849732681e-06	0.000864443	-0.000331487	7.47261700249e-07	1.09883631169e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
61357.512677855455	394.2668188046955	155446.3244103746	3764744362.0131927	100836.7784423828	-152.363243466345	23214.557959584727	10168055886.638197	59052.50127894987	251.0487488102808	3487197907.3003764	63025.47427920747	72378.5560418869	63158.63837495373	1.419755	25.289196	0.1587685999999999	0.100429	0.1441147383	-0.0946767616	0.0690632999	-0.0124329716	-0.1015537502	-0.1395262042	-0.1246544471	-0.0334668776	0.1222968717	-0.0096532281	-0.0538425612	-0.0684807121	0.0251859223	-0.0613442941	0.097602073	-0.0410120973	0.0083236155	0.0632379238	0.0013418639	-0.0498678546	-0.1514700432	-0.0678610959	-0.0448632749	-0.0967014579	-0.0701098343	-0.0488577163	0.0877181847	-0.0204666388	0.1024649823	0.0005870701	-0.1592081947	-0.1025000154	0.0155206938	0.0002209492	0.0214134685	0.0434335804	-0.1419790886	-0.0442895677	-0.0413481778	-0.0436273045	0.0252859992	0.0488989306	0.0388298742	0.032697856	-0.05547308	0.0030308295	-0.0770578652	0.0002659958	0.0148193931	0.0839465998	0.1557171024	-0.1049074028	0.0614816021	-0.0428137137	-0.1793257238	-0.0948880869	-0.0300428021	-0.015603637	0.0003850795	-0.0326855191	0.0654961183	-0.1149210763	0.0969285716	0.080049698	0.0701056454	-0.0357176914	0.0118246032	0.0875076818	0.0940318345	0.131508787	0.0986821852	0.0900769079	0.0898069209	0.089357542	0.0887296686	0.0879245551	0.0869438097	0.0352693	0.016099	0.00124392352249	0.000259177801	0.143595	0.012629	0.000159491641	0.020619524025	-0.447151	0.0852439999999999	0.0072665395359999	0.199944016801	0.00085165	-0.00070279	4.939137841e-07	7.253077225000001e-07	0.00252949	-0.0001134199999999	1.2864096399999985e-08	6.398319660100001e-06	0.000784721	-7.972199999999995e-05	6.157870478410001e-07	6.3555972839999925e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
61178.27801718163	-179.23466067382833	32125.063586862383	3742781701.1475687	101890.56528145926	1053.7868390764634	1110466.7022107642	10381687293.37531	58988.68891775063	-63.81236119924142	3479665420.235156	4072.017441822453	72540.56553498282	62872.861478995714	1.534563	27.334202	0.19113811	0.0841914	0.1505160283	0.048694183	-0.0385303555	0.0173718595	0.0084553352	-0.0692704456	-0.0609203031	0.0889697028	0.0376803911	-0.0856372168	-0.0351895243	0.0763267118	-0.002653566	-0.0980765753	0.0234188115	0.0465183838	0.0015317166	-0.0284276127	-0.0228839807	0.0797372285	-0.0306816708	0.1278933826	0.1775926304	-0.0860512278	-0.0715106942	0.0755448808	-0.0510507405	-0.1031728706	0.0681186243	0.0244263477	0.0154870537	0.1352717894	0.0955098712	-0.0850492941	0.0257379614	-0.0614078404	0.0353504949	-0.0069138507	-0.0703492214	0.0227723243	0.0512060795	0.0984701654	-0.0565346591	-0.047722426	0.1575659744	-0.0416124187	0.0283424545	-0.0665198991	-0.1512597719	-0.0285931968	-0.0043424927	-0.0096462207	0.0178155828	-0.0379976481	-0.0871806673	0.0158212722	0.0762238512	0.0395324824	0.0152045106	0.1169071243	0.0594277187	0.1642588258	-0.1446409276	-0.0702186627	-0.1146256936	-0.0075174041	-0.0608618482	0.014707505	-0.2049828557	-0.0452392578	-0.0303422055	0.0900181122	0.0895720499	0.0888302494	0.0877951597	0.0864701985	0.0848597403	-0.00875736	-0.04402666	7.669135416960001e-05	0.0019383467907556	0.152481	0.008886	7.896099600000009e-05	0.023250455361	-0.378456	0.068695	0.004719003025	0.143228943936	0.00139105	0.0005394	2.9095236e-07	1.9350201025e-06	0.00201577	-0.00051372	2.639082384000001e-07	4.0633286929000005e-06	0.00112221	0.0003374889999999	1.2593552841e-06	1.1389882512099997e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
61117.55361403034	-60.72440315128915	3687.453138080296	3735355359.7638726	100103.17906261624	-1787.3862188430212	3194749.4953099526	10020646458.442211	58742.81502815673	-245.87388959390228	3450718317.432236	60453.96958403444	72108.07702662527	62712.66450788191	1.489702	26.535116	0.176213435	0.0838118	0.150350927	-0.0116212696	0.0394627898	-0.0662922817	-0.0304004741	-0.1236449599	-0.0066274382	-0.0527618074	0.1125062149	-0.0384238214	0.0975810356	-0.0053068275	-0.028187976	-0.0735875626	-0.1069724165	-0.0167028792	-0.0368574216	-0.0253493686	-0.0606186372	0.09129718	-0.0769029919	-0.0513202988	-0.1553752349	-0.0599093408	0.0929855116	0.0712924486	0.0252557127	0.118372501	-0.0922883384	-0.092164859	0.1319972574	-0.1186217601	0.1430383979	0.1243307925	0.066694017	-0.0283691371	-0.0180498053	-0.0150613059	0.0540652177	0.0738561026	0.0238001259	-0.0527407875	-0.0372717463	-0.1589740099	-0.0401718325	0.0261219713	-0.0837854277	0.0667939202	-0.1177287288	-0.0487727269	0.0801616116	-0.0466878833	0.0958893954	0.0618439656	0.0982794495	-0.0753724305	-0.0415698159	0.0073251138	0.109186029	-0.0557301047	-0.1335492584	-0.1778243797	0.1327668173	-0.0058893733	-0.1027761658	0.1516632885	0.0924134536	-0.1613670577	0.0236728811	-0.0054064953	0.0531977873	0.0899446357	0.0892787486	0.0881725861	0.0866316032	0.0846633992	0.0822776803	0.015894	0.0246513599999999	0.0002526192359999	0.0006076895498495	0.185508	0.033027	0.001090782729	0.034413218064	-0.397984	-0.0195279999999999	0.0003813427839999	0.158391264256	-6.07645e-05	-0.0014518145	2.10776534241025e-06	3.6923244602499996e-09	0.00199005	-2.571999999999991e-05	6.615183999999954e-10	3.960299002500001e-06	0.000619603	-0.000502607	3.8390787760900004e-07	2.52613796449e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
61091.64582460315	-25.90778942719044	671.2135530036406	3732189189.558751	102276.48891485303	2173.3098522367945	4723275.713829517	10460480184.750055	58857.25300404505	114.4379758883224	3464176231.1821704	13096.05032541626	72618.2781448203	62045.798095703125	1.610012	28.678122	0.256127175	0.170259	0.0430757863	-0.0313267769	0.0051151607	0.0041400086	-0.008605984	0.0035353308	0.033833084	0.0795590677	-0.0595798107	0.0670630788	-0.0699967773	0.0884514837	0.0987792444	-0.0079244349	-0.0173092088	-0.0922776308	0.0043637664	0.0656939961	0.0035090607	-0.0412131103	-0.0665350473	-0.1100133276	0.0499426189	-0.1198374873	0.0867620284	-0.023156266	-0.0192195761	-0.0371628815	0.0128747235	-0.0429602199	0.0717793523	0.0355726917	-0.0281994448	-0.0621472478	0.0826983164	0.0895753912	-0.031165957	-0.0599822083	-0.0260828218	-0.0921647877	-0.0926399225	0.0153583668	-0.084895428	0.008645561	-0.047463206	-0.0278011528	0.0751235487	0.0323306904	0.0561312352	0.0065638815	-0.047026401	-0.0810250085	0.0388014549	-0.0105411666	-0.1245611578	0.0501735353	-0.0913833532	0.1241500612	0.0095523598	0.148981739	0.1165709308	-0.1030937949	-0.0408625952	-0.1032862978	-0.009709243	0.100672904	-0.0209180329	-0.0238233952	-0.0609647972	0.078269901	0.0217225435	0.0898564901	0.0889272083	0.0873855175	0.0852420348	0.0825115216	0.079212782	0.0358144	0.0199204	0.00128267124736	0.00039682233616	0.166731	-0.018777	0.000352575729	0.0277992263609999	-0.229294	0.16869	0.0284563161	0.052575738436	0.000281274	0.0003420385	1.1699033548224999e-07	7.9115063076e-08	0.0013816	-0.00060845	3.702114025000002e-07	1.90881856e-06	0.00064391	2.4307e-05	4.146200881000001e-07	5.908302489999997e-10	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
60930.70564767672	-160.94017692642956	25901.740549110447	3712550890.723824	100065.64675176713	-2210.8421630859084	4887823.070078379	10013133659.849443	58668.40265109454	-188.85035295051057	3441981469.630957	35664.45580953242	72030.3282282307	61449.71500751461	1.196484	21.312208	0.19196356	0.104878	0.0506379625	-0.0243822786	-0.0135159988	-0.0705702438	-0.0237557044	0.0182417518	-0.0240249052	-0.0481624675	0.068520916	0.0205220784	0.1190724033	-0.0196721074	-0.0934735424	-0.0425487808	-0.1628016336	0.0853895531	0.0006996828	-0.0094960242	0.0714918027	-0.0138582101	-0.1405515159	0.0684309978	-0.1065762501	-0.1361452425	-0.0062775014	0.0491268675	0.0013443725	-0.0448518234	-0.0850649813	-0.0928814287	0.0321452485	0.1318802866	-0.0462329517	-0.0812707763	0.0265230158	-0.1145697447	-0.0535802391	0.0964323271	0.0936799691	-0.0026636735	0.0708083691	-0.054674856	0.0427701735	-0.0021949344	0.0522682629	0.0322540648	-0.0574187792	0.0557125578	-0.0964440005	-0.148526073	-0.0063847716	0.0322591571	0.0093889536	0.0083600405	0.020286839	-0.1098685161	0.0022486128	0.0773790018	-0.1551860031	-0.0348130359	0.1068459303	-0.164088249	-0.0484132224	-0.1065279162	-0.1141981047	0.036818058	-0.1377023542	0.0355886402	-0.0910376508	-0.1447278947	0.0237461564	0.0897536901	0.0885176582	0.0864701985	0.0836300796	0.0800233365	0.0756830317	0.00228114	-0.03353326	5.2035996996e-06	0.0011244795262276	0.20743	0.040699	0.001656408601	0.0430272049	-0.295012	-0.065718	0.0043188555239999	0.087032080144	0.00118566	0.000904386	8.179140369960001e-07	1.4057896356000002e-06	0.00127294	-0.00010866	1.18069956e-08	1.6203762436e-06	0.00067113	2.722e-05	4.504154769000001e-07	7.409284000000001e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
61010.58590842829	79.8802607515754	6380.856057739678	3722291592.889709	101154.52049037388	1088.8737386067514	1185646.018627444	10232237015.637468	58790.88083954632	122.47818845177972	3456367669.8897347	15000.906646429668	72297.09980757796	61643.84919020266	1.13521	20.220768	0.17756476	0.0903712	0.0599717321	-0.0490242819	0.022670601	-0.0645283848	-0.0294488427	0.0125899405	0.0239457646	-0.0302677258	0.0776675596	0.0013840628	0.0208734457	-0.0367752295	0.0559651816	-0.0033413295	-0.0524270558	0.04327408	-0.0534675491	0.0615273128	-0.0322497964	-0.051794343	-0.1103894968	0.1198262778	0.0233936858	-0.040387526	0.0863447139	0.0050546155	0.0294648379	0.0853452453	0.1340250582	0.0237967809	0.029736714	-0.0819597055	0.0442866555	-0.0015622786	-0.0411673735	0.0038913669	0.0107120906	-0.1554617755	0.0480417771	-0.1285554531	0.0010980023	0.0080880099	0.0439431747	-0.0620043702	-0.0146814321	0.0235231673	-0.0565040239	0.0410463691	-0.0004398812	-0.0237014744	0.0605792239	-0.0191899472	0.0747346758	-0.0710819522	-0.0662996845	-0.0307690931	-0.0333170966	0.1087028005	0.0515926465	0.0356701692	-0.0183605032	-0.0779057001	0.0461349905	-0.0770701813	0.2048069802	-0.2542866986	-0.0569690446	-0.1328059126	0.0883638466	-0.0339676557	0.0132362448	0.0896362522	0.0880503657	0.0854279726	0.0817999431	0.0772089855	0.0717091433	0.0228711	0.0205899599999999	0.0005230872152099	0.0004239464528015	0.193279	-0.0141509999999999	0.0002002508009999	0.037356771841	-0.235172	0.05984	0.0035808256	0.0553058695839999	0.00053975	-0.00064591	4.171997281000001e-07	2.913300625e-07	0.000400921	-0.0008720189999999	7.604171363609999e-07	1.60737648241e-07	0.000529383	-0.000141747	2.80246360689e-07	2.0092212009000003e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
61072.08603217786	61.50012374956714	3782.265221212072	3729799692.321734	101687.00743466332	532.4869442894415	283542.3458387067	10340247481.017273	59068.1072235882	277.22638404188183	3489041290.9773126	76854.46800893695	72791.790491213	61288.387118822495	1.601818	28.532164	0.24259675	0.120417	-0.0185898792	0.0096164213	-0.0635645105	0.0860512013	0.0302657068	0.1594739297	-0.0828295177	0.0967620847	-0.0270386502	0.040726061	-0.0095476757	0.0565418029	0.0685732769	-0.0479589965	0.0467804125	-0.0055405025	-0.1142331571	-0.1080826579	0.16324664	-0.0318727937	-0.0520688878	0.0495895882	0.0366008456	-0.1995699998	0.0627294307	-0.0400970807	-0.1277395316	-0.0168289554	0.1335510566	-0.0548336974	0.0205776846	-0.0973901497	-0.0457786759	-0.1372991722	-0.1084620419	-0.0149578269	-0.0211838143	-0.0947263739	0.1386347864	0.0277777841	-0.1150986502	0.0751689167	0.0675429892	0.0217802135	-0.0155977355	-0.1102751855	0.0361429892	0.004140519	-0.0412328116	-0.0146530793	-0.1240585787	-0.1177005941	-0.108381402	-0.0038359841	-0.0113038529	-0.0294589875	0.0368119623	0.1313455689	-0.0510866388	0.1612113708	0.2668414724	-0.1524908591	-0.0794948987	-0.0824904476	0.0900124289	-0.0627504602	-0.1269421593	0.0082534615	0.0280031913	-0.1342331975	0.0181275724	0.0895041956	0.0875256354	0.0842603694	0.0797563999	0.0740799394	0.0673144371	0.016032	-0.0068390999999999	0.000257025024	4.677328880999997e-05	0.0948459	-0.0984331	0.00968907517561	0.00899574474681	-0.214168	0.0210039999999999	0.0004411680159999	0.045867932224	0.00177056	0.00123081	1.5148932561000005e-06	3.1348827136e-06	0.000614865	0.000213944	4.5772035136000016e-08	3.780589682250001e-07	0.00141104	0.0008816569999999	1.9910338816e-06	7.773190656489998e-07	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
