global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	cosine00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01
60992.98263828939	n/a	n/a	3720143931.114671	102233.22441966063	n/a	n/a	10451632175.240696	58405.54763263539	n/a	3411207994.268041	n/a	71760.79024564303	66650.08272937707	n/a	n/a	n/a	n/a	-0.0580735921	0.1644319382	0.0342284143	-0.0120000381	0.2187477186	-0.2000317742	-0.0979209884	0.082373939	0.0484855677	0.1887570304	-0.1296235154	0.0573505243	-0.0164444007	-0.0783423938	0.2079390669	-0.1729033317	0.033587045	-0.1622683623	-0.09781916	0.0260764978	-0.157846819	0.0348165684	-0.1492830827	0.2139778	-0.0903858055	0.0134193177	-0.1035089013	0.0428848205	-0.0714842901	0.1118445219	-0.0342798623	-0.0458430348	0.0188403229	-0.0566021133	0.2577645522	-0.1614994613	0.100654231	-0.0903579943	0.0630750273	-0.0488762669	-0.225119736	0.0031397526	-0.0406081927	0.1086736001	-0.1325317515	0.0145446383	-0.223522743	0.1490484942	-0.108941	n/a	0.0118681414809999	n/a	-0.239504	n/a	n/a	0.057362166016	-0.0565518	n/a	n/a	0.00319810608324	-0.000136576	n/a	n/a	1.8653003776e-08	-0.000719897	n/a	n/a	5.18251690609e-07	-0.00266084	n/a	7.080069505599999e-06	n/a	0.0	0.0
61157.56964029064	164.58700200125168	27088.881227760023	3740248324.306999	102805.97612086982	572.7517012091848	328044.5112380153	10569068726.164856	58513.80871182305	108.26107918765774	3423865809.9638186	11720.4612668763	71567.84463474894	66625.67226111631	1.2549	21.271168	0.0834969	0.0430291	-0.1775147168	-0.0934441812	0.0718716161	-0.0499976476	0.103818815	-0.1772905626	-0.155718624	-0.083432672	0.073333109	0.008502596	0.1505885543	0.1239509995	0.0579848261	-0.005701794	0.0851368697	0.0189808975	0.1469818064	0.2367694369	-0.0783872251	0.0363304724	0.00597673	0.0117562618	0.195005638	0.1365751925	-0.1288540013	0.0351877934	0.0786174775	0.19701935	-0.1363490374	-0.0309686647	-0.040202836	-0.1398779739	-0.0246573243	-0.0100163854	-0.0065812401	-0.0771752932	-0.003047605	-0.0206851102	0.2300125518	-0.0694128751	-0.0180049787	-0.0660648113	-0.0783886078	-0.0257736893	-0.1740290667	0.0035186224	0.1983732912	0.1488669016	-0.116843	-0.007902	0.013652286649	6.24416040000001e-05	-0.216843	0.0226609999999999	0.0005135209209999	0.047020886649	-0.0530135	0.0035383	1.2519566890000008e-05	0.0028104311822499	-0.000632761	-0.000496185	2.46199554225e-07	4.0038648312100003e-07	-0.00022817	0.000491727	2.417954425290001e-07	5.2061548900000003e-08	-0.00266084	0.0	7.080069505599999e-06	0.0	0.0	0.0
61153.79843218732	-3.7712081033168943	14.222010558523008	3739787062.684597	101748.41160243332	-1057.5645184364985	1118442.710655823	10352739263.618189	58453.67208162783	-60.13663019521482	3416831779.826477	3616.414291236023	71497.28057287494	67546.52096227859	1.290012	21.866327	0.11726195	0.0612912	-0.0009775028	0.1220601847	-0.1727032845	0.0418206634	0.1623123638	-0.0184832479	-0.0627515814	0.2152616314	-0.0756077516	-0.0112541347	0.041179773	-0.052200331	-0.0111937716	-0.0030964867	-0.0978092124	-0.0227746038	0.2716455555	0.0062643529	-0.0232636578	-0.1513912157	-0.0468054499	0.0961275385	-0.1389719819	0.0742297838	0.1316776887	-0.0257838256	0.086182147	0.0564563009	-0.1957250258	0.1054531253	-0.0481923985	-0.0472078689	0.0660329233	-0.0118047947	0.0924764548	0.2195272846	-0.0054688377	-0.0825706107	0.0870410787	0.0383086202	-0.126824794	-0.1879456271	0.125452361	0.0842465057	0.0618458202	-0.014466481	0.0031950047	0.1485039376	-0.132409	-0.0155659999999999	0.017532143281	0.0002423003559999	-0.180904	0.035939	0.001291611721	0.032726257216	-0.0951371	-0.0421236	0.00177439767696	0.00905106779641	-0.000520694	0.0001120669999999	1.2559012488999996e-08	2.71122241636e-07	0.00013243	0.0003606	1.3003236e-07	1.75377049e-08	-0.00266084	0.0	7.080069505599999e-06	0.0	0.0	0.0
61204.63491866231	50.836486474989215	2584.348357121761	3746007335.526738	102614.8723222283	866.4607197949808	750754.1789476363	10529812021.707216	58582.00142671599	128.32934508816106	3431850891.1597548	16468.420810756328	71994.9999655699	67891.3910749694	1.189325	20.159641	0.17326165	0.0817434999999999	0.0992957415	-0.0145231852	0.0296544623	0.0061963008	0.2291494906	0.076876898	0.1143888898	0.1558992527	-0.0358341418	-0.1324066716	-0.1198902214	0.1532071457	0.0166218863	-0.1129539902	0.0802494663	0.0446941523	0.2459949165	-7.09721e-05	0.073954578	0.1730440248	-0.3068029641	-0.0294324021	0.1492598615	-0.1719843627	-0.1061536567	0.064897915	0.1769763823	-0.0746263225	-0.1505419393	-0.0060994304	-0.1686182517	0.1051957654	0.0790633626	-0.1038635142	0.0989500637	0.0138688196	-0.3365003061	-0.051667082	-0.042583242	0.0135581067	-0.2937195652	-0.2086685911	-0.134583491	0.0755813602	-0.1157251406	0.1138459205	0.240416189	0.1479600444	-0.117114	0.015295	0.013715688996	0.000233937025	-0.207886	-0.0269819999999999	0.0007280283239999	0.043216588996	-0.143744	-0.0486069	0.00236263072761	0.020662337536	-0.00128223	-0.000761536	5.799370792960001e-07	1.6441137729000005e-06	0.000167509	3.507900000000001e-05	1.2305362410000003e-09	2.805926508100001e-08	-0.0018099	0.0008509399999999	3.27573801e-06	7.240988835999999e-07	0.0	0.0
61226.83412786807	22.199209205755324	492.80488936089193	3748725217.32147	101539.79667906548	-1075.0756431628251	1155787.638521962	10310330309.625956	58452.423439467886	-129.5779872481071	3416685805.9468546	16790.454779270603	71439.13569210737	66572.37653343336	1.3207	22.386505	0.1445023999999999	0.0734569	-0.177477907	0.0069639872	-0.1572715792	0.0003127897	0.2276103244	0.091690553	-0.192436488	0.0666858167	-0.1561560954	0.0857545669	0.002742738	-0.0244784579	-0.0492520711	0.0298210059	0.0434469591	-0.0056211889	0.2579815948	0.0487935975	0.0660798759	0.0092374609	-0.1557548199	0.0691948136	0.0428610808	-0.025793557	-0.0267908858	-0.0794938368	-0.0230839067	-0.132906564	-0.038536268	-0.0481819106	-0.0184738143	-0.1354617807	0.1198505143	-0.0489628635	0.0393917731	0.1047994645	0.0110887511	-0.1127235138	0.1248942174	-0.0918765128	0.0259100005	-0.0657669624	0.0758685678	0.1456720668	-0.0656872074	0.0191512372	0.1592531049	0.1472358847	-0.116882	0.0002319999999999	0.013661401924	5.382399999999819e-08	-0.165356	0.0425299999999999	0.0018088008999999	0.027342606736	-0.169194	-0.02545	0.0006477025	0.028626609636	-0.000520694	0.000761536	5.799370792960001e-07	2.71122241636e-07	0.000601291	0.0004337819999999	1.88166823524e-07	3.61550866681e-07	-0.00214039	-0.0003304899999999	4.581269352099999e-06	1.0922364009999993e-07	0.0	0.0
61547.64127119389	320.80714332582284	102917.22320887505	3788112146.047569	102488.69734648686	948.9006674213888	900412.4766327571	10503933083.779783	58539.99453912154	87.57109965365089	3426930960.6403794	7668.697494549655	71681.59055739183	68803.42479389544	1.416022	24.00226	0.1198907499999999	0.060933	0.1649550924	0.0284343168	-0.0940402565	-0.215787713	0.2291793931	-0.0833062767	0.0198619402	0.2558676949	0.0580146176	-0.0464336508	-0.2002944304	0.033135342	0.0106646354	-0.1392027182	0.2907779072	-0.0233757995	0.0753669928	0.1822036522	0.0735895446	-0.0678365604	-0.1225975373	0.0386054632	-0.0079410503	-0.1794946788	0.0527970179	-0.0226148407	-0.0719763378	-0.1106169016	-0.0429788482	-0.006605832	-0.0947424658	-0.0127295127	-0.0517752338	-0.2303095892	0.1973121976	0.0081238467	-0.1387066126	-0.0927892547	0.1239206475	-0.2058435661	-0.0126406481	0.0565385155	0.128564425	-0.0239796036	-0.0071570824	-0.2024031995	0.1368610084	0.1463323407	-0.109939	0.006943	0.0120865837209999	4.820524900000007e-05	-0.142735	0.022621	0.000511709641	0.020373280225	-0.170866	-0.0016719999999999	2.79558399999993e-06	0.0291951899559999	-0.00109012	-0.0005694259999999	3.24245969476e-07	1.1883616144e-06	0.00154473	0.000943439	8.90077146721e-07	2.3861907729e-06	-0.00188016	0.0002602299999999	3.5350016256000003e-06	6.771965289999987e-08	0.0	0.0
61494.92630369221	-52.714967501677165	2778.86779870288	3781625961.0965366	102626.49774519804	137.80039871117333	18988.94988495834	10532198039.445135	58390.93333792506	-149.06120119647676	3409501096.074008	22219.241702136525	71606.11423798911	68277.39429190585	1.290256	21.870455	0.0900707499999999	0.0484835	0.060334829	-0.2360623135	-0.0772029861	-0.0295388375	0.1350371764	0.0875734717	0.0901441046	0.0956600603	-0.0756238097	-0.1567583797	0.1319850803	0.1194678177	-0.26118636	0.0046881562	0.0119241544	0.165352634	-0.0128161961	0.2481974746	-0.0072817873	-0.0303239441	0.0140527346	0.0078665569	-0.1117717929	-0.1265462049	-0.1003084561	0.0210057432	-0.1831440788	0.1194018863	-0.0251691118	0.1014540786	0.1344023783	0.0287890676	0.1543029774	-0.2472159048	-0.219060749	0.067754693	-0.0573527273	-0.0466572087	0.1025455648	-0.0451386046	0.0321341268	0.1606443381	0.0902066068	-0.1571759907	-0.0396259963	-0.0521603849	0.0977603959	0.1452505133	-0.119822	-0.009883	0.014357311684	9.767368900000006e-05	-0.138554	0.0041809999999999	1.748076099999992e-05	0.019197210916	-0.170617	0.0002489999999999	6.200099999999963e-08	0.0291101606889999	-0.000431891	0.000658229	4.33265416441e-07	1.86529835881e-07	0.000978534	-0.0005661959999999	3.205779104159999e-07	9.575287891560005e-07	-0.00217089	-0.0002907299999999	4.7127633921e-06	8.452393289999994e-08	0.0	0.0
61414.06269999455	-80.86360369766044	6538.922402972283	3771687097.318862	102019.03210682474	-607.4656383732945	369014.5018042742	10407882912.013338	58295.69198677582	-95.24135114924138	3398387704.2170386	9070.914968733105	71684.75452651325	68365.88374889201	1.149351	19.482059	0.08643155	0.0464556	0.1052820985	0.0293687547	-0.1990618461	0.0395285396	0.1371272284	0.1066132264	0.0440159972	0.1774785033	-0.1394140012	0.1253022847	0.0742898222	0.0445447956	-0.301645059	0.0296840652	0.0344082395	0.0546298844	-0.0621193497	-0.0069924945	-0.0882200716	0.0282707021	0.0042500569	0.0479530109	0.0359454026	-0.1384050114	0.1706872023	0.1261904582	-0.1433675697	-0.1848049256	-0.0045346161	0.1140711885	-0.0678544788	0.0749843263	0.1892594438	-0.1598461043	-0.0342423183	0.0741900037	0.127565082	-0.133391631	-0.1252229217	0.1372283958	-0.0008106787	0.086783318	0.2109491503	0.0537606139	0.0197153308	-0.0614279488	0.0058957303	0.1439917206	-0.116777	0.0030449999999999	0.013636867729	9.272024999999951e-06	-0.102211	0.036343	0.001320813649	0.0104470885209999	-0.14668	0.0239369999999999	0.0005729799689999	0.0215150224	-0.000677796	-0.000245905	6.046926902500004e-08	4.594074176160001e-07	0.000903618	-7.491600000000007e-05	5.612407056000011e-09	8.16525489924e-07	-0.0023122	-0.0001413099999999	5.34626884e-06	1.9968516099999988e-08	0.0	0.0
61324.90644778283	-89.15625221172377	7948.837308440499	3760744150.829316	102967.22541332852	948.1933065037738	899070.5464985595	10602249509.319206	58435.52325055101	139.83126377518784	3414710377.565687	19552.78232896616	71884.46716360761	68073.33138108769	1.186615	20.113697	0.0797476999999999	0.0356079	0.112369449	-0.103901366	0.0643358199	-0.0190670188	0.1750212003	0.2068782201	0.1476942503	-0.0484982213	-0.1032752096	-0.0446854642	-0.0577557797	0.2148777642	-0.2110940546	-0.0403606653	0.1288745067	0.1451364253	-0.1522578707	-0.1041473777	-0.005702424	0.2372888325	-0.0702371398	0.0138818948	-0.0562795897	-0.0075725633	-0.0279445612	0.2276945354	0.1511334104	0.1263063162	0.028672305	0.1125991476	0.1033832894	0.1218230991	0.0542445087	-0.2118753316	-0.1718597177	-0.1842932096	-0.0694014964	-0.1616310911	-0.0561901094	0.257868563	-0.0285480027	0.0705884771	0.0386118432	-0.0974217316	-0.0199388654	-0.0204394318	0.1006539861	0.1425574961	-0.127652	-0.0108749999999999	0.0162950331039999	0.0001182656249999	-0.124155	-0.021944	0.000481539136	0.015414464025	-0.122488	0.024192	0.000585252864	0.015003310144	-0.000430999	0.000246797	6.090875920900004e-08	1.85760138001e-07	0.000990765	8.714699999999998e-05	7.594599608999997e-09	9.81615285225e-07	-0.00219141	0.0001207899999999	4.8022777881e-06	1.459022409999999e-08	0.0	0.0
61375.61173190628	50.70528412345448	2571.0258380402447	3766965715.465712	101812.20365682224	-1155.0217565062776	1334075.2580028467	10365724813.458248	58431.243240318014	-4.280010232992936	3414210186.609209	18.31848759452425	71502.80426286225	67492.00550503534	1.3278	22.506859	0.06670224	0.0426644	-0.1073953167	0.0003052474	-0.1732048251	0.0212253139	0.1097775777	0.0774712372	-0.111228338	0.0056350343	-0.2035428449	0.0362261706	-0.004128698	-0.0871985425	-0.2029867214	0.0410165066	0.0158017003	0.0103616642	0.032764417	-0.1517295682	-0.0418996183	-0.1107250456	0.0377535631	0.1337841725	0.2065248661	0.0916778559	0.0112544056	-0.0802475206	-0.0860631481	0.0279922645	0.0979005996	-0.0108851979	0.0340499537	-0.1096193701	0.1261491617	-0.121802292	-0.080625906	0.0257171767	0.2004255611	-0.1221064563	-0.0227399773	-0.0252276875	0.0693158981	-0.0224725537	0.0459393081	0.1456825485	0.189788851	0.0143309649	0.0651800801	0.1409495873	-0.132587	-0.004935	0.017579312569	2.4354225000000223e-05	-0.088494	0.035661	0.0012717069209999	0.007831188036	-0.124071	-0.001583	2.5058890000000037e-06	0.015393613041	-7.910519999999998e-05	0.0003518938	1.2382924647844e-07	6.2576326670399984e-09	0.000972984	-1.7781000000000025e-05	3.1616396100000086e-10	9.46697864256e-07	-0.0023122	-0.0001207899999999	5.34626884e-06	1.459022409999999e-08	0.0	0.0
